,Cingulate_Mid_L,Postcentral_R,ACC_sup_R,Parietal_Inf_R,Cerebellum_6_R,Cerebellum_8_L,Thal_MDl_R,Insula_R,Insula_L,N_Acc_L,Red_N_L,Thal_PuM_L,Parietal_Sup_R,Frontal_Inf_Tri_R,Thal_AV_L,Thal_IL_L,Frontal_Med_Orb_L,Angular_R,Thal_MDm_L,Thal_PuI_R,ParaHippocampal_R,Thal_PuA_R,ACC_sup_L,Caudate_L,Thal_VL_R,Fusiform_L,Thal_MDl_L,Red_N_R,Cerebellum_Crus1_L,Putamen_R,VTA_R,Olfactory_L,Thal_MDm_R,Vermis_1_2,Thal_LP_R,Lingual_L,Occipital_Inf_L,Temporal_Sup_R,Precentral_L,ParaHippocampal_L,Supp_Motor_Area_R,Precuneus_R,Raphe_D,Thal_MGN_R,Rectus_R,Frontal_Inf_Orb_2_R,Amygdala_L,Pallidum_R,Cerebellum_3_R,ACC_pre_L,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Thal_VA_R,Parietal_Inf_L,Cerebellum_6_L,Vermis_10,Thal_VA_L,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Cerebellum_10_L,Temporal_Pole_Sup_L,OFCant_R,Cerebellum_7b_L,Hippocampus_R,Cerebellum_4_5_R
Red_N_L,-0.10201707246764227,0.15011596085620216,0.1370932605258526,0.04046323650422386,0.3281117129399257,0.27906888894780996,0.10568918100045113,0.425804719703368,0.2814997751814467,0.4438531724058467,1.0,-0.05865911250927749,-0.07090127690340278,0.14118594677421029,0.027280883962176296,0.08114646019841099,0.2161184468976157,0.12143194179379904,0.21769411205774514,-0.036292620762353796,0.04777470334046432,0.010795829683240417,-0.06427067519063176,0.2081704762474402,0.07119267686423468,0.3741299320329421,-0.025793415733231535,0.48512096242197816,0.28835285150061146,0.17374209680993133,0.17951339219247456,-0.016594709095093682,0.09775222045952471,0.12847716923340038,0.08717511277407991,0.2640354494521131,0.2756962691763776,0.24294485417515577,-0.1034367206295338,-0.06875677710102401,-0.09048949823846499,0.02685139172334022,0.18752492699654222,0.25441770937111413,0.036058493497911404,0.08922275775401446,-0.018537439127861228,-0.03716827242142937,0.24543225092061685,0.09509264434889393,-0.006743647727143825,0.2894314301422752,0.031395518050622184,-0.15465425382398934,0.28390847482665127,-0.051981140665076024,0.12765368022570414,-0.030102404703162885,0.017850669983486424,-0.10143298755474559,0.4762000636112065,-0.30880487576132193,0.2877048023075175,0.13787563162361194,0.19742687080625404
Thal_PuM_L,0.43258880272842937,0.17922584393569732,0.7377951334695599,0.145755920346667,-0.23769756229588831,-0.3650540809004937,0.42793017611461054,0.39957853180174685,0.5487291855099369,0.3302808192849693,-0.05865911250927749,1.0,0.3547766088042375,0.5022121225848205,0.2710137470844552,0.2734350517884853,-0.10869315348353965,0.3634844579227881,0.4349388425713159,0.4403650339630821,0.48020729029961723,0.24657109397923407,0.2688926486810788,0.42121067556082964,0.7195539387357412,-0.3234630813544712,0.5277198497490933,0.19708031652119193,-0.39468202417949866,0.45131438545044406,0.1868643569370678,0.5139107021356251,0.12061205112096271,-0.07952108962476537,0.14163116767471576,-0.20782686805418094,-0.4000802918222143,0.5203739412520377,0.5333747565540395,0.33674714683190404,0.4808474674231462,0.3552492424801889,0.04751127091462913,0.05285128497547153,0.29937963871666823,0.5150515356394318,0.1356058996762412,0.451334231835132,0.2505294271578087,0.2387970467860776,0.48402743345087257,0.37246981046520916,0.46347034111500934,0.37917309151425704,-0.4300820985127841,-0.25699447409007165,0.45556599172964946,0.5755639745494846,0.4619344269936641,0.3700719016070887,-0.23577407996553462,-0.030451880012739546,-0.40939514580180236,0.5904917793945089,0.05252856093055578
Parietal_Sup_R,0.3166425397612737,0.3425089686332405,0.3993271414962378,0.6633650145504933,-0.19333522582926177,-0.29725867929276173,0.31383060977544647,0.3113497512782252,0.4265739648088537,0.188198669581262,-0.07090127690340278,0.3547766088042375,1.0,0.14114923669361354,0.11335387599161544,0.09216836779976287,0.02776184785485576,0.78334762940187,0.3902137301978485,0.26988255020829505,0.36677107739090076,0.23830849315976613,0.06576263973064957,0.10908429860686918,0.29616953153664416,-0.3134636402167331,0.144183147554165,0.0242363441312667,-0.3588062636709223,0.2613033099778821,0.17276998738533653,0.2772066179910131,0.16930069646603998,-0.04941534651099156,0.419376819788375,-0.057775882288725135,-0.4565353109217796,0.37031935534515925,0.6120953800235258,0.20021182648070987,0.4645490724288254,0.7917814744634486,-0.054295700551059346,0.23961438002208924,0.1964504753109409,0.27860879668791433,0.027853307981822166,0.20943574723895217,0.32171612733386357,-0.0615778459043138,0.4530103661870206,0.16517334174580534,0.2708156255631559,0.840593202355654,-0.37495497674340084,-0.12972635362539936,0.3596981320382981,0.4073263429920451,0.37596698157820296,0.3825736849885829,-0.39591706308882746,-0.2051843938919861,-0.31753030481258465,0.29970903145397987,0.016920732564881653
Frontal_Inf_Tri_R,0.602243460704685,0.4853987122156795,0.6631094345108091,0.14308971748805097,-0.21364672092217166,-0.4550912698982468,0.3179661684418694,0.5743914148946085,0.7318896617251373,0.3485566053786372,0.14118594677421029,0.5022121225848205,0.14114923669361354,1.0,0.16942803321597003,0.46893102452678015,-0.1893219581527861,0.13889688224406566,0.08804385634738958,0.24829007773435577,0.6658436938362957,0.29196537601774036,0.2721498075531867,0.4519494231882439,0.6512218273233802,-0.250061527442285,0.2257007028718379,0.3093091256041606,-0.4891054715795988,0.5028160606005316,0.2701785877454547,0.4826313013250321,-0.15514252443924356,0.08185418228416372,-0.35595223269305754,-0.27301297006272673,-0.4314691544078242,0.6874081676890608,0.648549445548039,0.5820766401830504,0.6850787990622538,0.19991664289859426,-0.057629631109477344,0.2642034805268893,0.5591033117135901,0.7423986660521,0.4468448761796913,0.6762283847804574,0.06407929110340814,0.6568829694413095,0.5946886607784679,0.5816626293294522,0.6672652424036687,0.19594282076798988,-0.46973625932183255,-0.17837724892330678,0.5535332792462483,0.6909712956015338,0.6875526790540509,0.41419802918477155,-0.137255607845923,0.21205965788889689,-0.4765986537734632,0.6311244179534405,0.2782080330348644
Thal_AV_L,0.13329863075808615,0.2796087251643262,0.2548520058374804,0.2430485380455973,0.06390282590309532,0.04152264569050974,0.1405682905928186,0.1287456402755517,0.09959876535320024,0.16656649888285335,0.027280883962176296,0.2710137470844552,0.11335387599161544,0.16942803321597003,1.0,-0.06971728316645766,0.08880625667983509,0.15232303161575403,0.3855740703317101,0.32122308899497376,0.11356759038164521,0.29453790900108034,0.17199108145868885,0.1303358321193121,0.17656778937141634,0.1253440154981717,0.17519727835903876,-0.01978633802605462,-0.032126266170706776,0.2753963462690083,-0.08289482889934725,0.16400217473269957,0.20200139895880534,0.07946011622543432,0.061885862107043575,0.10652136058736131,0.01773386173773288,0.2346572513044344,0.14383972418926588,0.09872600036542342,0.18619218370247614,0.2394148165038051,0.19138528845047065,-0.03844024593355507,0.0009281894070352171,0.04715681699933521,-0.0583402735200461,0.0870648519467335,0.19626571933120393,-0.022060906289822955,0.2001196890571031,0.10218590953749633,0.17873005076457607,0.10829207417079074,0.022380419016072305,0.10818200245618606,0.2128796019583146,0.08312165524180046,0.02368301795121501,0.002022821636906444,-0.027624125439565984,-0.0039656287846046665,-0.07794162643727055,0.11869811572442762,0.2198831315081842
Thal_IL_L,0.31285655314500865,0.16173814396370836,0.2231063867764561,-0.09204335082524452,-0.11398464365683784,-0.2999600222728958,0.536340660720027,0.34889281002249006,0.4226573862358844,0.31457601538307844,0.08114646019841099,0.2734350517884853,0.09216836779976287,0.46893102452678015,-0.06971728316645766,1.0,-0.29764860052755465,-0.017384991408887787,0.08383695572546031,0.10096455003045914,0.50236179569464,0.05255236295958318,0.2225302577066929,0.46438857836953923,0.5113698198174706,-0.21313108211053802,0.2551593735729345,0.36918000566080333,-0.29957339689754586,0.395268483443763,0.33205785879401967,0.2963656442499718,0.11043023428375684,0.19810548867178288,-0.23410355700741234,-0.29596707424746277,-0.3370092815034601,0.28026846315365556,0.33245245987862987,0.4662647156809571,0.37001778316489814,0.12052515459396032,-0.05556444380250813,0.12485642261539405,0.26701038880650263,0.44246842723294827,0.35940656956240746,0.5837415473139754,0.032363863063769496,0.5113462566366982,0.34691677900738455,0.4051008906044525,0.5086256699936812,0.12534112140777853,-0.3183896721541529,0.0019817902722804614,0.43201013951001677,0.4126510698060493,0.4055899201011496,0.435428556969647,-0.09559187916964232,0.3248839587876128,-0.2423108139589771,0.5125583091609862,0.24107023154257753
Frontal_Med_Orb_L,-0.36789559359781915,0.08816522450654879,-0.04312179375718703,0.22631022116008367,0.16764463782500996,0.27859455860018967,-0.12656285788197988,-0.037059069209170875,-0.1402290507117227,0.11524264647643705,0.2161184468976157,-0.10869315348353965,0.02776184785485576,-0.1893219581527861,0.08880625667983509,-0.29764860052755465,1.0,0.08506407836598508,0.1370200882368347,0.056691618651240165,-0.22602479055776953,0.14209922241659026,0.05674704781281569,-0.25652710544605006,-0.21996306738440707,0.3144478587149628,-0.2325494523285542,-0.04262141849972311,0.20337671412163424,-0.0456020366634813,-0.08762040872519798,-0.2677410172508417,0.12765457351486093,-0.04077532984175664,0.08217420875889761,0.2718235201045948,0.21276349217764426,-0.08693836540506093,-0.2804547417767874,-0.20696900910159224,-0.25577873197490314,0.130912466377983,0.03189904429955763,-0.09542905898145862,-0.339932466643197,-0.20779048051821472,-0.2397223185095205,-0.3114025258894623,-0.028217713861524614,-0.2764598963334434,-0.289850832192008,-0.07275544419416768,-0.2232268781407092,-0.1822626546623306,0.24879663928081247,0.18318791703939036,-0.10367350994226426,-0.3665958341075239,-0.38159724013107604,-0.21661014581544627,0.05360772804139551,-0.15463537948415948,0.19572108158158763,-0.16510469660861765,0.07500263722427071
Angular_R,0.18436080892942114,0.4837725196425939,0.42119705218901254,0.7165312687800802,0.2386188552562712,0.12673513740486247,0.35333994603031,0.46945609078608563,0.41656772133265463,0.1175872558066949,0.12143194179379904,0.3634844579227881,0.78334762940187,0.13889688224406566,0.15232303161575403,-0.017384991408887787,0.08506407836598508,1.0,0.577875917501405,0.1141867410092985,0.18667274433603576,0.19761681251693014,0.031949103191752516,0.07261323805152674,0.1752797202217739,0.06166918963758078,0.2266519639952267,0.006373008767335473,0.09158689114908199,0.13963627434309758,0.055931850752230707,0.023207413214619804,0.4336020462133106,-0.02941986097904924,0.6331321774792217,0.40893373636929853,-0.005390336095223782,0.6049417340570725,0.46075943256324103,-0.0707517822087271,0.3352291200115574,0.7588083593504823,0.14092838693559712,0.3000568858414433,0.021897023039780188,0.06487815642506567,-0.33211067613945294,-0.05327536967423901,0.5747133564539163,-0.32072298792127846,0.31805734550350884,-0.00912502710338273,0.12871082536662282,0.7271901415575964,0.058276880854875236,0.051688858955992616,0.29042965645841434,0.19876775609364364,0.20597068365342805,0.11637694067709584,0.0326480467664805,-0.4462769066404336,0.09748945440926655,0.05113829832816355,0.1261515179316847
Thal_MDm_L,0.006620445885059609,0.2992524327902112,0.34523126918582475,0.4011300823470815,0.35456448462284884,0.23229613799959176,0.47778185107024707,0.2754970113374071,0.18954326078698885,0.3882529950579692,0.21769411205774514,0.4349388425713159,0.3902137301978485,0.08804385634738958,0.3855740703317101,0.08383695572546031,0.1370200882368347,0.577875917501405,1.0,0.23926647874015364,0.19966706908179074,0.12512275228067085,-0.009165252656854805,0.14148688558499659,0.26534836631770703,0.2303155051934233,0.37662168719146805,0.25638097688579176,0.1722400612846744,0.17429915605605692,0.17747216273637267,0.2376570440184446,0.6150837514026043,0.24286681305428537,0.42728881059781354,0.2895847636826066,0.11328098987221814,0.4233701728155437,0.2210641612547315,-0.00779353813060485,0.23280169726549643,0.5209628639838554,0.36310423134516745,-0.07911928241469843,-0.1343297741465072,0.12241953894641473,-0.3552919337230465,-0.051004928809584585,0.7262198809648188,-0.25772577703193894,0.12408889808992873,0.12981213499297387,0.1581832322097488,0.3426679084426588,0.15960946868817164,0.030379506129281777,0.25629199691839555,0.038205492881044995,-0.043530626770555636,0.1007265433728332,0.13146150828167213,-0.4044723937283476,0.17501790879627713,0.19643816744288614,0.3135668719090698
Thal_PuI_R,0.31530728176199235,0.22918369216868462,0.3812832863414419,0.29725528462227974,-0.23245666475934282,-0.29091752465268494,0.16356534029439318,0.14239161713014972,0.3693376773487557,0.2450301220922946,-0.036292620762353796,0.4403650339630821,0.26988255020829505,0.24829007773435577,0.32122308899497376,0.10096455003045914,0.056691618651240165,0.1141867410092985,0.23926647874015364,1.0,0.2912919189409498,0.42440912915360546,0.38875872844866066,0.2556097882189818,0.36505392361678884,-0.19297303620457573,0.10773926113042988,0.10036894251474575,-0.37103354322894383,0.4844641174775909,0.1290241861088166,0.26889232020664017,0.02279692349718599,-0.06010089382395893,-0.06384159205633208,-0.18456882698697352,-0.3433433772274716,0.23032695328768996,0.3982112281618241,0.3085087102681832,0.3852762706175374,0.3310152476515237,-0.03953719282271832,0.05292625324801625,0.20741303478541287,0.2659053568330682,0.2251213986331628,0.30639860619462006,0.047566735797848765,0.15281043373117728,0.342651031735644,0.2497841510675601,0.36154712428406144,0.21198596500185374,-0.3486560907784345,-0.09997434167148782,0.3700565675965615,0.37372641941786994,0.15409714980014982,0.3033429980725562,-0.28559206099931544,0.19623144593329864,-0.359110298522587,0.42394705664384214,0.11716014059816787
ParaHippocampal_R,0.6552429185640138,0.29438906013702326,0.5417548109334307,0.13748399665575461,-0.17833911367243244,-0.5490368192675364,0.42774293360550325,0.5109156603947276,0.6812098905668469,0.45152731280642233,0.04777470334046432,0.48020729029961723,0.36677107739090076,0.6658436938362957,0.11356759038164521,0.50236179569464,-0.22602479055776953,0.18667274433603576,0.19966706908179074,0.2912919189409498,1.0,0.3137871461467207,0.15499288809740105,0.5421018646049517,0.717023001992845,-0.2540091467926874,0.2357332682554889,0.4530952940982691,-0.5818493415240851,0.6549024069187032,0.44845814458924405,0.589607748454031,-0.07478889452334635,0.18689770401764866,-0.2190377762249825,-0.4248788037920955,-0.5898228710033359,0.5543406513671597,0.6819214981100226,0.7630497531206557,0.6785852287267665,0.43349333392419975,0.03944679246815919,0.24312742573557114,0.5693457340859556,0.7305873457105431,0.5118740137202975,0.7678109723809925,0.15393365592561725,0.6094072033644911,0.7051753564456508,0.5998657426527452,0.7690449068047234,0.4353039400234593,-0.5408540993142679,-0.09580049478232829,0.6648263753133198,0.7448002009205448,0.6544770870140267,0.7024985139464787,-0.2574334898381279,0.2826764918200466,-0.5372243929726891,0.8002471287208895,0.4861654250695461
