,Cingulate_Mid_L,Postcentral_R,ACC_sup_R,Parietal_Inf_R,Cerebellum_6_R,Cerebellum_8_L,Thal_MDl_R,Insula_R,Insula_L,N_Acc_L,Red_N_L,Thal_PuM_L,Parietal_Sup_R,Frontal_Inf_Tri_R,Thal_AV_L,Thal_IL_L,Frontal_Med_Orb_L,Angular_R,Thal_MDm_L,Thal_PuI_R,ParaHippocampal_R,Thal_PuA_R,ACC_sup_L,Caudate_L,Thal_VL_R,Fusiform_L,Thal_MDl_L,Red_N_R,Cerebellum_Crus1_L,Putamen_R,VTA_R,Olfactory_L,Thal_MDm_R,Vermis_1_2,Thal_LP_R,Lingual_L,Occipital_Inf_L,Temporal_Sup_R,Precentral_L,ParaHippocampal_L,Supp_Motor_Area_R,Precuneus_R,Raphe_D,Thal_MGN_R,Rectus_R,Frontal_Inf_Orb_2_R,Amygdala_L,Pallidum_R,Cerebellum_3_R,ACC_pre_L,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Thal_VA_R,Parietal_Inf_L,Cerebellum_6_L,Vermis_10,Thal_VA_L,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Cerebellum_10_L,Temporal_Pole_Sup_L,OFCant_R,Cerebellum_7b_L,Hippocampus_R,Cerebellum_4_5_R
Cingulate_Mid_L,1.0,0.38667443129961476,0.5691901306487429,0.20181432349939724,-0.26612142638386355,-0.5144634561247696,0.2899219690177408,0.40476492102235023,0.6216357595590346,0.23333085533222847,-0.10201707246764227,0.43258880272842937,0.3166425397612737,0.602243460704685,0.13329863075808615,0.31285655314500865,-0.36789559359781915,0.18436080892942114,0.006620445885059609,0.31530728176199235,0.6552429185640138,0.30344792246968744,0.31185098693164576,0.5504371163447206,0.6571074110039212,-0.3232262163098276,0.2571916153959662,0.22896637729309152,-0.5262744822864672,0.627278288020584,0.2823197525473249,0.43603175605597094,-0.11818921002425034,0.0046823495836629085,-0.11863288385924585,-0.3539800694115381,-0.47875462927611473,0.5238835224591141,0.8421547703572958,0.5949821000137023,0.8133716300847106,0.3690513309307092,-0.0593882780906002,0.16663465967299373,0.6250015161022053,0.5562056763042154,0.4830552414439714,0.7050977885636028,0.044753483036359704,0.4995765925203722,0.8754443108829498,0.4004573695849991,0.7145028586363453,0.5298577338431463,-0.5052011200204811,-0.1645357006989257,0.6018296620649188,0.878310998670611,0.7450639579216377,0.569637439754177,-0.24384372284211187,0.3148864146065814,-0.509853209249435,0.5737323612159495,0.21023129793405532
Postcentral_R,0.38667443129961476,1.0,0.2792032574366815,0.7421228316290168,0.3606599772957027,0.19609836013544762,0.32881552526153146,0.4097179045438571,0.44240519317535165,0.06454742430268477,0.15011596085620216,0.17922584393569732,0.3425089686332405,0.4853987122156795,0.2796087251643262,0.16173814396370836,0.08816522450654879,0.4837725196425939,0.2992524327902112,0.22918369216868462,0.29438906013702326,0.42624299438201263,0.40653290632280764,0.15526921369050198,0.23172826546714176,0.3439511544585351,0.03833511567418205,-0.020032749218280316,0.08781107335047864,0.40794105398239,0.0675417698825597,-0.053744350886196,0.3302393056351766,0.20575663245613635,0.019800195159853814,0.38135272902819756,0.10420489905692105,0.639634016539404,0.5232518639793655,0.14322364932059758,0.6149809235443183,0.5925258598237344,0.10176511938858042,0.22324913172332558,0.04477399631056439,0.08980855190438664,-0.08937544406920125,0.17703370952328784,0.34829353804750274,0.02253037429117265,0.44228523339832515,0.12057404206900894,0.41984359224369694,0.313659528980481,0.1576486113343439,0.40273419328471655,0.43751541185046045,0.24101743268568893,0.15586253104474132,0.10550150759092478,0.09506664135680178,0.13191209478763474,0.122777604160955,0.06901442391014401,0.514196634630338
ACC_sup_R,0.5691901306487429,0.2792032574366815,1.0,0.23416352946443766,-0.244154571554207,-0.40115022104416137,0.36870318836832866,0.6052168770543624,0.7275530703520524,0.3931341276050114,0.1370932605258526,0.7377951334695599,0.3993271414962378,0.6631094345108091,0.2548520058374804,0.2231063867764561,-0.04312179375718703,0.42119705218901254,0.34523126918582475,0.3812832863414419,0.5417548109334307,0.36502321307522706,0.3040394612638389,0.49885815170664377,0.6619989293977453,-0.3101106389792018,0.4608628426285777,0.2683884364603791,-0.41239877985701334,0.5295814070950233,0.21515210481864358,0.4997282076946268,0.031067512089551975,-0.08813821031554418,0.11396971466551759,-0.2012880001031536,-0.398400205960792,0.624069830846276,0.6267770148377059,0.4514656493530822,0.5735154724379711,0.4154035488178176,0.07354295396385228,0.2230621246714932,0.47725922209462884,0.5740889070878364,0.2887646703431893,0.5320148452256526,0.17438941168360028,0.35011089513961824,0.6234847719751261,0.3962958000795514,0.5428649830536222,0.40374412846007796,-0.44727047637268824,-0.3095314599382227,0.5474940305224743,0.7028883000730989,0.6540857834435048,0.37568243652934563,-0.1800071438480863,-0.12986951653925866,-0.4467087692062391,0.6195516008336979,0.05605939603321101
Parietal_Inf_R,0.20181432349939724,0.7421228316290168,0.23416352946443766,1.0,0.18303978553273287,0.14479155210148367,0.18304196788425553,0.23028150079019374,0.27287533885370263,0.02505122867733682,0.04046323650422386,0.145755920346667,0.6633650145504933,0.14308971748805097,0.2430485380455973,-0.09204335082524452,0.22631022116008367,0.7165312687800802,0.4011300823470815,0.29725528462227974,0.13748399665575461,0.3813194078140005,0.22844723748277412,-0.007237311443869285,0.052886622652283076,0.20689351876117618,-0.004747353137209133,-0.0752570868842139,0.02906832281505029,0.2557651449969556,-0.00265586812240096,-0.02561522342511673,0.344038101209871,0.06708735889886758,0.29344817822697566,0.33691319773487155,0.017856173754329026,0.41401627560363097,0.4323837942751599,-0.031601577694054576,0.4348635996809395,0.7682954235089886,0.04320723491888678,0.1372513261936145,-0.09684285160366121,-0.020620442663073103,-0.19535246557924868,-0.052914339009535946,0.3365154771790062,-0.2573802043501762,0.2925643036181782,0.006066935792534373,0.17050101398670808,0.5083779467994849,0.07689540424845957,0.24127337773316807,0.27198514393098155,0.128054052984682,0.029352853563222682,0.0862780285413177,-0.04285773519274701,-0.09170334102176114,0.06681522814884218,-0.029765712921350662,0.26358072964452256
Cerebellum_6_R,-0.26612142638386355,0.3606599772957027,-0.244154571554207,0.18303978553273287,1.0,0.8180790375093584,0.17112514035287038,0.13873115963448002,-0.1479803961214672,-0.10706914634532883,0.3281117129399257,-0.23769756229588831,-0.19333522582926177,-0.21364672092217166,0.06390282590309532,-0.11398464365683784,0.16764463782500996,0.2386188552562712,0.35456448462284884,-0.23245666475934282,-0.17833911367243244,-0.024104214838678962,-0.11702139868776401,-0.11066662231705068,-0.2663418593706748,0.862034136942731,-0.008978721862129382,-0.05125873526116504,0.8196202538396584,-0.07050908249028134,-0.10939181269997322,-0.473364170739826,0.6231246404784976,0.30059967654147457,0.32508487713287676,0.7681563191446475,0.7505073559341974,0.24633097179335323,-0.25739733083706545,-0.3403412678425692,-0.1278415037862888,0.18341990544986048,0.4082717063818606,0.007722999419893809,-0.4199939714133399,-0.48603204869076094,-0.5739286271480113,-0.3864051703376861,0.5040104886534916,-0.4719004271902552,-0.1819066063657282,-0.30651265074804185,-0.16038551001786738,-0.16553360626071076,0.8628998300502222,0.623681295171616,-0.035926228823568516,-0.43840139150533386,-0.4209609827507988,-0.2913756735774293,0.654886013377459,-0.24644525667935147,0.7952547304832833,-0.43184233337472133,0.5899615092154522
Cerebellum_8_L,-0.5144634561247696,0.19609836013544762,-0.40115022104416137,0.14479155210148367,0.8180790375093584,1.0,0.005566869566844504,-0.07605768757513676,-0.4137250509944852,-0.22533835558302576,0.27906888894780996,-0.3650540809004937,-0.29725867929276173,-0.4550912698982468,0.04152264569050974,-0.2999600222728958,0.27859455860018967,0.12673513740486247,0.23229613799959176,-0.29091752465268494,-0.5490368192675364,-0.12194730045988068,-0.15854074368792956,-0.31103408409766625,-0.46056178695990063,0.8465648599298297,-0.06937913412735237,-0.14079094811769774,0.9485742401739856,-0.3153329919253493,-0.22044828302470038,-0.5872409914752571,0.5264642240229567,0.14936120823587454,0.4067541046651563,0.8387859556219326,0.9034190239793521,-0.06800175004317194,-0.520690567937625,-0.6247185514835312,-0.4108617902640241,-0.04938002707475726,0.362277355210934,-0.14948758896074754,-0.6253852571281777,-0.6979803382918226,-0.7343576965183563,-0.6560587036052119,0.3224159285452504,-0.6237575064901693,-0.4854583773001432,-0.47328296324783264,-0.45751602644945616,-0.3777694527987035,0.961959546202944,0.5519083393421018,-0.29525254009333,-0.6630982136133796,-0.5928204150615113,-0.569087148672904,0.7341290086100886,-0.35758570554343794,0.9511890899043485,-0.6859987550496398,0.21909065561516713
Thal_MDl_R,0.2899219690177408,0.32881552526153146,0.36870318836832866,0.18304196788425553,0.17112514035287038,0.005566869566844504,1.0,0.4106962783671752,0.35315523849316705,0.26953742440656964,0.10568918100045113,0.42793017611461054,0.31383060977544647,0.3179661684418694,0.1405682905928186,0.536340660720027,-0.12656285788197988,0.35333994603031,0.47778185107024707,0.16356534029439318,0.42774293360550325,0.2149621778705536,0.19992289148062117,0.5043361572970562,0.5685171096367064,0.09371431267427412,0.3902206675575826,0.25075090632219166,-0.040274718104140746,0.41314993861443877,0.28780249702733784,0.20792150616424152,0.5334560914269717,0.32580705583624003,0.1776829866588033,-0.01052699279336367,-0.1165905397342838,0.46066877762516445,0.35492498657284155,0.29429243595727356,0.4040722326064274,0.4495528518234137,0.20167680472408678,-0.041120788067520946,0.051290368663180236,0.2779154546826187,0.03772695464579191,0.4057544002295068,0.3889240413471061,0.19007788902365794,0.38181641705437,0.2943993886786962,0.43927425659264235,0.29709319362690967,-0.03555817963296414,0.15541983279651087,0.5479442528987231,0.3583500886277204,0.3086713893598936,0.3257995470848252,0.07473190491275725,0.09332739829240445,0.01105228384684453,0.3718453199983296,0.4093161510817322
Insula_R,0.40476492102235023,0.4097179045438571,0.6052168770543624,0.23028150079019374,0.13873115963448002,-0.07605768757513676,0.4106962783671752,1.0,0.800440772282632,0.3662696667153912,0.425804719703368,0.39957853180174685,0.3113497512782252,0.5743914148946085,0.1287456402755517,0.34889281002249006,-0.037059069209170875,0.46945609078608563,0.2754970113374071,0.14239161713014972,0.5109156603947276,0.30542084405736525,0.1637106454729433,0.38132114911122794,0.47407652272091627,0.020046646345558722,0.14865021667691924,0.41233949066344183,-0.06092093071651052,0.5343068116503151,0.31629606994239967,0.21775973035977966,0.10100491651338177,0.11932747187491756,0.16198716870604862,0.15889506653338814,-0.10454870429359085,0.7170226189073727,0.47403990485999625,0.38717462042556117,0.43269447008548123,0.33958763418331167,0.1541448575814049,0.44246409721581476,0.36007824902158436,0.48031088079192313,0.14349599702765167,0.38184570246519633,0.38234758476407615,0.32344671624086996,0.50712979890571,0.5168422440414335,0.42421568247324176,0.36828010425034585,-0.09970869731939207,-0.027394100911934602,0.5384588939970486,0.4857616503689594,0.48693009813300625,0.29536396078983684,0.2316373187463121,-0.1569678662454239,-0.09311194602019271,0.4863032921565615,0.22982205547976597
Insula_L,0.6216357595590346,0.44240519317535165,0.7275530703520524,0.27287533885370263,-0.1479803961214672,-0.4137250509944852,0.35315523849316705,0.800440772282632,1.0,0.4187901286806475,0.2814997751814467,0.5487291855099369,0.4265739648088537,0.7318896617251373,0.09959876535320024,0.4226573862358844,-0.1402290507117227,0.41656772133265463,0.18954326078698885,0.3693376773487557,0.6812098905668469,0.38437334867917905,0.3364085495834855,0.48729706701517744,0.6505671843551372,-0.2730876957200088,0.18431448019145535,0.3645069701199222,-0.41313154257870016,0.6869897280187328,0.4308969262110942,0.3854369340946098,-0.09617190163978853,0.033591403950266205,-0.01104914315530512,-0.13764380850292868,-0.4249581159336395,0.751840503230002,0.73608167935524,0.5911681438920524,0.6528778080510482,0.41955427834457293,-0.0322837479215827,0.5778098514533034,0.5877194828766633,0.6225860145446404,0.4381343461374424,0.6474042135463495,0.22203930061188945,0.49721720395471086,0.695110390444519,0.5402967417417072,0.6534795155087557,0.4732054543096044,-0.44150975593782416,-0.20426000956204776,0.689749156980316,0.7511893811802289,0.6689458978341888,0.5084221166424477,-0.07905665070576662,0.054664113219277506,-0.417190054042712,0.6767303107095286,0.18207550413779153
N_Acc_L,0.23333085533222847,0.06454742430268477,0.3931341276050114,0.02505122867733682,-0.10706914634532883,-0.22533835558302576,0.26953742440656964,0.3662696667153912,0.4187901286806475,1.0,0.4438531724058467,0.3302808192849693,0.188198669581262,0.3485566053786372,0.16656649888285335,0.31457601538307844,0.11524264647643705,0.1175872558066949,0.3882529950579692,0.2450301220922946,0.45152731280642233,0.1372438804689116,0.15552369983047945,0.3790716385609738,0.4634554070617859,-0.06388662785061769,0.14689930781500585,0.6190368121230533,-0.25813166179306485,0.48343224209675506,0.3909783829194642,0.4393388427367767,0.022286634359419244,-0.0036463756582049184,-0.04358875186170625,-0.18185897384144525,-0.2712411125192692,0.305299431276604,0.26886447421356985,0.3723685632395804,0.2389119791410261,0.19121302916919927,0.048096840783655205,0.0955528586798152,0.2642351995543524,0.5220130981565467,0.22271679612980477,0.35334799488119467,0.17838763050722925,0.31127841945456325,0.30055364162233494,0.5756693851353228,0.35038462327505243,0.14247532849357405,-0.26215096061728543,-0.23436449363293665,0.375869771140897,0.35480736109479977,0.26888442486481295,0.30689767624808306,0.007528304292381989,-0.05158494949526999,-0.23344557631429516,0.5978586408153688,0.19860749266323965
