,Frontal_Mid_2_L,Cerebellum_9_R,Cerebellum_8_L,Frontal_Inf_Tri_R,Parietal_Sup_L,ACC_sup_R,Thal_IL_L,Vermis_1_2,Heschl_L,Temporal_Sup_R,Temporal_Inf_R,ACC_pre_R,Vermis_8,Cingulate_Mid_R,Thal_MDl_L,OFCpost_R,Frontal_Inf_Oper_L,ParaHippocampal_R,Cerebellum_Crus2_R,Angular_R,Thal_MDm_L,Rectus_R,Thal_PuI_R,Thal_VPL_L,Supp_Motor_Area_L,Cerebellum_10_R,Cerebellum_4_5_L,Occipital_Mid_L,Frontal_Inf_Orb_2_L,Putamen_R,Frontal_Mid_2_R,Cuneus_R,Thal_IL_R,Rectus_L,OFClat_R,Caudate_R,Frontal_Sup_2_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,VTA_L,Cerebellum_Crus1_R,Thal_MGN_L,Parietal_Inf_L,Thal_VL_R,ParaHippocampal_L,Frontal_Inf_Tri_L,Cingulate_Post_L,Rolandic_Oper_R,SupraMarginal_L,Precuneus_L,Amygdala_L,Cerebellum_3_R,Insula_R,Cuneus_L,Cerebellum_9_L,LC_L,Thal_LP_L,Thal_VL_L,N_Acc_R,Paracentral_Lobule_L,Cerebellum_7b_L,Hippocampus_L,Cerebellum_Crus1_L,Thal_PuM_L,Temporal_Pole_Sup_R,ACC_sub_L,Hippocampus_R,Lingual_L,Temporal_Sup_L,Cerebellum_6_R,Thal_LP_R,Temporal_Pole_Mid_R,Vermis_4_5,Vermis_9,Raphe_M,Olfactory_L,Cingulate_Mid_L,Temporal_Mid_L,Heschl_R,Frontal_Sup_Medial_L,Temporal_Inf_L,OFCant_R,Temporal_Mid_R,Cerebellum_10_L,Precentral_R,Fusiform_L,Raphe_D,Cerebellum_6_L,Thal_PuM_R,Parietal_Inf_R,Occipital_Inf_R,Insula_L,Putamen_L,Frontal_Med_Orb_R,Amygdala_R,ACC_sub_R,Thal_VA_L,Occipital_Mid_R,Lingual_R,Vermis_6,SN_pc_R,Calcarine_R,OFCmed_R,Parietal_Sup_R,Thal_MGN_R,Frontal_Inf_Oper_R,OFCant_L,Vermis_7,Frontal_Sup_2_L,Frontal_Sup_Medial_R
Frontal_Mid_2_L,1.0,0.41503363410156846,0.4901633777905361,0.4588820099075655,0.16616793445542583,0.08603824850037652,-0.028663411224075716,0.5308536515829984,0.18902203285005031,0.5975012201264244,0.39247941206397907,0.2283947004369169,0.4423508082387818,0.655846397418683,0.41725239889592275,0.2121314548959433,0.6305616035998832,0.10908992014619245,0.5519737089321738,0.11951945435397854,0.410422377072674,-0.27445916957248123,-0.22098778056898624,0.35284765824967235,0.6163576311662105,0.23367558587456652,0.47958192853875403,0.224761960511068,0.006086658402483722,0.20318129148857322,0.28054182560570745,0.12943770476096386,0.000988022629083222,-0.2894434079851877,0.2508779291096998,0.27110018100505745,0.37545467105893426,0.24530492213886496,0.3609692775538433,0.23695124884451016,0.3698764988284975,-0.018707800456890772,0.4683648123127887,0.19294463418464133,-0.06728815702138188,0.5060667612404197,0.5302328813290548,0.5709563709594705,0.4900661808645285,0.1068365058216188,-0.13857394756727934,0.6092694984139292,0.5292301719070983,0.5070433153651408,0.4659123697866866,-0.2878643895209271,0.48524170982317777,0.3537425794158911,0.09373265901451026,0.223719162869201,0.403769745204247,0.22366760138211159,0.48453134226631817,0.02407003089725731,0.43785932773382086,-0.12493449909898292,0.20386028544274964,0.425189916601718,0.5082511960873269,0.444753092783807,0.5627235310952969,0.31874884086668953,0.4375679805607324,0.38193518025105144,-0.05525577024915326,0.08551034931448334,0.7728076997403054,-0.1269243473059849,0.21702735393818154,0.706503243656614,-0.2767980761524781,0.1701687407142934,0.458755092939517,-0.07824057599482438,0.0034346822990640852,-0.027213845983933737,0.3343663496816049,0.2863206765388676,0.3992407162204782,-0.30566546667776257,0.012941076697541756,0.5866408294913671,0.25096535191741454,-0.4007163274280491,0.12224686338246066,0.28204173582666975,-0.2296628617950257,-0.04675477081407167,0.4807514359753533,0.4455861534516874,0.49937456745215697,0.47276552428375435,-0.12130623083304043,0.014411499155566729,-0.2640243722821122,0.23135054083400944,-0.1441460994361894,0.3299404695167205,0.8619712433097497,0.7081782199389619
Cerebellum_9_R,0.41503363410156846,1.0,0.9207109386067347,-0.04904978192491584,-0.22233281431698756,-0.30472442121411036,0.028565017279029048,0.6875589495352872,0.15955548253465007,0.5983806719279692,0.6611965733078955,-0.341032656188075,0.7344278607117097,0.06278052315913558,0.50111778757831,0.35016446457595685,0.11393515202710204,-0.11057970578213334,0.8734074300277416,-0.0545393191204734,0.18326099235705887,-0.661700577935527,-0.6763850867997185,0.4246975283000596,0.05921069955159658,0.09802748887721385,0.30043190186596697,0.0983357921926293,-0.24629641368834357,0.07523193126021838,-0.3306779931581286,0.10063373189261245,-0.6633848132538832,-0.6957389221533915,0.03604730079335006,-0.15388482468903253,-0.258969113612443,0.89652187457177,-0.07305722480005164,0.6952845341903371,0.5552190855628943,-0.21482799697114965,0.10462070043508676,0.5078406426931427,-0.5073758148245449,-0.0035456426688951956,0.5158537822228966,0.15793715640069328,0.35573790777917225,-0.3383286922036544,-0.6220349067030925,0.4866785823298317,0.38568200788280954,0.6175062865867753,0.9778639051378074,-0.7068451300771758,0.2949478772286265,0.44465183695524546,-0.30553470924906845,-0.3054102589305157,0.6803065736981864,-0.23285744711877449,0.8509585613693301,-0.3169682923132197,0.8462053939168261,-0.5437512299921453,-0.03823646316898371,0.8971798253611731,0.36307254920714555,0.9507154988518345,0.13727181708956665,0.818052283689763,0.4669301340760662,0.8465763691481468,-0.3032555980110751,0.17224412350919754,0.17355945095547334,0.27166705716863704,-0.3588512691243813,0.11419775449056917,-0.3934026347158048,-0.2860602542543355,0.7284727445436092,-0.44074116000549735,-0.4578672000638917,0.04995168750145902,0.719442389408875,0.8631571477470843,-0.21108444105941315,-0.6073904316587643,0.028167309766153573,0.42000698346388377,-0.16537800472311612,-0.44683479331105086,-0.579919256859903,-0.034284448262219984,-0.11228664464673825,-0.05383463570781776,0.9199163220802209,0.9527082690177889,0.5072842490806978,0.782466076977544,-0.29614022192553696,-0.2688332322703436,-0.7899575124917382,-0.20247677982133092,-0.5117013435272062,0.9174105056279872,0.15266306759051976,0.04480344257275201
Cerebellum_8_L,0.4901633777905361,0.9207109386067347,1.0,0.05427990262258123,-0.2971829071170255,-0.20725597485095504,0.1347973413247378,0.7188652260332131,0.2834100530530861,0.561969645105584,0.5748837937675293,-0.2425579216202852,0.7097674344514958,0.2192995959574401,0.4984494677106218,0.36733104849949766,0.21774404731583286,-0.08497635166570752,0.794712579981411,-0.005610233344412539,0.3527339519500595,-0.5664056506341,-0.623656602246893,0.4719899830763268,0.1544722111935347,0.14033195561895578,0.3987681885588155,-0.013095933378442642,-0.14449090623033667,0.16210332073998918,-0.16239682999364727,0.04317458686933654,-0.5272237471889359,-0.5962039469249129,0.055887078915042784,-0.09094026498857308,-0.06738931766830225,0.8552906256538041,-0.002529385832867169,0.674522319992942,0.47441960203768047,-0.18927073808770165,0.12001851416874464,0.49331494705171375,-0.36508360164668635,0.18081949993092838,0.543513005889207,0.2701519029305935,0.3890929850700988,-0.2689248748195773,-0.4708192527078281,0.4792076187220843,0.43654517424887795,0.6167959105385569,0.9130868198669598,-0.6282662383577837,0.4053884154069219,0.48557867087303686,-0.24688480196540552,-0.23106967158909608,0.8232631212309056,-0.09983990935645681,0.8702918741385021,-0.18848081221398705,0.746815677396605,-0.4158096232868118,-0.013131037556022488,0.8858032706635723,0.4868503770112544,0.8416442514471306,0.2270283666084085,0.6962524116502495,0.5044451218454165,0.8569916902941442,-0.22414026380457186,0.16413198375682472,0.3437230440448581,0.37590212958206626,-0.20490693890422065,0.2822325319184818,-0.22788401472453015,-0.1672298572438674,0.6215218565443963,-0.3493179612958706,-0.3433415087890373,0.21729463407818114,0.6434042954012792,0.8942092209142033,-0.07945444097086247,-0.5613304943696219,-0.08356081893001865,0.4681527768010754,-0.04303126124396276,-0.4316821059585731,-0.41127297178791905,-0.03196356236099211,-0.1373390211090927,-0.15135390247254,0.8743421495066133,0.886142644860185,0.5010311977863562,0.7590244275170495,-0.18881718720466076,-0.3084647589859625,-0.8117114392444724,-0.0950485938108713,-0.44499275774988617,0.8634094107582777,0.30362795501212786,0.22140179410735453
Frontal_Inf_Tri_R,0.4588820099075655,-0.04904978192491584,0.05427990262258123,1.0,0.10572833124447335,0.4860239930782553,-0.10450929054682083,0.1212643063929015,0.050265861065072706,0.5034667090867899,0.10729525676592076,0.6410324117072196,0.03658159968593383,0.79691688561208,0.0836699291364475,0.2063106540933435,0.16098090592173137,0.30348886122521934,0.07010133467255923,0.12262415726738722,0.31300973545730093,0.08567894677726008,0.2224635208004663,0.2699259133001547,0.4379463949374698,0.2215205885248828,0.3904949489882353,-0.09114112074437317,0.2571066340654719,0.28497780748435175,0.6757542846755431,0.043009040035868126,0.47196591236732927,0.19974449222313198,0.5374510820480934,0.6187937479318939,0.5786777418072507,-0.14864447322700786,0.773701287614039,-0.04874685737102082,0.0648993872570488,-0.043146476098992165,0.0906753252482438,-0.32011434075464934,0.22841237802364536,0.3173774424566775,0.26521752330466264,0.7893345399031051,-0.15735866940254337,0.10083289215285354,0.27897603897998013,0.4717747886185263,0.5756484283453316,0.1485392905659872,-0.05995595091915675,0.12636100205792578,0.32591453127869163,-0.08180732009411704,0.3907066737959297,0.2804603735427565,0.06874387943464617,0.30419959735164226,0.06778641922595889,0.23267429415779667,0.13938109796741416,0.02067640095967145,0.41268706905128144,-0.017634972431621727,-0.024787553267351686,-0.061497090204184604,0.5865876589809815,0.05024269087303479,0.20222830396940164,-0.10406649158878975,0.17819597949397412,-0.27493387412942893,0.6234734857852187,-0.36857551694299895,0.4368989822567184,0.4088263622143647,-0.04598859478359702,0.4078037380204399,0.1550461933032475,0.14322826160615137,0.3367805417479125,-0.01795190225133256,-0.11470591587248012,-0.1655781594332139,0.41818362070295295,0.0014296917497462682,0.02141282872837669,0.5503222276666354,0.5545828900213697,0.05615883206973661,0.4329218837053971,0.6903016869276752,-0.06343017517852789,0.0687779803775039,0.03837704408444142,-0.09374779766631838,0.31050088600363274,0.061754168190488824,0.15652598257768577,0.21137903713697298,0.04056351917271008,0.8129284984832501,0.3943517825675013,-0.11047242782960255,0.5105596803477863,0.6766409537828365
Parietal_Sup_L,0.16616793445542583,-0.22233281431698756,-0.2971829071170255,0.10572833124447335,1.0,0.04228054350583035,-0.44115896087021983,0.10938494297631655,-0.5821180716374074,0.27868408248938237,-0.0509910194399463,-0.07272903877154,-0.18059147890894967,-0.03275792803650858,0.27365881361094024,-0.25986865065202014,-0.11985266874688007,-0.17463904211511283,0.14037592404066823,0.5951531581278603,-0.1239157936736349,-0.14550731726818494,-0.20254439155286236,-0.29487193851308696,0.3982827131515786,-0.2768023503253352,-0.3797282491704253,0.8105637722529422,-0.36909571741434827,-0.42869312056708275,0.13691406466562192,0.830208265776086,-0.025337107476037353,-0.14628524231259168,-0.10171397349519082,-0.1696493276053077,0.09601369636752116,-0.4387067986220176,-0.12642434397370642,-0.3640234904200713,0.5048553263256352,0.04226237873354205,0.6694403937192389,-0.029116945907044417,-0.332193807085885,-0.1897789211861467,-0.30642750622875015,0.06620878640953345,0.4545836045601743,0.5462945148683187,-0.28838724295698376,-0.11139052916898173,-0.07252674952387911,0.4814670367838657,-0.15431660178689366,-0.02993009280425814,-0.0904707796456121,0.1333569775534205,-0.19879341501019476,0.49637662986759745,-0.09422231498529246,-0.28158004842694434,0.0035170468392448943,-0.44060826380027723,-0.06427976171699648,-0.21008156840404,-0.0637457780381419,-0.20617148741654068,-0.18827423282030464,-0.11172402412918633,0.0058093121440948225,-0.23040650656004905,-0.3614379976112758,-0.19611580803575418,-0.22077855596093604,-0.14527723577318002,-0.09005800555342577,-0.6919076598251356,0.09626010008199501,-0.14901842881371946,-0.49130999783389556,-0.19047313355936843,0.16660662718385472,-0.3094038965376631,0.25642634471677506,-0.6788811935511512,-0.007821641612816333,-0.42081678252599153,-0.01922453689349425,0.32353665119024566,0.6639152427514599,-0.2722757124055177,-0.4084742580622324,-0.3959561040239204,-0.04521273861039511,0.12125336486663522,-0.5001432881711989,0.6699946787897582,-0.07362562806811347,-0.07185108463413653,0.2380766275335469,0.23684819742855234,-0.38189023410771983,0.8187259677498584,0.19118527590407652,-0.05914696330538239,-0.17712889822878022,-0.35372418641591824,0.1937243915732014,0.06194718366438489
ACC_sup_R,0.08603824850037652,-0.30472442121411036,-0.20725597485095504,0.4860239930782553,0.04228054350583035,1.0,0.09752224402045732,-0.07570632462970249,0.223238333338714,0.19302261614485358,-0.1191973773012879,0.6547362850503919,-0.2021027835215838,0.46854268679873357,0.018412055682523132,0.022458379266947423,0.311726625286527,0.23294273672292726,-0.2745663355125747,0.23804139165541524,0.18247630652827723,0.17350071699738084,0.2753983340894108,0.08224464174279933,0.29845459578398137,0.0072523304496458175,0.15016882129663317,0.05483017102432422,0.4257400041542408,0.15251718768788303,0.49066089054187484,0.055689733998906026,0.3228783327934005,0.24033810533198668,0.22049442085946477,0.496724620974051,0.4934293483736141,-0.3677055138018728,0.41712474659903626,-0.155672512591289,-0.06781140596182081,0.1508938128573601,0.17181445887986765,0.10099305106684438,0.35403207237822437,0.3485282193830483,-0.05168809433307445,0.42380503664450625,-0.03916289380536335,0.38485632237132705,0.39503940788381225,0.06634195431176937,0.3545912236079521,-0.10387866643015939,-0.2840965831476905,0.22895727475362945,-0.017126793432406025,0.183334180963444,0.1791162451010905,0.32898909224379097,0.02055609704404856,0.4352469949560866,-0.17653824503313498,0.23195554302763086,-0.23549585660366826,0.261569745322868,0.25273581405147255,-0.15801654121498354,0.050385706577606944,-0.27405609995639674,0.21536101182060444,-0.26166042241606197,0.079510022743849,-0.20363571001594094,0.14055765721733748,0.12337124583930628,0.253702095633329,-0.10682367345651433,0.26752717438168144,0.419067391316087,0.23061373279445488,0.2359514552658566,-0.12800665697432626,0.14846473797287013,0.3254478641610335,0.15002569571300953,0.012593685252386773,-0.21375469871517133,0.32429379202062025,0.2564743748073077,-0.0704681152893178,0.39141531273358476,0.3076397841117905,0.18583048658921578,0.3594941588809057,0.3239368492241492,-0.03842348537205952,-0.041978604201063696,-0.14945660276030986,-0.29031211411033614,0.164007117781622,-0.04625487024558225,0.1984369268103381,0.05034167479228217,0.23635532062326012,0.47423496440533824,0.194530629398376,-0.2845212482601835,0.27167638454761855,0.4934652509715915
Thal_IL_L,-0.028663411224075716,0.028565017279029048,0.1347973413247378,-0.10450929054682083,-0.44115896087021983,0.09752224402045732,1.0,0.11557641766340528,0.3189273889078468,-0.31364651178879815,-0.272470296152895,-0.008737132850997672,-0.12429883397043501,0.14988320767262833,-0.3825421149257387,-0.12833892232564276,0.25991657272688057,-0.07802403940699928,-0.19438343472020392,-0.12676547534595667,0.21702080109358557,0.021746144382954316,0.11780832132044826,0.4051830555087353,-0.026835101138020928,-0.06382883904245733,0.26465571817518835,-0.3226537538507253,0.3220270602093106,0.2739821948328703,0.15274011887596295,-0.33935028626357805,0.03583346149285916,0.033295448462451735,-0.18829001281629756,0.11007156880645232,0.19808887695638935,0.035344011753078,0.061743336777369935,-0.018332267809425734,-0.2476013639929086,-0.20730944010836555,-0.14496691584340685,0.19627552443016802,0.34507272776218423,0.24249107832160705,0.14350770923849412,-0.017342114391360644,-0.09640606268594457,-0.022461991952455317,0.3458069314308419,0.09559056769968802,0.04957086478916758,-0.30232632271498483,0.01143027509005773,-0.012203586709559924,-0.00023254688739913148,-0.043495666420018876,0.05951538684212809,-0.014249089103076436,0.18821896928150883,0.2978396592183248,0.09975712991337948,0.3448761256922746,-0.2644903162503492,0.3667899827038644,-0.00554865139310728,0.04464730727398981,0.2212383985308024,-0.10575274339199017,0.04576356101885379,-0.11248924151972803,0.22914986748940167,0.13467704567600183,-0.024416974782781778,0.22708876034774406,0.15162234103782915,0.5301670580999155,0.16924818704691622,0.2266560997521024,0.5484381029297386,0.07640176341866489,-0.4088872926401255,0.05917001211462423,0.09351137213288788,0.5214976798635268,0.23652397608127426,0.2528107213021606,0.11918625823641606,0.07458074811293629,-0.43202267194737354,0.12883726990889374,0.21763454414115554,0.08567084988230705,0.155521891436743,-0.1950693291109068,0.42853969353890625,-0.41490178200506794,-0.0235267420438223,-0.05463150555079316,-0.18281880530259623,-0.10824175073257504,0.16087263785561556,-0.375666657758376,0.029294031217023182,0.0842435696097839,-0.021962979092592413,0.013753103209221742,-0.05995910149942879,0.09880480346602696
Vermis_1_2,0.5308536515829984,0.6875589495352872,0.7188652260332131,0.1212643063929015,0.10938494297631655,-0.07570632462970249,0.11557641766340528,1.0,0.020248780223720717,0.6049909984291529,0.14852393829851454,-0.2902242875064597,0.31196609964922617,0.3265675788174876,0.6132259745346162,-0.17666962994472943,0.24065681486916662,-0.385886148017166,0.6825524295735769,0.5257939193649679,0.21972670292623045,-0.7914200293359936,-0.6723333266964014,0.27646445246429857,0.6262975579986712,-0.32293549966932084,0.2590691511981424,0.32182032192195836,-0.2586673099321142,-0.27737020618132385,0.1994932890694966,0.41876663912815537,-0.6018445990188065,-0.7646958977632781,-0.3438173623875549,-0.30185740001659395,0.2915939558969914,0.44898549048917497,-0.09993911132153341,0.23092884107185263,0.5152127451767825,-0.20172663641949298,0.616507059812807,0.5327317154917665,-0.4553832197435593,0.14015959450541376,0.22430916913786786,0.2882327041849411,0.6769659172102339,0.3274236446032508,-0.5852639477785995,0.4641309132125305,0.39397958826081875,0.680629323639542,0.6993113488765879,-0.6548084552402009,0.2644522900526169,0.592001734311855,-0.5452516662779265,0.38461485051556127,0.7703468504440326,-0.12447037212364082,0.888511088571289,-0.44771554805071995,0.4001681773219953,-0.46265053777387666,-0.1612327103981011,0.6781995341050873,0.48957173339484866,0.5835541759145171,0.30504158398553916,0.28010185841502233,0.2513679640019448,0.7384509063746283,-0.4640245563175848,0.24458707387740902,0.36651097077670086,0.06608322727101815,0.1913531762867829,0.23419923797743955,-0.31400808656345924,-0.4852129481766839,0.36291141938853855,-0.6332552703550145,0.1940041376609351,-0.10939591662473382,0.7723034712985462,0.6169340861899226,0.07239704631138229,-0.0025249499368838763,-0.05934812489998483,0.3542022502564721,-0.3257322455032235,-0.771417030351095,-0.49403777227742557,-0.20132252074591586,-0.48358023845989917,-0.14978026494480734,0.7335575689744286,0.7003813587573245,0.6137139296366211,0.8083743429278761,-0.6343581691569293,-0.03845518732333323,-0.46133427901063384,0.03530998497127792,-0.655346674484754,0.4655887853141302,0.35497350451897886,0.2677231408811839
Heschl_L,0.18902203285005031,0.15955548253465007,0.2834100530530861,0.050265861065072706,-0.5821180716374074,0.223238333338714,0.3189273889078468,0.020248780223720717,1.0,-0.02215052479378609,0.13957614024340084,0.30336651262592695,0.23141876291487304,0.31954770782648706,-0.05140002167878409,0.3761839779886891,0.5955134201387235,0.49093667601775126,-0.08668699847662663,-0.3860758936200012,0.3597086125405649,0.2369125965057939,0.21052711125987655,0.3069405690118282,-0.12437096024079661,0.2860889145255152,0.688985615080418,-0.4166763487496598,0.575789949948661,0.6116009791994004,0.028414216761316183,-0.5384311457450014,0.12216380505811893,0.19113619833423717,0.18437688673404407,0.309146489400061,0.1507129189363959,0.32991306063067305,0.31969453544497634,0.354886629437392,-0.3108150443363974,0.23369764918154076,-0.2849996136643739,0.27216735829478217,0.53248772488638,0.6517021820833624,0.5538236457336022,0.3495169324791378,-0.043119989050037964,-0.15631492218662207,0.34768400848756675,0.37574551891820207,0.46122804944078405,-0.22318553093614654,0.19239723672852685,0.12242393106038238,0.2625103513870138,0.20455670674556545,0.3230604577881127,-0.2710580133483228,0.2059284321520072,0.577314450723786,0.06286879581006953,0.4942423581991552,0.03399398612845149,0.4291348658831544,0.45595029436444895,0.35782885502125555,0.57738509908663,0.1383022485177912,0.24690908025227098,0.11322742736930574,0.6539300657910418,0.20168860525111076,0.2692005045579902,0.361074017783048,0.4714232703059241,0.6641977044241624,0.17032382436707785,0.5913145321309877,0.5202803366583258,0.3950627421699553,-0.03494120027715144,0.32991259016213026,-0.18166760237592455,0.7571219540285516,0.10866525331318104,0.43204594906228183,0.3519539092044105,-0.24711507222017842,-0.4590204380096927,0.5452538154497643,0.5395653101393855,0.331197109311487,0.26816371765754815,-0.08338249760396346,0.33446112623884827,-0.4603437383220209,0.2259844868556758,0.12107635623328918,-0.03121794654377201,-0.034352460216815685,0.4910549794599249,-0.5911459856342627,-0.047871122990710196,0.1765432822982809,0.1714835925642235,0.30421218296765973,0.28225322583730544,0.30101651616183667
Temporal_Sup_R,0.5975012201264244,0.5983806719279692,0.561969645105584,0.5034667090867899,0.27868408248938237,0.19302261614485358,-0.31364651178879815,0.6049909984291529,-0.02215052479378609,1.0,0.607517312571902,0.10054890653460391,0.5332303897432675,0.46824870219581727,0.6644368654517054,0.30340079389644414,0.14848868036566426,0.1091943809257152,0.7386312807498543,0.3270853385738391,0.28463930470722304,-0.5307628526865747,-0.4946309238693229,0.3060610013817561,0.4670865410543314,0.11819671297327947,0.32354583598406883,0.4394848345522236,-0.16492244920366533,-0.022276990657006928,0.15027923355047076,0.47281964307089125,-0.272882305450749,-0.4920364282709693,0.29633483972213576,0.17209015142370018,0.16042496978270213,0.3986907300226522,0.3130999257299535,0.3661118598773389,0.6719844050978981,-0.012582485433633097,0.4551105325759495,0.3020957349605652,-0.3673590061228829,0.06847514889430957,0.36826361488803117,0.610152368032818,0.4072431219873373,0.10569543547400524,-0.45401158875589204,0.6065367870583394,0.6228175326538463,0.744864817245079,0.6304638405434381,-0.44950298581887765,0.36162083138494455,0.46261048039973945,-0.14062061067697526,0.14511526638213582,0.4924706466274727,-0.08010909339776023,0.6223638420352969,-0.3301063160883917,0.7059155338908566,-0.5169431037477944,0.2029030141632197,0.6295002589998971,0.22151249603142037,0.6600120626108867,0.4603453424941855,0.5449249734882563,0.38010870287137305,0.4792551420833122,-0.20678620319376595,0.02455559508972586,0.38886449138177104,-0.2969758029308244,-0.04003496414561913,0.28631470828810485,-0.5638093579034915,-0.09172081229852114,0.7940523429613688,-0.34317243460479113,-0.07346966745004054,-0.24165821103331311,0.5205327632513249,0.3786175224702273,0.09208217521064573,-0.30773829245738804,0.31452461408594373,0.5565735552808398,-0.021079088341423493,-0.4704927003240329,-0.23803982083535863,0.4201252323269933,-0.4106645686265992,0.26665047644496676,0.7189287392119817,0.6565443388854507,0.7084405492332924,0.7657470589094565,-0.32366616921811303,0.1959827908698353,-0.4335623891161146,0.2308258729404169,-0.3002606415773348,0.4967614093697631,0.4811592491938177,0.46724821308946063
