,Insula_L,Occipital_Mid_L,Occipital_Mid_R,Red_N_R,Temporal_Inf_R,Thal_MDm_R,Frontal_Sup_2_R,Thal_MGN_R,Frontal_Mid_2_R,SN_pr_R,Precentral_R,Lingual_L,Thal_PuM_L,Heschl_R,Thal_LP_R,ACC_pre_L,Rectus_R,Frontal_Sup_2_L,Thal_LP_L,Thal_MDm_L,Hippocampus_L,Postcentral_R,Cerebellum_4_5_L,Thal_PuI_R,Frontal_Inf_Tri_R,Temporal_Inf_L,LC_L,Parietal_Inf_R,Rectus_L,Thal_AV_R,Putamen_R,Cuneus_R,OFClat_L,OFCmed_L,Thal_PuI_L,Cerebellum_8_R,Temporal_Pole_Mid_R,Cingulate_Mid_L,Vermis_9,Fusiform_R,Cerebellum_7b_R,Olfactory_R,Temporal_Pole_Mid_L,N_Acc_R,Vermis_7,Cerebellum_Crus2_L,Insula_R,Hippocampus_R,Cerebellum_7b_L,Amygdala_L,ParaHippocampal_L,Pallidum_L,Heschl_L,Cerebellum_10_R,Rolandic_Oper_L,Temporal_Sup_R,Frontal_Inf_Oper_R,Thal_VPL_L,Calcarine_L,Angular_R,ParaHippocampal_R,Cerebellum_Crus1_R,ACC_sub_L,Cingulate_Mid_R,Frontal_Inf_Orb_2_R,Thal_PuA_R,Caudate_L,Thal_PuM_R,Thal_VPL_R,ACC_pre_R,Frontal_Mid_2_L,Cerebellum_10_L,Parietal_Sup_R,Thal_VL_L,Paracentral_Lobule_R,Vermis_1_2,OFCmed_R,Frontal_Med_Orb_L,Cerebellum_9_R,Cerebellum_6_R,ACC_sub_R,Temporal_Sup_L,Calcarine_R,OFCant_L,Cingulate_Post_L,Olfactory_L,Thal_MGN_L,Occipital_Inf_R,Frontal_Inf_Oper_L,VTA_R
Precentral_R,-0.11742257507816198,-0.0018117623750116584,-0.2032775877565195,0.619590859048644,-0.7800820421889662,-0.21023089416602372,0.8120290370999494,0.48947601589366674,0.8515135201136167,0.07261608594350673,1.0,-0.40653359647783244,-0.043415744696150955,0.774310580934298,0.21069062020982424,-0.05973249920902506,-0.03282398769545456,0.11509261098979216,-0.022207096173554097,0.07882571520237626,0.2086875160623009,0.9743355596977455,-0.05328080918667759,0.16780373352786476,0.3367805417479125,0.26089597652448504,0.20528919743234847,0.8742312599272113,0.09075857966897181,0.21076765566303662,-0.44041684422033917,0.25057985540877786,0.23071894773343046,-0.15335199152902051,0.029232371004507533,-0.4608158681294105,-0.7481493416082284,0.23657800888904001,-0.252096704216093,-0.6541323501396638,-0.5476377226434922,-0.12326174660829949,-0.5952879279715974,-0.26473022571563426,-0.6336231616957042,-0.33790864626195805,0.003421481658073792,-0.09569821918513308,-0.04217538916109963,0.18205274024131482,0.13280680609443402,-0.17804390560797612,-0.18166760237592455,-0.44393888094380446,0.3383444553721214,-0.07346966745004054,0.5478080082720107,-0.26985962314337353,-0.14621163382251134,0.6929292134105786,-0.3378809244512896,-0.2833237262402882,0.2119755854870521,0.3701777924163241,0.013849899977749248,-0.26676701859681157,-0.1880482828000208,0.450705595110709,-0.24757257209225622,0.16046084115718484,0.0034346822990640852,-0.06844887514725045,0.2686215348267078,0.06171666751433724,0.8623445147606391,0.1940041376609351,-0.36378135535853,-0.2517759150797168,-0.4578672000638917,-0.5915601301409096,-0.14272150781580828,0.03656730674219348,-0.18111261858086752,-0.013671223047268217,-0.3994843753844887,0.042746573148822915,0.010158575573279613,-0.22593073850108172,-0.013670727180710978,-0.5183770977395932
Lingual_L,0.5227664264769735,0.14895363428937874,-0.07407037312387774,-0.04242531153075925,0.6337133860389574,0.547467126592909,-0.16730652488092884,-0.7156660797531768,-0.25880522352840885,0.4584722169543198,-0.40653359647783244,1.0,-0.2559364897618015,-0.2280772081958249,0.18385848094701226,-0.27368808296355535,-0.5571292271954535,0.2593558175583172,0.3761736055401694,0.3033619004741408,-0.04864232733357099,-0.38357118880644775,0.49931527360426,-0.6435816614062171,-0.017634972431621727,-0.24806288518303174,-0.5646373896932277,-0.5357760275408987,-0.6124958958625414,0.4441992120575615,0.15617537230401451,0.13511906217278433,-0.22828212441265128,-0.5389733540058264,-0.3099815117231426,0.822486684770465,0.6880158054186447,0.2902510935759504,0.8041133824889483,0.49547533526534315,0.7891504918751937,0.5902071938705495,0.8386484516200625,-0.2623861181310615,0.8757897034068394,0.7766597208909976,0.5149110651626709,0.12983487349354256,0.6987826513613575,-0.5246034069175792,-0.3135866384867954,0.2440051367151222,0.35782885502125555,0.1251452351602334,0.280988321832554,0.6295002589998971,-0.16177671626632825,0.4463888519711923,0.8240692781741459,0.008844135265215733,0.06807088642719868,0.5001523571454348,-0.3742868399943154,0.18787527533337178,-0.027019475214298948,0.3346385568515575,-0.03847850746338794,-0.15217085065613925,0.7769099395319597,-0.24908205871426461,0.425189916601718,-0.36235730597473687,-0.3236335010834874,0.5925204255439152,-0.19902571482717213,0.6781995341050873,-0.19562346203256167,-0.418809918566314,0.8971798253611731,0.881519386798815,-0.05197656493252015,0.528461021200808,0.8242242692035482,-0.4775523390457797,0.5794000254298677,0.2686288090414029,-0.06229983361318813,-0.03733696332292519,0.282117080756688,0.5547229458715116
Thal_PuM_L,0.19816624122763182,-0.5703370038242821,-0.24268819145248177,-0.11277856910310441,-0.08920313000410961,0.22593756497980394,0.19270084444001978,0.3246213375318132,0.2160232805952938,-0.31162120284026873,-0.043415744696150955,-0.2559364897618015,1.0,0.19906603494601016,0.2018329424173368,0.7061479150792161,0.6439224907803417,0.1478682731784421,0.26297333474703677,0.2987095806915853,0.663514511751563,-0.07431339894382694,0.465092199083128,0.7195287732836607,0.23267429415779667,0.641589600086133,0.5967568311817396,-0.12215164229287905,0.6776765212531156,-0.5192323954319135,0.7183193805605875,-0.6797526063414504,0.4387362888377007,0.6648763880125258,0.7045600152463186,-0.3866555578640508,-0.1363281929209601,0.34749318316536226,-0.3091168177670652,0.12057263630877474,-0.40950585077201557,-0.45037607702137256,-0.14219919290906735,0.677690208856591,-0.1584195927902669,-0.5167499258869052,0.14192939312123645,0.5458539107968611,-0.24440964059289189,0.7565205537562388,0.7684001805640394,0.7100395444924751,0.4942423581991552,0.5696987055487661,0.16432063066312952,-0.3301063160883917,0.3479036567084542,0.25880305145566673,-0.5557942835439704,-0.5415733481114586,0.5965645729470291,-0.5915453860823171,0.6401533095562072,0.3004741304006766,0.3920190715251977,0.42347602751743446,0.823862942480681,0.5298244404040527,-0.171521478082247,0.5572838095734931,0.02407003089725731,0.7860647829890601,-0.2628646963909174,-0.2653092233586887,-0.14421183957350464,-0.44771554805071995,0.7034435282309114,0.6581771075874299,-0.3169682923132197,-0.306583485247716,0.2532175167132256,0.13143905676995335,-0.5915258577006584,0.6572421219630404,0.3697652365484626,-0.013276263495395502,0.15378498467752572,-0.3017600827035566,0.285381012116758,0.09061973802075714
Heschl_R,0.17095851029273357,-0.11058505443736384,-0.2949849098729416,0.5250938596635701,-0.6302977382241491,-0.07529783306540329,0.7401235169863123,0.43690046729594134,0.7568291922230801,0.03231142443586904,0.774310580934298,-0.2280772081958249,0.19906603494601016,1.0,0.2914928269644023,0.1774046460206126,0.09682962476920924,0.32687906859473626,0.1539585001948885,0.2021820155733097,0.40787057069512744,0.7515144490617717,0.269946192794314,0.2587138960285928,0.4368989822567184,0.35120423398990486,0.29791938561868386,0.6078782956780888,0.1946707952486893,0.17729366636053254,-0.03179116498996357,0.019337470316351534,0.27971288879666706,-0.03923552147571665,0.137310943630117,-0.3805510381425963,-0.6053482973894269,0.5444632543934318,-0.19667064073615687,-0.39276284180475535,-0.4475036970121069,-0.20922583435502995,-0.39936865822847933,-0.03856462397867435,-0.4896586515195114,-0.2729202809059905,0.3217271385181604,0.21694315270332745,-0.03463954031886408,0.26682977671108105,0.3075030194859673,0.12487355431667418,0.17032382436707785,-0.19358450691499834,0.5583590582219293,-0.04003496414561913,0.6285895615328733,-0.061576669195489604,-0.12020510556239426,0.40526628015070854,-0.029743582130999414,-0.3477780721432164,0.3462450311330434,0.5691580120971527,0.2346942957268637,-0.012331643180455036,0.15858472765418294,0.5447342253612535,-0.1540688330375667,0.2876315795503672,0.21702735393818154,0.1326281309846218,0.11721225175528485,0.10729231349308732,0.7445507645082088,0.1913531762867829,-0.10546824345020446,-0.0932391598416459,-0.3588512691243813,-0.46643621419962994,-0.09399738052160377,0.3332120704782575,-0.1595291794779126,0.15219059262082255,-0.05720126216464884,0.06368230902816209,0.03596909684486228,-0.28838411909593403,0.31165651848496284,-0.371150253057678
Thal_LP_R,0.4647001047904077,-0.0942271862700086,-0.06417241283385151,0.3507492855018897,0.18393034576138048,0.35266988081050715,0.5040561138462012,-0.024851346278427788,0.5114922285014835,0.3245288999438407,0.21069062020982424,0.18385848094701226,0.2018329424173368,0.2914928269644023,1.0,0.13488361948972102,-0.11079004286546879,0.4880761539949491,0.4101135602569124,0.3538017157541043,0.25802188952591704,0.16872094420558767,0.544835471022652,0.03076242281173198,0.5865876589809815,-0.005609897240633508,-0.10309620769134056,-0.08883605287910393,-0.021143368158000247,-0.07243299926033821,0.1876549379521628,-0.019274223188766013,0.26268415899983155,-0.12036371059838606,-0.052307741548616664,0.14087357589236882,0.13298313593594513,0.5838619373048451,0.12165316571727731,0.2724959494131909,0.1413328154362018,0.180260595536215,0.031960951228257706,0.3129222650804123,0.12229959668688442,0.051924802928623,0.40505947838988754,0.2942358251771655,0.18004278055596654,0.174724380293997,0.16794105101294193,0.27615527241173726,0.24690908025227098,0.19572157682668354,0.541788273871813,0.4603453424941855,0.4656818912281016,0.35322856280410136,0.1409947618762197,0.05770837012379575,0.14637895213423852,0.007178987501036176,-0.005072885348801005,0.6142959286958579,0.5436939217829688,0.6443178740153238,0.16249293171609058,0.563365694941856,0.14827470962836287,0.31922412453528093,0.5627235310952969,0.04773710035753838,-0.024519439677802946,0.04736689339528916,0.24311406427724713,0.30504158398553916,0.04850239031728716,-0.19466882448510778,0.13727181708956665,0.12785729121110123,0.3468876446185882,0.17313301054852342,0.13754653872402467,0.08655017024633743,0.43845824723026977,-0.11722088839991947,0.036247029331136875,-0.12311778413229797,0.24801596964201666,-0.09711411559270881
ACC_pre_L,0.36469688540766126,-0.40922221236124273,-0.2100450769280966,-0.14747058498388912,-0.08690974282137323,0.18912278130045226,0.2362168560230452,0.3127264324125271,0.2152194268449363,-0.28248542789790815,-0.05973249920902506,-0.27368808296355535,0.7061479150792161,0.1774046460206126,0.13488361948972102,1.0,0.6482951891333384,0.25426180800622533,0.06864291975713195,0.21817568913648222,0.6292558261266142,-0.0355040960117185,0.3097383974294785,0.6860529294621933,0.32666665540372897,0.5156719186537243,0.5031877913214633,-0.07242234581160348,0.6314200014737537,-0.48391893309264494,0.683321688280157,-0.5575481641813315,0.4917370095298231,0.6183192239775409,0.6211360005690145,-0.3931697797820628,-0.10887473064857793,0.31390708270783013,-0.33491981248246033,0.08641857942401891,-0.38031068373895965,-0.2254046252488465,-0.18486434326190998,0.5974704704338165,-0.2245101177559667,-0.4277622956887499,0.24259141621193767,0.4655009768350266,-0.261903134003158,0.7206822144534789,0.6733391460260808,0.5295740323485314,0.4637908847787912,0.33417867710012233,0.1884683040108738,-0.256685851434857,0.3660171908687193,0.24456278899216266,-0.4281866435254442,-0.44001563101073693,0.5321647277435813,-0.4181625184676809,0.6426266516018376,0.3786276606937816,0.5077298513031175,0.2180148226113487,0.778891547847169,0.34642423228678076,-0.2816060267151183,0.8075711714522427,0.03948510854013574,0.572374917982416,-0.255463847641328,-0.20789287974726192,-0.11204852893859818,-0.4396276488475657,0.6842193556124577,0.7327577277613385,-0.34969770090769586,-0.3316734920774922,0.34783674145487126,0.09542908104956396,-0.47355589078299576,0.608015185321777,0.24844087947964041,0.0494149703054823,0.0068001572690339985,-0.2531400410506558,0.3875728756865707,0.035581337549811826
Rectus_R,-0.08599524746607161,-0.36652419707085027,-0.02412292660878503,-0.1263108525442244,-0.22270700446361244,-0.07676435429128244,0.027683641708569684,0.46259097083900697,0.05383796140687117,-0.43495733960561445,-0.03282398769545456,-0.5571292271954535,0.6439224907803417,0.09682962476920924,-0.11079004286546879,0.6482951891333384,1.0,0.014934603882221224,0.022328451757574513,0.09757233592112992,0.5092209730751851,-0.04461292946820907,0.050001093523684634,0.769342924249869,0.08567894677726008,0.5338278826310264,0.7849390738955186,0.09099435339092411,0.884706444930113,-0.44120856424249055,0.48286806158203405,-0.4500253490732215,0.31493810431835334,0.9031574324832831,0.6354330032156753,-0.6587978421571407,-0.3704387192125451,0.009874431238809581,-0.608429561978462,0.060485169175701334,-0.6213968433273794,-0.5615431386760906,-0.407664157289649,0.6138988379729219,-0.4740824974820675,-0.629617550800115,-0.12824975489549362,0.399539737172759,-0.5469078197493269,0.7461027486279999,0.7319200547745522,0.37991434351346676,0.2369125965057939,0.4098381909289319,-0.09086751789393015,-0.5307628526865747,0.14650293870394493,-0.10441472529251701,-0.7275262811202207,-0.4172805778948739,0.5570506780002447,-0.5672745313167215,0.6907636906472505,-0.0021446934217991863,0.24432346518760775,0.03531752914651599,0.6042000781062299,0.22332896024947452,-0.4486706382657103,0.5316048633884193,-0.27445916957248123,0.7630743096792583,-0.02831461909827633,-0.3876611185579246,-0.16994597522440674,-0.7914200293359936,0.7246430989533439,0.7622207444748887,-0.661700577935527,-0.5956748424836393,0.2336093471870367,-0.11004488628711345,-0.7248755213957868,0.7876213057182946,-0.055582373552888455,-0.0559788382385866,0.2513094915192075,-0.08864904701363795,0.048270159272704394,-0.18548757974612937
Frontal_Sup_2_L,0.5748855881758504,0.19308712462268013,-0.059409190928648256,0.3894331237804052,0.25055277585351676,0.449761034415248,0.5163993531114631,-0.08188650963837109,0.38295768991156764,0.38073209147011716,0.11509261098979216,0.2593558175583172,0.1478682731784421,0.32687906859473626,0.4880761539949491,0.25426180800622533,0.014934603882221224,1.0,0.48246876397409677,0.5219509025554502,0.43145673323234346,0.09301636267636798,0.46189770250439505,0.0009262201961488806,0.5105596803477863,-0.059570258248712274,-0.031370109122012116,-0.13130163725952335,0.005714992907429704,0.2179961262329154,0.2931177856995325,0.12309849465907062,0.24399066204525105,-0.07801890980355453,-0.029141680278081,0.2528912181406994,0.10393038301139046,0.8049320364950346,0.23112944140219646,0.4099493470023234,0.288793616860006,0.26256399501068645,0.06027507357415691,0.18047179922284032,0.11040752601378315,0.19878910450677287,0.531652091479787,0.3269992194663107,0.3118667932793371,0.09072517625257918,0.17294058458192507,0.2836426139288562,0.28225322583730544,0.27417135235100715,0.7192606276915258,0.4811592491938177,0.2978026690879242,0.26875919818089844,0.29587964919659676,0.17638987249613888,0.2887642657167223,0.24838376717757402,0.09712392938527607,0.7160204941453484,0.3818767262825666,0.41454811491204036,0.26733636414623746,0.4816930868278724,0.3468166910653138,0.47703159074545537,0.8619712433097497,0.1171454702557441,0.056636995311152113,0.3520121145523536,0.3210247810772656,0.35497350451897886,0.0834468825573563,-0.19424899761173725,0.15266306759051976,0.20117406899386517,0.31019784352238833,0.5348494663984186,0.3131331423917082,0.05901553396945193,0.4397310026670063,0.10994276542544117,0.0937614438967577,-0.005897702937843373,0.6536258729070593,-0.014208368609373866
Thal_LP_L,0.46456739321670526,-0.1352539164280364,-0.17069161748893036,0.12611468653227437,0.26248398627608116,0.4152013969888977,0.18836596486790036,-0.2217081220538701,0.16424247366440708,0.28408431952381286,-0.022207096173554097,0.3761736055401694,0.26297333474703677,0.1539585001948885,0.4101135602569124,0.06864291975713195,0.022328451757574513,0.48246876397409677,1.0,0.5659586138811872,0.384196851357132,-0.0995444656694634,0.5329507916748325,-0.049264190077728455,0.32591453127869163,0.021769644470219254,0.0922140932813179,-0.2015175368017735,0.06083710782775892,0.12685221174751438,0.3519998142532817,-0.06933328281618265,0.23623510636434183,-0.024370984601964227,0.16595528830313952,0.3063210074211338,0.22804339383360972,0.516308367618614,0.2528084227913742,0.37757742863826843,0.2688985771896046,0.13616949758120667,0.279043955121916,0.2017573042318013,0.2830863327290681,0.14658907147156244,0.40896517344856964,0.39655302128802794,0.22796755644689765,0.054609547315972846,0.18213609899724212,0.4498233038229982,0.2625103513870138,0.4360407226143803,0.4300144599719195,0.36162083138494455,0.23034720800374034,0.3687780914532319,0.2004415740801375,-0.031101179897011916,0.3103801914466133,0.04523162347443142,0.10154410166250281,0.44918450709490493,0.17748113961619244,0.4757043687647578,0.2839498066435713,0.34304540723171756,0.510089656913372,0.1856922718989966,0.48524170982317777,0.2997181730682632,-0.16354795462349608,0.2512161624455151,-0.011233753148957831,0.2644522900526169,0.13229657691862776,-0.20965802408092557,0.2949478772286265,0.28319655409023103,0.29205916813864996,0.4767553614445789,0.22687927418925105,0.11133754132609851,0.4818077013371165,0.022654394951416648,-0.029448135535450122,-0.1699684860300638,0.31302111056410525,0.15536749007211595
Thal_MDm_L,0.47131389205802043,-0.11718518527676647,-0.19667431671182375,0.22529066117579827,0.15790277848057332,0.6651478873180369,0.3531391268914167,-0.10871779147780503,0.26680125802665927,0.27681651965680915,0.07882571520237626,0.3033619004741408,0.2987095806915853,0.2021820155733097,0.3538017157541043,0.21817568913648222,0.09757233592112992,0.5219509025554502,0.5659586138811872,1.0,0.49447208396401676,0.03843781793295829,0.5197380377217623,-0.027424510033279927,0.31300973545730093,0.2264975306089239,0.11872019756287283,-0.0503057688845364,0.07736404468897252,0.2263205870763709,0.35935385609618703,-0.023786777052434146,0.18589985942510676,-0.0021613106479093937,0.28827158201418607,0.15688634483327685,0.1366716202197571,0.5074136904330204,0.29078460903245984,0.26237165485674124,0.11038145917600803,0.19567763003167846,0.19232264152482495,0.11431885503693144,0.22488379278720239,0.05755388249821192,0.4363370790333023,0.3834729068614054,0.27370237010120063,0.16349321997020017,0.26288339437539865,0.5185402122337919,0.3597086125405649,0.37816599727790584,0.4764233390957178,0.28463930470722304,0.2520890072971291,0.4428800783047244,0.20204085579121878,0.09015388302551174,0.3169912043919339,0.020139013457673115,0.25030428661723964,0.5009595322397398,0.176440443179342,0.37433846930873965,0.3714821224298529,0.4075841051229692,0.47552246891985767,0.33794416855493814,0.410422377072674,0.2984085354315159,-0.1517964274585871,0.3638160738902668,0.11444234191879968,0.21972670292623045,0.14825666420143074,-0.0919173879944673,0.18326099235705887,0.17109319351812177,0.23976495415134844,0.5299035999156756,0.18482001402463716,0.03503311439155557,0.38842812928771103,0.1941921112535983,-0.06910368877129582,-0.15361994389825692,0.36352417683190863,0.1745084781964153
Hippocampus_L,0.4898613810886108,-0.30964376794681414,-0.39192299247360446,0.25367717220478325,-0.19202336307115295,0.34915174323643267,0.4797982459163991,0.36694361149189636,0.40162021884817384,0.010545348636278212,0.2086875160623009,-0.04864232733357099,0.663514511751563,0.40787057069512744,0.25802188952591704,0.6292558261266142,0.5092209730751851,0.43145673323234346,0.384196851357132,0.49447208396401676,1.0,0.21003598625076972,0.5726003292354981,0.5485403999327584,0.30419959735164226,0.605451948245312,0.5413696958743118,0.15352465020557068,0.47752324800898727,-0.08198492947464604,0.49054402331297686,-0.4054049990030508,0.44634645153112,0.3717856168732348,0.5594036557554084,-0.2989457058813511,-0.25606034224767793,0.5096173653783196,-0.12885191006707594,0.047970565774463965,-0.36749921896336035,-0.028220568896701985,-0.14752407382666724,0.34051713200440864,-0.1626814477814324,-0.3190309417927947,0.4245312759100778,0.6294882638667715,-0.04669514340355217,0.6009687040288977,0.7493808312661963,0.6330540951672342,0.577314450723786,0.39732865448189936,0.522920910518766,-0.08010909339776023,0.35846944550947296,0.2277839033427524,-0.2373817957743422,-0.1301836391082703,0.5720360185591513,-0.4472538277042185,0.6973769641016426,0.5179410188626278,0.32170135679248735,0.2708376379823136,0.6766507932797388,0.6040009410172043,-0.014575245310641565,0.6298915086189814,0.22366760138211159,0.6114061726727583,-0.2906065660357976,0.2158494561289554,0.20000126530859685,-0.12447037212364082,0.43100214576820317,0.40037176998363005,-0.23285744711877449,-0.24299373260430443,0.19428887119493668,0.4955674390252545,-0.27247090322979345,0.3832790783845942,0.29423324031947334,0.4046368007694104,0.2794926505458109,-0.4029504588970992,0.542385258523138,0.02218309736622961
Postcentral_R,-0.12036236223031586,0.05154926900433374,-0.19731308867129924,0.6363051383001674,-0.7823067897206107,-0.17873731755431452,0.8031405158976859,0.506861814560746,0.8200424592840785,0.049408213692481245,0.9743355596977455,-0.38357118880644775,-0.07431339894382694,0.7515144490617717,0.16872094420558767,-0.0355040960117185,-0.04461292946820907,0.09301636267636798,-0.0995444656694634,0.03843781793295829,0.21003598625076972,1.0,-0.052257765184634264,0.15841209366340123,0.27029652816314076,0.30286971587281325,0.200731279119779,0.8914299739622203,0.07187604037011078,0.21323390815303334,-0.443193138697818,0.27194610521231205,0.19545216991690456,-0.1706835846143128,0.03907405875496009,-0.4796326112200848,-0.76933334066528,0.2079440297572862,-0.22800036459052317,-0.6706178701971048,-0.5604299731995023,-0.07750478362428688,-0.6044917589224922,-0.29644787705723397,-0.6323127985851164,-0.32209247269352115,-0.00423664327516731,-0.10643819447017484,-0.02445014115340151,0.1843834539080636,0.14788588999581118,-0.1860157594021847,-0.14192752683414928,-0.490195088794683,0.3366600181065414,-0.0883493289232233,0.4866470401925596,-0.3011988061966498,-0.11747450843725617,0.7094211970728149,-0.33920867565161583,-0.26670974600726627,0.23130365047574034,0.34668272996264565,-0.009647130316892912,-0.31011940375086294,-0.16824114769681714,0.4168864778761696,-0.27637542043694924,0.1421519130751265,-0.02824826017682177,-0.1021891477826336,0.25679587281413396,0.09022596243068269,0.9045666448015888,0.20377276852326537,-0.36978049310784017,-0.2185610863591287,-0.46291020768163305,-0.5829659133514832,-0.2102984817789286,0.04909233497904521,-0.15818302402707804,-0.06346304932870606,-0.40149669566216833,0.11392337682553731,0.032251023556596474,-0.21187230447775574,0.022939832735841024,-0.48741287061360244
Cerebellum_4_5_L,0.6480149373630057,-0.31008866717242595,-0.3089211218295523,0.1806353423836643,0.2767266154393248,0.5633308282483943,0.33403139941078164,-0.10540904873511932,0.26415099544322823,0.2768791590445005,-0.05328080918667759,0.49931527360426,0.465092199083128,0.269946192794314,0.544835471022652,0.3097383974294785,0.050001093523684634,0.46189770250439505,0.5329507916748325,0.5197380377217623,0.5726003292354981,-0.052257765184634264,1.0,0.12004677737130649,0.3904949489882353,0.3563812035371281,0.07645327145144032,-0.2875639148007379,0.06027264283729124,-0.04620320888596453,0.5801592181386148,-0.3414165679893098,0.1903615849652261,0.05152963626529997,0.284823654907677,0.1947334445393308,0.24768750218455907,0.7130967503681809,0.3206908287043767,0.4337915551766893,0.15972164307307543,0.18280037125862006,0.3335927980968123,0.3811448291220729,0.37686895643813656,0.09734362167434925,0.6108204329416992,0.5865194485821436,0.2197180125102239,0.25482562928075103,0.48423614935440534,0.7062654899790367,0.688985615080418,0.42696161400263993,0.6136052246998012,0.32354583598406883,0.3961706450846238,0.4989283264249346,0.1680066011497854,-0.2644389594915715,0.5553735812352956,-0.12889390875192885,0.23053915298774774,0.6431128210855132,0.4943317813818088,0.6580983039990177,0.5523950253155678,0.4713642399740192,0.3019138070178897,0.30343161082062675,0.47958192853875403,0.3183725009003105,-0.409108513681467,0.17900342911893002,0.06345215217379191,0.2590691511981424,0.2908082634148601,0.08303685564172004,0.30043190186596697,0.2833527504277269,0.2028600924563163,0.5197284614297947,0.1417664419926964,0.16997207514433785,0.7374111433775946,0.19633263388365427,0.12024250312685632,-0.36338641819615547,0.5199128815566101,0.24287058827113853
Thal_PuI_R,-0.0027535163283818756,-0.4485688578896558,-0.06965426178469686,-0.10487430804487145,-0.35451315273653755,-0.16656052193541931,0.2543684981366922,0.6350594687548986,0.29481930683910923,-0.4016410153797856,0.16780373352786476,-0.6435816614062171,0.7195287732836607,0.2587138960285928,0.03076242281173198,0.6860529294621933,0.769342924249869,0.0009262201961488806,-0.049264190077728455,-0.027424510033279927,0.5485403999327584,0.15841209366340123,0.12004677737130649,1.0,0.2224635208004663,0.5673167991201061,0.7527039989300464,0.19830329391676937,0.7869449698991893,-0.6079200182782515,0.463714614427792,-0.5221145796018404,0.41067461230436747,0.7658952155956417,0.6660266295682934,-0.7085071872804924,-0.42422034129659014,0.09847611979462609,-0.6379301003159947,-0.13827004708561969,-0.7042420402251607,-0.5194478752303584,-0.499017667964247,0.6033227110338829,-0.5284394219353225,-0.7413158127802046,-0.016503505718462742,0.4062619128015073,-0.5872936833704617,0.7661072277892796,0.7371480113663482,0.3843226824069188,0.21052711125987655,0.3305756457588676,0.021124130652739496,-0.4946309238693229,0.3789350987930905,-0.1233236841393831,-0.8143198234639095,-0.3935659367181098,0.49151909362151047,-0.6578156897956285,0.6506549252675863,0.15570681656773352,0.3666888554983215,0.1124759078385197,0.5828048923452488,0.47592447516008235,-0.620081027326533,0.5755404218690611,-0.22098778056898624,0.7359752988727079,-0.003751644369273582,-0.5020656621304437,-0.00894837348492862,-0.6723333266964014,0.5910078007695685,0.7572073679484798,-0.6763850867997185,-0.64429049302958,0.18406100724859084,-0.17504739744920222,-0.8292198793588513,0.7235229464217654,0.0374628023123296,-0.05461769685048675,0.15495363596546105,-0.14248449773673744,0.08805311567543932,-0.20735955853688695
Frontal_Inf_Tri_R,0.5503222276666354,-0.09114112074437317,0.0687779803775039,0.1933353554863843,0.10729525676592076,0.06705757463030211,0.5786777418072507,0.04056351917271008,0.6757542846755431,0.32612654745863057,0.3367805417479125,-0.017634972431621727,0.23267429415779667,0.4368989822567184,0.5865876589809815,0.32666665540372897,0.08567894677726008,0.5105596803477863,0.32591453127869163,0.31300973545730093,0.30419959735164226,0.27029652816314076,0.3904949489882353,0.2224635208004663,1.0,-0.04598859478359702,0.12636100205792578,0.0014296917497462682,0.19974449222313198,-0.22557207171383276,0.28497780748435175,0.043009040035868126,0.5100269581529592,0.10108742943660907,0.06285463449532978,0.018475378366452418,0.05024269087303479,0.6234734857852187,-0.10406649158878975,0.2816965579294142,0.04053427176483384,0.09896785061493012,-0.14864447322700786,0.3907066737959297,-0.11047242782960255,-0.0323278199300493,0.5756484283453316,0.41268706905128144,0.06874387943464617,0.27897603897998013,0.22841237802364536,0.18436443897662974,0.050265861065072706,0.2215205885248828,0.5219699735068386,0.5034667090867899,0.8129284984832501,0.2699259133001547,0.058787097149772434,0.12262415726738722,0.30348886122521934,0.0648993872570488,0.02067640095967145,0.79691688561208,0.773701287614039,0.4166878793212455,0.08176715499500113,0.41818362070295295,0.011411991019707633,0.6410324117072196,0.4588820099075655,0.14322826160615137,0.21137903713697298,-0.08180732009411704,0.20368452880362523,0.1212643063929015,0.15652598257768577,-0.05256005914286492,-0.04904978192491584,-0.061497090204184604,0.6903016869276752,-0.024787553267351686,0.061754168190488824,0.3943517825675013,0.26521752330466264,-0.27493387412942893,-0.043146476098992165,0.02141282872837669,0.16098090592173137,-0.26945660108886604
