,Angular_L,Thal_MDm_L,Thal_VPL_L,Cerebellum_9_R,Thal_MDl_R,Vermis_10,Rectus_R,Caudate_L,OFCant_L,Thal_VA_L,Postcentral_L,Thal_IL_R,Thal_PuL_R,Calcarine_R,Cerebellum_9_L,Thal_LP_R,Thal_VA_R,Frontal_Inf_Oper_L,Thal_PuA_L,Cerebellum_6_R,Cuneus_L,OFClat_R,Temporal_Pole_Sup_L,OFCpost_L,Frontal_Inf_Tri_R,ParaHippocampal_R,Temporal_Sup_L,Cerebellum_Crus2_R,ParaHippocampal_L,Cingulate_Mid_R,Occipital_Sup_R,Rolandic_Oper_L,Frontal_Med_Orb_R,Supp_Motor_Area_R,SN_pr_R,Cuneus_R,Thal_AV_R,Raphe_M,Occipital_Sup_L,Fusiform_R,SN_pc_L,Frontal_Inf_Orb_2_R,Amygdala_L,Lingual_R,Cerebellum_7b_L,Cerebellum_4_5_L,Olfactory_R,Thal_MDm_R,N_Acc_R,Frontal_Inf_Tri_L
Angular_L,1.0,0.08631735903921589,-0.06019962074748388,0.26330746184112896,-0.5825041299120644,0.17111031802760807,-0.5430202784928214,-0.5618056816920055,-0.5839677070048763,-0.7256635459900843,0.8315579628439821,-0.48032742810200163,-0.7692915771786548,0.7342424888458825,0.342471238374232,0.09496554864254507,-0.6411322128403161,0.14794318003019621,-0.7273091237986652,0.2821601045955404,0.7922569083175771,-0.35474908093651064,-0.45256608801035164,-0.6108352703131205,-0.0037107937191268657,-0.38844685915940846,0.30234895967443753,0.506196556321396,-0.4980544107321369,0.08696583468032812,0.22544799471351423,0.2714438630091258,-0.772870868056327,0.6062361001648859,0.38390234460805633,0.7922250063026837,0.6596333179566453,-0.491902283532632,0.6922280860515868,0.03751235035572022,0.3432153202386542,-0.2738937542968593,-0.5592555673802567,0.43201556204481484,0.4711846685827536,-0.142584530601637,0.5136383388216398,0.1407746947325125,-0.5476452762379578,0.053041601951337496
Thal_MDm_L,0.08631735903921589,1.0,0.4428800783047244,0.18326099235705887,0.13058651676879018,0.37273348047580396,0.09757233592112992,0.3714821224298529,0.03503311439155557,-0.07145979880493182,0.21014327492804186,0.22824240472063503,0.16322649028439615,0.18482001402463716,0.19086388557917525,0.3538017157541043,0.23926280861094557,0.36352417683190863,0.1292908632407471,0.17109319351812177,0.18886727944288365,0.2031913247362702,0.34327509004340717,0.26549755271356024,0.31300973545730093,0.3169912043919339,0.5299035999156756,0.11700036417269968,0.26288339437539865,0.5009595322397398,-0.2640319419855702,0.4764233390957178,-0.015747352631854145,0.22839686942601778,0.27681651965680915,-0.023786777052434146,0.2263205870763709,0.26957419788265596,-0.05269465415110792,0.26237165485674124,0.14126730771412546,0.176440443179342,0.16349321997020017,0.2719131630722347,0.27370237010120063,0.5197380377217623,0.19567763003167846,0.6651478873180369,0.11431885503693144,0.42797555532892306
Thal_VPL_L,-0.06019962074748388,0.4428800783047244,1.0,0.4246975283000596,0.13171306468595662,0.25505123671826113,-0.10441472529251701,0.3418366770791531,0.06562717783373455,0.2878936646409522,0.006222100570385529,-0.01633596447421642,0.14523866960563123,0.2759426550278081,0.43807818262333925,0.35322856280410136,0.4032934465634074,0.2903432711906359,0.33567266147857566,0.40181867147212585,0.16981669770749455,0.31850755945310083,0.4221443283986118,0.246435344473812,0.2699259133001547,0.27052334257658417,0.2531056197370493,0.3225560368971912,0.15393827764984142,0.3648901532560712,-0.330839452937736,0.25082294026895297,0.004631090869062527,0.0009203362467077687,0.2504718273200216,-0.18317740542885788,-0.090954437530181,0.008882569893840784,-0.045237149840115495,0.3714474260076586,-0.08794006073385892,0.3601949705290121,0.016169871332965453,0.39903875958565627,0.27661638790715803,0.4989283264249346,0.300129082394088,0.5187871220783032,0.24981822641689275,0.2641480029483279
Cerebellum_9_R,0.26330746184112896,0.18326099235705887,0.4246975283000596,1.0,-0.538506081907436,0.2129370533787754,-0.661700577935527,-0.15854469386638778,-0.5117013435272062,-0.11228664464673825,0.20968858483879135,-0.6633848132538832,-0.32233177801236723,0.782466076977544,0.9778639051378074,0.13727181708956665,0.01867018782002484,0.11393515202710204,-0.1793721106626603,0.9507154988518345,0.6175062865867753,0.03604730079335006,0.4550361013375609,-0.2187357104096374,-0.04904978192491584,-0.11057970578213334,0.36307254920714555,0.8734074300277416,-0.5073758148245449,0.06278052315913558,-0.30005252191988696,0.15470045161471524,-0.44683479331105086,0.017104988511142876,0.4617594613110279,0.10063373189261245,0.3918472110980577,-0.3032555980110751,0.2387064591947462,0.3977906220974142,-0.17972390494082802,-0.07305722480005164,-0.6220349067030925,0.9199163220802209,0.6803065736981864,0.30043190186596697,0.5688005603991012,0.41722238416354096,-0.30553470924906845,-0.0035456426688951956
Thal_MDl_R,-0.5825041299120644,0.13058651676879018,0.13171306468595662,-0.538506081907436,1.0,-0.2182684064188958,0.6631112275396618,0.43938461660574774,0.6954774801133029,0.5520345688851267,-0.4936378526927357,0.7485689768913795,0.7233590517669136,-0.6552513053214811,-0.5388301291032456,0.07208579883295888,0.6248559978304898,-0.045053302649680514,0.6182885177234023,-0.4769557207050403,-0.5627388434988918,0.5320199245129591,0.07912381054868106,0.5911867855066926,0.2697070804600761,0.4897353585841816,-0.3849520412755227,-0.5237825998267568,0.5962396570982751,0.0980974177998479,0.048768192735406966,-0.11673834026077419,0.6842021535353532,-0.34482952267302364,-0.29540308450439645,-0.41765018921973923,-0.7065725709343957,0.39233022484491087,-0.31678703455448715,0.15204355182376472,-0.19495789423990179,0.47228124995721665,0.6814401515487464,-0.5894077255128469,-0.5706624506915229,0.09179227319117787,-0.41537129969869097,-0.08950814260108993,0.7468489999210869,0.04036365988020382
Vermis_10,0.17111031802760807,0.37273348047580396,0.25505123671826113,0.2129370533787754,-0.2182684064188958,1.0,-0.2414286737136376,0.21699527570770574,-0.16154488378044898,-0.08673549535564039,0.47462767996923366,0.014996353377916754,-0.13875397774004875,0.1812443045613356,0.21576352000822768,0.5105473758658041,-0.1224912947474978,0.35706185819607505,0.08494334037613555,0.07206956696994091,0.12204982715163781,-0.2057995053470457,0.06770952443974955,-0.10454586161194271,0.2966597645362778,-0.1371482583822202,0.42787244978594047,0.09345313225729486,0.16340567845831322,0.560956926353248,-0.3565062515994111,0.6044307558609122,-0.3170630428291678,0.6987329005929702,0.2830605334143334,-0.02110952756018803,0.2973214346064715,-0.16553216566534648,-0.18706528972939884,-0.1822961671039462,0.4435740542710025,0.18559147016839533,0.11945338513422583,0.2022723393457334,0.4118406575118188,0.5329530998717448,0.17645465032726626,0.3784549820280377,-0.07124222855432516,0.3458163488168452
Rectus_R,-0.5430202784928214,0.09757233592112992,-0.10441472529251701,-0.661700577935527,0.6631112275396618,-0.2414286737136376,1.0,0.6042000781062299,0.7876213057182946,0.4710909482382072,-0.48167546797033517,0.7445152075893493,0.6797107566528012,-0.7248755213957868,-0.662023963876317,-0.11079004286546879,0.4824811030055263,0.048270159272704394,0.5043719098160604,-0.5956748424836393,-0.6317453456836883,0.3885771475554159,0.15656735914051562,0.6422566020316168,0.08567894677726008,0.5570506780002447,-0.11004488628711345,-0.6910101818491651,0.7319200547745522,-0.0021446934217991863,0.053200896222983324,-0.09086751789393015,0.8033485826702103,-0.35538569139472687,-0.43495733960561445,-0.4500253490732215,-0.44120856424249055,0.625651501818034,-0.4007018542301731,0.060485169175701334,-0.13351125398306973,0.24432346518760775,0.7461027486279999,-0.6323962826393957,-0.5469078197493269,0.050001093523684634,-0.5615431386760906,-0.07676435429128244,0.6138988379729219,0.2858616210180379
Caudate_L,-0.5618056816920055,0.3714821224298529,0.3418366770791531,-0.15854469386638778,0.43938461660574774,0.21699527570770574,0.6042000781062299,1.0,0.51986702587883,0.6547789719061342,-0.30803639718783976,0.5006330606568263,0.72713236266031,-0.43029037928037844,-0.14456033227202403,0.16249293171609058,0.620641884711521,0.5021070168139476,0.734135440489349,-0.16282275552321307,-0.5221146125549758,0.35562278969892114,0.5999208877645644,0.7351361424035758,0.08176715499500113,0.5797012037276835,0.36291838948158256,-0.3660802172171237,0.7465965745354262,0.3135978608052952,-0.4146312971340333,0.2586131420004837,0.6413908197504941,-0.16640305554164347,-0.27094889202162936,-0.7019423524478611,-0.3318078812951256,0.5727201887714413,-0.6294410865392702,0.16433839582219237,-0.08614488697190018,0.3267869865842975,0.6921884200974523,-0.16490392657841588,-0.10555097516539541,0.5523950253155678,-0.3396373384786076,0.3697562294733364,0.6140736648945221,0.6081740652355464
OFCant_L,-0.5839677070048763,0.03503311439155557,0.06562717783373455,-0.5117013435272062,0.6954774801133029,-0.16154488378044898,0.7876213057182946,0.51986702587883,1.0,0.5293560181188028,-0.48435076813712835,0.7487857402973267,0.6441132406328721,-0.633064133344158,-0.5282694434372067,0.08655017024633743,0.6385753437623884,-0.06325615743868186,0.6127879045328626,-0.4741869006030175,-0.5414948884919598,0.6149252602042861,0.23356712386399786,0.6899968765786331,0.3943517825675013,0.588672832544128,-0.27960242933105595,-0.4672364945512427,0.6705308343455885,0.18997729412250458,0.02443876751633553,-0.05229076281251076,0.751523109679075,-0.2981861579131571,-0.22353362198522597,-0.46328042775613687,-0.6402579658472887,0.5555184597964185,-0.31482877088075384,0.1762393704417792,-0.15634273638041774,0.5481710140800399,0.7253045441350131,-0.5178176681142447,-0.5179341395292454,0.16997207514433785,-0.5636671193691627,-0.1516142153453953,0.769258756321161,0.1844717981290041
Thal_VA_L,-0.7256635459900843,-0.07145979880493182,0.2878936646409522,-0.11228664464673825,0.5520345688851267,-0.08673549535564039,0.4710909482382072,0.6547789719061342,0.5293560181188028,1.0,-0.6167568997040601,0.34708461509593264,0.6977039287366902,-0.46921109621462026,-0.11292047441444589,-0.016241512036920813,0.7846882810150925,0.042191113456688405,0.7963677384139443,-0.11748821642164473,-0.5700471439516618,0.42190174639929,0.4913465528154382,0.6604603010619505,-0.06343017517852789,0.4016980247750107,-0.224388569109574,-0.2834167169758707,0.5039750334424495,-0.029860430909641286,-0.20530007673869496,-0.23823854693536986,0.6658262937601439,-0.49544613396288106,-0.36220525789755104,-0.6380661366066975,-0.6390015232504559,0.3217718535456883,-0.5000714033558212,0.13875811138071495,-0.4075308201096918,0.34573521762452436,0.5556853063632143,-0.23617802157743314,-0.35041422818998647,0.2581372764743692,-0.32119263930607567,0.12729652028239716,0.6466417693199253,0.07128990758829595
Postcentral_L,0.8315579628439821,0.21014327492804186,0.006222100570385529,0.20968858483879135,-0.4936378526927357,0.47462767996923366,-0.48167546797033517,-0.30803639718783976,-0.48435076813712835,-0.6167568997040601,1.0,-0.2837702281204731,-0.616102362529039,0.5667849991845397,0.27563817894966325,0.26055761806952044,-0.5653727488157811,0.4583582085363816,-0.5145262353904876,0.19649217822730888,0.6055931486223831,-0.3314988267343712,-0.41179780380905784,-0.5313449676234836,0.14651005516080953,-0.3063236877726889,0.4838112901244062,0.4184706033750406,-0.2951716544221658,0.38804001178410324,0.03478300193622425,0.6292546436277006,-0.7230954135476811,0.8603833245549949,0.4279296759646614,0.5494695533396673,0.610363970522772,-0.3896252477066163,0.43460792576446833,-0.028524830374819753,0.4547391682345189,-0.06937588968629994,-0.38638008309283717,0.35828336545080386,0.3883897396651742,0.10702857305555852,0.4307759954874936,0.19578169557199476,-0.41616091679338907,0.31044614044541774
Thal_IL_R,-0.48032742810200163,0.22824240472063503,-0.01633596447421642,-0.6633848132538832,0.7485689768913795,0.014996353377916754,0.7445152075893493,0.5006330606568263,0.7487857402973267,0.34708461509593264,-0.2837702281204731,1.0,0.6647977816370226,-0.6787166093400551,-0.6643847212007342,0.26658862940317196,0.49120552252865907,0.0866776270440017,0.586856584541843,-0.5996061112015572,-0.5171230451227532,0.5297595247866644,-0.029883866808434675,0.5363187320104545,0.47196591236732927,0.4780053287439165,-0.20455835024086017,-0.5820861277555512,0.6801714552903395,0.3505999079755965,0.08830817534302435,0.14668691429082154,0.6009432085208692,-0.05159245120468951,-0.296167513128875,-0.35950277212288134,-0.5689511068964284,0.5430318814360016,-0.30922153442835326,0.10782005228531895,-0.00414992790508311,0.512095870576143,0.7869553810951916,-0.6489730527627676,-0.48361816462658697,0.1814095029614501,-0.5251102880953283,-0.0741014960929349,0.7410353069906607,0.23536639057022776
Thal_PuL_R,-0.7692915771786548,0.16322649028439615,0.14523866960563123,-0.32233177801236723,0.7233590517669136,-0.13875397774004875,0.6797107566528012,0.72713236266031,0.6441132406328721,0.6977039287366902,-0.616102362529039,0.6647977816370226,1.0,-0.6120167002607597,-0.3317300806180781,0.10967089229141613,0.7700377415615982,0.1702199859566367,0.7844422181044237,-0.2357082299046281,-0.6343102811867258,0.6018512390728885,0.37647729171645267,0.7304174302178167,0.14993143626209204,0.6688998252790391,-0.11273702397016001,-0.45765170304096614,0.6756430202641064,0.13725354224445538,-0.08828326533205438,-0.01789550355384199,0.8352117138301378,-0.4865060356071267,-0.3223017498154144,-0.649507994706791,-0.6772447816419329,0.5806711571454648,-0.5174624421270154,0.29169988566801724,-0.27387178493040554,0.44392069229037856,0.6893873815437808,-0.36700211981930353,-0.38350989749996267,0.32612735834787143,-0.3654063320564503,0.14768298829971457,0.7547858744944785,0.24660961486399427
Calcarine_R,0.7342424888458825,0.18482001402463716,0.2759426550278081,0.782466076977544,-0.6552513053214811,0.1812443045613356,-0.7248755213957868,-0.43029037928037844,-0.633064133344158,-0.46921109621462026,0.5667849991845397,-0.6787166093400551,-0.6120167002607597,1.0,0.8263302485030741,0.13754653872402467,-0.32420225780423345,0.17543897877601536,-0.5351831025770079,0.7791519866142407,0.8843297085101804,-0.09080964303520189,0.026128548689926555,-0.4135985247411264,0.061754168190488824,-0.22038297628718642,0.3713421822018469,0.8625422358435791,-0.5774136686243185,0.16638235940395404,-0.005526499058472505,0.2534502422574965,-0.7019734947529247,0.32027961648294134,0.5226311164740093,0.5718017682882771,0.5725220576083894,-0.45960487139424694,0.6071436334169683,0.35438752151239317,0.0931425388763962,-0.09921387962596702,-0.6893784821061715,0.8885611300259084,0.7474822359127697,0.1417664419926964,0.7249169461169979,0.36695494660610567,-0.4819653672586828,0.057929385686410255
Cerebellum_9_L,0.342471238374232,0.19086388557917525,0.43807818262333925,0.9778639051378074,-0.5388301291032456,0.21576352000822768,-0.662023963876317,-0.14456033227202403,-0.5282694434372067,-0.11292047441444589,0.27563817894966325,-0.6643847212007342,-0.3317300806180781,0.8263302485030741,1.0,0.16740115974438835,0.01573468994060567,0.183616198582802,-0.18259998460554147,0.9568489640231842,0.6729978368262625,0.03589521318897367,0.41400192628157334,-0.21820852752239567,-0.05995595091915675,-0.07431002785443128,0.38871438363185856,0.8876059339404591,-0.4812434207336373,0.08442362202475698,-0.25123576723407043,0.18433629623619732,-0.48589054493330125,0.06803430121834869,0.46861467273906515,0.1602330721058211,0.3966783292146765,-0.3123631285011128,0.2969890881345305,0.4658956781891015,-0.16552470055144106,-0.06110073251171648,-0.6198161890612589,0.9398265389603723,0.6883236733367294,0.34058416304036043,0.6062645696139292,0.4726645836310486,-0.2801671236815133,0.05031402609362163
Thal_LP_R,0.09496554864254507,0.3538017157541043,0.35322856280410136,0.13727181708956665,0.07208579883295888,0.5105473758658041,-0.11079004286546879,0.16249293171609058,0.08655017024633743,-0.016241512036920813,0.26055761806952044,0.26658862940317196,0.10967089229141613,0.13754653872402467,0.16740115974438835,1.0,0.2026825081391986,0.24801596964201666,0.27005878272920153,0.12785729121110123,0.2141740564129906,0.29781754645591463,0.036237119299586514,0.0822710237715592,0.5865876589809815,0.14637895213423852,0.17313301054852342,0.15729500267000404,0.16794105101294193,0.6142959286958579,-0.1558962625429472,0.541788273871813,-0.16365985863697208,0.4298847283770657,0.3245288999438407,-0.019274223188766013,-0.07243299926033821,-0.03395666016308489,0.03532857799453948,0.2724959494131909,0.16371251559519498,0.5436939217829688,0.174724380293997,0.1737712416947637,0.18004278055596654,0.544835471022652,0.180260595536215,0.35266988081050715,0.3129222650804123,0.2495205969501895
Thal_VA_R,-0.6411322128403161,0.23926280861094557,0.4032934465634074,0.01867018782002484,0.6248559978304898,-0.1224912947474978,0.4824811030055263,0.620641884711521,0.6385753437623884,0.7846882810150925,-0.5653727488157811,0.49120552252865907,0.7700377415615982,-0.32420225780423345,0.01573468994060567,0.2026825081391986,1.0,0.04675008877693761,0.7526578228959264,0.07775333169545035,-0.3108600344791948,0.7859234772118703,0.5565793830893467,0.6905269186726762,0.2737378172816068,0.6397890181432789,-0.18393511598342613,-0.06748890099336678,0.4603570517041955,0.18942682102836067,-0.15490890610816288,-0.06999305979297973,0.671578996130563,-0.4982564143961302,-0.06731786421862362,-0.5502937821344019,-0.6116567051905204,0.47045742146247577,-0.29320942166542646,0.5413438999246967,-0.4527671887124204,0.5395439634848886,0.5045833358290956,-0.07792334981528938,-0.25383276273179833,0.4022220618173696,-0.22184459097147297,0.2720882663994293,0.7966570848944525,0.13228298732749258
Frontal_Inf_Oper_L,0.14794318003019621,0.36352417683190863,0.2903432711906359,0.11393515202710204,-0.045053302649680514,0.35706185819607505,0.048270159272704394,0.5021070168139476,-0.06325615743868186,0.042191113456688405,0.4583582085363816,0.0866776270440017,0.1702199859566367,0.17543897877601536,0.183616198582802,0.24801596964201666,0.04675008877693761,1.0,0.17865252901026363,0.1365243144698872,0.048100628286508754,0.09296032210659495,0.12898635166059277,0.22752721129056225,0.16098090592173137,0.2916959431410659,0.7135143423805301,0.08253026860143627,0.34343152157119067,0.5529129013425983,-0.3022156069553053,0.7535236183953476,-0.03550196733870016,0.4023603024211575,0.11815576194129535,-0.1817418469183235,0.12912107347229884,0.14280688695920002,-0.18209091729309976,0.23331006649861202,0.26237198573577847,0.2596614279750914,0.14531175191447598,0.24795380300789455,0.22900730946090733,0.5199128815566101,0.25219947062650666,0.4615859385077748,0.13169289319316607,0.8119928900088753
Thal_PuA_L,-0.7273091237986652,0.1292908632407471,0.33567266147857566,-0.1793721106626603,0.6182885177234023,0.08494334037613555,0.5043719098160604,0.734135440489349,0.6127879045328626,0.7963677384139443,-0.5145262353904876,0.586856584541843,0.7844422181044237,-0.5351831025770079,-0.18259998460554147,0.27005878272920153,0.7526578228959264,0.17865252901026363,1.0,-0.15859288273609154,-0.5649092218148712,0.5414357323535125,0.4278366063138653,0.70344020689049,0.20121820059588527,0.49479071123591517,-0.10416889426658638,-0.32475024551888837,0.6208158447401401,0.229682905367523,-0.17987985348034366,0.02230273651552667,0.6492008094264776,-0.30597369489361453,-0.29488507108576245,-0.6779616975924222,-0.6943259029400718,0.4651747052597478,-0.5054879879002425,0.2183294328213034,-0.21926013223609642,0.5101763291699372,0.6864514535862832,-0.28045508256439367,-0.2945386574142615,0.4324367668444974,-0.37313803624578756,0.22125417130713548,0.7790443812114232,0.22203598072849726
Cerebellum_6_R,0.2821601045955404,0.17109319351812177,0.40181867147212585,0.9507154988518345,-0.4769557207050403,0.07206956696994091,-0.5956748424836393,-0.16282275552321307,-0.4741869006030175,-0.11748821642164473,0.19649217822730888,-0.5996061112015572,-0.2357082299046281,0.7791519866142407,0.9568489640231842,0.12785729121110123,0.07775333169545035,0.1365243144698872,-0.15859288273609154,1.0,0.644681548993686,0.15710996834014748,0.3722255791235222,-0.19187091656200767,-0.061497090204184604,0.029614780868037656,0.3164847394486801,0.8909652634949853,-0.4865631344967686,0.0224539753975506,-0.13654071671252554,0.12657624114809235,-0.3987189978518003,-0.060175883263532494,0.4368339098737213,0.15974522940834102,0.32558283986504466,-0.2371736195110872,0.34452108536513937,0.5796080260722624,-0.25864158367618784,-0.044099286688529964,-0.6238827268525798,0.9122268041023021,0.5952687312263585,0.2833527504277269,0.6111727878586668,0.46264743893738297,-0.21783863913834148,-0.015915373874221945
Cuneus_L,0.7922569083175771,0.18886727944288365,0.16981669770749455,0.6175062865867753,-0.5627388434988918,0.12204982715163781,-0.6317453456836883,-0.5221146125549758,-0.5414948884919598,-0.5700471439516618,0.6055931486223831,-0.5171230451227532,-0.6343102811867258,0.8843297085101804,0.6729978368262625,0.2141740564129906,-0.3108600344791948,0.048100628286508754,-0.5649092218148712,0.644681548993686,1.0,-0.04484469084644867,-0.11152927785888221,-0.5070814857504412,0.1485392905659872,-0.21719882726089268,0.219527416228326,0.7986286052952716,-0.6033238738897614,0.15107715060631782,0.2175076421627547,0.19852892240006226,-0.7241086685725343,0.3806193206577784,0.5298993415386329,0.7322170901382867,0.5613507712399646,-0.4246124986102138,0.7935797135856618,0.404796378111864,0.03999160383486909,-0.08962621119771147,-0.6614344403975622,0.7190908825649275,0.5856779596974242,0.027051967181946916,0.5902661155799968,0.26952399210303574,-0.39800477485109387,-0.03582431788661885
OFClat_R,-0.35474908093651064,0.2031913247362702,0.31850755945310083,0.03604730079335006,0.5320199245129591,-0.2057995053470457,0.3885771475554159,0.35562278969892114,0.6149252602042861,0.42190174639929,-0.3314988267343712,0.5297595247866644,0.6018512390728885,-0.09080964303520189,0.03589521318897367,0.29781754645591463,0.7859234772118703,0.09296032210659495,0.5414357323535125,0.15710996834014748,-0.04484469084644867,1.0,0.2965206066169546,0.6098446327509981,0.5374510820480934,0.6541996956013263,-0.18585375742678095,0.13806930821921776,0.30212095361339936,0.33811022976572375,0.06083323342668189,0.09443703290846994,0.503045431869559,-0.3610707669666585,0.018061496110716325,-0.281098419782012,-0.5843231544797293,0.38818655233709976,0.045633895827077844,0.7375426222668613,-0.3154073323425479,0.6949037958263867,0.3926218727327428,0.02550920978908686,-0.11800129908354892,0.31375969554426136,-0.0763901397056039,0.1534896902778525,0.7638298359392748,0.1582788456106763
Temporal_Pole_Sup_L,-0.45256608801035164,0.34327509004340717,0.4221443283986118,0.4550361013375609,0.07912381054868106,0.06770952443974955,0.15656735914051562,0.5999208877645644,0.23356712386399786,0.4913465528154382,-0.41179780380905784,-0.029883866808434675,0.37647729171645267,0.026128548689926555,0.41400192628157334,0.036237119299586514,0.5565793830893467,0.12898635166059277,0.4278366063138653,0.3722255791235222,-0.11152927785888221,0.2965206066169546,1.0,0.5290405685781218,-0.02208279289743285,0.390772383148215,0.3640489025339849,0.15798393766470825,0.2307467011349725,0.08957099451962804,-0.5521953228831988,0.03300343205692671,0.3949031314975994,-0.38754114241452065,-0.0036410022145420013,-0.566864473835215,-0.0566911302547807,0.364968077706499,-0.42821650717960646,0.30548806804372697,-0.3534186520051022,0.1410548770895028,0.15937142126220843,0.3666795512390955,0.20661627003173996,0.49659576979873116,-0.16511804892015083,0.3160460843801008,0.28715673009939474,0.30432959552709726
OFCpost_L,-0.6108352703131205,0.26549755271356024,0.246435344473812,-0.2187357104096374,0.5911867855066926,-0.10454586161194271,0.6422566020316168,0.7351361424035758,0.6899968765786331,0.6604603010619505,-0.5313449676234836,0.5363187320104545,0.7304174302178167,-0.4135985247411264,-0.21820852752239567,0.0822710237715592,0.6905269186726762,0.22752721129056225,0.70344020689049,-0.19187091656200767,-0.5070814857504412,0.6098446327509981,0.5290405685781218,1.0,0.21828730252048664,0.6717360100251656,0.03417654916041212,-0.3411265855424841,0.6887190462443754,0.22669304606686919,-0.21645995940941098,0.04918595087302355,0.7281258888542587,-0.4164741797713073,-0.2665158809365454,-0.5949359491089259,-0.5762801898369727,0.5875186361812594,-0.45686546557682584,0.28643762358737,-0.08267135531234127,0.4762675238774428,0.7564459984843505,-0.19825796847700503,-0.2620548679243564,0.39262868846898635,-0.2895327691847624,0.18366715695184108,0.697876890459821,0.3730989916076122
Frontal_Inf_Tri_R,-0.0037107937191268657,0.31300973545730093,0.2699259133001547,-0.04904978192491584,0.2697070804600761,0.2966597645362778,0.08567894677726008,0.08176715499500113,0.3943517825675013,-0.06343017517852789,0.14651005516080953,0.47196591236732927,0.14993143626209204,0.061754168190488824,-0.05995595091915675,0.5865876589809815,0.2737378172816068,0.16098090592173137,0.20121820059588527,-0.061497090204184604,0.1485392905659872,0.5374510820480934,-0.02208279289743285,0.21828730252048664,1.0,0.30348886122521934,-0.024787553267351686,0.07010133467255923,0.22841237802364536,0.79691688561208,0.014894351420024307,0.5219699735068386,0.05615883206973661,0.3409386846684931,0.32612654745863057,0.043009040035868126,-0.22557207171383276,0.17819597949397412,0.12468012673696245,0.2816965579294142,0.2304713628444588,0.773701287614039,0.27897603897998013,0.03837704408444142,0.06874387943464617,0.3904949489882353,0.09896785061493012,0.06705757463030211,0.3907066737959297,0.3173774424566775
ParaHippocampal_R,-0.38844685915940846,0.3169912043919339,0.27052334257658417,-0.11057970578213334,0.4897353585841816,-0.1371482583822202,0.5570506780002447,0.5797012037276835,0.588672832544128,0.4016980247750107,-0.3063236877726889,0.4780053287439165,0.6688998252790391,-0.22038297628718642,-0.07431002785443128,0.14637895213423852,0.6397890181432789,0.2916959431410659,0.49479071123591517,0.029614780868037656,-0.21719882726089268,0.6541996956013263,0.390772383148215,0.6717360100251656,0.30348886122521934,1.0,0.15843857032622213,-0.14343738113530818,0.6548984304207787,0.3014190403785849,0.05284512315256475,0.22565224280347682,0.6162214697824488,-0.3098576289085365,0.00024542016450482143,-0.32567941515283155,-0.3952941079486115,0.6399008266292152,-0.14232721376840696,0.6179482293893305,-0.1316133642292702,0.48159240295487593,0.44432511904707533,0.005973805307198568,-0.2623032212500952,0.5553735812352956,-0.051444291817170085,0.28685686053693205,0.6564027318864565,0.39100167146979137
