,SN_pc_R,Raphe_D,Cerebellum_8_L,Occipital_Inf_R,Thal_MGN_R,Calcarine_L,Cuneus_L,Cerebellum_9_R,Occipital_Sup_L,Calcarine_R,Thal_IL_R,Red_N_R,Lingual_L,Vermis_4_5,Hippocampus_L,Cerebellum_6_L,Frontal_Med_Orb_L,Thal_PuA_L,Precentral_R,Precuneus_L,Thal_LP_R,Amygdala_L,Frontal_Inf_Orb_2_L,Vermis_7,Cerebellum_10_L,ACC_sub_L,SupraMarginal_L,Thal_LP_L,Cingulate_Post_R,OFCpost_R,Thal_VPL_R,Thal_PuL_R,Lingual_R,Temporal_Pole_Mid_R,Rolandic_Oper_R,Temporal_Sup_L,Frontal_Sup_2_R,Vermis_10,Cerebellum_Crus2_R,Thal_PuM_L,Frontal_Sup_2_L,Temporal_Inf_R,Thal_PuM_R,Hippocampus_R,Temporal_Mid_R,Cerebellum_Crus1_L,Rolandic_Oper_L,Red_N_L,Thal_MDl_R,Precentral_L,ACC_sup_L,Postcentral_L,Cerebellum_4_5_L,Cerebellum_3_R,Vermis_8,Frontal_Sup_Medial_R,Cingulate_Mid_L,Occipital_Mid_L,Cingulate_Mid_R,Insula_R,Thal_IL_L,ACC_sub_R,OFClat_R,Supp_Motor_Area_L,Temporal_Pole_Sup_R,Parietal_Sup_L,Occipital_Inf_L,Fusiform_L,Thal_VA_R,Frontal_Inf_Oper_L,Caudate_L,ACC_pre_R,Frontal_Med_Orb_R,Thal_VA_L,Pallidum_R
Thal_IL_R,-0.3669210751149871,-0.7071535973811619,-0.5272237471889359,-0.05229178880705221,0.5152621736214987,-0.6823064941949811,-0.5171230451227532,-0.6633848132538832,-0.30922153442835326,-0.6787166093400551,1.0,0.031956747314034126,-0.610265882938403,-0.006564973693133273,0.4670032106436545,-0.5862136125564796,0.5300042005503942,0.586856584541843,0.19737331700224423,-0.05115469884047618,0.26658862940317196,0.7869553810951916,0.37497752073385365,-0.5429508177229476,0.7269488224992144,0.5444453597032373,-0.540320280015473,0.14027976061039193,-0.17704834656919718,0.16079550517726116,-0.45337787840273774,0.6647977816370226,-0.6489730527627676,-0.3679557819310188,0.24745973953239134,-0.20455835024086017,0.32891196988820576,0.014996353377916754,-0.5820861277555512,0.6830262916810524,0.21932995597655716,-0.19361269579854187,0.4611031923207069,0.42585206310020407,-0.3611004902561954,-0.6359398408808672,0.14668691429082154,0.1068736105953628,0.7485689768913795,-0.20147876423845576,0.14968709179230177,-0.2837702281204731,0.1814095029614501,-0.010337818457449893,-0.2921624061579921,0.35061317486684723,0.29022436435751436,-0.3598811294747716,0.3505999079755965,-0.014150069236545347,0.03583346149285916,0.46706996076315493,0.5297595247866644,-0.06445313111989485,-0.4111203950707517,-0.025337107476037353,-0.4422337218409421,0.22530556971373672,0.49120552252865907,0.0866776270440017,0.5006330606568263,0.6397181360615827,0.6009432085208692,0.34708461509593264,0.7465633469984954
Red_N_R,0.359643375724034,0.2112742761664848,-0.06536009790106004,-0.1483094245277895,0.2482571803581532,0.16527925142882452,0.2188951650629174,-0.15175535839414325,0.15315679761503803,0.15307329441988943,0.031956747314034126,1.0,-0.04242531153075925,0.008312355481511614,0.25367717220478325,-0.09402034978411959,-0.3869144128154633,-0.26503324124345184,0.619590859048644,0.7080049943362327,0.3507492855018897,0.06666344313015102,-0.053114654986024815,-0.2991180275810132,-0.16289884456332976,0.10324734453360793,0.44342873953867007,0.12611468653227437,-0.03260508957011493,-0.4027480352389636,0.11624660120475486,-0.34527278909588033,-0.03043181730522065,-0.44846366711773633,0.2132250318014756,0.2511929322810542,0.6006224239597794,0.5730802179188278,-0.04696902738351936,-0.11277856910310441,0.3894331237804052,-0.34928993329398117,0.47503736628509585,-0.019379215369863374,-0.20385032192383098,0.19455887920941925,0.48822823434078494,0.917571699012334,-0.21754869407086486,0.5365486760561106,0.11957889230581707,0.6416079976897877,0.1806353423836643,0.15290589968564022,-0.25904673452978216,0.32246813800360435,0.3794007086840811,0.27604923039652923,0.3472249237039947,0.06942575672765887,0.09909201445442056,-0.13147135375289457,-0.3302737015631719,0.7276287284194104,-0.32601442016085047,0.3352268475428533,-0.136126032551694,-0.045781433672289304,-0.4143230065789298,0.2558044092215851,-0.0968897440119994,0.06006534625241783,-0.4294967180649473,-0.4236589040691628,0.08291290906116912
Lingual_L,0.5225287512884179,0.7064647376577179,0.8858032706635723,-0.03733696332292519,-0.7156660797531768,0.8240692781741459,0.6452770534551194,0.8971798253611731,0.21954827439475794,0.8242242692035482,-0.610265882938403,-0.04242531153075925,1.0,0.6394536208278941,-0.04864232733357099,0.9084389214455724,-0.418809918566314,-0.18742066018303408,-0.40653359647783244,-0.16849566051169168,0.18385848094701226,-0.5246034069175792,-0.09275225224345326,0.8757897034068394,-0.36235730597473687,-0.3742868399943154,0.47470886267781054,0.3761736055401694,0.6971126004405698,0.4048089595780833,0.7769099395319597,-0.28206982194603314,0.9636377016318046,0.6880158054186447,0.3141379086926759,0.528461021200808,-0.16730652488092884,0.2309759074152506,0.7699344342273603,-0.2559364897618015,0.2593558175583172,0.6337133860389574,-0.15217085065613925,0.12983487349354256,0.6905201592019072,0.7992980169762246,0.280988321832554,-0.02177787072911769,-0.5313297623081372,0.2624721604660476,0.2403218885070499,0.27484145720236897,0.49931527360426,0.5965902515458386,0.739128931226519,0.1401575303754698,0.2902510935759504,0.14895363428937874,0.18787527533337178,0.5149110651626709,0.04464730727398981,-0.05197656493252015,0.02101261681700455,0.08804026172146216,0.7460589404774947,-0.20617148741654068,0.714032717295114,0.24255724952513638,0.003937278422751248,0.282117080756688,-0.03847850746338794,-0.24908205871426461,-0.4172723952720018,-0.13616265646613182,-0.17536520384571766
Vermis_4_5,0.1859869995758199,0.3615982623066278,0.5044451218454165,-0.14341210734171017,-0.2477537969146154,0.2760769202922171,0.11553768373268809,0.4669301340760662,-0.174068542396829,0.2779036001918402,-0.006564973693133273,0.008312355481511614,0.6394536208278941,1.0,0.45381373335017416,0.6257753218035268,0.1159502196809174,0.36749796351289526,-0.28878502167025927,-0.20969331740754335,0.3781063968760292,0.09714438652088177,0.3083783419751095,0.567833253816224,0.2476910077014758,0.14730285381999955,0.05020102600466922,0.45361048135493603,0.7139568333622935,0.49744521594051555,0.4065742857335331,0.32089147364642817,0.5838729977716577,0.4241976276330024,0.521577561933779,0.5430180175432829,0.12414911982909203,0.37045427591997043,0.2748152353270565,0.3584876118726577,0.39280310478901165,0.46157129923899537,0.3108048129597336,0.5456357917533354,0.362389205838019,0.3127343456382622,0.4652295402594955,0.0736132212118013,-0.05904097463843017,0.007260933195473954,0.43571841068611544,0.03496889833680264,0.85725481720776,0.7497220972876074,0.5794560932349563,0.42162445129242093,0.5478322963428756,-0.16156344702271722,0.4666777452246857,0.6152189664380447,0.22914986748940167,0.11287861063512704,0.3001554759900534,0.010614956106342145,0.3950384068286517,-0.3614379976112758,0.26560004427815487,0.6142370566341272,0.3750166849283322,0.47883995025827736,0.5065850083745329,0.21890993006450873,0.09473280650933853,0.255353323378818,0.3177593252248238
Hippocampus_L,-0.03391500301693632,-0.11366795517139622,-0.09983990935645681,-0.4029504588970992,0.36694361149189636,-0.2373817957743422,-0.3671488941489046,-0.23285744711877449,-0.43721953125459234,-0.27247090322979345,0.4670032106436545,0.25367717220478325,-0.04864232733357099,0.45381373335017416,1.0,0.019967027431056657,0.40037176998363005,0.38746547734620085,0.2086875160623009,0.16319411867576186,0.25802188952591704,0.6009687040288977,0.5364970387869518,-0.1626814477814324,0.6114061726727583,0.6973769641016426,-0.10230706327844709,0.384196851357132,0.1957433270209653,0.24952411326087817,-0.014575245310641565,0.4488961925937008,-0.11531718391903419,-0.25606034224767793,0.3265343040258033,0.4955674390252545,0.4797982459163991,0.34668880148289244,-0.36946911164583124,0.663514511751563,0.43145673323234346,-0.19202336307115295,0.6040009410172043,0.6294882638667715,-0.2768508146360083,-0.22910154687842035,0.522920910518766,0.3125189928675565,0.280007389345152,-0.06063433913535282,0.44821072805218604,-0.01949668159615147,0.5726003292354981,0.24478991395231106,-0.10862678953281345,0.5118857488555708,0.5096173653783196,-0.30964376794681414,0.5179410188626278,0.4245312759100778,0.2978396592183248,0.19428887119493668,0.19136143275700204,0.10700214195521313,-0.2646235030739361,-0.28158004842694434,-0.38749964647301544,0.6061522400379474,0.23717103189442337,0.542385258523138,0.6766507932797388,0.6298915086189814,0.39180755051195953,0.1756665694778823,0.4949144447671609
Cerebellum_6_L,0.3358952366373041,0.6896322266349771,0.8942092209142033,-0.17666402794954714,-0.6944157720335081,0.6726309304869627,0.44367774706762897,0.8631571477470843,-0.019577348716464844,0.6443624932755868,-0.5862136125564796,-0.09402034978411959,0.9084389214455724,0.6257753218035268,0.019967027431056657,1.0,-0.2823072204137718,-0.06829488411868032,-0.37888781743357025,-0.24707615648185277,0.09687685443188891,-0.4124939216219039,-0.038645889631821286,0.8754034449552298,-0.23552955745662035,-0.24335847255662657,0.34158175804721663,0.3430805403783359,0.6430861865320704,0.33678529230041954,0.7525230436191401,-0.1805952987336597,0.845936423924144,0.599328288921182,0.14236560562202782,0.5664091864614182,-0.13860476541959033,0.3250758353136253,0.6016035782407217,-0.11380980049278686,0.13644830800032262,0.4805992579511523,-0.10680250428128381,0.05942437599328893,0.4804804058755687,0.756308385054532,0.18752361916556884,-0.04593869369760199,-0.49921715824844526,0.045014174027199975,0.23016399098484194,0.11411281197519554,0.4639454377490406,0.43996755841466784,0.6746144151859269,0.07297431882249318,0.21964621010474875,-0.07276550119986865,0.08631075275227121,0.40745702441223225,0.2528107213021606,-0.24468455642079942,-0.10620470814041602,-0.013677084479586965,0.5969053608695347,-0.42081678252599153,0.5371357937109128,0.4444583722181685,0.035320589854536344,0.2414683794727146,0.13448825165162806,-0.2842201180557993,-0.30661904382322214,-0.009433429350496441,-0.25265746177502296
Frontal_Med_Orb_L,-0.6131956962894318,-0.49772360596237514,-0.44730136533553305,-0.14120989449246077,0.36394435279741805,-0.7053130931785331,-0.7866818107629563,-0.4409682921461337,-0.5896806772886019,-0.7213041588617797,0.5300042005503942,-0.3869144128154633,-0.418809918566314,0.1159502196809174,0.40037176998363005,-0.2823072204137718,1.0,0.6520162509722671,-0.2517759150797168,-0.38864280198760526,-0.19466882448510778,0.6526949236582296,0.5472463790786617,-0.23838703811385387,0.655205747610495,0.5840217056166082,-0.6954722785514809,-0.20965802408092557,-0.015262748898854008,0.3147677549653234,-0.5026278555327817,0.8208052067954515,-0.495570204597785,-0.1053081620089288,-0.11237325530280982,-0.1470039588675121,-0.14261199447558354,-0.26587580228455243,-0.6090261207698697,0.6581771075874299,-0.19424899761173725,-0.09536763393256227,0.12429916429937916,0.3583356837367507,-0.35109935155029975,-0.6720548260585508,-0.18340176564873478,-0.40536758980877485,0.6188781996554535,-0.7121526825258561,0.17720516949711868,-0.6976967837302154,0.08303685564172004,-0.18836784751571864,-0.2098924160268008,-0.02750890870637508,-0.09327821317212132,-0.4897551434887512,-0.1023574100650802,-0.0680508946492441,0.19002275976476476,0.12479715830731061,0.3762971563555537,-0.641605142636622,-0.2866978529091877,-0.45669871190384487,-0.4718410358779323,0.4509303159946613,0.5791639247125656,0.0308333160781201,0.6579656201440139,0.4664624635269286,0.9527677964241257,0.6780640635032217,0.3311020549506751
Thal_PuA_L,-0.4201431238171969,-0.3105958167142423,-0.14107892165080574,-0.2264126346979277,0.1933473536049329,-0.48681596562075896,-0.5649092218148712,-0.1793721106626603,-0.5054879879002425,-0.5351831025770079,0.586856584541843,-0.26503324124345184,-0.18742066018303408,0.36749796351289526,0.38746547734620085,-0.06829488411868032,0.6520162509722671,1.0,-0.2555569728490912,-0.5268206767678171,0.27005878272920153,0.6864514535862832,0.5042325924027985,-0.009671457951545243,0.6001453577079169,0.45025016897137854,-0.6406912200954586,0.10355832563748812,0.2008461246916566,0.3703342355114458,-0.2676307408272577,0.7844422181044237,-0.28045508256439367,0.088890776742794,0.16230590823152366,-0.10416889426658638,0.007620941815364993,0.08494334037613555,-0.32475024551888837,0.8007622453368766,0.027425574921942017,0.09725104808230935,0.32324023229523235,0.4370239161759789,-0.19417205721284628,-0.36980438737288657,0.02230273651552667,-0.23452809916851308,0.6182885177234023,-0.45509870149551684,0.3039032475964508,-0.5145262353904876,0.4324367668444974,0.24890995826313003,0.0742797421855049,0.20990881613367,0.2603167382830626,-0.5645525009732111,0.229682905367523,0.061634398121816654,0.37461634512650466,0.31359419304828645,0.5414357323535125,-0.3748412132690156,-0.0922502957239512,-0.4597005696318818,-0.21998794664310745,0.555090729141082,0.7526578228959264,0.17865252901026363,0.734135440489349,0.4079209489109767,0.6492008094264776,0.7963677384139443,0.5867492515479316
Precentral_R,0.09467993153736527,-0.0918575425861867,-0.3433415087890373,-0.22593073850108172,0.48947601589366674,-0.14621163382251134,-0.09121841731784847,-0.4578672000638917,-0.07035423323345842,-0.18111261858086752,0.19737331700224423,0.619590859048644,-0.40653359647783244,-0.28878502167025927,0.2086875160623009,-0.37888781743357025,-0.2517759150797168,-0.2555569728490912,1.0,0.7579678683124158,0.21069062020982424,0.18205274024131482,-0.03370558220319537,-0.6336231616957042,-0.06844887514725045,0.2119755854870521,0.10626186499132255,-0.022207096173554097,-0.4355398376353943,-0.6936018502194162,-0.24757257209225622,-0.3186577360721375,-0.3680857548760695,-0.7481493416082284,0.17511544994176267,0.03656730674219348,0.8120290370999494,0.46988038455118086,-0.4124012345647342,-0.043415744696150955,0.11509261098979216,-0.7800820421889662,0.450705595110709,-0.09569821918513308,-0.6010791304357441,-0.08519352198798393,0.3383444553721214,0.6190576718957868,-0.0922736419996023,0.2561739261457871,-0.1625214996171298,0.3904240378274318,-0.05328080918667759,-0.09221819696030395,-0.6212014242666982,0.22613148142672,0.23657800888904001,-0.0018117623750116584,0.3701777924163241,0.003421481658073792,0.09351137213288788,-0.14272150781580828,-0.4513540002169455,0.6858646458454378,-0.6499076504906136,0.25642634471677506,-0.5147578809730599,-0.13271430626877925,-0.5105094811427032,-0.013670727180710978,-0.1880482828000208,0.16046084115718484,-0.2555762126491868,-0.4288990967468059,0.02549914184702269
Precuneus_L,0.25010558659788795,0.15639674085147967,-0.2689248748195773,0.034465360734778294,0.37527623433557117,0.18000624284260466,0.21693751332652236,-0.3383286922036544,0.274194889697449,0.1737950405466039,-0.05115469884047618,0.7080049943362327,-0.16849566051169168,-0.20969331740754335,0.16319411867576186,-0.24707615648185277,-0.38864280198760526,-0.5268206767678171,0.7579678683124158,1.0,0.0768887020876904,-0.05688787891646753,-0.08388328482769522,-0.5067758235267549,-0.2701615614634523,0.1309633178121028,0.570837365457773,-0.08151802778626022,-0.2777725757365684,-0.5860200399630503,-0.042548250432642654,-0.4713666407262376,-0.1178214546027328,-0.655349191926364,0.13434527672392801,0.23775380644942973,0.6156000641441949,0.3501077817000178,-0.20055495358680223,-0.30850717743554634,0.2663767749752741,-0.5431146303146156,0.2626258181984016,-0.09865616053059753,-0.3193417785744478,0.06368670086948372,0.36611264187235615,0.6633761859854788,-0.29295929039145585,0.49598213158857374,-0.0022373018736744944,0.660177470392624,-0.11578165275838193,-0.10097505095370367,-0.4689702862505492,0.2471030284149214,0.13849157326216932,0.5052018833372965,0.23465944354333457,0.05318898076446531,-0.022461991952455317,-0.23718854641992038,-0.5188261767605162,0.6959672360560837,-0.5054121168682092,0.5462945148683187,-0.22314252808193344,-0.23572537890271034,-0.6878459132056373,0.18624418281396038,-0.3005890592443146,0.07082165428395244,-0.4172044529334464,-0.603624659933769,-0.1621696579645813
Thal_LP_R,0.330036704969435,0.12195144135281993,0.2270283666084085,-0.12311778413229797,-0.024851346278427788,0.1409947618762197,0.2141740564129906,0.13727181708956665,0.03532857799453948,0.13754653872402467,0.26658862940317196,0.3507492855018897,0.18385848094701226,0.3781063968760292,0.25802188952591704,0.09687685443188891,-0.19466882448510778,0.27005878272920153,0.21069062020982424,0.0768887020876904,1.0,0.174724380293997,0.1768671044305308,0.12229959668688442,0.04773710035753838,-0.005072885348801005,0.025080216851808487,0.4101135602569124,0.4060398312039119,0.09944882821337989,0.14827470962836287,0.10967089229141613,0.1737712416947637,0.13298313593594513,0.5509107595437364,0.17313301054852342,0.5040561138462012,0.5105473758658041,0.15729500267000404,0.2018329424173368,0.4880761539949491,0.18393034576138048,0.563365694941856,0.2942358251771655,0.19255803516354922,0.25684744232374807,0.541788273871813,0.4090685506319477,0.07208579883295888,0.3013162660231591,0.22043079077719438,0.26055761806952044,0.544835471022652,0.5555960515787361,0.2178638459672616,0.589539104868575,0.5838619373048451,-0.0942271862700086,0.6142959286958579,0.40505947838988754,0.04576356101885379,0.3468876446185882,0.29781754645591463,0.485991403962647,0.1609462066612552,0.0058093121440948225,0.13664384626612366,0.09853511273406157,0.2026825081391986,0.24801596964201666,0.16249293171609058,0.31922412453528093,-0.16365985863697208,-0.016241512036920813,0.4719362245171262
Amygdala_L,-0.3823825862958213,-0.5606370007546817,-0.4708192527078281,-0.3071616436449455,0.4707897658465868,-0.6348625302146653,-0.6614344403975622,-0.6220349067030925,-0.5281311952925581,-0.6893784821061715,0.7869553810951916,0.06666344313015102,-0.5246034069175792,0.09714438652088177,0.6009687040288977,-0.4124939216219039,0.6526949236582296,0.6864514535862832,0.18205274024131482,-0.05688787891646753,0.174724380293997,1.0,0.547716868774349,-0.48833612229392737,0.6764769377489188,0.7525094074086125,-0.5550949493921501,0.054609547315972846,-0.14845904825682035,0.156128021937811,-0.4264551716204434,0.6893873815437808,-0.6118616795249453,-0.43621504910566866,0.1360740532117161,-0.1279150257286039,0.3136569124895956,0.11945338513422583,-0.6783876996670212,0.7565205537562388,0.09072517625257918,-0.31419239487304457,0.45121303948193714,0.3930372496802282,-0.5445531338237675,-0.612190369227573,0.07616463086885471,0.08792493417451144,0.6814401515487464,-0.4006002581453047,0.2880270791235467,-0.38638008309283717,0.25482562928075103,-0.06336117301695424,-0.33280921954026194,0.27702053531972604,0.23137888670185475,-0.49667081046700934,0.2729860759912842,-0.07076766035958712,0.3458069314308419,0.32555669118705743,0.3926218727327428,-0.1723043690111083,-0.53937636603949,-0.28838724295698376,-0.5283361560790866,0.5300111531640693,0.5045833358290956,0.14531175191447598,0.6921884200974523,0.5773098567209816,0.6631535943278177,0.5556853063632143,0.5997276257729134
Frontal_Inf_Orb_2_L,-0.2305931363935051,-0.15895446950971637,-0.14449090623033667,-0.3026928477513952,0.19964794253202298,-0.252243642134222,-0.41846824330014426,-0.24629641368834357,-0.43955702661128343,-0.29798145486678906,0.37497752073385365,-0.053114654986024815,-0.09275225224345326,0.3083783419751095,0.5364970387869518,-0.038645889631821286,0.5472463790786617,0.5042325924027985,-0.03370558220319537,-0.08388328482769522,0.1768671044305308,0.547716868774349,1.0,-0.1299320055817139,0.4061189831420141,0.46995600875403104,-0.2909312042666748,0.06107486080750672,0.13402003591405176,0.2112655399378034,-0.21275933762252458,0.5416582258419146,-0.1651618869258621,-0.13123674920477282,0.30175871386748765,0.16283774675213408,0.1942799746286463,0.09400893161831969,-0.36507361108166164,0.5158534212120212,0.15427666980026286,-0.06109470684514923,0.27443921867398124,0.31648706421569023,-0.25561669894594397,-0.28355125276023174,0.27255500205161887,-0.14090726562184896,0.4053975915123455,-0.3015303918352124,0.45828221847598355,-0.25290253565052645,0.39805548816289427,0.16588095721245158,-0.09000132028580694,0.3203508909179653,0.2623865376877439,-0.36426122268504907,0.30711709165425705,0.37161512090091725,0.3220270602093106,0.16513478419596947,0.30666044339233883,-0.16451214721818477,-0.22981279664203164,-0.36909571741434827,-0.274861691060222,0.5279898912148284,0.3830544785933604,0.38907948505646256,0.5905278855361216,0.4930713681753238,0.500120155445104,0.46533769751687665,0.3274911746831953
Vermis_7,0.34329771794693414,0.5953818321224085,0.8634094107582777,0.011349588921460211,-0.7683530721946759,0.6134527256279895,0.4854747266794503,0.9174105056279872,0.11255513023157421,0.6269790263581042,-0.5429508177229476,-0.2991180275810132,0.8757897034068394,0.567833253816224,-0.1626814477814324,0.8754034449552298,-0.23838703811385387,-0.009671457951545243,-0.6336231616957042,-0.5067758235267549,0.12229959668688442,-0.48833612229392737,-0.1299320055817139,1.0,-0.23346389568673295,-0.43114076820255764,0.1988677771507335,0.2830863327290681,0.720824050884413,0.5196900549012972,0.6640883332771196,-0.07297923335965766,0.8460579595216042,0.8593555913663862,0.1298296552732222,0.3361673687300182,-0.3648716425473914,0.08487089599294426,0.7345050751484842,-0.1584195927902669,0.11040752601378315,0.769132693074651,-0.21943322379675553,0.07878599937023584,0.7399067701641441,0.6909301260105832,0.07206857489966126,-0.2455979939525138,-0.36223517148751233,0.0394076553947019,0.14870524321592288,-0.006165551974225331,0.37686895643813656,0.47009671768419786,0.821485022173044,0.024288580641800405,0.12636838702232167,-0.01894003903607631,0.0031457945302339235,0.3758369173959242,0.013753103209221742,-0.01876175059292602,0.1624231990607852,-0.1508744543017761,0.8391022454840926,-0.35372418641591824,0.6819997052672283,0.2313867620032103,0.22322643516322335,0.1404154736646512,0.02060367417029266,-0.2656939070929405,-0.2376918879448433,0.054568351443761695,-0.15981137762579298
Cerebellum_10_L,-0.41681763130758664,-0.6054899408312282,-0.3493179612958706,-0.16387502896960787,0.386019912261854,-0.6883501237107295,-0.5851687359184206,-0.44074116000549735,-0.47561505793057607,-0.6662998886299661,0.7269488224992144,-0.16289884456332976,-0.36235730597473687,0.2476910077014758,0.6114061726727583,-0.23552955745662035,0.655205747610495,0.6001453577079169,-0.06844887514725045,-0.2701615614634523,0.04773710035753838,0.6764769377489188,0.4061189831420141,-0.23346389568673295,1.0,0.6056024267955763,-0.5371944608493465,0.2997181730682632,0.056194021317223605,0.3888512680298426,-0.25950311527498415,0.7214849820876105,-0.43782772107526247,-0.18954607910284768,0.082383312806026,0.08409498813546869,0.07459182368612181,-0.1020308330566206,-0.537809055579492,0.7860647829890601,0.1171454702557441,-0.06383234464082607,0.40167428615227185,0.5700354993442273,-0.2606262530716268,-0.6528605295038237,0.06496148869890765,-0.025323676659090466,0.5992763672924462,-0.4045289985477959,0.1765355996239329,-0.4518527042076599,0.3183725009003105,0.0019319463635947434,-0.043223447222056434,0.16799774082934724,0.20330769046426186,-0.4844220899934094,0.15994461012424055,0.06783448105198273,0.05917001211462423,0.2520378850758189,0.43009299263563705,-0.3389367109415847,-0.25321386723775735,-0.3094038965376631,-0.42283595111220906,0.5349522677383983,0.5508328069875688,0.14830234936616474,0.6846775652140136,0.5012993124014105,0.7017323824035376,0.42438038600733846,0.6203813593150489
ACC_sub_L,-0.33894714272550275,-0.37896473744188813,-0.4158096232868118,-0.29203306850184707,0.5246608602395495,-0.5211794538173308,-0.5870324848771059,-0.5437512299921453,-0.5022949693013183,-0.5695865521869776,0.5444453597032373,0.10324734453360793,-0.3742868399943154,0.14730285381999955,0.6973769641016426,-0.24335847255662657,0.5840217056166082,0.45025016897137854,0.2119755854870521,0.1309633178121028,-0.005072885348801005,0.7525094074086125,0.46995600875403104,-0.43114076820255764,0.6056024267955763,1.0,-0.24857484192736723,0.10154410166250281,-0.14060672704726704,0.05094789752148995,-0.2976552203967628,0.4888029374842556,-0.4696853492682001,-0.5136760576602396,0.025221243128700725,0.2241785816937343,0.2854701893679389,0.10861678950642284,-0.6675014823164984,0.6401533095562072,0.09712392938527607,-0.4401304041873574,0.40571110995687687,0.41294890587057237,-0.5955335058342218,-0.5209003933269457,0.17880377859654262,0.13144963176719102,0.40484532096576353,-0.2927856948288222,0.3575877835837279,-0.20275425243037637,0.23053915298774774,-0.12707450603309817,-0.3928908441921323,0.19246185651165693,0.1907530084793642,-0.3449794955210399,0.16255210969210132,0.01296274278369206,0.3667899827038644,0.05455001982363691,0.05922181060897688,-0.16254721536797764,-0.5936910703326785,-0.21008156840404,-0.5442182326737313,0.5289460600105573,0.23405176101957462,0.3260670990432872,0.6808072893141455,0.4400497120269184,0.5451906687517812,0.35087691500019846,0.4058868778486978
SupraMarginal_L,0.5119266542969324,0.5318796322408567,0.3890929850700988,0.11591972794310278,-0.27860005796902637,0.7208854400751165,0.70562575274803,0.35573790777917225,0.5131325134064507,0.731688093697988,-0.540320280015473,0.44342873953867007,0.47470886267781054,0.05020102600466922,-0.10230706327844709,0.34158175804721663,-0.6954722785514809,-0.6406912200954586,0.10626186499132255,0.570837365457773,0.025080216851808487,-0.5550949493921501,-0.2909312042666748,0.1988677771507335,-0.5371944608493465,-0.24857484192736723,1.0,0.152214654790428,0.14861143287179207,-0.17496200199554096,0.5425759130970256,-0.6750321889103175,0.5313924616390946,0.022327965821852386,0.10383864019975014,0.5704675551018269,0.11882218242133062,0.22334788268208572,0.5071222790075671,-0.5440126352798287,0.45374203039479616,0.07898350326649496,-0.083545205738452,-0.2053856835526596,0.30204863962343476,0.5801366457179066,0.3690493482421779,0.43039849942328007,-0.6509271425991593,0.7822638349289314,0.2289763868237519,0.8512513959455981,-0.01720129048695155,0.11094643008706792,0.1667568629925758,0.19772408233387556,0.20031972148343596,0.6614617446447533,0.09302504432404274,0.20113955204490727,-0.09640606268594457,-0.29055077975437194,-0.41992384782901254,0.5368826487708224,0.19399589488630695,0.4545836045601743,0.44008283266604953,-0.24874298458993646,-0.6169908928199955,0.39057276614335024,-0.33896094065769966,-0.287079074118088,-0.7204640386020809,-0.6377772315773487,-0.3918438278464169
Thal_LP_L,0.3204353243592148,0.054164470384191823,0.4053884154069219,-0.1699684860300638,-0.2217081220538701,0.2004415740801375,0.2495359289005249,0.2949478772286265,0.012747734555548822,0.22687927418925105,0.14027976061039193,0.12611468653227437,0.3761736055401694,0.45361048135493603,0.384196851357132,0.3430805403783359,-0.20965802408092557,0.10355832563748812,-0.022207096173554097,-0.08151802778626022,0.4101135602569124,0.054609547315972846,0.06107486080750672,0.2830863327290681,0.2997181730682632,0.10154410166250281,0.152214654790428,1.0,0.382354044311079,0.39783323888133604,0.510089656913372,0.03957888747463623,0.3558083876754748,0.22804339383360972,0.38631072180978293,0.4767553614445789,0.18836596486790036,0.261615164609119,0.27453774170031536,0.26297333474703677,0.48246876397409677,0.26248398627608116,0.34304540723171756,0.39655302128802794,0.2821446150195653,0.24488118035726433,0.4300144599719195,0.27750251870725023,-0.04894163909756782,0.269453348751713,0.21131980948087697,0.19629916217112023,0.5329507916748325,0.4439306600744998,0.37736803946020897,0.4049443312429171,0.516308367618614,-0.1352539164280364,0.44918450709490493,0.40896517344856964,-0.00023254688739913148,0.29205916813864996,0.28737974381457015,0.18970826125380097,0.31649236443713447,-0.0904707796456121,0.22880447392066738,0.29747536158887405,0.2471457712278819,0.31302111056410525,0.2839498066435713,0.1856922718989966,-0.10571053831999758,-0.04688550948085428,0.41743717371099165
