,Frontal_Med_Orb_R,Cingulate_Mid_L,Thal_MDl_R,Cerebellum_7b_R,Putamen_L,Rolandic_Oper_R,ACC_pre_L,Red_N_L,Red_N_R,Occipital_Mid_L,Thal_PuI_R,Cerebellum_10_R,Thal_MDm_L,Rolandic_Oper_L,Cerebellum_Crus1_L,Frontal_Inf_Orb_2_R,Thal_LP_R,Frontal_Sup_2_L,Temporal_Sup_R,Putamen_R,Cerebellum_9_L,Frontal_Med_Orb_L,Thal_LGN_R,Thal_PuM_R,Thal_LGN_L,Frontal_Inf_Orb_2_L,Temporal_Mid_R,Insula_R,Thal_MGN_R,Thal_LP_L,Temporal_Pole_Mid_L,Paracentral_Lobule_L,Thal_AV_L,Thal_VL_L,Thal_VA_R,Occipital_Inf_L,Vermis_7,Parietal_Sup_L,Thal_PuM_L,Angular_R,Cuneus_R,Cingulate_Mid_R,Olfactory_L,Vermis_1_2,Amygdala_R
Thal_PuI_R,0.7444209462463428,0.09847611979462609,0.6482659575769475,-0.7042420402251607,0.6149825443353654,0.05749906288245094,0.6860529294621933,-0.070730663896381,-0.10487430804487145,-0.4485688578896558,1.0,0.3305756457588676,-0.027424510033279927,0.021124130652739496,-0.7542778442508001,0.3666888554983215,0.03076242281173198,0.0009262201961488806,-0.4946309238693229,0.463714614427792,-0.6974109677879639,0.7572073679484798,0.468052137071668,0.47592447516008235,0.2645451579251101,0.5199535456984068,-0.544000693891984,-0.016503505718462742,0.6350594687548986,-0.049264190077728455,-0.499017667964247,-0.09244859311041163,-0.220057440955704,-0.5020656621304437,0.42869438537024246,-0.6584033151076365,-0.5284394219353225,-0.20254439155286236,0.7195287732836607,-0.3935659367181098,-0.5221145796018404,0.15570681656773352,-0.05461769685048675,-0.6723333266964014,0.6581691302830441
Cerebellum_10_R,0.4485014448631395,0.27275182975303236,0.3736532150445258,0.07627412003315216,0.5963008032385472,0.21759621596749718,0.33417867710012233,-0.11551697529889474,-0.2784680567010064,-0.2766131691979365,0.3305756457588676,1.0,0.37816599727790584,0.09406759702219579,-0.19141524406567426,0.2833058418472595,0.19572157682668354,0.27417135235100715,0.11819671297327947,0.646098129113458,0.08986402772500877,0.39384859689409996,-0.21500955565714375,0.2318958177883745,0.025274072350392963,0.20380165180821483,0.33316279898382334,0.3033315115978024,-0.08864126129201277,0.4360407226143803,0.2588229499429131,-0.49485123168590817,-0.005096627495585954,-0.07676294369106436,0.621334848361558,0.12113185804384313,0.30850006838723915,-0.2768023503253352,0.5696987055487661,-0.5581778943630555,-0.3796415890838521,0.1962055568554147,0.0413514639792904,-0.32293549966932084,0.34364416394755104
Thal_MDm_L,-0.015747352631854145,0.5074136904330204,0.13058651676879018,0.11038145917600803,0.3865466134047297,0.3794049347393572,0.21817568913648222,0.3178412869684584,0.22529066117579827,-0.11718518527676647,-0.027424510033279927,0.37816599727790584,1.0,0.4764233390957178,0.23940348548311363,0.176440443179342,0.3538017157541043,0.5219509025554502,0.28463930470722304,0.35935385609618703,0.19086388557917525,-0.0919173879944673,0.14404619895898707,0.4075841051229692,-0.027720303374040085,0.07827169080296363,0.16035112414319458,0.4363370790333023,-0.10871779147780503,0.5659586138811872,0.19232264152482495,0.10166776238516394,-0.0034257626106906853,0.3638160738902668,0.23926280861094557,0.10763345226521047,0.22488379278720239,-0.1239157936736349,0.2987095806915853,0.09015388302551174,-0.023786777052434146,0.5009595322397398,0.1941921112535983,0.21972670292623045,0.2717167267615406
Rolandic_Oper_L,-0.1995150204728777,0.8358283457870294,-0.11673834026077419,0.08954232673024351,0.3850118478421124,0.6827938491894281,0.1884683040108738,0.529299943648703,0.48822823434078494,0.019341088709787305,0.021124130652739496,0.09406759702219579,0.4764233390957178,1.0,0.2980359422061281,0.4339341438269651,0.541788273871813,0.7192606276915258,0.41488028787626907,0.2514246292253165,0.18433629623619732,-0.18340176564873478,0.24526314568763113,0.5471562448758001,0.00707023775159161,0.27255500205161887,0.08407952586873206,0.6745221139447768,0.04924692015644362,0.4300144599719195,0.06240102904394516,0.43306980485115615,0.1360384754494078,0.38038981699586977,-0.06999305979297973,0.013785986147587016,0.07206857489966126,0.005907244044161421,0.16432063066312952,0.2077337863546279,-0.01378276943640683,0.7712609339836253,0.30698457404683704,0.45128331972322777,0.2271252783077398
Cerebellum_Crus1_L,-0.6716828989236856,0.2691169553735289,-0.6236133059138886,0.7519124884205605,-0.30436407391335646,0.2311539614737051,-0.44375991259444386,0.200802049176154,0.19455887920941925,0.2497726552175441,-0.7542778442508001,-0.19141524406567426,0.23940348548311363,0.2980359422061281,1.0,-0.08741894461119498,0.25684744232374807,0.28279555164931086,0.6223638420352969,-0.15615892613876559,0.8542103208376621,-0.6720548260585508,-0.40656707080859794,-0.0951606028467014,-0.16141610655889876,-0.28355125276023174,0.5486577429638411,0.3647999051288297,-0.6978301126855649,0.24488118035726433,0.6620469535000151,0.12181202195510862,0.19599815541796425,0.5362508999350144,-0.24685067229472898,0.6398105542420669,0.6909301260105832,0.0035170468392448943,-0.46868560849445345,0.32990434092425486,0.355901843999631,0.20540732759730765,0.20562219075630922,0.888511088571289,-0.4985756154752438
Frontal_Inf_Orb_2_R,0.3074089949892783,0.5538342476001549,0.47228124995721665,0.03575928097621191,0.7193849868513985,0.7141633579364519,0.5077298513031175,-0.049380643507411164,-0.0047755308557818205,-0.23649978516094278,0.3666888554983215,0.2833058418472595,0.176440443179342,0.4339341438269651,-0.08741894461119498,1.0,0.5436939217829688,0.3818767262825666,0.3130999257299535,0.5345811584293425,-0.06110073251171648,0.25623114641954264,0.19478504377779024,0.3253465422013741,0.47905391459017305,0.6152533098031814,0.11752901315412698,0.5524629087798728,0.05461071267182466,0.17748113961619244,-0.07299387216731387,-0.05768453519607153,-0.17475367514702347,-0.31478227654411334,0.5395439634848886,0.03131460596343929,-0.03517582053654363,-0.12642434397370642,0.3920190715251977,-0.28253063645125587,-0.26451691219980095,0.666419613026742,-0.25778892886281146,-0.09993911132153341,0.5617878393211786
Thal_LP_R,-0.16365985863697208,0.5838619373048451,0.07208579883295888,0.1413328154362018,0.4112132728229529,0.5509107595437364,0.13488361948972102,0.4090685506319477,0.3507492855018897,-0.0942271862700086,0.03076242281173198,0.19572157682668354,0.3538017157541043,0.541788273871813,0.25684744232374807,0.5436939217829688,1.0,0.4880761539949491,0.4603453424941855,0.1876549379521628,0.16740115974438835,-0.19466882448510778,0.21223722408760348,0.563365694941856,0.213602238727089,0.1768671044305308,0.19255803516354922,0.40505947838988754,-0.024851346278427788,0.4101135602569124,0.031960951228257706,0.2563790328011142,0.02068837477077906,0.04736689339528916,0.2026825081391986,0.13664384626612366,0.12229959668688442,0.0058093121440948225,0.2018329424173368,0.05770837012379575,-0.019274223188766013,0.6142959286958579,-0.11722088839991947,0.30504158398553916,0.35773977457518213
Frontal_Sup_2_L,-0.15337875896929112,0.8049320364950346,-0.020170351877421232,0.288793616860006,0.368830256906696,0.5958654542417388,0.25426180800622533,0.4789162369748698,0.3894331237804052,0.19308712462268013,0.0009262201961488806,0.27417135235100715,0.5219509025554502,0.7192606276915258,0.28279555164931086,0.3818767262825666,0.4880761539949491,1.0,0.4811592491938177,0.2931177856995325,0.21863127247166697,-0.19424899761173725,0.13003135250241374,0.4816930868278724,-0.0006045660177715431,0.15427666980026286,0.30486523212913635,0.531652091479787,-0.08188650963837109,0.48246876397409677,0.06027507357415691,0.30188625296416566,0.1176041293526558,0.3520121145523536,0.09085122586273,0.23412245543477497,0.11040752601378315,0.1937243915732014,0.1478682731784421,0.17638987249613888,0.12309849465907062,0.7160204941453484,0.10994276542544117,0.35497350451897886,0.3120565202686262
Temporal_Sup_R,-0.4704927003240329,0.38886449138177104,-0.35005919404101543,0.7113134929019526,-0.021079088341423493,0.610152368032818,-0.256685851434857,0.1777757625815686,0.16216768063372375,0.4394848345522236,-0.4946309238693229,0.11819671297327947,0.28463930470722304,0.41488028787626907,0.6223638420352969,0.3130999257299535,0.4603453424941855,0.4811592491938177,1.0,-0.022276990657006928,0.6304638405434381,-0.5317037719433602,-0.32226739232559276,0.09208217521064573,0.014552790133460097,-0.16492244920366533,0.7940523429613688,0.6228175326538463,-0.4335623891161146,0.36162083138494455,0.3986907300226522,0.14511526638213582,0.16955514045569967,0.46261048039973945,-0.04745552001075079,0.6554908699125518,0.4967614093697631,0.27868408248938237,-0.3301063160883917,0.3270853385738391,0.47281964307089125,0.46824870219581727,0.02455559508972586,0.6049909984291529,-0.23803982083535863
Putamen_R,0.6324838952328171,0.45728944063128557,0.46710997814082816,0.0480814312239258,0.8412076421119012,0.41375865101569553,0.683321688280157,-0.29399894673854254,-0.3487834330094453,-0.40433232981986256,0.463714614427792,0.646098129113458,0.35935385609618703,0.2514246292253165,-0.15615892613876559,0.5345811584293425,0.1876549379521628,0.2931177856995325,-0.022276990657006928,1.0,0.08322506038324805,0.5839373050078728,-0.15458102946430638,0.24678369436528538,0.3700216620982636,0.5214207056355348,0.11853854885318174,0.4436384143889471,-0.08027720999610828,0.3519998142532817,0.26276512742447294,-0.5596290541291209,-0.2128472455441578,-0.17159432443298747,0.7798186487996431,0.08768911136347297,0.2537605761647776,-0.42869312056708275,0.7183193805605875,-0.6802536598006541,-0.5645789315529218,0.37716774402621495,-0.0028846114547634795,-0.27737020618132385,0.4678007464681759
Cerebellum_9_L,-0.48589054493330125,0.20626564674392933,-0.5388301291032456,0.8897176101094041,-0.16077226203045808,0.20075021057097203,-0.3509733478548256,-0.07537217125372585,-0.09849951494239882,0.17482492550484544,-0.6974109677879639,0.08986402772500877,0.19086388557917525,0.18433629623619732,0.8542103208376621,-0.06110073251171648,0.16740115974438835,0.21863127247166697,0.6304638405434381,0.08322506038324805,1.0,-0.47881380159245446,-0.7236305032431941,-0.20806929249540992,-0.06519943689323496,-0.22217239496100294,0.7556038610884487,0.39727320793853016,-0.7700591486883522,0.30988898390368685,0.8689069479662422,-0.2831971692899001,0.1594068772035183,0.47994425246355304,0.01573468994060567,0.7528208272554366,0.9141088534921109,-0.15431660178689366,-0.3387821449834653,-0.03198052465081776,0.1602330721058211,0.08442362202475698,0.16997107586138896,0.6993113488765879,-0.5482858849201356
Frontal_Med_Orb_L,0.9527677964241257,-0.09327821317212132,0.6188781996554535,-0.5360987066691517,0.542268981842148,-0.11237325530280982,0.7327577277613385,-0.40536758980877485,-0.3869144128154633,-0.4897551434887512,0.7572073679484798,0.39384859689409996,-0.0919173879944673,-0.18340176564873478,-0.6720548260585508,0.25623114641954264,-0.19466882448510778,-0.19424899761173725,-0.5317037719433602,0.5839373050078728,-0.47881380159245446,1.0,0.049840776889729266,0.12429916429937916,0.2786444161044242,0.5472463790786617,-0.35109935155029975,-0.0680508946492441,0.36394435279741805,-0.20965802408092557,-0.15069455120665187,-0.4952218683742789,-0.12706456225407106,-0.44718267952358853,0.5791639247125656,-0.4718410358779323,-0.23838703811385387,-0.45669871190384487,0.6581771075874299,-0.6600567609689292,-0.6679776589072347,-0.1023574100650802,0.059532840163215105,-0.7501404160238357,0.4496784738449553
Thal_LGN_R,0.07641215258851829,0.2322036811642302,0.32546115438620604,-0.7026388544978129,0.19842342611574726,0.11822199527256755,0.2248855446850774,0.4956215965459297,0.5206977087591775,-0.1535511023972463,0.468052137071668,-0.21500955565714375,0.14404619895898707,0.24526314568763113,-0.40656707080859794,0.19478504377779024,0.21223722408760348,0.13003135250241374,-0.32226739232559276,-0.15458102946430638,-0.7236305032431941,0.049840776889729266,1.0,0.5043620151502006,0.05956457772100625,0.15667210320567765,-0.7176242137465564,-0.10658883745176964,0.644914487815204,0.020913475927499262,-0.7560402994809342,0.6671466479190511,-0.22468315397573388,-0.2360805731407329,-0.1698957541335886,-0.6319545982115415,-0.8104681030951605,0.2275423128783107,0.24423500929202224,0.3644324036015268,0.025819069663231397,0.3369994568430363,-0.12088528663036303,-0.180117293904012,0.5537650772403412
Thal_PuM_R,0.09999806733902299,0.5709533033662028,0.13179447913169337,-0.30000085838470186,0.4624445045283568,0.3861648251776783,0.34642423228678076,0.5558550706268517,0.47503736628509585,-0.19243506465968999,0.47592447516008235,0.2318958177883745,0.4075841051229692,0.5471562448758001,-0.0951606028467014,0.3253465422013741,0.563365694941856,0.4816930868278724,0.09208217521064573,0.24678369436528538,-0.20806929249540992,0.12429916429937916,0.5043620151502006,1.0,0.08278245802479582,0.27443921867398124,-0.2323717308860278,0.3218877467333735,0.38606489251248255,0.34304540723171756,-0.23006255604287698,0.35591676134356687,0.004769792439090235,0.07799460068316592,0.10570558317333756,-0.31278653401470585,-0.21943322379675553,-0.01922453689349425,0.5298244404040527,0.115576790477287,-0.15770444281586177,0.5538523307541571,0.14427044208260162,0.07239704631138229,0.518877736443393
Thal_LGN_L,0.27399234923929017,0.09354058079176775,0.3923809816677361,-0.0006489072337856547,0.4123446472585825,0.18883596350007056,0.49609313697053564,-0.19196927376761602,-0.05714779497916267,-0.09846429627968563,0.2645451579251101,0.025274072350392963,-0.027720303374040085,0.00707023775159161,-0.16141610655889876,0.47905391459017305,0.213602238727089,-0.0006045660177715431,0.014552790133460097,0.3700216620982636,-0.06519943689323496,0.2786444161044242,0.05956457772100625,0.08278245802479582,1.0,0.3686123045764397,-0.058190637977536826,0.11136996847213021,0.11554726859075005,-0.061145678846742255,-0.13669159917513393,-0.17728566560644904,-0.29082964412494455,-0.20542317218020573,0.4153701217294685,-0.04112865257604399,-0.06628693877116755,-0.15265116635814616,0.3391403500844647,-0.2910107592705444,-0.2416770787065722,0.20551752173575566,-0.14485922966350387,-0.1583949038016919,0.36889466292502754
Frontal_Inf_Orb_2_L,0.500120155445104,0.2623865376877439,0.4053975915123455,-0.2893594936430604,0.5968125163203752,0.30175871386748765,0.6325323889025807,-0.14090726562184896,-0.053114654986024815,-0.36426122268504907,0.5199535456984068,0.20380165180821483,0.07827169080296363,0.27255500205161887,-0.28355125276023174,0.6152533098031814,0.1768671044305308,0.15427666980026286,-0.16492244920366533,0.5214207056355348,-0.22217239496100294,0.5472463790786617,0.15667210320567765,0.27443921867398124,0.3686123045764397,1.0,-0.25561669894594397,0.37161512090091725,0.19964794253202298,0.06107486080750672,-0.11058512773731156,-0.14817145844657037,-0.03406257581142301,-0.17237445023016515,0.3830544785933604,-0.274861691060222,-0.1299320055817139,-0.36909571741434827,0.5158534212120212,-0.32821871774237715,-0.45795353880397677,0.30711709165425705,0.1502823569516471,-0.2586673099321142,0.4506402269176468
Temporal_Mid_R,-0.28551553946185115,0.11478115763221017,-0.2610217107631508,0.8724342352378667,-0.06826042415859236,0.2883425901696044,-0.2949108622365294,-0.15554599552993872,-0.20385032192383098,0.39906106685920467,-0.544000693891984,0.33316279898382334,0.16035112414319458,0.08407952586873206,0.5486577429638411,0.11752901315412698,0.19255803516354922,0.30486523212913635,0.7940523429613688,0.11853854885318174,0.7556038610884487,-0.35109935155029975,-0.7176242137465564,-0.2323717308860278,-0.058190637977536826,-0.25561669894594397,1.0,0.38637099509845574,-0.6495159361515215,0.2821446150195653,0.6390999748486272,-0.3401123747254142,0.21370791696871627,0.3253588791368887,0.19144643700588482,0.827734056533743,0.7399067701641441,0.16660662718385472,-0.3281285420933973,-0.08029911899025381,0.3210213224544322,0.0693061007170484,-0.04085102107925638,0.36291141938853855,-0.337122254572344
Insula_R,-0.040938931135018064,0.6312348053748059,-0.10823136381916645,0.32352412334900377,0.3986479038663571,0.7874615824548785,0.24259141621193767,0.07324184692437498,0.06942575672765887,0.06950080301649833,-0.016503505718462742,0.3033315115978024,0.4363370790333023,0.6745221139447768,0.3647999051288297,0.5524629087798728,0.40505947838988754,0.531652091479787,0.6228175326538463,0.4436384143889471,0.39727320793853016,-0.0680508946492441,-0.10658883745176964,0.3218877467333735,0.11136996847213021,0.37161512090091725,0.38637099509845574,1.0,-0.20338942451162803,0.40896517344856964,0.3669121492279339,0.020659216212290242,0.0701608016800535,0.4243059324147843,0.13001911357457732,0.314169841309936,0.3758369173959242,-0.07252674952387911,0.14192939312123645,0.04485254121304258,0.04430963930509411,0.6719189582319174,0.3179568371764288,0.39397958826081875,-0.001489494611400959
Thal_MGN_R,0.31599196616728703,-0.05693514210795558,0.4299599469604024,-0.7757822318878437,0.16737745853681976,-0.08068872518287927,0.3127264324125271,0.2157241748774622,0.2482571803581532,-0.054507014324811615,0.6350594687548986,-0.08864126129201277,-0.10871779147780503,0.04924692015644362,-0.6978301126855649,0.05461071267182466,-0.024851346278427788,-0.08188650963837109,-0.4335623891161146,-0.08027720999610828,-0.7700591486883522,0.36394435279741805,0.644914487815204,0.38606489251248255,0.11554726859075005,0.19964794253202298,-0.6495159361515215,-0.20338942451162803,1.0,-0.2217081220538701,-0.7486381954346828,0.3565689947761657,-0.24150095739615107,-0.29197259409525117,-0.11989442481179549,-0.735537443175507,-0.7683530721946759,0.19118527590407652,0.3246213375318132,0.07298404577738761,-0.10714012482007786,0.0343714411260026,0.053690143071752315,-0.46133427901063384,0.4134859311804522
Thal_LP_L,-0.10571053831999758,0.516308367618614,-0.04894163909756782,0.2688985771896046,0.4066015795527942,0.38631072180978293,0.06864291975713195,0.27750251870725023,0.12611468653227437,-0.1352539164280364,-0.049264190077728455,0.4360407226143803,0.5659586138811872,0.4300144599719195,0.24488118035726433,0.17748113961619244,0.4101135602569124,0.48246876397409677,0.36162083138494455,0.3519998142532817,0.30988898390368685,-0.20965802408092557,0.020913475927499262,0.34304540723171756,-0.061145678846742255,0.06107486080750672,0.2821446150195653,0.40896517344856964,-0.2217081220538701,1.0,0.279043955121916,-0.0031327518715043062,-0.03556732829493928,0.2512161624455151,0.2471457712278819,0.22880447392066738,0.2830863327290681,-0.0904707796456121,0.26297333474703677,-0.031101179897011916,-0.06933328281618265,0.44918450709490493,0.022654394951416648,0.2644522900526169,0.16879393218354788
