,Frontal_Mid_2_R,Postcentral_R,Frontal_Inf_Oper_R,Cerebellum_Crus1_R,Insula_L,Cerebellum_9_L,Thal_IL_L,ACC_sub_L,Frontal_Inf_Orb_2_L,Cerebellum_8_R,OFCmed_L,ACC_sup_R,Temporal_Mid_L,Amygdala_L,Cerebellum_8_L,Parietal_Sup_L,Rolandic_Oper_R,Thal_AV_R,SN_pc_R,Occipital_Inf_L,Red_N_L,Thal_LP_L,Thal_LGN_L,ParaHippocampal_L,OFClat_R,Temporal_Inf_R,Amygdala_R,Thal_PuI_R,ACC_pre_R,Cuneus_R,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Lingual_L,Parietal_Sup_R,Vermis_10,Cerebellum_4_5_L,Cerebellum_Crus2_R,Cerebellum_7b_L,OFCpost_R,Thal_VL_R,Thal_PuL_R,Olfactory_L,Red_N_R,Paracentral_Lobule_L,Parietal_Inf_R,SupraMarginal_R,Precentral_L,Frontal_Inf_Oper_L,Pallidum_L,Cuneus_L,Cingulate_Post_L,SN_pc_L,VTA_R,Raphe_D,Cerebellum_Crus1_L,Supp_Motor_Area_R,Insula_R,OFCmed_R,Occipital_Sup_L,Temporal_Sup_L,Caudate_L,Cerebellum_9_R,Frontal_Sup_Medial_L,Occipital_Sup_R,Thal_MDl_R,Thal_MGN_L,Thal_LP_R,Calcarine_R,Hippocampus_L,Thal_MDl_L,Occipital_Mid_R,Lingual_R,Precentral_R,Frontal_Sup_2_L,Cerebellum_6_L,Thal_PuI_L,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_R,Thal_MDm_R,Raphe_M,Thal_VPL_L,Cingulate_Mid_L,Frontal_Sup_2_R,OFClat_L,Vermis_9,Cerebellum_10_R,Thal_PuA_L,Frontal_Mid_2_L,Thal_VA_R,Fusiform_L,Rectus_R,Occipital_Mid_L,Thal_VA_L,Cerebellum_3_R,Thal_AV_L,Thal_PuM_L,Frontal_Sup_Medial_R,Rectus_L,Angular_R,Fusiform_R,Thal_LGN_R,OFCant_L,Temporal_Pole_Mid_L,Frontal_Med_Orb_R,Temporal_Mid_R,Parietal_Inf_L,Pallidum_R,Angular_L,VTA_L,ParaHippocampal_R,SN_pr_L,Thal_PuL_L,Vermis_6,Precuneus_R,Cerebellum_4_5_R,Heschl_L,Postcentral_L,Temporal_Sup_R,Cingulate_Post_R,Temporal_Inf_L,ACC_sub_R,SN_pr_R,Cerebellum_6_R,Precuneus_L,Cerebellum_7b_R,Vermis_3,Frontal_Med_Orb_L,OFCpost_L,Thal_PuA_R,Paracentral_Lobule_R
Frontal_Mid_2_R,1.0,0.8200424592840785,0.7625384125511764,-0.24136149523716535,0.19613967985304515,-0.3397725856818799,0.15274011887596295,0.2657084514093496,0.1753957147030529,-0.33922054931963835,-0.0337311597193591,0.49066089054187484,-0.17266407527076771,0.35858706815959496,-0.16239682999364727,0.13691406466562192,0.5146622858600568,0.011508171182496744,0.16384393777024317,-0.3701195810576477,0.5787635416194219,0.16424247366440708,0.06521588630098464,0.30141921653902426,-0.07301873114542126,-0.5029795170664767,0.4134704563972879,0.29481930683910923,0.47227104083815735,0.10358193048736965,-0.51651292912832,0.6757542846755431,-0.25880522352840885,0.22142369366725953,0.5883308626655995,0.26415099544322823,-0.3087215344083664,0.06508968998534792,-0.38124030043559093,-0.15568318407355858,-0.04029813544460661,-0.008110519142356644,0.5510910478015689,0.7185440282248511,0.5843042539281045,0.74408683040015,0.2351196429388931,0.14899737959418816,0.1149381840102481,-0.05786935875771907,-0.020781380428899834,0.5634087517804076,-0.40575781971377883,-0.0580995335941212,-0.011115480570994892,0.6680836821468461,0.28940695686766305,-0.11674824244736602,-0.09329296649722343,0.09098911619953824,0.06924654673620134,-0.3306779931581286,0.39509560838103186,-0.03013815184505481,0.06443543944508887,0.01751829593089016,0.5114922285014835,-0.14306309570271047,0.40162021884817384,0.010123437192780433,-0.14947006118244743,-0.2315146602571892,0.8515135201136167,0.38295768991156764,-0.2465093093571191,0.14440612672332967,-0.25264380000436,0.3920253184470859,0.03528869345860097,0.061521760902410585,-0.01342598712640031,0.532778741754829,0.946540409389561,0.41293361421612984,-0.1848785546406543,-0.14030142298083603,0.05284064503735619,0.28054182560570745,-0.16998874866682803,0.06644793688481358,0.05383796140687117,-0.11523776611276929,-0.2294130476363096,0.19918641210283963,-0.09103802824068336,0.2160232805952938,0.5909453606011318,0.18224843151937611,0.48925678327727645,-0.33684686097315664,0.7386696558446677,0.16992204833678737,-0.4619754215998666,-0.11504253503898558,-0.39679244805322406,0.2651199366604482,0.35105459396973115,0.08139848847760055,-0.4406671028616565,-0.061299835597068364,0.32544342845845153,-0.2798849989427674,-0.36806006042621836,0.6546390338079264,0.42169537272584473,0.028414216761316183,0.3039194688156518,0.15027923355047076,-0.12226583039961943,0.3172953652017196,0.1621977632912442,0.1635278722503718,-0.43507084636746923,0.5572603796776696,-0.3949133633543109,0.29855816747334457,-0.13675549888164054,-0.0065033412351270855,0.12024829841777103,0.7269599393697994
Postcentral_R,0.8200424592840785,1.0,0.4866470401925596,-0.26670974600726627,-0.12036236223031586,-0.4675376132436829,0.14544977440673376,0.23130365047574034,0.006504149873392989,-0.4796326112200848,-0.1706835846143128,0.37338637622373,-0.17467750889822792,0.1843834539080636,-0.3601669154627198,0.25266202552709116,0.1805134772962917,0.21323390815303334,0.08111884510043028,-0.528754689076755,0.614175472645344,-0.0995444656694634,-0.10850719807049365,0.14788588999581118,-0.4986760368735242,-0.7823067897206107,0.168655634425071,0.15841209366340123,0.1421519130751265,0.27194610521231205,-0.76933334066528,0.27029652816314076,-0.38357118880644775,0.25679587281413396,0.4874439659425211,-0.052257765184634264,-0.4311457972268902,-0.02445014115340151,-0.7212414359226809,-0.04766117914063989,-0.3047725134453326,0.11392337682553731,0.6363051383001674,0.8872841629715686,0.8914299739622203,0.9142972329798456,0.2272354822486586,0.022939832735841024,-0.1860157594021847,-0.11177256693132001,-0.40149669566216833,0.6644248868288546,-0.48741287061360244,-0.018126427498075443,-0.085030658778524,0.6901548903452284,-0.00423664327516731,-0.36978049310784017,-0.08051456340443537,0.04909233497904521,-0.16824114769681714,-0.46291020768163305,0.07321280435199097,0.05143109717274649,-0.12086285172423533,0.032251023556596474,0.16872094420558767,-0.15818302402707804,0.21003598625076972,0.030992038164764955,-0.19731308867129924,-0.35212243719780123,0.9743355596977455,0.09301636267636798,-0.3518702853279703,0.03907405875496009,-0.4820396102536917,-0.009647130316892912,-0.17873731755431452,-0.11887168581181429,-0.3011988061966498,0.2079440297572862,0.8031405158976859,0.19545216991690456,-0.22800036459052317,-0.490195088794683,-0.264992829355579,-0.02824826017682177,-0.5349964114147373,-0.10570903662680937,-0.04461292946820907,0.05154926900433374,-0.39000270514940794,-0.08536626101406014,-0.03751097099648796,-0.07431339894382694,0.21366729719620378,0.07187604037011078,0.7094211970728149,-0.6706178701971048,0.7743662917846783,-0.06346304932870606,-0.6044917589224922,-0.24707063122122316,-0.614778698759191,0.4425940262734359,-0.0335845432055123,0.2476714268714526,-0.6365155283353153,-0.33920867565161583,0.3638977209905314,-0.4581322026939525,-0.4509088655573121,0.7684720512719521,0.16422545623675636,-0.14192752683414928,0.4067906655303082,-0.0883493289232233,-0.41335275300931984,0.30286971587281325,-0.2102984817789286,0.049408213692481245,-0.5829659133514832,0.8136614250291828,-0.5604299731995023,-0.01950842072650544,-0.2185610863591287,-0.2637494384913995,-0.31011940375086294,0.9045666448015888
Frontal_Inf_Oper_R,0.7625384125511764,0.4866470401925596,1.0,-0.21674913523484793,0.41639115319743314,-0.2426438249203975,0.0842435696097839,0.21562365210390788,0.3051959626849635,-0.2020244842990413,0.13045480420858074,0.47423496440533824,-0.14311939078986427,0.3759532332377999,-0.0950485938108713,-0.05914696330538239,0.695302447892309,-0.23405340473928668,0.11016421405883971,-0.21739358667267394,0.21783056842329285,0.23034720800374034,0.18315280078732304,0.34268636057311613,0.2930612522972587,-0.23095591520092745,0.4242122842415448,0.3789350987930905,0.55630936881888,-0.11748826292083644,-0.20700061236870212,0.8129284984832501,-0.16177671626632825,0.11096070879266492,0.3709455226030961,0.3961706450846238,-0.1972385349411846,-0.0630631363815832,-0.05092187832954607,-0.3002504345387277,0.188026201623543,-0.15013631700517302,0.2022813761941592,0.341027944230527,0.24546866651006852,0.3721445260827961,0.08153958940240125,0.19474251955057986,0.25870337104165375,-0.12265773438802528,0.19667389569280888,0.335702874143603,-0.32375386999652017,-0.17973365013780587,-0.08474640877195158,0.3696018450868027,0.5147918331661417,0.13980199352394312,-0.1692709062077356,0.04150422658352901,0.18887520217868473,-0.20247677982133092,0.3465944605790947,-0.10105052342917575,0.25673086251807364,-0.08776015320217319,0.4656818912281016,-0.16591814833400542,0.35846944550947296,-0.13549980059788366,-0.11026759871333867,-0.12912250290251526,0.5478080082720107,0.2978026690879242,-0.2184367837624877,0.22583199875712626,0.039958256383901505,0.662216149176903,-0.03147315113858926,0.20803286943892116,0.11901367516079366,0.5980222862346367,0.6813154637152425,0.4729941420554681,-0.19489126342042237,0.0668719048838428,0.2770370218377618,0.23135054083400944,0.17408257831460858,0.12824466183919828,0.14650293870394493,-0.2850464897416597,0.030397159848648422,0.3777595879486569,-0.19322200704820072,0.3479036567084542,0.5125783510479901,0.27957670728487005,0.11303615903986733,-0.04255859742451168,0.5373360356766582,0.37465844280027805,-0.2377813593848485,0.1556263588914261,-0.19916878312333447,-0.039566813537207875,0.5172154895643334,-0.1919233086273112,-0.20361877188602753,0.2179234859370122,0.13382412987069828,-0.1711256074844072,-0.2939457185087284,0.3082314292493434,0.5043444420744655,0.1765432822982809,0.06621511437811543,0.2308258729404169,0.016480251509821832,0.22103391625929716,0.4013675931263305,0.16443282790178565,-0.28730832081117025,0.17278473160999536,-0.2545835595786506,0.4324040131288376,0.09989921744066722,0.23762125820309304,0.27601908050086754,0.3645154905943159
Cerebellum_Crus1_R,-0.24136149523716535,-0.26670974600726627,-0.21674913523484793,1.0,0.14824760931267442,0.6004286766188499,-0.2476013639929086,-0.5961982434688017,-0.33349395354898986,0.7042875195128774,-0.5208463523695468,-0.06781140596182081,-0.36332035009182256,-0.6027250205967414,0.47441960203768047,0.5048553263256352,0.20121385339011233,0.2937290006522067,0.49993561365587985,0.7556003545086133,-0.058950197716498134,0.04523162347443142,-0.015152502317336822,-0.5835561214029478,0.11182793330581228,0.5604228042135494,-0.40367583178864547,-0.6578156897956285,-0.23213309419640196,0.6708832052581354,0.49692132630719554,0.0648993872570488,0.5001523571454348,0.3991179417015278,-0.06956662594578973,-0.12889390875192885,0.7959968214763455,0.5008986123296668,0.15185676346951185,0.3103808768061605,-0.4464893201052657,-0.05584567500485229,-0.0044025074057648175,0.029248518685631098,-0.3260540908736765,0.02647732770777439,0.5383216484831705,-0.001335922515992843,-0.40675952589828274,0.8033154940675409,0.08399101915259592,-0.08574799818271434,0.14701916151533967,0.4971572970936311,0.6076162620261363,0.1499972991833917,0.20960389757685113,-0.38727200504059656,0.7877029530976167,-0.0048535246323442825,-0.52144234653681,0.5552190855628943,-0.029609734101880596,0.35657049785778244,-0.39382756630049753,-0.18492371206423783,0.007178987501036176,0.7993747438699295,-0.4472538277042185,0.49247270044783825,0.48403206345701955,0.6192333234615707,-0.2833237262402882,0.24838376717757402,0.29289526182434,-0.5272641536039205,-0.21619510590637125,-0.015200969937674695,0.18630490900979083,-0.45557760363526234,0.13432134320337374,-0.0037029073746810137,-0.20005898612239317,-0.17024079459882763,0.47016173487622764,-0.17977265261447525,-0.43408980397894525,0.3698764988284975,-0.1812322843082038,-0.46202863173430797,-0.5672745313167215,0.6767496308961579,-0.3530297314816393,0.23731019429321107,0.06268943745743422,-0.5915453860823171,0.11858067943282748,-0.6048770905946053,0.3475325769710929,0.41859707428931503,-0.43567146052002304,-0.45565803429902185,0.31435163230896873,-0.5470637225615038,0.715896151058849,0.5416850432444277,-0.20377591426807665,0.6348256949549312,0.2461480249051698,-0.17576820411901245,0.25970299885895987,0.04878419109562224,0.6587204628183443,0.12639641643721247,-0.14546911587141306,-0.3108150443363974,0.43287026512593024,0.6719844050978981,0.2357293193197711,-0.7121036811743545,0.2004556383702583,0.3873382654890305,0.6364035518165125,0.07565765583014335,0.8014463390802619,-0.5321245518394813,-0.5849947273886662,-0.40694602560079,0.08616242389593072,-0.09413444842343498
Insula_L,0.19613967985304515,-0.12036236223031586,0.41639115319743314,0.14824760931267442,1.0,0.4368963017010605,0.12883726990889374,0.03890658553629028,0.4678296571102275,0.377365167525249,-0.13088253960319796,0.39141531273358476,0.1820173762081429,0.032618343158374176,0.4681527768010754,-0.2722757124055177,0.6715819511592778,0.043547883643776535,0.37774181797688,0.22506549823380823,0.008274999439461857,0.46456739321670526,0.2611523636852931,0.2257208327960662,0.3970411035255432,0.4083717153933223,0.07738927462438173,-0.0027535163283818756,0.45750684440938555,-0.17836242725367088,0.41633021651797864,0.5503222276666354,0.5227664264769735,-0.3432588364262267,0.32282049425437553,0.6480149373630057,0.3389548388145817,0.3287463972359461,0.45249201210024603,0.2692827125711493,0.1845589796729994,0.2626112579269182,0.01011522172520778,-0.04923971403268517,-0.3435118304606323,-0.07474004460919899,0.23746270124935273,0.6504757237349212,0.47818372977224083,0.2054117036418283,0.5655690700005721,0.1045488260820987,0.2937758987834807,0.35751113633177406,0.3531841755743531,0.20285033100646113,0.8431681690688982,0.1445115181167887,-0.08906542758091766,0.5452042932392653,0.3353035727908815,0.42000698346388377,0.6362448948545827,-0.37123155465634833,0.016370564959268866,-0.057635646222016355,0.4647001047904077,0.37260174288079223,0.4898613810886108,0.2603704654308321,-0.27277125260116464,0.5206162711548407,-0.11742257507816198,0.5748855881758504,0.42614432333031577,0.0705340757086875,0.37125886207821324,0.5896874314771082,0.4601441225626826,0.14572921642975356,0.5311735727153907,0.6407287244995088,0.2787555329246941,0.2981506331874092,0.35358069540488246,0.316782214061113,0.1807483363918395,0.5866408294913671,0.277970156627079,0.3283968833594348,-0.08599524746607161,-0.12163169629694169,0.06524239823381058,0.6749589991134696,0.0979750522150642,0.19816624122763182,0.6168866725696996,-0.1338049834827071,-0.11716247706517124,0.45353357428285057,-0.15947979012349375,0.0375394096492993,0.39776762208309585,6.28486616334253e-05,0.3865452710561283,0.07337337541740645,0.32974084467172815,0.031291919113740574,0.43864199021847045,0.4124451737909181,0.25910916114095395,0.44125317860947094,0.3718265834845761,0.11309200521139501,0.5404532435588943,0.5452538154497643,0.2124017142342763,0.5565735552808398,0.5426197920746284,-0.0183256448788887,0.37055168710078334,0.37726205513782407,0.41790913860903284,-0.08362737698547845,0.3565506568102389,0.31826787700053366,-0.014652028458126971,0.3462527592486782,0.4680799796840412,-0.0364845861114393
Cerebellum_9_L,-0.3397725856818799,-0.4675376132436829,-0.2426438249203975,0.6004286766188499,0.4368963017010605,1.0,0.01143027509005773,-0.5222744673760803,-0.22217239496100294,0.9370624498776488,-0.6054324431154765,-0.2840965831476905,0.25108597140377087,-0.6198161890612589,0.9130868198669598,-0.15431660178689366,0.20075021057097203,0.3966783292146765,0.5296330044716759,0.7528208272554366,-0.07537217125372585,0.30988898390368685,-0.06519943689323496,-0.4812434207336373,0.03589521318897367,0.6936618971602563,-0.5482858849201356,-0.6974109677879639,-0.3446645090816628,0.1602330721058211,0.7953803133099534,-0.05995595091915675,0.9364080890855455,-0.24819932040658116,0.21576352000822768,0.34058416304036043,0.8876059339404591,0.6883236733367294,0.35997854715168265,0.5390610825010242,-0.3317300806180781,0.16997107586138896,-0.09849951494239882,-0.2831971692899001,-0.6155078547862354,-0.25757998114202657,0.30523829871464087,0.183616198582802,0.09844996930537978,0.6729978368262625,0.5464408433171939,-0.16552470055144106,0.5709034723854707,0.7412325861894116,0.8542103208376621,0.06803430121834869,0.39727320793853016,-0.2812148443341672,0.2969890881345305,0.38871438363185856,-0.14456033227202403,0.9778639051378074,0.1685863814606362,-0.25123576723407043,-0.5388301291032456,-0.1719460039733846,0.16740115974438835,0.8263302485030741,-0.22394908495080104,0.5177331162239321,-0.008687250613992621,0.9398265389603723,-0.47881720003686823,0.21863127247166697,0.870325567024458,-0.41162346630385593,0.41400192628157334,-0.06110073251171648,0.4726645836310486,-0.3123631285011128,0.43807818262333925,0.20626564674392933,-0.25791327239395573,-0.27995619672651656,0.8392930391172605,0.08986402772500877,-0.18259998460554147,0.4659123697866866,0.01573468994060567,0.06081635756240095,-0.662023963876317,0.17482492550484544,-0.11292047441444589,0.5343126182286444,0.1594068772035183,-0.3387821449834653,0.08159777202772893,-0.7099359798146805,-0.03198052465081776,0.4658956781891015,-0.7236305032431941,-0.5282694434372067,0.8689069479662422,-0.48589054493330125,0.7556038610884487,0.1742291975340245,-0.23614790556877022,0.342471238374232,0.6753970193648433,-0.07431002785443128,0.3863951902001141,0.5801940799892967,0.9769184269548811,-0.007031533968418846,0.19573938855648745,0.19239723672852685,0.27563817894966325,0.6304638405434381,0.6533353031259926,-0.4099900404735248,-0.03451801238421732,0.46861467273906515,0.9568489640231842,-0.28344153567991603,0.8897176101094041,-0.20394856254615656,-0.47881380159245446,-0.21820852752239567,0.3268840872077518,-0.26047912964127123
Thal_IL_L,0.15274011887596295,0.14544977440673376,0.0842435696097839,-0.2476013639929086,0.12883726990889374,0.01143027509005773,1.0,0.3667899827038644,0.3220270602093106,-0.12332828286195069,0.0199059352579128,0.09752224402045732,0.5301670580999155,0.3458069314308419,0.1347973413247378,-0.44115896087021983,-0.017342114391360644,-0.09641862781786267,-0.18281880530259623,-0.22426611262944027,0.014963426077923876,-0.00023254688739913148,0.3419652382784696,0.34507272776218423,-0.18829001281629756,-0.272470296152895,0.155521891436743,0.11780832132044826,-0.008737132850997672,-0.33935028626357805,-0.11248924151972803,-0.10450929054682083,0.04464730727398981,-0.375666657758376,0.42941171824467966,0.26465571817518835,-0.19438343472020392,0.18821896928150883,-0.12833892232564276,0.19627552443016802,0.1648009215371535,0.22708876034774406,0.09909201445442056,-0.014249089103076436,0.07458074811293629,-0.035678392161289395,-0.22014352616173594,0.25991657272688057,0.3606342442270474,-0.30232632271498483,0.14350770923849412,0.183123051245274,0.20296943164485506,0.23652397608127426,0.09975712991337948,0.09417461285336014,0.04957086478916758,0.16087263785561556,-0.4631069844150649,0.2212383985308024,0.4674882939173967,0.028565017279029048,0.2266560997521024,-0.41096630264427414,0.09975308089776383,-0.20730944010836555,0.04576356101885379,-0.10824175073257504,0.2978396592183248,-0.3825421149257387,-0.41490178200506794,-0.0235267420438223,0.09351137213288788,-0.05995910149942879,0.2528107213021606,0.4221053980137137,0.29228306020095784,0.061743336777369935,0.263874053521828,-0.024416974782781778,0.4051830555087353,0.15162234103782915,0.19808887695638935,0.1355786602754991,0.13467704567600183,-0.06382883904245733,0.37461634512650466,-0.028663411224075716,0.08720717469552339,0.5214976798635268,0.021746144382954316,-0.3226537538507253,0.42853969353890625,0.09559056769968802,-0.31471163761497534,0.3448761256922746,0.09880480346602696,0.033295448462451735,-0.12676547534595667,-0.31565534404412626,0.15560950729059217,-0.021962979092592413,0.035344011753078,0.08567084988230705,-0.4088872926401255,-0.14496691584340685,-0.032500677107446474,-0.2288038773139318,-0.018332267809425734,-0.07802403940699928,-0.06258219154937278,0.05545772231184842,-0.05463150555079316,0.04628192428090282,0.2094666026241534,0.3189273889078468,-0.06114182853231724,-0.31364651178879815,-0.02676424315689133,0.5484381029297386,-0.1950693291109068,-0.1639006182010045,-0.10575274339199017,-0.022461991952455317,-0.17915309301830282,0.2468429537564309,0.19002275976476476,0.2728368227090082,0.0321573630905451,0.16814070268896258
ACC_sub_L,0.2657084514093496,0.23130365047574034,0.21562365210390788,-0.5961982434688017,0.03890658553629028,-0.5222744673760803,0.3667899827038644,1.0,0.46995600875403104,-0.6195544814825539,0.5432985555354953,0.261569745322868,0.36458803777207777,0.7525094074086125,-0.4158096232868118,-0.21008156840404,0.025221243128700725,-0.23819331611440603,-0.33894714272550275,-0.5442182326737313,0.13144963176719102,0.10154410166250281,0.18710202514029664,0.7149688977174866,0.05922181060897688,-0.4401304041873574,0.5855361295792106,0.6506549252675863,0.4400497120269184,-0.409212324708977,-0.5136760576602396,0.02067640095967145,-0.3742868399943154,-0.14849228049564353,0.10861678950642284,0.23053915298774774,-0.6675014823164984,-0.2910900191471018,0.05094789752148995,-0.062313304886979705,0.4888029374842556,0.20058743887496777,0.10324734453360793,0.030176050282575192,0.3058515349073049,-0.00551578533618582,-0.2927856948288222,0.3260670990432872,0.4885106514162676,-0.5870324848771059,0.02241182591591104,0.27168526222184025,-0.16050460449949985,-0.37896473744188813,-0.5209003933269457,-0.02220714655866482,0.01296274278369206,0.5578650873720086,-0.5022949693013183,0.2241785816937343,0.6808072893141455,-0.5437512299921453,0.3159374747182945,-0.12227135645795205,0.40484532096576353,0.1800249310547487,-0.005072885348801005,-0.5695865521869776,0.6973769641016426,-0.4233191105720619,-0.24753833553850144,-0.4696853492682001,0.2119755854870521,0.09712392938527607,-0.24335847255662657,0.6643481350679347,0.1603193937947541,0.12179854680665897,0.08953528787647526,0.5293917686895698,-0.05055141153524695,0.1907530084793642,0.2854701893679389,0.36931835359159965,-0.4450412452319547,0.20192849032024118,0.45025016897137854,-0.12493449909898292,0.23405176101957462,0.5289460600105573,0.6907636906472505,-0.3449794955210399,0.35087691500019846,-0.12707450603309817,-0.15340756282978668,0.6401533095562072,0.19246185651165693,0.6518148773383111,-0.19310602567321714,-0.19426429129759187,0.4612339619778735,0.43907172155474494,-0.3969834814941196,0.5451906687517812,-0.5955335058342218,-0.2618130085577161,0.4058868778486978,-0.38000695610666047,-0.24357410262085302,0.364713963202832,-0.27998264522140304,-0.012234512972299062,-0.5720101267087702,0.04234381833337521,0.2782703374624671,0.4291348658831544,-0.20275425243037637,-0.5169431037477944,-0.14060672704726704,0.7081523747972598,0.05455001982363691,-0.36561170347587624,-0.5576364770133239,0.1309633178121028,-0.6449111571535728,0.4929092611606844,0.5840217056166082,0.6029872981441269,-0.013666156223694364,0.16461359657287294
Frontal_Inf_Orb_2_L,0.1753957147030529,0.006504149873392989,0.3051959626849635,-0.33349395354898986,0.4678296571102275,-0.22217239496100294,0.3220270602093106,0.46995600875403104,1.0,-0.32632334913096317,0.4699423395824208,0.4257400041542408,0.3065759350967239,0.547716868774349,-0.14449090623033667,-0.36909571741434827,0.30175871386748765,-0.3826654738496471,-0.2305931363935051,-0.274861691060222,-0.14090726562184896,0.06107486080750672,0.3686123045764397,0.7110285979772916,0.30666044339233883,-0.06109470684514923,0.4506402269176468,0.5199535456984068,0.4930713681753238,-0.45795353880397677,-0.13123674920477282,0.2571066340654719,-0.09275225224345326,-0.32281784508136246,0.09400893161831969,0.39805548816289427,-0.36507361108166164,-0.12042891451279587,0.2112655399378034,-0.08800451954060039,0.5416582258419146,0.1502823569516471,-0.053114654986024815,-0.14817145844657037,-0.05028626708518226,-0.15926444024496428,-0.3015303918352124,0.38907948505646256,0.45992664216625695,-0.41846824330014426,0.23579536778987278,-0.00625155695661735,-0.0034135401759062393,-0.15895446950971637,-0.28355125276023174,-0.10610343094116081,0.37161512090091725,0.5333251873890166,-0.43955702661128343,0.16283774675213408,0.5905278855361216,-0.24629641368834357,0.4311955213565942,-0.23343705922699284,0.4053975915123455,0.11548179758321969,0.1768671044305308,-0.29798145486678906,0.5364970387869518,-0.3842210794437565,-0.2638371427709316,-0.1651618869258621,-0.03370558220319537,0.15427666980026286,-0.038645889631821286,0.45317707423092474,0.2760591845352951,0.6152533098031814,0.11584941366141004,0.3034135601183067,0.24676573458877735,0.2623865376877439,0.1942799746286463,0.4001378974232682,-0.21072462469733572,0.20380165180821483,0.5042325924027985,0.006086658402483722,0.3830544785933604,0.5279898912148284,0.48741140620751827,-0.36426122268504907,0.46533769751687665,0.16588095721245158,-0.03406257581142301,0.5158534212120212,0.3203508909179653,0.4262756044302014,-0.32821871774237715,0.10494203892362113,0.15667210320567765,0.512177962063455,-0.11058512773731156,0.500120155445104,-0.25561669894594397,-0.3041781088326087,0.3274911746831953,-0.38669053195410585,-0.019614484748136225,0.4648269662068361,-0.16975691484628622,0.0961675553694041,-0.2976582491632741,-0.10377181231547375,0.3185375452913523,0.575789949948661,-0.25290253565052645,-0.16492244920366533,0.13402003591405176,0.4741644080550475,0.16513478419596947,-0.14159191101276666,-0.23807329750060682,-0.08388328482769522,-0.2893594936430604,0.5241143509353712,0.5472463790786617,0.5821103806814748,0.19870284974252855,-0.05936421305395197
Cerebellum_8_R,-0.33922054931963835,-0.4796326112200848,-0.2020244842990413,0.7042875195128774,0.377365167525249,0.9370624498776488,-0.12332828286195069,-0.6195544814825539,-0.32632334913096317,1.0,-0.5941395378410261,-0.29302568056282924,0.047314565539566845,-0.6616812601445826,0.8644775227035704,-0.019753414032902938,0.18490055275056497,0.3831724082523452,0.5629946852105546,0.788647712655222,-0.07976249848438391,0.3063210074211338,-0.11095555585683466,-0.5839917990552361,0.12656592631492072,0.7137181470161895,-0.5451218016970283,-0.7085071872804924,-0.3093464380934529,0.24214092672248433,0.8223614916255054,0.018475378366452418,0.822486684770465,-0.09584150390755582,0.12360193064879656,0.1947334445393308,0.9581531983644384,0.6458070288062484,0.3659379854811018,0.43278944570793637,-0.38373825772433234,0.06594937736501405,-0.11842429140411793,-0.24354271041245087,-0.6128227756068022,-0.22992266277657844,0.40860201880223174,0.09098611995499803,-0.05397480254786856,0.718755885597914,0.4405005887332223,-0.19648484567191696,0.47616993648005035,0.6456411667465114,0.8232682973758175,0.06432039320622947,0.3603045220344409,-0.32931991532741867,0.42687883305216406,0.29244013396399804,-0.27156697793570095,0.9527867523993956,0.10404710326999224,-0.14775999702064554,-0.528193338366476,-0.2217679869669078,0.14087357589236882,0.8309975474729379,-0.2989457058813511,0.5700407479775127,0.08405246670359476,0.8916828224411707,-0.4608158681294105,0.2528912181406994,0.7172150070333327,-0.48269225771647617,0.2999461255177889,-0.03981657709363091,0.3614083892221059,-0.32420150672171333,0.36968767815709463,0.18289637786001264,-0.27477837091362245,-0.23685553216115107,0.7770420537995129,0.0893640560212292,-0.2555281875372906,0.5086237110299929,-0.011499988759166864,-0.14969352874731695,-0.6587978421571407,0.26746842389835135,-0.21220359458734656,0.45176758315672383,0.14455556165418978,-0.3866555578640508,0.10038785897348274,-0.6886544409473315,0.01889296789098774,0.47597516212369906,-0.6802858931270948,-0.48314684141240816,0.8059139961791456,-0.49966431358685315,0.8237212021609601,0.24167399491514402,-0.22257157444564973,0.3919571851018994,0.6217698236182355,-0.11517944986542618,0.3782749045497642,0.4471908554364885,0.9380942141761008,-0.04022456952036789,0.06773732242493664,0.0016020062433886074,0.3149834335239582,0.6929389970193025,0.5474621516412335,-0.5821989872606183,0.10421495113033642,0.5078262278122381,0.9458839553321324,-0.28545999050503884,0.9330751589352841,-0.3156602060296277,-0.5180506224531302,-0.2883280410925142,0.3109883174458185,-0.27312829356993384
