,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R
SN_pr_L,1.0,-0.5162639296414225,-0.23034554444963448,0.4586917357857425,-0.19840067337535539,0.3148715961213539,0.5524229277860548,-0.09106699262655336,-0.010962189346119335,0.6516350379200184,0.17771400059030704,0.3175597044655177,0.18739237128064112,0.5065626066011266,0.477561155634754,-0.21779525732060026,0.40753838698530737,0.014282087828477537,0.22003220435409046,0.612352485742074,0.5042310610254057,-0.052678442271880774,0.25910916114095395,0.6838990079641921,0.2060103490819759,-0.0708858486364733,-0.16368485932517515,0.1774543784160058,0.45780195711527977,0.49948705405307464,0.4236559351232306,-0.5629293159404476,-0.14249511391723843,-0.21668885471314994,0.7078020270014859,0.6280687558466707,0.25970299885895987,0.6243204432574282,-0.420219138632875,0.32544342845845153,0.38229715055962266,0.5347418050989035,-0.16329151346721635,0.6905348948379726,0.289064987023585,0.25019105467011127,-0.5866566861831262,-0.31401385257907194,0.1874309391332594,-0.06258219154937278,0.4095445908174688,0.2559964358116385,0.4774414353196971,-0.6304761532759723,-0.09639306417491442,-0.49212329384186765,0.2925446687518337,-0.37309140982277084,0.3638977209905314,0.3863951902001141,0.40753427360609473,0.7151695564946204,0.247926333914946,-0.39781708263109933,-0.475620231857224
Thal_MDl_R,-0.5162639296414225,1.0,0.23787804716045036,-0.35005919404101543,0.3202404807482833,-0.031151034775778724,-0.5627388434988918,-0.07852373156901037,-0.03953375072006881,-0.23944666246655885,-0.23306870642279645,-0.33264990269150857,0.014298947898254147,-0.24715183983532035,-0.549567711614525,0.6873205414656116,-0.3849520412755227,0.2346262589679703,0.13058651676879018,-0.42138842395769677,-0.6351578682399843,0.47228124995721665,0.016370564959268866,-0.4936378526927357,-0.36223517148751233,0.3123372189493796,0.3736532150445258,-0.15549387329303194,-0.29295929039145585,-0.30921921493484295,-0.5797277236050129,0.7233590517669136,0.048768192735406966,0.5962396570982751,-0.3668341883542347,-0.45018835302398785,-0.39382756630049753,-0.7065725709343957,0.6814401515487464,0.06443543944508887,-0.020170351877421232,-0.6390965457981991,0.3212459315830211,-0.6854654052560957,0.03771763911117222,-0.31678703455448715,0.5520345688851267,0.43938461660574774,-0.053928674102205594,0.09975308089776383,-0.5038678072836776,0.0760359493798959,-0.19495789423990179,0.6842021535353532,0.2766703800382007,0.6805743663819328,-0.4769557207050403,0.7485689768913795,-0.12086285172423533,-0.5388301291032456,-0.5313297623081372,-0.29540308450439645,-0.04894163909756782,0.5031030074140584,0.6631112275396618
OFCpost_R,-0.23034554444963448,0.23787804716045036,1.0,0.30340079389644414,0.2314676508778091,-0.4101585298969278,0.12090988832473347,0.1379724087522329,0.7322825307475039,-0.32948599847420773,0.57245360801228,0.07351826727945479,0.1365114517352542,-0.6750615440612773,0.17346319270063393,0.18848967266898825,0.15770586262554792,0.022458379266947423,0.3267945681606863,-0.1711896658858844,-0.047463885813262115,0.3411415041521948,0.45249201210024603,-0.3249688352238246,0.5196900549012972,0.5576025262632225,0.6975248716016964,-0.25986865065202014,-0.5860200399630503,-0.657518449478039,0.3297780317240716,0.4635546211741219,-0.08190864977767921,0.1999872491416849,-0.4624086207934441,0.1066630259623482,0.15185676346951185,-0.23832273165813592,0.156128021937811,-0.38124030043559093,0.26032202535877796,0.06994007811372005,-0.04038968446782299,-0.17666962994472943,0.28123873171356306,0.04896108524628433,0.3521914961402598,0.41638432068868364,-0.7354126263406021,-0.12833892232564276,0.3650855911153397,0.2536556156895743,-0.36302626497711427,0.4209254457379628,0.5110203465705765,0.25822669411908006,0.45901871494346635,0.16079550517726116,-0.7212414359226809,0.35997854715168265,0.4048089595780833,0.13016507323706342,0.39783323888133604,0.06924127128529924,0.2684387720698017
Temporal_Sup_R,0.4586917357857425,-0.35005919404101543,0.30340079389644414,1.0,0.015130263059645734,-0.04003496414561913,0.744864817245079,0.31452461408594373,0.607517312571902,0.1777757625815686,0.5332303897432675,0.16955514045569967,-0.012582485433633097,0.03631200630258873,0.4792551420833122,-0.23803982083535863,0.22151249603142037,0.19302261614485358,0.28463930470722304,0.5322144086003896,0.5205327632513249,0.3130999257299535,0.5565735552808398,0.4323912958635292,0.4967614093697631,0.2029030141632197,0.11819671297327947,0.27868408248938237,0.10569543547400524,0.18688615735458058,0.6565443388854507,-0.30514338558870996,0.13872952646409334,-0.3673590061228829,0.4670865410543314,0.7084405492332924,0.6719844050978981,0.25251974702297564,-0.45401158875589204,0.15027923355047076,0.4811592491938177,0.46261048039973945,-0.5638093579034915,0.6049909984291529,0.610152368032818,0.5802559510278877,-0.4106645686265992,-0.360994296915706,-0.30773829245738804,-0.31364651178879815,0.5487358719246178,0.28631470828810485,0.10369439781594059,-0.4704927003240329,-0.05744697173464407,-0.4920364282709693,0.6600120626108867,-0.272882305450749,-0.0883493289232233,0.6304638405434381,0.6295002589998971,0.6295443672996112,0.36162083138494455,-0.44950298581887765,-0.5307628526865747
OFClat_L,-0.19840067337535539,0.3202404807482833,0.2314676508778091,0.015130263059645734,1.0,0.27971288879666706,-0.22507793873444049,-0.20506786623166673,-0.13077429624749717,0.07520881372812352,-0.15366681141466082,-0.18477750881408456,-0.010271228263638209,0.11041098733892661,-0.28204812122505746,0.5524316225737591,-0.06283111855923909,0.4640262777514655,0.18589985942510676,-0.033998206720389466,-0.27147469342261743,0.5222690910734341,0.2981506331874092,-0.09579914248996342,-0.29851796960851945,0.3406434946190976,0.16458695586707298,-0.09483513866445313,0.023031261528038686,0.1230578188202914,-0.3072549889266456,0.2575919941790996,-0.0845212822728508,0.4462110794040537,0.10522445764554002,0.06989631141128543,-0.17024079459882763,-0.34534200079707056,0.6201432147100449,0.41293361421612984,0.24399066204525105,-0.1981951347083874,0.24406564018289864,-0.19412245982084753,0.34596806182382633,-0.15864617027773026,0.22164658175034388,0.30628211744103034,0.08886093804752844,0.1355786602754991,-0.10148579250181095,0.23273567302068054,0.2699398399804396,0.2579783966812731,0.18441393575624174,0.4812562032083103,-0.2935522988564932,0.4781963091773328,0.19545216991690456,-0.27995619672651656,-0.22828212441265128,-0.05648989168084077,0.23623510636434183,0.2694475940115767,0.31493810431835334
Heschl_R,0.3148715961213539,-0.031151034775778724,-0.4101585298969278,-0.04003496414561913,0.27971288879666706,1.0,-0.1120762201634886,-0.28838411909593403,-0.6302977382241491,0.5434913349791932,-0.4361079180942073,-0.08665997706395796,0.03596909684486228,0.7445507645082088,-0.19667064073615687,0.2956780386098299,0.3332120704782575,0.26752717438168144,0.2021820155733097,0.29903462871012865,-0.12221550732487016,0.2346942957268637,0.17095851029273357,0.4170161341993502,-0.4896586515195114,0.21694315270332745,-0.19358450691499834,0.09626010008199501,0.5707208959336723,0.6374878282104126,-0.3742352605909654,-0.12582787541236015,-0.12895584608260013,0.3075030194859673,0.5571048934904785,0.07650178466231464,-0.3477780721432164,0.17729366636053254,0.26682977671108105,0.7568291922230801,0.32687906859473626,0.10729231349308732,0.35120423398990486,0.1913531762867829,0.4461681537351991,-0.18464911411585092,-0.24242499451634292,0.15858472765418294,0.6078782956780888,0.16924818704691622,-0.1540688330375667,0.3203494157825603,0.5495961238735959,-0.09919894007563852,0.12487355431667418,0.1946707952486893,-0.46643621419962994,0.3168157781904092,0.7515144490617717,-0.35239529748822984,-0.2280772081958249,0.03231142443586904,0.1539585001948885,0.29791938561868386,0.09682962476920924
Cuneus_L,0.5524229277860548,-0.5627388434988918,0.12090988832473347,0.744864817245079,-0.22507793873444049,-0.1120762201634886,1.0,0.42321315288471467,0.4856032840273206,0.23495224290790115,0.5039270447061369,0.2288252813720191,-0.04791134768062599,0.08099717023826149,0.5827303060827329,-0.4085216771196237,0.219527416228326,-0.10387866643015939,0.18886727944288365,0.6659962423474881,0.5176853045191894,-0.08962621119771147,0.2054117036418283,0.6055931486223831,0.4854747266794503,-0.08507188856421499,-0.101912734455662,0.4814670367838657,0.21693751332652236,0.21803516772505319,0.7368219019517098,-0.6343102811867258,0.2175076421627547,-0.6033238738897614,0.4406395825899787,0.6885704353412732,0.8033154940675409,0.5613507712399646,-0.6614344403975622,-0.05786935875771907,0.3756959413146101,0.5409865788917686,-0.6166513979924179,0.680629323639542,0.3127452617811122,0.7935797135856618,-0.5700471439516618,-0.5221146125549758,-0.23226623316782585,-0.30232632271498483,0.6791480021859336,0.059685548079872336,0.03999160383486909,-0.7241086685725343,-0.28758676524310206,-0.651839029191524,0.644681548993686,-0.5171230451227532,-0.11177256693132001,0.6729978368262625,0.6452770534551194,0.5298993415386329,0.2495359289005249,-0.6104598030455377,-0.6317453456836883
Occipital_Inf_R,-0.09106699262655336,-0.07852373156901037,0.1379724087522329,0.31452461408594373,-0.20506786623166673,-0.28838411909593403,0.42321315288471467,1.0,0.3494194256522469,-0.1389491322961715,0.14273830183780342,-0.020137585820163027,0.051332281769302546,-0.1635631904772722,-0.04479066369257223,-0.13646933090022373,-0.3095036546139972,-0.0704681152893178,-0.15361994389825692,0.16874803075159395,0.008425914000456898,-0.047757367925118796,-0.22920414414357787,0.0496279375765605,0.011349588921460211,0.07501168558854898,0.08303770511248523,0.6639152427514599,0.034465360734778294,-0.07565833203616808,0.10275738466604456,-0.09335757981765694,0.812139523818496,-0.3792935416125122,-0.046828836702058,0.10183780124382338,0.5830162868182581,-0.03638307048115968,-0.3071616436449455,-0.20162896739056382,-0.005897702937843373,0.02494692624127896,-0.4628019018188398,-0.05934812489998483,0.06368226846945396,0.7358755359791063,-0.22875335301261646,-0.4082292012305485,-0.1509727994439133,-0.43202267194737354,0.043165518593522405,-0.20814416685181394,-0.19656983237030787,-0.09162314675948763,-0.3734962574652112,-0.10628982901878443,0.19105216908251632,-0.05229178880705221,-0.21187230447775574,0.050975220273969064,-0.03733696332292519,0.06342445763156783,-0.1699684860300638,-0.05428932862854349,-0.08864904701363795
Temporal_Inf_R,-0.010962189346119335,-0.03953375072006881,0.7322825307475039,0.607517312571902,-0.13077429624749717,-0.6302977382241491,0.4856032840273206,0.3494194256522469,1.0,-0.30323377203614443,0.8329088421416901,0.17082655549512685,0.02352215696231774,-0.6300693424601075,0.4646986389210261,-0.14768431724673578,0.04556273167280561,-0.1191973773012879,0.15790277848057332,0.11986341087073205,0.2943667122823766,0.23127986136378947,0.4083717153933223,-0.055815987251481014,0.769132693074651,0.20548237050368803,0.4922106055268303,-0.0509910194399463,-0.5431146303146156,-0.6023533921802444,0.6956817450241428,0.15542214413811073,0.04726505333321329,-0.2493535296635359,-0.21583155015438557,0.3093259848236519,0.5604228042135494,-0.06586514332592101,-0.31419239487304457,-0.5029795170664767,0.25055277585351676,0.1462566496648289,-0.4639954027877168,0.14852393829851454,0.25211426179370794,0.34878302900049885,0.11059589342292253,-0.01925544411098426,-0.8779375370927066,-0.272470296152895,0.4833845107573238,0.16460421539542505,-0.4434951906382335,-0.041598107264238,0.15861200059396913,-0.27418162285101055,0.8093283267522027,-0.19361269579854187,-0.7823067897206107,0.6936618971602563,0.6337133860389574,0.30950639791240564,0.26248398627608116,-0.38123582461224176,-0.22270700446361244
Red_N_L,0.6516350379200184,-0.23944666246655885,-0.32948599847420773,0.1777757625815686,0.07520881372812352,0.5434913349791932,0.23495224290790115,-0.1389491322961715,-0.30323377203614443,1.0,-0.13743235182573488,0.21016743033860383,0.35544743478763496,0.7658190003591591,0.11005259164706743,0.2863625423496248,0.33098176269791757,0.15616533754663398,0.3178412869684584,0.5600483391836073,0.13845343740469068,-0.049380643507411164,0.008274999439461857,0.6502923910067374,-0.2455979939525138,0.051459507139230434,-0.11551697529889474,0.3039458483026506,0.6633761859854788,0.6378204896331776,-0.036803664697182686,-0.31594041307690507,0.0010751720401279352,0.1424373343664761,0.7535188001190484,0.3534457233854295,-0.058950197716498134,0.4236952067662898,0.08792493417451144,0.5787635416194219,0.4789162369748698,0.36005322151035685,0.16743972560984408,0.3941720269787432,0.22182048329504347,0.12253276246309498,-0.4622707252256413,-0.04335935479311176,0.469069017768756,0.014963426077923876,0.16628215845774347,0.3482467973548539,0.5605372213199364,-0.42236340227346586,0.012988866394356402,-0.03693550644428202,-0.15445905317556166,0.1068736105953628,0.614175472645344,-0.07537217125372585,-0.02177787072911769,0.32193575531660495,0.27750251870725023,0.034197085331495486,-0.09905071987797087
Vermis_8,0.17771400059030704,-0.23306870642279645,0.57245360801228,0.5332303897432675,-0.15366681141466082,-0.4361079180942073,0.5039270447061369,0.14273830183780342,0.8329088421416901,-0.13743235182573488,1.0,0.19613186727448229,0.038265532298463405,-0.43115904466130206,0.6804028174794283,-0.21566302743121596,0.2523732690926896,-0.2021027835215838,0.2185073319093501,0.14422233283819416,0.3817428265317861,0.11459908882956053,0.4171193430827037,0.05493631584679944,0.821485022173044,0.1892522207951203,0.48858279063550597,-0.18059147890894967,-0.4689702862505492,-0.48214290328836323,0.7456686985515653,0.02925745574585244,-0.14102952295969534,-0.23328901432769572,-0.07151720181252655,0.3236522077969192,0.43078794211803806,0.16014387873189348,-0.33280921954026194,-0.37429726858384094,0.2804425244634941,0.22972814730471214,-0.23016473538069676,0.31196609964922617,0.2713254638497573,0.1965160197018983,0.08198482128355156,0.05656078868123324,-0.7895752071420308,-0.12429883397043501,0.5528213923072571,0.23373889388686753,-0.36060980726681935,-0.1868495443915512,0.25969740602433317,-0.3529258283288238,0.8066602635775149,-0.2921624061579921,-0.6191168687090889,0.7660280625399797,0.739128931226519,0.3217938341580912,0.37736803946020897,-0.3511655000396857,-0.3198226197561982
Thal_AV_L,0.3175597044655177,-0.33264990269150857,0.07351826727945479,0.16955514045569967,-0.18477750881408456,-0.08665997706395796,0.2288252813720191,-0.020137585820163027,0.17082655549512685,0.21016743033860383,0.19613186727448229,1.0,0.5102693071980966,0.00872414137278106,0.2812270777270879,-0.11829826918073029,0.24709722697001454,0.10910979601470581,-0.0034257626106906853,0.1357697926414406,0.15532597929354908,-0.17475367514702347,0.0979750522150642,0.15195637067328907,0.2140618736204233,-0.0962289661285687,-0.005096627495585954,-0.04374953609875122,0.16348758673776811,0.08371904478129326,0.19964678492069873,-0.15449701366139787,-0.16066285726881027,-0.0930738387943635,0.1473975583002822,0.22428120305518817,0.06268943745743422,0.49659631752205674,-0.21839088959485173,-0.09103802824068336,0.1176041293526558,0.48435119548274314,-0.046238745473818475,0.12568916699582558,-0.06143605253683587,0.004227087928349859,-0.35424969334319395,-0.12546932312825676,-0.055826133312634536,-0.31471163761497534,0.20120322325673876,0.1248364197013275,0.034751329907402186,-0.15963058925385099,-0.04638930684657562,-0.17163356838859845,0.1798305321237173,-0.21240979974056096,-0.03751097099648796,0.1594068772035183,0.22193030207207656,0.14003235869899136,-0.03556732829493928,-0.19603768297054114,-0.055966261405880714
Thal_MGN_L,0.18739237128064112,0.014298947898254147,0.1365114517352542,-0.012582485433633097,-0.010271228263638209,0.03596909684486228,-0.04791134768062599,0.051332281769302546,0.02352215696231774,0.35544743478763496,0.038265532298463405,0.5102693071980966,1.0,0.05260783624670442,-0.13845121238816702,0.27890327097619466,0.051099113789430835,0.1508938128573601,-0.06910368877129582,-0.014521245478328481,-0.13838538949681736,-0.005392086282094355,-0.057635646222016355,-0.012624675849025673,-0.11018249908876952,0.26398752318563273,0.18935800177625353,0.04226237873354205,0.16324901748715706,0.01516828772388221,-0.15009936211174676,0.11478741002519585,0.12462219897261681,0.29249205557113056,0.024673366022440465,0.05039464127879737,-0.18492371206423783,0.04399326383877243,0.18118878362825513,0.01751829593089016,0.0937614438967577,0.1905963745054661,0.21964789587500896,-0.20172663641949298,0.04978803120815008,-0.03461080931212815,-0.14965643407909357,0.08357583871770018,0.03284259651978078,-0.20730944010836555,-0.12434456020500409,0.11614228747808503,0.2168879463486598,0.13067977102048184,0.1310896113533466,0.2362860081304272,-0.12319183254504827,0.1714721169578294,0.032251023556596474,-0.1719460039733846,-0.06229983361318813,0.010875476025923862,-0.029448135535450122,0.20157918842266914,0.2513094915192075
Paracentral_Lobule_R,0.5065626066011266,-0.24715183983532035,-0.6750615440612773,0.03631200630258873,0.11041098733892661,0.7445507645082088,0.08099717023826149,-0.1635631904772722,-0.6300693424601075,0.7658190003591591,-0.43115904466130206,0.00872414137278106,0.05260783624670442,1.0,-0.01348345357590052,0.13827064561851746,0.2633010394915248,0.2753772151794841,0.11444234191879968,0.5004331196138786,0.14672065805474382,-0.0470220257618597,-0.0364845861114393,0.6843759533989531,-0.48782987612469353,-0.10537903765990785,-0.46479018958697976,0.33920399308573546,0.8646500067144139,0.8588104725461222,-0.2405706695718628,-0.39907610726186454,0.03543388015327091,0.06239566790909343,0.8063082204288103,0.20758762462089855,-0.09413444842343498,0.37950886422468244,0.07323386447564469,0.7269599393697994,0.3210247810772656,0.2300152879792254,0.21270347525474806,0.40392417935966013,0.21868450942903822,0.038459461994510405,-0.44771968315018934,-0.1440073390760337,0.7595132575437952,0.16814070268896258,-0.09336594810254656,0.24646832234508376,0.6769944353753268,-0.41942004280112005,-0.18061698479269517,-0.08394598890786772,-0.38026207598532535,0.04507070687083525,0.9045666448015888,-0.26047912964127123,-0.19902571482717213,0.1362618567876995,-0.011233753148957831,0.039541691276942806,-0.16994597522440674
Vermis_9,0.477561155634754,-0.549567711614525,0.17346319270063393,0.4792551420833122,-0.28204812122505746,-0.19667064073615687,0.5827303060827329,-0.04479066369257223,0.4646986389210261,0.11005259164706743,0.6804028174794283,0.2812270777270879,-0.13845121238816702,-0.01348345357590052,1.0,-0.47757335137255064,0.4769781252584239,-0.20363571001594094,0.29078460903245984,0.2757474468468471,0.707076361500881,-0.1639595514066202,0.35358069540488246,0.33753256423387246,0.7778870739000799,-0.08664762814168572,0.015968442546685013,-0.19611580803575418,-0.08337590234891862,-0.07335719144904784,0.8260107386745587,-0.34433984315941646,-0.31847193467163176,-0.3834065794467623,0.21278835633589413,0.4440267179125947,0.47016173487622764,0.5784306593587486,-0.5178032500063317,-0.1848785546406543,0.23112944140219646,0.5326798181874435,-0.1270519017384715,0.7384509063746283,0.13241061504363974,0.1593796295847425,-0.17474932150782074,-0.09170260919842523,-0.39529459950346674,0.13467704567600183,0.7340328076418978,0.21745195427755726,-0.07386438343432805,-0.4784885422666628,0.10401895155127107,-0.6417838172577195,0.7790497074562857,-0.606566035183608,-0.22800036459052317,0.8392930391172605,0.8041133824889483,0.3668738629660219,0.2528084227913742,-0.6036213672851586,-0.608429561978462
Amygdala_R,-0.21779525732060026,0.6873205414656116,0.18848967266898825,-0.23803982083535863,0.5524316225737591,0.2956780386098299,-0.4085216771196237,-0.13646933090022373,-0.14768431724673578,0.2863625423496248,-0.21566302743121596,-0.11829826918073029,0.27890327097619466,0.13827064561851746,-0.47757335137255064,1.0,-0.14118300927397223,0.3594941588809057,0.2717167267615406,-0.1041239896852071,-0.5581517734503268,0.5617878393211786,0.07738927462438173,-0.15618534208996412,-0.45874577652104376,0.41370951634184416,0.34364416394755104,-0.04521273861039511,0.014349783600728064,-0.024142030857759872,-0.5721322759599282,0.6094441574489485,0.0015562605567302947,0.7485755749958999,0.03448124097032498,-0.23929626349469427,-0.40367583178864547,-0.5042111347964473,0.866128543281708,0.4134704563972879,0.3120565202686262,-0.41404502661260684,0.49228670739181574,-0.49403777227742557,0.2942681152194152,-0.28663024421561956,0.3840015022558274,0.5624993799295274,0.08188157246919019,0.155521891436743,-0.3246283158599824,0.36788863300611313,0.10661733618335303,0.4922635250278726,0.394397001413603,0.7417862707413455,-0.5315852215978716,0.8595876683011022,0.168655634425071,-0.5482858849201356,-0.4762609325601195,-0.1658494717223994,0.16879393218354788,0.53277449315957,0.702837582075653
Temporal_Sup_L,0.40753838698530737,-0.3849520412755227,0.15770586262554792,0.22151249603142037,-0.06283111855923909,0.3332120704782575,0.219527416228326,-0.3095036546139972,0.04556273167280561,0.33098176269791757,0.2523732690926896,0.24709722697001454,0.051099113789430835,0.2633010394915248,0.4769781252584239,-0.14118300927397223,1.0,0.050385706577606944,0.5299035999156756,0.3735389761117169,0.39204442486035224,-0.08567098340320238,0.5452042932392653,0.4838112901244062,0.3361673687300182,0.2742044212114316,0.1503742646102038,-0.18827423282030464,0.23775380644942973,0.09407078750661081,0.3618156728430504,-0.11273702397016001,-0.40877509897798486,0.13646098753008676,0.28899378826972416,0.25217860394080627,-0.0048535246323442825,0.5550335590882027,-0.1279150257286039,0.09098911619953824,0.5348494663984186,0.6838397954129987,0.20983275474873875,0.48957173339484866,0.28215313237114115,-0.13941750417419432,-0.224388569109574,0.36291838948158256,-0.035570411278366326,0.2212383985308024,0.517130876769169,0.6087255788131266,0.26299112652828344,-0.18855525978924467,0.47044787432749663,-0.19575220035988816,0.3164847394486801,-0.20455835024086017,0.04909233497904521,0.38871438363185856,0.528461021200808,0.18978545179433132,0.4767553614445789,-0.022254912596103668,-0.11004488628711345
