,Thal_IL_L,Frontal_Inf_Tri_L,Hippocampus_L,LC_L,Frontal_Sup_2_R,Parietal_Sup_R,Precentral_R,Caudate_L,Cerebellum_3_L,Cerebellum_10_R,OFCpost_R,OFCpost_L,SN_pr_R,Angular_L,Olfactory_R,ACC_pre_R,Temporal_Inf_L,Vermis_6,Pallidum_R,SN_pr_L,Cerebellum_Crus2_R,Thal_PuA_L,SN_pc_L,Cingulate_Post_R,VTA_L,Frontal_Inf_Oper_L,Cerebellum_8_L,Thal_VA_R,Temporal_Pole_Mid_L,Thal_PuA_R,Temporal_Sup_R,Thal_VL_R,Angular_R,Lingual_L,Postcentral_L,Occipital_Sup_R,Cerebellum_Crus1_L,Cerebellum_7b_L,ParaHippocampal_L,N_Acc_R
Pallidum_R,-0.032500677107446474,0.3169033459688357,0.4949144447671609,0.4691470400773482,0.2885225644022531,0.11321586533089198,0.02549914184702269,0.4918292269757494,0.19768280159984022,0.570538028324062,0.4395936952161435,0.5536932622692696,0.04728618306715662,-0.3292242470212322,-0.19646837577177645,0.6161498851059565,0.2181958202018762,-0.2909299784992261,1.0,-0.15583420892403538,-0.1986934327567488,0.5867492515479316,0.04457384079676222,0.2057491748541079,0.004929977314389788,0.2290074865203537,-0.18313233892205724,0.6153164030610131,-0.21665135541680042,0.5707336526886962,0.12992555770393402,-0.40991994068722304,-0.3106103874582942,-0.17536520384571766,-0.15311387346083316,0.08734248796362792,-0.3247667636060789,-0.2736355273689951,0.5842695889478059,0.7883632631299703
SN_pr_L,-0.06258219154937278,0.20198338844860197,0.06459355072365149,-0.39781708263109933,0.41962226783985346,0.04650104525949991,0.3745487608328886,-0.31401385257907194,0.4189501892665817,-0.16368485932517515,-0.23034554444963448,-0.5253720665999999,0.7151695564946204,0.5781586843278755,0.5064037768956748,-0.1698535069967994,-0.16329151346721635,0.4236559351232306,-0.15583420892403538,1.0,0.39658561049640306,-0.46496899427072985,0.4774414353196971,0.21974777460019068,0.1343898247825585,0.2408960337664724,0.41846462401550155,-0.451100247950689,0.18751010587143008,0.019818227407243105,0.4586917357857425,0.3249755845893691,0.5366352272296823,0.40753427360609473,0.6838990079641921,-0.14249511391723843,0.6103282160272525,0.45902039754278223,-0.21668885471314994,-0.45756632503808414
Cerebellum_Crus2_R,-0.19438343472020392,-0.06359823334196783,-0.36946911164583124,-0.7450259778992863,-0.2609788855133032,0.030842070071219366,-0.4124012345647342,-0.3660802172171237,0.35891178370970434,0.0038639039069253973,0.3222589282174775,-0.3411265855424841,0.5364735358346577,0.506196556321396,0.6009758691686968,-0.31579094119380535,-0.6860717770049946,0.9056279548577321,-0.1986934327567488,0.39658561049640306,1.0,-0.32475024551888837,-0.1567215532092261,0.481241468897785,0.5311865188047961,0.08253026860143627,0.794712579981411,-0.06748890099336678,0.6935478062567831,0.29451796033826905,0.7386312807498543,0.36514849156272583,0.10821714881397736,0.7699344342273603,0.4184706033750406,-0.04218158773714922,0.7973385363547829,0.6120378436251688,-0.629448650513543,-0.2726157321337896
Thal_PuA_L,0.37461634512650466,0.22203598072849726,0.38746547734620085,0.3704397156504099,0.007620941815364993,-0.2655614956799343,-0.2555569728490912,0.734135440489349,0.1465753044699332,0.48888263893832895,0.3703342355114458,0.70344020689049,-0.29488507108576245,-0.7273091237986652,-0.37313803624578756,0.4079209489109767,0.4887952661876441,-0.2950696611995432,0.5867492515479316,-0.46496899427072985,-0.32475024551888837,1.0,-0.21926013223609642,0.2008461246916566,0.08444050995947747,0.17865252901026363,-0.14107892165080574,0.7526578228959264,-0.04128459472598815,0.5080316573874951,-0.2863775359343494,-0.3362816679503255,-0.710998916495162,-0.18742066018303408,-0.5145262353904876,-0.17987985348034366,-0.36980438737288657,-0.2945386574142615,0.6208158447401401,0.7790443812114232
SN_pc_L,0.183123051245274,0.2636517845966949,0.38006709293213664,-0.0004495716082868894,0.5949938287179924,0.10416004942331455,0.6371280025624759,-0.08614488697190018,0.2812422275663719,-0.30857085411675644,-0.36302626497711427,-0.08267135531234127,0.21379104207097518,0.3432153202386542,0.17643244909809944,0.16227974004833234,0.2003860699913513,-0.14610344679321857,0.04457384079676222,0.4774414353196971,-0.1567215532092261,-0.21926013223609642,1.0,-0.15625400063241646,-0.2703365172612003,0.26237198573577847,-0.11058585626982728,-0.4527671887124204,-0.33509377423507036,-0.1747509266320243,0.10369439781594059,0.22154883071011972,0.5298583954416045,-0.05755654035570954,0.4547391682345189,-0.02614856059392134,0.09761445042464058,0.2061327680532444,0.1266329073020655,-0.2567780059283389
Cingulate_Post_R,-0.02676424315689133,0.31384402108794884,0.1957433270209653,-0.24004355347393316,-0.023213838158983615,-0.2624124702780041,-0.4355398376353943,0.26795505956293225,0.4569536920639815,0.455454112159436,0.5401946998288197,0.14671740220439589,0.3636808249389383,0.021560843465993504,0.40214759881101914,0.12604749081313385,-0.03213036580704791,0.6048078956842794,0.2057491748541079,0.21974777460019068,0.481241468897785,0.2008461246916566,-0.15625400063241646,1.0,0.6628153068180844,0.39470464467239785,0.6089650164972289,0.3493937021248829,0.6321973929304148,0.5941726107391684,0.5439377015178888,0.3722634293743238,-0.24545017070255845,0.6971126004405698,0.05904089718945074,-0.16550061984508718,0.4455045018184278,0.3831297032904799,0.02961238123566255,0.1579280377002492
VTA_L,-0.018332267809425734,0.1555556476492443,0.0348094953648533,-0.28527960885280873,-0.3520260288760393,-0.31420035147135184,-0.62330282412369,0.19993332915557813,0.34185162201080965,0.4760344349933521,0.6686040598991673,0.13685069055238502,0.2819731461093126,-0.07127524593227938,0.336543310214177,-0.02653236745682298,-0.10675614055358724,0.645828710530333,0.004929977314389788,0.1343898247825585,0.5311865188047961,0.08444050995947747,-0.2703365172612003,0.6628153068180844,1.0,0.18709376844054945,0.674522319992942,0.34860575771372326,0.7997167971848861,0.30707379763993425,0.3661118598773389,0.39114791416862055,-0.36048816143184353,0.6770641914000606,-0.1232010448478046,-0.24075786685099568,0.44029502639806745,0.3791135389941565,-0.12489942549533534,0.01335649333305534
Frontal_Inf_Oper_L,0.25991657272688057,0.8119928900088753,0.542385258523138,0.04526244512732701,0.3326971408139231,-0.29124727304291875,-0.013670727180710978,0.5021070168139476,0.3891507712031135,0.1407594938184572,0.16077178205263923,0.22752721129056225,0.11815576194129535,0.14794318003019621,0.25219947062650666,0.339698507067247,0.16984415172372844,0.13407564354279783,0.2290074865203537,0.2408960337664724,0.08253026860143627,0.17865252901026363,0.26237198573577847,0.39470464467239785,0.18709376844054945,1.0,0.21774404731583286,0.04675008877693761,0.10495044266394885,0.2926029587129328,0.14848868036566426,0.3899243917794082,-0.05607283364733457,0.282117080756688,0.4583582085363816,-0.3022156069553053,0.14254688606969393,0.22900730946090733,0.34343152157119067,0.13169289319316607
Cerebellum_8_L,0.1347973413247378,0.18081949993092838,-0.09983990935645681,-0.6282662383577837,-0.06738931766830225,-0.3084647589859625,-0.3433415087890373,-0.0033235371025931116,0.6081023291868821,0.14033195561895578,0.36733104849949766,-0.14705595711660124,0.43733296129037624,0.28201415523238776,0.4577473426147156,-0.2425579216202852,-0.22788401472453015,0.886142644860185,-0.18313233892205724,0.41846462401550155,0.794712579981411,-0.14107892165080574,-0.11058585626982728,0.6089650164972289,0.674522319992942,0.21774404731583286,1.0,0.037428807648317304,0.8552906256538041,0.3463507012806175,0.561969645105584,0.49331494705171375,-0.005610233344412539,0.8858032706635723,0.2507620129365878,-0.43045634066680355,0.8702918741385021,0.8232631212309056,-0.36508360164668635,-0.24688480196540552
Thal_VA_R,0.08720717469552339,0.13228298732749258,0.23717103189442337,0.26578167597206676,-0.20497481468381631,-0.2581057153691762,-0.5105094811427032,0.620641884711521,0.09962733466242278,0.621334848361558,0.6918984971850756,0.6905269186726762,-0.06731786421862362,-0.6411322128403161,-0.22184459097147297,0.4541222437136831,0.23689326951959724,-0.06389526398447729,0.6153164030610131,-0.451100247950689,-0.06748890099336678,0.7526578228959264,-0.4527671887124204,0.3493937021248829,0.34860575771372326,0.04675008877693761,0.037428807648317304,1.0,0.19926306617241266,0.5329404851544032,-0.04745552001075079,-0.3435626296385707,-0.7545554907992045,0.003937278422751248,-0.5653727488157811,-0.15490890610816288,-0.24685067229472898,-0.25383276273179833,0.4603570517041955,0.7966570848944525
Temporal_Pole_Mid_L,0.035344011753078,0.069354499764032,-0.14752407382666724,-0.4982472614225849,-0.38215735760506686,-0.429521490942078,-0.5952879279715974,0.06570248263745104,0.4412904996702735,0.2588229499429131,0.5038980721722075,-0.018507362734141868,0.31541180454970413,0.018183445784220563,0.34831924294217215,-0.27180077852687445,-0.2204712620368971,0.8309729048749377,-0.21665135541680042,0.18751010587143008,0.6935478062567831,-0.04128459472598815,-0.33509377423507036,0.6321973929304148,0.7997167971848861,0.10495044266394885,0.8552906256538041,0.19926306617241266,1.0,0.28600005727034455,0.3986907300226522,0.44326569427481993,-0.3104759513651742,0.8386484516200625,-0.04074875063194787,-0.40635553735242064,0.6620469535000151,0.530728905497909,-0.3498826413954564,-0.17466670572904577
Thal_PuA_R,0.0321573630905451,0.23267927271576724,0.2708376379823136,-0.015884406267974382,0.11803898824321968,-0.1263279637608416,-0.26676701859681157,0.36718251161932247,0.42481557078426446,0.5036196084377508,0.4953376756723938,0.3168802875665467,0.2091933762521926,-0.14208993575360204,0.13758047187871636,0.2797816088357063,-0.030121283447408033,0.27836323332243407,0.5707336526886962,0.019818227407243105,0.29451796033826905,0.5080316573874951,-0.1747509266320243,0.5941726107391684,0.30707379763993425,0.2926029587129328,0.3463507012806175,0.5329404851544032,0.28600005727034455,1.0,0.4275494978427669,-0.05048033523951154,-0.3620010017684278,0.3346385568515575,-0.002494666346072456,-0.14034795971725136,0.1700426083813081,0.1346115732054101,0.2237418268893134,0.511791891009497
Temporal_Sup_R,-0.31364651178879815,0.06847514889430957,-0.08010909339776023,-0.44950298581887765,0.16042496978270213,0.1959827908698353,-0.07346966745004054,-0.360994296915706,0.445120524259621,0.11819671297327947,0.30340079389644414,-0.21916926500424064,0.6295443672996112,0.5137944121711464,0.7036293057699087,0.10054890653460391,-0.5638093579034915,0.6565443388854507,0.12992555770393402,0.4586917357857425,0.7386312807498543,-0.2863775359343494,0.10369439781594059,0.5439377015178888,0.3661118598773389,0.14848868036566426,0.561969645105584,-0.04745552001075079,0.3986907300226522,0.4275494978427669,1.0,0.3020957349605652,0.3270853385738391,0.6295002589998971,0.4323912958635292,0.13872952646409334,0.6223638420352969,0.4924706466274727,-0.3673590061228829,-0.14062061067697526
Thal_VL_R,0.19627552443016802,0.2577664319011528,0.15500132015446114,-0.2875856671600113,-0.01652892653869606,-0.17279278114219349,-0.12446553804045753,0.011492911234376315,0.3108621009217861,-0.10868181071166652,0.07120685258245855,-0.16283731933977855,0.16863011272852546,0.41840425411117027,0.570034186308551,-0.123908778388169,-0.0023907736368937406,0.5520756829032265,-0.40991994068722304,0.3249755845893691,0.36514849156272583,-0.3362816679503255,0.22154883071011972,0.3722634293743238,0.39114791416862055,0.3899243917794082,0.49331494705171375,-0.3435626296385707,0.44326569427481993,-0.05048033523951154,0.3020957349605652,1.0,0.30438448788545114,0.6298134489222349,0.3288766917941357,-0.09496533433257111,0.5053206012074412,0.5615638269234519,-0.2067476572169547,-0.5559893990176064
Angular_R,-0.12676547534595667,-0.04876259451244787,-0.1301836391082703,-0.20378620356154595,0.5016838787914372,0.48692398579409096,0.6929292134105786,-0.5793519811916514,0.032848899903639386,-0.5581778943630555,-0.5605697964125003,-0.5896151512958884,0.2774115061128013,0.752502694949767,0.33853231537877815,-0.11652226668174474,-0.22027249484142108,0.05012086893063359,-0.3106103874582942,0.5366352272296823,0.10821714881397736,-0.710998916495162,0.5298583954416045,-0.24545017070255845,-0.36048816143184353,-0.05607283364733457,-0.005610233344412539,-0.7545554907992045,-0.3104759513651742,-0.3620010017684278,0.3270853385738391,0.30438448788545114,1.0,0.008844135265215733,0.6459770675803876,0.30500024522334307,0.32990434092425486,0.3300229855822321,-0.3430450105352764,-0.6354032092569188
Lingual_L,0.04464730727398981,0.20788478643326563,-0.04864232733357099,-0.5646373896932277,-0.16730652488092884,-0.3236335010834874,-0.40653359647783244,-0.03847850746338794,0.6373668627575387,0.1251452351602334,0.4048089595780833,-0.10664609640994882,0.4584722169543198,0.35557607439738514,0.5902071938705495,-0.24908205871426461,-0.24806288518303174,0.9263939036256423,-0.17536520384571766,0.40753427360609473,0.7699344342273603,-0.18742066018303408,-0.05755654035570954,0.6971126004405698,0.6770641914000606,0.282117080756688,0.8858032706635723,0.003937278422751248,0.8386484516200625,0.3346385568515575,0.6295002589998971,0.6298134489222349,0.008844135265215733,1.0,0.27484145720236897,-0.30170449618290573,0.7992980169762246,0.6987826513613575,-0.3135866384867954,-0.2623861181310615
Postcentral_L,-0.06114182853231724,0.31044614044541774,-0.01949668159615147,-0.370755257040914,0.4230677880178593,0.2281051640847699,0.3904240378274318,-0.30803639718783976,0.2870017295970714,-0.34720914176593676,-0.3249688352238246,-0.5313449676234836,0.4279296759646614,0.8315579628439821,0.4307759954874936,-0.13380882970633798,-0.3275380989366713,0.32674961414669645,-0.15311387346083316,0.6838990079641921,0.4184706033750406,-0.5145262353904876,0.4547391682345189,0.05904089718945074,-0.1232010448478046,0.4583582085363816,0.2507620129365878,-0.5653727488157811,-0.04074875063194787,-0.002494666346072456,0.4323912958635292,0.3288766917941357,0.6459770675803876,0.27484145720236897,1.0,0.03478300193622425,0.4995413768034517,0.3883897396651742,-0.2951716544221658,-0.41616091679338907
