,Olfactory_R,OFCmed_L,Temporal_Pole_Sup_L,Red_N_L,Pallidum_R,Lingual_R,Thal_MDm_L,Cerebellum_7b_R,Pallidum_L,Heschl_R,Cerebellum_Crus1_L,Insula_L,Amygdala_L,Temporal_Mid_L,Thal_MGN_R,Cerebellum_Crus2_L,Cerebellum_7b_L,OFCmed_R,Calcarine_L,Lingual_L,Rolandic_Oper_R,Precentral_L,SupraMarginal_L,Precuneus_L,Cingulate_Post_R,Postcentral_R,Thal_VA_L,Caudate_L,Rectus_L,Thal_PuA_R,Occipital_Sup_R,Frontal_Inf_Tri_R,Thal_MDl_R,ParaHippocampal_L,Frontal_Mid_2_R,Fusiform_R,Cerebellum_4_5_R,Thal_PuI_L,Vermis_8,Temporal_Inf_R,Occipital_Inf_R,Cerebellum_6_R,Cingulate_Mid_L,Thal_PuM_L,Insula_R,Thal_VL_L,Parietal_Sup_L,Thal_LGN_L,Frontal_Sup_Medial_L,Occipital_Mid_R,Parietal_Inf_R,Thal_VPL_R,Cerebellum_9_L,Parietal_Inf_L,Thal_IL_L,Temporal_Sup_R,Temporal_Pole_Mid_R,Thal_LP_R,ACC_sub_L,N_Acc_L,Frontal_Mid_2_L,Thal_VPL_L,SN_pc_L,SN_pr_L,Thal_MGN_L,Frontal_Inf_Orb_2_L,Temporal_Inf_L,Thal_AV_L,Caudate_R,Vermis_9,SupraMarginal_R,OFCpost_R,Cerebellum_Crus2_R,SN_pr_R,Cerebellum_3_L,Thal_VL_R,Frontal_Med_Orb_R,ACC_sub_R,Cuneus_R,Cerebellum_4_5_L,Supp_Motor_Area_L,Frontal_Inf_Oper_R,Cuneus_L,Frontal_Sup_2_L,Cerebellum_8_R,Vermis_1_2,Thal_PuM_R,Rolandic_Oper_L,Temporal_Sup_L,Frontal_Sup_2_R,Angular_R,OFCant_R,Fusiform_L,Heschl_L,Postcentral_L
Olfactory_R,1.0,-0.5701267800972559,-0.16511804892015083,0.11996984702831374,-0.19646837577177645,0.6678898881547795,0.19567763003167846,0.5909264696595654,-0.13247170411572404,-0.20922583435502995,0.6237274315228455,0.48055580176498686,-0.5292992449279457,-0.10476596766714526,-0.34314413767242435,0.6331581866379232,0.45839158932909546,-0.503440417801551,0.7108414050312776,0.5902071938705495,0.24868831953614978,0.4244323696771267,0.5211691589818326,0.20293832144625906,0.40214759881101914,-0.07750478362428688,-0.32119263930607567,-0.3396373384786076,-0.6810390021278502,0.13758047187871636,0.07828633267554491,0.09896785061493012,-0.41537129969869097,-0.33020405794897106,-0.04605861215806028,0.2622144885925991,0.11263534176542492,-0.4001988412570185,0.380458956992538,0.4274653604743769,0.20187813556995338,0.6111727878586668,0.09462263538384114,-0.45037607702137256,0.46422223236624766,0.5773673174360717,0.22233448743211418,0.07046114497209069,0.21239378412312204,0.12118543214239633,-0.16404321037090233,0.4668383900871418,0.6062645696139292,0.51785724686742,-0.01981989282080927,0.7036293057699087,0.44341181553900233,0.180260595536215,-0.38284460068572523,-0.488947004845915,0.40993166257606445,0.300129082394088,0.17643244909809944,0.5064037768956748,-0.01869890404370325,-0.0922542476210939,-0.44460583919580926,0.18721159796488548,-0.040915098511852085,0.5193425587166928,0.14417088708044515,0.08453305655199025,0.6009758691686968,0.5596463138438353,0.3402104902727833,0.570034186308551,-0.5209816153221732,0.07964695046008918,0.4552241287233402,0.18280037125862006,0.3699582679293324,-0.10327685884556338,0.5902661155799968,0.26256399501068645,0.5934622134695939,0.593860160680813,-0.11286634672346538,0.2969895845510051,0.28170398640105226,0.04909643036144184,0.33853231537877815,-0.28497042058203303,-0.20561375437990334,-0.014821472926795205,0.4307759954874936
OFCmed_L,-0.5701267800972559,1.0,0.21438330975766104,-0.21083023585006166,0.5470929880089145,-0.6142803812145434,-0.0021613106479093937,-0.5315858143944378,0.3758627832305958,-0.03923552147571665,-0.7447688419933923,-0.13088253960319796,0.723504978069387,0.0704872468159629,0.40026813485734847,-0.618289766254735,-0.5962500420145332,0.7690983993645443,-0.7470224483667847,-0.5389733540058264,-0.06548802223875373,-0.5487831721389071,-0.6538004787975895,-0.3095915755721798,-0.15558205268100533,-0.1706835846143128,0.590792547126407,0.5761003347278362,0.8799254068838944,0.10293384682700125,0.08752610424469336,0.10108742943660907,0.7392431679402157,0.71666935706422,-0.0337311597193591,0.15179761062084618,0.042615385792640896,0.6174688226573863,-0.24491208213537838,-0.09822028979210935,-0.04491102169825835,-0.5134884707005439,-0.054213013800502696,0.6648763880125258,-0.17402062546422864,-0.5192986745696677,-0.1995135219594581,0.22381574247350128,0.05691297297720467,0.04950651538188095,-0.0475002211882628,-0.46239172413736834,-0.6054324431154765,-0.6169479157159341,0.0199059352579128,-0.4952438771245671,-0.2220231776217525,-0.12036371059838606,0.5432985555354953,0.6608613571781276,-0.33110916493599124,-0.02189900641256504,-0.2621330721753501,-0.5537592344905358,0.2469603920335782,0.4699423395824208,0.4722516229441703,-0.15318015337375251,0.5312328984070038,-0.6035736601845602,-0.38234378143211756,0.3610407749853491,-0.6155286820512711,-0.3740610821445682,-0.2992478953956139,-0.49202286590853567,0.8568588012319717,0.3196780861197164,-0.4904967155466506,0.05152963626529997,-0.5433804746101067,0.13045480420858074,-0.6529402526656894,-0.07801890980355453,-0.5941395378410261,-0.8207636630238574,0.1499848557377345,-0.22519548540476406,-0.29043902492160173,-0.0992861820525131,-0.5473317505474775,0.7370495781232267,0.35738715970845014,0.18713742760839677,-0.6106365443422791
Temporal_Pole_Sup_L,-0.16511804892015083,0.21438330975766104,1.0,-0.3318363590984651,0.14483718685173108,0.3666795512390955,0.34327509004340717,0.207043789617643,0.7042990951258482,-0.15539915997448076,0.1829422264785835,0.37125886207821324,0.15937142126220843,0.7453091123916344,-0.4389544945928374,0.12133847954284668,0.20661627003173996,0.5123024172058429,0.06372655164853082,0.48019307963068486,0.12762132043083663,-0.4343029678455077,-0.27665743413174587,-0.6253882057306989,0.49134176927686435,-0.4820396102536917,0.4913465528154382,0.5999208877645644,0.16392187139313422,0.32433905474412433,-0.5521953228831988,-0.02208279289743285,0.07912381054868106,0.2307467011349725,-0.25264380000436,0.30548806804372697,0.3817949595134078,0.35566674778763496,0.45543475903277486,0.3287388157489769,-0.3551083894834377,0.3722255791235222,0.23811899985068494,0.41334696406418225,0.3180475667000603,0.017963835709171587,-0.7264870534912544,0.027916726656890014,0.2311756777914083,-0.3144597799404507,-0.531599780012504,0.3692943039392822,0.41400192628157334,-0.6125534555676821,0.29228306020095784,-0.033706766782392025,0.48179556639716375,0.036237119299586514,0.1603193937947541,0.6634975054661177,0.010963186730033549,0.4221443283986118,-0.3534186520051022,-0.1615845601569202,-0.11773943754419695,0.2760591845352951,0.3635521220495422,-0.03299899552050563,0.2225562102048457,0.3755857055369816,-0.5505752743299228,0.615174050065006,0.15798393766470825,-0.0036410022145420013,0.41982933383986826,0.15018090568852446,0.3949031314975994,0.034888649855826494,-0.566864473835215,0.49659576979873116,-0.4879788742549326,0.039958256383901505,-0.11152927785888221,0.021525048260687137,0.2999461255177889,0.0013742359073990473,0.042372214734395196,0.03300343205692671,0.3640489025339849,-0.22834180754459485,-0.5788219248176377,0.2984702881238288,0.6919723604213013,0.6036243024905256,-0.41179780380905784
Red_N_L,0.11996984702831374,-0.21083023585006166,-0.3318363590984651,1.0,0.1490604938242842,-0.015266793047841886,0.3178412869684584,-0.14726240857299863,0.012988866394356402,0.5434913349791932,0.200802049176154,0.008274999439461857,0.08792493417451144,-0.1416125979689556,0.2157241748774622,-0.08054832807368324,0.1654751864174366,-0.29578745412850926,0.11181017792189027,-0.02177787072911769,0.22182048329504347,0.5600483391836073,0.43039849942328007,0.6633761859854788,0.027046416633727074,0.614175472645344,-0.4622707252256413,-0.04335935479311176,-0.03693550644428202,0.059796874746949905,0.0010751720401279352,0.21677698493799805,-0.23944666246655885,0.1424373343664761,0.5787635416194219,-0.15675801010772517,0.34513783118880587,-0.09707982301949004,-0.13743235182573488,-0.30323377203614443,-0.1389491322961715,-0.15445905317556166,0.4592477928960238,-0.025569178927580365,0.07324184692437498,0.36005322151035685,0.3039458483026506,-0.19196927376761602,0.3482467973548539,-0.14951678453339826,0.469069017768756,0.16628215845774347,-0.07537217125372585,0.5691403903359211,0.014963426077923876,0.1777757625815686,-0.4222588509381202,0.4090685506319477,0.13144963176719102,-0.33601002484827946,0.4409321318600869,-0.07128805885936804,0.5605372213199364,0.6516350379200184,0.35544743478763496,-0.14090726562184896,0.16743972560984408,0.21016743033860383,-0.045449920947046286,0.11005259164706743,0.6378204896331776,-0.32948599847420773,-0.030093158975359923,0.32193575531660495,0.2584850963386151,0.12516082581166066,-0.42236340227346586,-0.11417757730310696,0.30783449434729876,0.25557062055148166,0.7535188001190484,0.21783056842329285,0.23495224290790115,0.4789162369748698,-0.07976249848438391,0.3941720269787432,0.5558550706268517,0.529299943648703,0.33098176269791757,0.6397294989921615,0.5621939585681013,-0.022768377399395367,0.01097797323818991,0.03888679514602842,0.6502923910067374
Pallidum_R,-0.19646837577177645,0.5470929880089145,0.14483718685173108,0.1490604938242842,1.0,-0.2214112192489551,0.3474452351714917,-0.15170482103745742,0.5362329472333004,0.21106291442846647,-0.3247667636060789,0.32974084467172815,0.5997276257729134,-0.17300269844968627,0.2680410911712822,-0.33540365805157646,-0.2736355273689951,0.5745977838262454,-0.34430843999730876,-0.17536520384571766,0.5036424596536268,-0.01846669634172998,-0.3918438278464169,-0.1621696579645813,0.2057491748541079,-0.0335845432055123,0.32008464991929325,0.4918292269757494,0.576399398045112,0.5707336526886962,0.08734248796362792,0.6098981392224371,0.6059091697771734,0.5842695889478059,0.35105459396973115,0.4575090153303178,0.4585786861436345,0.43078334571006716,0.048461949806393144,0.16905954347509966,0.03488180478991556,-0.18798944264454087,0.5139953393799906,0.6222371504695428,0.2986301665648092,-0.27994867080440355,0.009483497211668945,0.3485508125274604,0.39192707784759645,0.13008211834100714,-0.15187841780511338,-0.11208374196864417,-0.23614790556877022,-0.26144775663460273,-0.032500677107446474,0.12992555770393402,-0.011099319133281464,0.4719362245171262,0.4058868778486978,0.31433852926754074,0.2988585024202481,0.2798113961188595,0.04457384079676222,-0.15583420892403538,0.18322257268285805,0.3274911746831953,0.2181958202018762,-0.21567501041937676,0.8016710389284233,-0.3532799497527257,-0.13456504200806527,0.4395936952161435,-0.1986934327567488,0.04728618306715662,0.19768280159984022,-0.40991994068722304,0.43598533186304794,0.643599727017636,-0.2325660897748036,0.48162880692218435,0.016979882377396706,0.5172154895643334,-0.17894776029150122,0.40826888328647504,-0.22257157444564973,-0.32268185116931275,0.5089019298637647,0.3185214115275192,-0.05228632421691769,0.2885225644022531,-0.3106103874582942,0.6834093643471656,0.28633835236230787,0.239570984852319,-0.15311387346083316
Lingual_R,0.6678898881547795,-0.6142803812145434,0.3666795512390955,-0.015266793047841886,-0.2214112192489551,1.0,0.2719131630722347,0.8422706836745123,0.11139947749568574,-0.2135698466516758,0.8288111716541446,0.5206162711548407,-0.6118616795249453,0.25465241229283775,-0.7211880462219092,0.8136228688029287,0.7067232540826921,-0.30747834415472486,0.868391526747266,0.9636377016318046,0.3430173037899772,0.3700905008662032,0.5313924616390946,-0.1178214546027328,0.6457844004566542,-0.35212243719780123,-0.23617802157743314,-0.16490392657841588,-0.6751977186348308,0.309766916583315,-0.19717679484300996,0.03837704408444142,-0.5894077255128469,-0.4296472034328218,-0.2315146602571892,0.47200199082280936,0.3278739038080213,-0.39987378079928027,0.7074442235172195,0.6378602537028161,0.0855060340130429,0.9122268041023021,0.2746085432026665,-0.3477556028776961,0.5514619678257163,0.6109064401166651,-0.07362562806811347,-0.10464790891783243,0.21565243765937436,0.013196522991351014,-0.5041424770796072,0.7903165199932531,0.9398265389603723,0.29055942439128507,-0.0235267420438223,0.7189287392119817,0.7112376898744185,0.1737712416947637,-0.4696853492682001,-0.28064251467063156,0.4807514359753533,0.39903875958565627,-0.03974407260446559,0.4470942340532114,-0.12883390111672793,-0.1651618869258621,-0.3900970131310805,0.1890663121803405,-0.13838571381011158,0.8014102002725441,-0.11911385016532461,0.366784050788223,0.8540743286566267,0.5163752829871073,0.5923871483350063,0.6294162748870991,-0.4938327468869723,0.002694943781909739,0.2527423363867287,0.4076967096531237,0.16873799577106238,-0.12912250290251526,0.7190908825649275,0.2863110129438252,0.8916828224411707,0.7335575689744286,-0.1577287296744433,0.29463297451312603,0.5005109319447726,-0.14946179514383193,0.10386247909722142,-0.24575909822771444,0.0776689639138401,0.2259844868556758,0.35828336545080386
Thal_MDm_L,0.19567763003167846,-0.0021613106479093937,0.34327509004340717,0.3178412869684584,0.3474452351714917,0.2719131630722347,1.0,0.11038145917600803,0.5185402122337919,0.2021820155733097,0.23940348548311363,0.47131389205802043,0.16349321997020017,0.2283354488102586,-0.10871779147780503,0.05755388249821192,0.27370237010120063,0.14825666420143074,0.20204085579121878,0.3033619004741408,0.3794049347393572,0.18643892226375183,0.1785803952142758,0.08621737770550668,0.3382514134960537,0.03843781793295829,-0.07145979880493182,0.3714821224298529,0.07736404468897252,0.37433846930873965,-0.2640319419855702,0.31300973545730093,0.13058651676879018,0.26288339437539865,0.26680125802665927,0.26237165485674124,0.5115121940131238,0.28827158201418607,0.2185073319093501,0.15790277848057332,-0.15361994389825692,0.17109319351812177,0.5074136904330204,0.2987095806915853,0.4363370790333023,0.3638160738902668,-0.1239157936736349,-0.027720303374040085,0.4730833850090593,-0.19667431671182375,-0.0503057688845364,0.47552246891985767,0.19086388557917525,0.107456369978058,0.21702080109358557,0.28463930470722304,0.1366716202197571,0.3538017157541043,0.25030428661723964,0.14745499174290566,0.410422377072674,0.4428800783047244,0.14126730771412546,0.22003220435409046,-0.06910368877129582,0.07827169080296363,0.2264975306089239,-0.0034257626106906853,0.3283580988223802,0.29078460903245984,0.09750800979367136,0.3267945681606863,0.11700036417269968,0.27681651965680915,0.4538255386340716,0.23788172429087553,-0.015747352631854145,0.23976495415134844,-0.023786777052434146,0.5197380377217623,0.2083576100444068,0.2520890072971291,0.18886727944288365,0.5219509025554502,0.15688634483327685,0.21972670292623045,0.4075841051229692,0.4764233390957178,0.5299035999156756,0.3531391268914167,0.09015388302551174,0.20883722602313923,0.37936286369118905,0.3597086125405649,0.21014327492804186
Cerebellum_7b_R,0.5909264696595654,-0.5315858143944378,0.207043789617643,-0.14726240857299863,-0.15170482103745742,0.8422706836745123,0.11038145917600803,1.0,-0.09152020243241352,-0.4475036970121069,0.7519124884205605,0.3565506568102389,-0.6219240136971075,-0.06753434963416956,-0.7757822318878437,0.8268932893202027,0.6168349576562621,-0.24327268838298818,0.8012712487074575,0.7891504918751937,0.23640075523256346,0.44206683311715284,0.4540542699231673,-0.30269694510153733,0.5310554268041938,-0.5604299731995023,-0.1793820629808937,-0.2867350092484984,-0.66342897679211,0.36104107320333445,-0.037323038852195504,0.04053427176483384,-0.4421295457887289,-0.5618570296899958,-0.3949133633543109,0.609628124921118,0.03683470053114883,-0.5078677231377351,0.7449577447047036,0.7959886291931793,0.29044273986361585,0.9026087534141621,0.15911327375821144,-0.40950585077201557,0.32352412334900377,0.363349278252982,0.09359928952705247,-0.0006489072337856547,0.10477406199509649,0.22485198742562407,-0.6897411605859894,0.7124435745781543,0.8897176101094041,0.26679351236666166,-0.17915309301830282,0.7113134929019526,0.8096764162088944,0.1413328154362018,-0.6449111571535728,-0.40760992041031413,0.5145867639606564,0.36348740044858685,-0.24580282405724158,0.28152741959494687,-0.16656754429252638,-0.2893594936430604,-0.657201736820187,0.1290735462695197,-0.07348782047553976,0.6834982707366023,-0.28882333139235333,0.42405190550495725,0.9576789174982758,0.45506498066638473,0.3355542890786144,0.363587320002712,-0.4975233005611287,0.1841466491463856,0.3060861141676552,0.15972164307307543,0.09105720248326492,-0.2545835595786506,0.7709654290207367,0.288793616860006,0.9330751589352841,0.5922795297715773,-0.30000085838470186,0.08954232673024351,0.18552372013129714,-0.34005030774760103,-0.01056736406976183,-0.16926762077651,-0.18405606051281342,-0.03388379063362545,0.3054070897113126
Pallidum_L,-0.13247170411572404,0.3758627832305958,0.7042990951258482,0.012988866394356402,0.5362329472333004,0.11139947749568574,0.5185402122337919,-0.09152020243241352,1.0,0.12487355431667418,-0.05790138518570654,0.47818372977224083,0.4835394747332358,0.635020983199056,-0.022941015650582486,-0.133611429270186,0.06953427643451116,0.5799615977933699,-0.15466376473059384,0.2440051367151222,0.3312671898037058,-0.29478416743658087,-0.2696886982024655,-0.31951846675915374,0.4936077617678098,-0.1860157594021847,0.46258386779434574,0.8252053487219114,0.3735876103986916,0.4666365160535694,-0.4416226676769769,0.18436443897662974,0.2766703800382007,0.6264713646522625,0.1149381840102481,0.3051403157563737,0.6311630165486425,0.5357380962641219,0.25969740602433317,0.15861200059396913,-0.3734962574652112,0.07309572271030633,0.5047341292816985,0.7100395444924751,0.39804634114754056,0.05786351973106862,-0.5751561884936673,0.17033905551133305,0.5432979874717474,-0.3285925172988882,-0.2974798493202211,0.16162586542916726,0.09844996930537978,-0.4660548255744768,0.3606342442270474,-0.05744697173464407,0.14033455165829228,0.27615527241173726,0.4885106514162676,0.7066051703608358,0.1927546687685342,0.41180071506831184,-0.05465616879983106,-0.09639306417491442,0.1310896113533466,0.45992664216625695,0.5817504187632053,-0.04638930684657562,0.5379909676791919,0.10401895155127107,-0.33877204151623236,0.5110203465705765,-0.17064267840388075,-0.04252610725237943,0.45996635650550205,0.11406505700234815,0.4635358126932639,0.09796671985806168,-0.5816231959950142,0.7062654899790367,-0.21209459793489754,0.25870337104165375,-0.28758676524310206,0.2836426139288562,-0.05397480254786856,-0.10708876170375323,0.45034831470426373,0.35928525150760193,0.47044787432749663,0.17676019534327414,-0.4730676281454129,0.47921065328095863,0.8245676537379725,0.7281324655041329,-0.2637231737895932
Heschl_R,-0.20922583435502995,-0.03923552147571665,-0.15539915997448076,0.5434913349791932,0.21106291442846647,-0.2135698466516758,0.2021820155733097,-0.4475036970121069,0.12487355431667418,1.0,-0.08773785082686336,0.17095851029273357,0.26682977671108105,0.013392383070780098,0.43690046729594134,-0.2729202809059905,-0.03463954031886408,-0.10546824345020446,-0.12020510556239426,-0.2280772081958249,0.4461681537351991,0.29903462871012865,0.13394523507814873,0.5707208959336723,-0.22550224392457596,0.7515144490617717,-0.24242499451634292,0.15858472765418294,0.1946707952486893,-0.012331643180455036,-0.12895584608260013,0.4368989822567184,-0.031151034775778724,0.3075030194859673,0.7568291922230801,-0.39276284180475535,0.47802940487936685,0.137310943630117,-0.4361079180942073,-0.6302977382241491,-0.28838411909593403,-0.46643621419962994,0.5444632543934318,0.19906603494601016,0.3217271385181604,0.10729231349308732,0.09626010008199501,-0.07729902171362778,0.3203494157825603,-0.2949849098729416,0.6078782956780888,-0.1540688330375667,-0.35239529748822984,0.2803769309014863,0.16924818704691622,-0.04003496414561913,-0.6053482973894269,0.2914928269644023,0.3462450311330434,-0.026893413037807515,0.21702735393818154,-0.061576669195489604,0.5495961238735959,0.3148715961213539,0.03596909684486228,0.1780203262403584,0.35120423398990486,-0.08665997706395796,0.022754425267037828,-0.19667064073615687,0.6374878282104126,-0.4101585298969278,-0.3265817480955633,0.03231142443586904,0.285122813703912,-0.05187681431864793,-0.09919894007563852,-0.09399738052160377,0.019337470316351534,0.269946192794314,0.5571048934904785,0.6285895615328733,-0.1120762201634886,0.32687906859473626,-0.3805510381425963,0.1913531762867829,0.5447342253612535,0.5583590582219293,0.3332120704782575,0.7401235169863123,0.40526628015070854,0.07242407018694662,0.13354048683487924,0.17032382436707785,0.4170161341993502
