,Cerebellum_8_R,Cerebellum_Crus2_R,Angular_L,Temporal_Pole_Sup_L,Temporal_Inf_L,SN_pc_L,Thal_VL_L,Cerebellum_3_R,SupraMarginal_L,Precuneus_R,Thal_PuA_R,Cerebellum_10_L,Heschl_R,Thal_LP_R,Frontal_Sup_2_R,Thal_PuL_L,Thal_MGN_R,Temporal_Pole_Mid_R,Supp_Motor_Area_R,Olfactory_R,Caudate_R,Cingulate_Post_R,SN_pr_L,Fusiform_L,Paracentral_Lobule_R,Thal_PuM_R,Cerebellum_7b_R,Supp_Motor_Area_L,Olfactory_L,Parietal_Inf_L,Cerebellum_7b_L,Frontal_Sup_2_L,Temporal_Sup_R,Calcarine_R,Cingulate_Post_L,Thal_MDm_L,Temporal_Sup_L,Frontal_Mid_2_L,Cingulate_Mid_L,Lingual_L,Parietal_Sup_R,Vermis_6,Thal_AV_L,Precuneus_L,OFCant_L,Pallidum_R,Rolandic_Oper_R,Cingulate_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Temporal_Mid_R,Frontal_Med_Orb_L,Hippocampus_L,OFClat_R,ACC_sub_L,Postcentral_R,Occipital_Mid_R,Vermis_8,Frontal_Sup_Medial_L,Cuneus_L,OFCpost_L,OFCmed_R,Temporal_Pole_Sup_R,Cerebellum_6_L,Thal_MDm_R,ParaHippocampal_L,Thal_IL_L,Thal_LGN_R,OFCant_R,Cerebellum_4_5_R,Cerebellum_6_R,Thal_IL_R,Thal_PuL_R,Amygdala_R,Thal_VA_R,Parietal_Inf_R,ACC_pre_R,Calcarine_L,Thal_MGN_L,Cerebellum_10_R,Hippocampus_R,Thal_LGN_L,Postcentral_L,Fusiform_R,Cerebellum_4_5_L,Thal_VL_R,Putamen_L,Cerebellum_8_L,Vermis_10,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Caudate_L,Frontal_Inf_Oper_R,Occipital_Sup_R,SN_pc_R,Temporal_Mid_L,Cerebellum_9_L,ACC_sup_R,Insula_R,OFCmed_L,Frontal_Inf_Tri_L,Thal_PuI_R,Red_N_R,Thal_PuA_L,Thal_LP_L
Cerebellum_8_R,1.0,0.9581531983644384,0.3919571851018994,0.2999461255177889,-0.5821989872606183,-0.19648484567191696,0.4229366346388275,0.45176758315672383,0.43583460062206303,-0.04022456952036789,0.3109883174458185,-0.47244870983329085,-0.3805510381425963,0.14087357589236882,-0.27477837091362245,0.4471908554364885,-0.7765594022606261,0.8223614916255054,0.06432039320622947,0.5934622134695939,-0.13242272939518843,0.5474621516412335,0.3782749045497642,-0.14969352874731695,-0.27312829356993384,-0.22313027332982915,0.9330751589352841,0.13064780287967795,0.06594937736501405,0.24167399491514402,0.6458070288062484,0.2528912181406994,0.6929389970193025,0.8309975474729379,0.4405005887332223,0.15688634483327685,0.29244013396399804,0.5086237110299929,0.18289637786001264,0.822486684770465,-0.09584150390755582,0.9380942141761008,0.14455556165418978,-0.28545999050503884,-0.48314684141240816,-0.22257157444564973,0.18490055275056497,0.07612962688138804,0.788647712655222,0.18578051652937405,0.8237212021609601,-0.5180506224531302,-0.2989457058813511,0.12656592631492072,-0.6195544814825539,-0.4796326112200848,0.08405246670359476,0.7159179057121213,0.10404710326999224,0.718755885597914,-0.2883280410925142,-0.32931991532741867,0.8979563207426807,0.7172150070333327,0.3614083892221059,-0.5839917990552361,-0.12332828286195069,-0.6802858931270948,-0.26870709308437657,0.06773732242493664,0.9458839553321324,-0.6122038226013026,-0.38373825772433234,-0.5451218016970283,-0.011499988759166864,-0.6128227756068022,-0.3093464380934529,0.7913632535042,-0.2217679869669078,0.0893640560212292,-0.05636288960823051,-0.11095555585683466,0.3149834335239582,0.47597516212369906,0.1947334445393308,0.43278944570793637,-0.20373969120944205,0.8644775227035704,0.12360193064879656,-0.24354271041245087,0.8059139961791456,-0.27156697793570095,-0.2020244842990413,-0.14775999702064554,0.5629946852105546,0.047314565539566845,0.9370624498776488,-0.29302568056282924,0.3603045220344409,-0.5941395378410261,-0.04214604022269188,-0.7085071872804924,-0.11842429140411793,-0.2555281875372906,0.3063210074211338
Cerebellum_Crus2_R,0.9581531983644384,1.0,0.506196556321396,0.15798393766470825,-0.6860717770049946,-0.1567215532092261,0.3957186393885625,0.4496142164571707,0.5071222790075671,0.03706858486848211,0.29451796033826905,-0.537809055579492,-0.3265817480955633,0.15729500267000404,-0.2609788855133032,0.35181333458501307,-0.7418768124438756,0.755788328790328,0.1508712988446573,0.6009758691686968,-0.15577333541950034,0.481241468897785,0.39658561049640306,-0.2702540744108577,-0.2072265104883885,-0.24022932546771034,0.9576789174982758,0.20293307256009266,-0.04336620435164803,0.35622237764977577,0.6120378436251688,0.3062552042622837,0.7386312807498543,0.8625422358435791,0.37504372556410476,0.11700036417269968,0.21771970429329482,0.5519737089321738,0.19267942768208243,0.7699344342273603,0.030842070071219366,0.9056279548577321,0.12149156423912615,-0.20055495358680223,-0.4672364945512427,-0.1986934327567488,0.23845468570311013,0.09645063539875494,0.8317137470729659,0.27103674384530846,0.8352186248546744,-0.6090261207698697,-0.36946911164583124,0.13806930821921776,-0.6675014823164984,-0.4311457972268902,0.179090082279536,0.6691781943181028,0.07485967545656208,0.7986286052952716,-0.3411265855424841,-0.36356159148055567,0.8706543717964236,0.6016035782407217,0.29535488936728865,-0.629448650513543,-0.19438343472020392,-0.6134160961837059,-0.24699489463283858,0.04806363778384836,0.8909652634949853,-0.5820861277555512,-0.45765170304096614,-0.5028769080603976,-0.06748890099336678,-0.5693894562554707,-0.31579094119380535,0.8183251472909254,-0.19724331603870957,0.0038639039069253973,-0.08254496295989733,-0.07491950289771716,0.4184706033750406,0.5032169497136623,0.1391276238467777,0.36514849156272583,-0.24726816012757952,0.794712579981411,0.09345313225729486,-0.16028972745574782,0.6935478062567831,-0.3660802172171237,-0.1972385349411846,-0.04218158773714922,0.6299029350087273,-0.11266463735299569,0.8876059339404591,-0.2745663355125747,0.3352373962006188,-0.6155286820512711,-0.06359823334196783,-0.7368941035889758,-0.04696902738351936,-0.32475024551888837,0.27453774170031536
Angular_L,0.3919571851018994,0.506196556321396,1.0,-0.45256608801035164,-0.5066895430829803,0.3432153202386542,0.5967749498221399,0.07070888906877028,0.9096439368927828,0.6642161245739786,-0.14208993575360204,-0.6239027622678713,0.11757638748244213,0.09496554864254507,0.15336449155413598,-0.010138785418215708,-0.23433464339717633,-0.01964177713438353,0.6062361001648859,0.5136383388216398,-0.42497179770419213,0.021560843465993504,0.5781586843278755,-0.4638069548661584,0.46336357319141497,-0.11557705653248596,0.4416850212967798,0.6200543658021953,0.10428462163878634,0.9231612319139774,0.4711846685827536,0.3906325528570625,0.5137944121711464,0.7342424888458825,-0.1918248298152424,0.08631735903921589,0.30234895967443753,0.42075677787564514,0.11598915902169514,0.35557607439738514,0.331908473194597,0.43591935742706867,0.24863125155845112,0.6453958288714334,-0.5839677070048763,-0.3292242470212322,0.13079424457276742,0.08696583468032812,0.465542756473838,0.24758413536874954,0.340454924959953,-0.7882049158674576,-0.24469119361154884,-0.35474908093651064,-0.38000695610666047,0.2476714268714526,0.18139777999913337,0.09789023832710993,0.07740712197700904,0.7922569083175771,-0.6108352703131205,-0.5875616033682289,0.1855513609600174,0.15364995539224718,0.1407746947325125,-0.4980544107321369,-0.2288038773139318,-0.03596999498890152,-0.41785909336880395,-0.05179340115406207,0.2821601045955404,-0.48032742810200163,-0.7692915771786548,-0.35837071996934555,-0.6411322128403161,0.2107904212111106,-0.284157992221521,0.7063746878938044,0.03150854127959951,-0.41246072389987337,-0.25277742655557706,-0.2758204508938498,0.8315579628439821,0.03751235035572022,-0.142584530601637,0.41840425411117027,-0.5592816231127916,0.28201415523238776,0.17111031802760807,0.5744049190515864,0.018183445784220563,-0.5618056816920055,-0.1919233086273112,0.22544799471351423,0.5882904496435752,-0.32581982535755855,0.342471238374232,0.040846142077481884,0.12273686659908924,-0.6527341316992493,0.053041601951337496,-0.685318576957739,0.4898968516873049,-0.7273091237986652,0.10456939748904123
Temporal_Pole_Sup_L,0.2999461255177889,0.15798393766470825,-0.45256608801035164,1.0,0.3635521220495422,-0.3534186520051022,0.017963835709171587,0.2757479997577755,-0.27665743413174587,-0.3885934518895582,0.32433905474412433,0.3345668829346918,-0.15539915997448076,0.036237119299586514,-0.22834180754459485,0.6215080245471983,-0.4389544945928374,0.48179556639716375,-0.38754114241452065,-0.16511804892015083,0.2225562102048457,0.49134176927686435,-0.1615845601569202,0.6919723604213013,-0.4883779552310744,0.042372214734395196,0.207043789617643,-0.4879788742549326,0.05795584044801272,-0.6125534555676821,0.20661627003173996,0.021525048260687137,-0.033706766782392025,0.026128548689926555,0.6227804105697852,0.34327509004340717,0.3640489025339849,0.010963186730033549,0.23811899985068494,0.48019307963068486,-0.575536983846696,0.32663807344734475,-0.03299899552050563,-0.6253882057306989,0.23356712386399786,0.14483718685173108,0.12762132043083663,0.08957099451962804,0.1975002367757161,-0.3551083894834377,0.16879675905668512,0.3585903795615174,0.2510429570702691,0.2965206066169546,0.1603193937947541,-0.4820396102536917,-0.3144597799404507,0.45543475903277486,0.2311756777914083,-0.11152927785888221,0.5290405685781218,0.5123024172058429,0.39497883216978535,0.6272701367945496,0.3160460843801008,0.2307467011349725,0.29228306020095784,-0.3821747294611354,0.2984702881238288,0.3817949595134078,0.3722255791235222,-0.029883866808434675,0.37647729171645267,0.0058049687026243135,0.5565793830893467,-0.531599780012504,0.059476810730837555,0.06372655164853082,-0.11773943754419695,0.4804654154891375,0.3624499341690087,0.027916726656890014,-0.41179780380905784,0.30548806804372697,0.49659576979873116,0.15018090568852446,0.47811202239891804,0.5390244644900496,0.06770952443974955,-0.6507065816520111,0.702411324739868,0.5999208877645644,0.039958256383901505,-0.5521953228831988,-0.07299526260749016,0.7453091123916344,0.41400192628157334,-0.1926671691775373,0.3180475667000603,0.21438330975766104,0.30432959552709726,0.06363246347059807,-0.40660496427963977,0.4278366063138653,0.3688349040706667
Temporal_Inf_L,-0.5821989872606183,-0.6860717770049946,-0.5066895430829803,0.3635521220495422,1.0,0.2003860699913513,-0.11934840691476842,-0.06349952105826709,-0.3749587843273798,0.08812517675778386,-0.030121283447408033,0.5620421432283357,0.35120423398990486,-0.005609897240633508,0.35054455381643845,0.10635629248905976,0.34580567080252794,-0.47015466287769797,-0.03303352572807302,-0.44460583919580926,0.23889926089900496,-0.03213036580704791,-0.16329151346721635,0.7768550421846115,0.21270347525474806,0.37244713275597274,-0.657201736820187,-0.16223459099589213,0.2464595781893254,-0.42034109682683585,-0.15359973593781243,-0.059570258248712274,-0.5638093579034915,-0.5639837848451252,0.13176400994553428,0.2264975306089239,0.20983275474873875,-0.2767980761524781,0.1884629045738128,-0.24806288518303174,-0.3217575863743242,-0.4843966110338769,-0.046238745473818475,0.06056643980143242,0.37070083226087075,0.2181958202018762,-0.007722792724570432,0.14834240787147648,-0.5632528297521529,-0.4628019018188398,-0.6497721285943195,0.5709561111383801,0.605451948245312,-0.09136384131640336,0.7081523747972598,0.30286971587281325,-0.3934685055632055,-0.23016473538069676,0.2636241404845319,-0.6166513979924179,0.5024326028893075,0.4840800030240087,-0.5862434786053798,0.020819126096172518,0.1444368727445936,0.7282978223031,0.5484381029297386,0.3709644062054365,0.35038785243265935,0.37478861789517515,-0.48347938299015425,0.41154839317541675,0.49373837389646746,0.49228670739181574,0.23689326951959724,0.2772714339658111,0.29250694792352555,-0.48085437441866724,0.21964789587500896,0.19836291482461751,0.30318277523407755,0.10170489971211517,-0.3275380989366713,-0.3027261364808069,0.3563812035371281,-0.0023907736368937406,0.43496983586103105,-0.22788401472453015,0.37998004681585057,-0.0021087674127039913,-0.2204712620368971,0.6982137589351383,0.22103391625929716,-0.309996042895674,-0.42451598580013966,0.6358705726700146,-0.4099900404735248,0.23061373279445488,-0.008758011964946124,0.4722516229441703,0.3581028355899781,0.5673167991201061,0.10982055288571464,0.4887952661876441,0.021769644470219254
SN_pc_L,-0.19648484567191696,-0.1567215532092261,0.3432153202386542,-0.3534186520051022,0.2003860699913513,1.0,0.34104819751868704,0.11452288096077984,0.3134023393040804,0.6540614518480723,-0.1747509266320243,-0.15265643110957972,0.5495961238735959,0.16371251559519498,0.5949938287179924,-0.14537193002201312,0.32491442872604104,-0.4525622451700156,0.5696174950984282,0.17643244909809944,-0.051774246287320844,-0.15625400063241646,0.4774414353196971,0.01405725720464874,0.6769944353753268,0.318398054600484,-0.24580282405724158,0.5839216765648868,0.3264504801061117,0.4839052789218726,0.2061327680532444,0.2218251533208716,0.10369439781594059,0.0931425388763962,-0.191276282390322,0.14126730771412546,0.26299112652828344,0.16587876097260015,0.30608255965948916,-0.05755654035570954,0.10416004942331455,-0.14610344679321857,0.034751329907402186,0.6581164916138158,-0.15634273638041774,0.04457384079676222,0.25827715148209324,0.3757045389601184,-0.23772244142413876,-0.19656983237030787,-0.3060733353935917,-0.20769175962438957,0.38006709293213664,-0.3154073323425479,0.27168526222184025,0.6644248868288546,-0.2135111608968928,-0.36060980726681935,0.21089350036525922,0.03999160383486909,-0.08267135531234127,-0.23814943203932876,-0.36765953729876955,-0.09918924027088084,0.04053628683719953,0.1266329073020655,0.183123051245274,0.41944251568727997,-0.14818454358758296,0.2730628862303616,-0.25864158367618784,-0.00414992790508311,-0.27387178493040554,0.10661733618335303,-0.4527671887124204,0.5555601938384682,0.16227974004833234,0.13480065039596564,0.2168879463486598,-0.30857085411675644,0.12050638302272411,0.1586737543536331,0.4547391682345189,-0.36214360157220465,0.12983093405330828,0.22154883071011972,-0.0879149810532499,-0.11058585626982728,0.4435740542710025,0.6438885703809395,-0.33509377423507036,-0.08614488697190018,0.335702874143603,-0.02614856059392134,0.3421559483567205,-0.054660234164083346,-0.16552470055144106,0.4242598795214523,0.18721861329919817,-0.2621330721753501,0.2636517845966949,-0.008945945302068416,0.5766271095319038,-0.21926013223609642,0.04662023526171875
Thal_VL_L,0.4229366346388275,0.3957186393885625,0.5967749498221399,0.017963835709171587,-0.11934840691476842,0.34104819751868704,1.0,0.16014905643972469,0.7230322215025842,0.4668606292100997,-0.018524403303556723,-0.2796955933855655,0.10729231349308732,0.04736689339528916,0.16633477225740054,0.500902681882194,-0.29197259409525117,0.12171255006614111,0.33160531733053256,0.5773673174360717,-0.22969105242821994,0.34667550881188336,0.5347418050989035,0.08746715408083358,0.2300152879792254,0.07799460068316592,0.363349278252982,0.37395061931362183,0.5645126499904256,0.5605579841703787,0.5848258820085775,0.3520121145523536,0.46261048039973945,0.6567960900342069,0.10126942713283625,0.3638160738902668,0.6838397954129987,0.3537425794158911,0.19620800200917574,0.5925204255439152,-0.04176644753385999,0.5200015351889157,0.48435119548274314,0.43074648497568646,-0.5357746056224774,-0.27994867080440355,0.16272494016716893,0.15161739084828021,0.3360713976346174,0.02494692624127896,0.3253588791368887,-0.44718267952358853,0.2158494561289554,-0.2986555035619025,-0.12474823093142844,0.09022596243068269,-0.09336984550240449,0.22972814730471214,0.31575914455292997,0.5409865788917686,-0.27394441997518476,-0.4004059117730235,0.26679202987918776,0.5457646227196397,0.46722909889868214,-0.23231553688929427,-0.043495666420018876,-0.2360805731407329,-0.34077944457196424,0.22979925787069214,0.4439706953107618,-0.4968952247706031,-0.4503300929774366,-0.41404502661260684,-0.4439343411374698,0.0546399990710511,-0.015133941110232743,0.641885837945048,0.1905963745054661,-0.07676294369106436,0.09287035755641392,-0.20542317218020573,0.5112454866524364,0.10232527639652403,0.17900342911893002,0.8668112803006359,-0.3128087302837122,0.48557867087303686,0.23893155345039133,0.2534826613972055,0.3579478972185911,-0.11266382292132006,-0.16429174789502468,-0.07488110967238193,0.5077055695069776,0.2590553934424705,0.47994425246355304,0.183334180963444,0.4243059324147843,-0.5192986745696677,0.3115264435658625,-0.5020656621304437,0.3498731924852859,-0.5182945700776621,0.2512161624455151
Cerebellum_3_R,0.45176758315672383,0.4496142164571707,0.07070888906877028,0.2757479997577755,-0.06349952105826709,0.11452288096077984,0.16014905643972469,1.0,0.11094643008706792,0.23837493261157214,0.6365983836017257,0.0019319463635947434,0.15837285786543623,0.5555960515787361,0.23912531853766852,0.3469007401217738,-0.22790768320605934,0.4529617157494848,0.3345334795917536,0.4198827417191674,0.3906794998901491,0.5895187292840739,0.35349458798336114,0.2542506868826697,0.0709505233153016,0.28102800119125076,0.4467725118769127,0.3102756215705254,0.10070355514173371,0.10262786053310312,0.29082508047602884,0.4741102736884745,0.6065367870583394,0.4054048281955939,0.7068366006204584,0.3794296108170068,0.35326898023345976,0.6092694984139292,0.6764324438587301,0.5965902515458386,-0.1702644835722541,0.4758704558045583,-0.11374336786702112,-0.10097505095370367,-0.044405418612481824,0.4067810780081519,0.677452753230776,0.6609628390523385,0.3534456753054165,-0.08024507536120852,0.4507077682411453,-0.18836784751571864,0.24478991395231106,0.3334254685112937,-0.12707450603309817,-0.08536626101406014,-0.0557240203093339,0.5394468136303768,0.46084563397466805,0.31390160043369686,0.1455555605043642,0.0052729288792783815,0.472206237742482,0.43996755841466784,0.4812981372279536,0.11666943092636835,0.09559056769968802,-0.1742099703266413,0.1982852711521189,0.7340730448237551,0.4982041055692945,-0.010337818457449893,0.09525799090910683,0.07996773460771138,0.2796044523248016,-0.36901140986624414,0.15178379888448243,0.4039489046625921,-0.042980105284175445,0.3033452557018165,0.47253604352799433,0.21268919345406007,0.3006985934953378,0.5138954987098203,0.803253153699064,0.13563441350021957,0.42883039698905323,0.4792076187220843,0.4652835067323212,-0.02189613387598144,0.39293577329819374,0.18892805581492406,0.3777595879486569,-0.1832575401576607,0.36834653818589047,0.06764994455254696,0.5343126182286444,0.06634195431176937,0.6489930013019501,-0.21165230282109262,0.3379424001511759,-0.1407284914797134,0.15290589968564022,0.24890995826313003,0.4439306600744998
SupraMarginal_L,0.43583460062206303,0.5071222790075671,0.9096439368927828,-0.27665743413174587,-0.3749587843273798,0.3134023393040804,0.7230322215025842,0.11094643008706792,1.0,0.6214802749433315,-0.1219787447810692,-0.5371944608493465,0.13394523507814873,0.025080216851808487,0.11882218242133062,0.18609456609171918,-0.27860005796902637,0.022327965821852386,0.5842282004179933,0.5211691589818326,-0.46319476536727233,0.14861143287179207,0.5766642756111822,-0.24874298458993646,0.4176035222998574,-0.083545205738452,0.4540542699231673,0.5368826487708224,0.320694740618206,0.8639413528088121,0.5341735746009353,0.45374203039479616,0.4072431219873373,0.731688093697988,-0.03937663546716514,0.1785803952142758,0.5704675551018269,0.4900661808645285,0.20031972148343596,0.47470886267781054,0.1330201923195767,0.5103023383805344,0.2854599931327874,0.570837365457773,-0.6426360296788295,-0.3918438278464169,0.10383864019975014,0.09302504432404274,0.44008283266604953,0.11591972794310278,0.30204863962343476,-0.6954722785514809,-0.10230706327844709,-0.41992384782901254,-0.24857484192736723,0.14450101392908377,0.00996735060609329,0.1667568629925758,0.2353658950011641,0.70562575274803,-0.531198779012703,-0.5352995699162956,0.19399589488630695,0.34158175804721663,0.2851342298621094,-0.4060291415118747,-0.09640606268594457,-0.13591073730229497,-0.40627227208803224,0.052282092574273596,0.37150298574650986,-0.540320280015473,-0.6750321889103175,-0.4101295985576706,-0.6169908928199955,0.12147736619670554,-0.287079074118088,0.7208854400751165,0.024402130102403666,-0.34797214013890587,-0.2053856835526596,-0.3038875160268535,0.8512513959455981,0.04068612224781798,-0.01720129048695155,0.6102815495289224,-0.49911253608983214,0.3890929850700988,0.22334788268208572,0.4468679171963418,0.1628471306625859,-0.33896094065769966,-0.284708969083949,0.051719322115809624,0.5119266542969324,-0.038516356434233304,0.4358529114479347,-0.03916289380536335,0.20113955204490727,-0.6538004787975895,0.2619639626221508,-0.6571968621728733,0.44342873953867007,-0.6406912200954586,0.152214654790428
Precuneus_R,-0.04022456952036789,0.03706858486848211,0.6642161245739786,-0.3885934518895582,0.08812517675778386,0.6540614518480723,0.4668606292100997,0.23837493261157214,0.6214802749433315,1.0,-0.06341408135191569,-0.28667667004313474,0.6713245449864967,0.34010232314117084,0.7266295280810623,-0.10704192247844331,0.16350381675729794,-0.4528342719679908,0.8909411627865709,0.242839644864584,-0.19254961381313923,-0.01162971207899546,0.6459315178516754,-0.08770992844654595,0.9081237045833521,0.4054976316079356,-0.08807005143474948,0.83729516790319,0.2151420285154231,0.7694832839882926,0.3111279142655832,0.48009191045585725,0.29873584613910165,0.33546398280072237,-0.07236079081970224,0.2708300387632091,0.4078997721792201,0.4016071029403356,0.4728951904666582,0.10461802511943767,0.26028134577406375,0.03104020915292769,0.15375069170591701,0.8770317443165309,-0.3123653144898353,-0.04674778074133311,0.37620584054730954,0.49005107644057333,-0.04046632908929701,-0.0651036382720512,-0.15463341008278894,-0.5238397309729644,0.19519767543597139,-0.43017359623483203,0.04234381833337521,0.7684720512719521,-0.09759579830444647,-0.18197742653799268,0.32902446145529024,0.39154714473994817,-0.39090371873880225,-0.4506337404707993,-0.28139657178939836,0.021588866142961325,0.19643823822114384,-0.02563386214809443,0.04628192428090282,0.4669730935502496,-0.22092395130954692,0.37779578364590205,-0.12451998392307605,-0.09039717353757334,-0.48709837321064214,0.0460713801099519,-0.5701867584448306,0.5974380813301843,0.0473043440370909,0.3479294731045082,0.12335412389999063,-0.3814529595862235,0.004749357242215575,-0.2163207591084382,0.7977409638091814,-0.26000558849303557,0.20533362721074497,0.28467328353086446,-0.21294201181865866,0.048163038619576895,0.640814814130557,0.8705955870346895,-0.2755376834013014,-0.19270075085851704,0.3082314292493434,0.05770499804422082,0.41722327657164837,-0.11728227514353255,-0.007031533968418846,0.26336656747908593,0.24887268905327978,-0.43963709811013824,0.30224090280892296,-0.2225708297920064,0.7767647977293595,-0.4189754063922517,0.1470913496088994
