,Frontal_Inf_Orb_2_L,SN_pr_R,Thal_VA_R,Occipital_Sup_R,Postcentral_R,Vermis_9,ACC_pre_R,Raphe_M,Putamen_R,Occipital_Inf_R,Raphe_D,Frontal_Sup_Medial_R,Thal_IL_R,Occipital_Mid_R,Thal_MGN_L,ACC_sub_R,Rolandic_Oper_L,ParaHippocampal_R,Temporal_Pole_Sup_R,Cingulate_Mid_R,Lingual_L,Cerebellum_6_L,OFCant_L,Thal_PuL_R,Thal_PuL_L,LC_L,Cerebellum_10_L,Rectus_L,Cerebellum_Crus1_L,Thal_PuA_L,Hippocampus_L,Thal_PuI_L,OFCmed_L,Cerebellum_7b_L,Frontal_Inf_Oper_R,OFCpost_L,Thal_IL_L,Cerebellum_9_L,OFCpost_R,Cerebellum_Crus1_R,Fusiform_L,ACC_sub_L,Temporal_Mid_L,OFClat_R,Red_N_R,Angular_R,Pallidum_L,Thal_AV_R,Frontal_Inf_Tri_R,OFCmed_R,Temporal_Mid_R,Thal_VL_L,Paracentral_Lobule_L,Frontal_Inf_Tri_L,Parietal_Inf_L,Cerebellum_3_R,Thal_VPL_R,N_Acc_R,Amygdala_R,Parietal_Sup_L,Postcentral_L,Thal_LP_L,Insula_R,Cerebellum_3_L,OFClat_L
Raphe_D,-0.15895446950971637,0.4432341949671415,-0.3111876568146956,-0.12269360358448253,-0.018126427498075443,0.707076361500881,-0.28226137750880703,-0.46551391530380115,-0.1759333701155088,0.008425914000456898,1.0,0.12914458258265119,-0.7071535973811619,-0.05760411209519153,-0.13838538949681736,-0.24631148000855047,0.2455042434551995,-0.2757591664940906,0.43384948690910613,0.09938951843966631,0.7064647376577179,0.6896322266349771,-0.6828592878374207,-0.438316938108149,0.32853534494393477,-0.661635897106459,-0.6054899408312282,-0.7776998078546987,0.787899611148541,-0.3105958167142423,-0.11366795517139622,-0.41386673703090127,-0.7061586684767142,0.6681544364625966,-0.17973365013780587,-0.34526640740940606,0.23652397608127426,0.7412325861894116,-0.047463885813262115,0.4971572970936311,-0.002583069678411384,-0.37896473744188813,0.22520374480924274,-0.30754130194230184,0.2112742761664848,0.3148056047289968,-0.057703158935147485,0.45152530807680363,-0.11470591587248012,-0.5332993165215585,0.41394704951350203,0.6125869441767275,0.11577529272163276,0.027725773452276222,0.4269726274721113,0.39620880083183513,0.5414749963223302,-0.5320339000052644,-0.5581517734503268,-0.007821641612816333,0.41558082559075626,0.054164470384191823,0.35279672677171603,0.49701721003613053,-0.27147469342261743
Frontal_Sup_Medial_R,0.3203508909179653,0.32526702044616973,0.21691442901407904,-0.09525436206567768,0.21366729719620378,0.13972715557095364,0.6844851538854836,0.16013126232817787,0.36542006099972507,-0.06270774271714655,0.12914458258265119,1.0,0.35061317486684723,-0.07933304501918952,0.014567806310236504,0.42514198379400225,0.6613056972774789,0.29619529151797125,0.11681424135749247,0.8191248933355323,0.1401575303754698,0.07297431882249318,0.1734179139408471,0.21906596793694386,0.1243031548275296,0.06136277031370309,0.16799774082934724,0.11776244549220258,0.21050064182891218,0.20990881613367,0.5118857488555708,0.11818498409577124,0.028929889114282667,0.2983952442409008,0.5125783510479901,0.20564050265236686,0.09880480346602696,0.08159777202772893,0.221445248009081,0.11858067943282748,0.1899991619721605,0.19246185651165693,-0.05011248395767814,0.37996755798539783,0.32246813800360435,0.1653563424597989,0.37034877572559555,0.01804698974926338,0.6766409537828365,0.14357239115031487,0.16551463145578066,0.24263779222574042,0.31448655420479044,0.6125677928976557,0.28084401686013427,0.45976983886286865,0.20670108739136525,0.2633103197149021,0.4102709476685211,0.06194718366438489,0.37558887836252397,0.4049443312429171,0.5758205375764396,0.40060216442683183,0.3737087208624805
Thal_IL_R,0.37497752073385365,-0.296167513128875,0.49120552252865907,0.08830817534302435,0.15218346186295065,-0.606566035183608,0.6397181360615827,0.5430318814360016,0.4722361994284451,-0.05229178880705221,-0.7071535973811619,0.35061317486684723,1.0,0.01625754300763002,0.1714721169578294,0.46706996076315493,0.14668691429082154,0.4780053287439165,-0.4111203950707517,0.3505999079755965,-0.610265882938403,-0.5862136125564796,0.7487857402973267,0.6647977816370226,-0.25033995307475027,0.6947149091168519,0.7269488224992144,0.7979945503156416,-0.6359398408808672,0.586856584541843,0.4670032106436545,0.5709685832630779,0.7270987867081398,-0.48361816462658697,0.4880551544737705,0.5363187320104545,0.03583346149285916,-0.6643847212007342,0.16079550517726116,-0.4730373170273115,0.22530556971373672,0.5444453597032373,-0.19936095886585067,0.5297595247866644,0.031956747314034126,-0.2830290778667477,0.35376383501849845,-0.5689511068964284,0.47196591236732927,0.6171055404320726,-0.3611004902561954,-0.4968952247706031,0.04283873458744356,0.23536639057022776,-0.33351210723031394,-0.010337818457449893,-0.45337787840273774,0.7410353069906607,0.8595876683011022,-0.025337107476037353,-0.2837702281204731,0.14027976061039193,-0.014150069236545347,-0.14412001591407703,0.4781963091773328
Occipital_Mid_R,-0.2638371427709316,0.018337668268936503,0.03758893549894081,0.8895322331912261,-0.19731308867129924,-0.13692657093745475,-0.06410994502980683,0.008870378870302871,-0.07620825766722454,0.8809610893702858,-0.05760411209519153,-0.07933304501918952,0.01625754300763002,1.0,0.04497484117207008,0.24518657673132405,-0.3126977712522896,0.10725699544875655,0.21673505059458392,-0.1752603334377038,-0.07407037312387774,-0.22230965151049953,0.004548568343288595,-0.04812588452699543,-0.1837227075604347,0.0402703868278022,-0.1151194870792615,-0.012856934668708051,-0.05974008161486654,-0.10943259008793811,-0.39192299247360446,-0.20984986417360915,0.04950651538188095,-0.11825551628879039,-0.11026759871333867,-0.17649345495662688,-0.41490178200506794,-0.008687250613992621,0.14435925559678084,0.48403206345701955,-0.43026044364645033,-0.24753833553850144,-0.4417814031753349,0.23027215796286882,-0.12898514203050665,0.14122526286167575,-0.3285925172988882,-0.1783760522541752,0.0687779803775039,-0.0491656528673401,0.38710570616866796,-0.09336984550240449,-0.09714559075577245,-0.3316734181113417,0.12607642820543372,-0.0557240203093339,-0.01868772106052678,0.07241879917717506,-0.05116477429421307,0.6699946787897582,-0.05277831817496726,-0.17069161748893036,-0.012114248571781314,-0.32006025389506493,-0.13309355431670883
Thal_MGN_L,0.11548179758321969,0.010875476025923862,-0.055896364840855264,0.12462219897261681,0.032251023556596474,-0.13845121238816702,0.1491976475486004,0.15349702351742212,-0.027416404543228787,0.051332281769302546,-0.13838538949681736,0.014567806310236504,0.1714721169578294,0.04497484117207008,1.0,-0.058578694117261555,0.07967738369760849,0.2932707833073383,-0.14106829744403623,-0.04620855996835559,-0.06229983361318813,-0.10866153774218558,0.13334339110670404,0.11478741002519585,0.16297361684225875,0.20157918842266914,0.20683949707091082,0.2362860081304272,-0.19468665543750271,0.005909145542011954,0.2794926505458109,-0.041186692793502094,0.2469603920335782,-0.10153385751731271,-0.08776015320217319,0.0816428144650816,-0.20730944010836555,-0.1719460039733846,0.1365114517352542,-0.18492371206423783,0.18427084377852768,0.1800249310547487,0.03662258498559889,0.05507576796420587,0.3038226189385236,-0.016906380536225906,0.1310896113533466,0.04399326383877243,-0.043146476098992165,0.15140048807615591,-0.004881969380735714,0.1905963745054661,0.04317930901287044,0.07772514069018584,0.00699289341407473,-0.042980105284175445,-0.12434456020500409,0.11107257636885608,0.27890327097619466,0.04226237873354205,-0.012624675849025673,-0.029448135535450122,0.003785058444192568,-0.12139181190622646,-0.010271228263638209
ACC_sub_R,0.16513478419596947,0.19857809418748565,0.5395946038292204,0.16426863126043031,-0.2102984817789286,-0.23412409187735167,0.544660297232294,0.2828161052888208,0.3705641144084089,0.18821843419804163,-0.24631148000855047,0.42514198379400225,0.46706996076315493,0.24518657673132405,-0.058578694117261555,1.0,0.11554674888277647,0.4350533862228066,0.3332871846851809,0.42265403771371585,-0.05197656493252015,-0.24468455642079942,0.5223566238904891,0.3004372478165697,-0.06566880526195476,0.127926344162034,0.2520378850758189,0.3196583342473861,-0.12449435729837278,0.31359419304828645,0.19428887119493668,0.1400391674111153,0.3196780861197164,-0.12346213009256837,0.4013675931263305,0.46347765876089203,-0.1950693291109068,-0.03451801238421732,0.5307773835058348,0.2004556383702583,-0.10681441789315552,0.05455001982363691,-0.45947526854727067,0.8124999605851229,-0.13147135375289457,-0.1855844453008172,0.09796671985806168,-0.47195940253591684,0.6903016869276752,0.40657411022051115,0.3619352799715849,-0.24280519319318739,-0.13068484229690197,0.0633431677195194,-0.09853573601169804,0.3052563157673673,0.029476540570048542,0.5784062281186965,0.4433518590394015,0.12125336486663522,-0.1416668317652828,0.29205916813864996,0.28612202372101997,0.11301933105361561,0.5529965907375506
Rolandic_Oper_L,0.27255500205161887,0.36016001138306963,-0.06999305979297973,-0.27619179395160975,0.3366600181065414,0.23741914350041515,0.36904108251659884,0.06721722787812205,0.2514246292253165,-0.24149087986632356,0.2455042434551995,0.6613056972774789,0.14668691429082154,-0.3126977712522896,0.07967738369760849,0.11554674888277647,1.0,0.22565224280347682,0.06863472018336116,0.7712609339836253,0.280988321832554,0.18752361916556884,-0.05229076281251076,-0.01789550355384199,0.13907077617863453,0.012591124315491057,0.06496148869890765,-0.09142390281721664,0.2980359422061281,0.02230273651552667,0.522920910518766,0.015018297587240626,-0.22519548540476406,0.3091228999162766,0.5176954325020116,0.04918595087302355,0.11000241696840522,0.18433629623619732,0.03703703282919222,0.021570853873554757,0.19448739310970678,0.17880377859654262,0.04852355611404899,0.09443703290846994,0.48822823434078494,0.2077337863546279,0.35928525150760193,0.24230932261269708,0.5219699735068386,-0.050613200910866796,0.08407952586873206,0.38038981699586977,0.43306980485115615,0.7203989147332818,0.41752491571523187,0.6109286579608275,0.22377466596446166,0.06767726250925715,0.2271252783077398,0.005907244044161421,0.6292546436277006,0.4300144599719195,0.6745221139447768,0.5744979746608525,0.2084213011703221
ParaHippocampal_R,0.4648269662068361,0.00024542016450482143,0.6397890181432789,0.05284512315256475,-0.33920867565161583,-0.15617431307345947,0.5383065987255967,0.6399008266292152,0.7352991468243846,0.05828078708000899,-0.2757591664940906,0.29619529151797125,0.4780053287439165,0.10725699544875655,0.2932707833073383,0.4350533862228066,0.22565224280347682,1.0,0.16095203076829753,0.3014190403785849,0.06807088642719868,0.0029238190947886277,0.588672832544128,0.6688998252790391,0.3290931853402344,0.5222633065158179,0.6814874605643483,0.5364608543582198,-0.3340998082110051,0.49479071123591517,0.5720360185591513,0.4834701567894017,0.6234321531780115,-0.2623032212500952,0.2179234859370122,0.6717360100251656,-0.07802403940699928,-0.07431002785443128,0.7023891530928337,-0.17576820411901245,0.4989885799043339,0.364713963202832,0.1812269512859549,0.6541996956013263,-0.15329138505893325,-0.5034760114014576,0.6124390076410644,-0.3952941079486115,0.30348886122521934,0.6690879239134606,0.2074939127326975,-0.03962080682925499,-0.41732518491228227,0.39100167146979137,-0.3770117933836983,0.3762546718084947,-0.017108048445275064,0.6564027318864565,0.484918140203166,-0.17463904211511283,-0.3063236877726889,0.3103801914466133,0.45093353491126953,0.19100918299851136,0.2660065573621488
Temporal_Pole_Sup_R,-0.22981279664203164,0.4608840652022096,0.27172107739873047,-0.06772321815549542,-0.6855980313937736,0.6091914231007388,-0.1248163041293195,-0.12430740691951957,0.21003350348070152,0.26890967482893585,0.43384948690910613,0.11681424135749247,-0.4111203950707517,0.21673505059458392,-0.14106829744403623,0.3332871846851809,0.06863472018336116,0.16095203076829753,1.0,0.08080121183841886,0.7460589404774947,0.5969053608695347,-0.2348984842930458,-0.12063831244133177,0.5015743892417782,-0.5406930345056599,-0.25321386723775735,-0.46817263160058986,0.6104104370346042,-0.0922502957239512,-0.2646235030739361,-0.39086361612425624,-0.33352328153558924,0.42735442017310865,-0.1601787805382623,-0.07174509526684414,-0.2644903162503492,0.8349258150795914,0.6278318269608824,0.6172113664414597,-0.12293115304103182,-0.5936910703326785,-0.018565961735733914,0.4261322232144528,-0.32601442016085047,-0.23003451138383402,0.06219245057996526,0.1470226417706172,0.13938109796741416,-0.07545606401189699,0.9355484785297987,0.26679202987918776,-0.47607530684645655,-0.06745032528888616,0.005453279398200435,0.472206237742482,0.6268665023469788,-0.025548012463270982,-0.40928817347564617,-0.06427976171699648,0.06870038249857198,0.31649236443713447,0.40973957102292724,0.3177805639841634,-0.18346591871769205
Cingulate_Mid_R,0.30711709165425705,0.3645452055835781,0.18942682102836067,-0.2090832674761325,0.34668272996264565,0.11919495180261638,0.5825676047739262,0.2022550072301987,0.37716774402621495,-0.20403419278649276,0.09938951843966631,0.8191248933355323,0.3505999079755965,-0.1752603334377038,-0.04620855996835559,0.42265403771371585,0.7712609339836253,0.3014190403785849,0.08080121183841886,1.0,0.18787527533337178,0.08631075275227121,0.18997729412250458,0.13725354224445538,0.09970050085818437,0.08888391115290048,0.15994461012424055,0.08776552068438738,0.20540732759730765,0.229682905367523,0.5179410188626278,0.12621553258058135,-0.05422696847530123,0.2349081169539014,0.7492435780178953,0.22669304606686919,0.14988320767262833,0.08442362202475698,0.13388302450701703,0.014261691520737413,0.24281483971715798,0.16255210969210132,-0.049889407347502746,0.33811022976572375,0.3472249237039947,0.1457139368930973,0.40901797904333875,-0.04259215199193827,0.79691688561208,0.10010053855287242,0.0693061007170484,0.15161739084828021,0.3561722040153494,0.5887206905069015,0.22992565937312953,0.6609628390523385,0.14888654632693923,0.2807651084517916,0.39574012121171254,-0.03275792803650858,0.38804001178410324,0.44918450709490493,0.6719189582319174,0.619085700738759,0.44120318065794717
