,Cingulate_Mid_R,SN_pr_L,Thal_LGN_R,Occipital_Mid_R,Cerebellum_4_5_L,Frontal_Sup_2_R,SupraMarginal_L,Cerebellum_Crus2_L,Paracentral_Lobule_R,Precuneus_L,Temporal_Sup_L,Angular_L,Thal_PuL_R,Parietal_Sup_L,ACC_pre_L,Thal_MGN_L,Cerebellum_6_R,Thal_AV_R,Cerebellum_Crus2_R,Cerebellum_8_L,Thal_PuA_L,Rolandic_Oper_R,Vermis_1_2,ACC_pre_R,Frontal_Inf_Tri_R,OFCant_L,Calcarine_R,Temporal_Sup_R,Cerebellum_Crus1_R,Supp_Motor_Area_R,Frontal_Inf_Orb_2_R,Thal_VPL_L,Frontal_Mid_2_L,Cerebellum_Crus1_L,Pallidum_L,Olfactory_L,VTA_R,OFClat_L,Fusiform_L,Lingual_R,Cerebellum_6_L,Thal_MDl_R,ACC_sub_R,Cuneus_L,SupraMarginal_R,Thal_PuI_L,ACC_sup_L,N_Acc_L,Thal_PuI_R,Vermis_7,LC_L,Thal_LGN_L,Thal_VL_R,Cingulate_Post_L,Raphe_D,Raphe_M,ACC_sup_R,Cerebellum_4_5_R,Thal_MDm_L,Vermis_6,Cerebellum_7b_L,Rolandic_Oper_L,Calcarine_L,Parietal_Inf_L,Vermis_9,Supp_Motor_Area_L,Olfactory_R,Occipital_Inf_L,Caudate_L,Hippocampus_R,Cuneus_R,Cerebellum_10_L,Thal_PuM_L,OFCmed_R,OFCpost_R,Thal_AV_L,Putamen_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Temporal_Pole_Mid_R,Insula_R,Amygdala_R,Temporal_Mid_L,Cerebellum_3_R,Thal_IL_L,Occipital_Mid_L,Thal_VA_L,Vermis_10,Parietal_Inf_R,SN_pc_L,Hippocampus_L,VTA_L,OFClat_R,Temporal_Mid_R,Thal_PuA_R,Thal_VA_R,Temporal_Pole_Mid_L,N_Acc_R,Rectus_R,Cerebellum_3_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,Temporal_Pole_Sup_L,ParaHippocampal_R,Vermis_8,Vermis_4_5,Rectus_L,Occipital_Sup_L,Thal_LP_L,Lingual_L,Occipital_Sup_R,Thal_VPL_R,Postcentral_L,Cerebellum_8_R,Thal_MDl_L,Frontal_Mid_2_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_L,ParaHippocampal_L,Vermis_3,SN_pr_R,SN_pc_R,Thal_LP_R,Precentral_R,Cerebellum_9_R
Cingulate_Mid_R,1.0,0.33654743437055784,0.3369994568430363,-0.1752603334377038,0.6431128210855132,0.7267511026965137,0.09302504432404274,0.05985784650680524,0.4043304737201384,0.23465944354333457,0.3779434598295375,0.08696583468032812,0.13725354224445538,-0.03275792803650858,0.3786276606937816,-0.04620855996835559,0.0224539753975506,-0.04259215199193827,0.09645063539875494,0.2192995959574401,0.229682905367523,0.8216964890172291,0.3265675788174876,0.5825676047739262,0.79691688561208,0.18997729412250458,0.16638235940395404,0.46824870219581727,0.014261691520737413,0.5795465422184258,0.666419613026742,0.3648901532560712,0.655846397418683,0.20540732759730765,0.40901797904333875,0.04452121957144212,-0.10379093829749911,0.44120318065794717,0.24281483971715798,0.2012713949653014,0.08631075275227121,0.0980974177998479,0.42265403771371585,0.15107715060631782,0.3174876648115694,0.12621553258058135,0.41847815446728287,-0.02746229000473067,0.15570681656773352,0.0031457945302339235,0.08888391115290048,0.20551752173575566,0.0031699873676879512,0.4648402522955088,0.09938951843966631,0.2022550072301987,0.46854268679873357,0.6834051312667876,0.5009595322397398,0.03521229576964107,0.2349081169539014,0.7712609339836253,0.1974915791947389,0.22992565937312953,0.11919495180261638,0.5880336434978298,0.19568728359945495,0.03106137175674606,0.3135978608052952,0.4462028458188136,-0.05277802138286388,0.15994461012424055,0.3004741304006766,0.10010053855287242,0.13388302450701703,-0.12896771013417863,0.37716774402621495,0.7492435780178953,0.08442362202475698,-0.00484644750378962,0.6719189582319174,0.39574012121171254,-0.049889407347502746,0.6609628390523385,0.14988320767262833,-0.1005341534128648,-0.029860430909641286,0.560956926353248,0.019005182526595353,0.3757045389601184,0.5179410188626278,0.03014602849985203,0.33811022976572375,0.0693061007170484,0.49345108445832714,0.18942682102836067,-0.03529368522483145,0.2807651084517916,-0.0021446934217991863,0.619085700738759,0.6966087258496761,-0.0422242154077147,0.08957099451962804,0.3014190403785849,0.1330476826814778,0.4666777452246857,0.08776552068438738,-0.0426443476738727,0.44918450709490493,0.18787527533337178,-0.2090832674761325,0.14888654632693923,0.38804001178410324,0.07612962688138804,0.11616134223444595,0.6891390411695322,0.30711709165425705,0.5529129013425983,0.32637092333098977,0.4604718688363494,0.3645452055835781,0.31318739476182805,0.6142959286958579,0.3701777924163241,0.06278052315913558
SN_pr_L,0.33654743437055784,1.0,0.07729208576136751,-0.15456546814587158,0.24972339736215016,0.41962226783985346,0.5766642756111822,0.3784215763038209,0.5065626066011266,0.45780195711527977,0.40753838698530737,0.5781586843278755,-0.5629293159404476,0.1774543784160058,-0.43141199497293886,0.18739237128064112,0.2925446687518337,0.6243204432574282,0.39658561049640306,0.41846462401550155,-0.46496899427072985,0.289064987023585,0.6905348948379726,-0.1698535069967994,0.19245252982371577,-0.4365378193709449,0.5244612237662153,0.4586917357857425,0.25970299885895987,0.6838929552069426,-0.052678442271880774,0.11757033930435982,0.4906868937430874,0.6103282160272525,-0.09639306417491442,0.4155461747749023,-0.010863287717123617,-0.19840067337535539,-0.126399894004064,0.4470942340532114,0.3378974898499173,-0.5162639296414225,-0.1974337099139893,0.5524229277860548,0.49948705405307464,-0.45511880188637743,0.0426454428146004,-0.4905663796476934,-0.4590152955287,0.2060103490819759,-0.39781708263109933,-0.30702886359007403,0.3249755845893691,0.10243361484799,0.5042310610254057,-0.32557969473784654,0.014282087828477537,0.32249040362322534,0.22003220435409046,0.4236559351232306,0.45902039754278223,0.5224048456728051,0.5176821560020192,0.5889387045746763,0.477561155634754,0.7078020270014859,0.5064037768956748,0.2087469934840249,-0.31401385257907194,-0.0708858486364733,0.3774660568800173,-0.38808251469402544,-0.379115885152409,-0.5904025045630993,-0.23034554444963448,0.3175597044655177,-0.36503526913329304,0.13382412987069828,0.3863951902001141,0.019436894774359857,0.3516411197096025,-0.21779525732060026,-0.06283682564915584,0.35349458798336114,-0.06258219154937278,0.25491381230348314,-0.5866566861831262,0.5362555088429071,0.1874309391332594,0.4774414353196971,0.06459355072365149,0.1343898247825585,-0.366483396163186,0.20425507190848774,0.019818227407243105,-0.451100247950689,0.18751010587143008,-0.45756632503808414,-0.475620231857224,0.4189501892665817,0.2559964358116385,-0.6304761532759723,-0.1615845601569202,-0.24032651694703952,0.17771400059030704,0.15857168483048326,-0.49212329384186765,0.25019105467011127,0.247926333914946,0.40753427360609473,-0.14249511391723843,0.4095445908174688,0.6838990079641921,0.3782749045497642,0.6216103938740469,0.32544342845845153,-0.16975691484628622,0.2408960337664724,-0.21668885471314994,-0.17598975643230713,0.7151695564946204,0.6280687558466707,0.2784214646790368,0.3745487608328886,0.37611142007566656
Thal_LGN_R,0.3369994568430363,0.07729208576136751,1.0,-0.15783208276214789,-0.032616552716231255,0.6804618970493462,-0.13591073730229497,-0.5881677640696145,0.6631660238566742,0.5393295894916433,-0.08091603460795109,-0.03596999498890152,0.020174466739187106,0.2275423128783107,0.2248855446850774,-0.0031191058751202753,-0.8015667689688384,-0.09703018029413321,-0.6134160961837059,-0.5718781474894286,0.0671256076045325,0.11822199527256755,-0.180117293904012,0.327859890238409,0.35302070995893786,0.356359947711643,-0.5015509858561465,-0.32226739232559276,-0.43567146052002304,0.4807677184813805,0.19478504377779024,-0.15465016434822196,-0.039575775362301925,-0.40656707080859794,-0.031593647870003704,-0.12088528663036303,-0.6319400476652819,0.3611152432966373,-0.03852823864582044,-0.6567339858346433,-0.6208817363260454,0.32546115438620604,0.0672734696092944,-0.34556832721668795,0.6212639072531884,0.33104693004775243,-0.029225285841060954,0.022286076577807755,0.468052137071668,-0.8104681030951605,0.48151508396052245,0.05956457772100625,-0.41686415457834847,-0.3598509753528834,-0.4435111315085095,0.11046804651688685,0.28537253653978145,0.1532963252204897,0.14404619895898707,-0.7206301051202207,-0.3475977991717333,0.24526314568763113,-0.4591801405276007,0.16575652525121762,-0.5319095613249318,0.42247085164912307,-0.37060120694245746,-0.6319545982115415,0.11351210752362823,0.053895647567656704,0.025819069663231397,0.2657390971349057,0.24423500929202224,0.010652959332980058,-0.5204490430804938,-0.22468315397573388,-0.15458102946430638,0.5373360356766582,-0.7236305032431941,-0.7962503113044475,-0.10658883745176964,0.5537650772403412,-0.27419056520737434,-0.1742099703266413,0.15560950729059217,-0.1535511023972463,-0.10179203793650247,0.3208748374717469,0.7615214150515897,0.41944251568727997,0.34355787073302585,-0.6852357694611751,-0.17034459154738996,-0.7176242137465564,-0.14356081930959672,-0.1698957541335886,-0.7560402994809342,0.1463778632180764,0.3614401380821744,-0.08292378394677408,0.096552235109778,0.07641215258851829,-0.3821747294611354,-0.08663903088272722,-0.7090606500043385,-0.3178052283849564,0.4385373111007312,-0.19172441253361677,0.020913475927499262,-0.6712902103076218,0.0558465450870913,-0.4114792005240907,0.1776580556936711,-0.6802858931270948,-0.2549340058467666,0.7386696558446677,0.15667210320567765,0.02068762113216248,0.42542478695794916,0.19058790801109737,-0.10347738462124864,-0.16778957375186024,0.21223722408760348,0.8180443865915726,-0.7179349396301428
Occipital_Mid_R,-0.1752603334377038,-0.15456546814587158,-0.15783208276214789,1.0,-0.3089211218295523,-0.24096702620975316,0.00996735060609329,0.14072715140838404,-0.20001117805888038,-0.003595596521457125,-0.40984874086039463,0.18139777999913337,-0.04812588452699543,0.6699946787897582,-0.2100450769280966,0.04497484117207008,0.09894708456370689,-0.1783760522541752,0.179090082279536,-0.15135390247254,-0.10943259008793811,0.07921662133230577,-0.14978026494480734,-0.06410994502980683,0.0687779803775039,0.004548568343288595,0.14551495362804798,0.26665047644496676,0.48403206345701955,-0.16670833220457495,0.0009971820174830752,-0.16430319395898418,-0.04675477081407167,-0.05974008161486654,-0.3285925172988882,-0.2298707833376145,-0.10228671889249698,-0.13309355431670883,-0.43026044364645033,0.013196522991351014,-0.22230965151049953,-0.0001625331422408178,0.24518657673132405,0.38560768991482863,-0.08651809960257835,-0.20984986417360915,-0.23720724180713282,-0.29373259500078996,-0.06965426178469686,-0.022931116969545296,0.0402703868278022,-0.0431244045100495,-0.09252628321406743,0.014786301253979181,-0.05760411209519153,0.008870378870302871,-0.041978604201063696,-0.22780716333030746,-0.19667431671182375,0.03432674671743602,-0.11825551628879039,-0.3126977712522896,0.06207905169699177,0.12607642820543372,-0.13692657093745475,-0.0868980510916863,0.12118543214239633,0.4323143413620387,-0.3727252848669244,0.12909250121819985,0.6166288541249683,-0.1151194870792615,-0.24268819145248177,-0.0491656528673401,0.14435925559678084,-0.16305881251520024,-0.07620825766722454,-0.11026759871333867,-0.008687250613992621,0.13557688847239846,-0.012114248571781314,-0.05116477429421307,-0.4417814031753349,-0.0557240203093339,-0.41490178200506794,0.6117065242035081,-0.1039457922809103,-0.37357966556079025,-0.13764248309455754,-0.2135111608968928,-0.39192299247360446,-0.01279870866436527,0.23027215796286882,0.38710570616866796,0.06355817408905598,0.03758893549894081,-0.12395299838514262,0.07241879917717506,-0.02412292660878503,-0.32006025389506493,-0.23198842848574483,-0.023638788246174422,-0.3144597799404507,0.10725699544875655,0.13274927403466333,-0.13780634953757237,-0.012856934668708051,0.74213566711747,-0.17069161748893036,-0.07407037312387774,0.8895322331912261,-0.01868772106052678,-0.05277831817496726,0.08405246670359476,-0.001632615636854826,-0.14947006118244743,-0.2638371427709316,-0.3240350307556768,-0.30096237910843915,-0.19285597944977045,0.018337668268936503,0.04467332279238024,-0.06417241283385151,-0.2032775877565195,-0.05383463570781776
Cerebellum_4_5_L,0.6431128210855132,0.24972339736215016,-0.032616552716231255,-0.3089211218295523,1.0,0.33403139941078164,-0.01720129048695155,0.09734362167434925,0.06345215217379191,-0.11578165275838193,0.5197284614297947,-0.142584530601637,0.32612735834787143,-0.3797282491704253,0.3097383974294785,0.12024250312685632,0.2833527504277269,-0.04620320888596453,0.1391276238467777,0.3987681885588155,0.4324367668444974,0.6088417028163235,0.2590691511981424,0.30343161082062675,0.3904949489882353,0.16997207514433785,0.1417664419926964,0.32354583598406883,-0.12889390875192885,0.24047475185475162,0.4943317813818088,0.4989283264249346,0.47958192853875403,0.2464813616939616,0.7062654899790367,0.19633263388365427,0.24287058827113853,0.1903615849652261,0.6431863801397999,0.4076967096531237,0.4639454377490406,0.09179227319117787,0.2028600924563163,0.027051967181946916,-0.12295801090970011,0.284823654907677,0.4562584958478835,0.34076495700444276,0.12004677737130649,0.37686895643813656,0.07645327145144032,0.20342648563908583,0.16380438562059546,0.7374111433775946,0.20474431187520384,0.26901931695666753,0.15016882129663317,0.8988311560125147,0.5197380377217623,0.27323486189063617,0.2197180125102239,0.6136052246998012,0.1680066011497854,-0.12311452101557703,0.3206908287043767,0.16701332031804322,0.18280037125862006,0.1048002891584498,0.5523950253155678,0.5865194485821436,-0.3414165679893098,0.3183725009003105,0.465092199083128,0.2908082634148601,0.38540366651001035,-0.010993963564629193,0.5801592181386148,0.3961706450846238,0.34058416304036043,0.24768750218455907,0.6108204329416992,0.3148844760517283,0.38693527061092614,0.803253153699064,0.26465571817518835,-0.31008866717242595,0.2581372764743692,0.5329530998717448,-0.2875639148007379,0.12983093405330828,0.5726003292354981,0.345265933141356,0.31375969554426136,0.1805430972848516,0.6580983039990177,0.4022220618173696,0.3335927980968123,0.3811448291220729,0.050001093523684634,0.7636880137062787,0.6107489748406536,0.0915430593200268,0.49659576979873116,0.5553735812352956,0.42121990573034385,0.85725481720776,0.06027264283729124,-0.2905957206452862,0.5329507916748325,0.49931527360426,-0.42129214848304597,0.3019138070178897,0.10702857305555852,0.1947334445393308,0.06817741990810443,0.26415099544322823,0.39805548816289427,0.5199128815566101,0.48423614935440534,0.6758573844910067,0.2768791590445005,0.1886905086612772,0.544835471022652,-0.05328080918667759,0.30043190186596697
Frontal_Sup_2_R,0.7267511026965137,0.41962226783985346,0.6804618970493462,-0.24096702620975316,0.33403139941078164,1.0,0.11882218242133062,-0.20228863749090645,0.7771014490243872,0.6156000641441949,0.27132286476587886,0.15336449155413598,-0.023023428798138946,0.09601369636752116,0.2362168560230452,0.04211282933710867,-0.36139330408515075,0.13373532347687508,-0.2609788855133032,-0.06738931766830225,0.007620941815364993,0.5070886471962429,0.2915939558969914,0.4681989980329442,0.5786777418072507,0.05272362408197417,-0.06871554915110108,0.16042496978270213,-0.20005898612239317,0.7398991276890725,0.330379128225819,0.014735177267320102,0.37545467105893426,0.08473165574835118,0.17676019534327414,0.1726961221468627,-0.31275634702817245,0.31815781328779374,0.12516309363118092,-0.14946179514383193,-0.13860476541959033,0.0016520442133741964,0.04063851319080394,-0.027273260418664513,0.7266998049329046,0.1336915792056058,0.19783760678251164,-0.11345062263054129,0.2543684981366922,-0.3648716425473914,0.1773655525414646,0.008824285393975024,-0.01652892653869606,0.025303805128564276,0.04744667762568999,0.02759863039463358,0.4934293483736141,0.47738404111578137,0.3531391268914167,-0.2856572948948526,0.17318760791555715,0.6282949999372668,-0.02238491519169974,0.3520488052738815,-0.04874974296289158,0.7646457100091951,0.04909643036144184,-0.3662015014395403,0.14636966544507213,0.14688445281033968,0.08480081326230679,0.07459182368612181,0.19270084444001978,-0.14902789653542323,-0.3743226061272635,0.01255106769471193,-0.05083804958596133,0.6813154637152425,-0.25791327239395573,-0.4867916095912948,0.33669764014736925,0.37630282255104414,-0.07298168479901922,0.23912531853766852,0.19808887695638935,-0.08330048791206938,-0.25878949408445334,0.6753260971947782,0.554760923426499,0.5949938287179924,0.4797982459163991,-0.3520260288760393,-0.13289019454221687,-0.36434079919942,0.11803898824321968,-0.20497481468381631,-0.38215735760506686,-0.024460798950194113,0.027683641708569684,0.3377188521038612,0.5527206416713295,-0.1433486080303489,-0.22834180754459485,-0.05198936759111945,-0.3064231763088418,0.12414911982909203,0.11316197910275631,-0.13568739845779634,0.18836596486790036,-0.16730652488092884,-0.11766364015130207,-0.07756885396341945,0.4230677880178593,-0.27477837091362245,0.08982218641826373,0.946540409389561,0.1942799746286463,0.3326971408139231,0.3153233085791105,0.300620193965018,0.20970867762344045,0.17899817113565616,0.5040561138462012,0.8120290370999494,-0.258969113612443
SupraMarginal_L,0.09302504432404274,0.5766642756111822,-0.13591073730229497,0.00996735060609329,-0.01720129048695155,0.11882218242133062,1.0,0.5880345360414775,0.4176035222998574,0.570837365457773,0.5704675551018269,0.9096439368927828,-0.6750321889103175,0.4545836045601743,-0.43199887305685425,0.024402130102403666,0.37150298574650986,0.7569478795572397,0.5071222790075671,0.3890929850700988,-0.6406912200954586,0.10383864019975014,0.6769659172102339,-0.287079074118088,-0.15735866940254337,-0.6426360296788295,0.731688093697988,0.4072431219873373,0.5519902748797735,0.5842282004179933,-0.3428180722927926,0.004044583827364083,0.4900661808645285,0.5801366457179066,-0.2696886982024655,0.320694740618206,0.04471376094310317,-0.263910128344288,-0.24874298458993646,0.5313924616390946,0.34158175804721663,-0.6509271425991593,-0.29055077975437194,0.70562575274803,0.39610088158092815,-0.4726147657707315,0.2289763868237519,-0.5491154246771257,-0.6571968621728733,0.1988677771507335,-0.4478750897322632,-0.3038875160268535,0.6102815495289224,-0.03937663546716514,0.5318796322408567,-0.39828136566795214,-0.03916289380536335,0.052282092574273596,0.1785803952142758,0.5103023383805344,0.5341735746009353,0.3690493482421779,0.7208854400751165,0.8639413528088121,0.45781183109587226,0.5368826487708224,0.5211691589818326,0.44008283266604953,-0.33896094065769966,-0.2053856835526596,0.6084796922219907,-0.5371944608493465,-0.5440126352798287,-0.5352995699162956,-0.17496200199554096,0.2854599931327874,-0.3681176881254764,-0.284708969083949,0.4358529114479347,0.022327965821852386,0.20113955204490727,-0.4101295985576706,-0.038516356434233304,0.11094643008706792,-0.09640606268594457,0.6614617446447533,-0.6377772315773487,0.22334788268208572,0.12147736619670554,0.3134023393040804,-0.10230706327844709,0.07737715655597041,-0.41992384782901254,0.30204863962343476,-0.1219787447810692,-0.6169908928199955,0.1628471306625859,-0.5826150471516353,-0.5070949376212611,0.18566118693861264,0.2353658950011641,-0.7204640386020809,-0.27665743413174587,-0.32523309345545137,0.1667568629925758,0.05020102600466922,-0.5911373303141448,0.5131325134064507,0.152214654790428,0.47470886267781054,0.051719322115809624,0.5425759130970256,0.8512513959455981,0.43583460062206303,0.6774562015169434,-0.022676208438093988,-0.2909312042666748,0.39057276614335024,-0.4060291415118747,-0.49997072649449614,0.33285383273931807,0.5119266542969324,0.025080216851808487,0.10626186499132255,0.35573790777917225
Cerebellum_Crus2_L,0.05985784650680524,0.3784215763038209,-0.5881677640696145,0.14072715140838404,0.09734362167434925,-0.20228863749090645,0.5880345360414775,1.0,-0.15687026232156312,-0.03818070288248581,0.29129845428609147,0.556829788189739,-0.49012504000784196,0.09725933360624173,-0.4277622956887499,-0.11743939834597715,0.7549114326856018,0.4552094777474284,0.7984355975237892,0.7560456012726782,-0.4037884257239185,0.2036219451109773,0.6859944954995363,-0.3430252503749846,-0.0323278199300493,-0.576117251881821,0.8681255788084146,0.6208174018383402,0.7031064263611335,0.12150759164545008,-0.10673434034096466,0.2976631517953286,0.3713994882507459,0.7959555571953825,-0.133611429270186,0.16494989906989765,0.38253807764766545,-0.3301091821467806,-0.14565391050009352,0.8136228688029287,0.6533348631892437,-0.5653949956815374,-0.05766586689094844,0.7518466480446393,-0.048284156075973264,-0.4891412220618537,0.06558413391697245,-0.4278898383790817,-0.7413158127802046,0.6705330629903953,-0.6747546456114537,-0.1268465557664901,0.5355777017268905,0.25160925592242667,0.6477064096764915,-0.42305010148787264,-0.1905604241031703,0.06880098643820004,0.05755388249821192,0.8261280570227333,0.7170684534686461,0.11216451590357701,0.8657384307533281,0.40226198433123167,0.68305652710251,0.17944973810366857,0.6331581866379232,0.7654584913132332,-0.3454771045684358,-0.1409406634375571,0.4028982449650115,-0.6090068514439467,-0.5167499258869052,-0.41444715093293616,0.1946352755973601,0.20820550665563786,-0.11707050378409978,-0.25904307642284985,0.8027239481680205,0.5890570482624267,0.3266459518245032,-0.587515516327017,0.05212298079142333,0.3243774081173251,-0.07808883813248198,0.41671778876414883,-0.2996145003999338,0.03622641252645681,-0.4218515726614025,-0.07827625090343346,-0.3190309417927947,0.4810136620315648,-0.05051189189509523,0.6660258845110315,0.1619364518965665,-0.21294473791633317,0.6346150981451132,-0.41845075285999594,-0.629617550800115,0.36500073553673695,0.08508556366799085,-0.5620343066658772,0.12133847954284668,-0.1933483673281058,0.5307115046038331,0.2382523967542136,-0.721578572098103,0.48541158451241345,0.14658907147156244,0.7766597208909976,-0.06630929141719202,0.6929118304729717,0.36736846390928524,0.7861208479016979,0.569739718720136,-0.2724679095738053,-0.25214290335700346,0.12828514402901153,-0.5329445387066767,-0.4412296219887719,0.3639533155051861,0.4789732334663882,0.051924802928623,-0.33790864626195805,0.7614262962007302
Paracentral_Lobule_R,0.4043304737201384,0.5065626066011266,0.6631660238566742,-0.20001117805888038,0.06345215217379191,0.7771014490243872,0.4176035222998574,-0.15687026232156312,1.0,0.8646500067144139,0.2633010394915248,0.46336357319141497,-0.39907610726186454,0.33920399308573546,-0.11204852893859818,0.05260783624670442,-0.38026207598532535,0.37950886422468244,-0.2072265104883885,-0.1895463319798823,-0.30506250381401384,0.21868450942903822,0.40392417935966013,0.04668100619374151,0.20368452880362523,-0.21038415338405628,0.0463419930815268,0.03631200630258873,-0.09413444842343498,0.8748549049211076,-0.0470220257618597,-0.21685066225432828,0.2531390391071921,0.10980691966244731,-0.18061698479269517,0.18350518505366564,-0.41058130756747113,0.11041098733892661,-0.12057404693780892,-0.15755866964691412,-0.20439071438398168,-0.24715183983532035,-0.25519311379576437,0.08099717023826149,0.8588104725461222,-0.07642274147817141,0.031375569737318115,-0.3540766137272564,-0.00894837348492862,-0.48782987612469353,0.039541691276942806,-0.1461040464726766,0.10114527826895842,-0.25414240447326125,0.14672065805474382,-0.21503157412606144,0.2753772151794841,0.2418114190736427,0.11444234191879968,-0.2405706695718628,0.11270330196073781,0.504595420378122,0.08029557447254292,0.6540016058816697,-0.01348345357590052,0.8063082204288103,0.053729484595268225,-0.34192151485627903,-0.1440073390760337,-0.10537903765990785,0.35830148323943517,-0.19475432881371843,-0.14421183957350464,-0.43480288330606404,-0.6750615440612773,0.00872414137278106,-0.41602495575526627,0.3645154905943159,-0.26047912964127123,-0.6534254598981366,0.06455812655550516,0.13827064561851746,-0.14635802878064352,0.0709505233153016,0.16814070268896258,0.23074076721345474,-0.44771968315018934,0.6441022739625066,0.7595132575437952,0.6769944353753268,0.20000126530859685,-0.5517289178919559,-0.5158514959714349,-0.4459255757977277,-0.20697797128219123,-0.5936867090383054,-0.4871808560867239,-0.33159442521668825,-0.16994597522440674,0.19289358550292127,0.24646832234508376,-0.41942004280112005,-0.4883779552310744,-0.3522506471617372,-0.43115904466130206,-0.1120668959380391,-0.08394598890786772,0.038459461994510405,-0.011233753148957831,-0.19902571482717213,0.03543388015327091,-0.09336594810254656,0.6843759533989531,-0.27312829356993384,0.16802632853549782,0.7269599393697994,-0.05936421305395197,0.23612452944830573,0.06239566790909343,-0.022025185469648146,0.1362618567876995,0.20758762462089855,0.24311406427724713,0.8623445147606391,-0.2873301548480475
Precuneus_L,0.23465944354333457,0.45780195711527977,0.5393295894916433,-0.003595596521457125,-0.11578165275838193,0.6156000641441949,0.570837365457773,-0.03818070288248581,0.8646500067144139,1.0,0.23775380644942973,0.6453958288714334,-0.4713666407262376,0.5462945148683187,-0.16631760138527465,0.16324901748715706,-0.36004691116853155,0.4589142876307153,-0.20055495358680223,-0.2689248748195773,-0.5268206767678171,0.13434527672392801,0.3274236446032508,0.07082165428395244,0.10083289215285354,-0.2826036585247698,0.1737950405466039,0.10569543547400524,0.07565765583014335,0.7100473823146617,-0.18816100991310394,-0.2872639141135898,0.1068365058216188,0.06368670086948372,-0.31951846675915374,0.26933295781689803,-0.40843231928415197,0.023031261528038686,-0.23572537890271034,-0.1178214546027328,-0.24707615648185277,-0.29295929039145585,-0.23718854641992038,0.21693751332652236,0.8810223645773141,-0.149678512836842,-0.0022373018736744944,-0.4581320663825462,-0.10962084192590973,-0.5067758235267549,0.06587754092527841,-0.1831254115640606,0.2641443524672431,-0.4249289792824814,0.15639674085147967,-0.22655015058436118,0.38485632237132705,0.09254388438131037,0.08621737770550668,-0.21577723678731445,0.12456318409250189,0.36611264187235615,0.18000624284260466,0.7890822683851587,-0.08337590234891862,0.6959672360560837,0.20293832144625906,-0.22314252808193344,-0.3005890592443146,-0.09865616053059753,0.5938784024555429,-0.2701615614634523,-0.30850717743554634,-0.456544918569741,-0.5860200399630503,0.16348758673776811,-0.5166873577061687,0.17278473160999536,-0.28344153567991603,-0.655349191926364,0.05318898076446531,0.014349783600728064,-0.2385995487138383,-0.10097505095370367,-0.022461991952455317,0.5052018833372965,-0.603624659933769,0.3501077817000178,0.7967864024637046,0.6581164916138158,0.16319411867576186,-0.5092011917547373,-0.5188261767605162,-0.3193417785744478,-0.34174295979741764,-0.6878459132056373,-0.530169148876378,-0.4456180546239477,-0.12887897160639464,0.009628760401892748,0.1403723829798288,-0.4172044529334464,-0.6253882057306989,-0.2843861080070753,-0.4689702862505492,-0.20969331740754335,-0.10258322591030487,0.274194889697449,-0.08151802778626022,-0.16849566051169168,0.2610396574566666,-0.042548250432642654,0.660177470392624,-0.28545999050503884,0.3518114688380991,0.5572603796776696,-0.08388328482769522,0.18624418281396038,0.003053741568332995,-0.2589325948430107,0.1193871497235694,0.25010558659788795,0.0768887020876904,0.7579678683124158,-0.3383286922036544
