,Vermis_7,SN_pr_R,Temporal_Inf_L,Thal_PuA_L,Frontal_Med_Orb_L,Thal_MDl_L,Raphe_M,Frontal_Sup_Medial_L,Calcarine_R,Thal_VA_L,Pallidum_R,Paracentral_Lobule_R,Cuneus_R,Thal_MDm_R,Vermis_3,Temporal_Pole_Mid_L,Cerebellum_10_L,Amygdala_L,Putamen_L,ParaHippocampal_L,Cuneus_L,Thal_AV_R,Postcentral_L,Temporal_Sup_R,Frontal_Inf_Orb_2_L,Thal_MGN_L,Parietal_Sup_L,Cingulate_Post_L,Calcarine_L,SN_pc_L,ACC_sup_L,Angular_R,Thal_VPL_L,Vermis_8,Cerebellum_Crus2_R,Parietal_Sup_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_R,Frontal_Sup_2_R,Thal_PuI_L,Temporal_Sup_L,Thal_LP_L,Frontal_Inf_Tri_R,ACC_pre_L,Parietal_Inf_R,Insula_L,VTA_L,Temporal_Pole_Sup_L,Amygdala_R,SN_pc_R,OFCpost_R,SupraMarginal_R,Frontal_Inf_Oper_L,Vermis_9,Vermis_6,Hippocampus_R,Cerebellum_6_R,Paracentral_Lobule_L,Frontal_Sup_2_L,OFCant_L,OFClat_R,Thal_MDl_R,Red_N_L,Occipital_Sup_R,Thal_VL_L,LC_L,SN_pr_L,Frontal_Med_Orb_R,Frontal_Inf_Orb_2_R,Cerebellum_3_R,Putamen_R,Raphe_D,Postcentral_R,Supp_Motor_Area_L,Thal_LGN_L,ACC_sup_R,Vermis_4_5,N_Acc_L,Occipital_Mid_L,Thal_PuI_R,Lingual_L,Thal_IL_L,Temporal_Pole_Mid_R,Vermis_1_2,Cerebellum_4_5_R
Vermis_7,1.0,0.3437635331624015,-0.25776056096244326,-0.009671457951545243,-0.23838703811385387,0.3809453816101706,-0.13748258351081077,0.15694552468166806,0.6269790263581042,0.054568351443761695,-0.15981137762579298,-0.48782987612469353,-0.0631319136136279,0.49077709586421875,-0.01782436471136781,0.922442300285063,-0.23346389568673295,-0.48833612229392737,-0.0180401029363619,-0.34877592877904,0.4854747266794503,0.2570642801229144,-0.006165551974225331,0.4967614093697631,-0.1299320055817139,-0.11018249908876952,-0.35372418641591824,0.6237480579338347,0.6134527256279895,-0.3274643272873782,0.14870524321592288,-0.28584096531254777,0.43591764048394094,0.821485022173044,0.7345050751484842,-0.36874915247672,0.6909301260105832,0.024288580641800405,-0.3648716425473914,-0.26741432405621146,0.3361673687300182,0.2830863327290681,-0.11047242782960255,-0.2245101177559667,-0.7481697395582871,0.42735322014910965,0.79899950402355,0.5849433658969917,-0.45874577652104376,0.34329771794693414,0.5196900549012972,-0.478255242682288,0.1404154736646512,0.7778870739000799,0.885519867064305,0.07878599937023584,0.9187192295283242,-0.5198502302787429,0.11040752601378315,-0.3962652466307598,0.1624231990607852,-0.36223517148751233,-0.2455979939525138,-0.3076446245996776,0.37259904088455686,-0.5604294343321633,0.2060103490819759,-0.2376918879448433,-0.03517582053654363,0.47009671768419786,0.2537605761647776,0.5953818321224085,-0.6323127985851164,-0.1508744543017761,-0.06628693877116755,-0.2845212482601835,0.567833253816224,0.003663049302746859,-0.01894003903607631,-0.5284394219353225,0.8757897034068394,0.013753103209221742,0.8593555913663862,0.4655887853141302,0.19114792026316726
SN_pr_R,0.3437635331624015,1.0,-0.34990295822228246,-0.29488507108576245,-0.4375586508921121,0.527259856309551,-0.2050511956675651,0.23394920839351596,0.5226311164740093,-0.36220525789755104,0.04728618306715662,0.1362618567876995,0.2873685529475328,0.2710594236022096,-0.14139170826050243,0.31541180454970413,-0.3040518192398308,-0.37948984725756396,-0.09549591176403939,-0.24485941705865483,0.5298993415386329,0.3036553844776925,0.4279296759646614,0.6295443672996112,-0.14159191101276666,0.010875476025923862,0.13182228583174616,0.26441563956329456,0.5029071060715246,0.21379104207097518,0.049816360866312304,0.2774115061128013,0.2504718273200216,0.3217938341580912,0.5364735358346577,0.040047930817701465,0.5240615455604822,0.32526702044616973,0.20970867762344045,-0.4027017860011878,0.18978545179433132,0.28408431952381286,0.32612654745863057,-0.28248542789790815,-0.11259280446918418,0.37726205513782407,0.2819731461093126,-0.0036410022145420013,-0.1658494717223994,0.6591509848968872,0.13016507323706342,0.2081047689792429,0.11815576194129535,0.3668738629660219,0.5034949828468848,0.0592403118637007,0.4368339098737213,0.20357588042685276,0.38073209147011716,-0.22353362198522597,0.018061496110716325,-0.29540308450439645,0.32193575531660495,-0.049995762073071257,0.362148738757759,-0.437107757698797,0.7151695564946204,-0.40827531108728926,0.18758154131530735,0.4805385443488877,-0.15086160558065909,0.4432341949671415,0.049408213692481245,0.44977294660049066,-0.08215482362199664,0.041790257875839655,0.2781979427109549,-0.4019660650769138,0.21875475118288262,-0.4016410153797856,0.4584722169543198,-0.1639006182010045,0.35437772641925724,0.4975871055599982,0.29176514497070355
Temporal_Inf_L,-0.25776056096244326,-0.34990295822228246,1.0,0.4887952661876441,0.5709561111383801,-0.4558823018136067,0.4365361414849371,0.2636241404845319,-0.5639837848451252,0.42775631137770526,0.2181958202018762,0.21270347525474806,-0.5189998392435787,0.1444368727445936,0.616085594134171,-0.2204712620368971,0.5620421432283357,0.6996349194461574,0.43496983586103105,0.7282978223031,-0.6166513979924179,-0.15438795088616902,-0.3275380989366713,-0.5638093579034915,0.4741644080550475,0.21964789587500896,-0.49130999783389556,0.13176400994553428,-0.48085437441866724,0.2003860699913513,0.26372074128468465,-0.22027249484142108,0.01674181981276789,-0.23016473538069676,-0.6860717770049946,-0.3217575863743242,-0.35240844414408634,0.10734001740512249,0.35054455381643845,0.6745657664812382,0.20983275474873875,0.021769644470219254,-0.04598859478359702,0.5156719186537243,0.2772714339658111,-0.0183256448788887,-0.10675614055358724,0.3635521220495422,0.49228670739181574,-0.42451598580013966,-0.04038968446782299,0.014258652114582236,0.16984415172372844,-0.1270519017384715,-0.4843966110338769,0.30318277523407755,-0.48347938299015425,-0.0021087674127039913,-0.059570258248712274,0.37070083226087075,-0.09136384131640336,0.3212459315830211,0.16743972560984408,-0.309996042895674,-0.11934840691476842,0.5491602454540035,-0.16329151346721635,0.5292510795890585,0.06589101151331064,-0.06349952105826709,0.38577120134174236,-0.24438756833390873,0.30286971587281325,-0.16223459099589213,0.10170489971211517,0.23061373279445488,0.25329726842101563,0.7057797577390864,-0.5636663977418999,0.5673167991201061,-0.24806288518303174,0.5484381029297386,-0.47015466287769797,-0.31400808656345924,0.37478861789517515
Thal_PuA_L,-0.009671457951545243,-0.29488507108576245,0.4887952661876441,1.0,0.6520162509722671,-0.6515403147120528,0.4651747052597478,0.30193602835741395,-0.5351831025770079,0.7963677384139443,0.5867492515479316,-0.30506250381401384,-0.6779616975924222,0.22125417130713548,0.7539014647020547,-0.04128459472598815,0.6001453577079169,0.6864514535862832,0.7711416531688126,0.6208158447401401,-0.5649092218148712,-0.6943259029400718,-0.5145262353904876,-0.2863775359343494,0.5042325924027985,0.005909145542011954,-0.4597005696318818,0.4776325445566657,-0.48681596562075896,-0.21926013223609642,0.3039032475964508,-0.710998916495162,0.33567266147857566,0.0742797421855049,-0.32475024551888837,-0.2655614956799343,-0.36980438737288657,0.20990881613367,0.007620941815364993,0.5750700297427762,-0.10416889426658638,0.10355832563748812,0.20121820059588527,0.6593823535158932,-0.34024293511296605,0.1807483363918395,0.08444050995947747,0.4278366063138653,0.5935004944404297,-0.4201431238171969,0.3703342355114458,-0.5173253303384839,0.17865252901026363,-0.24769713386527475,-0.2950696611995432,0.4370239161759789,-0.15859288273609154,-0.4535938590717474,0.027425574921942017,0.6127879045328626,0.5414357323535125,0.6182885177234023,-0.23452809916851308,-0.17987985348034366,-0.5182945700776621,0.3704397156504099,-0.46496899427072985,0.6492008094264776,0.5101763291699372,0.24890995826313003,0.7426928972867605,-0.3105958167142423,-0.264992829355579,-0.3748412132690156,0.4988396299233835,0.0893663051062907,0.36749796351289526,0.7070686120761698,-0.5645525009732111,0.6229764555460973,-0.18742066018303408,0.37461634512650466,0.088890776742794,-0.4547233811380273,0.2849567631811931
Frontal_Med_Orb_L,-0.23838703811385387,-0.4375586508921121,0.5709561111383801,0.6520162509722671,1.0,-0.6425895225746729,0.5456518087270912,0.1275004470846514,-0.7213041588617797,0.6780640635032217,0.3311020549506751,-0.36243399827680867,-0.6679776589072347,-0.0969670715500714,0.5421825946568183,-0.15069455120665187,0.655205747610495,0.6526949236582296,0.542268981842148,0.6223705112095529,-0.7866818107629563,-0.5967416694490794,-0.6976967837302154,-0.5317037719433602,0.5472463790786617,0.1603229610387973,-0.45669871190384487,0.09402612943885631,-0.7053130931785331,-0.20769175962438957,0.17720516949711868,-0.6600567609689292,-0.016756220003350628,-0.2098924160268008,-0.6090261207698697,-0.25686921851274697,-0.6720548260585508,-0.02750890870637508,-0.14261199447558354,0.5999966125156886,-0.1470039588675121,-0.20965802408092557,-0.05256005914286492,0.7327577277613385,-0.11339436680964125,-0.014652028458126971,0.019648425913719795,0.3585903795615174,0.4496784738449553,-0.6131956962894318,0.3147677549653234,-0.49424336856035367,0.0308333160781201,-0.462212626178622,-0.5484510906724349,0.3583356837367507,-0.39351773567060205,-0.4952218683742789,-0.19424899761173725,0.6577858957597453,0.3762971563555537,0.6188781996554535,-0.40536758980877485,-0.060669708170571754,-0.44718267952358853,0.5913564782507446,-0.6079104009473235,0.9527677964241257,0.25623114641954264,-0.18836784751571864,0.5839373050078728,-0.49772360596237514,-0.2185610863591287,-0.641605142636622,0.2786444161044242,0.1839424640882123,0.1159502196809174,0.80405908486462,-0.4897551434887512,0.7572073679484798,-0.418809918566314,0.19002275976476476,-0.1053081620089288,-0.7501404160238357,0.0316551999634354
Thal_MDl_L,0.3809453816101706,0.527259856309551,-0.4558823018136067,-0.6515403147120528,-0.6425895225746729,1.0,-0.2658587572386153,0.11797622693556672,0.7186403097422491,-0.7561912563847593,-0.19860984162740736,0.16802632853549782,0.5199228336797922,0.3088759896941928,-0.4219150209468856,0.3505223002542312,-0.3668657214782223,-0.5925076621654846,-0.36854646097544685,-0.43447182088488834,0.7197125932565754,0.68675805324398,0.5612346938725506,0.6644368654517054,-0.3842210794437565,0.16266134480427646,0.27365881361094024,0.027934069107666257,0.65289081551955,0.22956011947399282,-0.05919534628618412,0.5285440538331303,0.0799712533035572,0.31054935766320124,0.5834620057572854,0.06092872960052877,0.5918496658922952,0.18116505270474798,0.08982218641826373,-0.4949426738372365,0.4193088299164454,0.330212104374429,0.0836699291364475,-0.5074897486879736,-0.02000779179190391,0.2603704654308321,0.32980995182945755,-0.10625907110045477,-0.3983167705363983,0.666911713555351,0.09311397875352863,0.35108440604796337,0.1200600189886689,0.5065271176486535,0.601793243717723,-0.040102304019833376,0.5280544607825871,0.3086471638114783,0.3838148452679676,-0.49679545290914495,-0.14482438455476523,-0.539539574687726,0.4042837381154358,-0.016301293635365068,0.748444581718058,-0.41774726063221856,0.6216103938740469,-0.5958537302832135,-0.2470800582324767,0.17800174727346013,-0.36516663401016747,0.4415934339699925,0.030992038164764955,0.4551304963737073,-0.3862907379706961,0.018412055682523132,0.11648422683570869,-0.6008261612177022,0.458351776663714,-0.6347517212440658,0.555083497860106,-0.3825421149257387,0.27271248296291445,0.6132259745346162,0.07344677411936387
Raphe_M,-0.13748258351081077,-0.2050511956675651,0.4365361414849371,0.4651747052597478,0.5456518087270912,-0.2658587572386153,1.0,0.19188175492467846,-0.45960487139424694,0.3217718535456883,0.5450264837575892,-0.21503157412606144,-0.4153657544557206,0.07986952828451085,0.5351040402807665,-0.09574833099675742,0.8016432973627983,0.5175314462748015,0.595013435203969,0.5487078471416624,-0.4246124986102138,-0.3291523570118021,-0.3896252477066163,-0.20678620319376595,0.3034135601183067,0.15349702351742212,-0.22077855596093604,0.3102056687694699,-0.4854343813506787,-0.03875159597391804,0.12746639442779314,-0.39299060549896353,0.008882569893840784,0.031009019214211783,-0.3908450912496145,-0.06420855181486929,-0.5142347194607979,0.16013126232817787,0.02759863039463358,0.5735856527830359,0.15595776571262013,0.31716020748443435,0.17819597949397412,0.501604531061867,-0.08328369583175137,0.14572921642975356,0.10255103527176143,0.364968077706499,0.4050845450042297,-0.34181388828240944,0.4525850818556878,-0.264069741471578,0.14280688695920002,-0.3302039304602245,-0.36315912565783737,0.6442711927177076,-0.2371736195110872,-0.2968475998091707,0.11931550865437658,0.5555184597964185,0.38818655233709976,0.39233022484491087,-0.09815331471666085,0.02883019398909759,-0.12381651460573777,0.7630731991019606,-0.32557969473784654,0.6248096967861667,0.1862509347989932,0.06541795537532097,0.5839646629229689,-0.46551391530380115,-0.11887168581181429,-0.33258432110597524,0.050750578341581434,0.14055765721733748,0.2789854949554943,0.5364606240363274,-0.32518314447220703,0.5885814391143384,-0.1902838838905512,-0.024416974782781778,-0.1069140498575777,-0.4640245563175848,0.29031934150277333
Frontal_Sup_Medial_L,0.15694552468166806,0.23394920839351596,0.2636241404845319,0.30193602835741395,0.1275004470846514,0.11797622693556672,0.19188175492467846,1.0,0.1211879518019008,0.08885257344035334,0.39192707784759645,0.24646832234508376,-0.19076614121286165,0.556096335998146,0.4967922875704356,0.11870789485407997,0.24073827199454195,0.28527965175125847,0.5231185477553266,0.40622711098280323,0.059685548079872336,0.046673691648148274,0.34724943321968677,0.28631470828810485,0.4311955213565942,0.11614228747808503,-0.14901842881371946,0.5470772198121214,0.15097748963201632,0.21089350036525922,0.7488232276672,-0.04497835204553107,0.35927434681397274,0.23373889388686753,0.07485967545656208,-0.2005123060308323,0.191634041905306,0.863530772849706,0.5527206416713295,0.18602202712847857,0.6087255788131266,0.3737161611838957,0.4088263622143647,0.5204613412982372,-0.15566997614053504,0.6362448948545827,0.21503743297161698,0.2311756777914083,0.36788863300611313,0.17217875592106702,0.2536556156895743,0.030474546351555207,0.7700091286546694,0.21745195427755726,0.10753543754718044,0.37918475677824204,0.12538208272438164,0.13237575809439175,0.8231767042030246,0.1139774314943473,0.27240366789429427,0.0760359493798959,0.3482467973548539,-0.2574962850226352,0.31575914455292997,0.061481568043462005,0.2559964358116385,0.09330362052863439,0.44006249409975423,0.46084563397466805,0.49911717932396754,0.18226144062240443,0.07321280435199097,0.38899349634549335,0.16558254407121437,0.419067391316087,0.5659598786720184,0.22502208995864784,-0.06744230334324053,0.21313813028350773,0.24689431849786073,0.2266560997521024,0.07556217406859804,0.23419923797743955,0.5605025362244093
Calcarine_R,0.6269790263581042,0.5226311164740093,-0.5639837848451252,-0.5351831025770079,-0.7213041588617797,0.7186403097422491,-0.45960487139424694,0.1211879518019008,1.0,-0.46921109621462026,-0.32365703460026374,0.0463419930815268,0.5718017682882771,0.36695494660610567,-0.48499561914301476,0.5683465529569793,-0.6662998886299661,-0.6893784821061715,-0.38449989829152265,-0.5774136686243185,0.8843297085101804,0.5725220576083894,0.5667849991845397,0.7657470589094565,-0.29798145486678906,-0.13751079794912113,0.23684819742855234,0.22194481072672662,0.9806364411061415,0.0931425388763962,0.0865071854377313,0.4300058726154298,0.2759426550278081,0.5310329807538159,0.8625422358435791,0.056307526257196365,0.8625018286240826,0.1700239607602748,-0.06871554915110108,-0.5648805751866147,0.3713421822018469,0.22687927418925105,0.061754168190488824,-0.47355589078299576,-0.28783856712605604,0.37260174288079223,0.40569078935290276,0.026128548689926555,-0.5534254907626481,0.6963808711332371,0.1490341069088258,0.15341649790006925,0.17543897877601536,0.7268989772630642,0.8734086051862955,-0.11300716641448266,0.7791519866142407,0.11273399997925004,0.3131331423917082,-0.633064133344158,-0.09080964303520189,-0.6552513053214811,0.12187146606552883,-0.005526499058472505,0.6567960900342069,-0.7098151648307017,0.5244612237662153,-0.7019734947529247,-0.09921387962596702,0.4054048281955939,-0.20222544947291093,0.7425184576601429,-0.15818302402707804,0.37406868869359833,-0.11947587772722751,-0.04625487024558225,0.2779036001918402,-0.5814422000445254,0.5438691796250952,-0.8292198793588513,0.8242242692035482,-0.10824175073257504,0.5224225917789467,0.8083743429278761,0.12600679646633814
Thal_VA_L,0.054568351443761695,-0.36220525789755104,0.42775631137770526,0.7963677384139443,0.6780640635032217,-0.7561912563847593,0.3217718535456883,0.08885257344035334,-0.46921109621462026,1.0,0.32008464991929325,-0.44771968315018934,-0.6380661366066975,0.12729652028239716,0.5443677108607116,0.0719680058988633,0.42438038600733846,0.5556853063632143,0.5847151765114484,0.5039750334424495,-0.5700471439516618,-0.6390015232504559,-0.6167568997040601,-0.4106645686265992,0.46533769751687665,-0.14965643407909357,-0.5001432881711989,0.3653971696948954,-0.4119581950577973,-0.4075308201096918,0.2540327838201546,-0.762572906471358,0.2878936646409522,0.08198482128355156,-0.2834167169758707,-0.37181934480340206,-0.3436276094545447,-0.04449584129928295,-0.25878949408445334,0.5815608714999924,-0.224388569109574,-0.04688550948085428,-0.06343017517852789,0.623760663111589,-0.36718153565868117,0.06524239823381058,0.0970331274624721,0.4913465528154382,0.3840015022558274,-0.5073879559432957,0.3521914961402598,-0.636524512631304,0.042191113456688405,-0.17474932150782074,-0.21477127250360628,0.2544928200955645,-0.11748821642164473,-0.5960205415999382,-0.2092317629342048,0.5293560181188028,0.42190174639929,0.5520345688851267,-0.4622707252256413,-0.20530007673869496,-0.5690123769422811,0.2628649498530853,-0.5866566861831262,0.6658262937601439,0.34573521762452436,0.09929947838908898,0.6571472450630638,-0.2337461153805465,-0.39000270514940794,-0.6069861880047948,0.5044177337638152,-0.03842348537205952,0.255353323378818,0.7503836342342239,-0.5262999488843998,0.49585012081512303,-0.13616265646613182,0.42853969353890625,0.17017622129628435,-0.48358023845989917,0.096612843553694
