,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R,Hippocampus_L,Thal_MDm_R,Thal_PuI_L,Cuneus_R,ACC_sub_L,OFCmed_R,Vermis_10,ACC_pre_L,N_Acc_L,Calcarine_L,Occipital_Mid_L,Cerebellum_10_L,ParaHippocampal_R,Thal_PuA_R,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_3_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Caudate_R,Thal_LP_R,Cingulate_Mid_R,Vermis_4_5,VTA_R,Red_N_R,Raphe_M,ACC_pre_R,Thal_VL_R,Cerebellum_Crus2_L,Cerebellum_9_R,Thal_MDl_L
SN_pr_L,1.0,-0.5162639296414225,-0.23034554444963448,0.4586917357857425,-0.19840067337535539,0.3148715961213539,0.5524229277860548,-0.09106699262655336,-0.010962189346119335,0.6516350379200184,0.17771400059030704,0.3175597044655177,0.18739237128064112,0.5065626066011266,0.477561155634754,-0.21779525732060026,0.40753838698530737,0.014282087828477537,0.22003220435409046,0.612352485742074,0.5042310610254057,-0.052678442271880774,0.25910916114095395,0.6838990079641921,0.2060103490819759,-0.0708858486364733,-0.16368485932517515,0.1774543784160058,0.45780195711527977,0.49948705405307464,0.4236559351232306,-0.5629293159404476,-0.14249511391723843,-0.21668885471314994,0.7078020270014859,0.6280687558466707,0.25970299885895987,0.6243204432574282,-0.420219138632875,0.32544342845845153,0.38229715055962266,0.5347418050989035,-0.16329151346721635,0.6905348948379726,0.289064987023585,0.25019105467011127,-0.5866566861831262,-0.31401385257907194,0.1874309391332594,-0.06258219154937278,0.4095445908174688,0.2559964358116385,0.4774414353196971,-0.6304761532759723,-0.09639306417491442,-0.49212329384186765,0.2925446687518337,-0.37309140982277084,0.3638977209905314,0.3863951902001141,0.40753427360609473,0.7151695564946204,0.247926333914946,-0.39781708263109933,-0.475620231857224,0.13382412987069828,-0.126399894004064,0.0426454428146004,0.4155461747749023,-0.23311780336296575,0.25895109876290295,-0.5537592344905358,-0.4590152955287,-0.06283682564915584,-0.451100247950689,0.10243361484799,0.16914937524108764,0.536204444237131,0.6103282160272525,0.07729208576136751,0.06459355072365149,0.23151835377186497,-0.45511880188637743,0.3774660568800173,-0.27998264522140304,-0.5904025045630993,0.5362555088429071,-0.43141199497293886,-0.4905663796476934,0.5176821560020192,0.25491381230348314,-0.38808251469402544,-0.24032651694703952,0.019818227407243105,0.6838929552069426,0.04650104525949991,-0.2645950153920791,0.4189501892665817,-0.1615845601569202,0.019436894774359857,0.3878208877986666,0.20198338844860197,0.41962226783985346,-0.2927277934846771,0.2784214646790368,0.33654743437055784,0.15857168483048326,-0.010863287717123617,0.6444757737740596,-0.32557969473784654,-0.1698535069967994,0.3249755845893691,0.3784215763038209,0.37611142007566656,0.6216103938740469
Thal_MDl_R,-0.5162639296414225,1.0,0.23787804716045036,-0.35005919404101543,0.3202404807482833,-0.031151034775778724,-0.5627388434988918,-0.07852373156901037,-0.03953375072006881,-0.23944666246655885,-0.23306870642279645,-0.33264990269150857,0.014298947898254147,-0.24715183983532035,-0.549567711614525,0.6873205414656116,-0.3849520412755227,0.2346262589679703,0.13058651676879018,-0.42138842395769677,-0.6351578682399843,0.47228124995721665,0.016370564959268866,-0.4936378526927357,-0.36223517148751233,0.3123372189493796,0.3736532150445258,-0.15549387329303194,-0.29295929039145585,-0.30921921493484295,-0.5797277236050129,0.7233590517669136,0.048768192735406966,0.5962396570982751,-0.3668341883542347,-0.45018835302398785,-0.39382756630049753,-0.7065725709343957,0.6814401515487464,0.06443543944508887,-0.020170351877421232,-0.6390965457981991,0.3212459315830211,-0.6854654052560957,0.03771763911117222,-0.31678703455448715,0.5520345688851267,0.43938461660574774,-0.053928674102205594,0.09975308089776383,-0.5038678072836776,0.0760359493798959,-0.19495789423990179,0.6842021535353532,0.2766703800382007,0.6805743663819328,-0.4769557207050403,0.7485689768913795,-0.12086285172423533,-0.5388301291032456,-0.5313297623081372,-0.29540308450439645,-0.04894163909756782,0.5031030074140584,0.6631112275396618,0.25673086251807364,0.19349691830628307,0.09492456918831496,-0.29313546756875364,0.4299599469604024,0.1171669907110365,0.7392431679402157,0.6482659575769475,-0.15497289381806523,0.6248559978304898,0.018001522094369574,-0.27318489706825494,-0.22838836794970774,-0.6236133059138886,0.32546115438620604,0.280007389345152,-0.08950814260108993,0.5778188964786062,-0.41765018921973923,0.40484532096576353,0.6629033695267385,-0.2182684064188958,0.5494105825202198,0.5134541246849145,-0.6348826437542382,-0.3837044051330618,0.5992763672924462,0.4897353585841816,0.14921342340644234,-0.34482952267302364,-0.052051982999733994,0.5850171656101284,-0.19708334419132936,0.07912381054868106,-0.12489953733714439,8.497610440597755e-05,0.04036365988020382,0.0016520442133741964,0.6083071352011765,0.07208579883295888,0.0980974177998479,-0.05904097463843017,-0.22871391603058497,-0.21754869407086486,0.39233022484491087,0.4739512486256118,-0.6294203473197113,-0.5653949956815374,-0.538506081907436,-0.539539574687726
OFCpost_R,-0.23034554444963448,0.23787804716045036,1.0,0.30340079389644414,0.2314676508778091,-0.4101585298969278,0.12090988832473347,0.1379724087522329,0.7322825307475039,-0.32948599847420773,0.57245360801228,0.07351826727945479,0.1365114517352542,-0.6750615440612773,0.17346319270063393,0.18848967266898825,0.15770586262554792,0.022458379266947423,0.3267945681606863,-0.1711896658858844,-0.047463885813262115,0.3411415041521948,0.45249201210024603,-0.3249688352238246,0.5196900549012972,0.5576025262632225,0.6975248716016964,-0.25986865065202014,-0.5860200399630503,-0.657518449478039,0.3297780317240716,0.4635546211741219,-0.08190864977767921,0.1999872491416849,-0.4624086207934441,0.1066630259623482,0.15185676346951185,-0.23832273165813592,0.156128021937811,-0.38124030043559093,0.26032202535877796,0.06994007811372005,-0.04038968446782299,-0.17666962994472943,0.28123873171356306,0.04896108524628433,0.3521914961402598,0.41638432068868364,-0.7354126263406021,-0.12833892232564276,0.3650855911153397,0.2536556156895743,-0.36302626497711427,0.4209254457379628,0.5110203465705765,0.25822669411908006,0.45901871494346635,0.16079550517726116,-0.7212414359226809,0.35997854715168265,0.4048089595780833,0.13016507323706342,0.39783323888133604,0.06924127128529924,0.2684387720698017,-0.05092187832954607,0.36783907709218816,0.2797545863215769,-0.07401968162055635,-0.4145150259777312,0.221445248009081,0.3610407749853491,0.0744579003441575,0.22043236637366204,0.6918984971850756,0.570114752787941,0.6278318269608824,-0.6750940547451185,0.04519080349284425,-0.5204490430804938,0.24952411326087817,0.3638016720791095,0.2048270508773398,-0.26734763995883687,0.05094789752148995,0.6183299431525496,-0.2550550540364843,0.33406856913229277,0.34776664920643896,0.10989266547207938,-0.11579479219824679,0.3888512680298426,0.7023891530928337,0.4953376756723938,-0.48812175532488106,-0.2080315082334036,0.5321405396991591,0.1999330465740759,0.615174050065006,0.6419398816955086,0.20323521211325124,0.24153114968195097,-0.3743226061272635,0.5218244982570315,0.09944882821337989,0.13388302450701703,0.49744521594051555,0.40447232144800105,-0.4027480352389636,0.4525850818556878,0.3230054856128228,0.07120685258245855,0.1946352755973601,0.35016446457595685,0.09311397875352863
Temporal_Sup_R,0.4586917357857425,-0.35005919404101543,0.30340079389644414,1.0,0.015130263059645734,-0.04003496414561913,0.744864817245079,0.31452461408594373,0.607517312571902,0.1777757625815686,0.5332303897432675,0.16955514045569967,-0.012582485433633097,0.03631200630258873,0.4792551420833122,-0.23803982083535863,0.22151249603142037,0.19302261614485358,0.28463930470722304,0.5322144086003896,0.5205327632513249,0.3130999257299535,0.5565735552808398,0.4323912958635292,0.4967614093697631,0.2029030141632197,0.11819671297327947,0.27868408248938237,0.10569543547400524,0.18688615735458058,0.6565443388854507,-0.30514338558870996,0.13872952646409334,-0.3673590061228829,0.4670865410543314,0.7084405492332924,0.6719844050978981,0.25251974702297564,-0.45401158875589204,0.15027923355047076,0.4811592491938177,0.46261048039973945,-0.5638093579034915,0.6049909984291529,0.610152368032818,0.5802559510278877,-0.4106645686265992,-0.360994296915706,-0.30773829245738804,-0.31364651178879815,0.5487358719246178,0.28631470828810485,0.10369439781594059,-0.4704927003240329,-0.05744697173464407,-0.4920364282709693,0.6600120626108867,-0.272882305450749,-0.0883493289232233,0.6304638405434381,0.6295002589998971,0.6295443672996112,0.36162083138494455,-0.44950298581887765,-0.5307628526865747,0.2308258729404169,-0.24165821103331311,0.039007787682055255,0.02455559508972586,-0.4335623891161146,0.46724821308946063,-0.4952438771245671,-0.4946309238693229,-0.2969758029308244,-0.04745552001075079,0.36826361488803117,0.7059155338908566,0.14511526638213582,0.6223638420352969,-0.32226739232559276,-0.08010909339776023,0.38138774343344484,-0.45499338354232854,0.47281964307089125,-0.5169431037477944,-0.32366616921811303,0.18397527417828463,-0.256685851434857,-0.5655574686353853,0.7053461318692753,0.4394848345522236,-0.34317243460479113,0.1091943809257152,0.4275494978427669,0.3226563752760497,0.1959827908698353,-0.09172081229852114,0.445120524259621,-0.033706766782392025,0.5449249734882563,0.38886449138177104,0.06847514889430957,0.16042496978270213,0.17209015142370018,0.4603453424941855,0.46824870219581727,0.38010870287137305,0.16501677631838693,0.16216768063372375,-0.20678620319376595,0.10054890653460391,0.3020957349605652,0.6208174018383402,0.5983806719279692,0.6644368654517054
OFClat_L,-0.19840067337535539,0.3202404807482833,0.2314676508778091,0.015130263059645734,1.0,0.27971288879666706,-0.22507793873444049,-0.20506786623166673,-0.13077429624749717,0.07520881372812352,-0.15366681141466082,-0.18477750881408456,-0.010271228263638209,0.11041098733892661,-0.28204812122505746,0.5524316225737591,-0.06283111855923909,0.4640262777514655,0.18589985942510676,-0.033998206720389466,-0.27147469342261743,0.5222690910734341,0.2981506331874092,-0.09579914248996342,-0.29851796960851945,0.3406434946190976,0.16458695586707298,-0.09483513866445313,0.023031261528038686,0.1230578188202914,-0.3072549889266456,0.2575919941790996,-0.0845212822728508,0.4462110794040537,0.10522445764554002,0.06989631141128543,-0.17024079459882763,-0.34534200079707056,0.6201432147100449,0.41293361421612984,0.24399066204525105,-0.1981951347083874,0.24406564018289864,-0.19412245982084753,0.34596806182382633,-0.15864617027773026,0.22164658175034388,0.30628211744103034,0.08886093804752844,0.1355786602754991,-0.10148579250181095,0.23273567302068054,0.2699398399804396,0.2579783966812731,0.18441393575624174,0.4812562032083103,-0.2935522988564932,0.4781963091773328,0.19545216991690456,-0.27995619672651656,-0.22828212441265128,-0.05648989168084077,0.23623510636434183,0.2694475940115767,0.31493810431835334,0.4729941420554681,0.2509758121848074,0.24585933732343346,-0.2969764290780704,0.18485705326867014,0.3737087208624805,0.30855718820033584,0.41067461230436747,-0.09887825416179187,0.28908317259225735,0.059185606836984594,-0.18346591871769205,0.10950264077824812,-0.2705045394427922,0.3611152432966373,0.44634645153112,-0.01073187097337861,0.353265065666725,-0.20907186411462875,0.36931835359159965,0.45660961845378456,0.1387405148941135,0.4917370095298231,0.11721031517401863,-0.1852907424916894,-0.24379564305148527,0.34448136518765116,0.2660065573621488,0.1856654140365934,0.09397071247106308,-0.014548830995068835,0.5329096854310554,0.15515650991475563,0.0624279748939077,-0.1980122286468643,0.3284687650636174,0.3324751997985646,0.31815781328779374,0.5138827704401338,0.26268415899983155,0.44120318065794717,0.07097897406066737,-0.24209556130919857,0.050554465899769425,0.31124508179480476,0.5347995473388104,-0.23362956291075432,-0.3301091821467806,-0.2720330441249391,-0.22126057344742736
Heschl_R,0.3148715961213539,-0.031151034775778724,-0.4101585298969278,-0.04003496414561913,0.27971288879666706,1.0,-0.1120762201634886,-0.28838411909593403,-0.6302977382241491,0.5434913349791932,-0.4361079180942073,-0.08665997706395796,0.03596909684486228,0.7445507645082088,-0.19667064073615687,0.2956780386098299,0.3332120704782575,0.26752717438168144,0.2021820155733097,0.29903462871012865,-0.12221550732487016,0.2346942957268637,0.17095851029273357,0.4170161341993502,-0.4896586515195114,0.21694315270332745,-0.19358450691499834,0.09626010008199501,0.5707208959336723,0.6374878282104126,-0.3742352605909654,-0.12582787541236015,-0.12895584608260013,0.3075030194859673,0.5571048934904785,0.07650178466231464,-0.3477780721432164,0.17729366636053254,0.26682977671108105,0.7568291922230801,0.32687906859473626,0.10729231349308732,0.35120423398990486,0.1913531762867829,0.4461681537351991,-0.18464911411585092,-0.24242499451634292,0.15858472765418294,0.6078782956780888,0.16924818704691622,-0.1540688330375667,0.3203494157825603,0.5495961238735959,-0.09919894007563852,0.12487355431667418,0.1946707952486893,-0.46643621419962994,0.3168157781904092,0.7515144490617717,-0.35239529748822984,-0.2280772081958249,0.03231142443586904,0.1539585001948885,0.29791938561868386,0.09682962476920924,0.6285895615328733,0.13354048683487924,0.18786975747800005,0.06368230902816209,0.43690046729594134,0.3619599296854978,-0.03923552147571665,0.2587138960285928,0.013392383070780098,-0.3126822965879962,-0.05720126216464884,-0.5031494412697698,0.6405648431225781,-0.08773785082686336,0.7202605362201387,0.40787057069512744,-0.07529783306540329,0.137310943630117,0.019337470316351534,0.3462450311330434,-0.10546824345020446,0.5188265780156835,0.1774046460206126,-0.026893413037807515,-0.12020510556239426,-0.11058505443736384,0.1326281309846218,-0.029743582130999414,-0.012331643180455036,0.67358030236957,0.11721225175528485,0.07242407018694662,0.285122813703912,-0.15539915997448076,-0.6053482973894269,0.5444632543934318,0.4291209467109283,0.7401235169863123,0.022754425267037828,0.2914928269644023,0.5691580120971527,0.04786670271796963,-0.371150253057678,0.5250938596635701,0.11603818043920865,0.2876315795503672,-0.05187681431864793,-0.2729202809059905,-0.3588512691243813,-0.02118768906749394
Cuneus_L,0.5524229277860548,-0.5627388434988918,0.12090988832473347,0.744864817245079,-0.22507793873444049,-0.1120762201634886,1.0,0.42321315288471467,0.4856032840273206,0.23495224290790115,0.5039270447061369,0.2288252813720191,-0.04791134768062599,0.08099717023826149,0.5827303060827329,-0.4085216771196237,0.219527416228326,-0.10387866643015939,0.18886727944288365,0.6659962423474881,0.5176853045191894,-0.08962621119771147,0.2054117036418283,0.6055931486223831,0.4854747266794503,-0.08507188856421499,-0.101912734455662,0.4814670367838657,0.21693751332652236,0.21803516772505319,0.7368219019517098,-0.6343102811867258,0.2175076421627547,-0.6033238738897614,0.4406395825899787,0.6885704353412732,0.8033154940675409,0.5613507712399646,-0.6614344403975622,-0.05786935875771907,0.3756959413146101,0.5409865788917686,-0.6166513979924179,0.680629323639542,0.3127452617811122,0.7935797135856618,-0.5700471439516618,-0.5221146125549758,-0.23226623316782585,-0.30232632271498483,0.6791480021859336,0.059685548079872336,0.03999160383486909,-0.7241086685725343,-0.28758676524310206,-0.651839029191524,0.644681548993686,-0.5171230451227532,-0.11177256693132001,0.6729978368262625,0.6452770534551194,0.5298993415386329,0.2495359289005249,-0.6104598030455377,-0.6317453456836883,-0.12265773438802528,-0.3533672547832629,0.013068764806639134,-0.014029883487047782,-0.6037485309970404,0.17055413197760397,-0.6529402526656894,-0.7723350009763329,-0.2447910404248201,-0.3108600344791948,0.1861159066140061,0.6137221479379813,0.20195446191689984,0.7447764207631279,-0.34556832721668795,-0.3671488941489046,0.26952399210303574,-0.621511571590057,0.7322170901382867,-0.5870324848771059,-0.4758599765983059,0.12204982715163781,-0.5685606227035412,-0.6700873170413172,0.8360356212023441,0.6273468158836955,-0.5851687359184206,-0.21719882726089268,0.1582105532191991,0.3806193206577784,0.3304713701142164,-0.2860538818331923,0.26229569974822325,-0.11152927785888221,0.41750929273120124,0.19015927528932983,-0.03582431788661885,-0.027273260418664513,-0.2629115352559355,0.2141740564129906,0.15107715060631782,0.11553768373268809,0.12031828203560564,0.2188951650629174,-0.4246124986102138,-0.2897821642849053,0.38837641305965476,0.7518466480446393,0.6175062865867753,0.7197125932565754
Occipital_Inf_R,-0.09106699262655336,-0.07852373156901037,0.1379724087522329,0.31452461408594373,-0.20506786623166673,-0.28838411909593403,0.42321315288471467,1.0,0.3494194256522469,-0.1389491322961715,0.14273830183780342,-0.020137585820163027,0.051332281769302546,-0.1635631904772722,-0.04479066369257223,-0.13646933090022373,-0.3095036546139972,-0.0704681152893178,-0.15361994389825692,0.16874803075159395,0.008425914000456898,-0.047757367925118796,-0.22920414414357787,0.0496279375765605,0.011349588921460211,0.07501168558854898,0.08303770511248523,0.6639152427514599,0.034465360734778294,-0.07565833203616808,0.10275738466604456,-0.09335757981765694,0.812139523818496,-0.3792935416125122,-0.046828836702058,0.10183780124382338,0.5830162868182581,-0.03638307048115968,-0.3071616436449455,-0.20162896739056382,-0.005897702937843373,0.02494692624127896,-0.4628019018188398,-0.05934812489998483,0.06368226846945396,0.7358755359791063,-0.22875335301261646,-0.4082292012305485,-0.1509727994439133,-0.43202267194737354,0.043165518593522405,-0.20814416685181394,-0.19656983237030787,-0.09162314675948763,-0.3734962574652112,-0.10628982901878443,0.19105216908251632,-0.05229178880705221,-0.21187230447775574,0.050975220273969064,-0.03733696332292519,0.06342445763156783,-0.1699684860300638,-0.05428932862854349,-0.08864904701363795,-0.1707569280008244,-0.49031873954467836,-0.23776613361777701,-0.11911807744892662,-0.09232357102612672,-0.06270774271714655,-0.04491102169825835,-0.14248449773673744,-0.43428093940875684,-0.058675698203801356,-0.050083679914956714,0.26890967482893585,-0.07085560172504929,0.016351829014882985,-0.2183726119465953,-0.4029504588970992,-0.06234250439594322,-0.30024360105965336,0.6223604398767546,-0.29203306850184707,-0.15114531891325622,-0.3513244077289769,-0.2531400410506558,-0.3776368091731796,0.12777158570443858,0.65970554368704,-0.16387502896960787,0.05828078708000899,0.022476213853756956,-0.13532374683162066,0.7613437407765138,-0.07117271063431861,-0.3587127008420095,-0.3551083894834377,0.18277512946337915,-0.2453816185680827,-0.3109985614433991,-0.24869513214507655,-0.04054899526840751,-0.12311778413229797,-0.20403419278649276,-0.14341210734171017,-0.034593774097320874,-0.1483094245277895,-0.0530289882789871,-0.06451713968402181,0.01367433156061531,0.20842238219821332,0.028167309766153573,0.12875645830700747
Temporal_Inf_R,-0.010962189346119335,-0.03953375072006881,0.7322825307475039,0.607517312571902,-0.13077429624749717,-0.6302977382241491,0.4856032840273206,0.3494194256522469,1.0,-0.30323377203614443,0.8329088421416901,0.17082655549512685,0.02352215696231774,-0.6300693424601075,0.4646986389210261,-0.14768431724673578,0.04556273167280561,-0.1191973773012879,0.15790277848057332,0.11986341087073205,0.2943667122823766,0.23127986136378947,0.4083717153933223,-0.055815987251481014,0.769132693074651,0.20548237050368803,0.4922106055268303,-0.0509910194399463,-0.5431146303146156,-0.6023533921802444,0.6956817450241428,0.15542214413811073,0.04726505333321329,-0.2493535296635359,-0.21583155015438557,0.3093259848236519,0.5604228042135494,-0.06586514332592101,-0.31419239487304457,-0.5029795170664767,0.25055277585351676,0.1462566496648289,-0.4639954027877168,0.14852393829851454,0.25211426179370794,0.34878302900049885,0.11059589342292253,-0.01925544411098426,-0.8779375370927066,-0.272470296152895,0.4833845107573238,0.16460421539542505,-0.4434951906382335,-0.041598107264238,0.15861200059396913,-0.27418162285101055,0.8093283267522027,-0.19361269579854187,-0.7823067897206107,0.6936618971602563,0.6337133860389574,0.30950639791240564,0.26248398627608116,-0.38123582461224176,-0.22270700446361244,-0.23095591520092745,0.0012155681114965466,0.15132421729763676,-0.08430900628664922,-0.6311784631865162,0.14729441561582424,-0.09822028979210935,-0.35451315273653755,-0.04357286460224865,0.4551827054823237,0.5601261753677154,0.8888196808604857,-0.567335938170458,0.39806554923438225,-0.7736264492307598,-0.19202336307115295,0.4010171207511234,-0.25598362860092655,0.0429873893819755,-0.4401304041873574,0.1647913027409224,-0.19360088528772096,-0.08690974282137323,-0.08590774495312334,0.4413683094319653,0.1848309847721145,-0.06383234464082607,0.3657290653637761,0.5213205621207451,-0.3174992037331513,-0.080764051605882,0.17435970014081617,0.20041740959213794,0.3287388157489769,0.8847933647560811,0.11468395036539965,-0.015993318099789277,-0.4642604148482077,0.28525694188554057,0.18393034576138048,0.039861752698965726,0.46157129923899537,0.46372799444852986,-0.34928993329398117,-0.01551005225317705,-0.00928616502892116,0.15519679832333305,0.5343285329102655,0.6611965733078955,0.3274457907575396
Red_N_L,0.6516350379200184,-0.23944666246655885,-0.32948599847420773,0.1777757625815686,0.07520881372812352,0.5434913349791932,0.23495224290790115,-0.1389491322961715,-0.30323377203614443,1.0,-0.13743235182573488,0.21016743033860383,0.35544743478763496,0.7658190003591591,0.11005259164706743,0.2863625423496248,0.33098176269791757,0.15616533754663398,0.3178412869684584,0.5600483391836073,0.13845343740469068,-0.049380643507411164,0.008274999439461857,0.6502923910067374,-0.2455979939525138,0.051459507139230434,-0.11551697529889474,0.3039458483026506,0.6633761859854788,0.6378204896331776,-0.036803664697182686,-0.31594041307690507,0.0010751720401279352,0.1424373343664761,0.7535188001190484,0.3534457233854295,-0.058950197716498134,0.4236952067662898,0.08792493417451144,0.5787635416194219,0.4789162369748698,0.36005322151035685,0.16743972560984408,0.3941720269787432,0.22182048329504347,0.12253276246309498,-0.4622707252256413,-0.04335935479311176,0.469069017768756,0.014963426077923876,0.16628215845774347,0.3482467973548539,0.5605372213199364,-0.42236340227346586,0.012988866394356402,-0.03693550644428202,-0.15445905317556166,0.1068736105953628,0.614175472645344,-0.07537217125372585,-0.02177787072911769,0.32193575531660495,0.27750251870725023,0.034197085331495486,-0.09905071987797087,0.21783056842329285,0.01097797323818991,0.0879233995338582,0.18164688146732924,0.2157241748774622,0.37985188092327055,-0.21083023585006166,-0.070730663896381,-0.1416125979689556,-0.36941695103344085,-0.023591109056745614,-0.2768754497478691,0.7390333662950853,0.200802049176154,0.4956215965459297,0.3125189928675565,0.24049731438297148,-0.09707982301949004,0.30783449434729876,0.13144963176719102,-0.29578745412850926,0.6429898819884551,-0.16371834100343283,-0.33601002484827946,0.11181017792189027,0.20363501653176708,-0.025323676659090466,-0.10075020541570191,0.059796874746949905,0.7875618617688616,0.17545837109178977,-0.022768377399395367,0.2584850963386151,-0.3318363590984651,-0.4222588509381202,0.4592477928960238,0.22475619908731567,0.6397294989921615,-0.045449920947046286,0.4090685506319477,0.38382921558685673,0.0736132212118013,-0.2724687813058716,0.917571699012334,-0.09815331471666085,0.08407922723052107,0.12516082581166066,-0.08054832807368324,-0.11521200904024123,0.4042837381154358
