,Rectus_L,Red_N_R,Cerebellum_10_L,Parietal_Inf_L,Thal_VL_L,Thal_AV_L,Thal_MGN_R,LC_L,Temporal_Sup_R,Pallidum_R,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_L,OFCpost_R,Vermis_10,Thal_PuM_R,Olfactory_L,Thal_PuM_L,Frontal_Inf_Oper_L,SupraMarginal_R,Cerebellum_10_R,Thal_MDm_L,Fusiform_R,Postcentral_R,Caudate_R,ACC_pre_R,Lingual_R,Cingulate_Post_L,Cingulate_Mid_R,Temporal_Pole_Sup_L,Thal_LGN_R,Thal_VA_R,Rolandic_Oper_L,OFCmed_R,SN_pc_L,Frontal_Sup_2_L,OFCpost_L,Olfactory_R,Calcarine_L,Cerebellum_9_R,SupraMarginal_L,Paracentral_Lobule_R,Thal_PuA_L,Cingulate_Post_R,VTA_L,Amygdala_R,N_Acc_R,Frontal_Inf_Orb_2_R,Red_N_L,Cerebellum_Crus1_R,Thal_MDl_R,Frontal_Med_Orb_L,Occipital_Mid_L,Cerebellum_Crus1_L,Occipital_Mid_R,Occipital_Inf_R,Cingulate_Mid_L,Putamen_L,Thal_VPL_L,Cuneus_R,Temporal_Inf_L,Precentral_L,Cerebellum_4_5_R,ACC_sub_L,Insula_R,Thal_PuL_L,Vermis_9,Caudate_L,ACC_pre_L,OFCant_R,Cerebellum_3_L,ACC_sup_L,OFClat_L,Hippocampus_R,SN_pr_R,Cerebellum_8_L,Parietal_Sup_L,Thal_AV_R,Postcentral_L,Precuneus_R,Paracentral_Lobule_L,Vermis_6,Temporal_Pole_Mid_R,Heschl_L,Angular_L,Cerebellum_6_L,Vermis_7,Vermis_3,Cerebellum_Crus2_R,Vermis_1_2,Frontal_Inf_Tri_L,Temporal_Mid_L,Insula_L,Frontal_Mid_2_L,Cuneus_L,Raphe_D,ACC_sup_R,Cerebellum_Crus2_L,Temporal_Pole_Mid_L,Temporal_Sup_L,Occipital_Inf_L,Angular_R,Thal_IL_L,ParaHippocampal_R,SN_pr_L,VTA_R,Thal_MGN_L,Parietal_Sup_R,ParaHippocampal_L,Frontal_Med_Orb_R,OFCant_L
Rectus_L,1.0,0.13337942381422757,0.14331519963732892,-0.012962895105489161,0.08736796578371393,-0.2042209837163722,0.07074949521525921,-0.05027556175009503,-0.17172599341667252,-0.03022405639087275,0.42833391817746685,0.434306144439629,0.2585585261706606,0.2602328557746251,-0.10757399262582541,0.2538721919884468,0.29964885208964515,0.4391309272786417,0.16388829028380955,0.18940852366228814,0.24982379675169214,0.05650766117253102,0.2723343305127235,0.10156147915818721,0.38628761930679534,-0.08326292021330191,0.16791528778751913,0.15417817889669636,0.36562629433301874,0.09860413840080298,0.19285163906562872,0.2728311850080684,0.3912436624983426,0.17544366248649515,0.36581201678225117,0.08618347569698015,0.2558702767057241,-0.18719203995631575,0.14311346484401596,-0.08370309828009648,0.1239518532537255,0.269807059846379,0.2600442073701439,0.2859247363279803,0.1913470042677409,0.4905346718381174,0.32231795771522453,0.3495276072801911,0.022430404434428855,0.4136001962459586,0.22626027775592084,-0.3026724287741278,0.31631533185225924,0.1735325434327408,0.01740261579641181,0.12956136126751705,0.2927756089660041,0.19116582418629977,0.03561419223698421,0.3191818101777994,0.07228175400510958,0.017546081301057913,0.163474834524765,0.10297425127284456,0.37066670639420857,-0.08053136343618396,0.0009746193540306021,0.08690366389396084,0.44654400599070165,0.018606974429162256,0.230342044667847,0.42787575489295177,0.2810541049030384,-0.24005130424504115,0.2577034764167142,-0.01936514501501349,-0.19733577599308127,0.04511678475220661,-0.06301808221566879,0.03983618620699198,0.16995024274642256,-0.06242398286677472,0.38237174543299335,-0.0905205646666231,0.1025394609515196,0.10332184606156904,-0.024767731661917605,0.2357945025745427,-0.025975212116436688,-0.00699292012536583,0.13574380951401807,0.33985786747262553,0.49385811517363576,0.009370470666599745,-0.03170932312186351,0.15447748224557548,0.2343019169003123,0.28123730286045767,0.27477732114507686,0.026487257261569655,-0.11209566220201342,0.19526706007913036,0.2428208327694306,0.23398440659804665,-0.0426529861115655,0.0013101871559903203,-0.10131107866117177,0.457615774535761,-0.12917059709196854,0.3432829358774368
Red_N_R,0.13337942381422757,1.0,0.32515434473295873,0.053019790586728566,0.4311567369626286,-0.2204011902695149,0.47015553941679905,0.09093150679945315,0.21126616356229427,0.5272005291448572,0.2533968393198599,0.22076255721658597,0.017534405930151282,0.35170459793842235,0.17011853949505407,0.3263578279559891,0.5925794587655897,0.3249796250972446,0.17159027123231826,0.212857622605693,0.32798428332342694,0.3575377564840609,0.2829743292154658,0.5767734611230007,0.27842569597264577,-0.028678561289320652,0.596108570806826,0.49982671662954875,-0.0729850002902899,0.578961856767821,0.39564641590049127,0.5763539100634774,0.15531831764788426,0.37892897011882465,0.44114081258304555,0.12769170448565714,0.2823569832963849,-0.17393786541910203,0.49553378705982637,-0.08165144587600527,0.35197911490514217,0.23170264714551975,0.5666764399676231,0.13173396631743248,0.4975011799666653,0.29218016137283165,0.537396743206711,0.6075950416837517,-0.039723043834729736,0.3434111317946567,0.13349014593441189,-0.144894201653139,0.20720024502208,-0.054340751230998977,0.07225617460645979,0.43029172045446085,0.40921262904433664,0.33270322903200406,0.002455109403581899,-0.01461398458865131,0.33442535670534884,0.09232014579329649,0.08812697200643425,0.5917706197426796,0.33761202142618385,0.15232390312278138,0.61286205322102,0.25432351780169815,0.1511398659239973,-0.17777295652252093,0.2104293788245844,0.036057072029245345,0.6519538292986836,0.08239162584649308,-0.0683760967514557,-0.0642763601724962,-0.28801239611915586,0.2174890631496759,0.1308808874462585,0.32069971889956095,-0.07341055042080509,-0.009521897360838468,0.3586076390530088,0.017552098560566737,0.046486914580281924,-0.05083110777506684,-0.30816017018902525,0.054525794027090894,-0.372174969996649,0.3543394926150928,0.16963827306072865,0.3551490786010165,0.47222084105784695,-0.07393939951409378,0.6796990449348905,0.26543857260124604,0.05057758379727278,0.22800312356783906,-0.05769857926787153,-0.1835739868834772,-0.17217152873672611,0.25012207549086857,0.5746140587688597,0.4928918284512386,0.19931280939847304,0.3976218989883121,0.056722384508033255,0.3163894659866844,0.122722934351525,0.24075744237435917
Cerebellum_10_L,0.14331519963732892,0.32515434473295873,1.0,0.21560002065239728,0.2445734486744308,-0.4054496685045254,0.4403846839458466,-0.3177425918212768,-0.3133307718841113,0.38373866394650197,0.04514420684308821,-0.03204668978353686,-0.15263148153433892,0.2654933661360714,-0.001681378355326199,0.6571849750484994,0.394624348288808,0.13528742189378193,0.33515325973217475,0.25563887634284416,0.27523517226721256,0.018945715248272942,0.5275711828631072,0.46510363239654273,0.04279781471896988,-0.492661539036348,0.3578460682520954,0.4050085085769964,-0.31857091142627786,0.4292042733696744,0.002647502059379489,0.35498307118065214,0.37106159648202025,0.17077081732669638,0.28872089530616296,-0.19117609778162387,0.4776285877524228,-0.3154304070227626,0.5179640653203063,0.02877351837224865,0.40727291962500384,0.37357249897605205,0.22986224371502412,0.4011056829567171,0.007703150186148847,0.38256851909560147,0.3401267464657916,0.039030629892208804,0.13740973631032258,0.13356895786295955,0.07719646342855807,-0.22404098606642187,0.18366518260768688,0.166052608185093,0.18027111341396895,0.44722875516499566,0.18342025654642352,0.18052622720679976,0.0866301472120985,-0.02731871906620072,0.21842858032329773,0.037710655003741614,-0.04615551960293452,0.005163696513424166,0.228967179419677,-0.23328465404583318,0.3723466407745725,-0.029331243543016156,0.22335294777904616,-0.23262948143080034,-0.21607229184599144,0.046705158012471375,0.2206147932227239,0.10889570131134763,0.3600940451554616,0.09980965200220741,-0.4463820910505914,0.2848116735382704,0.23733441009631692,0.580799899348896,0.05949935242903727,-0.40856397237371184,0.31175667400831614,-0.2720679032965721,-0.05298883373331717,0.21668824699084055,-0.25244292284281405,0.454855342996189,-0.34212095408035703,0.0924349182139921,0.09363454876027694,0.09605710010594219,0.3054524014936116,-0.029986968339971876,0.226591129431594,-0.027569231728884876,0.0564104531460686,0.13639234037814033,-0.22860119290216435,-0.22186829064678568,-0.2283833625843741,0.05629413206896392,0.05172571542136474,0.027776946153666333,-0.26093684957883995,0.6584811214032945,0.10970579390341967,0.23439951360552094,0.34470849251148444,0.10125652693529537
Parietal_Inf_L,-0.012962895105489161,0.053019790586728566,0.21560002065239728,1.0,0.1642499522664595,0.10597804244513867,0.14478611226589372,-0.48871552945723906,0.04039115474508965,-0.12497078083526902,-0.1223166241412353,-0.3094848464986224,-0.16013783596568623,-0.23729587676660183,0.4910017768588957,-0.020914026330788142,0.15900802852018509,0.07803659556960084,0.8057270857892677,0.27666692256123887,0.40975995290951794,0.17371891901928557,0.6496370794438926,-0.07026012683101202,-0.5502574650046811,0.2640772521222035,0.2282958997744269,0.4304127983418395,-0.26143849668039043,0.48194640782787235,-0.41903314495499666,0.13088217510078015,-0.07122114037844783,-0.015232756172746874,-0.3476895529504866,-0.14709156641856225,-0.052381641346579084,0.604043044490284,0.0032879938422212484,0.8301498161613583,0.5480021747727154,0.4738694358426714,0.039866878763059305,0.15156389846134757,-0.41365047579148584,-0.014510796485062986,-0.14587075306597702,-0.03265576839765714,0.10287067002776316,0.1339621328080996,-0.18813811886508214,-0.11938555003699004,0.15142386577300654,-0.1547212128769193,-0.010269682319182434,0.4743542236472775,-0.17802910875758632,-0.07865362052643077,-0.18816355777271404,0.20600329687777608,0.4268803942550507,0.611396784853781,-0.6298421175753673,-0.07694552978354167,0.29706303408171153,0.06036496723281566,-0.14060165099390967,-0.6007646384889005,-0.3613482785789905,0.21158489870804473,-0.2739400505559866,-0.3289058576307117,0.038719904412385535,0.5160326026069252,0.40579494824997686,0.2038700014867755,-0.1741483216641694,0.8845651232369686,0.7841004035395976,0.655746188654542,-0.0332065916694742,-0.1399030783126109,0.18015645341116945,-0.17502739983966734,0.12836329842939304,0.009635210449198519,0.6009384903785517,-0.059239500304156624,0.5080898724030264,-0.2523031310393553,0.17475847672068506,-0.061237532172396185,-0.12325670462345278,0.35950697320221375,0.13915915270061074,-0.006514214464882378,-0.21251825234318222,0.05030961941061015,0.15738698699295858,-0.1608158199435084,0.5754667077782525,0.3076749720427753,-0.023178491006222657,-0.08558051319527503,0.09472938763871558,0.29355578093687207,0.33518391373839146,0.21449077017780593,-0.08456853469778976,-0.47302337111934867
Thal_VL_L,0.08736796578371393,0.4311567369626286,0.2445734486744308,0.1642499522664595,1.0,-0.02879850582032039,0.3758803679548264,-0.04112762381166892,0.14047738328748313,0.25301470097578205,0.24091224924897128,0.19166844106257747,-0.23437104935548944,0.11907663154380815,0.49315990586067654,0.17686102512127724,0.6234467283164817,0.5898387267603064,0.2271751597161073,0.21842378984115407,0.5636700792384272,0.17805610759867319,0.2886776552905524,0.48179194309069606,0.122027822839397,0.21081505452936725,0.4269358339931474,0.5399913840070795,0.04485185603587311,0.4470334535789611,0.44944470759210237,0.6009491605051133,0.021759247472297003,0.3553709565686219,0.2936296291337394,0.014106487128057949,0.01159136763660463,0.06382026015877898,0.3585655062991008,0.1885703756055985,0.508334370212553,0.5071960510962539,0.6564567103906357,0.2636842928631887,0.20731096291570794,0.4274048606564672,0.36810494986454745,0.44649357196891504,0.05852894729687688,0.43674989358432875,0.40016074115870454,0.05874227434336207,0.07279557763079157,0.09335507275990737,0.15159467694995493,0.5014267818431162,0.45812286935812135,0.7350116626568091,-0.015960889211028638,0.08605271488887073,0.21337805732598394,0.22627487149802034,-0.022862477476116028,0.3545485221777084,0.5981944580948788,0.23420803840184407,0.44218700615498463,0.08223648980419919,0.04732469690556079,0.1007358966752703,0.08842075931975019,0.056277403934750045,0.5387230590328463,0.04315060833418995,0.16241279155114635,0.08754009327564347,0.09914459977926147,0.26989706436982464,0.3273026374581504,0.2812765235500436,0.052075759545969505,-0.1473839660775156,0.5078550483391743,-0.057218114878356985,-0.19875060037348058,0.030718557216737212,0.10181024107359754,0.1817069749038472,-0.056755363404343444,0.5996408476526435,0.00995354864848557,0.42996703965323707,0.3359330655561432,0.10552200262930159,0.38829333746842737,0.2277829782079141,-0.15606895930465603,0.2957560379226007,0.20248967529392012,-0.2645965811063973,-0.01749082239000016,0.5406589713474717,0.37038179342876665,0.39375103287098756,0.27740112767403,0.5153111890603316,0.14904579119086891,0.4293897119372241,0.40089469308950515,0.07353640802201113
Thal_AV_L,-0.2042209837163722,-0.2204011902695149,-0.4054496685045254,0.10597804244513867,-0.02879850582032039,1.0,-0.09648921808951753,-0.07322146185226393,0.00837782995723962,0.03178788095640526,0.09226163720189236,0.0020512509265849074,0.30468136076022245,-0.12553082123650192,0.4224232899412682,-0.22965858928665492,-0.4186687370429875,-0.10662981210281412,0.036406185318807266,0.1142033371463506,0.29763308219171236,0.21255992121148992,-0.07894917319499489,-0.07407863924067914,-0.23104001912751057,0.41860265634913246,0.01090397528247279,-0.10967779152817685,0.2203667192917369,-0.15109109023107098,-0.30081195449745846,-0.052163142549259994,-0.510657422473032,0.0997044356891996,-0.19218431789737608,0.2002150950330012,-0.16553255423676336,0.5001381550833222,-0.3443904792425815,0.4371648831646459,-0.08552066738979436,0.10450410569989112,-0.23963631099718252,0.21271776765112108,-0.19555667766663734,-0.048203815360625436,-0.1999868109235057,-0.02399131849418366,0.25239470389850316,-0.23755629911487633,-0.3708450947758015,0.1131867988043798,-0.10143280762457141,-0.06311427733180615,0.10946186983091093,-0.03220832932003854,0.13939237578635746,0.04356512653849468,-0.04902017413344369,0.3556495760544919,-0.2765740238560965,0.395763171295371,0.017750691650941952,0.00227844787948417,-0.2311749860129707,0.16136961577707815,-0.028510521719015927,-0.10925936001632092,-0.02592440861083348,0.4984019383147841,0.19231825674285383,0.17272377440928066,-0.06122231905931498,0.09508153224878378,0.27600325493336025,0.07684336389913898,0.6743994121246862,0.03129504357485953,0.25930727113288393,-0.11542257351891642,-0.07929026630215578,0.3758711073730213,0.024732708709418048,0.037945591233834085,0.143984810537667,0.062166670636600314,0.44511824224551033,-0.11900634959048982,0.4889561754987927,-0.20453592502090986,0.16931764110982,0.22635704934070675,-0.17325762942219283,0.3945456659782779,-0.21755196329785992,0.29572435968769817,-0.18610370110516428,-0.22254616081951012,0.4089698933130101,0.09189183630556279,0.17006369588795767,0.21648524904359168,-0.10592632375031935,0.06770738421077341,0.27934208931808713,-0.12105349135981755,0.07880620398893858,0.047874517302252874,-0.021218896543056243,-0.07564866628938148
Thal_MGN_R,0.07074949521525921,0.47015553941679905,0.4403846839458466,0.14478611226589372,0.3758803679548264,-0.09648921808951753,1.0,-0.25462128607763007,-0.16848971815674235,0.47585716531569916,0.19923421462439805,0.046945135538707654,0.007796137387853161,0.18660060714326623,0.16013013212052749,0.4735815409840562,0.4210254530850935,0.25673195350081895,0.24431021716207146,0.2620507300595424,0.3764263924696767,0.1613945402127688,0.4128769859144958,0.4742348461217937,0.11444612187191822,-0.23986148496460846,0.5147266830050984,0.29627562588506673,-0.03077849228417438,0.5485628091872424,0.14710777955845714,0.43517758749399027,0.09094781548752236,0.17561399768415395,0.31054353848885563,0.13869571610011064,0.30817207437042504,-0.09447848267626548,0.5269939479912538,0.06711084349002208,0.3858677988666241,0.14688610903233681,0.449060136474152,0.20473895956117208,0.20344230958811485,0.34076981604516315,0.3167946982530432,0.2969711813855998,0.005678585522866593,0.040028165469497654,0.10238214294745075,-0.17032800385352861,0.15810262990315885,0.10663833377687426,0.21723498350454756,0.3208770728579493,0.34061952519084965,0.2887534241651908,0.027462601831666694,0.08217227049070723,0.17859162732473916,0.19283593837351856,-0.04929173620817847,0.215032500745281,0.175062739048336,-0.004343472820056902,0.4476458622278839,0.0992050572789645,0.24024027150563118,-0.14561955384381114,0.14234948797675448,0.09502395793900507,0.36812634923775994,-0.017676368894408375,0.20067701090781212,0.10102852724140778,-0.30160466436652733,0.2614192259782642,0.3155456794979591,0.47628525388384935,-0.14628765076299458,-0.1145680568402595,0.18407263938535318,-0.05286012147810793,-0.0867299291003144,-0.07236763705515677,-0.1367786147355704,0.1795917417761742,-0.2650669681663909,0.18487423648001658,0.23767738594619167,0.31072683437563753,0.41113754926159357,0.0799654319873092,0.45285926064801485,0.19697831748501052,-0.055197145631437995,0.16804928656448676,0.05927441490199807,-0.13056176028531,-0.03134367966697363,0.21941399367560066,0.25024600544556475,0.25805799020232695,0.00017456094756736654,0.5661990519546511,0.15034435440122393,0.333652101147986,0.2957514460092852,0.1685519515575197
LC_L,-0.05027556175009503,0.09093150679945315,-0.3177425918212768,-0.48871552945723906,-0.04112762381166892,-0.07322146185226393,-0.25462128607763007,1.0,0.3614827901765685,0.13857979907825457,-0.10382389816733906,0.27019641031934616,-0.027925451098420897,0.2738150747248749,-0.3131116319063841,-0.13430948506204718,-0.10573007753213602,0.019017964198625982,-0.5538396488668378,-0.2836297862543323,-0.31463573587968563,0.10486748153624541,-0.5349637269638867,0.07997445279430114,0.2359954792876262,0.12718065055427036,-0.09184480778341905,-0.059127541511269456,0.014196170818115578,-0.280142451110355,0.3574920963715237,-0.10114264165288701,0.11846987988387761,0.04068055511291818,0.08179667957110959,-0.18476930348660006,0.016797578918424812,-0.4145168916250636,-0.052724391856590454,-0.45222948905353166,-0.3148731788758104,-0.33627951683525464,0.0305469564084502,-0.2887254065373218,0.419257547571774,-0.039802768429114586,0.030844530096683545,0.12719876095862198,-0.19825213600113117,0.006411671667679207,0.08810181343561474,0.16173697999652567,-0.12831732832082043,0.11868172636146715,-0.16747951106507614,-0.14727600984576825,-0.006721976068869673,-0.027020821979600318,0.09703485136833623,-0.3215144518671336,0.0005096568779841703,-0.549516873643547,0.3857101867612021,0.22894565852346516,-0.16449655471975122,0.2471203263538514,0.12601722001962998,0.31317854658339594,0.03229523831385249,-0.09852474142719403,0.1519199796930825,0.05431134713182488,0.04496244391402248,-0.2929398022184249,-0.5694548255949526,-0.2556706046886156,0.121915427293143,-0.35064547030290943,-0.6020020052829858,-0.46218515293881585,0.045014488776141386,0.19426906084937504,-0.10888374972082403,0.22885820464330273,0.08650817607059687,0.09784060731348053,-0.4626036743662976,-0.21004951519809686,-0.3643782533496064,0.260663876682918,-0.10822581414504473,-0.07964740106349485,-0.005032228413816683,-0.479999902824731,-0.0703763114894974,-0.05520355197001219,0.2547036033022965,-0.08893929541865228,-0.22663376633180526,-0.007680424575011511,-0.2637519296910388,-0.18683422815042555,0.28138556172474904,0.09146250829657131,0.1063715265188385,-0.4212918977165715,-0.1848871064439334,-0.2689336303837909,-0.06335147716092537,0.12711363459185093
Temporal_Sup_R,-0.17172599341667252,0.21126616356229427,-0.3133307718841113,0.04039115474508965,0.14047738328748313,0.00837782995723962,-0.16848971815674235,0.3614827901765685,1.0,-0.014786740746750748,-0.33257983552803394,0.16965400043532097,-0.07148898795076732,-0.1063171297903063,0.32813083103353036,-0.37960260896354925,0.04434290916098384,-0.028216001821904802,-0.00704824438902461,-0.1797343300434272,-0.128875914544314,0.5371811988432665,-0.23904400177577922,0.030382891406527415,-0.06773540290955395,0.6548972710854182,0.13598926030552638,0.20241140691818663,-0.32773534028925166,0.1558859001007547,0.17662944117484589,-0.012845354436314753,-0.10107522369440582,0.01419288594655783,-0.04607685127189664,-0.24150055624562086,-0.2613740532313346,0.15463773361619892,-0.2567638777648045,0.08791702704647629,0.09519638445813135,0.04954311724124119,0.1928305339545647,-0.31715228665567075,0.2490693881021181,-0.23440697496243723,0.05219384131860075,0.19723049724498723,-0.09968139116183534,0.1821013394479249,-0.06303870751833339,0.19914764519941086,-0.05662903319043116,-0.3437652344634305,-0.33082025048851577,0.19507807826608148,-0.23169561560701815,0.1148165953597204,0.05584628928445602,-0.4088816717743455,0.46105186460171665,0.0024338073312514434,0.03731445028289504,0.48583821842475,0.1408105113870002,0.39806465345904873,0.06372334345037715,-0.02081616150736855,-0.34503062843732585,0.1504112805051539,-0.0469969052839233,-0.4977279200980007,0.3098178676066329,0.20879258594608793,-0.451412898689159,-0.047243016641228625,0.21738656443201726,0.15017135688541167,0.01858518897266182,-0.06742823872629962,-0.006507179423296428,0.19701921404800102,0.19043862908668313,0.33753698240433005,0.05920663584011322,-0.02713951946491505,0.12955706042301365,-0.3418854339794824,0.17078024761238408,0.13215486752920086,0.035383028063045774,-0.1382024313432718,-0.1513792505080291,-0.09361687428480439,0.16568344074970018,0.1640599159646143,0.11457396265615569,0.023434474685258007,-0.24343969601130513,-0.05282518964478117,0.21608097099631515,0.10865376205496152,0.5588133343862415,0.027965949985737593,0.41069611898723835,-0.21723521630939777,0.006652697018997985,-0.10084413566548617,-0.34290805149297193,-0.23398447303464584
Pallidum_R,-0.03022405639087275,0.5272005291448572,0.38373866394650197,-0.12497078083526902,0.25301470097578205,0.03178788095640526,0.47585716531569916,0.13857979907825457,-0.014786740746750748,1.0,0.42847739309829774,0.36761030513006965,0.1707131556126211,0.39087034027894746,0.09734656986273552,0.6712625465613508,0.3640146176411979,0.26967149111625094,0.0359164099089891,0.2744833913579011,0.3577709502263676,0.4547794727959356,0.2680786371752412,0.7924840699957933,0.3771096409943912,-0.16771911937616543,0.6224885131483705,0.4236396416404759,0.10507844720182812,0.40897895422028185,0.2800955693151666,0.5839925809446265,0.07884735501005179,0.4950150945696542,0.6447212655035474,0.24575081450700362,0.6166565713547336,-0.3101564522237074,0.4775160858932248,-0.14401959575188447,0.355841710424848,0.028747483413348648,0.42290440751507213,0.2521690738030721,0.604305010696369,0.4879623439948299,0.6468375072749292,0.39674257072510044,0.0791774597476317,-0.10543005192869066,0.014109995432943615,-0.19433489663500417,0.009333643587512078,0.16720257729189683,0.23339245658228777,0.4127112855172343,0.6372604012568268,0.33027160736891087,0.05689926911233737,0.14074034866350746,0.14095701377266276,0.037182497651187425,0.4031633379651941,0.554574724712227,-0.07819233225830564,-0.10678887583449202,0.8484787781481922,0.5135957139202956,0.43088099837131083,-0.10352523583751247,0.39280883045393994,0.3639019180781955,0.6376735197142679,-0.13140938394733087,0.10287725134631634,-0.12478251926494813,-0.08979878948177626,0.09262763219467916,0.08944300069559781,0.3536862977083187,-0.00913464209337712,0.15459644442810222,0.2775712240506877,-0.06819705028992297,-0.026114214933636956,0.16818516084615476,-0.3925642160044728,0.29399095295935396,-0.4496135641592684,0.38532810468556195,0.30522363943746084,0.5630104225431664,0.5902109545646462,-0.07179889094131892,0.3775000735793829,0.46707341195041535,0.16349716561414387,0.09822660206368038,0.08869106704426921,-0.055764853622488154,-0.33233438716359526,0.18739613190246912,0.5407050454110689,0.491292064655494,0.051639802373794085,0.39336327527052706,0.18973194356249923,0.399695140639018,0.37236815239617677,0.5171826412303518
