,Vermis_7,Cerebellum_4_5_R,Temporal_Sup_R,Hippocampus_R,Cerebellum_Crus2_R,Insula_R,Olfactory_L,Thal_PuL_L,Thal_PuA_L,Cerebellum_7b_L,Caudate_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Thal_PuA_R,Calcarine_L,Parietal_Sup_R,Rolandic_Oper_L,ACC_pre_R,Temporal_Mid_L,Rolandic_Oper_R,Frontal_Inf_Tri_L,Caudate_L,Paracentral_Lobule_L,Cerebellum_4_5_L,Cerebellum_6_L,Thal_MGN_L,Postcentral_R,Temporal_Pole_Mid_L,Postcentral_L,Occipital_Mid_R,Thal_PuM_R,Supp_Motor_Area_L,Occipital_Sup_R,ParaHippocampal_L,Frontal_Inf_Tri_R,Thal_VPL_L,Precuneus_L,Frontal_Inf_Oper_R,Vermis_9,Temporal_Pole_Mid_R,Thal_MDm_L,Heschl_L,Thal_LP_L,Pallidum_L,Putamen_L,Cerebellum_Crus1_L,Amygdala_L,Cerebellum_Crus1_R,Thal_MDl_L,OFCant_L,Olfactory_R,Frontal_Sup_2_L,Angular_R,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Thal_VL_R,Temporal_Inf_L,Red_N_L,Pallidum_R,Thal_IL_R
Paracentral_Lobule_L,0.12419568714887015,0.3498269485927382,-0.06742823872629962,0.3077389194405805,0.26292071078257395,0.09268178051349286,0.47819219779538064,0.1627975330164487,0.3873101901282505,-0.011768947329460912,0.4127007368540224,0.14348399903041964,-0.405037382601273,0.15574507381431968,0.11283519102546566,0.2673056942934138,0.34842300706517226,-0.18878892689750926,0.2807070541678519,0.23759958213346682,0.04020291252461098,0.2733982901354057,1.0,0.33332131769777246,0.005027808633962207,0.5989646928266236,0.8812112510640443,0.2776996301657198,0.7688428336829154,0.06086978642765329,0.2949505025007329,0.4448540915155277,-0.1346837119281703,0.4612408692559001,0.007097711388468811,0.08961271071762476,0.6510543655505547,0.07597367379747684,-0.17595181783831956,-0.27840885084154243,0.4323854515099755,0.3331084668540385,0.5509122225582906,0.4237538442489638,0.08279688991240945,0.12388669241383302,0.34019428212494585,0.05811575613588219,0.410000449799207,-0.11099786740774156,0.268825701738833,0.12017898271054009,0.17859609675067203,0.2517075284655745,0.1797217640285026,0.48687666196037327,0.176745039342603,0.0522321793782068,0.3536862977083187,-0.18841929259063758
Cerebellum_4_5_L,0.26176406749891346,0.677096178876089,0.07238840138898149,0.16461514668929475,0.012192951494263348,-0.04783313820119784,0.0006124672604117434,0.14435145753005413,0.4469998464570863,0.19175476235300068,0.00030059829788347685,0.1161794358411249,0.23019932001398022,-0.2471518072182976,0.6560097853349861,0.1841552524034084,0.1601246861658086,-0.25591120159605496,0.2899223928223805,0.1380782690891443,-0.18036143187902529,0.008770403172385532,0.33332131769777246,1.0,0.1037703396591921,0.12805444210289377,0.379211377447158,-0.00744516512924808,0.3809070776314777,-0.0440769294261789,0.521992315740645,0.21120811097740289,0.13792415882380346,0.475458821047898,-0.19742058599183387,0.12898630787148802,0.5420164188764977,0.026046228829503835,0.05178866295241178,0.06569036942563337,0.4754640138427659,0.333208400418454,0.2736574100617664,0.26794774414744377,0.11680169243998671,-0.15312131542540472,-0.29620828295531676,0.2770470644063547,0.19429785062795701,-0.17284910825957814,-0.015945292329840904,-0.1195730064340973,0.32244483096283527,0.2604162340069883,-0.1314835334348345,0.3359189816181938,0.5350116786696594,0.03192932978321892,0.05025683177296217,-0.28354970351352615
Cerebellum_6_L,0.11838223265763723,0.03152781200131738,0.05920663584011322,-0.07623136493524173,-0.2629313927665385,-0.01822329024561698,-0.030083532223100277,-0.03485748972842051,-0.03519543174848092,-0.09707970583286704,-0.11079858767711039,-0.032731661198531735,0.1102705451049316,-0.10064226263998895,0.16285485144158188,-0.07824232501390799,-0.041169225656644645,-0.1843468444613388,0.27270006188337026,0.044702701739393017,-0.30138169009950627,-0.09137088917132524,0.005027808633962207,0.1037703396591921,1.0,-0.261550995644465,0.06862211451321969,-0.13722258460267076,0.12133331512496077,-0.018069364958544838,-0.0415774075845781,0.1281051170747918,0.08716110083298924,0.03167375322654106,-0.12267253628377069,-0.23385007389372686,0.14723599958916056,-0.0829136861603218,0.2002750230449821,-0.013048240971192629,-0.012317460486959716,0.029019072091988816,-0.23202334834619254,-0.006280278454783571,-0.09282924717213618,0.1619304782337525,-0.12286502847237149,-0.3145604844970083,-0.03998787929212964,-0.202971831250392,0.14985243461605094,-0.16064964377804786,0.13599095944673936,0.16605004834499257,-0.13942898072840243,-0.03402689028143278,0.17157695156079358,0.06808264766892581,-0.026114214933636956,0.0017739365290115325
Thal_MGN_L,0.04344434399999383,0.27596340131228875,-0.21723521630939777,0.3862231824285457,0.38023968033292577,0.1548961946059803,0.5318096276596658,0.32163990311928226,0.44748767068670875,-0.04059803963581352,0.523514802797489,0.29015004852600235,-0.5117271994759737,0.207696478180466,-0.03382348756462005,0.28705947357906497,0.5145959423481831,0.053338790670697606,0.1422755175826009,0.1559203972844466,0.3218571225465614,0.45606274814318376,0.5989646928266236,0.12805444210289377,-0.261550995644465,1.0,0.5525124318764406,0.24123136603147702,0.3688950221402031,0.02400273469139573,0.2964171537952546,0.28109884822114084,-0.1631087915187324,0.40601731555882437,0.12696679805641448,0.4389909332712239,0.2827740434509016,0.12891588542719834,-0.18054966070148762,-0.2836317489992777,0.5033820350399811,0.37958520512373883,0.5296773024716963,0.5153308533449412,0.36943961212993265,0.10191667606197623,0.47808862911331623,0.20159886493607346,0.5875611658905295,0.12591547495455868,0.2504255560764035,0.29734186576395466,-0.1347125230362861,0.3083492004584021,0.3646512320870246,0.40100871444029107,0.1691286608633138,0.13559223614158136,0.39336327527052706,-0.13465834497741694
Postcentral_R,0.08720658482144769,0.4465927198560797,-0.23904400177577922,0.327322643744314,0.30436231217703114,0.04500293356995012,0.5086860895017372,0.26689436637122427,0.42942461771286805,0.014430361745768927,0.3578780737623874,0.30694324027029074,-0.45788845499727204,-0.06039787712035954,0.21540980806149762,0.28762097511752616,0.435857074869053,-0.11459285559296341,0.33749553501523727,0.2185039972575662,-0.01612246772458652,0.20329126534932557,0.8812112510640443,0.379211377447158,0.06862211451321969,0.5525124318764406,1.0,0.26201705488637345,0.7249999449109606,0.09712493280772795,0.3194380600448371,0.41528080218998376,-0.06971221427316587,0.6236910367203035,0.02983053015068752,0.11937969240766724,0.6448089253745553,0.08366702385447536,-0.20545127460271087,-0.2519586312838815,0.5462467721680235,0.4076178851722168,0.4904127747369947,0.43101906131691375,0.2301822945310128,0.1752995632570982,0.2841704534871308,0.08352637129818441,0.46679006586913596,-0.0020194696679772454,0.35076245001417167,0.18942881585994167,0.22781458707044927,0.38982113674209107,0.2280790845792719,0.4709497031320134,0.43246255576082776,0.15922903144131442,0.2680786371752412,-0.2771432224511273
Temporal_Pole_Mid_L,0.07871391959091606,-0.011184518856583975,0.023434474685258007,0.3349081298759913,0.25143844201570453,0.1590631879383006,0.13938818065437278,0.23890007185052164,0.12708191743799718,-0.24088757787169476,0.25118843607026403,0.32497892943678913,-0.17275986173104269,0.029538593947905683,-0.14004797521596682,0.06933090891679171,0.2988935416095128,0.19598521020272305,-0.007733512862686945,0.24866855821446912,0.3709789058493409,0.22079204306750772,0.2776996301657198,-0.00744516512924808,-0.13722258460267076,0.24123136603147702,0.26201705488637345,1.0,0.18974991255594156,0.11215577881812759,0.022310701946826408,0.21720216557015212,-0.06186153397727208,0.40276452851639893,0.33540129064305607,0.27160497107499926,-0.03857638949998797,0.2751302314353041,-0.06109150752764786,-0.10001521285452868,0.20539466350709426,0.21643030815261358,0.3462012599166802,0.08613001760132487,0.18449854161732004,0.11205310012570689,0.2900764874232616,-0.020667720098598037,0.19410829376959,0.18606651621527281,0.048131477824551044,0.28454838826657136,-0.04965012045522192,-0.015189814784484125,0.3238361645960215,0.30412181859876064,0.11830827753046476,0.2388283322926193,0.09822660206368038,0.22350047866704698
Postcentral_L,0.04520891003526959,0.4831794423280507,0.15017135688541167,0.26005193708421465,-0.03250792095306451,0.10365947413752091,0.18507884886965636,0.24801328551652643,0.4122000720278579,-0.06898994531643009,0.20830881560803138,0.20045522760040307,-0.031686397466499226,0.10904458769638395,0.4003060832569622,0.31730585546766776,0.33048933665099584,-0.40666274894648924,0.29799534611861084,0.4234586453360615,-0.02135241311274242,0.09348081777900642,0.7688428336829154,0.3809070776314777,0.12133331512496077,0.3688950221402031,0.7249999449109606,0.18974991255594156,1.0,-0.11999043091439504,0.4647772909209803,0.3950440504758701,0.010826181981923259,0.35333604469525914,-0.1138068987265822,0.015163237779618083,0.738183644662638,0.2803464314225416,0.09168443402518595,-0.15376205160325385,0.44304467528032043,0.30534620631821696,0.56569491100772,0.30702930528576744,-0.05046489662192127,0.15235937219102735,-0.017715165161703624,0.04952036009406571,0.30536129287949887,-0.3271042991010947,0.1247403618106929,-0.11860209978476666,0.4209606990108955,0.2641555393923381,0.06915634414207417,0.554589436512727,0.18199947723275392,0.11788389585699223,0.09262763219467916,-0.09197087899573504
Occipital_Mid_R,0.15029340949438658,-0.17558726536757568,-0.3437652344634305,0.03949679804052487,0.15843250580168314,-0.13450758403012292,0.3215037442137649,0.028227958262770064,0.020887725542497043,0.07371492740195705,0.1704873407715584,0.2559293142558471,-0.3738670507438887,-0.19228956579265202,-0.2659035329997025,0.05209293105422649,0.12536294471229784,0.15805745221271728,0.0017120635446270444,-0.22535443344886255,0.13329992427613233,0.11774636024539374,0.06086978642765329,-0.0440769294261789,-0.018069364958544838,0.02400273469139573,0.09712493280772795,0.11215577881812759,-0.11999043091439504,1.0,-0.21653249871289795,0.07384941329439093,0.2297565787432971,0.16653606507007665,0.07708073628836212,0.08632479406960629,-0.18519427739957903,-0.15511624667455534,-0.07248234583512764,-0.04921246169660267,0.09228344205938936,0.11586359454951088,-0.050190606083328544,0.06818174302591751,0.2396180372798113,0.0375382236632885,0.2852529236335645,0.03590006267850777,0.1371226239959397,0.2153209676882625,0.16445932638957034,0.18079351113764533,-0.09651938467186441,0.022948279356591786,0.08682498852103339,-0.13607883527017045,0.15378323699391322,-0.02488924036151554,0.16720257729189683,-0.1464520122380078
Thal_PuM_R,-0.014238306064332563,0.729433270046001,0.32813083103353036,0.42443193013291575,0.07849854803842973,0.3296839022767258,-0.12833545062032353,0.3874234672785719,0.5844021223541698,0.10446754292952058,0.20703944420034406,0.18110896110486682,0.3329606780769857,0.3001652012939809,0.6136505294612091,0.3317983844252506,0.3704288432106215,-0.32441882177319353,0.20157267143564742,0.40988685448118173,0.004921632616110333,0.19902152695877784,0.2949505025007329,0.521992315740645,-0.0415774075845781,0.2964171537952546,0.3194380600448371,0.022310701946826408,0.4647772909209803,-0.21653249871289795,1.0,0.2658541176592979,0.11130653687986991,0.2607406996311071,-0.02202227437832832,0.43678391609854206,0.6124432232107024,0.38855154106876005,0.2659604836633721,0.2352488560283803,0.6273964045580063,0.4719956319384833,0.4700671980931764,0.42708354264613413,0.18222926519027285,0.10142513497227941,-0.27976735036163103,0.29234012391338976,0.4403892760854571,-0.21247642253826166,-0.08663433733332776,0.0008703343946678785,0.45702295434643636,0.21658421624267263,0.0982145820771139,0.6785382924425511,0.14673826287707512,0.3009167424641606,0.09734656986273552,0.024804093139655755
Supp_Motor_Area_L,0.2311691293831529,0.10052975722797698,0.24575516485791324,0.6748427503579882,0.16019091847328984,0.44733172707401897,0.5409029592834209,0.06231602921889479,0.16796970113553814,0.1811807819956365,0.6490159210502928,0.3542262576356776,-0.17195280633775883,0.20516364801007683,-0.15835677236294218,0.14447563594013732,0.5490472181696805,0.25616931807268134,0.5163335842734521,0.5212504988586663,0.3001454113150987,0.6033383466854731,0.4448540915155277,0.21120811097740289,0.1281051170747918,0.28109884822114084,0.41528080218998376,0.21720216557015212,0.3950440504758701,0.07384941329439093,0.2658541176592979,1.0,-0.00401273387886801,0.568995849129471,0.5207813144047971,0.3118946739885782,0.08395658693098339,0.3055063812121997,0.027515086791077528,0.13114344431026823,0.422683796343657,0.4954728715851256,0.1454226664567196,0.5774091667365858,0.38361014783238584,0.10965479192203227,0.5050659091210653,0.02357193966184697,0.5909776830518023,0.29400184777193633,0.5965941813465611,0.5813490152935876,-0.13398724514796795,0.16883860910824763,0.46419744653204514,0.48534748363505054,0.22971230222958836,0.4554476261307052,0.6313770357660311,0.18580767343014268
Occipital_Sup_R,0.0348791922750088,0.05954525213483619,0.007486972299368133,-0.011745339579281715,-0.02261737830205425,-0.05916380483544506,-0.12639112058262872,-0.04727885360013574,-0.030849020699824693,0.08711053837631105,-0.08982452593828937,0.042784278298441135,0.10726584288534938,-0.10019871231776784,0.14575416560576543,0.19830910509494878,0.002567958053816402,-0.09941818508022165,0.10483894733582963,-0.034543446965824544,-0.01780335972173999,-0.09795806325255921,-0.1346837119281703,0.13792415882380346,0.08716110083298924,-0.1631087915187324,-0.06971221427316587,-0.06186153397727208,0.010826181981923259,0.2297565787432971,0.11130653687986991,-0.00401273387886801,1.0,0.023014209812639817,-0.07511566368942499,0.03751890650944394,-0.009713148869711712,0.040794443971579365,0.08529110369286966,0.15089338844853084,0.031386066738967024,0.004619960211441729,-0.002457788894527405,-0.06099756184879487,-0.009488145789147908,0.038740686600324266,-0.1427361040854241,0.09704411185507578,-0.01558849012289068,-0.10236972317916947,-0.06335167817036218,-0.08160161957945015,0.24215079358475583,-0.07580013618746043,-0.1422597266985439,0.023274148938053116,0.16607062227646294,-0.12033631403763716,-0.13921717196200137,-0.143709451481586
ParaHippocampal_L,0.12365389768416309,0.34608933542226766,-0.10084413566548617,0.6464711491169113,0.2711871618847135,0.2888338072841005,0.5493594812292842,0.3266335156351006,0.33056500181799137,0.09469284476705346,0.4694108041096342,0.6866276711672128,-0.3045140907328775,-0.22828403908877218,0.14755361040274126,0.21589548521154858,0.6477362517251255,0.3807253006548414,0.43345577963563847,0.37652266080252905,0.32183274840245263,0.40523328076294557,0.4612408692559001,0.475458821047898,0.03167375322654106,0.40601731555882437,0.6236910367203035,0.40276452851639893,0.35333604469525914,0.16653606507007665,0.2607406996311071,0.568995849129471,0.023014209812639817,1.0,0.41440211034606783,0.40697312544604036,0.21751626801916668,0.3251292416496454,-0.05316461593188123,-0.14136030893518842,0.6077468069567281,0.5957046494051339,0.32719397971353753,0.49902478091577124,0.6650280621942634,0.0859141629798131,0.38472248167686574,0.021007161017082315,0.5732110366308868,0.43367071069758295,0.4159833408750176,0.55646468014305,0.03898098672864341,0.476664028388406,0.5045884048187607,0.4746345903255957,0.688706126945476,0.4542074487258527,0.399695140639018,-0.008603585570738344
Frontal_Inf_Tri_R,0.0538134691603101,-0.2619451478953375,0.3098499872881827,0.6471410700068536,0.1574343990598404,0.5229931770424232,0.33609415316466096,0.22601572976486953,0.03795792619423373,-0.06499594653864532,0.5207586818097621,0.5751053206329639,-0.10121159858809353,0.1716996775114685,-0.41727770999538105,-0.046089749400478386,0.4802246378357365,0.7135808829291432,0.011109563366622643,0.5838520798958747,0.6971377505403779,0.49071933267131473,0.007097711388468811,-0.19742058599183387,-0.12267253628377069,0.12696679805641448,0.02983053015068752,0.33540129064305607,-0.1138068987265822,0.07708073628836212,-0.02202227437832832,0.5207813144047971,-0.07511566368942499,0.41440211034606783,1.0,0.5712177693242795,-0.4075104079433028,0.6267927889998082,-0.028487336683648654,0.005902254345985287,0.13796055245496688,0.3659978213699274,0.06790740769363802,0.27182122138021864,0.5143124072107377,0.0035050831327166714,0.5184520408356397,-0.12736282675495122,0.41839886943721705,0.600874661643237,0.30250308458463004,0.7453333191637106,-0.3442305034438528,0.10810688539678819,0.6386330755984181,0.28148742677686417,0.01878349242927002,0.5238227754560695,0.42832559834688305,0.5151892047324244
Thal_VPL_L,0.15218478793255066,0.19421523422177053,0.1148165953597204,0.603648478210197,0.24855924136273683,0.411818512690141,0.25066871046767025,0.43075234523423006,0.4850896497960604,-0.06555005007816458,0.48569417049591207,0.5566683375586855,-0.09708754718665458,0.2626987559772897,-0.04675158314850971,0.18091873990515625,0.5748679809802185,0.38702294239625945,-0.07595649979291229,0.44998005470726204,0.6530667517697277,0.4714180217918938,0.08961271071762476,0.12898630787148802,-0.23385007389372686,0.4389909332712239,0.11937969240766724,0.27160497107499926,0.015163237779618083,0.08632479406960629,0.43678391609854206,0.3118946739885782,0.03751890650944394,0.40697312544604036,0.5712177693242795,1.0,-0.08521759497041519,0.5264126830938055,0.10665494073679589,-0.040033125593411795,0.5163716254079481,0.5224954482041081,0.36956124584103717,0.45175656472343867,0.5867524669592554,0.022876163079508887,0.30005354210527174,0.17220408562097894,0.6399772910262755,0.3575007394306501,0.10903608681263059,0.524154042056841,-0.21428594140648263,0.2320756149186936,0.4980568688711432,0.4701015949070774,0.1428919071139181,0.465304964628384,0.33027160736891087,0.27921008321969953
Precuneus_L,-0.055369686614258576,0.7412941815592649,0.07140815715920501,0.10736211956457473,-0.019657915451215036,0.03542247503446894,-0.049825800456524315,0.24084641533439055,0.4738409637963602,0.055880164582990235,-0.025764045118859727,-0.022074525051501415,0.12026225220345041,0.09008642090846938,0.6906303352003367,0.32741928332505504,0.14295754526695295,-0.5300328568872749,0.29839253232186286,0.16666792857859541,-0.373835103745362,-0.07769899016691642,0.6510543655505547,0.5420164188764977,0.14723599958916056,0.2827740434509016,0.6448089253745553,-0.03857638949998797,0.738183644662638,-0.18519427739957903,0.6124432232107024,0.08395658693098339,-0.009713148869711712,0.21751626801916668,-0.4075104079433028,-0.08521759497041519,1.0,0.09961017470954545,0.09442730985643817,0.026723699435555123,0.4507739825862029,0.22914852335265895,0.49494971903580276,0.2111689760492034,-0.10966888544600095,0.11013965527288662,-0.3468528804753964,0.17102068896382597,0.16169875320359708,-0.43187328700002875,-0.08952003824933469,-0.2905552231424917,0.6300887380796394,0.2939098793341491,-0.14744073258022614,0.47497400538958356,0.20219167435117133,0.01345173500183188,-0.04020270788379924,-0.24187335654427988
Frontal_Inf_Oper_R,-0.1326836754020292,0.1770539503311387,0.6106448826794696,0.6137305243435923,-0.1112178345920824,0.621918446368688,-0.08021967068832915,0.48239561269860254,0.2765235770546133,-0.16901348950600759,0.2836194626568392,0.5944840606180161,0.35024781600224575,0.25136759705889705,0.13741749096595027,0.20141272773265348,0.5030143704923815,0.28957175057478657,-0.00021700549105667694,0.7891522351750976,0.5603748911610736,0.2881852420860478,0.07597367379747684,0.026046228829503835,-0.0829136861603218,0.12891588542719834,0.08366702385447536,0.2751302314353041,0.2803464314225416,-0.15511624667455534,0.38855154106876005,0.3055063812121997,0.040794443971579365,0.3251292416496454,0.6267927889998082,0.5264126830938055,0.09961017470954545,1.0,0.28980782562643637,0.06729208128924682,0.28460094506225936,0.35138119444868343,0.4188999023629451,0.17413059747695753,0.2911337009640757,0.06086889400404997,-0.013440086538463677,-0.11351154666699792,0.27749799857510116,0.14585848485918212,-0.10595004907515722,0.3516015215849663,0.13429408319433636,0.11799519311942928,0.44789334648444756,0.6014461692219047,-0.03976738469507381,0.5178690495860487,0.125661107793784,0.583444342446926
Vermis_9,-0.0005395351382546465,0.12300834131021625,0.39806465345904873,0.1009176129347634,-0.28726427495238266,0.19247907364801253,-0.3480006951801967,0.26169734112766746,0.0918473596646536,-0.1029782179515011,-0.05266066316234539,0.14005373627825804,0.46689421326358455,0.189495110330192,0.2755805868669644,0.0014697217843502146,0.09649385694653062,-0.2237171075817546,0.03805260618830385,0.2354390604146301,0.07247836054600172,0.009539738893349109,-0.17595181783831956,0.05178866295241178,0.2002750230449821,-0.18054966070148762,-0.20545127460271087,-0.06109150752764786,0.09168443402518595,-0.07248234583512764,0.2659604836633721,0.027515086791077528,0.08529110369286966,-0.05316461593188123,-0.028487336683648654,0.10665494073679589,0.09442730985643817,0.28980782562643637,1.0,0.05786116612817903,0.013199131056145686,0.10034091899978496,0.08855550367215947,-0.00471165039145455,-0.033000191958297495,0.0732211115565408,-0.3249840895910374,-0.09623828453888848,-0.0015694652429929315,-0.3181250769263048,-0.22335860709230201,-0.21015887127049418,0.2369929883080195,-0.07625922670089225,-0.08249586282149914,0.25527519718926517,-0.12297969052211946,0.17514963349414872,-0.10678887583449202,0.27272711866432336
Temporal_Pole_Mid_R,-0.15167658512545015,0.22671754522849108,0.19701921404800102,0.1649626621544448,-0.05675823340562207,0.3067748389508762,-0.2719188397697046,-0.15995845215512136,-0.1204524979930304,0.40436893782377875,-0.004828773451555004,-0.12118847721957697,0.3460957945572656,0.06975354737773543,0.12377857785479053,0.11702263559486537,0.024006765950535056,0.04658756597002612,0.23540594633384135,0.06764679991794387,-0.17307230953627922,0.1403452782464125,-0.27840885084154243,0.06569036942563337,-0.013048240971192629,-0.2836317489992777,-0.2519586312838815,-0.10001521285452868,-0.15376205160325385,-0.04921246169660267,0.2352488560283803,0.13114344431026823,0.15089338844853084,-0.14136030893518842,0.005902254345985287,-0.040033125593411795,0.026723699435555123,0.06729208128924682,0.05786116612817903,1.0,0.05174625850626822,-0.07301691732958326,-0.12794523725504936,0.1239012194501128,0.11572031174839041,0.0023510682600713885,-0.2699793413676747,0.18597766688455378,-0.029902865729508538,0.15601432317200514,-0.04682888890639816,0.09859915606036969,0.08080944770193836,-0.1213974108591515,0.08785534708295444,0.08501705744807644,-0.012189294099945637,0.1394888573891216,0.15459644442810222,0.1389491655611104
Thal_MDm_L,0.11464084979255718,0.6035292165775873,-0.128875914544314,0.5520685567164391,0.331187970784916,0.3390143976155399,0.3290051690411302,0.4171750222139556,0.6211623460792677,0.0626373185733892,0.4469442008128657,0.4809289283686154,-0.1744344834762884,0.09616203750616475,0.3074607851101788,0.2732349650729623,0.6317336080431015,0.01564492653490195,0.2861794961394499,0.31974394061283323,0.17383806434576798,0.4084651485801476,0.4323854515099755,0.4754640138427659,-0.012317460486959716,0.5033820350399811,0.5462467721680235,0.20539466350709426,0.44304467528032043,0.09228344205938936,0.6273964045580063,0.422683796343657,0.031386066738967024,0.6077468069567281,0.13796055245496688,0.5163716254079481,0.4507739825862029,0.28460094506225936,0.013199131056145686,0.05174625850626822,1.0,0.6152238491748865,0.4629463840836272,0.6516708518580062,0.5364882756282692,0.2177307746449127,0.1483530337790045,0.3263375397402362,0.6609885319183679,0.1644246181397668,0.2644144009897884,0.32845780113744427,0.14907071066386424,0.41863468394856845,0.36928321601117664,0.5923343284919099,0.4834882730145389,0.45358912369821935,0.3577709502263676,-0.035906700570516085
Heschl_L,0.2755106482859607,0.33272942709610187,0.19043862908668313,0.637600215026407,0.25676229343299983,0.378576081418941,0.3440023629406584,0.5005154701958552,0.578054552318717,0.017482588518326975,0.42031192225993336,0.47601906343820877,-0.06032792701793492,0.13874870381577795,0.13107811935658792,0.11518953502329879,0.593005717141864,0.10056154638231316,0.3694934434364657,0.36669882872336856,0.26602796936700646,0.3567679441704442,0.3331084668540385,0.333208400418454,0.029019072091988816,0.37958520512373883,0.4076178851722168,0.21643030815261358,0.30534620631821696,0.11586359454951088,0.4719956319384833,0.4954728715851256,0.004619960211441729,0.5957046494051339,0.3659978213699274,0.5224954482041081,0.22914852335265895,0.35138119444868343,0.10034091899978496,-0.07301691732958326,0.6152238491748865,1.0,0.25459226221762,0.4854664301453119,0.4440662074722619,0.16182486891167874,0.23626432836123748,0.20671988506605907,0.5934140075817189,0.15868886458577544,0.28275364807775927,0.4000561067262466,0.07079757179589577,0.34721550492330433,0.4158182504203972,0.4401937948200065,0.28638894726302794,0.49684206703389433,0.2775712240506877,0.14876683519768882
Thal_LP_L,-0.057837174287493874,0.43663490528505144,0.08580305047948006,0.32247699683926206,0.14345265779126276,0.22425933435214776,0.09586014737274229,0.3789452305143203,0.4710143513868734,-0.08938370110415429,0.3518816179615625,0.3089962547575153,-0.0538667819793959,0.24278913382141926,0.31037269237467296,0.3475811087816063,0.41507506328056926,-0.15850778117226103,0.03986812053156205,0.35082751893362346,0.2882907662485209,0.2631190782191109,0.5509122225582906,0.2736574100617664,-0.23202334834619254,0.5296773024716963,0.4904127747369947,0.3462012599166802,0.56569491100772,-0.050190606083328544,0.4700671980931764,0.1454226664567196,-0.002457788894527405,0.32719397971353753,0.06790740769363802,0.36956124584103717,0.49494971903580276,0.4188999023629451,0.08855550367215947,-0.12794523725504936,0.4629463840836272,0.25459226221762,1.0,0.34089723153928353,0.1674989306461327,0.07205105107532829,0.03937329542233153,0.06645466275046391,0.31323748538119267,-0.14897144333228837,-0.10021698943051802,0.0538413393469878,0.24364841399253098,0.14206693532112658,0.2044269512766899,0.6888512535984329,0.09787281067227889,0.16976824963329046,0.142198680870253,0.0031677420606517764
Pallidum_L,0.1652739030331507,0.3412830638018753,-0.07135537884808135,0.6652342502258047,0.3327844803744409,0.5073716537089278,0.6055019338333515,0.12009080379583456,0.35251950018344447,0.18900844845496861,0.7441127939277846,0.34007852432072055,-0.30840358230042597,0.17273390619125165,-0.031235543646611238,0.24976608601668648,0.7002265347072657,0.16653651545246403,0.3937146156083999,0.3728020126720673,0.2874708000412999,0.7636307660583446,0.4237538442489638,0.26794774414744377,-0.006280278454783571,0.5153308533449412,0.43101906131691375,0.08613001760132487,0.30702930528576744,0.06818174302591751,0.42708354264613413,0.5774091667365858,-0.06099756184879487,0.49902478091577124,0.27182122138021864,0.45175656472343867,0.2111689760492034,0.17413059747695753,-0.00471165039145455,0.1239012194501128,0.6516708518580062,0.4854664301453119,0.34089723153928353,1.0,0.6914593241677641,0.09980779193843818,0.49224070874574993,0.2024541018204551,0.7375388462229983,0.36822774134480596,0.5792142436221972,0.5365760218423438,-0.14109916408578072,0.421652037884779,0.6168918021647468,0.4969949659479579,0.2939877118679395,0.43111460106410643,0.7962536707927227,0.030509202467469552
Putamen_L,0.019268039679612596,0.17738902601923515,-0.23169561560701815,0.6644747088335251,0.3165540086424028,0.5119917538912839,0.5611056987337887,0.19414643864250172,0.17588577379371328,0.20642935904847734,0.6291324013316362,0.6438048614792667,-0.35941705511116206,-0.09769687369649449,-0.11877981936851312,0.1830329433809076,0.7019188964133092,0.6085725896593402,0.2491786835812155,0.2885330422063509,0.520962881736815,0.6505249062882059,0.08279688991240945,0.11680169243998671,-0.09282924717213618,0.36943961212993265,0.2301822945310128,0.18449854161732004,-0.05046489662192127,0.2396180372798113,0.18222926519027285,0.38361014783238584,-0.009488145789147908,0.6650280621942634,0.5143124072107377,0.5867524669592554,-0.10966888544600095,0.2911337009640757,-0.033000191958297495,0.11572031174839041,0.5364882756282692,0.4440662074722619,0.1674989306461327,0.6914593241677641,1.0,0.07091436461879996,0.4810896221941512,0.09907992336718881,0.6625407678425826,0.745035315004199,0.43731221930039577,0.7296435599807027,-0.2575166044403139,0.5159840296249623,0.7341690832955882,0.28053390117338717,0.5070048412943787,0.5613400883747967,0.6372604012568268,0.10629850164812558
