,Temporal_Mid_L,Thal_IL_R,Occipital_Mid_R,Raphe_D,Caudate_L,Vermis_1_2,Cerebellum_Crus1_L,Rolandic_Oper_R,Cuneus_L,Frontal_Inf_Oper_L,Precentral_L,Thal_PuI_R,OFCant_L,ParaHippocampal_L,Vermis_6,Olfactory_L,Vermis_10,Thal_PuL_R,Rolandic_Oper_L,Thal_MGN_R,Frontal_Inf_Tri_L,OFCant_R,Occipital_Inf_L,Thal_LGN_R,Cerebellum_3_R,ACC_pre_R,Thal_LP_L,Thal_PuA_L,Heschl_L,Temporal_Pole_Sup_L,Cerebellum_10_R,Lingual_L,Vermis_9,Occipital_Inf_R,ParaHippocampal_R,Temporal_Sup_L,Precentral_R,Occipital_Sup_L,Temporal_Pole_Sup_R,Thal_IL_L,Parietal_Sup_R,Amygdala_L,Cingulate_Mid_R,Cerebellum_Crus2_L,Thal_MDm_R,Supp_Motor_Area_L,OFCpost_L,Postcentral_R,SN_pc_L,Cingulate_Post_L,VTA_R,Cerebellum_10_L,OFCmed_R,Putamen_L,Parietal_Sup_L,Temporal_Pole_Mid_R,Temporal_Sup_R,Heschl_R,Parietal_Inf_L,Frontal_Sup_2_R,Vermis_3,ACC_pre_L,OFClat_R,Cerebellum_6_L,Insula_L,Olfactory_R,LC_L,OFCmed_L,OFCpost_R,Cerebellum_4_5_L,N_Acc_L,Thal_MDm_L,Thal_VL_R,Frontal_Med_Orb_L,Thal_MDl_R,Red_N_L,Fusiform_L,Paracentral_Lobule_L,Rectus_R,Lingual_R
Temporal_Mid_L,1.0,-0.10053445421374221,0.0017120635446270444,0.19787725552135937,0.1942920976166877,0.0742216430050362,0.1231412185668341,0.129285035555083,0.08993543565258373,0.1563162365232571,0.22466532520076066,0.1410886641130009,0.03134334843495339,0.43345577963563847,0.048373158909775046,0.29624495680939683,0.14416266237095,-0.11707700588771125,0.35490094943378764,0.23767738594619167,-0.10032806700320304,0.1403719449115717,-0.04410631731478434,0.3141581866405844,0.2764570991661738,-0.05396033863865033,0.03986812053156205,0.0176744458863719,0.3694934434364657,0.15847096751103332,0.3428901771577006,0.4328538698679387,0.03805260618830385,-0.028469583464443497,0.26474662169027957,0.4232918977455193,0.4699689520245268,-0.06826693410581741,-0.13781582700241538,0.21537348744656054,0.15772381328692917,0.12693307598086553,0.24790269345409796,0.14646938366012754,0.12286556544699204,0.5163335842734521,0.13370325499443725,0.33749553501523727,0.32531176173120974,0.3684218062607406,0.11161640832899447,0.09363454876027694,-0.002083088929913537,0.2491786835812155,0.12966816082811725,0.23540594633384135,0.035383028063045774,0.3133436068384785,0.17475847672068506,0.20472958213643308,0.13053882617120402,-0.11002821010400984,-0.2569056958071473,0.27270006188337026,0.36012817749856774,0.32011521622007716,-0.10822581414504473,-0.22775384537466956,0.2518386731359127,0.2899223928223805,0.1429418890806488,0.2861794961394499,0.27360481380553586,-0.31849785445665385,-0.05096233629552866,0.22366055221181003,0.3955935589602844,0.2807070541678519,0.3025442858391392,0.18068750804573916
Thal_IL_R,-0.10053445421374221,1.0,-0.1464520122380078,0.3122744896553546,0.25388337701925606,-0.24293797258632682,0.013932872071258954,0.5333438310923835,-0.2820253242906656,0.3362491207304103,0.24428641136533824,0.07900327164147536,0.1736567073390754,-0.008603585570738344,-0.05390332573458234,-0.14213635933607047,0.1052706684062533,0.4793419215760362,0.23480288851299938,0.015066875314986022,0.41627588274717886,0.10662244101987087,-0.012326095406235105,0.16878524562155706,-0.28560857797534744,0.3638364199536041,0.0031677420606517764,0.0026195242676974426,0.14876683519768882,-0.003561749429734107,-0.14028398935832634,-0.11347776679568879,0.27272711866432336,-0.09342476535063556,0.5700036301077236,-0.20626306448291976,-0.014786268509260965,0.3291594647694293,0.30184394434223794,0.20579941234582444,-0.02437731688825958,0.08519751823977804,0.18535754156545906,0.14833756834613462,0.5610189990314458,0.18580767343014268,-0.0344078992613729,-0.2771432224511273,0.19996498057033885,0.22429205080501607,0.43707226247880737,-0.1298443033832816,0.14038960066800435,0.10629850164812558,-0.18013304285679063,0.1389491655611104,0.5460220182903607,0.06872271900503503,-0.20019222742498838,0.3418547890458044,-0.24263768892407067,0.35111260674885486,0.5362668246683544,0.0017739365290115325,0.09322793644186116,-0.08184362516957183,0.4620347098277357,0.4683287560022856,-0.030831093407386972,-0.28354970351352615,0.012794151933557901,-0.035906700570516085,0.22285113690099703,0.32513023860947465,0.3448406599744881,0.430598334628452,-0.24630447529561864,-0.18841929259063758,-0.13615738140770187,0.22101804301687342
Occipital_Mid_R,0.0017120635446270444,-0.1464520122380078,1.0,-0.17720608065520316,0.11774636024539374,-0.21610390080168818,0.0375382236632885,-0.22535443344886255,-0.11019231202084451,0.2559293142558471,-0.13096042756006793,0.10435452873305093,0.2153209676882625,0.16653606507007665,0.1380475479481082,0.3215037442137649,0.33310798469806735,0.10101715218804971,0.12536294471229784,0.10663833377687426,0.13329992427613233,0.2587252674418143,-0.05900388480673031,-0.0955874637407618,0.08851742134547594,0.15805745221271728,-0.050190606083328544,0.020887725542497043,0.11586359454951088,0.22110207923858946,0.022948279356591786,-0.09506645049147774,-0.07248234583512764,-0.011321953493933348,-0.05440681163597069,0.18860160763290032,0.13389023637377617,0.015205280973154342,-0.34594781115032464,-0.06445352486462623,0.05209293105422649,0.2852529236335645,-0.002844965776247936,0.11310829294365961,-0.09723483579739427,0.07384941329439093,0.03346281529406484,0.09712493280772795,0.1515953941574887,-0.024633528655997394,-0.14481974356357039,0.166052608185093,0.22938382695979834,0.2396180372798113,-0.037544269069172166,-0.04921246169660267,-0.3437652344634305,0.13986018057097177,-0.1547212128769193,0.10882052472926737,-0.19886441240742014,0.13981155966231304,-0.1029252788410389,-0.018069364958544838,0.1945685889189727,0.16445932638957034,0.11868172636146715,0.03964667711035994,-0.048996627048957776,-0.0440769294261789,0.25973751454831767,0.09228344205938936,-0.13607883527017045,0.14911333705365812,0.011621946229214664,-0.02488924036151554,0.08680351563580645,0.06086978642765329,0.27301693227837287,-0.22179621476930403
Raphe_D,0.19787725552135937,0.3122744896553546,-0.17720608065520316,1.0,0.44527294894079517,-0.2877212413744438,0.236355145486924,0.3822451619150991,0.033142186265992885,0.3283835316607771,0.2978567374954845,0.24132118991433055,0.1562220726951594,0.2575111688675304,-0.14479427789920296,0.17144514903532249,0.061531828479943304,0.23781804621025254,0.5083841207051101,0.45285926064801485,0.29616517876296355,0.03780697494331533,-0.14906947268981133,0.588954132671345,0.07244665099051668,0.13725039402260641,0.36761338591464804,0.08914843568881396,0.27857846710508616,-0.03305344306483466,0.26664954857995815,0.044326278601424116,0.12485754157307498,0.04239918982816448,0.38959427041083566,0.04620435274444061,0.30637128728865076,0.089829110866585,0.07617988676658545,0.24705290526665513,0.2547638110573083,0.22208988371964147,0.33360397099198513,-0.05520589423156142,0.3658059519991216,0.26817682226020967,0.2771574633780137,0.2256977797918311,0.23403655227226364,0.43242898969186233,0.1648890198920069,0.226591129431594,0.01882194470268107,0.34065526728032086,-0.11324160242818672,0.0032092516551223606,0.16568344074970018,0.5457274104829952,0.13915915270061074,0.3198744253472744,-0.16263586217309947,0.14996456801767688,0.05846738178940081,-0.10486743663182077,0.31012301394670333,0.16393435941117218,-0.0703763114894974,0.23521208837727065,-0.03271507100886487,-0.17661488736933004,0.004621392409729231,0.2919753880833184,0.4727630393449966,0.20439201367308096,0.1719315590379587,0.5170776281260476,0.11118537071260129,0.24413237234626015,0.08566402039106895,-0.014732732366238484
Caudate_L,0.1942920976166877,0.25388337701925606,0.11774636024539374,0.44527294894079517,1.0,-0.42870697448153805,0.023093336524315337,0.42501850091325727,-0.06806058413161382,0.36384301519681456,0.1598745321936515,0.5305165070326872,0.4775865334138475,0.40523328076294557,0.05227097709437972,0.5824308761528257,0.367751485235444,0.039214376895989035,0.6748718211390489,0.4476458622278839,0.5290841446036367,0.3728532389168325,-0.15304292600541738,0.42738744478502094,0.28773456131652314,0.38163516153967586,0.2631190782191109,0.16171266772701468,0.3567679441704442,0.04246888715771831,0.19549733571539307,-0.050602838676081646,0.009539738893349109,0.2257980552077321,0.6071354585683424,0.03262474029167534,0.420000143697847,0.22790318064620976,-0.0830919399488436,0.29465993234567334,0.1308420254714271,0.6259645127658484,0.4768982579181249,0.15781697078252013,0.37202637380935155,0.6033383466854731,0.18993096146370758,0.20329126534932557,0.5187204279385456,0.6209109157217001,0.11915734227015999,0.3723466407745725,0.07907111366397629,0.6505249062882059,-0.1811918767588695,0.1403452782464125,0.06372334345037715,0.5746629150549675,-0.14060165099390967,0.6055815589565863,-0.37910456440134516,0.5175592189555184,0.2210338190444956,-0.09137088917132524,0.5795200580472609,0.5342181952924637,0.12601722001962998,0.06155484485372453,0.09666737519687656,0.008770403172385532,0.5763345742514612,0.4084651485801476,0.42519094678623454,0.130399523393146,0.06950981683908306,0.470181723338788,0.16369410343825305,0.2733982901354057,0.5294648905584919,-0.08527409532211226
Vermis_1_2,0.0742216430050362,-0.24293797258632682,-0.21610390080168818,-0.2877212413744438,-0.42870697448153805,1.0,-0.1249687920668786,-0.004545860138657839,0.48919613900434394,-0.06405687905706503,-0.05032354799695011,-0.14313263863118114,-0.4731435693050834,0.1360730114660297,0.03084440297860246,-0.47353236324697395,-0.3941714966137828,-0.09138922681063544,-0.18046842099185229,-0.2650669681663909,-0.4599846037225645,-0.3703646018871496,0.03272483954008395,-0.034945288903097886,0.3126046470935327,-0.4722934007852392,0.169596775350736,0.36017851988173466,0.10143354809624622,0.05248438880185378,0.0288018754056534,0.6497840391455767,0.18963863782356088,-0.06951403689867106,-0.17687614989888525,0.386031338229652,-0.11169835360956448,-0.2506839540454888,0.2587793574059458,0.24814972411851965,0.11834629222353925,-0.719759293346225,-0.02747711589357311,-0.24160493298778052,-0.04855514010231064,-0.16367104907597377,-0.055065471398914226,0.15595203382557932,-0.07948594454210045,-0.19547210419124655,0.2824758707978492,-0.34212095408035703,-0.2549013293645063,-0.2549360552012369,0.20567497773055593,0.1033601698538849,0.17078024761238408,-0.3127828532726279,0.5080898724030264,-0.35861849428025905,0.9080917873364923,-0.519694684982326,-0.41355829968798097,0.16045126378402735,-0.01966963362540765,-0.37038309676254944,-0.3643782533496064,-0.1408963576858384,0.029773569269232945,0.7540103496665195,-0.3108211046883239,0.20714021066071658,0.20734802721313056,-0.31084451215475734,0.1610736375394182,-0.1467283526611899,0.4155187987131847,0.04911718676303182,-0.4910651026868696,0.6465003545348683
Cerebellum_Crus1_L,0.1231412185668341,0.013932872071258954,0.0375382236632885,0.236355145486924,0.023093336524315337,-0.1249687920668786,1.0,0.13971708549507486,0.017916919636057776,0.07117428976756292,0.16352776058083343,0.049387896320870504,0.012350979420838697,0.0859141629798131,-0.030066049706433035,0.05388105800260136,0.08065150205758664,0.10922417628916925,0.19256132912665574,0.15810262990315885,-0.08396026149260197,0.02167852917199133,-0.07930197867929652,0.21163196651532049,0.014580069820522496,-0.039997093535434444,0.07205105107532829,0.1590319213821073,0.16182486891167874,-0.035832737225449746,0.16460728800422658,-0.08844597310268151,0.0732211115565408,0.05424196593464318,0.1515352893523737,-0.04602165670886281,0.18195479432017267,0.05794840290519012,-0.05850777502656148,0.11739701876064311,0.017352869769578946,0.030862680438567307,0.08953148799043949,0.10351908549013858,0.07333237456174604,0.10965479192203227,0.039046220646266866,0.1752995632570982,-0.025985507931160903,0.22226390563011583,0.0007734428626734624,0.18366518260768688,-0.02282042140851336,0.07091436461879996,0.05384082720576072,0.0023510682600713885,-0.05662903319043116,0.19830350214871603,0.15142386577300654,0.13018041632834215,-0.08004155108414159,-0.15227652487397336,-0.029156138527972036,0.1619304782337525,0.06471326817087619,0.08421315140276604,-0.12831732832082043,-0.02616213020039921,0.05180952031005684,-0.15312131542540472,-0.10491759709336633,0.2177307746449127,0.1546342102866886,0.05663713088784694,0.18120200463147743,0.1285139685000245,-0.116549002704392,0.12388669241383302,0.02544830581638672,-0.0930575925395559
Rolandic_Oper_R,0.129285035555083,0.5333438310923835,-0.22535443344886255,0.3822451619150991,0.42501850091325727,-0.004545860138657839,0.13971708549507486,1.0,0.028155037384524937,0.45337191585276115,0.4840840237014388,0.3691736574255081,0.18296015516670133,0.37652266080252905,0.06737143012343073,0.10794804384468346,0.06813367483319033,0.28756131409945024,0.5503802966120679,0.14502033064305261,0.4403361826768879,0.09800559842304721,-0.137824407206369,0.4792129159978471,0.1678122961160936,0.25648559675622057,0.35082751893362346,0.31445650443409245,0.36669882872336856,-0.00915163077447778,0.2304795096032973,0.21265912511571036,0.2354390604146301,-0.025695212995756604,0.7601432315244815,0.037986237217053,0.3612146430737383,0.18695567119361187,0.4205402904219207,0.4825281444119673,0.14129973366252066,0.13144807456356258,0.5655691499924964,0.09835756153353543,0.480318482306274,0.5212504988586663,0.07951662508463031,0.2185039972575662,0.36014304577411205,0.534027674933433,0.4034873159790528,0.0215708241036629,0.019607607192059704,0.2885330422063509,-0.008410930140896437,0.06764679991794387,0.6162119183550658,0.30222905871117517,0.22940242717141698,0.5082706644339833,0.0642301113698665,0.2391640471201196,0.34335851178760873,0.044702701739393017,0.3436696918384827,0.14710824184709714,0.13771653558194896,0.4035780697929724,0.1002215046529225,0.1380782690891443,0.1275101795382244,0.31974394061283323,0.5918630430528707,0.19414687501784553,0.3053325258323842,0.5405713210597547,0.14163898207915887,0.23759958213346682,0.01894114578726345,0.4056286742156539
Cuneus_L,0.08993543565258373,-0.2820253242906656,-0.11019231202084451,0.033142186265992885,-0.06806058413161382,0.48919613900434394,0.017916919636057776,0.028155037384524937,1.0,0.011448563810338102,-0.06327393559425248,0.22982300708775483,-0.046153633563371044,0.23580273871257443,-0.053710183794247864,-0.11444158534819941,-0.15986918335653147,-0.18520193797176024,0.0646951705618666,0.0799654319873092,-0.17817386937407245,-0.033181830819292074,0.12339410176054694,0.18108944519166345,0.45254711374892254,-0.21426729789718263,0.2953453061591305,0.3975259922163486,0.17359569018713392,0.17805478606986563,0.30915714318307724,0.2962662088577279,-0.1323628857563334,0.18101951521551515,-0.15671667702281775,0.3438034451677641,0.10604391970773111,-0.20177844432664693,0.2477650665109426,0.3199784242603851,0.22796656881041885,-0.29168484121374816,0.04516953711455073,-0.3060429013490896,-0.0466184365788463,-0.031032101191953217,0.318754892109468,0.30762086790097626,0.06490237778962005,0.06520221434583763,0.10051502229227556,-0.029986968339971876,-0.16517014348358872,0.12678562290414735,0.303792809829249,0.12406625160461246,-0.09361687428480439,0.05487448810820582,0.35950697320221375,-0.04200163294273954,0.5286654156418978,-0.16097182077461047,-0.2279090827224688,-0.08866940080681933,0.219256303418509,-0.1018311662886353,-0.479999902824731,-0.13957186175894631,0.18275635834994303,0.49823932966649626,-0.005352661227508561,0.3621264780451481,0.2331581969879165,-0.14213828915438317,0.05233433192210423,0.03201784754062074,0.41281629740476977,0.20036647958223097,-0.21870879760242018,0.18526498647497522
Frontal_Inf_Oper_L,0.1563162365232571,0.3362491207304103,0.2559293142558471,0.3283835316607771,0.36384301519681456,-0.06405687905706503,0.07117428976756292,0.45337191585276115,0.011448563810338102,1.0,0.1014659424134817,0.2792535386072788,0.4129770651869262,0.6866276711672128,0.12738246984410773,0.36198602645099326,0.17945762544194552,0.5022063221705313,0.700329275410925,0.25673195350081895,0.6097305124204008,0.4742111285994355,-0.1415030458718876,0.3333253028008691,0.35041821345114993,0.4709342297847486,0.3089962547575153,0.29715286769782007,0.47601906343820877,0.5125467309499505,0.3379244911828263,0.2757080854658983,0.14005373627825804,0.20681362245026644,0.39621764659571074,0.5456727832223163,0.4233924872121101,0.0270288339175729,0.003854029974884359,0.5669193761338632,0.20188345305493,0.30996376146440835,0.4735286692263693,0.14425746976964635,0.32684000419644804,0.3542262576356776,0.3172734159184255,0.30694324027029074,0.5051923581611198,0.32525210945292315,0.32205028411083253,0.13528742189378193,0.2039592266336877,0.6438048614792667,-0.09600060889505838,-0.12118847721957697,-0.028216001821904802,0.45535211064597086,0.07803659556960084,0.5409616698778883,0.09391756229105551,0.2911493601134406,0.016696340710652468,-0.032731661198531735,0.6819795563119375,0.2440872413559569,0.019017964198625982,0.5491200762563623,0.07290301229724755,0.1161794358411249,0.2440080807610338,0.4809289283686154,0.42038508694426674,0.532332509306592,0.39768185962685265,0.5593666882188588,0.5035204046848695,0.14348399903041964,0.197991448035203,0.13737017738874727
