,Fusiform_L,Cingulate_Mid_L,Vermis_1_2,Temporal_Inf_R,Thal_AV_L,Thal_MDl_L,Precentral_L,Cerebellum_7b_L,Frontal_Med_Orb_R,Olfactory_R,Cerebellum_3_R,Thal_MGN_R,ACC_sup_R,Rectus_R,Vermis_10,Red_N_R,OFCmed_L,Occipital_Inf_L,Thal_MDm_L,Vermis_4_5,Cerebellum_4_5_R,Frontal_Inf_Orb_2_R,Lingual_L,Rolandic_Oper_L,Cuneus_R,Vermis_6,ACC_sub_R,Amygdala_R,SupraMarginal_L,Angular_R,OFClat_R,Heschl_R,Temporal_Sup_R,SN_pc_L,Cerebellum_9_R,Occipital_Mid_L,Cerebellum_6_R,Temporal_Mid_L,Frontal_Mid_2_L,Temporal_Inf_L,OFCpost_L,Thal_VL_L,Thal_MDl_R,Postcentral_R,Thal_VPL_R,Cerebellum_3_L,Supp_Motor_Area_L,Parietal_Sup_L,Putamen_R,Temporal_Mid_R,ACC_pre_L,Fusiform_R,Cingulate_Mid_R,Rectus_L,Thal_AV_R,Pallidum_R,Thal_PuI_R,Temporal_Pole_Sup_L,Thal_PuA_R,N_Acc_L,Postcentral_L,Thal_MGN_L,Angular_L,Thal_MDm_R,Parietal_Inf_L,OFCant_L,Cingulate_Post_R,Cerebellum_Crus2_L,Precentral_R,N_Acc_R,Thal_IL_L,Heschl_L,Thal_PuM_L,SN_pr_R,Frontal_Inf_Tri_R,VTA_R,Frontal_Sup_Medial_R,ACC_sub_L,Cerebellum_10_L,Thal_LGN_R,Cerebellum_6_L,Temporal_Sup_L,Temporal_Pole_Sup_R,Red_N_L,Thal_PuI_L,Thal_LGN_L,Parietal_Sup_R,Occipital_Inf_R,Hippocampus_L,Supp_Motor_Area_R,Rolandic_Oper_R,Cerebellum_Crus1_L,Calcarine_R,Vermis_3,Frontal_Inf_Oper_L,Temporal_Pole_Mid_R,Vermis_9,OFCant_R,Vermis_8,Thal_PuL_L,Parietal_Inf_R,Cerebellum_10_R,SN_pc_R,Insula_R,Thal_VL_R,Occipital_Sup_R,LC_L,Pallidum_L,Olfactory_L,Thal_PuA_L,Cingulate_Post_L,Thal_VA_L,Paracentral_Lobule_R,Frontal_Sup_Medial_L,Thal_PuL_R,Temporal_Pole_Mid_L,Caudate_R,Calcarine_L,Insula_L,Frontal_Inf_Tri_L,SN_pr_L,Cerebellum_8_L,Thal_VA_R,Occipital_Sup_L,Frontal_Med_Orb_L,Thal_IL_R,Cuneus_L,Occipital_Mid_R,Precuneus_R,Cerebellum_7b_R,Thal_LP_L,Thal_LP_R,Raphe_D,Paracentral_Lobule_L,OFCpost_R
Temporal_Sup_R,-0.17592704673168746,0.19507807826608148,0.17078024761238408,0.7225548530394649,0.00837782995723962,-0.10206885544063653,0.46105186460171665,-0.12281329785554886,-0.34290805149297193,-0.2613740532313346,-0.3367071193062878,-0.16848971815674235,0.1640599159646143,-0.3411225831020278,-0.1063171297903063,0.21126616356229427,0.22466365809818772,-0.05282518964478117,-0.128875914544314,0.28870060965828975,0.0024338073312514434,0.05219384131860075,0.2828183358938415,-0.012845354436314753,0.05584628928445602,-0.006507179423296428,-0.15610124325142186,0.2490693881021181,0.08791702704647629,0.21608097099631515,0.35290494276646306,-0.14755783503297099,1.0,0.01419288594655783,-0.2567638777648045,0.19914764519941086,0.730928121988736,0.035383028063045774,-0.1513792505080291,-0.4088816717743455,-0.24150055624562086,0.14047738328748313,0.1821013394479249,-0.23904400177577922,0.3617361624050259,0.1504112805051539,0.24575516485791324,-0.047243016641228625,0.08435324489375799,0.7943528352760977,-0.02081616150736855,0.5371811988432665,0.20241140691818663,-0.17172599341667252,0.21738656443201726,-0.014786740746750748,-0.00016445965559500444,-0.32773534028925166,0.4050205828956252,-0.1724772008681993,0.15017135688541167,-0.21723521630939777,0.33753698240433005,0.4594779121590092,0.04039115474508965,-0.23398447303464584,0.1928305339545647,0.11457396265615569,-0.014830904659184603,-0.23440697496243723,0.10865376205496152,0.19043862908668313,0.04434290916098384,0.20879258594608793,0.3098499872881827,0.41069611898723835,-0.04311939881889836,0.03731445028289504,-0.3133307718841113,0.1558859001007547,0.05920663584011322,-0.24343969601130513,0.5407722520397886,0.19723049724498723,0.029098176637551706,0.09566825384715681,0.006652697018997985,-0.33082025048851577,0.06430263167272847,0.08287596527470768,0.6162119183550658,-0.05662903319043116,0.380837370963169,0.12955706042301365,-0.028216001821904802,0.19701921404800102,0.39806465345904873,-0.34503062843732585,0.08051939760100993,0.1408105113870002,-0.25194491356991416,-0.1797343300434272,0.07963514160560177,0.48583821842475,0.3837459093812582,0.007486972299368133,0.3614827901765685,-0.07135537884808135,-0.37960260896354925,0.04954311724124119,0.13598926030552638,0.10845794771915673,0.09519638445813135,0.16965400043532097,0.1906842045043755,0.023434474685258007,0.030382891406527415,0.15463773361619892,-0.1382024313432718,0.13215486752920086,0.027965949985737593,-0.451412898689159,0.17662944117484589,0.2198499003163954,-0.06303870751833339,0.5460220182903607,-0.09361687428480439,-0.3437652344634305,0.01858518897266182,0.4070843502552452,0.08580305047948006,0.3098843136643335,0.16568344074970018,-0.06742823872629962,-0.07148898795076732
SN_pc_L,0.41152444195786636,0.36891141581003006,-0.07948594454210045,-0.20581222644796973,0.0997044356891996,0.5398561300450387,0.06055015420412368,0.10065012708336095,0.1724661873635797,0.3580650406677857,0.39718080049065546,0.17561399768415395,0.47509154153509936,0.3433337466334808,0.30822107976431096,0.37892897011882465,0.144551437866821,-0.08344998284731237,0.4565461518058806,0.19629860168929253,0.18927621615601264,0.4949004606157378,0.23968811889690594,0.5493041546365597,-0.18923049633336714,0.012056594883770467,0.2887513899897281,0.4408324288327948,0.05015047138224224,-0.13428616287078832,0.10707354138787578,0.4476762307406454,0.01419288594655783,1.0,0.23365705843984433,-0.181518214221176,-0.1497303908699214,0.32531176173120974,0.6020741166887486,0.3563840116158344,0.29899490612508206,0.3553709565686219,0.17026528998094595,0.23731812274304093,0.38363312986152537,0.11542278252694846,0.49217550400543714,-0.05203150517753088,0.5927117114019158,-0.17573241893756908,0.3313403127492838,0.3293825109276756,0.31702423069150387,0.17544366248649515,0.0471757213040496,0.4950150945696542,0.48202475153159974,0.3841808296511245,0.025988988378837414,0.5409555572738071,0.09627233659369473,0.25484109035666797,-0.09379411527917451,0.3125384034963434,-0.015232756172746874,0.4628637332415644,0.5511585621834177,0.15763140086992142,0.43528696861701355,0.5386207864503952,0.4610885537582102,0.49000719497022427,0.4187194532290425,-0.12243249991961096,0.44956572906030134,0.31097360732234297,0.4290316965496577,0.36510402060303354,0.17077081732669638,0.239113170739651,0.0015761909353390062,0.43085676545317086,0.036701782421726524,0.5357976197917796,0.3537594780585681,0.3152170264939426,0.03112949752628522,0.16689481358698013,0.5669950119561824,0.42402208380179873,0.36014304577411205,-0.025985507931160903,-0.11720264455049834,-0.02648444740281785,0.5051923581611198,0.02480407897501326,0.04985890967297396,0.4520595363874435,-0.14393507961618004,0.15921756988219912,0.06423710780785392,0.3715509200667977,0.2738123150378713,0.34624236283362153,0.2752323632742638,-0.1497407525213199,0.04068055511291818,0.5469016938175416,0.43892944925246763,0.2713398301117126,0.4497878050604404,0.2691867681432314,0.35760205964294145,0.43978660192248376,0.07669915196905955,0.0852019553073804,0.4721769442567528,-0.008908530802116014,0.6453328312460599,0.37150907074008604,0.607026746535726,0.30634089042911344,0.23727379521553205,0.06544802111415417,0.14701450038152492,0.19996498057033885,0.06490237778962005,0.1515953941574887,0.19965345090389705,-0.018350519758251558,0.10663905720342344,0.22406588650711137,0.23403655227226364,0.18127217471538423,0.23110562276340413
Cerebellum_9_R,-0.00902241661721674,0.16275794074979705,-0.5610199215298415,-0.27315494321422595,-0.3443904792425815,0.5031280922543624,0.13078036555439798,0.01451884918164821,0.32415632364794755,0.37027130861932733,0.18437340114167894,0.5269939479912538,0.07546046586361703,0.43355198737374945,0.17637013168143462,0.49553378705982637,0.15622969033257408,-0.131544517847428,0.3224376708877181,-0.20015041206111991,0.0356140600124168,0.5689867130035229,-0.34883156272426596,0.5598990793570027,-0.007668014589515973,-0.051544430707309935,0.19368367288510885,0.3538198630731296,-0.1576023786078843,-0.18300913445203948,0.07067967934932941,0.6066701724644953,-0.2567638777648045,0.23365705843984433,1.0,-0.21204172174341532,-0.49402271889153765,0.16767125350720322,0.48731214011485297,-0.057917560448040424,0.1808064863732849,0.3585655062991008,0.12840705727059307,0.2448608153619268,0.3074175820520302,-0.4068000755807298,0.28303736771342536,-0.07710301333108598,0.4965538030513525,-0.3321215090959547,0.2984092338615427,0.0664024353094898,0.2721481906106751,0.14311346484401596,-0.4026896040189834,0.4775160858932248,0.3229282976616918,-0.007267374513083979,0.2923722042488916,0.20785959687182878,0.15942563804197812,0.5057806149952061,-0.07663683347253573,0.13183466977756642,0.0032879938422212484,0.33251807787383636,0.4255733918902053,0.0396107891609199,0.2798532935690376,0.43436244644417954,0.17986113369943835,0.21835664785964864,0.5759628375090516,0.036286962145382455,0.1846363595189695,-0.07583233295837133,0.17497559209865907,0.10246399356588262,0.5179640653203063,0.48742136796960084,-0.1500207735991491,-0.0731117612128181,-0.24070607526671495,0.33957067304277583,0.3419890053813717,0.26769773852291096,0.18535698782542148,0.2196739995152602,0.1546753938722544,0.2518442588073957,0.15876925888883095,0.2215479734576483,-0.3242861459952814,-0.4671816059564018,0.32345454393438383,0.0538558044044248,-0.014839016037808047,0.31676034554616034,-0.2844099985539378,0.19553654274931218,0.13923120030639513,0.20927125751536518,0.18741700340182108,0.32361014353796974,0.23230686398914904,-0.07742554137862354,-0.052724391856590454,0.4852390645276739,0.4827249951210498,0.10423403001832193,0.46780582365104967,0.3210400977137738,0.21756778030460558,0.1976528979366864,0.17706510506083323,0.24890459043577934,0.5435018813590031,-0.3331677577916294,0.32751794301942433,0.3353169214291561,0.41954834317280676,0.020712743038540666,0.26370238961681475,-0.040973711556217075,0.15733631012078284,0.1778216040123195,-0.1472513782581302,0.18329125350665856,0.12768286679152174,0.06564346212001522,0.27190379541886783,0.06608774852921698,0.5180348207778928,0.2524236016447802,0.07272720362686544
Occipital_Mid_L,-0.19018074648227906,-0.06399014387731553,0.1702665248437395,0.2152717974253152,0.1131867988043798,-0.19087951370672065,-0.1488365335021914,0.030600665785118896,-0.21248489720080904,-0.30755981331453797,-0.28796001443736463,-0.17032800385352861,-0.2355953495162849,-0.31686240714683955,-0.07185046496484761,-0.144894201653139,-0.08243185479605371,0.08223142115005296,-0.1631813912064334,-0.100181625332567,0.03327068117497786,-0.354357204976928,0.07413148096086349,-0.22260629969884432,0.0012780458787707508,0.11667172383750149,-0.18714575594733715,-0.20772129393948868,-0.06570880689416707,0.06074934406170296,-0.09966143099099864,-0.19167397860872942,0.19914764519941086,-0.181518214221176,-0.21204172174341532,1.0,0.37765200409283833,-0.09032935354208867,-0.39209740744872584,-0.24621994684558998,-0.2317541716587224,0.05874227434336207,0.06432746479876651,-0.36278466881756266,0.056347169037406095,0.12879857586708424,-0.19994365191957114,0.2931722885530456,-0.2148712478978724,0.27613391902627926,-0.15246157352688713,-0.0805032522584656,-0.04269070138741544,-0.3026724287741278,0.19972998172504083,-0.19433489663500417,-0.14596775787952485,-0.15738066018367242,0.1631736500873875,-0.17525862886101506,-0.24559400345265747,-0.18811233519074394,0.18760181356944514,-0.003483221201311294,-0.11938555003699004,-0.32787522536606056,-0.12882243610228947,-0.09860712015271735,-0.30077930061192326,-0.2093905257774947,-0.10728697733014307,-0.10237070124473834,-0.17537341029676037,0.1934401074652492,-0.2066880134062573,0.17717143278566988,-0.39349622429283504,-0.17445935388696276,-0.22404098606642187,-0.1481979646393907,0.032604664327129405,-0.15052339262008121,0.06722068878892386,-0.16008548752545543,-0.10166049136220358,-0.19778400967919907,-0.14683826829125698,0.0589971932612533,-0.21491932326166682,-0.2693304920351927,-0.12188474281427988,-0.1920586805976744,0.1144916519742715,0.11888438479873059,-0.23328154397805642,0.14843815517365444,0.17481929300618468,-0.35308812646958115,0.20468476326049737,0.04379273763291164,-0.2584544792182619,-0.22715958040314205,0.05190203772907993,-0.13665646317451632,-0.015424349201715419,-0.012603419811894067,0.16173697999652567,-0.22430281964386264,-0.4352367571299896,-0.00022663669063499676,-0.1427910762535948,-0.05773012036475787,-0.27135853489009787,-0.1687934506497661,-0.004172183725925871,-0.12620833544065746,-0.24385019303166697,0.1447565220827752,-0.21926835671147749,-0.08529877131227653,-0.1441497366787216,-0.12952180618328046,-0.1511781833288474,0.04899873272265039,-0.1451001394525682,0.13509720369740136,0.01082886701476265,-0.16500804641468425,-0.1482804687288672,0.15241079155899645,-0.1354488463606004,-0.040433962043817294,-0.16469929225736069,-0.2906640625640138,-0.17414929886652228
Cerebellum_6_R,-0.19777815441687246,-0.15776078788542422,0.5385937380651686,0.7332018630122823,0.3125672786627048,-0.37078398608472174,0.0455691837191181,-0.006342059581001761,-0.5692436667431023,-0.5062942540914442,-0.3097814096855341,-0.39757287017281373,-9.617769291453491e-05,-0.652615575629257,-0.3368949228978556,-0.16047069429807148,0.06263918166450208,0.0870314593074963,-0.1744344834762884,0.22485061557492864,0.22101215529689733,-0.29010178513833995,0.3794909165332164,-0.2575373460079999,-0.0918381796841225,-0.0019164903112367333,-0.36831362546307994,-0.10847529620258217,0.1839621631259988,0.38931094999541216,0.16956960844620655,-0.46566527880783937,0.730928121988736,-0.1497303908699214,-0.49402271889153765,0.37765200409283833,1.0,-0.09598660650785491,-0.42715901453997884,-0.26553656060213787,-0.15466242515778156,-0.07199882448237255,0.14960808306032908,-0.45788845499727204,0.11626880271885871,0.35900287783782037,-0.17195280633775883,0.06012167609647433,-0.2835533851926004,0.7479360671604175,-0.19841999897431042,0.3236042670841709,-0.1257285434505334,-0.23593400716847607,0.42655048261100237,-0.36921443085913436,-0.3111741642874832,-0.1391059465047515,0.13330045211317834,-0.2847724861979943,-0.031686397466499226,-0.5117271994759737,0.3707514211816048,0.40460282262897224,0.05362062506785674,-0.4026426305643201,-0.14899233248562227,-0.031216563407622105,-0.4366137450415061,-0.3650608670109279,0.036822424270043855,-0.06032792701793492,-0.2872713340301693,0.29469776640820705,-0.10121159858809353,0.4699013948388469,-0.2657352710803525,-0.14339542699300464,-0.6508017951475803,-0.12152823862525856,0.1102705451049316,-0.07570779087672087,0.6343504653538414,0.003552219031005715,-0.10276306278520826,-0.22668724815957064,-0.019504917275805993,-0.27392626721851854,-0.09074108757538951,-0.353741562900696,0.26936639322037603,-0.1273209307938295,0.5805963337612207,0.436310430779458,-0.17581605352501573,0.3460957945572656,0.46689421326358455,-0.4718529926559904,0.3195047362149761,0.06472520972724839,-0.2477960091224532,-0.2725796370208525,0.08605203575639246,0.18065578497891033,0.13963803952374773,0.10726584288534938,0.2750630484640142,-0.30840358230042597,-0.7563137198243384,0.018320787398587644,-0.21864825519398956,-0.06313287226513119,-0.2981680514753642,-0.013232302807445515,0.08881350964935025,-0.17275986173104269,-0.384588364798813,0.47438751922153444,-0.20738021413344995,-0.1709080885791853,-0.013565284183378629,-0.26644358501927934,-0.09441882598043565,0.09176729737679082,-0.21611962857031936,0.3403542777459226,0.07538420872163924,-0.3738670507438887,-0.026087827404509583,0.40822683029787177,-0.0538667819793959,0.08730717649168354,-0.10329195970454845,-0.405037382601273,0.007678575015054266
Temporal_Mid_L,0.3955935589602844,0.33831166652514183,0.0742216430050362,-0.004794518075837385,0.16931764110982,0.26532673653675626,0.22466532520076066,0.33277686553489844,-0.045391534834175164,0.32011521622007716,0.2764570991661738,0.23767738594619167,0.23450883380445248,0.3025442858391392,0.14416266237095,0.16963827306072865,-0.22775384537466956,-0.04410631731478434,0.2861794961394499,0.23241311897380804,0.19343887035974822,0.09621861442787999,0.4328538698679387,0.35490094943378764,-0.10672323316581475,0.048373158909775046,0.10304063361555495,0.11899335844934585,0.29317429043927984,0.20678878719691626,-0.2569056958071473,0.3133436068384785,0.035383028063045774,0.32531176173120974,0.16767125350720322,-0.09032935354208867,-0.09598660650785491,1.0,0.3318658938050193,0.38035378813266857,0.13370325499443725,0.00995354864848557,-0.05096233629552866,0.33749553501523727,0.2948049901063328,0.10551349393373208,0.5163335842734521,0.12966816082811725,0.13545939400320664,0.035070094354922136,-0.11002821010400984,0.15672830563761864,0.24790269345409796,0.13574380951401807,-0.13837617114609754,0.30522363943746084,0.1410886641130009,0.15847096751103332,-0.0018699036810588853,0.1429418890806488,0.29799534611861084,0.1422755175826009,-0.06500415230580492,0.12286556544699204,0.17475847672068506,0.03134334843495339,0.24623957522803686,0.14646938366012754,0.4699689520245268,0.28258700184345675,0.21537348744656054,0.3694934434364657,0.1491359251490387,0.12279321985403353,0.011109563366622643,0.11161640832899447,0.1346371240379655,-0.07524398317461138,0.09363454876027694,0.3141581866405844,0.27270006188337026,0.4232918977455193,-0.13781582700241538,0.22366055221181003,0.058669278497957576,0.3835102501822992,0.15772381328692917,-0.028469583464443497,0.45978207740272625,0.43224693532053254,0.129285035555083,0.1231412185668341,0.12255473372349933,0.13053882617120402,0.1563162365232571,0.23540594633384135,0.03805260618830385,0.1403719449115717,-0.006871345936809635,-0.03877547708847176,0.24742546713010896,0.3428901771577006,0.21367760938230643,0.1441827023332088,0.27360481380553586,0.10483894733582963,-0.10822581414504473,0.3937146156083999,0.29624495680939683,0.0176744458863719,0.3684218062607406,0.0673832316601421,0.2808505784993673,0.033992500232502366,-0.11707700588771125,-0.007733512862686945,0.235348505630788,0.2627436091600257,0.36012817749856774,-0.10032806700320304,0.28613673288802915,0.18364211547055415,-0.19136724799659385,-0.06826693410581741,-0.31849785445665385,-0.10053445421374221,0.08993543565258373,0.0017120635446270444,0.2874432795644736,-0.11828119027173321,0.03986812053156205,0.1773482618486736,0.19787725552135937,0.2807070541678519,0.2518386731359127
Frontal_Mid_2_L,0.39463807728158773,0.34791638982652046,-0.33625362947930776,-0.31819486551774645,-0.17325762942219283,0.6428045272464147,0.17999163901588955,0.1179781592117244,0.23614773347075604,0.6198376271383806,0.5218967460170837,0.41113754926159357,0.6097510219369451,0.6063845650434707,0.3038583017700521,0.47222084105784695,0.2854990353375481,-0.07461630578551048,0.4723297948633421,0.04500853879967301,0.1014653853497125,0.7186647774942673,0.026095706305514846,0.7091281693941694,0.015057314581792726,0.10929885096663657,0.3950416334963205,0.6233514205176962,-0.14450716678272693,-0.23875598644123838,0.25131918291698974,0.6040867309838298,-0.1513792505080291,0.6020741166887486,0.48731214011485297,-0.39209740744872584,-0.42715901453997884,0.3318658938050193,1.0,0.38474522316468984,0.4504527933108877,0.3359330655561432,0.21341223168010015,0.39695556002615295,0.36474540431766733,-0.03582858711471172,0.6329167565215498,-0.13867688912485884,0.6890174139828241,-0.34027064664417705,0.5722833192660778,0.2713707022262784,0.3675427647067556,0.49385811517363576,-0.22685408079391856,0.5902109545646462,0.5034055269693491,0.4921107208814025,0.007115767234276755,0.5004849585966646,0.09517584907653168,0.3235789014219487,-0.09758646095674436,0.30694539954325933,-0.12325670462345278,0.7105611134966469,0.6591542250144478,0.2614480158305193,0.6159105583912963,0.7465046386031761,0.4150552189765776,0.4723328520504825,0.6547583938932237,-0.31166631194683025,0.6479782604398442,0.059132074630761214,0.7535347733275551,0.4303730489793029,0.3054524014936116,0.35953975591101167,-0.030215901612678675,0.4099424966254812,-0.09291087913887153,0.6072326004617464,0.31834380735458384,0.5011843580929403,0.13402008951358385,0.2586587385111342,0.598417395998808,0.5195394608032599,0.4192815366736147,0.13831834926444986,-0.3676459883080998,-0.2015570299907113,0.67269971260108,0.018796838136479418,-0.15428334990249182,0.6947922413714762,-0.24747726114038318,0.20209237566259206,0.10025643027103512,0.3394748777639637,0.032554518649277844,0.43971008813819096,0.2894290802656334,-0.04444333201645146,-0.005032228413816683,0.5314417741942493,0.6709196785778216,0.15071310654222134,0.6161776841429113,0.28198009377671135,0.423940253952767,0.6602071052522739,0.31376497650389473,0.28126562484199186,0.6290593661194633,-0.26051261993124875,0.7358050317887714,0.48577893960333,0.574075928166744,0.2420105537114498,0.3995472214311492,0.17775657703151887,0.35723328361843587,0.2353230372471585,-0.0268630123585794,0.2130960288413722,0.11185039980563835,0.007740173976481351,0.1208900560336339,0.354516034394163,0.37880957321920755,0.26002310280473806,0.3044812273377004
Temporal_Inf_L,0.756281565560276,0.1923247271191786,0.347016331367173,-0.4503245167727748,0.3556495760544919,0.28977167602639,-0.1798711860848374,0.18882553449221748,0.1470200101038678,0.23568574553453558,0.578879190648148,0.08217227049070723,0.3596220450015476,0.19093162094571184,0.08426869884940574,-0.01461398458865131,-0.08872175617726026,-0.023578271244972023,0.4834882730145389,0.3526831308425859,0.39604403290411083,0.1021293410635127,0.5365316514478834,0.31228550290454016,-0.1988630071940958,0.08508049920140241,0.019583347163968583,-0.04972737373687794,0.38412209101586275,0.07513817970665826,-0.39326650807831653,0.249828850965572,-0.4088816717743455,0.3563840116158344,-0.057917560448040424,-0.24621994684558998,-0.26553656060213787,0.38035378813266857,0.38474522316468984,1.0,0.4498608705066589,0.08605271488887073,0.08435345095201703,0.43246255576082776,0.08362815948051172,0.35277668069451573,0.22971230222958836,0.006815506532890791,0.14508366751848803,-0.3758899625447314,-0.013931459652350668,-0.05122933812562055,0.14070114428413757,0.3191818101777994,0.09354421139042328,0.14074034866350746,0.1495611450472355,0.6232411040312225,-0.5188795560601381,0.24322781356208653,0.18199947723275392,0.1691286608633138,-0.27054611470628925,0.015198061967561197,0.20600329687777608,0.2408221297216799,0.13995085608236704,-0.03826620903219883,0.3652595986793788,0.42578648077217957,0.43782199439953884,0.28638894726302794,0.138789075685631,-0.15616662925595926,0.01878349242927002,0.04645229837131607,0.3025095084048787,-0.0153042126501521,-0.02731871906620072,0.032529280892339474,0.17157695156079358,0.8182135836964827,-0.08934653571405123,0.18856537619304015,0.13961227691793246,0.36433618840073534,0.16250765279876656,0.3231789635283634,0.6899920665467153,0.3048994740787865,-0.058937539078485375,0.030394882884463997,0.1053101483397857,0.3820040936133719,0.39302175908201614,-0.012189294099945637,-0.12297969052211946,0.3239744090458992,-0.004841349831968737,0.1161940811042225,0.3695062573979873,0.46351773894968346,0.1277927435117047,-0.04158909650738171,0.14800951898105885,0.16607062227646294,-0.3215144518671336,0.2939877118679395,0.27704933243274454,0.18153005619604168,0.09366733743121067,0.1789295202827045,0.3358751405883309,0.11607170329083612,-0.039726215875226956,0.11830827753046476,0.08152291930093114,0.34960827595219374,0.5960110890063987,0.0033979382032931385,0.3180546362816646,0.6196327743666203,-0.11241058988786823,-0.11811934617627191,0.02579269094702631,-0.3543800836540357,0.37461514811793967,0.15378323699391322,0.31456614447928327,-0.31312347832371135,0.09787281067227889,0.10145157587711987,-0.018677005053657717,0.176745039342603,0.2763209805553213
OFCpost_L,0.36006198135244655,-0.26386864101424684,-0.055065471398914226,-0.3070239644695765,0.2002150950330012,0.1905840015111607,-0.4069953390490281,0.333407574981314,0.11808785707348533,0.12247936088246283,0.3282115556363275,0.13869571610011064,0.5403358149956564,0.057171198165963666,-0.026754264147761032,0.12769170448565714,0.16031374243890392,0.18031896050888094,0.21625798456572443,0.22984059579982866,0.24380082016754742,0.4423571076308903,0.06959069298327165,0.31498287957087634,-0.10696029933970927,-0.011881951718847253,0.06594787695174419,0.4161868779688198,-0.06970530053272489,-0.0700535707064579,0.2796890206928826,0.2525363393639481,-0.24150055624562086,0.29899490612508206,0.1808064863732849,-0.2317541716587224,-0.15466242515778156,0.13370325499443725,0.4504527933108877,0.4498608705066589,1.0,0.014106487128057949,-0.054433417082741554,0.05345355721019588,-0.0074764271574572945,-0.023636551399677286,-0.0007886110813364613,-0.057932021088635106,0.3913641236488203,-0.2547092142676595,0.52542422078362,0.06499303997100113,-0.21377949701005153,0.08618347569698015,0.10398883261443641,0.24575081450700362,0.07920882579747908,0.7388251487422886,-0.2589484608401748,0.42981350603488755,-0.17192696166247665,0.09840388317183528,-0.10315034393810606,0.37502034044920135,-0.14709156641856225,0.6634010062937431,0.13611650059893557,-0.045201825119774976,0.005697117190487966,0.3013368444089994,0.31322446505544443,-0.003586404387186905,0.1801476565750728,-0.2552588134393419,0.22617446145506218,0.1427452984775456,0.47991056288741496,0.3612307679818811,-0.19117609778162387,0.06587624325539425,-0.15956826694489398,0.5296418866904756,0.41414163536894516,0.24695381491406362,0.3146306423030361,0.2777543507468718,0.23198978735022605,0.31049316244994885,0.39391453479834365,-0.08172033624132792,0.07951662508463031,0.039046220646266866,-0.02392428876047653,0.015464182679088972,0.3172734159184255,0.3145177300598951,-0.17820390146999826,0.5579717700429621,-0.27972627227082564,-0.06340129823157828,0.0954862711084841,0.4100743815535505,0.03313740539057175,0.3417947790525311,0.007493697319191766,0.014265750618764127,-0.18476930348660006,0.21440255963984606,0.16582452184535004,-0.11923641194432084,0.14411501233463989,0.04492409418747593,-0.017684067634759215,0.3359682700215078,0.007362471718078501,0.058812163228741006,0.14166417713344218,0.10852634962233716,0.6131081698914962,0.18474197044972218,0.4226585783137081,0.1224602794870167,0.22437936730959482,0.10457681471337456,0.18086385959571405,-0.0344078992613729,0.318754892109468,0.03346281529406484,0.10836768872163528,-0.15278877834218574,0.0286552940130952,-0.13134411887967345,0.2771574633780137,-0.10437468135616776,0.5828442389704779
Thal_VL_L,0.29162010294385166,0.5014267818431162,-0.056755363404343444,-0.1852385301953056,-0.02879850582032039,0.5976360777794676,0.21337805732598394,-0.08694703809336692,0.40089469308950515,0.01159136763660463,0.24452638296077306,0.3758803679548264,0.2277829782079141,0.04152952242663287,0.11907663154380815,0.4311567369626286,0.4746702168914302,-0.2645965811063973,0.5636700792384272,0.2623708145602306,0.22627487149802034,0.36810494986454745,0.19997370914267237,0.6009491605051133,-0.015960889211028638,0.052075759545969505,-0.13472238159184913,0.20731096291570794,0.1885703756055985,-0.01749082239000016,-0.12764339060597343,0.5280580542064893,0.14047738328748313,0.3553709565686219,0.3585655062991008,0.05874227434336207,-0.07199882448237255,0.00995354864848557,0.3359330655561432,0.08605271488887073,0.014106487128057949,1.0,0.43674989358432875,0.2886776552905524,0.6764107324267776,0.1007358966752703,0.2896170446321091,0.08754009327564347,0.4580637823552906,0.0033516439430573905,0.08223648980419919,0.17805610759867319,0.5399913840070795,0.08736796578371393,0.09914459977926147,0.25301470097578205,0.4564543031658937,0.04485185603587311,0.2933216451929075,0.11740374712264953,0.26989706436982464,0.5153111890603316,-0.057218114878356985,0.22987722967742563,0.1642499522664595,0.07353640802201113,0.6564567103906357,-0.15606895930465603,0.3453505146708014,0.4274048606564672,0.5406589713474717,0.5078550483391743,0.6234467283164817,0.04315060833418995,0.3952299330275157,0.27740112767403,0.057520929021409525,-0.022862477476116028,0.2445734486744308,0.4470334535789611,-0.19875060037348058,0.20248967529392012,-0.035504941058792955,0.44649357196891504,0.43335848229798984,0.38330819442904085,0.14904579119086891,0.15159467694995493,0.4805742952275599,0.38073885442677924,0.4605873102940327,0.07279557763079157,0.08027004202606795,0.10181024107359754,0.5898387267603064,-0.1473839660775156,0.23420803840184407,0.04732469690556079,-0.008679014525165571,0.5981944580948788,0.15605600087565719,0.21842378984115407,0.3074104923207725,0.3545485221777084,0.688575316617039,-0.06932178523358141,-0.04112762381166892,0.4229908173021001,0.17686102512127724,0.5071960510962539,0.4269358339931474,0.735941528140863,0.508334370212553,0.19166844106257747,0.3555569505265241,0.2957560379226007,0.48179194309069606,0.06382026015877898,0.42996703965323707,0.5996408476526435,0.39375103287098756,0.16241279155114635,0.44944470759210237,0.09107616095994213,0.40016074115870454,0.2734132743236096,0.10552200262930159,0.09335507275990737,0.3273026374581504,0.07730774146021338,0.5230234299073457,0.45442441851343923,0.38829333746842737,0.2812765235500436,-0.23437104935548944
