,Fusiform_L,Cingulate_Mid_L,Vermis_1_2,Temporal_Inf_R,Thal_AV_L,Thal_MDl_L,Precentral_L,Cerebellum_7b_L,Frontal_Med_Orb_R,Olfactory_R,Cerebellum_3_R,Thal_MGN_R,ACC_sup_R,Rectus_R,Vermis_10,Red_N_R,OFCmed_L,Occipital_Inf_L,Thal_MDm_L,Vermis_4_5,Cerebellum_4_5_R,Frontal_Inf_Orb_2_R,Lingual_L,Rolandic_Oper_L,Cuneus_R,Vermis_6,ACC_sub_R,Amygdala_R,SupraMarginal_L,Angular_R,OFClat_R,Heschl_R,Temporal_Sup_R,SN_pc_L,Cerebellum_9_R,Occipital_Mid_L,Cerebellum_6_R,Temporal_Mid_L,Frontal_Mid_2_L,Temporal_Inf_L,OFCpost_L,Thal_VL_L,Thal_MDl_R,Postcentral_R,Thal_VPL_R,Cerebellum_3_L,Supp_Motor_Area_L,Parietal_Sup_L,Putamen_R,Temporal_Mid_R,ACC_pre_L,Fusiform_R,Cingulate_Mid_R,Rectus_L,Thal_AV_R,Pallidum_R,Thal_PuI_R,Temporal_Pole_Sup_L,Thal_PuA_R,N_Acc_L,Postcentral_L,Thal_MGN_L,Angular_L,Thal_MDm_R,Parietal_Inf_L,OFCant_L,Cingulate_Post_R,Cerebellum_Crus2_L,Precentral_R,N_Acc_R,Thal_IL_L,Heschl_L,Thal_PuM_L,SN_pr_R,Frontal_Inf_Tri_R,VTA_R,Frontal_Sup_Medial_R,ACC_sub_L,Cerebellum_10_L,Thal_LGN_R,Cerebellum_6_L,Temporal_Sup_L,Temporal_Pole_Sup_R,Red_N_L,Thal_PuI_L,Thal_LGN_L,Parietal_Sup_R,Occipital_Inf_R,Hippocampus_L,Supp_Motor_Area_R,Rolandic_Oper_R,Cerebellum_Crus1_L,Calcarine_R,Vermis_3,Frontal_Inf_Oper_L,Temporal_Pole_Mid_R,Vermis_9,OFCant_R,Vermis_8,Thal_PuL_L,Parietal_Inf_R,Cerebellum_10_R,SN_pc_R,Insula_R,Thal_VL_R,Occipital_Sup_R,LC_L,Pallidum_L,Olfactory_L,Thal_PuA_L,Cingulate_Post_L,Thal_VA_L,Paracentral_Lobule_R,Frontal_Sup_Medial_L,Thal_PuL_R,Temporal_Pole_Mid_L,Caudate_R,Calcarine_L,Insula_L,Frontal_Inf_Tri_L,SN_pr_L,Cerebellum_8_L,Thal_VA_R,Occipital_Sup_L,Frontal_Med_Orb_L,Thal_IL_R,Cuneus_L,Occipital_Mid_R,Precuneus_R,Cerebellum_7b_R,Thal_LP_L,Thal_LP_R,Raphe_D,Paracentral_Lobule_L,OFCpost_R
Fusiform_L,1.0,0.4166164393993647,0.4155187987131847,-0.3956272300203242,0.253434489054752,0.36375651075007165,0.018751666135185998,0.136022710916385,0.2222969725459318,0.20728326077198017,0.6821905338200117,0.2591850338306891,0.4670408090167505,0.19486874147415134,0.013882731666393196,0.05461864400381153,0.06912984901846506,-0.08078629051279715,0.5320230251529043,0.5615423560912198,0.48722052405627025,0.1533514234218937,0.6424265318297223,0.42127167660040443,-0.1459441968323112,0.09293611865283613,-0.04562165667497301,0.00984918113880553,0.5228489554411059,0.2401866462655576,-0.38548642864956956,0.3342050313705471,-0.17592704673168746,0.41152444195786636,-0.00902241661721674,-0.19018074648227906,-0.19777815441687246,0.3955935589602844,0.39463807728158773,0.756281565560276,0.36006198135244655,0.29162010294385166,0.115386158583987,0.6040387111845632,0.3020763793526019,0.42911375394064405,0.3206867816944716,0.057382933405807295,0.2505262378171712,-0.18154836257790294,-0.02802309022622094,0.10592348141975672,0.33648247303406303,0.16553126453632505,0.047192475400017905,0.21275744346310987,0.26131805608249087,0.4648563607835157,-0.34323556588162835,0.230717307389365,0.39440082004566823,0.34999653544065923,-0.2773712130975581,0.004329660947973883,0.37339310564058265,0.17655988321292845,0.32433564280416244,-0.11899880878748169,0.5037876316161813,0.41407265095137097,0.4664909436032356,0.4090773161171734,0.2546891398169996,-0.07289062293464486,0.09414137639375379,0.17266203190759402,0.27409714485591413,-0.044775223731369974,0.11477743423331266,0.2580314180832948,0.025847349016213928,0.7794333123308584,-0.06877011816598141,0.24071240595778548,0.30724342702344853,0.48383473138249633,0.3010674004786128,0.28944638472066186,0.7899222629406196,0.48930643823976205,0.14163898207915887,-0.116549002704392,0.26643492819173065,0.5217522817507192,0.5035204046848695,-0.15588247938911445,-0.041691500319762945,0.2718917894009761,0.1901426306973882,0.23201057743644438,0.5549311294972598,0.4726917831656401,0.30377693693515345,0.029035230410662242,0.37441426166181635,0.05281694015689632,-0.42602666063447264,0.3482735445335685,0.3493606240466577,0.28957967772359594,0.23352803624284565,0.3259903660338722,0.6247957175559083,0.10821047058109706,0.017772987272106282,0.24426959359665412,0.18556195766294237,0.4495966757843071,0.6063619878831881,0.12089848335792172,0.2904840893142788,0.6599122792633368,-0.07651614589900288,-0.20189661161386707,0.06985116629860767,-0.24630447529561864,0.41281629740476977,0.08680351563580645,0.5555131460372335,-0.2524597877580507,0.33973066472426855,0.28719903731052127,0.11118537071260129,0.4610573971716999,0.13895111897271467
Cingulate_Mid_L,0.4166164393993647,1.0,0.06269804794700008,-0.07063820362888126,-0.03220832932003854,0.5377742625894867,0.5914261686208572,-0.11260549678049266,0.21563384904478114,0.3801322453269792,0.38311035327613535,0.3208770728579493,0.22347894757577763,0.3197161286694018,0.18672741712537547,0.43029172045446085,0.03569848953735843,-0.28834874152663403,0.5126702174548479,0.1833251853371283,0.25990337543263947,0.24397906776206624,0.39227463679816105,0.5158282641980315,-0.07337274098692843,0.14249565780205165,-0.004225043468557323,0.03686569882925593,0.41688279823426694,0.11818126181712892,-0.3398906439660976,0.47903985422141954,0.19507807826608148,0.36891141581003006,0.16275794074979705,-0.06399014387731553,-0.15776078788542422,0.33831166652514183,0.34791638982652046,0.1923247271191786,-0.26386864101424684,0.5014267818431162,0.228306963853192,0.6390481395914909,0.6522162009536547,0.1129631347039087,0.6502371618831504,0.11566616993099726,0.31549146952954155,0.13361121525509637,-0.19056782163185781,0.3317801448312594,0.9125090581086164,0.12956136126751705,-0.14799337264220672,0.4127112855172343,0.5423841829846637,-0.20928689378305054,0.23117860129641038,0.054378558964335584,0.6162812791223812,0.4417388231240143,-0.07144446787783952,-0.03244195005253973,0.4743542236472775,-0.1303028320328947,0.5418176427193544,0.008003553357766953,0.7494922349188238,0.3730762638710674,0.39362520674337714,0.5270480945132793,0.5018628996872668,0.21651710856483622,0.29058231917072586,0.10585087061729974,0.11025128018554632,-0.18810974701975228,0.44722875516499566,0.5391581830043174,0.1554141961279748,0.16389527969322104,-0.3220531347992218,0.3635648328311669,0.3224318036729577,0.505754005696966,0.12026481804152502,0.08657409133306458,0.5664367001902362,0.8291278497555612,0.49466356881277085,0.11446413151607313,0.11333334516716312,0.18909988370275596,0.39064090356405046,-0.2466326910762704,0.10834263905471038,-0.051786873234816656,0.09429036010517641,0.388926946060516,0.39487736795723466,0.26012490628685375,0.38417897944346446,0.22033299201421003,0.6618598229922761,-0.07033440538784605,-0.14727600984576825,0.5315115356513882,0.4155135621663718,0.4565853699698098,0.5515267720565976,0.4999997429375876,0.7760622872794259,0.08622556624900714,0.09099666423898031,0.16778281194194858,0.5003165029631358,0.13122545610658162,0.29661099819858205,0.21939174964251293,0.22041081462930534,0.2923003009782012,-0.01387865158999038,-0.005664168839307866,0.006595068958647156,0.0753857168955946,0.08421444282470768,0.00158133121924785,0.46269924725772466,-0.0801153034943091,0.47153642354021325,0.5729674649815207,0.2916828982543691,0.6519752066245402,-0.2953917967621686
Vermis_1_2,0.4155187987131847,0.06269804794700008,1.0,0.21504777275649167,0.4889561754987927,-0.1933921403674371,-0.05032354799695011,0.0569917500496388,-0.40614375127389923,-0.37038309676254944,0.3126046470935327,-0.2650669681663909,0.09311002807762819,-0.4910651026868696,-0.3941714966137828,-0.372174969996649,-0.1408963576858384,0.03272483954008395,0.20714021066071658,0.4125172609101514,0.6518674909710219,-0.4438340515030877,0.6497840391455767,-0.18046842099185229,-0.21256116033657574,0.03084440297860246,-0.47136028771331817,-0.5500336054143447,0.6631288920469303,0.581656186223982,-0.41355829968798097,-0.3127828532726279,0.17078024761238408,-0.07948594454210045,-0.5610199215298415,0.1702665248437395,0.5385937380651686,0.0742216430050362,-0.33625362947930776,0.347016331367173,-0.055065471398914226,-0.056755363404343444,0.1610736375394182,0.15595203382557932,0.14594669084523051,0.6133374243646605,-0.16367104907597377,0.20567497773055593,-0.45614601361536816,0.33211968939445424,-0.519694684982326,0.12102252970119806,-0.02747711589357311,-0.025975212116436688,0.35159551654528864,-0.4496135641592684,-0.14313263863118114,0.05248438880185378,-0.27259457263416237,-0.3108211046883239,0.2858888294276604,-0.18019617518417724,0.0067290702471622344,-0.04855514010231064,0.5080898724030264,-0.4731435693050834,-0.21723759417714442,-0.24160493298778052,-0.11169835360956448,-0.16430743730972963,0.24814972411851965,0.10143354809624622,-0.2773120181725248,0.3841551666227621,-0.41466643805769265,0.2824758707978492,-0.17530499054639126,-0.4285468266555373,-0.34212095408035703,-0.034945288903097886,0.16045126378402735,0.386031338229652,0.2587793574059458,-0.1467283526611899,-0.043256156915672174,-0.0788237762009632,0.11834629222353925,-0.06951403689867106,0.2827551448303651,-0.04788578945618725,-0.004545860138657839,-0.1249687920668786,0.7571613600797521,0.9080917873364923,-0.06405687905706503,0.1033601698538849,0.18963863782356088,-0.3703646018871496,0.6716420251789004,0.16707485912738532,0.4134144006504475,0.0288018754056534,0.3124256600648853,-0.22028817287069177,0.20734802721313056,0.13653933157182224,-0.3643782533496064,-0.1728281035893865,-0.47353236324697395,0.36017851988173466,-0.19547210419124655,0.12192240811643418,0.04953666426720559,-0.2250960638844772,-0.09138922681063544,-0.11405425501833466,-0.4762581175844194,0.8193721861715206,-0.01966963362540765,-0.4599846037225645,-0.11479035285458268,0.47804785952970813,-0.5100342886479927,-0.2506839540454888,-0.31084451215475734,-0.24293797258632682,0.48919613900434394,-0.21610390080168818,0.47328006527281163,-0.015032737908784169,0.169596775350736,0.15574243503755172,-0.2877212413744438,0.04911718676303182,0.029773569269232945
Temporal_Inf_R,-0.3956272300203242,-0.07063820362888126,0.21504777275649167,1.0,0.16074341519493035,-0.2897593213742049,0.2529178151060781,-0.015448868365434227,-0.5206473335189635,-0.2232744063429739,-0.41617692174509047,-0.2632009751619253,-0.006166110870884673,-0.3193622929866576,-0.19068442759599952,-0.05202147971376807,-0.0969868481631573,0.00816512577123494,-0.28387616965019574,0.013508006520296312,-0.021772164006964384,-0.2010830979657595,0.1904148956746346,-0.25223911798125287,0.05355684128776859,0.04950298486527787,-0.11970882836413,0.03752162911213884,0.05873198392883034,0.29431819774672147,0.26050487785520393,-0.40701375305681525,0.7225548530394649,-0.20581222644796973,-0.27315494321422595,0.2152717974253152,0.7332018630122823,-0.004794518075837385,-0.31819486551774645,-0.4503245167727748,-0.3070239644695765,-0.1852385301953056,-0.036685231222151816,-0.3929911917302762,0.09536603193011912,0.11564481421187683,0.06338150156784307,-0.03409726204057755,-0.2014735865696321,0.7179078881937807,-0.14221904985406406,0.4091081041254826,-0.03688577585173769,-0.1597849469990501,0.23094225298003593,-0.17881927742468687,-0.23105247271389184,-0.32882448509855733,0.2683304095988529,-0.21853634919432208,0.04945304882010185,-0.47791038779056966,0.44639462036167105,0.33540017860324195,0.003981821865099003,-0.3338237449752598,-0.12100693855801387,0.060063518562152855,-0.26477256071655936,-0.348821991335733,-0.15203282722793823,-0.14901741396002638,-0.25764003953984493,0.2658367409879331,-0.018205073633503564,0.24423559586812757,-0.21061392146765426,-0.06085770490310493,-0.45207488033150683,-0.06151981615428328,0.22897128334826478,-0.29904910512586985,0.44643339954390704,0.0066017018179346755,-0.20703607277653335,-0.12334315669474881,-0.06695816537480252,-0.28097252352195967,-0.2203136359735291,-0.18535412724896594,0.31175594787484034,-0.03003589450911978,0.32082357842205556,0.07353306935942716,-0.30460297021957866,0.33850282261145376,0.39744628553094313,-0.38587395817933956,0.18706845930243263,-0.13318405351516263,-0.3020588824252852,-0.2975719176913004,-0.023529038805685853,0.23309429084347666,0.0973184096023293,0.09849405251523684,0.3867894582814792,-0.22083294495054645,-0.5061303763818321,-0.1712799639922874,-0.018352227969231347,-0.1540945224925678,-0.2585613072772269,0.04167348029403227,-0.05169492534120079,-0.1502068270695041,-0.1977083858308887,0.1760283678048684,-0.2974812437252644,-0.21739814613019473,-0.057575180072116074,-0.4556955809544546,-0.15818178417276615,0.10166489970527268,-0.3190478884185161,0.3227252441564215,-0.18412308952155929,-0.34559118111110515,-0.119696046766008,0.41876107918709093,-0.16352014534503448,0.09379218333569857,-0.0822068902587593,-0.28578408643419584,0.02909991999668845
Thal_AV_L,0.253434489054752,-0.03220832932003854,0.4889561754987927,0.16074341519493035,1.0,0.022529777478007253,-0.2765740238560965,0.36779176971283634,-0.021218896543056243,-0.16553255423676336,0.26845385099074265,-0.09648921808951753,0.29572435968769817,-0.23858146920224818,-0.12553082123650192,-0.2204011902695149,-0.38365665875988436,0.09189183630556279,0.29763308219171236,0.33091361811515335,0.395763171295371,-0.1999868109235057,0.4697449944101641,-0.052163142549259994,-0.04902017413344369,-0.07929026630215578,-0.06619932460954459,-0.19555667766663734,0.4371648831646459,0.17006369588795767,-0.1768149561010526,-0.24066485412557828,0.00837782995723962,0.0997044356891996,-0.3443904792425815,0.1131867988043798,0.3125672786627048,0.16931764110982,-0.17325762942219283,0.3556495760544919,0.2002150950330012,-0.02879850582032039,-0.23755629911487633,-0.07894917319499489,0.12497146903227421,0.4984019383147841,0.0442551514233609,0.07684336389913898,-0.06936201703956324,0.11723128203062956,-0.10925936001632092,0.21255992121148992,-0.10967779152817685,-0.2042209837163722,0.6743994121246862,0.03178788095640526,-0.007858589577532344,0.2203667192917369,-0.13306809247741483,0.3085661966359966,0.03129504357485953,-0.12105349135981755,0.037945591233834085,0.22403523054462077,0.10597804244513867,-0.07564866628938148,-0.23963631099718252,-0.18610370110516428,-0.1317024428630777,-0.048203815360625436,0.21648524904359168,0.024732708709418048,-0.4186687370429875,0.09508153224878378,-0.25440899650420706,0.27934208931808713,-0.1720022386399102,0.017750691650941952,-0.4054496685045254,-0.15109109023107098,0.143984810537667,0.4089698933130101,0.30483516484012285,-0.02399131849418366,0.13592503533711894,0.031329147549082906,0.07880620398893858,0.10946186983091093,0.19028846369401703,-0.10607372396608339,-0.058222312043064085,-0.10143280762457141,0.33243517619990753,0.44511824224551033,-0.10662981210281412,0.3758711073730213,0.16136961577707815,-0.02592440861083348,0.23950815905571515,-0.2311749860129707,0.06023041980995513,0.1142033371463506,0.29490250678975316,0.00227844787948417,0.10276538420992692,0.14145963133140957,-0.07322146185226393,0.20796212629828564,-0.22965858928665492,0.10450410569989112,0.01090397528247279,0.017151539668968405,-0.08552066738979436,0.0020512509265849074,-0.5085270960697809,-0.22254616081951012,-0.07407863924067914,0.5001381550833222,0.22635704934070675,-0.20453592502090986,0.06770738421077341,0.27600325493336025,-0.30081195449745846,-0.07702322901295851,-0.3708450947758015,-0.2733805038804549,0.3945456659782779,-0.06311427733180615,0.25930727113288393,-0.09653610751337696,-0.02668356741592038,-0.18331644538306954,-0.21755196329785992,-0.11542257351891642,0.30468136076022245
Thal_MDl_L,0.36375651075007165,0.5377742625894867,-0.1933921403674371,-0.2897593213742049,0.022529777478007253,1.0,0.20438562509676408,0.050131183480856455,0.37921312940339935,0.536460229367756,0.5323772555411795,0.40807432615806577,0.46254924124221225,0.5054936754026457,0.2888510752255693,0.44309352882423914,0.10323967613981899,-0.16118643211419004,0.6609885319183679,0.03596518868868575,0.29371160534905255,0.621835092416297,0.09244573503563601,0.7144017191768516,0.07250492356527911,0.12521260298647283,0.3235937577841825,0.3226193456796027,0.15855230305646423,-0.176992052323643,-0.015034476847167036,0.6057259156415298,-0.10206885544063653,0.5398561300450387,0.5031280922543624,-0.19087951370672065,-0.37078398608472174,0.26532673653675626,0.6428045272464147,0.28977167602639,0.1905840015111607,0.5976360777794676,0.2941071204914768,0.46679006586913596,0.6272357685363518,0.0453749251349056,0.5909776830518023,-0.004824875069304002,0.6683235801009668,-0.26645860229013896,0.2589500539600738,0.3452352597608989,0.5199192673887034,0.27414342458258917,-0.015306800256216163,0.5594823518056612,0.6265693412388554,0.14043677361151052,0.24647505960042093,0.4828931213837065,0.30536129287949887,0.5875611658905295,-0.2040727936103661,0.15135926262803107,0.1453558236695611,0.4046004307323923,0.5841341564131584,0.09252142256490428,0.5849036557917112,0.7105733744551536,0.5085822923098774,0.5934140075817189,0.6172844787137769,-0.006969229487125543,0.41839886943721705,0.08866954314638208,0.4060338111241283,0.23845534758695883,0.5309028032951215,0.44712482309049256,-0.03998787929212964,0.25791637306339016,-0.1649304812692271,0.454120807535127,0.43136771629932436,0.45568683283551736,0.20097947190513374,0.3420982354343778,0.5658633964311575,0.6011193320561339,0.40966029747363875,0.20299992421305263,-0.18590890290970669,-0.07355541068163456,0.5054567999002136,-0.029902865729508538,-0.0015694652429929315,0.42373906329730765,-0.09564455556464009,0.3359794498742762,0.25532678008747517,0.39370727584742415,0.36084983250538044,0.38012857029536273,0.47840715915759424,-0.01558849012289068,-0.15934275788676813,0.7375388462229983,0.6234523076496357,0.47972860685173274,0.6502670238945882,0.5527498891683619,0.5149857156576941,0.43120203469297236,0.07474015747297619,0.19410829376959,0.7010598080136572,-0.09661576758047699,0.6368477243360766,0.40055442827565146,0.47798273120630597,0.3937423250290278,0.22603642541913022,0.012299365870410913,0.2071268080339691,0.08339178936922845,0.11012603172687851,0.1371226239959397,0.3564880941187916,-0.036827495348182124,0.31323748538119267,0.31518774669422095,0.3046635053876072,0.410000449799207,0.1364785041018956
Precentral_L,0.018751666135185998,0.5914261686208572,-0.05032354799695011,0.2529178151060781,-0.2765740238560965,0.20438562509676408,1.0,-0.19826201456733336,-0.023858255971079986,0.12569746057042475,0.02002942167246775,0.17859162732473916,-0.018808822888572815,0.08400888910077772,0.06245999916629465,0.33442535670534884,0.11555973294661694,-0.18133535290322034,0.13509598027559247,0.1091658128685538,0.03687726719164354,0.07902147474247098,0.13456923207300003,0.20430872253955112,0.1119645731915505,-0.10499681427692481,-0.19429767123458153,0.05966054640193555,0.28869674983710886,0.1693117214070614,-0.0865703579358615,0.23565924642762032,0.46105186460171665,0.06055015420412368,0.13078036555439798,-0.1488365335021914,0.0455691837191181,0.22466532520076066,0.17999163901588955,-0.1798711860848374,-0.4069953390490281,0.21337805732598394,0.13492467777678482,0.44815866271419125,0.4153613240005533,-0.07197641719573732,0.5819721043919338,-0.06536335303452921,0.03690512673951405,0.44278671487720356,-0.24396270719996724,0.2851687129560325,0.535714336437025,0.07228175400510958,-0.292765928911855,0.14095701377266276,0.3578464793865879,-0.45545474268794683,0.38971098143188126,-0.3137371651621567,0.6669198356341157,0.22508101571249484,0.06680136562266756,-0.04817036517700685,0.4268803942550507,-0.2831789142638456,0.3797993865220369,0.099158379692665,0.655257217306733,0.007287802836939069,0.16890064927389578,0.3105619151404345,0.3556484549249576,0.25980522170803216,0.25737210511388314,-0.048377152562418195,0.04331021546475869,-0.28676738730855955,0.21842858032329773,0.4587634563690365,0.13203202977510659,-0.19325373936944332,-0.12371873645415483,0.19530524121689188,0.1138197306557927,0.36011487192288577,0.13182760356498563,-0.171552202590602,0.2274279518503814,0.6358703033677762,0.4840840237014388,0.16352776058083343,0.1825826725725169,0.025737966078568233,0.1014659424134817,-0.13552003807625612,0.08178013845182082,-0.28412977084979274,0.010312570690811042,0.14408113636820818,0.22917103924354193,-0.0760417301610753,0.1169171874360912,0.23024700275092605,0.48871416001241386,-0.028244349985917943,0.0005096568779841703,0.1191873347656957,0.11215728899045553,0.17590618301244404,0.4507281895645154,0.2612761169778147,0.6230291326839403,0.03703833597382836,0.17591449901744394,0.3056014990042366,0.25325432044045565,-0.022288945104821975,-0.16555453518851868,0.15655556610508095,-0.06194584959231632,-0.1885158744921888,0.012943137364794797,0.02492354113567679,-0.006739275055351652,0.24428641136533824,-0.06327393559425248,-0.13096042756006793,0.34757467004769316,0.07726421150821428,0.3352926699960817,0.4265299291826891,0.2978567374954845,0.5918775893962105,-0.3174268591201053
Cerebellum_7b_L,0.136022710916385,-0.11260549678049266,0.0569917500496388,-0.015448868365434227,0.36779176971283634,0.050131183480856455,-0.19826201456733336,1.0,0.05061367159018911,0.15824012945024984,0.20668027780329745,0.012887039464227054,0.34735077344549853,0.1704951160542895,0.04359062580310402,-0.09864976528394605,-0.19523174638284815,0.2027908580550202,0.0626373185733892,0.043675349339461086,0.12007700885973183,0.014455830133502937,0.1667219277371035,-0.017890173965357376,-0.13461474075570598,0.0029252146586109156,0.1746369393142231,0.10514348530326756,0.070643397239293,0.007268063581939015,0.013828817016514332,0.005489366576073324,-0.12281329785554886,0.10065012708336095,0.01451884918164821,0.030600665785118896,-0.006342059581001761,0.33277686553489844,0.1179781592117244,0.18882553449221748,0.333407574981314,-0.08694703809336692,-0.19741787908898126,0.014430361745768927,0.008979504475616924,0.19504889262401712,0.1811807819956365,0.008201069863677728,0.1231061578232398,-0.05141004016095954,0.1708104280305458,0.03621200285400256,-0.1320637500391949,-0.10854305443031098,0.23218828001935224,0.20881177569031317,0.023980232156364818,0.2572873951921908,-0.17097329921691987,0.3272092916669784,-0.06898994531643009,-0.04059803963581352,-0.05871985159065267,0.05430107682735817,-0.0875841611104855,0.2243385417384741,-0.07803906739978934,0.045742010096768884,0.0238610355967371,0.14443196237882647,0.059775002882807,0.017482588518326975,-0.14130620393908203,-0.08379491804681512,-0.06499594653864532,-0.04428690668739661,0.034719991767923626,0.17924201578089277,-0.19711008700613875,-0.06453108403839919,-0.09707970583286704,0.2845533135362185,0.06955799214696896,-0.05195085837813869,-0.029824480527968187,0.15475779344373808,0.05990579915784609,0.11168877844634302,0.10524346138278778,-0.028689502676068464,-0.15389216948125747,-0.20689538752006173,-0.005925263685506958,0.07470136414351843,-0.06623821763787174,0.40436893782377875,-0.1029782179515011,0.17709500058072458,0.03574150182124502,-0.3063966102851032,0.04360400603393184,0.13799970997676614,-0.024963163571240784,0.012156829866457261,-0.00089792182033952,0.08711053837631105,-0.01768304919735632,0.18900844845496861,0.13154976036776558,-0.14626353735610262,0.0931496645196314,-0.08713889821874692,-0.07009893196551761,0.12129106858077035,-0.23889643326941093,-0.24088757787169476,0.15530426494996377,0.12781377904556798,0.22518812497957683,-0.057622531180293014,0.09442822195031515,0.06282561148913747,-0.11963461731596099,-0.011188466824880991,-0.34816934116868387,-0.24636961206212252,0.10215613438049122,0.07371492740195705,0.08371231109310821,-0.09400221574657346,-0.08938370110415429,-0.12331007349187949,-0.09920766508874673,-0.011768947329460912,0.4312955750938355
Frontal_Med_Orb_R,0.2222969725459318,0.21563384904478114,-0.40614375127389923,-0.5206473335189635,-0.021218896543056243,0.37921312940339935,-0.023858255971079986,0.05061367159018911,1.0,0.2416286915668038,0.17498239403350554,0.2957514460092852,0.06185192465793021,0.3197881068646698,0.23637881826460427,0.122722934351525,0.19253663922629358,-0.1380834553882344,0.24173426869026013,0.1702134698706482,-0.19739993607190473,0.22598556733070524,-0.104445217770821,0.3151249104145453,0.09511229275447501,-0.06260830593885232,0.16239198213145956,0.10413676081739281,-0.01526143104764122,-0.2787256239561728,-0.20752377041050746,0.4800885750987684,-0.34290805149297193,0.1724661873635797,0.32415632364794755,-0.21248489720080904,-0.5692436667431023,-0.045391534834175164,0.23614773347075604,0.1470200101038678,0.11808785707348533,0.40089469308950515,-0.1960131012835738,0.28301813076767673,0.1390945742420306,-0.13550714796396882,0.1413634738173524,-0.10007389019613365,0.395839358978232,-0.38357565592507475,0.21367795399584888,-0.2203525912026558,0.199557027750324,-0.12917059709196854,0.006680474893844457,0.37236815239617677,0.32473878516485116,0.09583461887337773,-0.003509750251278496,0.3727025304442999,0.05267044547900669,0.5317819378962966,-0.2851472685623202,-0.17969569591418136,-0.08456853469778976,0.23189054520990585,0.2527874312733643,-0.08713360319794085,0.2997732237933398,0.2848812501717623,0.10231331045807844,0.1353486255991562,0.24656478396373482,-0.28201638119528316,0.20984763884373697,-0.14791653730423146,-0.07103170389723128,0.1293195322206166,0.34470849251148444,0.10131858260579642,-0.32021082528745837,0.14770880807134482,-0.3386011114763206,0.026719544662684728,0.3968624528212627,0.3199306056989988,0.11469113081308675,0.2430696260583554,0.12980487917845365,0.28552865753680395,-0.08243186655389903,-0.06911357549344142,-0.26432174715030965,-0.23570953165770558,0.2356650316545868,-0.3245727842229028,-0.18215634740155373,0.16211193059020682,-0.33702693366824205,0.003891478614512578,0.13225072696985743,0.14848685696282496,0.04650341125180425,0.040642369760230494,0.13451613200043788,-0.00645270394257645,-0.06335147716092537,0.3794548911907694,0.5188227204236426,0.01925090179696078,0.10837276191048953,0.3032829314542334,0.40700117321462487,-0.07827395680579596,-0.13095368399569846,0.2057712905231846,0.5069446812024784,-0.2317146878726097,0.21464559655324697,0.5330985977762058,0.03314715949846241,0.07194627544983236,0.34743719591849553,-0.0547307535768785,0.32177444266430627,-0.194283866530188,-0.027456686835556493,0.28613692933051055,0.11694282122618165,-0.25743896733975224,0.24685835246632745,-0.07285073340501672,0.13875997592634748,0.30598996107232335,-0.27616402427423115
Olfactory_R,0.20728326077198017,0.3801322453269792,-0.37038309676254944,-0.2232744063429739,-0.16553255423676336,0.536460229367756,0.12569746057042475,0.15824012945024984,0.2416286915668038,1.0,0.37375854784983026,0.30817207437042504,0.32992955820049263,0.8274019028193226,0.3661055269453785,0.2823569832963849,-0.23375477761383467,-0.05275367650128225,0.2644144009897884,-0.29737533969206753,-0.041771103924944764,0.4972298358434229,-0.06691211406511417,0.4443851361421395,-0.0065187211754315876,0.22538518128067117,0.6509608585055231,0.3561906298924348,-0.08167384457213542,-0.2594065439454062,0.07904083887842422,0.43846596224545126,-0.2613740532313346,0.3580650406677857,0.37027130861932733,-0.30755981331453797,-0.5062942540914442,0.32011521622007716,0.6198376271383806,0.23568574553453558,0.12247936088246283,0.01159136763660463,0.007325721978022519,0.35076245001417167,0.12281539143004604,-0.09562242835249421,0.5965941813465611,-0.0758113185108356,0.5127180702185467,-0.338357593446831,0.3690014793734501,0.18705649525452253,0.36978937493652264,0.2558702767057241,-0.2801057022145306,0.6166565713547336,0.41756753966418547,0.15507912626174836,-0.11764500441044365,0.48756601485426937,0.1247403618106929,0.2504255560764035,-0.1755524785934532,-0.03464117588215617,-0.052381641346579084,0.4943993235315849,0.29485980171868936,0.2234041582902034,0.5184046829542025,0.5980430290093632,0.0338525344874087,0.28275364807775927,0.35032930614162666,-0.17958106783916422,0.30250308458463004,-0.2388985506576323,0.43714663107046536,0.289193359263559,0.4776285877524228,0.1966612856682687,0.14985243461605094,0.14483479590682402,-0.3731444419306278,0.28916196910750874,0.11724783822716407,0.3601608676859916,0.07753235225807813,0.32759691426412985,0.2948689118846181,0.5267763488466877,0.14710824184709714,0.08421315140276604,-0.45337571443582064,-0.33191587103386344,0.2440872413559569,-0.04682888890639816,-0.22335860709230201,0.5085961717591708,-0.24391645581125182,-0.05516296011310372,0.10117484442182935,0.2518268896877233,0.028602792714527363,0.20121789055894293,0.03170121990393418,-0.06335167817036218,0.016797578918424812,0.5792142436221972,0.7940717963882091,0.03883775001967399,0.4394720577902702,0.03640072143316506,0.2988257142177623,0.3676045332837065,-0.008585352923427374,0.048131477824551044,0.5485611038448416,-0.3507798125589665,0.45736960982090785,0.12234356934723013,0.29047969818339486,0.2672453558798493,-0.05442676122550333,0.07451643973263145,0.04976865330283333,-0.08184362516957183,-0.1018311662886353,0.16445932638957034,0.012594699332960204,-0.05310456020020929,-0.10021698943051802,0.10369722881619134,0.16393435941117218,0.268825701738833,0.1939266732120128
