,Thal_VPL_R,Cerebellum_9_R,Thal_MDm_L,Rectus_R,Vermis_6,Cuneus_L,Calcarine_R,Precuneus_L,Thal_VA_L,LC_L,Rolandic_Oper_L,Cingulate_Post_L,Cerebellum_9_L,Cuneus_R,Temporal_Pole_Sup_R,Thal_PuL_L,ACC_pre_R,Temporal_Sup_R,OFClat_R,Cerebellum_Crus2_L,Cingulate_Mid_R,Parietal_Inf_L,OFClat_L,Thal_PuM_L,Thal_IL_L,Vermis_9,Vermis_4_5,Red_N_L,Heschl_L,Insula_L,Cingulate_Mid_L,OFCmed_R,Olfactory_L,OFCant_R,Vermis_3,Thal_PuL_R,Frontal_Inf_Tri_L,Vermis_8,Heschl_R,Temporal_Mid_R,Parietal_Sup_L,Lingual_L,Parietal_Inf_R,Cerebellum_6_R,N_Acc_L,Cerebellum_Crus1_R,Angular_L,Temporal_Pole_Mid_L,Rectus_L,Frontal_Inf_Orb_2_R,Thal_LP_L,Thal_LP_R,Cerebellum_4_5_L,SN_pc_L,Thal_PuM_R,Frontal_Med_Orb_R,Paracentral_Lobule_L,Cerebellum_10_L,Cerebellum_6_L,Thal_IL_R,Postcentral_R,Temporal_Sup_L,Occipital_Inf_R,Frontal_Inf_Tri_R,Thal_VL_L,Pallidum_R,Frontal_Inf_Oper_L,OFCpost_R,Thal_VA_R,Fusiform_L,Frontal_Mid_2_L,Amygdala_L,Occipital_Inf_L,Parietal_Sup_R,Putamen_L,Precentral_R,OFCpost_L,Frontal_Mid_2_R,Thal_MDl_L,Amygdala_R,Postcentral_L,Occipital_Sup_L,Cerebellum_8_R,Thal_PuA_R,Frontal_Sup_Medial_R,Temporal_Inf_R,Thal_MGN_R,ACC_sub_L,Calcarine_L,Supp_Motor_Area_R,Paracentral_Lobule_R,Insula_R,Pallidum_L,OFCant_L,SN_pr_L,Frontal_Sup_2_R,Occipital_Mid_R,Cerebellum_7b_R,Cingulate_Post_R,Putamen_R,Thal_MDl_R,Supp_Motor_Area_L,Thal_AV_R,ACC_pre_L,Cerebellum_Crus1_L,SN_pr_R,Vermis_10,SN_pc_R,Thal_VPL_L,Lingual_R,SupraMarginal_L,Temporal_Mid_L,Temporal_Inf_L,Frontal_Inf_Oper_R,Frontal_Sup_2_L,Precentral_L,Frontal_Med_Orb_L,Caudate_L,Occipital_Sup_R,Temporal_Pole_Mid_R,VTA_L,Thal_LGN_R,Cerebellum_8_L,Hippocampus_R,Angular_R,Red_N_R,Cerebellum_10_R,Thal_PuI_R,Frontal_Inf_Orb_2_L,Raphe_D
Thal_VPL_R,1.0,0.3074175820520302,0.6397091552116132,0.08009043287478432,0.02641885798034888,0.20773678104424628,0.3098584131643787,0.45337597723383133,0.666155284099727,-0.10892401489855126,0.5893288923779627,0.6669379688379012,0.27160679214118416,-0.01601291976420166,0.07758316078720223,0.4840097741661562,-0.044365267380844405,0.3617361624050259,-0.12381580220199047,-0.06769226518389738,0.6536316955025954,0.370847529227284,-0.08883035870444503,0.5786542089161139,0.5716094859460392,0.2420639632031388,0.29883032080345184,0.46056672352962086,0.5621702935321994,0.40514497459253423,0.6522162009536547,-0.05655820786423317,0.17027888091245494,-0.05958430539287671,0.25387224581863543,0.16147512333506375,0.31278212167474956,0.1394111773635018,0.47438936549880695,0.2674257620865612,0.1269977449790458,0.36689380035315355,0.31992696077466387,0.11626880271885871,0.12780402253973058,0.16037405471579266,0.049807417557916914,0.16995691481856018,0.030089389030926426,0.3309264573671968,0.5538805060936732,0.5583912743193821,0.35907367135629364,0.38363312986152537,0.7687036285334375,0.1390945742420306,0.42364385450462916,0.22377433806629818,-0.02703211975005278,0.2463032686366654,0.3998057193384536,0.18603797049426662,0.028248830280900368,0.2861051312520713,0.6764107324267776,0.37606316832873454,0.3978427346815709,-0.0884866416804568,0.12806305229818174,0.3020763793526019,0.36474540431766733,0.12454885839320412,-0.2287389868446168,0.2937597554334268,0.332894744510203,0.47904516868166697,-0.0074764271574572945,0.3654757463938279,0.6272357685363518,0.17231789262139874,0.46095643670997005,-0.006287601497636593,0.39538120648213493,0.4558165463979094,0.1317028619273377,0.09536603193011912,0.35355221257198943,-0.08016845939416442,0.29815289397163125,0.5464258624791831,0.5645299227450701,0.4392707868858966,0.5660885821940317,-0.03926904414502976,0.36878967591562467,0.29574627586730035,-0.08390396417967332,0.1086101821069671,0.6241785982896721,0.44498061556596885,0.3522612422677122,0.529144714534783,0.10286078347923507,-0.0163208160523415,0.11083752773301003,0.3210097275384057,0.06369085566440251,0.5288912179533015,0.5731890123964556,0.40854404793868626,0.39292105118562376,0.2948049901063328,0.08362815948051172,0.5336969892047462,0.27263545606994816,0.4153613240005533,0.029744729058570257,0.47974120082760874,0.045601751762176734,0.14572847481587597,0.22383508831000995,0.6462784889651663,0.19381089015854086,0.6434124645478511,0.22168295249633124,0.4709454002929935,0.24672370140678893,0.5495578071765437,0.13512071237368187,0.420260045068066
Cerebellum_9_R,0.3074175820520302,1.0,0.3224376708877181,0.43355198737374945,-0.051544430707309935,-0.1472513782581302,-0.3242861459952814,-0.0021040365817975508,0.3210400977137738,-0.052724391856590454,0.5598990793570027,0.46780582365104967,0.7620887661345284,-0.007668014589515973,-0.24070607526671495,0.19553654274931218,0.23484647080618026,-0.2567638777648045,0.07067967934932941,0.0396107891609199,0.2721481906106751,0.0032879938422212484,0.20146780957865448,0.5759628375090516,0.17986113369943835,-0.014839016037808047,-0.20015041206111991,0.33957067304277583,0.21835664785964864,0.32751794301942433,0.16275794074979705,0.23248137990642753,0.4827249951210498,0.31676034554616034,-0.4671816059564018,0.17706510506083323,0.3353169214291561,-0.2844099985539378,0.6066701724644953,-0.3321215090959547,-0.07710301333108598,-0.34883156272426596,0.13923120030639513,-0.49402271889153765,0.20785959687182878,0.09133688176808387,-0.07663683347253573,0.24890459043577934,0.14311346484401596,0.5689867130035229,0.27190379541886783,0.06608774852921698,-0.34981398909389955,0.23365705843984433,0.046811838339863805,0.32415632364794755,0.2524236016447802,0.5179640653203063,-0.1500207735991491,0.1778216040123195,0.2448608153619268,-0.0731117612128181,0.2196739995152602,0.1846363595189695,0.3585655062991008,0.4775160858932248,0.32345454393438383,0.07272720362686544,0.26370238961681475,-0.00902241661721674,0.48731214011485297,0.5511658119268644,-0.131544517847428,0.18535698782542148,0.44016261644241605,0.2798532935690376,0.1808064863732849,0.4245623213146275,0.5031280922543624,0.3538198630731296,0.15942563804197812,-0.040973711556217075,0.27490284410819416,0.2923722042488916,0.17497559209865907,-0.27315494321422595,0.5269939479912538,0.10246399356588262,-0.3331677577916294,0.2518442588073957,0.21756778030460558,0.32361014353796974,0.4852390645276739,0.33251807787383636,0.41954834317280676,0.42907717645872095,0.18329125350665856,0.06564346212001522,0.4255733918902053,0.4965538030513525,0.12840705727059307,0.28303736771342536,-0.4026896040189834,0.2984092338615427,0.2215479734576483,0.036286962145382455,0.17637013168143462,0.18741700340182108,0.2879046039478945,-0.4195976648514196,-0.1576023786078843,0.16767125350720322,-0.057917560448040424,0.1183703058194053,0.45789705171152684,0.13078036555439798,0.15733631012078284,0.5643341593619022,-0.07742554137862354,0.0538558044044248,0.13688073948632917,0.48742136796960084,0.020712743038540666,0.45933689610978135,-0.18300913445203948,0.49553378705982637,0.20927125751536518,0.3229282976616918,0.32490595055955895,0.5180348207778928
Thal_MDm_L,0.6397091552116132,0.3224376708877181,1.0,0.18865205442925703,0.038056005054401466,0.3621264780451481,0.19170808379644003,0.4507739825862029,0.6377765711145216,-0.31463573587968563,0.6317336080431015,0.5152214536478287,0.380115551733921,-0.08342009664623896,-0.049833444969986186,0.4171750222139556,0.01564492653490195,-0.128875914544314,-0.28409277179146214,-0.2019140272874983,0.46929049950849683,0.40975995290951794,0.3028809689965063,0.46946756011718865,0.6352024167387114,0.013199131056145686,0.27486768730767464,0.45358912369821935,0.6152238491748865,0.623669618792248,0.5126702174548479,-0.03846724190766514,0.3290051690411302,0.22041533897513582,0.3260078857026462,0.06306485500780555,0.17383806434576798,0.15451935172237483,0.4982234391887445,-0.16568175182080383,0.057162251553350404,0.36434546987851685,0.4928636238385926,-0.1744344834762884,0.25778741736639516,0.3263375397402362,-0.15901944958521105,0.20539466350709426,0.24982379675169214,0.36928321601117664,0.4629463840836272,0.3408829371129203,0.4754640138427659,0.4565461518058806,0.6273964045580063,0.24173426869026013,0.4323854515099755,0.27523517226721256,-0.012317460486959716,-0.035906700570516085,0.5462467721680235,0.48855169209264815,0.25438765954196535,0.13796055245496688,0.5636700792384272,0.3577709502263676,0.4809289283686154,0.1438760939463696,0.04692875888500183,0.5320230251529043,0.4723297948633421,0.1483530337790045,-0.1676293793293855,0.2732349650729623,0.5364882756282692,0.49373090055967533,0.21625798456572443,0.21143231460397288,0.6609885319183679,0.04364238253802174,0.44304467528032043,-0.13531278110531406,0.5548398340035584,0.09616203750616475,0.24590782218133594,-0.28387616965019574,0.3764263924696767,-0.08731567967526963,0.3074607851101788,0.48344676821189886,0.5082835598505451,0.3390143976155399,0.6516708518580062,0.1644246181397668,0.4671153604315277,0.34505236698095343,0.09228344205938936,-0.08913873983458342,0.4552703870509132,0.37638720067908243,0.3544558389361461,0.422683796343657,0.13254091912853905,-0.03600201372667259,0.2177307746449127,0.20675475343473115,0.06102165278253081,0.5635125827688242,0.5163716254079481,0.21964803293025686,0.4794020200158609,0.2861794961394499,0.4834882730145389,0.28460094506225936,0.32845780113744427,0.13509598027559247,0.03733051415370215,0.4084651485801476,0.031386066738967024,0.05174625850626822,0.5234885248665424,0.475410455469859,0.5538899181313491,0.5520685567164391,0.14907071066386424,0.32798428332342694,0.41863468394856845,0.5370033702977984,0.44858719919655815,0.2919753880833184
Rectus_R,0.08009043287478432,0.43355198737374945,0.18865205442925703,1.0,0.13547101218187635,-0.21870879760242018,-0.6123698558649816,-0.22037153395631073,-0.011613636757259472,0.030004401419301746,0.371284509754038,0.4171371394703492,0.35720099112567266,0.07575283884040464,-0.46714853178264754,-0.10289976531879011,0.44256458428145207,-0.3411225831020278,0.09246010692442008,0.21244317841728272,0.2973845830747675,-0.2059779980048562,0.48642308743518053,0.28811346414895955,-0.04028977291666082,-0.2901201518895103,-0.302240571760612,0.16401199651001805,0.2220498892265203,0.3832919055316477,0.3197161286694018,0.4490445773527745,0.8510800407310383,0.59143917050607,-0.4671726715324691,-0.03743576858097619,0.17267116232419702,-0.26099826386768965,0.40806382902929844,-0.4695127066184214,-0.09580317863711861,-0.16998480155281281,0.012492640872432001,-0.652615575629257,0.5306118374935698,0.057885899485622144,-0.17292035659556595,0.09052545279982542,0.3109066425464137,0.4655753174637136,-0.08565470657657898,0.11674180755802382,-0.0884679234423081,0.3433337466334808,-0.21935898127746606,0.3197881068646698,0.2806424749490281,0.5337615080856786,-0.021682902143882334,-0.13615738140770187,0.3148625740129063,0.07710136567629318,0.19259801842950305,0.31001995401166127,0.04152952242663287,0.6098692303198651,0.197991448035203,0.19058710403837686,0.05366412456373226,0.19486874147415134,0.6063845650434707,0.8135060941706921,-0.09377731928132696,0.02054305990647374,0.43502815049355265,0.5020098205630116,0.057171198165963666,0.5633886463330124,0.5054936754026457,0.3917351951122321,0.010925917285429394,0.01898213839159193,0.14705033383376573,-0.039557667501909616,0.3867614970163807,-0.3193622929866576,0.3819755381655012,0.37502084580232464,-0.519512172546565,0.4916252888882817,0.2875030673923564,0.0993072340704344,0.479876096236094,0.5367955475641678,0.20381311888601214,0.5245108307755816,0.27301693227837287,-0.061222551035204985,0.29818115089989733,0.5380541168420887,-0.07324418757816627,0.5855045552463531,-0.32289178393783347,0.40585554687799863,0.02544830581638672,-0.3439961666438274,0.44038626935484465,-0.10730420421352516,0.12728434033397323,-0.4765193791569474,-0.22944781117865704,0.3025442858391392,0.19093162094571184,-0.2111164017318147,0.603352190628314,0.08400888910077772,0.0764315956986706,0.5294648905584919,-0.06520779523969251,-0.11725139080283269,0.3729363773054218,0.15012459536260878,0.23126922720166465,0.3421467066850539,-0.40497090570245714,0.28881697355068814,0.1569014023556347,0.40400487174416416,0.3253716969100804,0.08566402039106895
Vermis_6,0.02641885798034888,-0.051544430707309935,0.038056005054401466,0.13547101218187635,1.0,-0.053710183794247864,-0.11384900798613069,-0.04101413664643645,-0.015385948751736803,0.045014488776141386,0.08879674055538954,-0.0026079534852305364,0.00915820928901536,0.04006598929582227,-0.09188723048153098,0.1455131762813645,0.08500783949196422,-0.006507179423296428,-0.003945452356834188,0.19782591725310938,0.1857904542844873,-0.0332065916694742,0.17177340550538034,0.13749996838794315,-0.04063888810032665,-0.07040641691340153,-0.10795627633506642,0.0014610291839953098,0.09091766874342912,0.20744577620522162,0.14249565780205165,0.10003991224875068,0.1134268351419471,0.1073450962100634,0.01595566715243988,0.19931856211125282,-0.029007032085255492,0.08355740908921366,0.0327099715520568,-0.0421753469282761,0.08497045738302521,0.12550929241457598,-0.020722766907354608,-0.0019164903112367333,0.034576195591902045,-0.013431501173744965,-0.07315519187028864,0.08688350974316156,0.16995024274642256,0.13325597809215434,-0.04748270407778059,0.23706508471145427,0.07723971233651754,0.012056594883770467,0.019124075467956216,-0.06260830593885232,-0.05884745092079669,0.05949935242903727,0.09751070834999453,-0.05390332573458234,0.04306495987187773,0.11637024469677366,0.10637693482009092,0.12919077588363959,0.052075759545969505,-0.00913464209337712,0.12738246984410773,0.03406714119600743,0.0014889969409999375,0.09293611865283613,0.10929885096663657,0.04637753435696963,0.0263109081186687,-0.1564429383145521,0.10771758581064257,0.043234544428779366,-0.011881951718847253,0.13605322788890348,0.12521260298647283,0.04137274159484845,-0.00571316994039732,0.045446628685858345,0.15617952872786037,-0.2055294373316542,0.16712536879491371,0.04950298486527787,-0.14628765076299458,0.05561618968288198,-0.0393618176516455,0.051878230635671436,0.009305293607596571,-0.017508329587139885,0.03880064966798794,0.13161903870364672,0.08911213488325097,0.13405641621554754,0.1380475479481082,0.008530631749159934,0.08041019409061205,0.1002001244365933,0.22387968176868475,0.08033754098684708,-0.06012189149063315,0.05546413300106678,-0.030066049706433035,0.021963197126770743,0.1185276437050958,-0.13229592120460476,-0.039920669576869516,0.050462151793331314,-0.004566833861121137,0.048373158909775046,0.08508049920140241,0.016600638329271146,0.09582210762981869,-0.10499681427692481,-0.004123382205446985,0.05227097709437972,0.00696883584540719,-0.039984682509389254,0.08397957863798863,-0.0144095401801884,0.09547498952672562,0.10125966423883072,0.01855301836983637,-0.07341055042080509,0.019521079894798614,-0.01087317915539517,0.14010880089010466,-0.14479427789920296
Cuneus_L,0.20773678104424628,-0.1472513782581302,0.3621264780451481,-0.21870879760242018,-0.053710183794247864,1.0,0.4047907915040957,0.4328159505237583,0.24654140495446783,-0.479999902824731,0.0646951705618666,0.06520221434583763,-0.0005335311687469442,-0.04111296934997204,0.2477650665109426,0.12992485362411976,-0.21426729789718263,-0.09361687428480439,-0.2279090827224688,-0.3060429013490896,0.04516953711455073,0.35950697320221375,0.05561245360585312,-0.037297987317521306,0.3199784242603851,-0.1323628857563334,0.2570002430801054,0.03201784754062074,0.17359569018713392,0.219256303418509,0.08421444282470768,-0.16517014348358872,-0.11444158534819941,-0.033181830819292074,0.5286654156418978,-0.18520193797176024,-0.17817386937407245,0.24693958214792058,0.05487448810820582,0.070863941048931,0.303792809829249,0.2962662088577279,0.42796576654213697,0.07538420872163924,-0.005352661227508561,0.21512290716522695,-0.013495726025388887,0.01944489399333969,0.009370470666599745,-0.041460459812746396,0.2953453061591305,-0.006679141900118038,0.49823932966649626,0.06490237778962005,0.42236836873530176,-0.027456686835556493,0.20036647958223097,-0.029986968339971876,-0.08866940080681933,-0.2820253242906656,0.30762086790097626,0.3438034451677641,0.18101951521551515,-0.2102752683442567,0.10552200262930159,-0.07179889094131892,0.011448563810338102,0.18275635834994303,-0.2545245509082435,0.41281629740476977,-0.0268630123585794,-0.29168484121374816,0.12339410176054694,0.22796656881041885,0.12678562290414735,0.10604391970773111,0.318754892109468,-0.23466680643037421,0.11012603172687851,-0.26280923597780353,0.2148142038505542,-0.20177844432664693,0.23243347567601066,-0.09462855801954634,0.07822230746294724,-0.18412308952155929,0.0799654319873092,-0.21753138363923552,0.4835423955459548,0.10878318935554157,0.21841706904196123,0.02858091305364465,0.14363651520031512,-0.046153633563371044,0.06439881820990649,-0.04200163294273954,-0.11019231202084451,-0.2504902263989598,-0.09907011952460128,-0.061234957148488436,0.05233433192210423,-0.031032101191953217,0.2955926322419097,-0.16097182077461047,0.017916919636057776,0.25260549396553983,-0.15986918335653147,0.3820870573209166,0.1301348729935081,0.18526498647497522,0.4694493155925387,0.08993543565258373,0.37461514811793967,0.01736064516543017,-0.06492430938458335,-0.06327393559425248,-0.14213828915438317,-0.06806058413161382,0.009474986570259476,0.12406625160461246,0.26556881747874134,0.18108944519166345,0.4294408570646259,0.0938682324354198,0.22121490126594096,-0.07393939951409378,0.30915714318307724,0.22982300708775483,0.18818783076160797,0.033142186265992885
Calcarine_R,0.3098584131643787,-0.3242861459952814,0.19170808379644003,-0.6123698558649816,-0.11384900798613069,0.4047907915040957,1.0,0.702662776377148,0.2966531256965832,-0.36944933524718404,-0.08467743020959208,-0.0628975451716049,-0.24261368019289853,-0.2313331199034486,0.3584145949480929,0.22728779674577657,-0.5771087202042219,0.380837370963169,-0.413663644184836,-0.29771536117292235,0.060150398168068275,0.6438748633642284,-0.5102202170714258,-0.06653571400663191,0.2767611041084086,0.28094238858404724,0.5419184354390935,-0.025534215717558283,0.09564704674821524,-0.10563568314137134,0.11333334516716312,-0.3689098489694172,-0.5047710997340068,-0.5786124725606158,0.8023264255960998,-0.06484025183227171,-0.27385975314865496,0.44518515044553514,-0.11724775726938354,0.5561675816375923,0.16648993535668574,0.6109361111964079,0.49770170008052006,0.5805963337612207,-0.44596280711033476,0.06533409748892753,0.06134030803823032,-0.06559002317361015,-0.25910472546784175,-0.3765755623073195,0.36061728294259726,0.14744149117820177,0.4921327335113025,-0.11720264455049834,0.6105959475000997,-0.26432174715030965,0.16591345375648783,-0.31825315163026685,0.08814010985089868,-0.10590282819098022,0.18918503463320088,0.2555100467821869,-0.12846066233656606,-0.36878538395683275,0.08027004202606795,-0.37767084745745183,-0.059126907557843895,-0.13161355792105592,-0.3659052149630749,0.26643492819173065,-0.3676459883080998,-0.7037070489877028,-0.04778970766024684,0.3101540408238834,-0.2849481913704032,-0.05694700381336432,-0.02392428876047653,-0.5199599225705224,-0.18590890290970669,-0.4567740570447519,0.4817355713730458,-0.1996786396276362,0.19205192697201287,0.007406860683028191,-0.3235949716778833,0.32082357842205556,-0.0712959266556535,-0.5863879124068141,0.8884298592003138,0.009476441904359409,0.19670391434267057,0.011254332745573813,-0.1337456763043076,-0.5782741098813424,-0.08242998802403567,-0.399999262054673,-0.33429781984270296,-0.014443856981524613,-0.02872211295956205,-0.4016458587796288,0.07662276847352793,-0.15931653226759038,0.2044394900198531,-0.5620295749367575,-0.017511785582942706,0.5069748078325629,-0.46071513118851154,0.41952659173370643,-0.07303733394353475,0.6836787804695228,0.7261885517850303,0.12255473372349933,0.1053101483397857,0.27314028656065353,-0.49322710687007276,0.1825826725725169,-0.26700373369519015,-0.3359850758301556,0.09050785853114762,0.0927635367937449,-0.12378621345748045,0.26489680207225724,0.15808215291586605,-0.04766162383511588,0.7472624292759531,-0.10907208259676669,0.10435513006227709,-0.1338344066146049,-0.27320940850318065,0.10386638831261955
Precuneus_L,0.45337597723383133,-0.0021040365817975508,0.4507739825862029,-0.22037153395631073,-0.04101413664643645,0.4328159505237583,0.702662776377148,1.0,0.4911649919206747,-0.5583778513602977,0.14295754526695295,0.34427754124428,-0.012498909424565968,-0.18084894799158,-0.036924797305592984,0.24084641533439055,-0.5300328568872749,0.07140815715920501,-0.4907144412693512,-0.22885944318923004,0.30230969515305206,0.8569878739523674,-0.2939712643783026,0.10748605827386609,0.29199879014765995,0.09442730985643817,0.2527585508339725,0.01345173500183188,0.22914852335265895,0.03746696103990564,0.38549966358808424,-0.1392970711836803,-0.049825800456524315,-0.3296873960821404,0.6407710533016578,-0.1412524046475342,-0.373835103745362,0.4847141552461102,0.16831871603273157,0.22306125380486916,0.24118818646813694,0.4301021903392393,0.8457506517232899,0.12026225220345041,-0.267364916544198,0.17102068896382597,-0.08810085940711133,-0.03857638949998797,-0.06583489994256814,-0.14744073258022614,0.49494971903580276,0.26757577201014604,0.5420164188764977,0.011953071430593766,0.6124432232107024,-0.14151886026535412,0.6510543655505547,0.19223357223467313,0.14723599958916056,-0.24187335654427988,0.6448089253745553,0.18446375208113283,0.007641378804654101,-0.4075104079433028,0.14327684328998436,-0.04020270788379924,-0.022074525051501415,-0.03751821001825063,-0.4497016790518883,0.39638437230811957,-0.07493640196472634,-0.3468528804753964,-0.13732141950400995,0.32741928332505504,-0.10966888544600095,0.3371626070930785,-0.01528500602578291,-0.3342630608191374,0.16169875320359708,-0.3894976359528474,0.738183644662638,-0.20999137574976515,0.5019293663908787,0.09008642090846938,-0.11576615859314952,0.03916479286925581,0.269946857928582,-0.6159983747282736,0.6906303352003367,0.3708026399057208,0.4309550284141771,0.03542247503446894,0.2111689760492034,-0.43187328700002875,-0.013268511009816922,-0.11066469535873852,-0.18519427739957903,-0.14194993072131376,0.049331273030995465,-0.19078616589401848,0.11952067080422561,0.08395658693098339,-0.09748539629892346,-0.5569519268210084,0.11013965527288662,0.5927578932075603,-0.25745215946739247,0.5777884482869716,-0.08521759497041519,0.31727308288765077,0.7732090771086506,0.29839253232186286,0.20219167435117133,0.09961017470954545,-0.2905552231424917,0.304925550327711,-0.3406521971259763,-0.07769899016691642,-0.009713148869711712,0.026723699435555123,0.18621083648312942,0.5652045494149022,0.4678806603322947,0.10736211956457473,0.6300887380796394,0.1138039862648157,0.2939098793341491,0.18572081792976336,-0.10509394354723485,0.17957775976054074
Thal_VA_L,0.666155284099727,0.3210400977137738,0.6377765711145216,-0.011613636757259472,-0.015385948751736803,0.24654140495446783,0.2966531256965832,0.4911649919206747,1.0,-0.22967649203136586,0.5697683003719738,0.48306306711799224,0.335530494306653,-0.11298815426307882,-0.030193517095134664,0.5277913751008834,-0.06478662453750016,0.10845794771915673,-0.2561551761007981,-0.16994318572104122,0.5258521606239603,0.4465881530912056,-0.05089024195022375,0.5699942319710214,0.5020960294927234,0.23029200255311616,0.2600866002553894,0.3539901038130653,0.5062055564984178,0.3350788026565891,0.4999997429375876,0.006164588155477076,0.1673070763929134,-0.08904172504482603,0.25829300769778324,0.2353857741972923,0.3556860956746754,0.12763298249544225,0.537958955097415,0.01234434820992136,0.09098294168363422,0.24937218297454658,0.46292499676241455,-0.06313287226513119,0.012679859144960188,0.10902194145743613,-0.13108604638705218,0.22310353661502735,0.09673612319172133,0.31972770640170106,0.5996234181658564,0.40699729721421174,0.24118198595285492,0.2691867681432314,0.5628578944307172,0.3032829314542334,0.4835080629456164,0.32201642078457954,-0.12127032891097286,0.07685839771786593,0.4908375744736854,0.19416943156158636,0.18520243773460146,0.1847256821160582,0.735941528140863,0.23482547342101126,0.40511889864299827,-0.1662035294566734,0.23646506931952363,0.3259903660338722,0.28198009377671135,0.09030930743354543,-0.3016291290891481,0.2815508816563695,0.36231169814932623,0.39477931494280094,0.04492409418747593,0.19836225651636516,0.5527498891683619,0.01995722568017393,0.4897440711804324,-0.02608395233991453,0.4050805138724998,0.2493184661854054,0.0400524456135152,-0.1540945224925678,0.3433704239117591,-0.25012659545976385,0.2611948878995537,0.45601375291955326,0.5513283205384508,0.37843816863304036,0.49162974143682875,-0.06373200237762398,0.35165151495925046,0.19611394745424868,-0.03018174904318596,0.0033415453991620086,0.4980004791230952,0.3732458494502071,0.44309204607245983,0.2792818568286172,-0.020158426947925506,-0.11300787766775536,0.20040817138314507,0.24336229662182646,0.036653315897394595,0.4715796753839811,0.5403790927912734,0.22690558548046516,0.4240078695036087,0.0673832316601421,0.1789295202827045,0.490428739030702,0.1745257183594551,0.2612761169778147,0.14543911468337492,0.36403001053184575,-0.027553912280313345,-0.12468119167662976,0.31589326429034453,0.6248529540226739,0.32898647888816474,0.5196808519611951,0.17451082608512078,0.4743875641290061,0.27380915537637485,0.43168326638466364,0.18826908495988767,0.3867812584259763
LC_L,-0.10892401489855126,-0.052724391856590454,-0.31463573587968563,0.030004401419301746,0.045014488776141386,-0.479999902824731,-0.36944933524718404,-0.5583778513602977,-0.22967649203136586,1.0,-0.10114264165288701,-0.09184480778341905,0.024480043981288935,0.09703485136833623,0.13620853552533474,-0.16449655471975122,0.2359954792876262,0.3614827901765685,0.4306489364511098,0.2547036033022965,-0.059127541511269456,-0.48871552945723906,0.05431134713182488,-0.10573007753213602,-0.18683422815042555,0.2471203263538514,-0.19728135473648292,0.12719876095862198,-0.10888374972082403,-0.07964740106349485,-0.14727600984576825,0.11846987988387761,-0.13430948506204718,0.03229523831385249,-0.4626036743662976,0.1524999728390078,0.260663876682918,-0.3536971694183886,-0.21768889740372552,0.18903011581605872,-0.2556706046886156,-0.1333984307287541,-0.6771369485258332,0.2750630484640142,0.16392580982569244,-0.19825213600113117,0.22885820464330273,-0.08893929541865228,-0.05027556175009503,0.030844530096683545,-0.3467946209340345,0.04571387862856928,-0.3811514541408045,0.04068055511291818,-0.3131116319063841,-0.06335147716092537,-0.46218515293881585,-0.3177425918212768,0.08650817607059687,0.4620347098277357,-0.5349637269638867,-0.22663376633180526,-0.16747951106507614,0.34362341573489197,-0.04112762381166892,0.13857979907825457,0.019017964198625982,-0.027925451098420897,0.3574920963715237,-0.42602666063447264,-0.005032228413816683,0.11445769247388443,-0.007680424575011511,-0.1848871064439334,-0.006721976068869673,-0.23582154792095136,-0.18476930348660006,0.288416296339602,-0.15934275788676813,0.419257547571774,-0.35064547030290943,0.29864411904937394,-0.3903309228785669,0.12735773361495392,-0.0496122903952417,0.3867894582814792,-0.25462128607763007,0.3857101867612021,-0.4145168916250636,-0.20559765649907147,-0.3148731788758104,0.22894565852346516,-0.09524770230188614,0.12711363459185093,0.09146250829657131,0.0659866236579465,0.11868172636146715,0.42153323189821523,0.0305469564084502,0.18146798656428131,0.006411671667679207,0.1327684685589692,0.121915427293143,0.31317854658339594,-0.12831732832082043,-0.2929398022184249,0.2738150747248749,-0.3766845029092274,-0.027020821979600318,0.12718065055427036,-0.45222948905353166,-0.10822581414504473,-0.3215144518671336,0.16508231383330113,0.08179667957110959,0.0005096568779841703,0.08810181343561474,0.12601722001962998,0.06199105621534204,0.19426906084937504,-0.2887254065373218,-0.280142451110355,-0.5694548255949526,0.04496244391402248,-0.2637519296910388,0.09093150679945315,-0.2836297862543323,-0.11831522891101566,-0.10382389816733906,-0.0703763114894974
