,Cuneus_L,Pallidum_L,Insula_R,Thal_PuL_R,OFCmed_L,Cerebellum_7b_R,ParaHippocampal_R,Rectus_L,Thal_PuM_L,OFCmed_R,Thal_LP_R,Cerebellum_4_5_L,SupraMarginal_L,Frontal_Sup_2_R,Cerebellum_10_L,Occipital_Mid_L,LC_L,Fusiform_L,Cerebellum_8_L,Frontal_Sup_2_L,Hippocampus_L,ACC_pre_L,Vermis_7,ParaHippocampal_L,ACC_sup_R,Parietal_Sup_R,Cerebellum_Crus1_R,Angular_R,Rolandic_Oper_R,Thal_MDl_L,Precentral_R,Thal_PuA_L,Occipital_Mid_R,Paracentral_Lobule_L,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_R,Vermis_9,Cerebellum_10_R,Thal_MDl_R,Thal_AV_L,Putamen_R,Frontal_Sup_Medial_R,Putamen_L,Angular_L,Cerebellum_Crus1_L,Cingulate_Mid_L,ACC_sub_L,OFClat_R,Rolandic_Oper_L,Vermis_4_5,Calcarine_L,Caudate_L,Frontal_Med_Orb_R,Temporal_Mid_L,Frontal_Med_Orb_L,Occipital_Sup_L,Amygdala_R,VTA_L,Cerebellum_Crus2_L,Rectus_R,Frontal_Inf_Tri_L,Temporal_Inf_L,ACC_sup_L,Red_N_L,Temporal_Sup_L,Temporal_Pole_Mid_L,Thal_MDm_L,Thal_VA_L,Parietal_Sup_L,Temporal_Pole_Mid_R,OFCant_L,Olfactory_R,VTA_R,Lingual_R,Cerebellum_7b_L,Postcentral_L,Thal_PuI_R,Thal_VL_L,Thal_IL_L,Calcarine_R,Vermis_10,Thal_MGN_R,Fusiform_R,Cerebellum_8_R,Thal_MGN_L,Heschl_R,Thal_PuM_R,N_Acc_L,Temporal_Pole_Sup_R,Heschl_L,OFCant_R,Cerebellum_6_L,Temporal_Sup_R,Thal_MDm_R,Cuneus_R,Temporal_Pole_Sup_L,Supp_Motor_Area_L,SN_pr_L,Vermis_6,Cerebellum_3_L
ParaHippocampal_L,0.23580273871257443,0.49902478091577124,0.2888338072841005,0.22292724332820196,0.24909322344270476,-0.1190729575158102,0.40248096552927587,0.457615774535761,0.5089814386852263,0.19408113623789333,0.47339822847325486,0.475458821047898,0.29208206397664443,0.5636553023590921,0.23439951360552094,-0.30495086348973227,-0.2689336303837909,0.8263839523243666,0.53111023654998,0.55646468014305,0.8936896009498176,0.18518269116943317,0.12365389768416309,1.0,0.573767178431028,0.21589548521154858,0.021007161017082315,0.03898098672864341,0.37652266080252905,0.5732110366308868,0.6638156383539926,0.33056500181799137,0.16653606507007665,0.4612408692559001,0.3251292416496454,0.5045884048187607,-0.05316461593188123,0.476664028388406,0.30274148630574077,0.047874517302252874,0.5226513186549433,0.5277052040463209,0.6650280621942634,-0.27109727176845544,0.0859141629798131,0.5348674364329198,0.15659756988109882,-0.15097857853296323,0.6477362517251255,0.44388039841667803,0.14755361040274126,0.40523328076294557,0.24214675812924985,0.43345577963563847,0.25925541718000167,-0.010944878567550402,0.3292352736775798,0.5163148337448561,0.07786654157264898,0.43277592283428806,0.32183274840245263,0.688706126945476,0.4220019778438694,0.4542074487258527,0.7103198586973479,0.40276452851639893,0.6077468069567281,0.42682728472064146,-0.008857443201480058,-0.14136030893518842,0.43367071069758295,0.4159833408750176,0.1565865962627247,0.16435311607649283,0.09469284476705346,0.35333604469525914,0.4403092333017335,0.4293897119372241,0.5252413136325491,0.013230741504258127,0.21148496004887432,0.333652101147986,0.2697904089544757,0.37134639395977337,0.40601731555882437,0.5604768217553887,0.2607406996311071,0.32768206294166075,-0.11274814195560605,0.5957046494051339,0.4582325399932405,0.03167375322654106,-0.10084413566548617,0.16587073983911463,-0.11718650810011774,0.5132008012088966,0.568995849129471,0.5008428758956077,0.1900399198485721,0.26448025756764115
ACC_sup_R,0.22393835404831572,0.4643686161082954,0.4823128047313715,0.04582515372524994,0.15975029839079674,0.013233103157204995,0.49373531255730346,0.15447748224557548,0.26297236075315555,-0.018555685470652956,0.280683515634167,0.38077090636929256,0.08601662894084183,0.6714841361577011,-0.027569231728884876,-0.2355953495162849,-0.05520355197001219,0.4670408090167505,0.22613284966277133,0.6162208651947614,0.558884252004638,0.4934026391582876,0.0019016373320226959,0.573767178431028,1.0,0.2369935045485799,0.06958912944072,-0.047382650092217905,0.4873827174318659,0.46254924124221225,0.32637114326619276,0.16420505762038176,-0.02929781174148591,0.1611898851604007,0.369657411957126,0.5267644396737432,-0.06522155699965292,0.33734125469635506,0.11725048361522032,0.29572435968769817,0.5844696254533035,0.5890334894173583,0.5817949077922993,0.003049048184187406,0.01599909503061932,0.22347894757577763,0.48286646462381294,0.36976340551453996,0.4056232393675729,0.3525414616226505,0.09742531977286133,0.4576595659580879,0.06185192465793021,0.23450883380445248,0.07747803631029948,0.16168130274345655,0.5253564375613056,0.23860343551616978,0.044790507906543424,0.267805826715914,0.26048184392415397,0.3596220450015476,0.7323019389981831,0.412581860790354,0.3977180755745608,0.09243367814357775,0.40699566724641184,0.24288319154787658,-0.0414529027025686,0.26314977802883505,0.5709738859074757,0.32992955820049263,0.30830921288026136,0.16702041717563113,0.34735077344549853,0.07586901623471708,0.3358998520810471,0.2277829782079141,0.46225425175940377,0.003143313334435232,0.06180709765301073,0.19697831748501052,0.557432065634448,0.19233007797027976,0.20052978197664084,0.1913815947676251,0.35496177949053065,0.5814756179421662,0.3714683868499813,0.29041604372624946,0.5406856387723467,-0.07827824080564291,0.1640599159646143,0.46920345115890255,0.01597193201587655,0.41413261764052006,0.48304893350086003,0.40237654089247676,0.07006442294188456,0.28993300072651673
Parietal_Sup_R,0.22796656881041885,0.24976608601668648,0.2251357237541763,0.03033767723107928,0.0722037367068235,-0.05754339631823828,0.11217664647774431,-0.10131107866117177,0.24823802731581707,-0.06605315371580647,0.13643463438434428,0.1841552524034084,0.31145771375492753,0.11660030872157622,0.10970579390341967,-0.14683826829125698,-0.1848871064439334,0.3010674004786128,0.16273720160440094,0.07905732480183467,0.327586812694696,-0.03546860448705955,-0.1623664236957236,0.21589548521154858,0.2369935045485799,1.0,0.05645307043955466,0.3038431047761017,0.14129973366252066,0.20097947190513374,0.18652398445581247,0.16338870000854996,0.05209293105422649,0.2673056942934138,0.20141272773265348,0.11095468324781387,0.0014697217843502146,0.163533100154978,-0.009930654300932316,0.07880620398893858,0.16631899285032606,0.008085097139755457,0.1830329433809076,-0.145389552126316,0.017352869769578946,0.12026481804152502,-0.12499305625684465,-0.1406639208630743,0.2721709201674771,0.2810466614997357,0.2939073338995518,0.1308420254714271,0.11469113081308675,0.15772381328692917,0.04260403833106546,-0.057678951763554843,0.042537198443295315,0.044664784491106065,-0.14581453489773868,0.02054305990647374,0.09211818192138399,0.16250765279876656,0.13171612305862415,0.026576227374589242,0.24710675507722105,0.06933090891679171,0.2732349650729623,0.2815508816563695,0.09425423756901896,0.11702263559486537,0.02078612704422101,0.07753235225807813,0.21009518540721142,0.13021783408133258,0.05990579915784609,0.31730585546766776,0.1690362749157088,0.14904579119086891,0.23365703541927152,0.3101540408238834,-0.01776855459816054,0.15034435440122393,0.08199160454443301,0.14991148911193183,0.28705947357906497,0.16504335581845467,0.3317983844252506,0.06374784923558434,0.11528099901224059,0.11518953502329879,0.020173643996737208,-0.07824232501390799,0.006652697018997985,0.10284120477712216,0.03142742441033546,0.047248988932051025,0.14447563594013732,0.19718780276796022,-0.1564429383145521,0.08039291262987759
Cerebellum_Crus1_R,0.21512290716522695,0.2024541018204551,0.014052779803938738,-0.1412873238109713,-0.17386308597768407,0.07874431446024174,-0.025442306665580647,0.022430404434428855,-0.03147536947617487,0.09165016810050775,-0.0032427377526356655,0.2770470644063547,0.1934970906781973,-0.04243118998765308,0.13740973631032258,0.11902369553442499,-0.19825213600113117,0.112231437120401,0.3106099479984162,0.009421518085537858,0.08406623657279579,-0.014954607487238723,0.16904792759431336,0.021007161017082315,0.06958912944072,0.05645307043955466,1.0,0.021836306861814085,-0.031574840698653794,0.22908859393832834,-0.03742732668144114,0.3226076019527476,0.03590006267850777,0.05811575613588219,-0.11351154666699792,0.03869539560735503,-0.09623828453888848,0.024874626683745283,-0.0032346361489850924,0.25239470389850316,0.03843835097938449,-0.007679056975131564,0.09907992336718881,0.02252904437712242,-0.057274226845057695,0.08200117271409389,-0.01618256578974932,-0.07679231506446176,0.13718380926618187,-0.08756487001700836,0.122417073500705,0.08941949015010194,0.05406540089307256,0.028124120596606024,-0.2275132718464987,-0.21185788279334336,-0.1749067630502511,0.3287897431172398,-0.06533373292823758,0.057885899485622144,-0.16063249265689236,0.05989868167416299,-0.08479752533433467,0.048343931486335256,0.07099928261379262,-0.020667720098598037,0.3263375397402362,0.10902194145743613,0.10163532628225568,0.18597766688455378,0.012384466090852992,0.044460471349404895,0.08543040284140747,0.0827504162700898,0.024428476412046735,0.04952036009406571,0.17477717977836935,0.05852894729687688,0.11555420852111999,0.06533409748892753,-0.07982669258330122,0.005678585522866593,0.11853196348795281,0.3729053491280048,0.20159886493607346,0.005545292647511711,0.29234012391338976,0.17936729558778453,0.11114881419358555,0.20671988506605907,0.03364497733115296,-0.3145604844970083,-0.09968139116183534,-0.07379606973200618,0.02503792236160886,-0.05560614081157743,0.02357193966184697,0.09611094208193367,-0.013431501173744965,0.25218804579342247
Angular_R,0.22121490126594096,-0.14109916408578072,-0.05535060499935073,-0.015006252605055488,0.018656376035564595,0.08119403108333689,-0.06071323153615109,-0.11209566220201342,-0.0333841902007265,-0.21034657556478645,0.23021998970484261,0.32244483096283527,0.569452222075081,-0.33769180142814315,-0.2283833625843741,0.06074934406170296,-0.2637519296910388,0.2401866462655576,0.14669268278906933,-0.41337579023882604,0.18287708139755504,-0.5411784634549363,-0.2046500518568232,0.03898098672864341,-0.047382650092217905,0.3038431047761017,0.021836306861814085,1.0,0.034459878442884444,-0.176992052323643,0.01960028118927159,0.09550323741034282,-0.09651938467186441,0.17859609675067203,0.13429408319433636,-0.37692791771428863,0.2369929883080195,0.02212654450128153,0.04641104525249816,0.17006369588795767,-0.4037430263214095,-0.23787813537165572,-0.2575166044403139,0.0017568458104766354,0.033891549009648664,0.11818126181712892,-0.5785730477566907,-0.4212520196240133,-0.1087677223567681,0.3684739798087942,0.7141847450061701,-0.3415373559292035,-0.2787256239561728,0.20678878719691626,-0.25209772892996063,-0.180255331284022,-0.3922082126668234,-0.13297153909820125,-0.1639556503750521,-0.40497090570245714,-0.3783584432001906,0.07513817970665826,-0.1797346387533212,-0.026721550794774285,0.28113151535174596,-0.04965012045522192,0.14907071066386424,0.17451082608512078,0.16379930558313027,0.08080944770193836,-0.48720591073611846,-0.2594065439454062,0.2161470802871558,0.4792922136539084,0.007268063581939015,0.4209606990108955,-0.12055989288448202,-0.01749082239000016,0.07609455941563285,0.7472624292759531,-0.4461035322199338,-0.03134367966697363,0.026554716106233903,0.26464811549397466,-0.1347125230362861,-0.11079385144747184,0.45702295434643636,-0.40562421250674113,0.08028655848044014,0.07079757179589577,-0.4376029539266501,0.13599095944673936,0.21608097099631515,0.02571606961342771,-0.24196088794389814,-0.08208720424688816,-0.13398724514796795,-0.08073882033430314,0.01855301836983637,0.23986533722092734
Rolandic_Oper_R,0.028155037384524937,0.3728020126720673,0.6319830294463884,0.28756131409945024,0.4035780697929724,0.20221892031311994,0.7601432315244815,0.15653810748195673,0.5077810026475861,0.019607607192059704,0.4617913156777795,0.1380782690891443,0.18438367132791025,0.5082706644339833,0.0215708241036629,-0.12188474281427988,0.13771653558194896,0.14163898207915887,-0.07139458309742262,0.40661827389217986,0.47223276128908803,0.2391640471201196,0.03502586126520317,0.37652266080252905,0.4873827174318659,0.14129973366252066,-0.031574840698653794,0.034459878442884444,1.0,0.40966029747363875,0.3612146430737383,0.31445650443409245,-0.22535443344886255,0.23759958213346682,0.7891522351750976,0.5814524709570248,0.2354390604146301,0.2304795096032973,0.3053325258323842,-0.058222312043064085,0.4773352882205118,0.3520763084328739,0.2885330422063509,0.12743253080392034,0.13971708549507486,0.49466356881277085,0.17969864028658034,0.34335851178760873,0.5503802966120679,0.28170400628555237,0.07567549106600341,0.42501850091325727,-0.08243186655389903,0.129285035555083,0.19414687501784553,0.18695567119361187,0.4871028378947841,0.07260389947967807,0.09835756153353543,0.01894114578726345,0.4403361826768879,-0.058937539078485375,0.29457480829914623,0.5405713210597547,0.037986237217053,0.24866855821446912,0.31974394061283323,0.46025479292854415,-0.008410930140896437,0.06764679991794387,0.18296015516670133,0.14710824184709714,0.4034873159790528,0.4056286742156539,-0.15389216948125747,0.4234586453360615,0.3691736574255081,0.4605873102940327,0.4825281444119673,0.17364226418954565,0.06813367483319033,0.14502033064305261,0.6456624084174075,0.15680431536876718,0.1559203972844466,0.30222905871117517,0.40988685448118173,0.1275101795382244,0.4205402904219207,0.36669882872336856,0.09800559842304721,0.044702701739393017,0.6162119183550658,0.480318482306274,-0.06701866867662588,-0.00915163077447778,0.5212504988586663,0.3762770729678096,0.06737143012343073,0.06258926054366157
Thal_MDl_L,0.11012603172687851,0.7375388462229983,0.38012857029536273,0.07474015747297619,0.10323967613981899,-0.036827495348182124,0.4298455004502303,0.27414342458258917,0.6172844787137769,0.11957590141717492,0.31518774669422095,0.19429785062795701,0.15855230305646423,0.6071500629004086,0.5309028032951215,-0.19087951370672065,-0.15934275788676813,0.36375651075007165,0.3937423250290278,0.6036742684770462,0.5658633964311575,0.2589500539600738,0.1977500777206237,0.5732110366308868,0.46254924124221225,0.20097947190513374,0.22908859393832834,-0.176992052323643,0.40966029747363875,1.0,0.5849036557917112,0.47972860685173274,0.1371226239959397,0.410000449799207,0.27749799857510116,0.621835092416297,-0.0015694652429929315,0.39370727584742415,0.2941071204914768,0.022529777478007253,0.6683235801009668,0.4060338111241283,0.6625407678425826,-0.2040727936103661,0.20299992421305263,0.5377742625894867,0.23845534758695883,-0.015034476847167036,0.7144017191768516,0.03596518868868575,-0.09661576758047699,0.6398553134712547,0.37921312940339935,0.26532673653675626,0.2071268080339691,0.012299365870410913,0.3226193456796027,0.538269340183166,0.09252142256490428,0.5054936754026457,0.40055442827565146,0.28977167602639,0.28371631295988836,0.454120807535127,0.25791637306339016,0.19410829376959,0.6609885319183679,0.5527498891683619,-0.004824875069304002,-0.029902865729508538,0.4046004307323923,0.536460229367756,0.08866954314638208,-0.0677611620371094,0.050131183480856455,0.30536129287949887,0.6265693412388554,0.5976360777794676,0.5085822923098774,-0.18590890290970669,0.2888510752255693,0.40807432615806577,0.3452352597608989,0.4246593086303762,0.5875611658905295,0.6057259156415298,0.4403892760854571,0.4828931213837065,-0.1649304812692271,0.5934140075817189,0.42373906329730765,-0.03998787929212964,-0.10206885544063653,0.15135926262803107,0.07250492356527911,0.14043677361151052,0.5909776830518023,0.47798273120630597,0.12521260298647283,0.0453749251349056
Precentral_R,0.10604391970773111,0.4887229637615329,0.23952384367351887,0.11123620290236419,0.02241625850361397,-0.20754061207551824,0.33641533215305774,0.3146633973737428,0.540989432399967,0.2335434522703144,0.42975422494404997,0.24082488360788043,0.2918162274308772,0.4754341120751867,0.46430003340634274,-0.30077930061192326,-0.23582154792095136,0.5037876316161813,0.2965488767294318,0.4398724423635099,0.6466991596250737,-0.030991719878085373,0.2266700950395822,0.6638156383539926,0.32637114326619276,0.18652398445581247,-0.03742732668144114,0.01960028118927159,0.3612146430737383,0.5849036557917112,1.0,0.276834722357548,0.13389023637377617,0.7554725153773604,0.22567172458903695,0.3371519832213811,-0.11795603419080417,0.3124516585493704,0.15261731415682592,-0.1317024428630777,0.37823472020837945,0.38416171355111667,0.327177546276623,-0.19064348762053884,0.18195479432017267,0.7494922349188238,-0.0695884259502125,-0.258655279406489,0.5385397797157351,0.16398700746006686,-0.03811394029794906,0.420000143697847,0.2997732237933398,0.4699689520245268,0.08001957211611611,0.041434462189275864,0.19224978440441504,0.388357213346501,0.13111877487938434,0.5020098205630116,0.23702482048721052,0.3652595986793788,0.08879897918735105,0.346871054177505,0.2916050047304462,0.30674916025601173,0.49373090055967533,0.39477931494280094,0.025764306275546874,-0.19849123944473063,0.14692627376153472,0.5184046829542025,-0.07854491778255328,-0.03605219165314614,0.0238610355967371,0.5643950122132302,0.6072710520762278,0.3453505146708014,0.3732579873790225,-0.05694700381336432,0.2993970589445165,0.4728539044719093,0.22804386795521212,0.21406292960476375,0.500218851484517,0.6040736376240823,0.24617197204897187,0.14484708240924185,-0.38615546918931526,0.5312130744553195,0.21539143886385886,0.16488381285297213,-0.014830904659184603,-0.05769978641157649,0.014813129095342086,0.016163899984472166,0.763051113059463,0.23375305206382724,0.043234544428779366,0.019352131484410024
Thal_PuA_L,0.3975259922163486,0.35251950018344447,0.10859176143436951,0.14850170423003886,0.08956432097134402,-0.07666926831650596,0.18920814533137106,0.269807059846379,0.3734184273692844,0.08409561740928381,0.37849930212749977,0.4469998464570863,0.4688440227461747,0.10304405583454401,0.37357249897605205,-0.00022663669063499676,-0.33627951683525464,0.28957967772359594,0.5322782391947325,0.07501298375004577,0.4320957963261014,-0.23780285329531803,0.27268925821656853,0.33056500181799137,0.16420505762038176,0.16338870000854996,0.3226076019527476,0.09550323741034282,0.31445650443409245,0.47972860685173274,0.276834722357548,1.0,0.020887725542497043,0.3873101901282505,0.2765235770546133,0.18287021815976606,0.0918473596646536,0.22997989453031983,0.5611743006505541,0.10450410569989112,0.14878707376316846,0.126672521273282,0.17588577379371328,-0.12231248394479043,0.1590319213821073,0.4565853699698098,-0.22024405193875224,-0.2351781421003653,0.3991312356282787,0.05969608949325355,0.2893017573955995,0.16171266772701468,0.01925090179696078,0.0176744458863719,0.05401262008912626,-0.15120971336975322,-0.180156765198221,0.5183803653875897,-0.13445220206700378,-0.04692658542816617,0.05156252300104657,0.18153005619604168,-0.1731772878591623,0.25093332680604896,0.10679781142920079,0.12708191743799718,0.6211623460792677,0.6177296114979156,0.2443522023399092,-0.1204524979930304,-0.11752330442822677,0.03883775001967399,0.21490893062619845,0.24116010353309966,-0.14626353735610262,0.4122000720278579,0.43914514479194056,0.5071960510962539,0.4862518605141719,0.2588864752628803,0.03339035923483202,0.14688610903233681,0.28146854031693086,0.57750254665672,0.44748767068670875,0.248869526394396,0.5844021223541698,-0.05902095801238884,-0.014807302394436651,0.578054552318717,-0.058340033564048155,-0.03519543174848092,0.04954311724124119,-0.05833376014362148,-0.04180379886968667,-0.12018324311095392,0.16796970113553814,0.20968220898374357,0.06696205020411067,0.3079154461932065
Occipital_Mid_R,-0.11019231202084451,0.06818174302591751,-0.13450758403012292,0.10101715218804971,0.03964667711035994,-0.004434652987859763,-0.05440681163597069,0.1735325434327408,0.08438820796227017,0.22938382695979834,0.09073033770943029,-0.0440769294261789,-0.13413999444767266,0.10882052472926737,0.166052608185093,-0.16500804641468425,0.11868172636146715,0.08680351563580645,0.16197766519211604,0.18079351113764533,0.09341734605734517,0.13981155966231304,0.15029340949438658,0.16653606507007665,-0.02929781174148591,0.05209293105422649,0.03590006267850777,-0.09651938467186441,-0.22535443344886255,0.1371226239959397,0.13389023637377617,0.020887725542497043,1.0,0.06086978642765329,-0.15511624667455534,0.08682498852103339,-0.07248234583512764,0.022948279356591786,0.011621946229214664,-0.06311427733180615,0.14399316238387247,0.08403981072439538,0.2396180372798113,-0.18781916331957144,0.0375382236632885,0.00158133121924785,0.1783021818963525,-0.1029252788410389,0.12536294471229784,-0.11161840394647529,-0.2659035329997025,0.11774636024539374,0.28613692933051055,0.0017120635446270444,0.14911333705365812,0.015205280973154342,0.04858731636161847,0.2326687754735223,0.11310829294365961,0.27301693227837287,0.13329992427613233,0.15378323699391322,0.07328263200797956,-0.02488924036151554,0.18860160763290032,0.11215577881812759,0.09228344205938936,-0.03018174904318596,-0.037544269069172166,-0.04921246169660267,0.2153209676882625,0.16445932638957034,-0.14481974356357039,-0.22179621476930403,0.07371492740195705,-0.11999043091439504,0.10435452873305093,0.09335507275990737,-0.06445352486462623,-0.33429781984270296,0.33310798469806735,0.10663833377687426,-0.1646591550912635,0.07932582172856768,0.02400273469139573,0.13986018057097177,-0.21653249871289795,0.25973751454831767,-0.34594781115032464,0.11586359454951088,0.2587252674418143,-0.018069364958544838,-0.3437652344634305,-0.09723483579739427,0.042196099049868555,0.22110207923858946,0.07384941329439093,0.14294466733193775,0.1380475479481082,-0.061357905316457434
Paracentral_Lobule_L,0.20036647958223097,0.4237538442489638,0.09268178051349286,-0.0820885918718745,-0.058055380097378186,-0.2617363960063148,0.14375249390962486,0.03983618620699198,0.3419773471507114,0.1447887188229549,0.34788744945434036,0.33332131769777246,0.48637758425046485,0.19149111462792281,0.580799899348896,-0.2906640625640138,-0.46218515293881585,0.4610573971716999,0.3770589516371381,0.12017898271054009,0.4279398206031261,-0.24906278789324218,0.12419568714887015,0.4612408692559001,0.1611898851604007,0.2673056942934138,0.05811575613588219,0.17859609675067203,0.23759958213346682,0.410000449799207,0.7554725153773604,0.3873101901282505,0.06086978642765329,1.0,0.07597367379747684,0.1797217640285026,-0.17595181783831956,0.2517075284655745,0.042705280740600614,-0.11542257351891642,0.18173072825642803,0.08840699646048755,0.08279688991240945,-0.2287608604454551,0.12388669241383302,0.6519752066245402,-0.328660077802988,-0.36029794459841435,0.34842300706517226,0.18394843944969183,0.11283519102546566,0.2733982901354057,0.30598996107232335,0.2807070541678519,-0.07031822720483065,-0.14190405470048384,-0.06821497419317726,0.33195927655528357,-0.07837199860932245,0.2806424749490281,0.04020291252461098,0.176745039342603,-0.1812545439015616,0.0522321793782068,0.05593426070477634,0.2776996301657198,0.4323854515099755,0.4835080629456164,0.05291259794028129,-0.27840885084154243,-0.11099786740774156,0.268825701738833,-0.12666406059152335,-0.09439204388816784,-0.011768947329460912,0.7688428336829154,0.5006634955396277,0.2812765235500436,0.22732669779437836,0.16591345375648783,0.1053970493416618,0.47628525388384935,0.2571289125169716,0.3314437089385935,0.5989646928266236,0.4485486526526985,0.2949505025007329,-0.02775598576027759,-0.39234379627697924,0.3331084668540385,-0.04139896757806516,0.005027808633962207,-0.06742823872629962,-0.2623713036739164,-0.002463334831477328,-0.27349941518298254,0.4448540915155277,-0.011295762307606871,-0.05884745092079669,0.06822666270015423
Frontal_Inf_Oper_R,0.01736064516543017,0.17413059747695753,0.621918446368688,0.47082594225887475,0.635698566134475,0.27125924987837574,0.6070635750672545,0.12846455439041155,0.5565033972160818,-0.053330248015593024,0.4872069568389507,0.026046228829503835,0.1574942716687315,0.4153032616786939,-0.1297065339498453,-0.09161673635672558,0.16508231383330113,0.1453643045036634,-0.18271374876510438,0.3516015215849663,0.448642030080831,0.2085721562689639,-0.1326836754020292,0.3251292416496454,0.369657411957126,0.20141272773265348,-0.11351154666699792,0.13429408319433636,0.7891522351750976,0.27749799857510116,0.22567172458903695,0.2765235770546133,-0.15511624667455534,0.07597367379747684,1.0,0.44789334648444756,0.28980782562643637,0.11799519311942928,0.373677321682063,-0.11831180079321185,0.4183695417145964,0.31345590345822394,0.2911337009640757,0.0786094115964135,0.06086889400404997,0.315131488497133,0.14000189360304413,0.2952756744635325,0.5030143704923815,0.4267366836024222,0.13741749096595027,0.2881852420860478,-0.02280787671600763,-0.00021700549105667694,0.3608599042263089,0.15968978291338864,0.4431464770243438,-0.10462720628284955,0.08712254278489115,-0.2111164017318147,0.5603748911610736,-0.03976738469507381,0.2817567168678637,0.5178690495860487,0.1419238305685018,0.2751302314353041,0.28460094506225936,0.490428739030702,-0.11848253786666645,0.06729208128924682,0.14585848485918212,-0.10595004907515722,0.45795333767705515,0.47537174291633355,-0.16901348950600759,0.2803464314225416,0.24157043882451787,0.547726082450161,0.5190123566506465,0.27314028656065353,-0.020770295968080853,0.08295561824885227,0.4089837556213631,0.055656720382420095,0.12891588542719834,0.250667532627751,0.38855154106876005,-0.007516700000424751,0.49885478036023523,0.35138119444868343,0.038341557126591874,-0.0829136861603218,0.6106448826794696,0.542919117598724,-0.04733979148837959,0.11511506221691897,0.3055063812121997,0.35431449458467995,0.016600638329271146,0.06403530142964749
Frontal_Inf_Orb_2_R,-0.041460459812746396,0.6168918021647468,0.6618194954043705,0.24274650072684498,0.3101569709246011,0.1052640263578904,0.6747785230010731,0.32231795771522453,0.5873382362472191,0.16481941786672885,0.1770386326960111,-0.1314835334348345,-0.23650051897352833,0.8265612398026333,0.3401267464657916,-0.354357204976928,0.030844530096683545,0.1533514234218937,0.08613000017784815,0.8340373858918116,0.4399093942738422,0.651908236439698,0.012049586702513597,0.5045884048187607,0.5267644396737432,0.11095468324781387,0.03869539560735503,-0.37692791771428863,0.5814524709570248,0.621835092416297,0.3371519832213811,0.18287021815976606,0.08682498852103339,0.1797217640285026,0.44789334648444756,1.0,-0.08249586282149914,0.32857577676084654,0.20085072486492814,-0.1999868109235057,0.833055771100634,0.6170822921013749,0.7341690832955882,-0.09407672189838026,0.23327559339863463,0.24397906776206624,0.5306030936261311,0.49336484641749945,0.6985561197515605,0.012363472461435411,-0.38451308512511306,0.7094567393111314,0.22598556733070524,0.09621861442787999,0.3438842873054037,0.18591189469444422,0.7202609902669801,0.2741083027915306,0.23824774627737827,0.4655753174637136,0.518565318532258,0.1021293410635127,0.5355968130504888,0.5219165674193469,0.09001703490360698,0.3238361645960215,0.36928321601117664,0.31972770640170106,-0.13555344962959756,0.08785534708295444,0.7356293409372593,0.4972298358434229,0.08858828827418097,-0.1669450731808561,0.014455830133502937,0.06915634414207417,0.4603848810707843,0.36810494986454745,0.32565825688749533,-0.3765755623073195,0.2842179340951604,0.3167946982530432,0.4742247127540481,0.24145202844868066,0.3646512320870246,0.5721217427655346,0.0982145820771139,0.518620307665207,0.13202230120435407,0.4158182504203972,0.5868140393620264,-0.13942898072840243,0.05219384131860075,0.39053524951431634,0.03512656890437318,0.29050996699923937,0.46419744653204514,0.6055366343260635,0.13325597809215434,-0.19834141176869496
Vermis_9,-0.1323628857563334,-0.00471165039145455,0.19247907364801253,0.13419741896091306,0.10045456739491282,0.30616276336777737,0.2525723023359935,-0.08053136343618396,0.044270923488865715,-0.1372626621155408,0.10952242750507526,0.05178866295241178,0.16473107600267275,-0.16783656290166316,-0.23328465404583318,0.17481929300618468,0.2471203263538514,-0.041691500319762945,-0.10822836432821165,-0.21015887127049418,0.09264416528974284,-0.22202378074894968,-0.0005395351382546465,-0.05316461593188123,-0.06522155699965292,0.0014697217843502146,-0.09623828453888848,0.2369929883080195,0.2354390604146301,-0.0015694652429929315,-0.11795603419080417,0.0918473596646536,-0.07248234583512764,-0.17595181783831956,0.28980782562643637,-0.08249586282149914,1.0,-0.07625922670089225,0.21668261677202502,0.16136961577707815,-0.03517727587674935,-0.29191762610629346,-0.033000191958297495,0.17402795868309254,0.0732211115565408,0.10834263905471038,-0.16599901804145803,-0.11176835287210435,0.09649385694653062,0.13718269635049057,0.2755805868669644,0.009539738893349109,-0.18215634740155373,0.03805260618830385,0.006403575229341001,0.06593957812699204,-0.02824273102760971,-0.13087641535994674,0.03589969778918611,-0.2901201518895103,0.07247836054600172,-0.12297969052211946,-0.04498619987032462,0.17514963349414872,0.016118816704796313,-0.06109150752764786,0.013199131056145686,0.23029200255311616,0.03854591749235856,0.05786116612817903,-0.3181250769263048,-0.22335860709230201,0.39242670961518944,0.44413689777107335,-0.1029782179515011,0.09168443402518595,-0.1856327625833803,0.23420803840184407,0.11254736971709774,0.28094238858404724,-0.06274414799715551,-0.004343472820056902,0.19353168939041313,0.10418794243267944,-0.18054966070148762,-0.02045447316376283,0.2659604836633721,-0.1150229270554717,0.13559812992013984,0.10034091899978496,-0.2791845737958527,0.2002750230449821,0.39806465345904873,0.38107113212102106,-0.11898592174069535,-0.09889157141873003,0.027515086791077528,0.23366626584918196,-0.07040641691340153,0.13733520053917442
