,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_L,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Vermis_8,-0.1926743917403848,0.1550250544556297,-0.03577708439407956,0.08051939760100993,-0.19866698079640993,-0.24412277278761668,0.24693958214792058,-0.10658198429653394,0.18706845930243263,0.37494013932124953,1.0,0.23950815905571515,-0.05263682959310875,0.028642508078565738,0.099875423975552,-0.47980348770578424,0.023202824851850334,-0.22038354213997788,0.15451935172237483,0.010312570690811042,-0.3536971694183886,-0.3314822629839642,-0.15904612951273528,0.251154145776377,0.1463128482390546
Thal_AV_L,0.06770738421077341,-0.23755629911487633,0.30468136076022245,0.00837782995723962,0.17272377440928066,-0.24066485412557828,0.3945456659782779,0.10946186983091093,0.16074341519493035,0.09508153224878378,0.23950815905571515,1.0,-0.12105349135981755,-0.08552066738979436,0.16136961577707815,-0.19555667766663734,0.4089698933130101,0.19231825674285383,0.29763308219171236,-0.2765740238560965,-0.07322146185226393,-0.1999868109235057,0.22635704934070675,0.03129504357485953,0.062166670636600314
Thal_MGN_L,0.18473024493387002,0.14548882366263957,-0.08666148959009862,-0.21723521630939777,0.05787761468209643,0.5534431957274158,0.238749699669913,0.2322262446162945,-0.47791038779056966,0.10544237376075632,-0.05263682959310875,-0.12105349135981755,1.0,0.5714879239889694,-0.18054966070148762,0.08368130682676636,0.043768598398085085,-0.06968533628016814,0.5033820350399811,0.22508101571249484,-0.4212918977165715,0.3646512320870246,0.2816178040143177,0.3688950221402031,0.04344434399999383
Paracentral_Lobule_R,0.13650386034565856,0.11293159120984016,-0.2589388144212532,0.09519638445813135,0.003274557540277972,0.5393472523013187,0.21841706904196123,0.12186717116068296,-0.2585613072772269,0.04187983944324623,0.028642508078565738,-0.08552066738979436,0.5714879239889694,1.0,-0.049553856800748614,0.0925839553759961,0.31604950178465124,0.0010278446177837037,0.5082835598505451,0.6230291326839403,-0.3148731788758104,0.2920377724116834,0.3110543262490759,0.7256318157558228,0.16617764739968843
Vermis_9,0.23366626584918196,0.21668261677202502,-0.17578354608607918,0.39806465345904873,-0.2537547735837071,-0.02045447316376283,-0.1323628857563334,-0.1197436547344861,0.39744628553094313,0.18392536249622954,0.099875423975552,0.16136961577707815,-0.18054966070148762,-0.049553856800748614,1.0,-0.02824273102760971,0.016118816704796313,-0.04498619987032462,0.013199131056145686,0.08178013845182082,0.2471203263538514,-0.08249586282149914,0.0036153260413687607,0.09168443402518595,-0.0005395351382546465
Amygdala_R,0.4844147222389176,0.07984007405091369,0.363483896866502,0.2490693881021181,0.4309462688284376,0.2946160524717532,-0.26280923597780353,0.06766144397254707,0.03752162911213884,-0.38724485376775175,-0.47980348770578424,-0.19555667766663734,0.08368130682676636,0.0925839553759961,-0.02824273102760971,1.0,0.026859435405356645,0.6527515106010299,0.04364238253802174,0.05966054640193555,0.419257547571774,0.7202609902669801,0.504111540403191,-0.18789468652747837,-0.044184909635723156
Temporal_Sup_L,0.4212456170475046,0.07989209854244388,0.26613965975951676,-0.24343969601130513,0.5296891760227477,0.2664545770024631,0.3438034451677641,0.3061519676584298,-0.29904910512586985,-0.20530562367824032,0.023202824851850334,0.4089698933130101,0.043768598398085085,0.31604950178465124,0.016118816704796313,0.026859435405356645,1.0,0.46810054147569236,0.48855169209264815,-0.19325373936944332,-0.22663376633180526,0.09001703490360698,0.6986085444928116,0.15486627003644704,-0.02891191416927858
ACC_sup_L,0.46020993211596917,-0.04162098622876301,0.6584835204533233,-0.0469969052839233,0.682786453056444,0.1601541645129072,-0.004281871873142192,0.1759049010786899,-0.07155987743466868,-0.46225701474601594,-0.22038354213997788,0.19231825674285383,-0.06968533628016814,0.0010278446177837037,-0.04498619987032462,0.6527515106010299,0.46810054147569236,1.0,0.18725948603769124,-0.2619079957483062,0.1519199796930825,0.5355968130504888,0.653923178114233,-0.1692954755379147,-0.135346344340447
Thal_MDm_L,0.4671153604315277,0.3544558389361461,0.1438760939463696,-0.128875914544314,0.3028809689965063,0.4982234391887445,0.3621264780451481,0.25438765954196535,-0.28387616965019574,0.20675475343473115,0.15451935172237483,0.29763308219171236,0.5033820350399811,0.5082835598505451,0.013199131056145686,0.04364238253802174,0.48855169209264815,0.18725948603769124,1.0,0.13509598027559247,-0.31463573587968563,0.36928321601117664,0.623669618792248,0.44304467528032043,0.11464084979255718
Precentral_L,-0.06194584959231632,0.13492467777678482,-0.3174268591201053,0.46105186460171665,-0.4396548503141194,0.23565924642762032,-0.06327393559425248,-0.171552202590602,0.2529178151060781,0.25980522170803216,0.010312570690811042,-0.2765740238560965,0.22508101571249484,0.6230291326839403,0.08178013845182082,0.05966054640193555,-0.19325373936944332,-0.2619079957483062,0.13509598027559247,1.0,0.0005096568779841703,0.07902147474247098,-0.16555453518851868,0.6669198356341157,0.08874211472827569
LC_L,0.09146250829657131,0.006411671667679207,-0.027925451098420897,0.3614827901765685,0.05431134713182488,-0.21768889740372552,-0.479999902824731,-0.16747951106507614,0.3867894582814792,-0.2929398022184249,-0.3536971694183886,-0.07322146185226393,-0.4212918977165715,-0.3148731788758104,0.2471203263538514,0.419257547571774,-0.22663376633180526,0.1519199796930825,-0.31463573587968563,0.0005096568779841703,1.0,0.030844530096683545,-0.07964740106349485,-0.35064547030290943,0.09784060731348053
Frontal_Inf_Orb_2_R,0.6055366343260635,0.20085072486492814,0.33134397880957533,0.05219384131860075,0.4407548308950413,0.5721217427655346,-0.041460459812746396,0.2053171888491592,-0.2010830979657595,-0.2295660165940236,-0.3314822629839642,-0.1999868109235057,0.3646512320870246,0.2920377724116834,-0.08249586282149914,0.7202609902669801,0.09001703490360698,0.5355968130504888,0.36928321601117664,0.07902147474247098,0.030844530096683545,1.0,0.6524760415907193,0.06915634414207417,0.012049586702513597
Insula_L,0.728086691294614,0.2048048880814033,0.4207524560359543,-0.1382024313432718,0.6806007289877973,0.5179197815868724,0.219256303418509,0.36064865306628213,-0.2974812437252644,-0.17571173006200785,-0.15904612951273528,0.22635704934070675,0.2816178040143177,0.3110543262490759,0.0036153260413687607,0.504111540403191,0.6986085444928116,0.653923178114233,0.623669618792248,-0.16555453518851868,-0.07964740106349485,0.6524760415907193,1.0,0.05052786198790336,0.04469952799489189
Postcentral_L,0.016230068697001096,0.10690353172393254,-0.15306872200911073,0.15017135688541167,-0.27352752988612294,0.28618390680714506,0.2148142038505542,-0.0018669147552987275,0.04945304882010185,0.3950609274550608,0.251154145776377,0.03129504357485953,0.3688950221402031,0.7256318157558228,0.09168443402518595,-0.18789468652747837,0.15486627003644704,-0.1692954755379147,0.44304467528032043,0.6669198356341157,-0.35064547030290943,0.06915634414207417,0.05052786198790336,1.0,0.04520891003526959
Vermis_7,-0.029526625416703593,0.09603659832707842,-0.1292025473103676,-0.02713951946491505,0.11340065178400507,0.04573803312858189,-0.06320039209553027,0.09542187085739073,-0.11023946278319398,-0.02600421570320209,0.1463128482390546,0.062166670636600314,0.04344434399999383,0.16617764739968843,-0.0005395351382546465,-0.044184909635723156,-0.02891191416927858,-0.135346344340447,0.11464084979255718,0.08874211472827569,0.09784060731348053,0.012049586702513597,0.04469952799489189,0.04520891003526959,1.0
