,LC_L,ACC_sub_L,Red_N_L,Cerebellum_8_L,Frontal_Mid_2_R,Vermis_9,ACC_sup_L,Precentral_R,Cerebellum_4_5_L,N_Acc_R,OFCmed_L,Cuneus_R,Thal_PuM_L,Thal_IL_R,Precuneus_L,Thal_AV_R,Precuneus_R,Hippocampus_R,Rolandic_Oper_R,Raphe_D,Frontal_Mid_2_L,Cerebellum_Crus1_L,ACC_sup_R,Cingulate_Mid_L,Cerebellum_4_5_R,Insula_R,ACC_pre_L,Vermis_8,SupraMarginal_R,Cerebellum_6_R,Vermis_10,Temporal_Sup_L,Rectus_L,Temporal_Inf_L,Temporal_Inf_R,Olfactory_R,Frontal_Med_Orb_L,Caudate_R,OFCant_L,Supp_Motor_Area_L,Rolandic_Oper_L,Thal_VL_L,ParaHippocampal_R,Cerebellum_9_R,Occipital_Inf_R,Frontal_Med_Orb_R,Putamen_R,Temporal_Pole_Mid_L,Amygdala_L,ParaHippocampal_L,OFCmed_R,Thal_PuA_L,Occipital_Sup_L,Cerebellum_7b_R,Heschl_L,Calcarine_L,Precentral_L,Postcentral_R,Cingulate_Mid_R,Occipital_Sup_R,Vermis_1_2,Cerebellum_Crus2_L,Thal_VPL_L,Thal_PuL_R,OFClat_L,Calcarine_R,Lingual_L,Pallidum_L,Thal_VA_R,SN_pr_L,Thal_PuA_R,Thal_VPL_R,Parietal_Sup_L,Thal_VA_L,Parietal_Sup_R,ACC_pre_R,Paracentral_Lobule_L,Frontal_Inf_Orb_2_R,Thal_MGN_R,Cingulate_Post_R,Temporal_Mid_L,Red_N_R,Frontal_Inf_Oper_L,Temporal_Mid_R,Thal_MDl_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Fusiform_R,Thal_MDm_L,Parietal_Inf_L,Frontal_Sup_Medial_L,Thal_LP_L,Cuneus_L,Angular_R,Temporal_Sup_R,SN_pc_R,Vermis_6,Supp_Motor_Area_R,Angular_L,Cerebellum_Crus2_R,Frontal_Sup_Medial_R,Caudate_L,Frontal_Inf_Orb_2_L,Thal_PuM_R,Cerebellum_6_L,Occipital_Mid_L,Cerebellum_7b_L,Frontal_Inf_Oper_R,Occipital_Mid_R,Thal_IL_L,Fusiform_L,Vermis_3,Thal_PuL_L,Parietal_Inf_R,SupraMarginal_L,Cerebellum_10_L,Cerebellum_Crus1_R,Thal_MDm_R,Thal_VL_R,Cerebellum_3_R
LC_L,1.0,0.3857101867612021,0.12719876095862198,-0.5694548255949526,0.288416296339602,0.2471203263538514,0.1519199796930825,-0.23582154792095136,-0.3811514541408045,-0.039802768429114586,0.10646454377244773,0.09703485136833623,-0.10573007753213602,0.4620347098277357,-0.5583778513602977,0.121915427293143,-0.6020020052829858,0.04496244391402248,0.13771653558194896,-0.0703763114894974,-0.005032228413816683,-0.12831732832082043,-0.05520355197001219,-0.14727600984576825,-0.549516873643547,0.22894565852346516,0.31317854658339594,-0.3536971694183886,-0.5538396488668378,0.2750630484640142,0.2738150747248749,-0.22663376633180526,-0.05027556175009503,-0.3215144518671336,0.3867894582814792,0.016797578918424812,0.08810181343561474,0.07997445279430114,0.12711363459185093,0.1327684685589692,-0.10114264165288701,-0.04112762381166892,0.28138556172474904,-0.052724391856590454,-0.16747951106507614,-0.06335147716092537,0.18146798656428131,-0.08893929541865228,0.11445769247388443,-0.2689336303837909,0.11846987988387761,-0.33627951683525464,0.29864411904937394,0.42153323189821523,-0.10888374972082403,-0.4145168916250636,0.0005096568779841703,-0.5349637269638867,-0.059127541511269456,0.06199105621534204,-0.3643782533496064,0.2547036033022965,-0.027020821979600318,0.1524999728390078,0.05431134713182488,-0.36944933524718404,-0.1333984307287541,-0.09524770230188614,0.3574920963715237,0.09146250829657131,0.12735773361495392,-0.10892401489855126,-0.2556706046886156,-0.22967649203136586,-0.1848871064439334,0.2359954792876262,-0.46218515293881585,0.030844530096683545,-0.25462128607763007,0.0305469564084502,-0.10822581414504473,0.09093150679945315,0.019017964198625982,0.18903011581605872,-0.15934275788676813,0.260663876682918,0.0659866236579465,0.10486748153624541,-0.31463573587968563,-0.48871552945723906,0.27019641031934616,-0.3467946209340345,-0.479999902824731,-0.2637519296910388,0.3614827901765685,-0.3766845029092274,0.045014488776141386,-0.20559765649907147,0.22885820464330273,-0.21004951519809686,-0.0496122903952417,0.12601722001962998,-0.10382389816733906,-0.3131116319063841,0.08650817607059687,0.16173697999652567,-0.01768304919735632,0.16508231383330113,0.11868172636146715,-0.18683422815042555,-0.42602666063447264,-0.4626036743662976,-0.16449655471975122,-0.6771369485258332,-0.45222948905353166,-0.3177425918212768,-0.19825213600113117,0.38397509601716207,-0.1198364906831799,-0.5465821194319428
ACC_sub_L,0.3857101867612021,1.0,0.23659387100043347,-0.1578861725904437,0.5820807909719308,-0.16599901804145803,0.607581518247456,-0.0695884259502125,-0.16110709437865225,0.29585149474133343,0.16690310478916545,0.12260711116815334,0.02489108127201843,0.306057056479702,-0.6159983747282736,0.22764251277136094,-0.44927794529399834,0.3292130512599188,0.17969864028658034,-0.09316950221935873,0.4303730489793029,-0.120074565278067,0.48286646462381294,-0.18810974701975228,-0.3648945580085234,0.2803330120578288,0.8033543385824543,-0.31058842287046384,-0.5199745569079794,-0.14339542699300464,0.32019872360906587,0.037793836229231846,0.163474834524765,-0.0153042126501521,-0.06085770490310493,0.289193359263559,0.2764292047139221,0.35969832645810096,0.7856743879115171,0.22522613398616625,0.15682624789058555,-0.022862477476116028,0.3428951540505896,0.10246399356588262,0.020886778949303186,0.1293195322206166,0.6124385753585342,0.07673383150945139,0.47005054954187875,0.15659756988109882,0.11292151009641467,-0.22024405193875224,0.24534123943849684,0.1286682355504247,0.02938071512794192,-0.5248521420689689,-0.28676738730855955,-0.3350960265305296,-0.13184109370487931,-0.0498924136447553,-0.4285468266555373,0.2863766242364709,0.31404087274040415,0.004912457765315991,0.6037209025997649,-0.5863879124068141,-0.26687252831056624,0.2087279894431511,0.45694191335344947,0.2570916154195782,-0.02421492062132268,-0.08016845939416442,-0.2795517122086557,-0.25012659545976385,-0.12499305625684465,0.7803358735240324,-0.328660077802988,0.5306030936261311,-0.04929173620817847,0.12699763963969207,-0.07524398317461138,0.08812697200643425,0.25241804530885703,-0.2732568493592811,0.23845534758695883,0.44062559248247235,0.5943183340512566,0.28592208026595806,-0.08731567967526963,-0.6298421175753673,0.6992510153875942,-0.2860156400701952,-0.21753138363923552,-0.5785730477566907,0.03731445028289504,-0.24266837140128458,0.05561618968288198,-0.07410246697944083,0.04528215507675546,0.18159879018244732,0.5260352389088455,0.39715106669588196,0.4663116201693646,-0.2808637273336283,-0.16769264317777,-0.17445935388696276,0.17924201578089277,0.14000189360304413,0.1783021818963525,0.03465809437814098,-0.044775223731369974,-0.47561066427048054,-0.21970342120744843,-0.5188271163427078,-0.5346612589806033,-0.04615551960293452,-0.01618256578974932,0.34499009826245386,-0.21508810725371746,0.006794802474182931
Red_N_L,0.12719876095862198,0.23659387100043347,1.0,0.04545072460319659,0.52422161324389,0.17514963349414872,0.40235954044064703,0.346871054177505,0.03192932978321892,0.46896784335630476,0.31760214571926787,-0.09002112312879083,0.5488771387046715,0.430598334628452,0.01345173500183188,0.017758718538656217,0.10450016832016747,0.6954274356515283,0.5405713210597547,0.5170776281260476,0.6072326004617464,0.1285139685000245,0.412581860790354,0.3635648328311669,0.16719013505890604,0.5582458467639267,0.31464895856019504,-0.21882394186036985,0.13672943518223177,0.003552219031005715,0.21398902722951835,0.3198660327078819,0.3495276072801911,0.18856537619304015,0.0066017018179346755,0.28916196910750874,0.2519791917113983,0.442239352406541,0.3754916472052996,0.4554476261307052,0.5605026209374021,0.44649357196891504,0.5680583071786292,0.33957067304277583,0.07959792445416933,0.026719544662684728,0.5338602908976393,0.2388283322926193,0.23899615890723266,0.4542074487258527,0.08619047624907424,0.25093332680604896,0.228589738525401,0.14476290165092603,0.49684206703389433,0.011623978041917804,0.19530524121689188,0.15922903144131442,0.39600333117588066,-0.12033631403763716,-0.1467283526611899,0.05709336022728608,0.465304964628384,0.33808723350386016,0.26802837898069504,-0.025534215717558283,0.21377574485937725,0.43111460106410643,0.38217486886038116,0.6173646302568536,0.11680975329290211,0.46056672352962086,-0.060645701455417325,0.3539901038130653,0.026576227374589242,0.3721364099195075,0.0522321793782068,0.5219165674193469,0.2969711813855998,0.6083347264244858,0.22366055221181003,0.6075950416837517,0.5593666882188588,0.00019161726429443434,0.454120807535127,0.3618086727991895,0.5385450843433511,0.3524970849563747,0.45358912369821935,-0.03265576839765714,0.5204414341939397,0.16976824963329046,0.03201784754062074,-0.026721550794774285,0.19723049724498723,0.27552978394687455,0.0014610291839953098,0.3410746037072564,0.13691348220651448,0.08047000659245652,0.46621886525143746,0.470181723338788,0.4525842475576703,0.3009167424641606,0.06808264766892581,-0.16008548752545543,-0.05195085837813869,0.5178690495860487,-0.02488924036151554,0.4473137948275694,0.24071240595778548,-0.06563645728623062,0.3970859900969412,-0.009517471410024323,-0.019770503281275907,0.039030629892208804,0.048343931486335256,0.4885448718860035,0.44064477428548543,0.22778084040708946
Cerebellum_8_L,-0.5694548255949526,-0.1578861725904437,0.04545072460319659,1.0,-0.07723257322717988,-0.10822836432821165,0.05133359695399192,0.2965488767294318,0.6780129972211882,0.4163775724740638,-0.2094596887205312,-0.13215023337807252,0.12884038711986304,-0.40931775897547545,0.4678806603322947,0.005062526812527402,0.5022067807221132,0.12669099607518006,-0.07139458309742262,-0.15363170597521408,0.2420105537114498,0.00174511450742588,0.22613284966277133,0.2923003009782012,0.6218684451414549,-0.1872404927709448,-0.1767540511435205,0.4781382061033352,0.540214827419785,-0.26644358501927934,-0.018505404709190355,0.5086821961724647,0.2577034764167142,0.6196327743666203,-0.4556955809544546,0.2672453558798493,-0.08638146307982109,0.08929089447690168,0.04145061773313406,0.08952335838855775,0.3266999095946357,0.16241279155114635,-0.10424506636070965,0.020712743038540666,0.32047201228378974,0.07194627544983236,0.06905502289695413,0.01023749706298189,0.010696893827348026,0.53111023654998,0.05618508609822689,0.5322782391947325,-0.29914789265815817,-0.29734987695593085,0.3832517530452728,0.3834853931653811,-0.1885158744921888,0.543781112326819,0.20377393902376859,0.04881505513518178,0.47804785952970813,-0.1312554878099993,0.1762362539351799,-0.0755598146590856,0.3590390235562334,0.15808215291586605,0.323129163714398,0.3703625522465619,-0.3343623188647197,0.19678883334733782,-0.3636964473964893,0.19381089015854086,0.19706410004027308,0.32898647888816474,0.16273720160440094,-0.09054775611846312,0.3770589516371381,0.08613000017784815,0.20067701090781212,0.07922357402955946,0.18364211547055415,-0.0683760967514557,0.25934115611535313,-0.4085031404757479,0.3937423250290278,-0.18016576002240872,0.13799822098209216,0.03573015761741154,0.5538899181313491,0.40579494824997686,-0.006896173667355566,0.19043668062800836,0.4294408570646259,0.14669268278906933,-0.451412898689159,0.39180691741399565,0.09547498952672562,0.33424335029834423,-0.30409030010505317,0.28119930751682265,0.1753714619855192,0.09721721288103928,0.3546650057940643,0.30621905356597795,0.09689390949913268,-0.12952180618328046,0.06282561148913747,-0.18271374876510438,0.16197766519211604,0.3293805110932966,0.6599122792633368,0.5095345087292954,0.2796396343380421,0.5837685041256728,0.478803258715511,0.3600940451554616,0.3106099479984162,-0.23757650175499825,0.11390378098302718,0.768312460180877
Frontal_Mid_2_R,0.288416296339602,0.5820807909719308,0.52422161324389,-0.07723257322717988,1.0,-0.02694457647320117,0.46705544489734446,0.5294117047380719,-0.1584094306904071,0.5445563081160817,0.3208798191464834,0.1481219661165213,0.5902189060641848,0.4486282942204086,-0.3342630608191374,-0.15927041875903947,-0.17339098165161929,0.6835488084006461,0.551480619700559,0.31208637671030853,0.7780567692678236,0.04646977731047322,0.4717497121859916,0.4083532483257956,-0.22201848247878708,0.4735468618424569,0.6398557740748567,-0.36021614829425913,-0.11313390981192181,-0.2895562628077556,0.434724723526675,0.025552935303463968,0.3052616370110379,0.03505417096847513,-0.12446257941081026,0.5296753971908791,0.40044201114545264,0.7071463117314262,0.6018985455326623,0.6729347103137725,0.6041907288759372,0.38567535110669227,0.6128583588650655,0.4245623213146275,0.121572489964905,0.2560230856302776,0.749534591644775,0.26295007579120117,0.6941131245785606,0.44168234043086607,0.3031239487899353,0.06812019734490107,0.2842946466520096,0.10210639671072269,0.40116772523371624,-0.5193426100323764,0.3014965446621339,0.11770426935755966,0.47040393323071744,-0.09682030297659823,-0.5475079508181525,0.35056428102845094,0.5067193270824553,0.32717651217154947,0.3922135748689132,-0.5199599225705224,-0.1487141860147211,0.4387173411993018,0.5448899844760051,0.40879507190637826,0.21052488369418904,0.3654757463938279,-0.17007461077347644,0.19836225651636516,-0.0162948680918339,0.6776628372467051,0.13634207792768016,0.7103253657647665,0.30150629126858874,0.6171816713281737,0.17593737654604893,0.5343077283894371,0.5501932999122977,-0.13801254859148793,0.5665188192945775,0.6755014139668707,0.7645669285284918,0.35417158536351473,0.21143231460397288,-0.31544357592468364,0.6665591180867194,0.061957302081101784,-0.23466680643037421,-0.4887924657846036,0.17224677384153872,-0.07678553780764248,0.13605322788890348,0.5101690831554054,0.03165843953168442,0.19645809695061967,0.5736724952577663,0.6714375624890792,0.45184223754109354,-0.050619032771166944,-0.020117965005679823,-0.19019201671705374,-0.02623761109780337,0.4296796851581681,0.16475722850257232,0.2810120395592344,0.09708415071164449,-0.4667239618581813,0.18069965241899985,-0.28223732672613944,-0.3081072534522346,0.3024160466563252,-0.09743773776684629,0.3213191333480188,0.23866830355633353,0.1397944042929497
Vermis_9,0.2471203263538514,-0.16599901804145803,0.17514963349414872,-0.10822836432821165,-0.02694457647320117,1.0,-0.04498619987032462,-0.11795603419080417,0.05178866295241178,-0.012688180146520869,0.10045456739491282,-0.11898592174069535,0.044270923488865715,0.27272711866432336,0.09442730985643817,0.10259212401946459,-0.030121455773599936,0.1009176129347634,0.2354390604146301,0.12485754157307498,-0.15428334990249182,0.0732211115565408,-0.06522155699965292,0.10834263905471038,0.12300834131021625,0.19247907364801253,-0.22202378074894968,0.099875423975552,0.006227854674332151,0.46689421326358455,-0.06274414799715551,0.016118816704796313,-0.08053136343618396,-0.12297969052211946,0.39744628553094313,-0.22335860709230201,0.006403575229341001,-0.05266066316234539,-0.3181250769263048,0.027515086791077528,0.09649385694653062,0.23420803840184407,0.2525723023359935,-0.014839016037808047,-0.1197436547344861,-0.18215634740155373,-0.03517727587674935,-0.06109150752764786,-0.3249840895910374,-0.05316461593188123,-0.1372626621155408,0.0918473596646536,0.06593957812699204,0.30616276336777737,0.10034091899978496,0.2755805868669644,0.08178013845182082,-0.20545127460271087,0.12812287930204008,0.08529110369286966,0.18963863782356088,0.03589969778918611,0.10665494073679589,0.13419741896091306,-0.2537547735837071,0.28094238858404724,0.3317376385557427,-0.00471165039145455,0.056699967309597255,0.23366626584918196,0.189495110330192,0.2420639632031388,0.03854591749235856,0.23029200255311616,0.0014697217843502146,-0.2237171075817546,-0.17595181783831956,-0.08249586282149914,-0.004343472820056902,0.14647888760498592,0.03805260618830385,0.15232390312278138,0.14005373627825804,0.38286368736378923,-0.0015694652429929315,0.07247836054600172,-0.16783656290166316,0.19353168939041313,0.013199131056145686,0.06036496723281566,-0.04190658228885277,0.08855550367215947,-0.1323628857563334,0.2369929883080195,0.39806465345904873,0.08580973505665238,-0.07040641691340153,-0.052405376785854045,0.17402795868309254,-0.28726427495238266,-0.29191762610629346,0.009539738893349109,-0.14499846050686202,0.2659604836633721,0.2002750230449821,0.17481929300618468,-0.1029782179515011,0.28980782562643637,-0.07248234583512764,0.11254736971709774,-0.041691500319762945,0.13614930991111554,0.26169734112766746,-0.16232733813597439,0.16473107600267275,-0.23328465404583318,-0.09623828453888848,0.38107113212102106,0.25527519718926517,-0.3014349283910795
ACC_sup_L,0.1519199796930825,0.607581518247456,0.40235954044064703,0.05133359695399192,0.46705544489734446,-0.04498619987032462,1.0,0.08879897918735105,0.03224023208450551,0.429345497598427,0.19947545194980887,-0.0070145742844347,0.23581042139228028,0.192315470721162,-0.19796888672250326,0.1048952521120506,-0.1047108387418545,0.4551619255780246,0.29457480829914623,0.18379086158938174,0.6330262526150572,-0.017143772805034967,0.7323019389981831,-0.1432241586828917,0.0340678146071977,0.4064294889637037,0.68081391840531,-0.22038354213997788,-0.2095413005097377,-0.08080997442021506,0.10477421709165088,0.46810054147569236,0.230342044667847,0.3531627739164855,-0.07155987743466868,0.30817960255124144,0.211354275890646,0.3113784721143412,0.7494559383078478,0.3020855635642127,0.3612449906281224,0.08842075931975019,0.39445766781480596,0.186601480112495,0.1759049010786899,0.01710484799172909,0.5501968540856129,0.00047106937667078025,0.21758635651529945,0.4220019778438694,-0.05838760180557315,-0.1731772878591623,0.21786435155302014,0.025026754052923192,0.0984955780120414,-0.08023703954709259,-0.2619079957483062,-0.07172952110128993,-0.08256287083929396,0.045015232272896374,-0.1734689049979757,0.1764442439928383,0.2869016065934646,0.14728959894250476,0.682786453056444,-0.22809790635789187,0.10605180376672126,0.2720611278469515,0.35807196395221536,0.46020993211596917,-0.13284093297700944,0.0849982819660167,-0.13251386884052704,0.008498089208437086,0.13171612305862415,0.7215939707998699,-0.1812545439015616,0.5355968130504888,0.14234948797675448,0.3046511631811581,0.21951524198942918,0.2104293788245844,0.4547779802772128,-0.20682754137518203,0.28371631295988836,0.331932320880828,0.6764093617000765,0.28447476927356313,0.18725948603769124,-0.2739400505559866,0.6721214775444507,-0.13184155341023382,-0.004281871873142192,-0.1797346387533212,-0.0469969052839233,-0.1566453039267985,0.06313318161739383,0.009685887064222796,-0.03345615967654002,0.0543710390086957,0.5754694388547646,0.33580221350700146,0.7595387671205318,-0.013364469492524792,-0.018723024176645987,-0.2228865703992409,0.41449544058413584,0.2817567168678637,0.07328263200797956,0.28384623683374327,0.2853618177711759,-0.13136999631812502,-0.07757134135265017,-0.15844397708932878,-0.1902491122427959,-0.21607229184599144,-0.08479752533433467,0.5592010247910187,0.02734174837572318,0.2696892031235769
Precentral_R,-0.23582154792095136,-0.0695884259502125,0.346871054177505,0.2965488767294318,0.5294117047380719,-0.11795603419080417,0.08879897918735105,1.0,0.24082488360788043,0.4916577835249432,0.02241625850361397,0.014813129095342086,0.540989432399967,-0.014786268509260965,0.3371626070930785,-0.31970268055091905,0.4699065718765573,0.5557387313073776,0.3612146430737383,0.30637128728865076,0.6159105583912963,0.18195479432017267,0.32637114326619276,0.7494922349188238,0.17960259306775583,0.23952384367351887,-0.030991719878085373,-0.08094473884714701,0.5868740563594146,-0.4366137450415061,0.2993970589445165,0.2916050047304462,0.3146633973737428,0.3652595986793788,-0.26477256071655936,0.5184046829542025,0.08001957211611611,0.5419198085419502,0.14692627376153472,0.763051113059463,0.5385397797157351,0.3453505146708014,0.33641533215305774,0.2798532935690376,0.21164912529794683,0.2997732237933398,0.37823472020837945,0.30674916025601173,0.5120707573584793,0.6638156383539926,0.2335434522703144,0.276834722357548,0.041434462189275864,-0.20754061207551824,0.5312130744553195,-0.03811394029794906,0.655257217306733,0.7814320012168186,0.6542935708924689,-0.043826335695023165,-0.11169835360956448,0.13111877487938434,0.2800003672191455,0.11123620290236419,0.14279738776337025,-0.05694700381336432,0.2625762855025189,0.4887229637615329,0.04783384255238917,0.23375305206382724,0.10954763766732441,0.47904516868166697,0.025764306275546874,0.39477931494280094,0.18652398445581247,0.1129036722419117,0.7554725153773604,0.3371519832213811,0.4728539044719093,0.5736636521836278,0.4699689520245268,0.4499965691842271,0.4233924872121101,-0.06790378216384729,0.5849036557917112,0.23702482048721052,0.4754341120751867,0.22804386795521212,0.49373090055967533,0.3455850215198093,0.19715164206827007,0.3166245388831905,0.10604391970773111,0.01960028118927159,-0.014830904659184603,0.19811840162198502,0.043234544428779366,0.9196831640191182,-0.19064348762053884,0.2225348549843181,0.38416171355111667,0.420000143697847,0.23086817847225727,0.24617197204897187,0.16488381285297213,-0.30077930061192326,0.0238610355967371,0.22567172458903695,0.13389023637377617,0.3732579873790225,0.5037876316161813,0.03464558926780888,0.21474127367133902,0.4457001059985177,0.2918162274308772,0.46430003340634274,-0.03742732668144114,-0.05769978641157649,0.48602892720683,0.4705585402928916
Cerebellum_4_5_L,-0.3811514541408045,-0.16110709437865225,0.03192932978321892,0.6780129972211882,-0.1584094306904071,0.05178866295241178,0.03224023208450551,0.24082488360788043,1.0,0.15541922468247096,-0.22455516456240848,-0.12185479316668543,-0.09459172921609982,-0.28354970351352615,0.5420164188764977,0.36775279079809586,0.557771679136773,0.16461514668929475,0.1380782690891443,-0.17661488736933004,0.002785981325375563,-0.15312131542540472,0.38077090636929256,0.3616587151744919,0.677096178876089,-0.04783313820119784,-0.25965256540074527,0.559400082196279,0.5275839439100575,0.23019932001398022,-0.09374698093233097,0.5218463052636602,-0.036098871620732075,0.5350116786696594,-0.032888062060926045,-0.015945292329840904,-0.2547189284704462,0.00030059829788347685,-0.17284910825957814,0.21120811097740289,0.1601246861658086,0.14281429390746722,0.03785566008482249,-0.34981398909389955,0.0985575049494915,-0.07727788478489242,-0.01654639270111281,-0.00744516512924808,-0.29620828295531676,0.475458821047898,-0.19133560714195164,0.4469998464570863,-0.21247132401802862,-0.16045439499831363,0.333208400418454,0.6560097853349861,0.0008994942651821141,0.379211377447158,0.25432644858005654,0.13792415882380346,0.7540103496665195,-0.18152006519330258,0.12898630787148802,-0.1884991111232561,0.07511100749299596,0.4921327335113025,0.6907723867326643,0.26794774414744377,-0.37739435579723773,0.08834228329776128,-0.2471518072182976,0.35907367135629364,0.18240530586853104,0.24118198595285492,0.1841552524034084,-0.25591120159605496,0.33332131769777246,-0.1314835334348345,0.013481294306698756,0.01798927523012919,0.2899223928223805,-0.1298728495568136,0.1161794358411249,0.12377836599576746,0.19429785062795701,-0.18036143187902529,-0.0405118772441022,0.3407153986288647,0.4754640138427659,0.4650038619265623,-0.02953520240024594,0.2736574100617664,0.49823932966649626,0.32244483096283527,0.07238840138898149,0.4771185671972287,0.07723971233651754,0.30756831619789105,-0.07621946832714353,0.012192951494263348,-0.02132610425980839,0.008770403172385532,0.11659721200531277,0.521992315740645,0.1037703396591921,0.07470616175530917,0.19175476235300068,0.026046228829503835,-0.0440769294261789,0.39692068863943863,0.7052096305874042,0.7538783647628875,0.14435145753005413,0.4510485996127925,0.6856699881422627,-0.04884324397009795,0.2770470644063547,-0.012135360074644708,0.3359189816181938,0.5978529171633831
N_Acc_R,-0.039802768429114586,0.29585149474133343,0.46896784335630476,0.4163775724740638,0.5445563081160817,-0.012688180146520869,0.429345497598427,0.4916577835249432,0.15541922468247096,1.0,0.1639387279096784,-0.004101662465760734,0.5422745463511035,0.09003953782335052,0.0026372787942433675,-0.1205862048298903,0.14702847062127616,0.6029791495930249,0.2631366588118163,0.22213180653364792,0.7465046386031761,0.14824743098448548,0.4479311289854548,0.3730762638710674,0.21077271220957483,0.3185238336442854,0.3491554805511485,-0.10977914718337055,0.21992807444682827,-0.3650608670109279,0.307804725511494,0.42625313287448124,0.4905346718381174,0.42578648077217957,-0.348821991335733,0.5980430290093632,0.23003666839346235,0.593582972965513,0.5427401295102224,0.5176998982208102,0.6533665896949112,0.4274048606564672,0.4295659790376853,0.43436244644417954,0.3182885550808553,0.2848812501717623,0.6016155078802745,0.250798942838169,0.48100363248267775,0.6778078389489166,0.2346584055950425,0.303739411421139,0.0224695476011899,0.04927529498581672,0.5131956591999485,-0.1661745519906933,0.007287802836939069,0.3893009282869606,0.3831849153750393,-0.0012971376315008161,-0.16430743730972963,0.22660682192189482,0.4452890549080105,0.2556282947227578,0.5959680341406487,-0.30412733464750574,0.11579124598244514,0.5727751871241566,0.2331207321929625,0.5433341111007431,-0.0946902886268146,0.3624495439574181,-0.004602083704563081,0.3306051249992624,0.11876016420005917,0.4436350544284053,0.21826636681549294,0.6139666285506599,0.34076981604516315,0.5236957126643356,0.28258700184345675,0.29218016137283165,0.6121441827638705,-0.3878419918338878,0.7105733744551536,0.2999366171738121,0.6536770476260721,0.2534977281698586,0.5874565859595436,-0.014510796485062986,0.5158917438925235,0.1188931688039548,0.05134545511823098,-0.1549269472731621,-0.23440697496243723,0.0788993531894704,0.24953400714927818,0.47023336169211344,-0.14312705614479562,0.43787105192702946,0.5182730900683262,0.5203698434368588,0.6518969476272127,0.1846771869488626,0.0028852435414097113,-0.2093905257774947,0.14443196237882647,0.20270680114163808,0.34716197728549036,0.3895947190478424,0.41407265095137097,-0.07995024490183408,0.3328606210453918,0.17593726371701732,-0.003766538842804741,0.38256851909560147,0.1183183606410936,0.2112327165554065,0.2573679408691415,0.5064436577604462
