,LC_L,ACC_sub_L,Red_N_L,Cerebellum_8_L,Frontal_Mid_2_R,Vermis_9,ACC_sup_L,Precentral_R,Cerebellum_4_5_L,N_Acc_R,OFCmed_L,Cuneus_R,Thal_PuM_L,Thal_IL_R,Precuneus_L,Thal_AV_R,Precuneus_R,Hippocampus_R,Rolandic_Oper_R,Raphe_D,Frontal_Mid_2_L,Cerebellum_Crus1_L,ACC_sup_R,Cingulate_Mid_L,Cerebellum_4_5_R,Insula_R,ACC_pre_L,Vermis_8,SupraMarginal_R,Cerebellum_6_R,Vermis_10,Temporal_Sup_L,Rectus_L,Temporal_Inf_L,Temporal_Inf_R,Olfactory_R,Frontal_Med_Orb_L,Caudate_R,OFCant_L,Supp_Motor_Area_L,Rolandic_Oper_L,Thal_VL_L,ParaHippocampal_R,Cerebellum_9_R,Occipital_Inf_R,Frontal_Med_Orb_R,Putamen_R,Temporal_Pole_Mid_L,Amygdala_L,ParaHippocampal_L,OFCmed_R,Thal_PuA_L,Occipital_Sup_L,Cerebellum_7b_R,Heschl_L,Calcarine_L,Precentral_L,Postcentral_R,Cingulate_Mid_R,Occipital_Sup_R,Vermis_1_2,Cerebellum_Crus2_L,Thal_VPL_L,Thal_PuL_R,OFClat_L,Calcarine_R,Lingual_L,Pallidum_L,Thal_VA_R,SN_pr_L,Thal_PuA_R,Thal_VPL_R,Parietal_Sup_L,Thal_VA_L,Parietal_Sup_R,ACC_pre_R,Paracentral_Lobule_L,Frontal_Inf_Orb_2_R,Thal_MGN_R,Cingulate_Post_R,Temporal_Mid_L,Red_N_R,Frontal_Inf_Oper_L,Temporal_Mid_R,Thal_MDl_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Fusiform_R,Thal_MDm_L,Parietal_Inf_L,Frontal_Sup_Medial_L,Thal_LP_L,Cuneus_L,Angular_R,Temporal_Sup_R,SN_pc_R,Vermis_6,Supp_Motor_Area_R,Angular_L,Cerebellum_Crus2_R,Frontal_Sup_Medial_R,Caudate_L,Frontal_Inf_Orb_2_L,Thal_PuM_R,Cerebellum_6_L,Occipital_Mid_L,Cerebellum_7b_L,Frontal_Inf_Oper_R,Occipital_Mid_R,Thal_IL_L,Fusiform_L,Vermis_3,Thal_PuL_L,Parietal_Inf_R,SupraMarginal_L,Cerebellum_10_L,Cerebellum_Crus1_R,Thal_MDm_R,Thal_VL_R,Cerebellum_3_R
Cerebellum_4_5_R,-0.549516873643547,-0.3648945580085234,0.16719013505890604,0.6218684451414549,-0.22201848247878708,0.12300834131021625,0.0340678146071977,0.17960259306775583,0.677096178876089,0.21077271220957483,-0.12174794270499666,-0.22408358526883418,0.17824724576868892,-0.1916462152206675,0.7412941815592649,0.18358172054637975,0.7414283193361504,0.27273790150460325,0.2261729979375795,0.17622497482977803,0.1014653853497125,0.0962182556007023,0.30705435440645945,0.25990337543263947,1.0,0.16295122343210558,-0.26230252867104514,0.45604124007943714,0.5973397079842352,0.22101215529689733,-0.27664803038854346,0.40228504401108317,0.017546081301057913,0.39604403290411083,-0.021772164006964384,-0.041771103924944764,-0.2652904647413646,0.002142981102664672,-0.14931650919206943,0.10052975722797698,0.3457931632759169,0.22627487149802034,0.12801028314671578,0.0356140600124168,0.18130042181420955,-0.19739993607190473,-0.005102487106527004,-0.011184518856583975,-0.390965395216125,0.34608933542226766,-0.2541435238260963,0.5822415704036611,-0.19116868963845365,-0.09673474783201792,0.33272942709610187,0.6973782010662414,0.03687726719164354,0.4465927198560797,0.22324462829744088,0.05954525213483619,0.6518674909710219,-0.1997449459740217,0.19421523422177053,-0.051056346721730386,-0.029553319580212272,0.6233678696005928,0.44314016459920846,0.3412830638018753,-0.382143657213998,0.3128113512009881,0.002304026211184203,0.5041999255518744,0.20553606226973906,0.45766358319352635,0.33819245172195106,-0.3249849971448069,0.3498269485927382,0.06190041976697813,0.19283593837351856,0.1470583989021597,0.19343887035974822,0.09232014579329649,0.13437897165970866,0.1193701543359293,0.29371160534905255,-0.23217351803258626,0.036299136999298834,0.344407078380683,0.6035292165775873,0.611396784853781,-0.04862181280427336,0.43663490528505144,0.5873770025331373,0.42964700079997864,0.0024338073312514434,0.637418199257754,-0.023793922906704262,0.22007040511192516,0.0027145046905570997,0.025491418708163734,0.045637907904685186,0.08856604673016374,0.21875375867345273,0.729433270046001,0.03152781200131738,0.03327068117497786,0.12007700885973183,0.1770539503311387,-0.17558726536757568,0.48405004812087526,0.48722052405627025,0.6803609271884542,0.334867688273244,0.6370644658112126,0.6647251491522423,0.037710655003741614,0.3578265757186803,0.0928272732082721,0.4610217340628106,0.65470917143156
Insula_R,0.22894565852346516,0.2803330120578288,0.5582458467639267,-0.1872404927709448,0.4735468618424569,0.19247907364801253,0.4064294889637037,0.23952384367351887,-0.04783313820119784,0.3185238336442854,0.20156524356741012,0.05622889989801065,0.420132650802234,0.4893138976452247,0.03542247503446894,0.08907942834373776,0.1130340753513566,0.7267876034370678,0.6319830294463884,0.5391722288052454,0.43971008813819096,0.23743763870646736,0.4823128047313715,0.22033299201421003,0.16295122343210558,1.0,0.411967024520372,-0.28324112547678587,0.020048760648008628,0.18065578497891033,0.17302994162916716,0.04614076897887944,0.10297425127284456,-0.04158909650738171,0.23309429084347666,0.20121789055894293,0.13478478167852595,0.5424980957003864,0.3857694669623182,0.44733172707401897,0.5353250401430937,0.3545485221777084,0.7332066023744587,0.32361014353796974,0.05674505341971526,0.040642369760230494,0.6593628536049568,0.1590631879383006,0.19445291319146482,0.2888338072841005,-0.048376488636461726,0.10859176143436951,0.36434862662301315,0.2568761364576172,0.378576081418941,-0.08490303239376619,0.23024700275092605,0.04500293356995012,0.26813657461105983,-0.05916380483544506,-0.22028817287069177,0.08500616606157126,0.411818512690141,0.19024361918820876,0.1016160150383324,0.011254332745573813,0.09362070352896823,0.5073716537089278,0.4448257777467291,0.5644248971293977,0.36547170071781715,0.4392707868858966,-0.1264962932799684,0.37843816863304036,0.2251357237541763,0.3672396297936473,0.09268178051349286,0.6618194954043705,0.215032500745281,0.46998347038484434,0.1441827023332088,0.5917706197426796,0.3028074143979396,0.24268355615682305,0.38012857029536273,0.35928219233659364,0.5561798125184684,0.6133006450403171,0.3390143976155399,-0.07694552978354167,0.4468066731935633,0.22425933435214776,0.02858091305364465,-0.05535060499935073,0.48583821842475,0.24897921661323602,-0.017508329587139885,0.2740204309298386,0.171936546231496,0.10631047120477351,0.3429985474019544,0.6110139398779316,0.37415172332919944,0.3296839022767258,-0.01822329024561698,-0.13665646317451632,0.012156829866457261,0.621918446368688,-0.13450758403012292,0.34060800637544925,0.029035230410662242,-0.1839549789479105,0.17173492499541393,-0.07224934455078992,-0.08582432672235125,0.005163696513424166,0.014052779803938738,0.7122344621947829,0.46575193248462177,0.07219145349469103
ACC_pre_L,0.31317854658339594,0.8033543385824543,0.31464895856019504,-0.1767540511435205,0.6398557740748567,-0.22202378074894968,0.68081391840531,-0.030991719878085373,-0.25965256540074527,0.3491554805511485,0.2677825553649433,0.1338928065311189,0.24101492735990365,0.35111260674885486,-0.5569519268210084,0.06537890548088629,-0.35804608505350954,0.4253986378431574,0.2391640471201196,0.14996456801767688,0.5722833192660778,-0.15227652487397336,0.4934026391582876,-0.19056782163185781,-0.26230252867104514,0.411967024520372,1.0,-0.3929005732767381,-0.47024170567185225,-0.19841999897431042,0.2508113180949332,0.053906551776099675,0.08690366389396084,-0.013931459652350668,-0.14221904985406406,0.3690014793734501,0.3863324864904338,0.42402612250362154,0.8597524104129634,0.24114537863955526,0.3094774654545875,0.08223648980419919,0.38606643706069915,0.2984092338615427,0.1586746824813516,0.21367795399584888,0.7008133554829568,0.15758548761328928,0.49601220232801635,0.18518269116943317,0.09495556928814634,-0.23780285329531803,0.328344266570575,0.1976520154251492,-0.005228085510022911,-0.5342334744198814,-0.24396270719996724,-0.2491241764772291,-0.07154782751810425,-0.11166337776862822,-0.519694684982326,0.2039786926124629,0.34138353026121243,0.15286381874118382,0.617691706585965,-0.5620295749367575,-0.34255829647754277,0.261067216938865,0.5212278918776371,0.34740425620047943,0.007209129805981665,-0.0163208160523415,-0.30038901664743517,-0.11300787766775536,-0.03546860448705955,0.8466776871580206,-0.24906278789324218,0.651908236439698,0.0992050572789645,0.26210753866530956,-0.11002821010400984,0.25432351780169815,0.2911493601134406,-0.2567666781485533,0.2589500539600738,0.5316403543569149,0.6659181688869584,0.22481544086911942,-0.03600201372667259,-0.6007646384889005,0.6803184120597798,-0.16444673009082691,-0.16097182077461047,-0.5411784634549363,-0.02081616150736855,-0.24025895846872924,0.05546413300106678,-0.05587595178854612,0.09163818441439708,0.2203203598227012,0.5509366563888253,0.5175592189555184,0.5780470370419122,-0.25357981125970525,-0.2686386245126037,-0.15246157352688713,0.1708104280305458,0.2085721562689639,0.13981155966231304,0.04419903975618306,-0.02802309022622094,-0.5255928792974417,-0.14201441089385541,-0.4259109846209155,-0.5752067368488392,-0.029331243543016156,-0.014954607487238723,0.4253345435273818,-0.11377273613335855,0.07150016508430382
Vermis_8,-0.3536971694183886,-0.31058842287046384,-0.21882394186036985,0.4781382061033352,-0.36021614829425913,0.099875423975552,-0.22038354213997788,-0.08094473884714701,0.559400082196279,-0.10977914718337055,-0.1364449563165944,-0.08723204713604434,-0.19926801897614632,-0.1668115710602762,0.4847141552461102,0.14917728221224089,0.35962307358980244,-0.16835909099217175,-0.04237822032498552,-0.37189046430362543,-0.24747726114038318,-0.15194764965092913,0.015130637505458962,0.09429036010517641,0.45604124007943714,-0.28324112547678587,-0.3929005732767381,1.0,0.3333379059175664,0.3195047362149761,-0.37371976089643416,0.023202824851850334,-0.024595723857076632,-0.004841349831968737,0.18706845930243263,-0.24391645581125182,-0.24743007675420584,-0.30893416769524457,-0.42002621949198066,-0.1411701113041503,-0.15141311503146468,-0.008679014525165571,-0.1127775891489711,-0.2844099985539378,-0.10658198429653394,-0.33702693366824205,-0.3643324604104402,-0.039432977124887844,-0.4422038856298708,-0.010666137484275815,-0.06140034483293992,0.3967182126145824,-0.27762379189096426,0.042334750086855104,0.09471022857867262,0.4883554340541561,0.010312570690811042,0.1402356918506734,0.008640992855625735,0.028908287157413913,0.6716420251789004,-0.16707329777483612,-0.06426577514511882,-0.01942648952081027,-0.19866698079640993,0.44518515044553514,0.2616563356800216,-0.12530498800391127,-0.4257844254041528,-0.1926743917403848,-0.06861298316325207,0.1394111773635018,0.2955676140152334,0.12763298249544225,0.031762982942442695,-0.3712993329410134,0.16136323825861615,-0.3314822629839642,-0.12243165442448528,-0.22192392831031948,-0.006871345936809635,-0.31040242700657,-0.13212518502329812,0.2029375376984725,-0.09564455556464009,-0.3788472530231254,-0.2245396140663889,0.15218677593180335,0.15451935172237483,0.4191118245218997,-0.125860712183025,0.1737915104830457,0.24693958214792058,0.412538999495961,0.08051939760100993,0.3145068985501487,0.08355740908921366,-0.025336700585599763,0.07613868696468931,-0.009394998771958,-0.15011547847378676,-0.30636974040700576,-0.2637536575836696,0.3307755938486187,0.04235032685761383,0.20468476326049737,0.03574150182124502,-0.08688898922747654,-0.07610443843654376,0.014270875438956932,0.1901426306973882,0.644885179001259,0.16233772769247742,0.3434045115932664,0.42758858884471296,0.018236041912077318,0.18849930404200355,-0.1919914452910318,0.11063935332235256,0.33064875956689405
SupraMarginal_R,-0.5538396488668378,-0.5199745569079794,0.13672943518223177,0.540214827419785,-0.11313390981192181,0.006227854674332151,-0.2095413005097377,0.5868740563594146,0.5275839439100575,0.21992807444682827,-0.017471305896708346,-0.20724734104915105,0.2888721114972303,-0.24673595086258604,0.8013266061717178,-0.22079118326549257,0.804114514516345,0.2251787981379795,0.2707912157417857,0.18875500097815012,0.14672517069148386,0.15170361166525653,0.1396139815948035,0.6347301453613474,0.5973397079842352,0.020048760648008628,-0.47024170567185225,0.3333379059175664,1.0,-0.10563894632943971,-0.14087298827728686,0.3502045428825661,0.16388829028380955,0.3951362671142625,-0.16154990800829627,0.14508504132165373,-0.1365475512301795,0.0941405355357819,-0.26765742951474736,0.26008019120299547,0.29450275219759803,0.2271751597161073,0.046780728906817094,0.009875078044355176,0.07931911813168174,0.04371025114708668,-0.06320190176099719,0.14821362819479386,-0.06490325012237766,0.5223798824540572,0.0827655560342418,0.4756877045466397,-0.24385826073513886,-0.18318710110980269,0.377517832119283,0.5357132725734622,0.41265365200695453,0.8695805866533527,0.5524218827274612,-0.06273158546065685,0.4762742241737994,-0.1686363940580507,0.017218863628890618,0.0017027556308251773,-0.14719428929776848,0.536634662712597,0.4936588907771351,0.28438530995394634,-0.3336489428823159,0.04366630336488345,-0.08427849198737508,0.4279841304516322,0.17545899374131965,0.490484674123752,0.27977123725690645,-0.33496563887527625,0.7433746949878276,0.023400807706423332,0.24431021716207146,0.22323376230684389,0.3215942559878552,0.17159027123231826,0.231310886464874,0.09008773854826144,0.2887357830493666,-0.20657899702462346,0.03499078369031981,0.14978202687806902,0.5039905311509227,0.8057270857892677,-0.1949023999410803,0.5183122093569247,0.40820379538723545,0.5202067569733684,-0.00704824438902461,0.4542671359574492,0.05497626765636,0.6444239387895551,-0.21761356040348423,0.1251457199928288,0.1178667139945141,-0.005989294658210456,0.04087190271026403,0.47127765569693403,0.16954483573787552,-0.222132539368977,-0.1066345187717241,0.1838389992021719,-0.06982970909226098,0.33226850029452165,0.6084039063161572,0.5820871820440238,0.3604080611064115,0.8831014195276916,0.7181857342024802,0.33515325973217475,0.1110118056856858,-0.20317962860135508,0.5264735693362711,0.569117298323861
Cerebellum_6_R,0.2750630484640142,-0.14339542699300464,0.003552219031005715,-0.26644358501927934,-0.2895562628077556,0.46689421326358455,-0.08080997442021506,-0.4366137450415061,0.23019932001398022,-0.3650608670109279,0.06263918166450208,-0.0918381796841225,-0.2872713340301693,0.3403542777459226,0.12026225220345041,0.42655048261100237,-0.026087827404509583,-0.05618884722579335,0.26936639322037603,-0.10329195970454845,-0.42715901453997884,-0.1273209307938295,-9.617769291453491e-05,-0.15776078788542422,0.22101215529689733,0.18065578497891033,-0.19841999897431042,0.3195047362149761,-0.10563894632943971,1.0,-0.3368949228978556,-0.07570779087672087,-0.23593400716847607,-0.26553656060213787,0.7332018630122823,-0.5062942540914442,-0.21611962857031936,-0.384588364798813,-0.4026426305643201,-0.17195280633775883,-0.2575373460079999,-0.07199882448237255,0.22261067176558788,-0.49402271889153765,-0.27392626721851854,-0.5692436667431023,-0.2835533851926004,-0.17275986173104269,-0.7281444249551688,-0.3045140907328775,-0.30759360485860965,0.018320787398587644,0.09176729737679082,0.40822683029787177,-0.06032792701793492,0.47438751922153444,0.0455691837191181,-0.45788845499727204,-0.1257285434505334,0.10726584288534938,0.5385937380651686,-0.031216563407622105,-0.09708754718665458,0.08881350964935025,-0.43660725565859104,0.5805963337612207,0.3794909165332164,-0.30840358230042597,-0.09441882598043565,-0.013565284183378629,0.13330045211317834,0.11626880271885871,0.06012167609647433,-0.06313287226513119,-0.019504917275805993,-0.300253829840161,-0.405037382601273,-0.29010178513833995,-0.39757287017281373,-0.14899233248562227,-0.09598660650785491,-0.16047069429807148,-0.17581605352501573,0.7479360671604175,-0.37078398608472174,-0.1709080885791853,-0.3056122566621299,0.3236042670841709,-0.1744344834762884,0.05362062506785674,-0.013232302807445515,-0.0538667819793959,0.07538420872163924,0.38931094999541216,0.730928121988736,0.08605203575639246,-0.0019164903112367333,-0.353741562900696,0.3707514211816048,-0.4738266530947982,-0.2657352710803525,-0.28044137751670917,-0.32536011719293334,0.3329606780769857,0.1102705451049316,0.37765200409283833,-0.006342059581001761,0.35024781600224575,-0.3738670507438887,0.036822424270043855,-0.19777815441687246,0.436310430779458,0.06472520972724839,-0.2477960091224532,0.1839621631259988,-0.6508017951475803,0.017709353148045042,0.40460282262897224,0.13963803952374773,-0.3097814096855341
Vermis_10,0.2738150747248749,0.32019872360906587,0.21398902722951835,-0.018505404709190355,0.434724723526675,-0.06274414799715551,0.10477421709165088,0.2993970589445165,-0.09374698093233097,0.307804725511494,-0.08268993299134296,0.16675904836319408,0.22139491876860368,0.1052706684062533,-0.25745215946739247,-0.10397820011075042,-0.2306334190355128,0.2786788779651013,0.06813367483319033,0.061531828479943304,0.3038583017700521,0.08065150205758664,0.06180709765301073,0.18672741712537547,-0.27664803038854346,0.17302994162916716,0.2508113180949332,-0.37371976089643416,-0.14087298827728686,-0.3368949228978556,1.0,0.0015947846681214556,0.2602328557746251,0.08426869884940574,-0.19068442759599952,0.3661055269453785,0.07111662054671009,0.42711142363605814,0.312317702106245,0.38828118479704415,0.26273655080148445,0.11907663154380815,0.23513418812532927,0.17637013168143462,0.03458047396192758,0.23637881826460427,0.43358308704176973,0.13821498875046484,0.4571078936478805,0.21148496004887432,0.20673229987677302,0.03339035923483202,0.1635000039740967,-0.08507029037779289,0.21074924953184632,-0.4357783005382261,0.06245999916629465,0.08373254060024661,0.23801072943765664,-0.06454978328353554,-0.3941714966137828,0.15900977735930724,0.1705830339558902,0.025608862753517155,0.2925406467876563,-0.46071513118851154,-0.12370377873852714,0.2962246969843492,0.2969457947941657,0.2520723313866027,0.027324084240556663,0.06369085566440251,-0.10230618704991673,0.036653315897394595,-0.01776855459816054,0.2958972695676564,0.1053970493416618,0.2842179340951604,0.18660060714326623,0.23954194108129942,0.14416266237095,0.35170459793842235,0.17945762544194552,-0.31486988117018555,0.2888510752255693,0.2696430499347266,0.31101138339360773,0.07861884554578723,0.06102165278253081,-0.23729587676660183,0.19394122251248205,-0.017018505029506678,-0.15986918335653147,-0.4461035322199338,-0.1063171297903063,-0.10052903538162354,0.1185276437050958,0.293249556961174,-0.1738950213326826,0.1518243686442656,0.20175617715613894,0.367751485235444,0.20622842598457128,-0.2147024025998014,0.04673868606518212,-0.07185046496484761,0.04359062580310402,-0.020770295968080853,0.33310798469806735,0.03721512924841365,0.013882731666393196,-0.43228425270203436,0.08593845465517976,-0.19588226519382257,-0.23535818097554956,0.2654933661360714,-0.07982669258330122,0.050870877837942176,0.019820857765992485,-0.03569680588153757
Temporal_Sup_L,-0.22663376633180526,0.037793836229231846,0.3198660327078819,0.5086821961724647,0.025552935303463968,0.016118816704796313,0.46810054147569236,0.2916050047304462,0.5218463052636602,0.42625313287448124,0.10671118148353194,-0.22220355224862048,0.1788539216469919,-0.20626306448291976,0.18446375208113283,0.16016900642086523,0.3466245132927903,0.29227549431700356,0.037986237217053,0.04620435274444061,0.4099424966254812,-0.04602165670886281,0.3977180755745608,0.16389527969322104,0.40228504401108317,0.04614076897887944,0.053906551776099675,0.023202824851850334,0.3502045428825661,-0.07570779087672087,0.0015947846681214556,1.0,0.27477732114507686,0.8182135836964827,-0.29904910512586985,0.14483479590682402,0.09481540652114355,0.026153042209511323,0.2788975516780151,0.22122700420660393,0.37363187560739375,0.20248967529392012,0.022571678999533024,-0.0731117612128181,0.3061519676584298,0.14770880807134482,0.17065873555270902,0.0862968871619491,-0.07825196917377834,0.7103198586973479,-0.12702104646617635,0.10679781142920079,-0.09474387852314684,-0.20988006119023933,0.37215891522221317,0.48438632482352323,-0.19325373936944332,0.32786953895928495,0.11725165803563702,0.23206255768601572,0.386031338229652,-0.045976618273902904,0.223140669095081,0.04136306672610811,0.5296891760227477,0.2555100467821869,0.6893982805834594,0.24830344136512872,-0.025751945896863557,0.4212456170475046,-0.45985537895563694,0.18603797049426662,0.022250256261184733,0.19416943156158636,0.24710675507722105,0.16454181162530876,0.05593426070477634,0.09001703490360698,0.05927441490199807,0.29163458401374165,0.4232918977455193,-0.05769857926787153,0.5456727832223163,-0.19847059362250968,0.25791637306339016,0.11051882277249656,0.19341943260689906,-0.06262779502440954,0.48855169209264815,0.15738698699295858,0.1879030262467464,0.08359304708500465,0.3438034451677641,0.28113151535174596,-0.24343969601130513,0.1084540745815349,0.11637024469677366,0.21673091950880474,-0.209102813209766,0.01489783992999228,0.2772389338159744,0.03262474029167534,0.5982058591623213,0.2709031500389273,0.10818231539986198,-0.15052339262008121,0.2845533135362185,0.1419238305685018,0.18860160763290032,0.4612257387980271,0.7794333123308584,0.4846641101507417,0.1593333142070687,0.31236550391493517,0.398285618570613,-0.22860119290216435,0.07099928261379262,0.17973643057567165,0.228394238611668,0.5178470648153124
Rectus_L,-0.05027556175009503,0.163474834524765,0.3495276072801911,0.2577034764167142,0.3052616370110379,-0.08053136343618396,0.230342044667847,0.3146633973737428,-0.036098871620732075,0.4905346718381174,0.20406741306688364,0.03561419223698421,0.29964885208964515,0.1473308016761399,-0.06583489994256814,-0.19733577599308127,-0.06301808221566879,0.2810541049030384,0.15653810748195673,-0.03170932312186351,0.49385811517363576,0.31631533185225924,0.15447748224557548,0.12956136126751705,0.017546081301057913,0.10297425127284456,0.08690366389396084,-0.024595723857076632,0.16388829028380955,-0.23593400716847607,0.2602328557746251,0.27477732114507686,1.0,0.3191818101777994,-0.1597849469990501,0.2558702767057241,0.22626027775592084,0.10156147915818721,0.3432829358774368,0.23366906204715648,0.2728311850080684,0.08736796578371393,0.2428208327694306,0.14311346484401596,0.01740261579641181,-0.12917059709196854,0.13353940920395013,0.28123730286045767,0.20581062072818654,0.457615774535761,0.3912436624983426,0.269807059846379,0.0064245800575886336,0.017243111366630356,0.38237174543299335,-0.18719203995631575,0.07228175400510958,0.2723343305127235,0.15417817889669636,0.08316780853205591,-0.025975212116436688,0.2343019169003123,0.19116582418629977,0.36654226928212885,0.42787575489295177,-0.25910472546784175,-0.006231979158446644,0.06288113589652873,0.19285163906562872,0.23398440659804665,-0.16769181822029056,0.030089389030926426,-0.01936514501501349,0.09673612319172133,-0.10131107866117177,0.38628761930679534,0.03983618620699198,0.32231795771522453,0.07074949521525921,0.2600442073701439,0.13574380951401807,0.13337942381422757,0.4391309272786417,-0.32677071818717995,0.27414342458258917,-0.00699292012536583,0.42167312636158305,0.05650766117253102,0.24982379675169214,-0.012962895105489161,0.434306144439629,-0.03482200817092718,0.009370470666599745,-0.11209566220201342,-0.17172599341667252,-0.20624855498383338,0.16995024274642256,0.2223561891125867,-0.0905205646666231,0.2357945025745427,0.5750640949149883,0.0009746193540306021,0.42833391817746685,-0.10757399262582541,0.1025394609515196,-0.3026724287741278,-0.10854305443031098,0.12846455439041155,0.1735325434327408,0.19526706007913036,0.16553126453632505,-0.024767731661917605,0.37066670639420857,0.07317553811125999,-0.08370309828009648,0.14331519963732892,0.022430404434428855,0.054338974721702786,0.021073457954825042,0.2697233163747849
Temporal_Inf_L,-0.3215144518671336,-0.0153042126501521,0.18856537619304015,0.6196327743666203,0.03505417096847513,-0.12297969052211946,0.3531627739164855,0.3652595986793788,0.5350116786696594,0.42578648077217957,-0.08872175617726026,-0.1988630071940958,0.138789075685631,-0.3543800836540357,0.20219167435117133,0.09354421139042328,0.31456614447928327,0.19568674748906398,-0.058937539078485375,-0.018677005053657717,0.38474522316468984,0.030394882884463997,0.3596220450015476,0.1923247271191786,0.39604403290411083,-0.04158909650738171,-0.013931459652350668,-0.004841349831968737,0.3951362671142625,-0.26553656060213787,0.08426869884940574,0.8182135836964827,0.3191818101777994,1.0,-0.4503245167727748,0.23568574553453558,0.02579269094702631,0.08152291930093114,0.2408221297216799,0.22971230222958836,0.31228550290454016,0.08605271488887073,-0.09100012507082349,-0.057917560448040424,0.3231789635283634,0.1470200101038678,0.14508366751848803,0.11830827753046476,0.036776390944548654,0.688706126945476,-0.05754317841950042,0.18153005619604168,-0.11811934617627191,-0.31312347832371135,0.28638894726302794,0.34960827595219374,-0.1798711860848374,0.43246255576082776,0.14070114428413757,0.16607062227646294,0.347016331367173,-0.03826620903219883,0.1428919071139181,-0.039726215875226956,0.5101559063776897,0.1053101483397857,0.5365316514478834,0.2939877118679395,-0.11241058988786823,0.3180546362816646,-0.5188795560601381,0.08362815948051172,0.006815506532890791,0.1789295202827045,0.16250765279876656,0.12457071467835366,0.176745039342603,0.1021293410635127,0.08217227049070723,0.13995085608236704,0.38035378813266857,-0.01461398458865131,0.39302175908201614,-0.3758899625447314,0.28977167602639,0.0033979382032931385,0.19423865940815832,-0.05122933812562055,0.4834882730145389,0.20600329687777608,0.11607170329083612,0.09787281067227889,0.37461514811793967,0.07513817970665826,-0.4088816717743455,0.1277927435117047,0.08508049920140241,0.3048994740787865,-0.27054611470628925,0.11817967504449171,0.3025095084048787,0.09484186503266381,0.5769767394600092,0.14673826287707512,0.17157695156079358,-0.24621994684558998,0.18882553449221748,-0.03976738469507381,0.15378323699391322,0.43782199439953884,0.756281565560276,0.3820040936133719,0.1161940811042225,0.3695062573979873,0.38412209101586275,-0.02731871906620072,0.05989868167416299,0.015198061967561197,0.14800951898105885,0.578879190648148
Temporal_Inf_R,0.3867894582814792,-0.06085770490310493,0.0066017018179346755,-0.4556955809544546,-0.12446257941081026,0.39744628553094313,-0.07155987743466868,-0.26477256071655936,-0.032888062060926045,-0.348821991335733,-0.0969868481631573,0.05355684128776859,-0.25764003953984493,0.3227252441564215,0.03916479286925581,0.23094225298003593,-0.119696046766008,-0.011210398905476213,0.31175594787484034,-0.0822068902587593,-0.31819486551774645,-0.03003589450911978,-0.006166110870884673,-0.07063820362888126,-0.021772164006964384,0.23309429084347666,-0.14221904985406406,0.18706845930243263,-0.16154990800829627,0.7332018630122823,-0.19068442759599952,-0.29904910512586985,-0.1597849469990501,-0.4503245167727748,1.0,-0.2232744063429739,-0.3190478884185161,-0.1977083858308887,-0.3338237449752598,0.06338150156784307,-0.25223911798125287,-0.1852385301953056,0.3384041419694502,-0.27315494321422595,-0.28097252352195967,-0.5206473335189635,-0.2014735865696321,-0.1502068270695041,-0.4166811257531107,-0.3879796110735637,-0.18925566253025408,-0.1712799639922874,0.10166489970527268,0.41876107918709093,-0.14901741396002638,0.1760283678048684,0.2529178151060781,-0.3929911917302762,-0.03688577585173769,0.09849405251523684,0.21504777275649167,0.060063518562152855,-0.1872295742196553,-0.05169492534120079,-0.44765215676719655,0.32082357842205556,0.1904148956746346,-0.22083294495054645,-0.15818178417276615,-0.057575180072116074,0.2683304095988529,0.09536603193011912,-0.03409726204057755,-0.1540945224925678,-0.06695816537480252,-0.2579128665237457,-0.28578408643419584,-0.2010830979657595,-0.2632009751619253,-0.12100693855801387,-0.004794518075837385,-0.05202147971376807,-0.30460297021957866,0.7179078881937807,-0.2897593213742049,-0.21739814613019473,-0.17485776494273592,0.4091081041254826,-0.28387616965019574,0.003981821865099003,0.04167348029403227,-0.16352014534503448,-0.18412308952155929,0.29431819774672147,0.7225548530394649,-0.023529038805685853,0.04950298486527787,-0.18535412724896594,0.44639462036167105,-0.42603274181088635,-0.21061392146765426,-0.12140094257316321,-0.4508283129539722,0.182018929578192,0.22897128334826478,0.2152717974253152,-0.015448868365434227,0.23545507741647456,-0.34559118111110515,-0.15203282722793823,-0.3956272300203242,0.07353306935942716,-0.13318405351516263,-0.3020588824252852,0.05873198392883034,-0.45207488033150683,-0.05242245492504823,0.33540017860324195,0.0973184096023293,-0.41617692174509047
