,Hippocampus_R,Thal_PuA_R,Postcentral_L,Thal_VPL_R,Cuneus_R,Lingual_L,Red_N_L,Olfactory_R,OFCpost_R,Thal_PuM_L,Vermis_7,SN_pr_L,Temporal_Pole_Sup_R,Caudate_R,Insula_L,Thal_PuL_R,Thal_MDl_L,Cerebellum_7b_R,ACC_sup_R,Temporal_Mid_L,Amygdala_L,SN_pc_R,Caudate_L,Thal_AV_R,Vermis_9,Cingulate_Post_R,Frontal_Mid_2_L,Occipital_Inf_R,Thal_IL_R,Cerebellum_Crus2_L,Frontal_Inf_Oper_L,OFClat_R,Heschl_R,Angular_L,Thal_VPL_L,Thal_VL_R,VTA_R,Thal_MGN_R,Cerebellum_4_5_L,Paracentral_Lobule_L,Cingulate_Mid_R,Frontal_Inf_Orb_2_R,Vermis_10,ACC_sub_R,Temporal_Inf_L,Rolandic_Oper_R,SupraMarginal_L,Temporal_Mid_R,ACC_pre_L,SN_pc_L,Supp_Motor_Area_L,OFClat_L,Cuneus_L,Thal_AV_L,Occipital_Sup_L
Vermis_7,0.07819046452582028,-0.010640024304990225,0.04520891003526959,0.0365554123706889,0.06415454025485376,0.033292294781903084,-0.02550813145458637,0.21716092490223102,-0.1292025473103676,-0.03795298656782154,1.0,-0.029526625416703593,-0.2805185835775493,0.20038452139000792,0.04469952799489189,-0.07976039361168122,0.1977500777206237,-0.024093825322270574,0.0019016373320226959,-0.005240838108710556,0.16884446471894374,0.04763390320724288,0.15681894621654877,0.0341525721089317,-0.0005395351382546465,-0.012903192942677834,0.06175211407239716,0.09542187085739073,-0.011679375104263555,0.24290792101689002,0.02439102752301523,-0.1179174877629065,0.04573803312858189,-0.13680761883287348,0.15218478793255066,-0.07425899501639491,-0.028067524410333663,-0.07236763705515677,0.26176406749891346,0.12419568714887015,0.18961325526779507,0.012049586702513597,0.27488848768056034,0.27137571873924204,0.0747889838593124,0.03502586126520317,0.0852535978318896,-0.11817455496139959,-0.04942547839514616,0.22940135566864717,0.2311691293831529,0.11340065178400507,-0.06320039209553027,0.062166670636600314,0.024842543113144246
SN_pr_L,0.7018817380268145,0.05011184709742225,0.016230068697001096,0.36878967591562467,-0.17155732743425336,0.2379748956169383,0.6173646302568536,0.29047969818339486,0.24400594961310373,0.5185344778746485,-0.029526625416703593,1.0,0.11598317296163714,0.4594858157722944,0.728086691294614,0.2696779281401089,0.47798273120630597,0.12802045117834462,0.40237654089247676,0.28613673288802915,0.19206501428945258,0.2630785002516004,0.5804478599132188,-0.02003234176535563,0.23366626584918196,0.5359103778355716,0.574075928166744,0.23275056664060081,0.29446307507117647,0.036758623807715926,0.5065229739689353,0.09704196917483404,0.5196334082503745,0.03918354289507229,0.41765770931425106,0.374565208050346,0.34714644002499456,0.25805799020232695,0.08834228329776128,-0.011295762307606871,0.2839447712906334,0.6055366343260635,0.2520723313866027,0.12860632370724678,0.3180546362816646,0.3762770729678096,-0.06293457396522996,-0.14995005579429696,0.34740425620047943,0.607026746535726,0.3722030295207308,0.3739944625544672,0.06439881820990649,0.06770738421077341,0.2075354615641041
Temporal_Pole_Sup_R,0.18247888332730033,0.06707709962967999,-0.12716276280714137,0.07758316078720223,-0.003202498317069959,0.13048953904847235,0.17377185529492303,-0.3731444419306278,0.47790015133169056,-0.13681573353411958,-0.2805185835775493,0.11598317296163714,1.0,-0.1766770243107678,0.09803514892773299,0.009121386349075507,-0.1649304812692271,0.17577152213697791,0.3714683868499813,-0.13781582700241538,-0.4460782054295368,0.10915288756515835,-0.0830919399488436,0.5194670808333008,0.13559812992013984,-0.0643900269688834,-0.09291087913887153,-0.13648486953188887,0.30184394434223794,-0.07836763324444387,0.003854029974884359,0.5361617253852722,-0.31010034063849884,0.3052009427177435,0.15184911850580543,0.07438059701852427,0.4005071135884306,-0.2930182326285988,0.1052478212738938,-0.39234379627697924,-0.24411856903040033,0.13202230120435407,-0.21401809681751502,-0.16889785776336497,-0.08934653571405123,0.4205402904219207,0.05650087402630773,0.4459101228971322,0.27265992574086545,0.036701782421726524,-0.10971927952932313,-0.01393433850793665,0.2477650665109426,0.30483516484012285,0.09498824398525933
Caudate_R,0.6860360538455127,0.2950664148092527,0.20830881560803138,0.5073573794412678,0.1135781981818183,-0.03138814556507741,0.442239352406541,0.5485611038448416,0.05684643950266381,0.5317199524473578,0.20038452139000792,0.4594858157722944,-0.1766770243107678,1.0,0.5184580734836132,0.035107744742829725,0.7010598080136572,0.004784649045922469,0.4525560925822587,0.235348505630788,0.7097971365715928,0.22651994865844757,0.8589582093883061,-0.08065049603370555,-0.05266066316234539,0.5553933733123357,0.6290593661194633,0.13825126869077975,0.16548762130713468,0.12605158413179385,0.37986694091584794,0.16570193733629707,0.6021632106011452,-0.1356140884080812,0.48569417049591207,0.4418155461910405,0.04822374203590045,0.4742348461217937,0.00030059829788347685,0.4127007368540224,0.5436834416867247,0.7193168290671121,0.42711142363605814,0.43667379207777135,0.08152291930093114,0.4354976800024309,-0.07295084570810778,-0.22034726200491414,0.42402612250362154,0.4721769442567528,0.6490159210502928,0.27643963085266443,-0.08581096863177906,-0.07407863924067914,0.12650585385636948
Insula_L,0.7038307991758425,-0.12687528141009366,0.05052786198790336,0.40514497459253423,-0.12037424353622878,0.33990140292336235,0.5972969602826539,0.45736960982090785,0.4207524560359543,0.4956149415433911,0.04469952799489189,0.728086691294614,0.09803514892773299,0.5184580734836132,1.0,0.1423354342198135,0.6368477243360766,-0.0229981873546859,0.6290539250901307,0.36012817749856774,0.31972619217608267,0.2589069695615403,0.5795200580472609,0.13033314533072665,0.0036153260413687607,0.5383455498388258,0.7358050317887714,0.36064865306628213,0.09322793644186116,0.08928952099352348,0.6819795563119375,0.07148243599253265,0.5179197815868724,-0.13054305146573303,0.5235629493001218,0.35145724967422953,0.2738626373669657,0.31072683437563753,0.31674270524709613,0.10367948854377497,0.3109014403491214,0.6524760415907193,0.21169626131209993,0.28044007528311854,0.5960110890063987,0.3436696918384827,0.07297015288221724,-0.29904712471450173,0.4682928907877139,0.6453328312460599,0.45643824749258244,0.6806007289877973,0.219256303418509,0.22635704934070675,0.11140537470570686
Thal_PuL_R,0.3019809873101944,0.0036143407481106166,-0.01428287579036934,0.16147512333506375,-0.015574578274748369,-0.04481330892327589,0.33808723350386016,-0.008585352923427374,-0.11275887201956873,0.557193530454633,-0.07976039361168122,0.2696779281401089,0.009121386349075507,0.035107744742829725,0.1423354342198135,1.0,0.07474015747297619,0.28353096773194675,0.04582515372524994,-0.11707700588771125,0.03228825766016116,-0.2777419913148339,0.039214376895989035,-0.36624047103556995,0.13419741896091306,0.4918975659034733,0.31376497650389473,0.016559066196408158,0.4793419215760362,0.1316828159459805,0.5022063221705313,0.160383621619648,0.25698643027288776,0.07856948845591709,0.20146702831082156,0.19519509166232787,0.09764612499000341,0.053786888548397534,-0.1884991111232561,-0.0820885918718745,0.22135168618390308,0.24274650072684498,0.025608862753517155,-0.1161940173923991,-0.039726215875226956,0.28756131409945024,-0.22092963010497826,-0.016617897299107672,0.15286381874118382,0.07669915196905955,0.06841548368759126,0.006383803739414193,-0.18520193797176024,-0.5085270960697809,0.23470700188109148
Thal_MDl_L,0.6604059438228739,0.24647505960042093,0.30536129287949887,0.6272357685363518,0.07250492356527911,0.09244573503563601,0.454120807535127,0.536460229367756,0.1364785041018956,0.6172844787137769,0.1977500777206237,0.47798273120630597,-0.1649304812692271,0.7010598080136572,0.6368477243360766,0.07474015747297619,1.0,-0.036827495348182124,0.46254924124221225,0.26532673653675626,0.5333706611663899,0.36084983250538044,0.6398553134712547,-0.015306800256216163,-0.0015694652429929315,0.5841341564131584,0.6428045272464147,0.3420982354343778,0.08339178936922845,0.09252142256490428,0.5054567999002136,-0.015034476847167036,0.6057259156415298,-0.2040727936103661,0.6399772910262755,0.47840715915759424,0.08866954314638208,0.40807432615806577,0.19429785062795701,0.410000449799207,0.5199192673887034,0.621835092416297,0.2888510752255693,0.3235937577841825,0.28977167602639,0.40966029747363875,0.15855230305646423,-0.26645860229013896,0.2589500539600738,0.5398561300450387,0.5909776830518023,0.3736470617793625,0.11012603172687851,0.022529777478007253,0.012299365870410913
Cerebellum_7b_R,0.15007061938580707,0.24155151410628792,-0.127761761647709,0.1086101821069671,-0.05006732121445215,-0.03551803242706781,0.14476290165092603,-0.05310456020020929,-0.10952738029862624,0.05689520676734229,-0.024093825322270574,0.12802045117834462,0.17577152213697791,0.004784649045922469,-0.0229981873546859,0.28353096773194675,-0.036827495348182124,1.0,0.013233103157204995,-0.11828119027173321,-0.05685856617372407,-0.13120692722941607,0.1394692612979394,-0.008699050297801741,0.30616276336777737,0.057792301998331866,0.007740173976481351,-0.20309402271345972,0.4635634325029582,0.11469774409907998,0.07242822184366059,0.3406308900193025,-0.13141852034351906,0.22409028351862256,0.058088565591115214,0.10369233915086092,0.21461463262779779,-0.046217464467425806,-0.16045439499831363,-0.2617363960063148,-0.008561429424999274,0.1052640263578904,-0.08507029037779289,0.09289888045773687,-0.31312347832371135,0.20221892031311994,-0.20167338263856482,0.32669113268514566,0.1976520154251492,-0.018350519758251558,0.06985537062093042,-0.07332826580420669,-0.2504902263989598,-0.09653610751337696,0.17002967940266014
ACC_sup_R,0.5978698199250098,0.008262569558730837,0.07586901623471708,0.4128686264817862,0.01597193201587655,0.278941208639798,0.412581860790354,0.32992955820049263,0.5065384113482856,0.26297236075315555,0.0019016373320226959,0.40237654089247676,0.3714683868499813,0.4525560925822587,0.6290539250901307,0.04582515372524994,0.46254924124221225,0.013233103157204995,1.0,0.23450883380445248,0.2222578990683482,0.20114265727044145,0.4576595659580879,0.2739936370412613,-0.06522155699965292,0.3634116635535288,0.6097510219369451,0.1988203374415714,0.15614610541259952,0.044790507906543424,0.41824517977299247,0.36976340551453996,0.1913815947676251,0.003049048184187406,0.4155201616392861,0.351591905212882,0.30830921288026136,0.19697831748501052,0.38077090636929256,0.1611898851604007,0.1936085960003973,0.5267644396737432,0.06180709765301073,0.30241781385954514,0.3596220450015476,0.4873827174318659,0.08601662894084183,0.004586113055602691,0.4934026391582876,0.47509154153509936,0.48304893350086003,0.4695910500399382,0.22393835404831572,0.29572435968769817,0.16168130274345655
Temporal_Mid_L,0.33370757288325276,-0.0018699036810588853,0.29799534611861084,0.2948049901063328,-0.10672323316581475,0.4328538698679387,0.22366055221181003,0.32011521622007716,0.2518386731359127,0.1491359251490387,-0.005240838108710556,0.28613673288802915,-0.13781582700241538,0.235348505630788,0.36012817749856774,-0.11707700588771125,0.26532673653675626,-0.11828119027173321,0.23450883380445248,1.0,0.12693307598086553,0.21367760938230643,0.1942920976166877,-0.13837617114609754,0.03805260618830385,0.24623957522803686,0.3318658938050193,-0.028469583464443497,-0.10053445421374221,0.14646938366012754,0.1563162365232571,-0.2569056958071473,0.3133436068384785,-0.06500415230580492,-0.07595649979291229,0.27360481380553586,0.11161640832899447,0.23767738594619167,0.2899223928223805,0.2807070541678519,0.24790269345409796,0.09621861442787999,0.14416266237095,0.10304063361555495,0.38035378813266857,0.129285035555083,0.29317429043927984,0.035070094354922136,-0.11002821010400984,0.32531176173120974,0.5163335842734521,0.09699179334340831,0.08993543565258373,0.16931764110982,-0.06826693410581741
Amygdala_L,0.42453333372720375,0.13956081444510857,-0.017715165161703624,0.12454885839320412,0.15099099580678138,-0.3326893660473052,0.23899615890723266,0.6502426584816533,-0.016936804140672706,0.4331998773192401,0.16884446471894374,0.19206501428945258,-0.4460782054295368,0.7097971365715928,0.31972619217608267,0.03228825766016116,0.5333706611663899,-0.05685856617372407,0.2222578990683482,0.12693307598086553,1.0,-0.1008332579144194,0.6259645127658484,-0.33251699196854695,-0.3249840895910374,0.4122019657732889,0.6173508749343911,0.16730744879410442,0.08519751823977804,0.22118882630416653,0.30996376146440835,0.22151263840152868,0.4731121637077083,-0.220729480659955,0.30005354210527174,0.038602090107979346,-0.2754852064414228,0.39789175969058177,-0.29620828295531676,0.34019428212494585,0.33468581188387303,0.5952598334272476,0.4571078936478805,0.6265623124014416,0.036776390944548654,0.13144807456356258,-0.381124332871562,-0.4598983450717904,0.49601220232801635,0.36350647064494307,0.5050659091210653,0.4038604266681872,-0.29168484121374816,-0.4038218176221524,0.0662001970208952
SN_pc_R,0.3454452293564764,0.21991062023100738,0.40564427935361186,0.5288912179533015,-0.10894810559030708,0.25901375336782023,0.27552978394687455,0.028602792714527363,0.052438144199096044,0.169212365898763,0.04763390320724288,0.2630785002516004,0.10915288756515835,0.22651994865844757,0.2589069695615403,-0.2777419913148339,0.36084983250538044,-0.13120692722941607,0.20114265727044145,0.21367760938230643,-0.1008332579144194,1.0,0.2756281082145745,0.24840108384491488,0.08580973505665238,0.11939216549886851,0.032554518649277844,0.05198468834906468,-0.08616347873957862,-0.30896770640439297,0.04721571148502896,-0.25877073881449025,0.2181052888142368,0.0021283814618161777,0.271045656089179,0.45557221376259455,0.32662297871107576,0.22245885759606795,0.4771185671972287,0.3783528399569802,0.29766969246353336,0.10347235634860334,-0.10052903538162354,-0.19567232180860475,0.1277927435117047,0.2381957955273478,0.5125743653119263,0.15500128264401297,-0.24025895846872924,0.2738123150378713,0.14948524303252292,-0.12697989052836056,0.3820870573209166,0.29490250678975316,-0.24467363122386118
Caudate_L,0.6969384067572961,0.29841897303033943,0.09348081777900642,0.47974120082760874,0.07112709780914889,-0.050602838676081646,0.470181723338788,0.5342181952924637,0.09666737519687656,0.5139742590577628,0.15681894621654877,0.5804478599132188,-0.0830919399488436,0.8589582093883061,0.5795200580472609,0.039214376895989035,0.6398553134712547,0.1394692612979394,0.4576595659580879,0.1942920976166877,0.6259645127658484,0.2756281082145745,1.0,-0.04547794114310977,0.009539738893349109,0.5252305787478083,0.6039253593659101,0.2257980552077321,0.25388337701925606,0.15781697078252013,0.36384301519681456,0.2210338190444956,0.5746629150549675,-0.048193903117189525,0.4714180217918938,0.42519094678623454,0.11915734227015999,0.4476458622278839,0.008770403172385532,0.2733982901354057,0.4768982579181249,0.7094567393111314,0.367751485235444,0.44528827306599916,0.09484186503266381,0.42501850091325727,-0.12756454491809815,-0.17672894260095512,0.5175592189555184,0.5187204279385456,0.6033383466854731,0.2886151519185727,-0.06806058413161382,-0.028510521719015927,0.22790318064620976
Thal_AV_R,-0.03021651480724878,-0.005870281855859933,-0.23293756036131558,0.10286078347923507,0.07510890081301011,0.2562007572454431,0.017758718538656217,-0.2801057022145306,0.2358474648605573,-0.37072061481318147,0.0341525721089317,-0.02003234176535563,0.5194670808333008,-0.08065049603370555,0.13033314533072665,-0.36624047103556995,-0.015306800256216163,-0.008699050297801741,0.2739936370412613,-0.13837617114609754,-0.33251699196854695,0.24840108384491488,-0.04547794114310977,1.0,0.10259212401946459,-0.22119866884248646,-0.22685408079391856,-0.03831653253067221,-0.07988407180741082,-0.1531368770824612,-0.09129407949232883,0.14386463597796154,-0.37002663265007374,0.16826512007510375,0.3041299348044107,0.07259099584932495,0.29007505575010717,-0.30160466436652733,0.36775279079809586,-0.3168709315824614,-0.19678136555274583,-0.12752861456185713,-0.10397820011075042,-0.03145635182660166,0.09354421139042328,0.029418853472054116,0.15391259972067034,0.23857436261863363,0.06537890548088629,0.0471757213040496,-0.08436677230841787,0.09292685323416723,0.2955926322419097,0.6743994121246862,-0.05426728644447408
Vermis_9,0.1009176129347634,0.189495110330192,0.09168443402518595,0.2420639632031388,-0.11898592174069535,0.3317376385557427,0.17514963349414872,-0.22335860709230201,-0.17578354608607918,0.044270923488865715,-0.0005395351382546465,0.23366626584918196,0.13559812992013984,-0.05266066316234539,0.0036153260413687607,0.13419741896091306,-0.0015694652429929315,0.30616276336777737,-0.06522155699965292,0.03805260618830385,-0.3249840895910374,0.08580973505665238,0.009539738893349109,0.10259212401946459,1.0,0.14647888760498592,-0.15428334990249182,-0.1197436547344861,0.27272711866432336,0.03589969778918611,0.14005373627825804,-0.11176835287210435,-0.02045447316376283,0.17402795868309254,0.10665494073679589,0.25527519718926517,0.39242670961518944,-0.004343472820056902,0.05178866295241178,-0.17595181783831956,0.12812287930204008,-0.08249586282149914,-0.06274414799715551,-0.2066099076383162,-0.12297969052211946,0.2354390604146301,0.16473107600267275,0.38286368736378923,-0.22202378074894968,0.04985890967297396,0.027515086791077528,-0.2537547735837071,-0.1323628857563334,0.16136961577707815,0.06593957812699204
