,Insula_R,ACC_sub_R,Cerebellum_7b_R,Thal_PuM_L,ACC_sup_R,Parietal_Sup_R,Precentral_R,Thal_PuL_L,Thal_MDm_R,Cuneus_R,Thal_PuL_R,Rolandic_Oper_L,Frontal_Sup_2_R,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_R,Red_N_R,Frontal_Med_Orb_L,Parietal_Inf_R,Rolandic_Oper_R,Cerebellum_Crus1_L,Postcentral_R,Cingulate_Mid_R,Cerebellum_Crus2_R,VTA_L,Vermis_10,Rectus_R,Thal_AV_R,Putamen_L,Temporal_Pole_Sup_R,Olfactory_L,Paracentral_Lobule_R,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,OFCpost_R,SN_pc_R,Cerebellum_7b_L,Cerebellum_9_L,Thal_IL_R,Thal_VPL_L,Cerebellum_3_L,Thal_VPL_R,Temporal_Inf_L,Occipital_Sup_L,Putamen_R,Thal_AV_L,ACC_sup_L,Precuneus_R,Calcarine_L,Frontal_Sup_Medial_L,Precentral_L,Temporal_Inf_R,Cerebellum_6_L,OFCant_R,Thal_VA_R,SN_pr_L,Frontal_Sup_2_L,Thal_PuA_L,Olfactory_R,SN_pc_L,Caudate_L,Frontal_Inf_Oper_R,Amygdala_R,Paracentral_Lobule_L,Cerebellum_Crus2_L,Thal_MGN_L,Cerebellum_3_R,Pallidum_L,OFCant_L,Thal_LGN_L,Pallidum_R,Cerebellum_8_L,Thal_VL_R,ParaHippocampal_L,Cerebellum_4_5_R,Angular_L,Precuneus_L,Frontal_Inf_Tri_R,ACC_pre_L,Vermis_9,Occipital_Mid_R,Thal_MDm_L,Heschl_R,Occipital_Sup_R,Temporal_Pole_Mid_L,Lingual_L,Thal_PuM_R,Cerebellum_8_R,Postcentral_L,Cerebellum_6_R,Cingulate_Mid_L,Thal_PuI_R,Hippocampus_L,Thal_LGN_R,Vermis_3,Temporal_Pole_Sup_L,SupraMarginal_L,Thal_MDl_L,Rectus_L,Thal_PuA_R,Temporal_Mid_L,Frontal_Inf_Tri_L,Calcarine_R,VTA_R,Lingual_R,Cuneus_L,OFCmed_R,Vermis_4_5,Cerebellum_10_L,Heschl_L,SupraMarginal_R,Frontal_Inf_Oper_L,OFClat_R,Cingulate_Post_L,Vermis_8,Fusiform_L,SN_pr_R,Caudate_R,ACC_sub_L,ACC_pre_R,Frontal_Mid_2_L,Angular_R,Frontal_Mid_2_R,Raphe_D,Temporal_Pole_Mid_R,ParaHippocampal_R
Insula_R,1.0,0.1150887876951011,0.2568761364576172,0.420132650802234,0.4823128047313715,0.2251357237541763,0.23952384367351887,0.17173492499541393,0.7122344621947829,0.05622889989801065,0.19024361918820876,0.5353250401430937,0.5561798125184684,0.3429985474019544,0.6618194954043705,0.5917706197426796,0.13478478167852595,-0.07224934455078992,0.6319830294463884,0.23743763870646736,0.04500293356995012,0.26813657461105983,0.10631047120477351,-0.02759465663365181,0.17302994162916716,0.0993072340704344,0.08907942834373776,0.5119917538912839,0.41860112958187295,0.1331969371876152,0.1998099627926801,0.37415172332919944,0.014052779803938738,0.24968901782562822,0.24897921661323602,0.012156829866457261,0.4825804133499417,0.4893138976452247,0.411818512690141,-0.039246082096802644,0.4392707868858966,-0.04158909650738171,0.36434862662301315,0.6593628536049568,0.00227844787948417,0.4064294889637037,0.1130340753513566,-0.08490303239376619,0.4468066731935633,0.23024700275092605,0.23309429084347666,-0.01822329024561698,0.2113562096847329,0.4448257777467291,0.5644248971293977,0.5265726584347341,0.10859176143436951,0.20121789055894293,0.34624236283362153,0.6110139398779316,0.621918446368688,0.6415217078597419,0.09268178051349286,0.08500616606157126,0.1548961946059803,0.07219145349469103,0.5073716537089278,0.3857694669623182,0.42260644472142633,0.554574724712227,-0.1872404927709448,0.46575193248462177,0.2888338072841005,0.16295122343210558,0.171936546231496,0.03542247503446894,0.5229931770424232,0.411967024520372,0.19247907364801253,-0.13450758403012292,0.3390143976155399,0.3740257250386777,-0.05916380483544506,0.1590631879383006,0.09362070352896823,0.3296839022767258,0.08930205762866439,0.10365947413752091,0.18065578497891033,0.22033299201421003,0.3104414073147944,0.40950369812498705,0.4410006834177725,-0.1839549789479105,0.11663452462760426,-0.08582432672235125,0.38012857029536273,0.10297425127284456,0.36547170071781715,0.1441827023332088,0.35928219233659364,0.011254332745573813,0.35503642117924566,0.269815379197202,0.02858091305364465,-0.048376488636461726,0.19837908286212863,0.005163696513424166,0.378576081418941,0.020048760648008628,0.3028074143979396,0.4370124180666836,0.49930567507450163,-0.28324112547678587,0.029035230410662242,0.03784723883814403,0.5424980957003864,0.2803330120578288,0.3672396297936473,0.43971008813819096,-0.05535060499935073,0.4735468618424569,0.5391722288052454,0.3067748389508762,0.7332066023744587
ACC_sub_R,0.1150887876951011,1.0,0.09289888045773687,-0.01885905255589138,0.30241781385954514,-0.1978964400365259,0.13269032648976015,-0.29107702737392926,0.08432775739107645,0.11884890498725478,-0.1161940173923991,0.12426710917622183,0.4795905694907124,0.3841841574554188,0.3879533281485358,0.13038392193258452,0.0169935246426264,-0.3566115215253112,-0.02828997284585049,-0.09858706713364858,-0.11981915872508513,0.0033861966594179306,0.27980036347368414,0.24962761272197373,0.4096314105885131,0.7475890607977972,-0.03145635182660166,0.36065966253157133,-0.16889785776336497,0.6303394819683723,-0.1063353349370234,0.2484533393005683,0.08770397495546949,0.36294178874556365,-0.19567232180860475,0.1746369393142231,0.13103925132518673,-0.01646297516381982,0.05436753519055522,-0.059170599624611304,-0.12387574393501843,0.019583347163968583,0.17534681980296873,0.5163305795891312,-0.06619932460954459,0.368366781078071,-0.3866447545528952,-0.6191329993293199,0.4325412716631883,-0.19429767123458153,-0.11970882836413,0.0024011511900573976,0.6320978466631568,0.11027545938748998,0.12860632370724678,0.5282049156283141,-0.1932176091909605,0.6509608585055231,0.2887513899897281,0.44528827306599916,-0.2332211239912185,0.46706004590193734,-0.08893543140761376,0.3426721121095456,0.04786473860344194,0.09189206806406953,0.3232084469390014,0.6037079263291051,0.05412130566430938,0.5289932846642978,0.05416949258279949,-0.3038493040914793,0.14698791623256488,-0.35192283137348956,-0.021973871426467877,-0.44923032911499766,0.31764399714013336,0.5823801892276255,-0.2066099076383162,0.2580118419932928,-0.05776975292568389,0.08289161493941417,-0.10013706328941253,-0.1035817959580287,-0.29013401826583074,-0.3587193008762758,0.017536366993496394,-0.3341916567352916,-0.36831362546307994,-0.004225043468557323,0.18179033651053725,-0.045119063374469734,-0.19555505203118462,-0.5550626669178265,0.13677015983699306,-0.42620477359010284,0.3235937577841825,0.14575718077630107,-0.0931574702613446,0.10304063361555495,0.13404829041598287,-0.6918700606903796,-0.22124781393315857,-0.3692560378886461,-0.31256573928907516,0.33005347011674835,-0.3947404335007378,0.28921519666071055,0.05587552040135828,-0.3431061441327905,0.026806143627414052,0.42716693941881884,0.17601673138029847,-0.24183288633212732,-0.04562165667497301,-0.44229013176540194,0.43667379207777135,0.6923610972181852,0.526669300841757,0.3950416334963205,-0.5627470426965325,0.5399033279689677,-0.14645521911336967,0.05665569662114181,0.2382433778789112
Cerebellum_7b_R,0.2568761364576172,0.09289888045773687,1.0,0.05689520676734229,0.013233103157204995,-0.05754339631823828,-0.20754061207551824,0.078403613205694,0.39898358005705076,-0.05006732121445215,0.28353096773194675,-0.006627098292992764,0.06956073901157091,-0.016182780405766574,0.1052640263578904,0.03685839816858261,0.055202071979617795,-0.2739429237418886,0.20221892031311994,-0.1371187943588114,-0.30866395495531157,-0.008561429424999274,-0.05788811738328525,-0.26026503070939494,-0.08507029037779289,-0.061222551035204985,-0.008699050297801741,-0.07613183926366276,0.17577152213697791,-0.20381936761030087,-0.15922160647644848,-0.1223988618971118,0.07874431446024174,-0.10952738029862624,-0.13120692722941607,-0.09400221574657346,0.09950302093088108,0.4635634325029582,0.058088565591115214,0.009041282613450056,0.1086101821069671,-0.31312347832371135,0.17002967940266014,0.10635437160118928,-0.09653610751337696,0.025026754052923192,-0.19831103039773473,-0.1357895437751651,0.2458474711561812,0.07726421150821428,0.41876107918709093,-0.10531308848227612,-0.08364921957769221,0.15300197714207772,0.12802045117834462,0.06616590891416294,-0.07666926831650596,-0.05310456020020929,-0.018350519758251558,0.1394692612979394,0.27125924987837574,0.24898460504177206,-0.2617363960063148,0.11469774409907998,-0.2233145231980585,-0.22594889781835567,-0.05401012872418968,0.023806885583031196,-0.1211228912063335,0.049338737364660566,-0.29734987695593085,0.10369233915086092,-0.1190729575158102,-0.09673474783201792,0.22409028351862256,-0.14194993072131376,0.1778288266279413,0.1976520154251492,0.30616276336777737,-0.004434652987859763,-0.08913873983458342,-0.13141852034351906,-0.07669589968623595,0.05204172634167577,-0.03551803242706781,0.03043509127510351,0.16271907534654487,-0.127761761647709,0.40822683029787177,-0.0801153034943091,-0.05743824241475806,-0.10736794185873703,0.014186433017925316,-0.08710578377118455,-0.09255911044387392,-0.20167338263856482,-0.036827495348182124,0.017243111366630356,0.24155151410628792,-0.11828119027173321,0.06894285851964238,-0.014443856981524613,0.21461463262779779,0.23222956037097697,-0.2504902263989598,0.15121597243003,-0.050239085675582724,-0.23313953409789537,0.014946064846828332,-0.18318710110980269,0.07242822184366059,0.3406308900193025,0.05151052242754632,0.042334750086855104,-0.2524597877580507,0.027050587621456835,0.004784649045922469,0.1286682355504247,0.09795261890351639,0.007740173976481351,0.08119403108333689,0.10210639671072269,0.03329584464158775,0.25833981264243083,0.3598866239339838
Thal_PuM_L,0.420132650802234,-0.01885905255589138,0.05689520676734229,1.0,0.26297236075315555,0.24823802731581707,0.540989432399967,0.604450481589072,0.2161009051702659,-0.016725375672125783,0.557193530454633,0.7453529546897673,0.558899123619598,0.41301399848949355,0.5873382362472191,0.5925794587655897,0.40296930492683625,0.20984449390883272,0.5077810026475861,0.20518911414384405,0.40947577048661127,0.5642447628626277,0.21447229103093512,0.16144800060271083,0.22139491876860368,0.28811346414895955,-0.37072061481318147,0.48746043359791674,-0.13681573353411958,0.4227195050693485,0.5206721688525165,0.40900654714545437,-0.03147536947617487,-0.08107687561570122,0.169212365898763,-0.14130620393908203,0.5374720855655228,0.3523334794121085,0.5518294799029423,-0.1533221743189851,0.5786542089161139,0.138789075685631,0.11608205656737756,0.5233952758305711,-0.4186687370429875,0.23581042139228028,0.2548689490642227,-0.09952387603632043,0.3359701374582074,0.3556484549249576,-0.25764003953984493,-0.09678469397060742,0.2200130920134125,0.4223621376563711,0.5185344778746485,0.5674951256806843,0.3734184273692844,0.35032930614162666,0.4187194532290425,0.5139742590577628,0.5565033972160818,0.39886986817491454,0.3419773471507114,0.0882542582865364,0.4778135641070742,0.27275194973849937,0.43050952604414455,0.2840228714964193,0.47286401223639973,0.3640146176411979,0.12884038711986304,0.5283317569128276,0.5089814386852263,0.17824724576868892,-0.1488705011213246,0.10748605827386609,0.5152914485465974,0.24101492735990365,0.044270923488865715,0.08438820796227017,0.46946756011718865,0.6892538981911979,-0.03587839671116809,0.3404803741081098,0.030464697940157836,0.28297162204195586,0.2739499353655538,0.30003537656829776,-0.2872713340301693,0.5018628996872668,0.4455729495390483,0.5351012380818239,0.5958288221845953,-0.10594749436127437,0.10712863176740253,0.009660843908651615,0.6172844787137769,0.29964885208964515,0.23328499461200702,0.1491359251490387,0.5391418672511757,-0.06653571400663191,0.13864508585180185,-0.023297582294876863,-0.037297987317521306,0.25169476860210055,0.07996208202615884,0.394624348288808,0.5012265791743366,0.2888721114972303,0.6718508810478659,-0.0022014969663038952,0.560765954027722,-0.19926801897614632,0.2546891398169996,0.018897015199656902,0.5317199524473578,0.02489108127201843,0.3312929102077067,0.6547583938932237,-0.0333841902007265,0.5902189060641848,0.5960798462054611,-0.16002374651199028,0.504205274120142
ACC_sup_R,0.4823128047313715,0.30241781385954514,0.013233103157204995,0.26297236075315555,1.0,0.2369935045485799,0.32637114326619276,0.05497484330165625,0.46920345115890255,0.01597193201587655,0.04582515372524994,0.4056232393675729,0.6714841361577011,0.5890334894173583,0.5267644396737432,0.26543857260124604,0.07747803631029948,0.11768994959019008,0.4873827174318659,0.01599909503061932,0.2156753644419941,0.1936085960003973,0.20541255775136233,0.23860343551616978,0.06180709765301073,0.267805826715914,0.2739936370412613,0.5817949077922993,0.3714683868499813,0.35119686529850486,0.3101733593539676,0.5794073406468666,0.06958912944072,0.5065384113482856,0.20114265727044145,0.34735077344549853,0.16731564192906856,0.15614610541259952,0.4155201616392861,0.28993300072651673,0.4128686264817862,0.3596220450015476,0.16168130274345655,0.5844696254533035,0.29572435968769817,0.7323019389981831,0.24962870037637494,0.09742531977286133,0.6207486991774662,-0.018808822888572815,-0.006166110870884673,-0.07827824080564291,0.5406856387723467,0.2029886583758638,0.40237654089247676,0.6162208651947614,0.16420505762038176,0.32992955820049263,0.47509154153509936,0.4576595659580879,0.369657411957126,0.5253564375613056,0.1611898851604007,0.044790507906543424,0.20052978197664084,0.5163634152120634,0.4643686161082954,0.5709738859074757,0.3954503514430617,0.46707341195041535,0.22613284966277133,0.351591905212882,0.573767178431028,0.30705435440645945,0.003049048184187406,0.0980247766836873,0.4586011005125051,0.4934026391582876,-0.06522155699965292,-0.02929781174148591,0.40699566724641184,0.1913815947676251,0.0034524942848205772,0.09243367814357775,0.278941208639798,0.35496177949053065,0.19233007797027976,0.07586901623471708,-9.617769291453491e-05,0.22347894757577763,0.3358998520810471,0.558884252004638,0.20352827986467842,0.14590216619313792,0.41413261764052006,0.08601662894084183,0.46254924124221225,0.15447748224557548,0.008262569558730837,0.23450883380445248,0.26048184392415397,0.003143313334435232,0.30830921288026136,0.16702041717563113,0.22393835404831572,-0.018555685470652956,0.3525414616226505,-0.027569231728884876,0.29041604372624946,0.1396139815948035,0.41824517977299247,0.36976340551453996,0.45392601951702155,0.015130637505458962,0.4670408090167505,-0.1768015615364493,0.4525560925822587,0.48286646462381294,0.5480707250320535,0.6097510219369451,-0.047382650092217905,0.4717497121859916,0.19930934056717317,0.26314977802883505,0.49373531255730346
Parietal_Sup_R,0.2251357237541763,-0.1978964400365259,-0.05754339631823828,0.24823802731581707,0.2369935045485799,1.0,0.18652398445581247,0.13662221261773294,0.10284120477712216,0.03142742441033546,0.03033767723107928,0.2721709201674771,0.11660030872157622,0.008085097139755457,0.11095468324781387,0.056722384508033255,0.04260403833106546,0.3643112654802847,0.14129973366252066,0.017352869769578946,0.28762097511752616,0.14786782860631167,-0.020189052905785165,0.044664784491106065,-0.01776855459816054,0.02054305990647374,-0.0427717445411746,0.1830329433809076,0.11528099901224059,0.10980912507105862,0.3210484032016779,0.15623533153579172,0.05645307043955466,0.0599360693957637,0.2504302746077705,0.05990579915784609,0.20003469360439474,-0.02437731688825958,0.18091873990515625,0.08039291262987759,0.2937597554334268,0.16250765279876656,-0.057678951763554843,0.16631899285032606,0.07880620398893858,0.13171612305862415,0.4149186593355239,0.2939073338995518,-0.06867809873319049,0.13182760356498563,-0.06695816537480252,-0.07824232501390799,0.020173643996737208,-0.10170762226716593,0.19718780276796022,0.07905732480183467,0.16338870000854996,0.07753235225807813,0.03112949752628522,0.1308420254714271,0.20141272773265348,0.042537198443295315,0.2673056942934138,-0.14581453489773868,0.28705947357906497,0.2948115661943406,0.24976608601668648,0.02078612704422101,0.2634388763131179,0.18973194356249923,0.16273720160440094,0.2689325865827261,0.21589548521154858,0.33819245172195106,-0.145389552126316,0.32741928332505504,-0.046089749400478386,-0.03546860448705955,0.0014697217843502146,0.05209293105422649,0.2732349650729623,0.16504335581845467,0.19830910509494878,0.06933090891679171,0.20579061358464562,0.3317983844252506,0.14991148911193183,0.31730585546766776,-0.019504917275805993,0.12026481804152502,0.1690362749157088,0.327586812694696,0.3694651073840201,0.21493323052802776,0.047248988932051025,0.31145771375492753,0.20097947190513374,-0.10131107866117177,0.02600615916778364,0.15772381328692917,0.09211818192138399,0.3101540408238834,0.21009518540721142,0.13021783408133258,0.22796656881041885,-0.06605315371580647,0.2810466614997357,0.10970579390341967,0.11518953502329879,0.27977123725690645,0.20188345305493,-0.1406639208630743,0.226156157632701,0.031762982942442695,0.3010674004786128,0.10925450525128223,0.11607539541526728,-0.12499305625684465,-0.04940334086954859,0.13402008951358385,0.3038431047761017,-0.0162948680918339,0.2547638110573083,0.11702263559486537,0.11217664647774431
Precentral_R,0.23952384367351887,0.13269032648976015,-0.20754061207551824,0.540989432399967,0.32637114326619276,0.18652398445581247,1.0,0.21474127367133902,-0.05769978641157649,0.014813129095342086,0.11123620290236419,0.5385397797157351,0.4754341120751867,0.38416171355111667,0.3371519832213811,0.4499965691842271,0.08001957211611611,0.4457001059985177,0.3612146430737383,0.18195479432017267,0.7814320012168186,0.6542935708924689,0.2225348549843181,0.388357213346501,0.2993970589445165,0.5020098205630116,-0.31970268055091905,0.327177546276623,-0.38615546918931526,0.6236779580530535,0.8075987220345748,0.23086817847225727,-0.03742732668144114,-0.07460916764562664,0.19811840162198502,0.0238610355967371,0.268036082798342,-0.014786268509260965,0.2800003672191455,0.019352131484410024,0.47904516868166697,0.3652595986793788,0.041434462189275864,0.37823472020837945,-0.1317024428630777,0.08879897918735105,0.4699065718765573,-0.03811394029794906,0.19715164206827007,0.655257217306733,-0.26477256071655936,0.16488381285297213,0.21539143886385886,0.04783384255238917,0.23375305206382724,0.4398724423635099,0.276834722357548,0.5184046829542025,0.43528696861701355,0.420000143697847,0.22567172458903695,0.19224978440441504,0.7554725153773604,0.13111877487938434,0.500218851484517,0.4705585402928916,0.4887229637615329,0.14692627376153472,0.6273389015882713,0.4899557086198918,0.2965488767294318,0.48602892720683,0.6638156383539926,0.17960259306775583,-0.19064348762053884,0.3371626070930785,0.3814780070348109,-0.030991719878085373,-0.11795603419080417,0.13389023637377617,0.49373090055967533,0.6040736376240823,-0.043826335695023165,0.30674916025601173,0.2625762855025189,0.24617197204897187,0.21406292960476375,0.5643950122132302,-0.4366137450415061,0.7494922349188238,0.6072710520762278,0.6466991596250737,0.529538916452466,0.03464558926780888,0.016163899984472166,0.2918162274308772,0.5849036557917112,0.3146633973737428,0.10954763766732441,0.4699689520245268,0.23702482048721052,-0.05694700381336432,-0.07854491778255328,-0.03605219165314614,0.10604391970773111,0.2335434522703144,0.16398700746006686,0.46430003340634274,0.5312130744553195,0.5868740563594146,0.4233924872121101,-0.258655279406489,0.6618787868365975,-0.08094473884714701,0.5037876316161813,-0.014221135509575532,0.5419198085419502,-0.0695884259502125,0.1129036722419117,0.6159105583912963,0.01960028118927159,0.5294117047380719,0.30637128728865076,-0.19849123944473063,0.33641533215305774
Thal_PuL_L,0.17173492499541393,-0.29107702737392926,0.078403613205694,0.604450481589072,0.05497484330165625,0.13662221261773294,0.21474127367133902,1.0,0.1293497798130698,-0.055567987742917505,0.6140994715806463,0.4381402742083968,0.1255427734330881,0.15641956497646367,0.2033764705782134,0.33761202142618385,0.27065688564153034,0.23560947961039105,0.3374255759383311,0.18064291077689307,0.26689436637122427,0.4355988156983001,0.13391500741401774,0.19278451780745143,0.08593845465517976,-0.10289976531879011,-0.11171605434466646,0.19414643864250172,-0.022744084162064755,-0.019840573733591133,0.3126689876593386,0.17180716348828487,0.07212494744850723,-0.13394549829375263,0.21129039844425734,-0.3063966102851032,0.24523299522125458,0.2907213962362081,0.43075234523423006,0.13170655441398466,0.4840097741661562,0.1161940811042225,0.025895386133724014,0.1300381354015461,-0.2311749860129707,-0.07757134135265017,0.24944988008340932,0.2078357003444698,0.09144021896070673,0.14408113636820818,-0.13318405351516263,-0.03485748972842051,-0.021596451053676583,0.21738825265336156,0.31243612872573967,0.09062593276438227,0.6165741239357898,-0.05516296011310372,0.15921756988219912,0.08647039970944248,0.48239561269860254,-0.0017643665513064545,0.1627975330164487,-0.1402014841030174,0.32163990311928226,0.16031311967174022,0.12009080379583456,-0.09350821772932331,0.11453082959539314,-0.07819233225830564,0.2796396343380421,0.4350202281341096,0.3266335156351006,0.334867688273244,-0.004653958646412393,0.24084641533439055,0.22601572976486953,-0.14201441089385541,0.26169734112766746,0.028227958262770064,0.4171750222139556,0.36026470951735823,-0.04727885360013574,0.23890007185052164,0.16321940166371451,0.3874234672785719,0.42336771323732897,0.24801328551652643,0.06472520972724839,0.388926946060516,0.17474398653012574,0.41637252004650716,0.42039380395777703,0.25451480960898354,0.02071245198146496,0.21293232459094455,0.3359794498742762,0.37066670639420857,0.09672341311348821,-0.03877547708847176,0.1996680198691021,0.22728779674577657,0.24991564035742608,0.22795614084455176,0.12992485362411976,0.18220366059042495,0.07843908604669765,0.228967179419677,0.5005154701958552,0.3604080611064115,0.5320771366077234,-0.1860718003767079,0.16726927484708318,0.16233772769247742,0.23201057743644438,0.2217128411590019,0.09247481026173557,-0.21970342120744843,0.021187751031494846,0.20209237566259206,0.16241013433275256,0.18069965241899985,0.2995174147855371,-0.15995845215512136,0.2395211514328412
Thal_MDm_R,0.7122344621947829,0.08432775739107645,0.39898358005705076,0.2161009051702659,0.46920345115890255,0.10284120477712216,-0.05769978641157649,0.1293497798130698,1.0,-0.029622302579252163,0.2207772868274717,0.3169195859039636,0.4119005169960724,0.2709807121038097,0.39053524951431634,0.4070309948243739,0.07251916841573793,-0.2964186301954198,0.480318482306274,0.07333237456174604,-0.28876421990101947,0.03352229300099122,-0.15799863006179932,-0.15215024231580773,0.050870877837942176,-0.10371913281970632,0.22896070872038038,0.4227794143045444,0.5304236288454631,-0.14322217213746916,-0.10948796367814145,0.35654984199862017,-0.07379606973200618,0.3589445728021613,0.06728196468315548,0.05430107682735817,0.2767171746972283,0.5610189990314458,0.2828016842875953,0.07735368107384395,0.3181856116214036,0.015198061967561197,0.34445409868276566,0.4604637656545055,0.22403523054462077,0.5592010247910187,-0.11566195225510716,0.05921474980290652,0.4865642200660065,-0.04817036517700685,0.33540017860324195,0.0884547362884152,0.24227922347507322,0.41955727466852677,0.5218717090294847,0.3401538925144512,-0.05833376014362148,-0.03464117588215617,0.3125384034963434,0.37202637380935155,0.542919117598724,0.6036419594918767,-0.2623713036739164,0.02350010945950745,-0.15882706755276788,-0.06622847422401731,0.2691336477765004,0.32532233964326196,0.19736824181258017,0.33151016157540003,-0.23757650175499825,0.298073600524357,0.16587073983911463,0.0928272732082721,0.21554500349671818,-0.09825321146521991,0.41932115311264767,0.4253345435273818,0.38107113212102106,-0.09723483579739427,0.22086352625159625,0.0505600637102008,-0.01531393075558435,0.004286589950974076,0.19472675709879742,0.22320441771777053,-0.013604594492520623,-0.14859784511518195,0.40460282262897224,-0.03244195005253973,0.004975197593446206,0.2909607387341701,0.1660542853359867,-0.08151183324993626,0.31398844576801677,-0.1635381246760444,0.15135926262803107,0.054338974721702786,0.23768711081998883,0.12286556544699204,0.25015641762030333,0.07716289639635232,0.5431078970747745,0.3603810681794374,-0.0466184365788463,-0.13576343377725422,0.22970733986253278,-0.35080347336907197,0.14261960556239325,-0.20317962860135508,0.32684000419644804,0.4798722404650118,0.23606659418427114,-0.1919914452910318,0.004329660947973883,-0.08488548222960542,0.22633191761684512,0.34499009826245386,0.397773079501301,0.30694539954325933,0.02571606961342771,0.3213191333480188,0.3658059519991216,0.4089937069966277,0.6075518656939881
Cuneus_R,0.05622889989801065,0.11884890498725478,-0.05006732121445215,-0.016725375672125783,0.01597193201587655,0.03142742441033546,0.014813129095342086,-0.055567987742917505,-0.029622302579252163,1.0,-0.015574578274748369,-0.07967423834559577,0.1038946437322696,0.05766826818599781,0.03512656890437318,0.002455109403581899,0.05903328719660026,-0.20176265862117462,-0.06701866867662588,-0.0009077420213454277,-0.09110993293742255,-0.11670339993230437,0.0531460314106725,-0.04782819045783736,0.16675904836319408,0.07575283884040464,0.07510890081301011,-0.0498227255040988,-0.003202498317069959,0.0564852494322279,-0.038966711226318805,-0.06707715723534327,0.02503792236160886,0.015458275161056441,-0.10894810559030708,-0.13461474075570598,-0.053269826884649624,0.0056748216037083975,0.09033219164713478,-0.05380664373120959,-0.01601291976420166,-0.1988630071940958,0.13839773057665344,0.06893998599786241,-0.04902017413344369,-0.0070145742844347,-0.1739367508236652,-0.2963006945267769,0.12848598051206875,0.1119645731915505,0.05355684128776859,-0.05587158541609369,0.05406500692260692,0.15059950868111835,-0.17155732743425336,0.08041282455930877,-0.04180379886968667,-0.0065187211754315876,-0.18923049633336714,0.07112709780914889,-0.04733979148837959,0.08309190262225313,-0.002463334831477328,0.010097628497054421,-0.006526196643428956,-0.1472363658194928,-0.06419827715850311,0.062196831214873995,-0.03558204674122706,0.05689926911233737,-0.13215023337807252,-0.10976301155256221,-0.11718650810011774,-0.22408358526883418,-0.05574024235307628,-0.18084894799158,0.13180688876354732,0.1338928065311189,-0.11898592174069535,0.042196099049868555,-0.08342009664623896,-0.07624468447126245,0.15619084668726121,0.02312560923365912,-0.203546090249731,-0.12588399558813979,-0.19256470617823587,-0.11061751227304382,-0.0918381796841225,-0.07337274098692843,0.08471429340871364,-0.1599280762064112,-0.12299808645509243,-0.2079233343100777,-0.12554105727520817,-0.1955130948790307,0.07250492356527911,0.03561419223698421,0.08011820328117877,-0.10672323316581475,0.08288203002642919,-0.2313331199034486,-0.09803095241927355,-0.1333774029261231,-0.04111296934997204,0.024088530427527014,-0.1457967481906035,0.0866301472120985,0.043272076254173536,-0.20724734104915105,-0.11581818023675898,0.17699482333765804,0.011068943667784922,-0.08723204713604434,-0.1459441968323112,-0.08670771956828792,0.1135781981818183,0.12260711116815334,0.11247433188745201,0.015057314581792726,-0.24196088794389814,0.1481219661165213,-0.07508582771820803,0.0012202952164000584,0.005655500729990831
