,Temporal_Pole_Mid_L,Thal_VA_L,ACC_sup_R,Temporal_Mid_L,Frontal_Inf_Oper_R,Cerebellum_Crus2_L,Vermis_4_5,Putamen_L,Thal_PuL_R,Cerebellum_7b_L,Rolandic_Oper_R,Thal_PuA_R,Cerebellum_8_R,LC_L,Thal_VL_L,Thal_AV_L,Cerebellum_10_R,Thal_PuI_L,Heschl_L,Thal_MDm_L,ACC_sub_R,Cerebellum_Crus2_R,Thal_AV_R,Lingual_L,Occipital_Mid_L,Cingulate_Post_L,Insula_R,Thal_PuM_L,Cerebellum_7b_R,Paracentral_Lobule_R,Paracentral_Lobule_L,OFCmed_R,Frontal_Inf_Orb_2_R,Thal_LP_L,ACC_sub_L,Calcarine_R,Heschl_R,OFCmed_L,Frontal_Inf_Tri_R,SN_pc_R
Rolandic_Oper_R,0.24866855821446912,0.46025479292854415,0.4873827174318659,0.129285035555083,0.7891522351750976,0.09835756153353543,0.28170400628555237,0.2885330422063509,0.28756131409945024,-0.15389216948125747,1.0,0.29742244598904477,0.15680431536876718,0.13771653558194896,0.4605873102940327,-0.058222312043064085,0.2304795096032973,0.3946548177188276,0.36669882872336856,0.31974394061283323,-0.02828997284585049,-0.03223658810021051,0.029418853472054116,0.21265912511571036,-0.12188474281427988,0.534027674933433,0.6319830294463884,0.5077810026475861,0.20221892031311994,0.446207172932904,0.23759958213346682,0.019607607192059704,0.5814524709570248,0.35082751893362346,0.17969864028658034,0.17364226418954565,0.30222905871117517,0.4035780697929724,0.5838520798958747,0.2381957955273478
Thal_PuA_R,0.029538593947905683,0.2493184661854054,0.008262569558730837,-0.0018699036810588853,0.25136759705889705,0.04706169892698313,-0.05041620882570953,-0.09769687369649449,0.0036143407481106166,-0.17097329921691987,0.29742244598904477,1.0,0.0192880897157642,0.12735773361495392,0.2933216451929075,-0.13306809247741483,-0.15811496714133225,0.1868145813003317,0.13874870381577795,0.09616203750616475,-0.0931574702613446,-0.014778141292735695,-0.005870281855859933,-0.2100044368867426,0.1631736500873875,0.38230026145505697,0.36547170071781715,0.23328499461200702,0.24155151410628792,0.11766270528675984,0.15574507381431968,-0.013919181797253617,0.15287477844794947,0.24278913382141926,-0.02421492062132268,0.007406860683028191,0.11052574581628045,0.11770542561911544,0.1716996775114685,0.21991062023100738
Cerebellum_8_R,0.08807720732579884,0.4050805138724998,0.19233007797027976,0.18673822109229038,0.055656720382420095,-0.04849016556809084,0.03100823816621251,0.2214842014202152,0.1384623986009877,0.004510754967675559,0.15680431536876718,0.0192880897157642,1.0,-0.3903309228785669,0.2989543181480003,0.08111733094019523,0.1877645079886157,0.22708127456039195,0.4917693345756833,0.5548398340035584,0.017536366993496394,0.2893301641575097,-0.09669927091779396,0.19410254527039397,-0.011610984641082114,0.3082186398679456,0.08930205762866439,0.2739499353655538,0.16271907534654487,0.23788666811543727,0.3314437089385935,0.16953362682894108,0.24145202844868066,0.27115052615779417,-0.1615719365826326,0.19205192697201287,0.2882907620377064,-0.04791223549627541,-0.14912164408991466,0.4908532512780779
LC_L,-0.08893929541865228,-0.22967649203136586,-0.05520355197001219,-0.10822581414504473,0.16508231383330113,0.2547036033022965,-0.19728135473648292,-0.006721976068869673,0.1524999728390078,-0.01768304919735632,0.13771653558194896,0.12735773361495392,-0.3903309228785669,1.0,-0.04112762381166892,-0.07322146185226393,-0.2836297862543323,-0.21257043426894878,-0.10888374972082403,-0.31463573587968563,0.3048733388350665,-0.21004951519809686,0.121915427293143,-0.1333984307287541,0.16173697999652567,-0.09184480778341905,0.22894565852346516,-0.10573007753213602,0.42153323189821523,-0.3148731788758104,-0.46218515293881585,0.11846987988387761,0.030844530096683545,-0.3467946209340345,0.3857101867612021,-0.36944933524718404,-0.21768889740372552,0.10646454377244773,0.34362341573489197,-0.3766845029092274
Thal_VL_L,0.2957560379226007,0.735941528140863,0.2277829782079141,0.00995354864848557,0.547726082450161,-0.15606895930465603,0.2623708145602306,0.45812286935812135,0.3555569505265241,-0.08694703809336692,0.4605873102940327,0.2933216451929075,0.2989543181480003,-0.04112762381166892,1.0,-0.02879850582032039,0.21842378984115407,0.43335848229798984,0.5078550483391743,0.5636700792384272,-0.13472238159184913,0.1817069749038472,0.09914459977926147,0.19997370914267237,0.05874227434336207,0.4269358339931474,0.3545485221777084,0.6234467283164817,0.07730774146021338,0.508334370212553,0.2812765235500436,0.021759247472297003,0.36810494986454745,0.5230234299073457,-0.022862477476116028,0.08027004202606795,0.5280580542064893,0.4746702168914302,0.3952299330275157,0.3074104923207725
Thal_AV_L,-0.22254616081951012,0.017151539668968405,0.29572435968769817,0.16931764110982,-0.11831180079321185,-0.18610370110516428,0.33091361811515335,0.13939237578635746,-0.5085270960697809,0.36779176971283634,-0.058222312043064085,-0.13306809247741483,0.08111733094019523,-0.07322146185226393,-0.02879850582032039,1.0,0.1142033371463506,0.13592503533711894,0.024732708709418048,0.29763308219171236,-0.06619932460954459,-0.11900634959048982,0.6743994121246862,0.4697449944101641,0.1131867988043798,0.01090397528247279,0.00227844787948417,-0.4186687370429875,-0.09653610751337696,-0.08552066738979436,-0.11542257351891642,-0.510657422473032,-0.1999868109235057,-0.02668356741592038,0.017750691650941952,0.33243517619990753,-0.24066485412557828,-0.38365665875988436,-0.25440899650420706,0.29490250678975316
Cerebellum_10_R,-0.015189814784484125,0.27380915537637485,0.33734125469635506,0.3428901771577006,0.11799519311942928,-0.15372648786845797,0.20719633524675585,0.5159840296249623,-0.09845644816538794,0.13799970997676614,0.2304795096032973,-0.15811496714133225,0.1877645079886157,-0.2836297862543323,0.21842378984115407,0.1142033371463506,1.0,0.1971425396437846,0.34721550492330433,0.41863468394856845,0.02458839224317836,0.04747117000575626,-0.02434401975893099,0.23210420093639103,-0.22715958040314205,0.23211562358623442,0.17460587238924175,0.2691665355189902,-0.3804956402209233,0.2931963024350889,0.2517075284655745,0.008957573450232764,0.32857577676084654,0.14206693532112658,0.03825563991296786,0.10435513006227709,0.35093954832627783,-0.02312980934143764,0.10810688539678819,0.28377096067559765
Thal_PuI_L,0.24099196336474787,0.4866680847660686,0.3054452148457938,0.058669278497957576,0.3944280744603636,-0.027510977737261248,0.37110505031429375,0.4481901622113361,-0.06410863002653859,-0.029824480527968187,0.3946548177188276,0.1868145813003317,0.22708127456039195,-0.21257043426894878,0.43335848229798984,0.13592503533711894,0.1971425396437846,1.0,0.24922048639331632,0.5148490132356468,-0.08641616974071986,0.18135868500121718,0.11163052234218764,0.09173826355580124,-0.10166049136220358,0.4602477267307218,0.41859884133782815,0.4514136030666893,-0.0748121883555032,0.44966510299861273,0.36886023942555224,-0.11587837204963528,0.41768155292275566,0.5084917410665195,0.03785870820364114,0.18037150088847917,0.4448072779936472,0.229950587188613,0.2212254824259701,0.43397631418551413
Heschl_L,0.21643030815261358,0.5062055564984178,0.29041604372624946,0.3694934434364657,0.35138119444868343,0.12210500515182411,0.254621873813517,0.4440662074722619,0.23018368005844395,0.017482588518326975,0.36669882872336856,0.13874870381577795,0.4917693345756833,-0.10888374972082403,0.5078550483391743,0.024732708709418048,0.34721550492330433,0.24922048639331632,1.0,0.6152238491748865,0.05587552040135828,0.25676229343299983,0.03759788463546982,0.3553702473701261,-0.10237070124473834,0.44544528558980273,0.378576081418941,0.5012265791743366,0.014946064846828332,0.4844759670300087,0.3331084668540385,0.17651116425581273,0.4158182504203972,0.25459226221762,0.02938071512794192,0.09564704674821524,0.4951961993112435,0.16760441150540167,0.3659978213699274,0.38895171209436513
Thal_MDm_L,0.20539466350709426,0.6377765711145216,0.40699566724641184,0.2861794961394499,0.28460094506225936,-0.2019140272874983,0.27486768730767464,0.5364882756282692,0.06306485500780555,0.0626373185733892,0.31974394061283323,0.09616203750616475,0.5548398340035584,-0.31463573587968563,0.5636700792384272,0.29763308219171236,0.41863468394856845,0.5148490132356468,0.6152238491748865,1.0,-0.05776975292568389,0.331187970784916,0.13254091912853905,0.36434546987851685,-0.1631813912064334,0.5152214536478287,0.3390143976155399,0.46946756011718865,-0.08913873983458342,0.5082835598505451,0.4323854515099755,-0.03846724190766514,0.36928321601117664,0.4629463840836272,-0.08731567967526963,0.19170808379644003,0.4982234391887445,0.06798072859779508,0.13796055245496688,0.5635125827688242
ACC_sub_R,-0.1035817959580287,-0.2197476000276932,0.30241781385954514,0.10304063361555495,-0.2332211239912185,0.3426721121095456,-0.3947404335007378,0.36065966253157133,-0.1161940173923991,0.1746369393142231,-0.02828997284585049,-0.0931574702613446,0.017536366993496394,0.3048733388350665,-0.13472238159184913,-0.06619932460954459,0.02458839224317836,-0.08641616974071986,0.05587552040135828,-0.05776975292568389,1.0,0.27980036347368414,-0.03145635182660166,-0.29013401826583074,-0.18714575594733715,0.17601673138029847,0.1150887876951011,-0.01885905255589138,0.09289888045773687,-0.1063353349370234,-0.08893543140761376,0.33005347011674835,0.3879533281485358,-0.4152477442360807,0.6923610972181852,-0.6918700606903796,0.08289161493941417,-0.27067113979649465,0.31764399714013336,-0.19567232180860475
Cerebellum_Crus2_R,0.25143844201570453,0.17001593966119713,0.20541255775136233,-0.04050487241868071,-0.1112178345920824,0.022773886801834845,-0.12709464130441905,0.3165540086424028,-0.022553455315240757,0.0780084916517159,-0.03223658810021051,-0.014778141292735695,0.2893301641575097,-0.21004951519809686,0.1817069749038472,-0.11900634959048982,0.04747117000575626,0.18135868500121718,0.25676229343299983,0.331187970784916,0.27980036347368414,1.0,-0.03099316404118624,-0.23796728022206456,-0.2156608359387928,0.18819548161615376,0.10631047120477351,0.21447229103093512,-0.05788811738328525,0.19985064895998197,0.26292071078257395,0.270802516097637,0.3809000326278647,0.14345265779126276,0.18159879018244732,-0.31367494612805785,0.3199104005229955,0.04409429863202925,0.1574343990598404,0.1430317658677634
Thal_AV_R,-0.12065533326344552,-0.020158426947925506,0.2739936370412613,-0.13837617114609754,0.06397109932217045,-0.1531368770824612,0.2732093430098968,0.10533089250706786,-0.36624047103556995,0.23218828001935224,0.029418853472054116,-0.005870281855859933,-0.09669927091779396,0.121915427293143,0.09914459977926147,0.6743994121246862,-0.02434401975893099,0.11163052234218764,0.03759788463546982,0.13254091912853905,-0.03145635182660166,-0.03099316404118624,1.0,0.2562007572454431,0.19972998172504083,-0.18029639330448705,0.08907942834373776,-0.37072061481318147,-0.008699050297801741,-0.18609937878148056,-0.3168709315824614,-0.3586414626548951,-0.12752861456185713,-0.016006082333672362,0.22764251277136094,0.2044394900198531,-0.37002663265007374,-0.0500693478826445,0.07222161372058183,0.24840108384491488
Lingual_L,0.024646167679902575,0.24937218297454658,0.278941208639798,0.4328538698679387,0.25135857180391835,-0.09579828960041276,0.6325303421233368,0.13775498650909676,-0.04481330892327589,0.1667219277371035,0.21265912511571036,-0.2100044368867426,0.19410254527039397,-0.1333984307287541,0.19997370914267237,0.4697449944101641,0.23210420093639103,0.09173826355580124,0.3553702473701261,0.36434546987851685,-0.29013401826583074,-0.23796728022206456,0.2562007572454431,1.0,0.07413148096086349,0.08353256506471027,0.09362070352896823,0.030464697940157836,-0.03551803242706781,0.39326712702654953,0.14999198893983065,-0.20912417200683686,-0.17313776323163668,0.20689218967991185,-0.26687252831056624,0.6109361111964079,0.05305795184619136,0.0012933608813278698,-0.04315016660616023,0.25901375336782023
Occipital_Mid_L,-0.12620833544065746,-0.05773012036475787,-0.2355953495162849,-0.09032935354208867,-0.09161673635672558,-0.09860712015271735,-0.100181625332567,-0.25325684624414263,-0.004172183725925871,0.030600665785118896,-0.12188474281427988,0.1631736500873875,-0.011610984641082114,0.16173697999652567,0.05874227434336207,0.1131867988043798,-0.22715958040314205,-0.10166049136220358,-0.10237070124473834,-0.1631813912064334,-0.18714575594733715,-0.2156608359387928,0.19972998172504083,0.07413148096086349,1.0,-0.1427910762535948,-0.13665646317451632,-0.17537341029676037,0.15241079155899645,-0.27135853489009787,-0.2906640625640138,-0.10914108534335096,-0.354357204976928,-0.1354488463606004,-0.17445935388696276,0.1144916519742715,-0.19167397860872942,-0.08243185479605371,-0.2066880134062573,0.05190203772907993
Cingulate_Post_L,0.20395452569189043,0.48306306711799224,0.45392601951702155,0.3684218062607406,0.343886880257848,0.15906449063888448,0.0567167647074418,0.4336816456162045,0.06266054443028785,0.0931496645196314,0.534027674933433,0.38230026145505697,0.3082186398679456,-0.09184480778341905,0.4269358339931474,0.01090397528247279,0.23211562358623442,0.4602477267307218,0.44544528558980273,0.5152214536478287,0.17601673138029847,0.18819548161615376,-0.18029639330448705,0.08353256506471027,-0.1427910762535948,1.0,0.49930567507450163,0.560765954027722,0.05151052242754632,0.5299787272052423,0.5333870468130755,0.03371209771333469,0.5611841166048303,0.31664371287924503,0.12190318190377261,-0.0628975451716049,0.5937652347757468,0.041228677056781356,0.3755097788201694,0.33002589318668923
Insula_R,0.1590631879383006,0.37843816863304036,0.4823128047313715,0.1441827023332088,0.621918446368688,0.08500616606157126,0.19837908286212863,0.5119917538912839,0.19024361918820876,0.012156829866457261,0.6319830294463884,0.36547170071781715,0.08930205762866439,0.22894565852346516,0.3545485221777084,0.00227844787948417,0.17460587238924175,0.41859884133782815,0.378576081418941,0.3390143976155399,0.1150887876951011,0.10631047120477351,0.08907942834373776,0.09362070352896823,-0.13665646317451632,0.49930567507450163,1.0,0.420132650802234,0.2568761364576172,0.1998099627926801,0.09268178051349286,-0.048376488636461726,0.6618194954043705,0.22425933435214776,0.2803330120578288,0.011254332745573813,0.3740257250386777,0.20156524356741012,0.5229931770424232,0.24897921661323602
Thal_PuM_L,0.3404803741081098,0.5699942319710214,0.26297236075315555,0.1491359251490387,0.5565033972160818,0.0882542582865364,0.07996208202615884,0.48746043359791674,0.557193530454633,-0.14130620393908203,0.5077810026475861,0.23328499461200702,0.2739499353655538,-0.10573007753213602,0.6234467283164817,-0.4186687370429875,0.2691665355189902,0.4514136030666893,0.5012265791743366,0.46946756011718865,-0.01885905255589138,0.21447229103093512,-0.37072061481318147,0.030464697940157836,-0.17537341029676037,0.560765954027722,0.420132650802234,1.0,0.05689520676734229,0.5206721688525165,0.3419773471507114,0.25169476860210055,0.5873382362472191,0.41660944807820727,0.02489108127201843,-0.06653571400663191,0.6892538981911979,0.48295669442426803,0.5152914485465974,0.169212365898763
Cerebellum_7b_R,0.05204172634167577,0.0033415453991620086,0.013233103157204995,-0.11828119027173321,0.27125924987837574,0.11469774409907998,-0.050239085675582724,-0.07613183926366276,0.28353096773194675,-0.09400221574657346,0.20221892031311994,0.24155151410628792,0.16271907534654487,0.42153323189821523,0.07730774146021338,-0.09653610751337696,-0.3804956402209233,-0.0748121883555032,0.014946064846828332,-0.08913873983458342,0.09289888045773687,-0.05788811738328525,-0.008699050297801741,-0.03551803242706781,0.15241079155899645,0.05151052242754632,0.2568761364576172,0.05689520676734229,1.0,-0.15922160647644848,-0.2617363960063148,0.15121597243003,0.1052640263578904,-0.07873683494989303,0.1286682355504247,-0.014443856981524613,-0.13141852034351906,0.18566393843870901,0.1778288266279413,-0.13120692722941607
Paracentral_Lobule_R,0.434075236556898,0.5513283205384508,0.3101733593539676,0.2808505784993673,0.3772603544204697,-0.039993112121088525,0.44589296161773845,0.2683180623351577,0.09784118370304265,-0.07009893196551761,0.446207172932904,0.11766270528675984,0.23788666811543727,-0.3148731788758104,0.508334370212553,-0.08552066738979436,0.2931963024350889,0.44966510299861273,0.4844759670300087,0.5082835598505451,-0.1063353349370234,0.19985064895998197,-0.18609937878148056,0.39326712702654953,-0.27135853489009787,0.5299787272052423,0.1998099627926801,0.5206721688525165,-0.15922160647644848,1.0,0.8033369907590859,0.1489812951299712,0.2920377724116834,0.6029990144476405,-0.15175951579796368,0.19670391434267057,0.5393472523013187,0.259662064678914,0.30884089482092886,0.2949009790525678
Paracentral_Lobule_L,0.2776996301657198,0.4835080629456164,0.1611898851604007,0.2807070541678519,0.07597367379747684,-0.07837199860932245,0.18394843944969183,0.08279688991240945,-0.0820885918718745,-0.011768947329460912,0.23759958213346682,0.15574507381431968,0.3314437089385935,-0.46218515293881585,0.2812765235500436,-0.11542257351891642,0.2517075284655745,0.36886023942555224,0.3331084668540385,0.4323854515099755,-0.08893543140761376,0.26292071078257395,-0.3168709315824614,0.14999198893983065,-0.2906640625640138,0.5333870468130755,0.09268178051349286,0.3419773471507114,-0.2617363960063148,0.8033369907590859,1.0,0.1447887188229549,0.1797217640285026,0.5509122225582906,-0.328660077802988,0.16591345375648783,0.4485486526526985,-0.058055380097378186,0.007097711388468811,0.3783528399569802
OFCmed_R,0.0525404507194069,0.006164588155477076,-0.018555685470652956,-0.002083088929913537,-0.053330248015593024,0.060948791954273586,-0.2886933219407724,0.04091183200702358,0.25830864140352805,-0.20463825306623995,0.019607607192059704,-0.013919181797253617,0.16953362682894108,0.11846987988387761,0.021759247472297003,-0.510657422473032,0.008957573450232764,-0.11587837204963528,0.17651116425581273,-0.03846724190766514,0.33005347011674835,0.270802516097637,-0.3586414626548951,-0.20912417200683686,-0.10914108534335096,0.03371209771333469,-0.048376488636461726,0.25169476860210055,0.15121597243003,0.1489812951299712,0.1447887188229549,1.0,0.16481941786672885,-0.07409797451027804,0.11292151009641467,-0.3689098489694172,0.14103168182157347,0.1515588160147834,0.17351815292569425,-0.13886721572527283
Frontal_Inf_Orb_2_R,0.3238361645960215,0.31972770640170106,0.5267644396737432,0.09621861442787999,0.44789334648444756,0.23824774627737827,0.012363472461435411,0.7341690832955882,0.24274650072684498,0.014455830133502937,0.5814524709570248,0.15287477844794947,0.24145202844868066,0.030844530096683545,0.36810494986454745,-0.1999868109235057,0.32857577676084654,0.41768155292275566,0.4158182504203972,0.36928321601117664,0.3879533281485358,0.3809000326278647,-0.12752861456185713,-0.17313776323163668,-0.354357204976928,0.5611841166048303,0.6618194954043705,0.5873382362472191,0.1052640263578904,0.2920377724116834,0.1797217640285026,0.16481941786672885,1.0,0.2044269512766899,0.5306030936261311,-0.3765755623073195,0.5721217427655346,0.3101569709246011,0.6386330755984181,0.10347235634860334
Thal_LP_L,0.3462012599166802,0.5996234181658564,0.1481880977716957,0.03986812053156205,0.4188999023629451,-0.23862158200109965,0.4127049879713313,0.1674989306461327,0.06506946058208557,-0.08938370110415429,0.35082751893362346,0.24278913382141926,0.27115052615779417,-0.3467946209340345,0.5230234299073457,-0.02668356741592038,0.14206693532112658,0.5084917410665195,0.25459226221762,0.4629463840836272,-0.4152477442360807,0.14345265779126276,-0.016006082333672362,0.20689218967991185,-0.1354488463606004,0.31664371287924503,0.22425933435214776,0.41660944807820727,-0.07873683494989303,0.6029990144476405,0.5509122225582906,-0.07409797451027804,0.2044269512766899,1.0,-0.2860156400701952,0.36061728294259726,0.36814807777173575,0.3154305980634229,0.06790740769363802,0.4779534959222217
ACC_sub_L,0.07673383150945139,-0.25012659545976385,0.48286646462381294,-0.07524398317461138,0.14000189360304413,0.2863766242364709,-0.030796827244616656,0.5031043757534415,0.004912457765315991,0.17924201578089277,0.17969864028658034,-0.02421492062132268,-0.1615719365826326,0.3857101867612021,-0.022862477476116028,0.017750691650941952,0.03825563991296786,0.03785870820364114,0.02938071512794192,-0.08731567967526963,0.6923610972181852,0.18159879018244732,0.22764251277136094,-0.26687252831056624,-0.17445935388696276,0.12190318190377261,0.2803330120578288,0.02489108127201843,0.1286682355504247,-0.15175951579796368,-0.328660077802988,0.11292151009641467,0.5306030936261311,-0.2860156400701952,1.0,-0.5863879124068141,-0.0030769091127135022,0.16690310478916545,0.5805119988042513,-0.24266837140128458
