,Cingulate_Post_R,Cingulate_Post_L,Cerebellum_7b_L,Hippocampus_L,Parietal_Inf_R,Cerebellum_10_R,Temporal_Pole_Mid_L,Temporal_Inf_L,Occipital_Sup_R,Vermis_7,OFCmed_R,Amygdala_L,Vermis_1_2,Heschl_L,Temporal_Mid_L,Insula_L,Thal_MDm_R,Frontal_Inf_Oper_L,Thal_VA_L,Thal_LGN_L,Thal_PuI_R,N_Acc_R,Vermis_10,Caudate_R,Vermis_4_5,Fusiform_R,Calcarine_L,Paracentral_Lobule_L,OFCmed_L,Frontal_Med_Orb_R,LC_L,Temporal_Sup_L,Precuneus_R,Olfactory_R,VTA_L,Red_N_L,Cerebellum_9_L,Thal_PuL_R,Occipital_Inf_L,ACC_sub_R,Temporal_Mid_R,SN_pr_L,Frontal_Inf_Tri_R,Vermis_8,Cerebellum_6_R
Temporal_Sup_L,0.29163458401374165,0.09125216012573317,0.2845533135362185,0.7313706507340997,0.31236550391493517,0.4520881989973774,0.0862968871619491,0.8182135836964827,0.23206255768601572,-0.02891191416927858,-0.12702104646617635,-0.07825196917377834,0.386031338229652,0.37215891522221317,0.4232918977455193,0.6986085444928116,0.17973643057567165,0.5456727832223163,0.19416943156158636,0.4030914170649564,0.1257019147650254,0.42625313287448124,0.0015947846681214556,0.026153042209511323,0.5165864237516894,-0.06262779502440954,0.48438632482352323,0.05593426070477634,0.10671118148353194,0.14770880807134482,-0.22663376633180526,1.0,0.3466245132927903,0.14483479590682402,0.36045710084453186,0.3198660327078819,0.16547152820424696,0.04136306672610811,-0.020082608026246035,-0.08506107012277789,-0.19847059362250968,0.4212456170475046,0.10918168453193972,0.023202824851850334,-0.07570779087672087
Precuneus_R,0.27223740389946804,0.4580461040314461,0.08371231109310821,0.5336031660577151,0.8563262329503538,0.3341678116247118,0.1445601109694113,0.31456614447928327,0.011702076330810121,-0.05859620548808483,-0.16375751965827606,-0.13245949449483638,0.47328006527281163,0.3719165807075688,0.2874432795644736,0.23100524443072742,-0.11566195225510716,0.1485835407997931,0.5686363699472327,0.3558675002417595,0.40629750404092807,0.14702847062127616,-0.2306334190355128,0.1510342657809257,0.4385447930336816,0.24291509257387967,0.6195232927801481,0.7065076628593764,-0.005312857712535612,0.11694282122618165,-0.6020020052829858,0.3466245132927903,1.0,0.012594699332960204,0.3183760951120906,0.10450016832016747,0.12707608669382545,-0.15405015036514877,-0.08908646531480144,-0.3866447545528952,0.1554018018372515,0.0880358484150368,-0.18717773801276397,0.35962307358980244,-0.026087827404509583
Olfactory_R,0.29485980171868936,0.4394720577902702,0.15824012945024984,0.2948689118846181,0.10117484442182935,0.2518268896877233,0.048131477824551044,0.23568574553453558,-0.06335167817036218,0.21716092490223102,0.3111355375435285,0.6502426584816533,-0.37038309676254944,0.28275364807775927,0.32011521622007716,0.45736960982090785,-0.03464117588215617,0.2440872413559569,0.03640072143316506,0.3601608676859916,0.41756753966418547,0.5980430290093632,0.3661055269453785,0.5485611038448416,-0.29737533969206753,0.18705649525452253,-0.3507798125589665,0.268825701738833,-0.23375477761383467,0.2416286915668038,0.016797578918424812,0.14483479590682402,0.012594699332960204,1.0,0.33143278379727464,0.28916196910750874,0.38503968057236804,-0.008585352923427374,-0.05275367650128225,0.6509608585055231,-0.338357593446831,0.29047969818339486,0.30250308458463004,-0.24391645581125182,-0.5062942540914442
VTA_L,0.2244805515330712,0.3124273908847225,0.049540946740827235,0.4814602342127473,0.2916466256145851,0.33574309890279164,0.16094102882701,0.4453148719585132,-0.05387278000976787,0.417938779881857,0.165767043362622,0.27070830373192784,0.13412558679800013,0.49752295429080734,0.1830834541140138,0.46948709610723177,-0.15215024231580773,0.2788725360115606,0.31589326429034453,0.20966097938028197,0.46123225722171496,0.49912490420123096,0.27375719912071217,0.3168041692539959,-0.005678923246318839,0.1447054544829674,0.04936621351156011,0.33195927655528357,-0.11092355102664764,0.20325358663984772,-0.2887254065373218,0.36045710084453186,0.3183760951120906,0.33143278379727464,1.0,0.2051276783981158,0.16891185330737826,-0.12244270893150153,-0.0865824025067346,0.24962761272197373,-0.40129941031419464,0.3143935300587766,0.10624260302228428,0.24212690213017707,-0.3369559468932495
Red_N_L,0.6083347264244858,0.44570796568021276,-0.05195085837813869,0.5387695152674766,-0.009517471410024323,0.31706665358590935,0.2388283322926193,0.18856537619304015,-0.12033631403763716,-0.02550813145458637,0.08619047624907424,0.23899615890723266,-0.1467283526611899,0.49684206703389433,0.22366055221181003,0.5972969602826539,0.4885448718860035,0.5593666882188588,0.3539901038130653,0.34523205838720356,0.3513828701875049,0.46896784335630476,0.21398902722951835,0.442239352406541,0.14482476156018664,0.3524970849563747,0.011623978041917804,0.0522321793782068,0.31760214571926787,0.026719544662684728,0.12719876095862198,0.3198660327078819,0.10450016832016747,0.28916196910750874,0.2051276783981158,1.0,0.46463017498179326,0.33808723350386016,-0.025647896031677046,0.08442083117829033,0.00019161726429443434,0.6173646302568536,0.5238227754560695,-0.21882394186036985,0.003552219031005715
Cerebellum_9_L,0.43289019185821836,0.4355295485023663,0.06255420260256812,0.3670780913103386,0.10977648252164711,0.3229311755818322,0.2451460822593173,0.18775005471339598,0.039793910541025865,-0.12987429595113176,0.15677369647850822,0.41510011044347456,-0.4276587132129956,0.30698176271317945,0.24796830735147135,0.504111062482016,0.2767171746972283,0.38102820987251906,0.335530494306653,0.35511747781129066,0.3009788247626783,0.5267644487304893,0.26768369722930146,0.5007082207314889,-0.09129217194998707,0.12967470763207653,-0.2015535369449983,0.13550696137090576,0.10646519469643445,0.23303317428953127,0.024480043981288935,0.16547152820424696,0.12707608669382545,0.38503968057236804,0.16891185330737826,0.46463017498179326,1.0,0.1697804176007914,-0.05593929134828262,0.13103925132518673,-0.2745058773421254,0.6127714000121877,0.2725333931482021,-0.4071098424391178,-0.3463428485734755
Thal_PuL_R,0.4918975659034733,0.06266054443028785,-0.23889643326941093,0.2206535809426672,-0.12146721417208892,-0.09845644816538794,0.2637207350694715,-0.039726215875226956,0.026279556446950597,-0.07976039361168122,0.25830864140352805,0.03228825766016116,-0.09138922681063544,0.23018368005844395,-0.11707700588771125,0.1423354342198135,0.2207772868274717,0.5022063221705313,0.2353857741972923,0.04949726264587592,-0.015190275087390336,0.2556282947227578,0.025608862753517155,0.035107744742829725,-0.08094423380664803,-0.08495195960089506,-0.1436564654136304,-0.0820885918718745,0.5446957523503714,-0.13095368399569846,0.1524999728390078,0.04136306672610811,-0.15405015036514877,-0.008585352923427374,-0.12244270893150153,0.33808723350386016,0.1697804176007914,1.0,-0.04020776012579622,-0.1161940173923991,-0.016617897299107672,0.2696779281401089,0.36900834408765376,-0.01942648952081027,0.08881350964935025
Occipital_Inf_L,-0.14877897515747843,-0.14883374194638202,0.2027908580550202,-0.11598896018547586,-0.10956868352246249,-0.1987079067935708,0.030687324787752372,-0.023578271244972023,0.02888991593147761,0.044434016127778586,-0.18509836085066345,-0.15884861785765844,0.03272483954008395,-0.19547671977196543,-0.04410631731478434,-0.042761584009275176,-0.06368053602125803,-0.1415030458718876,-0.3016291290891481,-0.19064926596798548,0.005315494923107622,-0.07435009550592643,-0.1065016340408188,-0.1546465787221395,-0.049138031079455656,-0.05709538934280942,-0.012036533380833412,-0.23447132748531269,-0.05863988889618416,-0.1380834553882344,-0.007680424575011511,-0.020082608026246035,-0.08908646531480144,-0.05275367650128225,-0.0865824025067346,-0.025647896031677046,-0.05593929134828262,-0.04020776012579622,1.0,-0.00031079774887137835,0.00767757425334249,-0.08484440316519697,-0.04362006439111442,-0.04975204479355165,0.0870314593074963
ACC_sub_R,0.024127780949249594,0.17601673138029847,0.1746369393142231,-0.045119063374469734,-0.3566115215253112,0.02458839224317836,-0.1035817959580287,0.019583347163968583,-0.10013706328941253,0.27137571873924204,0.33005347011674835,0.6265623124014416,-0.47136028771331817,0.05587552040135828,0.10304063361555495,0.28044007528311854,0.08432775739107645,0.026806143627414052,-0.2197476000276932,0.05412130566430938,0.18179033651053725,0.38675973833604993,0.4096314105885131,0.43667379207777135,-0.3947404335007378,0.2169239166492363,-0.6191329993293199,-0.08893543140761376,-0.27067113979649465,0.16239198213145956,0.3048733388350665,-0.08506107012277789,-0.3866447545528952,0.6509608585055231,0.24962761272197373,0.08442083117829033,0.13103925132518673,-0.1161940173923991,-0.00031079774887137835,1.0,-0.3901998768174413,0.12860632370724678,0.31764399714013336,-0.24183288633212732,-0.36831362546307994
Temporal_Mid_R,0.01189897607010735,0.03205494196954898,-0.05141004016095954,-0.053823264452124965,-0.09615656945696804,-0.23647299099403907,-0.06590778477555953,-0.3758899625447314,0.04533153099151097,-0.11817455496139959,-0.20792762376049292,-0.4598983450717904,0.33211968939445424,-0.012873178659776895,0.035070094354922136,-0.29904712471450173,0.2683832902359719,-0.1893102744965222,0.01234434820992136,0.028068810345071943,-0.08774702865297039,-0.3878419918338878,-0.31486988117018555,-0.22034726200491414,0.28238697685189834,0.3478913268473406,0.37092776212101064,-0.04048850861696206,0.09085879157726996,-0.38357565592507475,0.18903011581605872,-0.19847059362250968,0.1554018018372515,-0.338357593446831,-0.40129941031419464,0.00019161726429443434,-0.2745058773421254,-0.016617897299107672,0.00767757425334249,-0.3901998768174413,1.0,-0.14995005579429696,0.0016280713891953168,0.2029375376984725,0.7479360671604175
SN_pr_L,0.5359103778355716,0.4545029768086014,0.09442822195031515,0.5947879907261096,-0.004351914504537206,0.32080940243748474,0.17153022208783703,0.3180546362816646,-0.028917774914056123,-0.029526625416703593,0.05792467096576147,0.19206501428945258,-0.11479035285458268,0.43969531318787036,0.28613673288802915,0.728086691294614,0.5218717090294847,0.5065229739689353,0.35165151495925046,0.44346123436359164,0.3029738884609615,0.5433341111007431,0.2520723313866027,0.4594858157722944,0.11478015515705979,0.34133091613295796,0.037247685944480864,-0.011295762307606871,0.14534002807084243,0.03314715949846241,0.09146250829657131,0.4212456170475046,0.0880358484150368,0.29047969818339486,0.3143935300587766,0.6173646302568536,0.6127714000121877,0.2696779281401089,-0.08484440316519697,0.12860632370724678,-0.14995005579429696,1.0,0.366524055063487,-0.1926743917403848,-0.013565284183378629
Frontal_Inf_Tri_R,0.608869268740326,0.3755097788201694,-0.06499594653864532,0.35553918010909613,-0.30567690542086956,0.10810688539678819,0.33540129064305607,0.01878349242927002,-0.07511566368942499,0.0538134691603101,0.17351815292569425,0.5184520408356397,-0.41466643805769265,0.3659978213699274,0.011109563366622643,0.4700276962957102,0.41932115311264767,0.5751053206329639,0.1847256821160582,0.37819148572744776,0.3733139658226863,0.417471400257297,0.3396546470866763,0.5207586818097621,0.1329242340355027,0.29607425032828094,-0.41727770999538105,0.007097711388468811,0.5201886811962435,0.20984763884373697,0.34362341573489197,0.10918168453193972,-0.18717773801276397,0.30250308458463004,0.10624260302228428,0.5238227754560695,0.2725333931482021,0.36900834408765376,-0.04362006439111442,0.31764399714013336,0.0016280713891953168,0.366524055063487,1.0,-0.3986327256040071,-0.10121159858809353
Vermis_8,-0.22192392831031948,-0.07429115326197934,0.03574150182124502,0.028277808865052653,0.3434045115932664,-0.11531689508838264,-0.039432977124887844,-0.004841349831968737,0.028908287157413913,0.1463128482390546,-0.06140034483293992,-0.4422038856298708,0.6716420251789004,0.09471022857867262,-0.006871345936809635,-0.15904612951273528,-0.1919914452910318,-0.13212518502329812,0.12763298249544225,-0.23845946465454446,-0.10091193267446043,-0.10977914718337055,-0.37371976089643416,-0.30893416769524457,0.1056465914601041,0.15218677593180335,0.4883554340541561,0.16136323825861615,-0.1364449563165944,-0.33702693366824205,-0.3536971694183886,0.023202824851850334,0.35962307358980244,-0.24391645581125182,0.24212690213017707,-0.21882394186036985,-0.4071098424391178,-0.01942648952081027,-0.04975204479355165,-0.24183288633212732,0.2029375376984725,-0.1926743917403848,-0.3986327256040071,1.0,0.3195047362149761
Cerebellum_6_R,-0.14899233248562227,-0.21864825519398956,-0.006342059581001761,-0.09074108757538951,-0.2477960091224532,-0.2725796370208525,-0.17275986173104269,-0.26553656060213787,0.10726584288534938,-0.07907649997789967,-0.30759360485860965,-0.7281444249551688,0.5385937380651686,-0.06032792701793492,-0.09598660650785491,-0.20738021413344995,0.40460282262897224,-0.17581605352501573,-0.06313287226513119,-0.22668724815957064,-0.3111741642874832,-0.3650608670109279,-0.3368949228978556,-0.384588364798813,0.22485061557492864,0.3236042670841709,0.47438751922153444,-0.405037382601273,0.06263918166450208,-0.5692436667431023,0.2750630484640142,-0.07570779087672087,-0.026087827404509583,-0.5062942540914442,-0.3369559468932495,0.003552219031005715,-0.3463428485734755,0.08881350964935025,0.0870314593074963,-0.36831362546307994,0.7479360671604175,-0.013565284183378629,-0.10121159858809353,0.3195047362149761,1.0
