,Thal_PuM_R,SN_pr_L,ACC_sup_R,Precuneus_L,SN_pr_R,Thal_PuA_R,Thal_AV_L,Temporal_Sup_L,OFCpost_R,N_Acc_L,OFCant_R,OFCant_L,Frontal_Inf_Oper_L,Thal_PuL_R,OFClat_L,Occipital_Sup_L,Lingual_L,Thal_PuI_L,Frontal_Inf_Orb_2_L,Thal_VL_L,ACC_pre_L,Vermis_10,Cerebellum_4_5_R,Thal_MDm_L,Frontal_Sup_2_L,ACC_pre_R,Cuneus_L,Lingual_R,Cerebellum_Crus1_L,SupraMarginal_L,Thal_LP_L,Thal_LGN_R,Temporal_Pole_Sup_R,Cerebellum_4_5_L,Calcarine_L,Thal_LGN_L,Vermis_4_5,OFCmed_L,Cerebellum_6_L,Thal_IL_R,Cerebellum_7b_R,Temporal_Pole_Mid_R,Vermis_8,Temporal_Pole_Sup_L,Raphe_D,Cerebellum_Crus2_R,SN_pc_R,Cerebellum_9_L,LC_L,Thal_MDl_R,Cerebellum_10_R,Parietal_Sup_R,Thal_IL_L,VTA_L,ACC_sub_R,Hippocampus_R,Cerebellum_9_R,Red_N_R,Precuneus_R,Thal_VPL_R,Putamen_L,Frontal_Inf_Orb_2_R,Caudate_L,Frontal_Inf_Oper_R,Cerebellum_Crus1_R,ACC_sup_L,Thal_AV_R,Fusiform_L,Cerebellum_8_R,Precentral_L,Red_N_L,Supp_Motor_Area_L,Thal_VA_L,Frontal_Sup_Medial_L,Thal_MDm_R
Thal_PuM_R,1.0,0.28753933621355476,0.35496177949053065,0.6124432232107024,0.5349535910992392,0.3001652012939809,0.4224232899412682,0.2709031500389273,0.006844006655339777,0.006620588762244586,-0.2323201765822715,-0.21247642253826166,0.18110896110486682,-0.03453529826097293,-0.19374482052950212,-0.12026470623803698,0.5060833781394015,0.40504699418112644,0.037917985884094056,0.49315990586067654,-0.25357981125970525,-0.2147024025998014,0.729433270046001,0.6273964045580063,0.0008703343946678785,-0.32441882177319353,0.42236836873530176,0.5679007995013964,0.10142513497227941,0.6011370283682299,0.4700671980931764,0.49590051840269994,0.2547209662428976,0.521992315740645,0.6136505294612091,0.29641624299684305,0.39078047033327784,0.03916996022723694,-0.0415774075845781,0.024804093139655755,0.03043509127510351,0.2352488560283803,0.3307755938486187,-0.11654729799971879,0.2983559876934737,0.07849854803842973,0.6654992927862888,0.12609014794791945,-0.3131116319063841,0.2492002301218356,0.21658421624267263,0.3317983844252506,0.5307028144293934,0.2255092354692757,-0.3587193008762758,0.42443193013291575,0.046811838339863805,0.17011853949505407,0.7121560703703005,0.7687036285334375,0.18222926519027285,0.0982145820771139,0.19902152695877784,0.38855154106876005,0.29234012391338976,-0.013364469492524792,0.3462831062481893,0.31608004155877223,0.44875913229479863,0.2517835105739506,0.3009167424641606,0.2658541176592979,0.5628578944307172,0.046772412064659076,0.22320441771777053
SN_pr_L,0.28753933621355476,1.0,0.40237654089247676,-0.013268511009816922,-0.0013321346292059675,0.05011184709742225,0.06770738421077341,0.4212456170475046,0.24400594961310373,0.37411170799009896,0.3315187057599986,0.4287199378968933,0.5065229739689353,0.2696779281401089,0.3739944625544672,0.2075354615641041,0.2379748956169383,0.31820719233933575,0.5861845151638475,0.39375103287098756,0.34740425620047943,0.2520723313866027,0.3128113512009881,0.4671153604315277,0.5266485076273204,0.3233506687890032,0.06439881820990649,0.19765997012721953,0.16970133301831622,-0.06293457396522996,0.16620723656601075,0.3672982188010816,0.11598317296163714,0.08834228329776128,0.037247685944480864,0.44346123436359164,0.11478015515705979,0.14534002807084243,0.05062070288995729,0.29446307507117647,0.12802045117834462,0.23240377973232473,-0.1926743917403848,0.4240334850702675,0.4453029506614594,0.05118434021534969,0.2630785002516004,0.6127714000121877,0.09146250829657131,0.34533845303249144,0.32080940243748474,0.19718780276796022,0.4339483101855762,0.3143935300587766,0.12860632370724678,0.7018817380268145,0.41954834317280676,0.4928918284512386,0.0880358484150368,0.36878967591562467,0.6919904608417463,0.6055366343260635,0.5804478599132188,0.35431449458467995,0.09611094208193367,0.46020993211596917,-0.02003234176535563,0.2904840893142788,0.30067686585370246,-0.06194584959231632,0.6173646302568536,0.3722030295207308,0.35165151495925046,0.42248584475957757,0.5218717090294847
ACC_sup_R,0.35496177949053065,0.40237654089247676,1.0,0.0980247766836873,-0.1768015615364493,0.008262569558730837,0.29572435968769817,0.3977180755745608,0.5065384113482856,0.5814756179421662,0.5406856387723467,0.5709738859074757,0.41824517977299247,0.04582515372524994,0.4695910500399382,0.16168130274345655,0.278941208639798,0.3054452148457938,0.5794073406468666,0.2277829782079141,0.4934026391582876,0.06180709765301073,0.30705435440645945,0.40699566724641184,0.6162208651947614,0.5480707250320535,0.22393835404831572,0.16702041717563113,0.01599909503061932,0.08601662894084183,0.1481880977716957,0.20352827986467842,0.3714683868499813,0.38077090636929256,0.09742531977286133,0.3954503514430617,0.3525414616226505,0.15975029839079674,-0.07827824080564291,0.15614610541259952,0.013233103157204995,0.26314977802883505,0.015130637505458962,0.41413261764052006,0.19930934056717317,0.20541255775136233,0.20114265727044145,0.16731564192906856,-0.05520355197001219,0.11725048361522032,0.33734125469635506,0.2369935045485799,0.46225425175940377,0.23860343551616978,0.30241781385954514,0.5978698199250098,0.07546046586361703,0.26543857260124604,0.24962870037637494,0.4128686264817862,0.5817949077922993,0.5267644396737432,0.4576595659580879,0.369657411957126,0.06958912944072,0.7323019389981831,0.2739936370412613,0.4670408090167505,0.19233007797027976,-0.018808822888572815,0.412581860790354,0.48304893350086003,0.24288319154787658,0.6207486991774662,0.46920345115890255
Precuneus_L,0.6124432232107024,-0.013268511009816922,0.0980247766836873,1.0,0.5927578932075603,0.09008642090846938,0.2317307995717676,0.18446375208113283,-0.03751821001825063,-0.267364916544198,-0.3296873960821404,-0.43187328700002875,-0.022074525051501415,-0.1412524046475342,-0.2939712643783026,-0.20999137574976515,0.4301021903392393,0.27188610928110496,-0.10509394354723485,0.14327684328998436,-0.5569519268210084,-0.25745215946739247,0.7412941815592649,0.4507739825862029,-0.2905552231424917,-0.5300328568872749,0.4328159505237583,0.31727308288765077,0.11013965527288662,0.7732090771086506,0.49494971903580276,0.5652045494149022,-0.036924797305592984,0.5420164188764977,0.6906303352003367,0.17753697556347595,0.2527585508339725,-0.1905740359691252,0.14723599958916056,-0.24187335654427988,-0.14194993072131376,0.026723699435555123,0.4847141552461102,-0.2443171033447157,0.17957775976054074,-0.019657915451215036,0.5777884482869716,-0.012498909424565968,-0.5583778513602977,0.11952067080422561,0.2939098793341491,0.32741928332505504,0.29199879014765995,0.18621083648312942,-0.44923032911499766,0.10736211956457473,-0.0021040365817975508,0.1138039862648157,0.8642952088003786,0.45337597723383133,-0.10966888544600095,-0.14744073258022614,-0.07769899016691642,0.09961017470954545,0.17102068896382597,-0.19796888672250326,-0.09748539629892346,0.39638437230811957,0.5019293663908787,0.304925550327711,0.01345173500183188,0.08395658693098339,0.4911649919206747,-0.3117113582266581,-0.09825321146521991
SN_pr_R,0.5349535910992392,-0.0013321346292059675,-0.1768015615364493,0.5927578932075603,1.0,0.2656311328429256,0.09508153224878378,-0.20530562367824032,-0.1377403445282844,-0.4167647110155017,-0.5275494822537335,-0.5514243939511165,-0.27807901254901457,-0.09974641091399532,-0.5170159824095432,-0.16594581590514862,0.1339399620963524,0.05273986589491061,-0.38814622343456623,0.04315060833418995,-0.5327939915532452,-0.26440613938036645,0.5248948924695949,0.20675475343473115,-0.38163438621094076,-0.64425549697363,0.25260549396553983,0.28257923881704616,0.0996549453609662,0.44690398840638706,0.32254208571550075,0.34666363441845194,0.08328119163818176,0.2375641772649863,0.4589300770532821,-0.1125103812335697,-0.07019798416920935,-0.2698724387415424,0.019738544206463142,-0.09121812271227557,0.027050587621456835,0.189168610241431,0.37494013932124953,-0.4910067929596042,0.20179635257414885,0.012584065448220223,0.6676655833132359,0.0623608200777909,-0.2929398022184249,0.18629109124336896,-0.04538019097291665,0.10925450525128223,0.12302077618663006,0.003772829359353755,-0.44229013176540194,0.023096315217662953,0.036286962145382455,0.08239162584649308,0.4624852950711193,0.3210097275384057,-0.33623762758947073,-0.2295660165940236,-0.07770622298652953,0.028488450114725058,0.31740744365263546,-0.46225701474601594,0.05443901909288498,-0.07289062293464486,0.3447102634905813,0.25980522170803216,0.023997463568371735,-0.05030632742222733,0.24336229662182646,-0.3292972209785825,-0.08488548222960542
Thal_PuA_R,0.3001652012939809,0.05011184709742225,0.008262569558730837,0.09008642090846938,0.2656311328429256,1.0,-0.13306809247741483,-0.45985537895563694,-0.20090406043459008,-0.006528793122330487,-0.20709643859663762,-0.14186947580522288,-0.09709249623120363,0.0036143407481106166,-0.36506605596335406,0.13911609284035256,-0.2100044368867426,0.1868145813003317,-0.2662209978774209,0.2933216451929075,0.007209129805981665,0.027324084240556663,0.002304026211184203,0.09616203750616475,0.0675494825857338,-0.09623332314917038,-0.09462855801954634,0.022667190447789674,0.1918368834978368,-0.10610659314977014,0.24278913382141926,0.36491071393193564,0.06707709962967999,-0.2471518072182976,-0.1431557835099534,0.049448060090614615,-0.05041620882570953,0.11770542561911544,-0.10064226263998895,0.4035133252965896,0.24155151410628792,0.06975354737773543,-0.06861298316325207,-0.4859600090685084,0.35692386545815025,-0.014778141292735695,0.21991062023100738,0.14397780100504007,0.12735773361495392,0.004221861110919208,-0.15811496714133225,0.02600615916778364,0.04649664121418095,-0.15326396635648645,-0.0931574702613446,0.22485079094397734,0.2923722042488916,0.34075429578786304,0.083420917991856,0.4558165463979094,-0.09769687369649449,0.15287477844794947,0.29841897303033943,0.25136759705889705,0.09431457061488527,-0.13284093297700944,-0.005870281855859933,-0.34323556588162835,0.0192880897157642,0.38971098143188126,0.11680975329290211,0.20516364801007683,0.2493184661854054,0.04554008380733238,0.23768711081998883
Thal_AV_L,0.4224232899412682,0.06770738421077341,0.29572435968769817,0.2317307995717676,0.09508153224878378,-0.13306809247741483,1.0,0.4089698933130101,0.30468136076022245,0.3085661966359966,-0.02592440861083348,-0.07564866628938148,-0.10662981210281412,-0.5085270960697809,0.17272377440928066,-0.07702322901295851,0.4697449944101641,0.13592503533711894,0.09226163720189236,-0.02879850582032039,-0.10925936001632092,-0.12553082123650192,0.395763171295371,0.29763308219171236,-0.19218431789737608,-0.23104001912751057,0.3945456659782779,0.41860265634913246,-0.10143280762457141,0.4371648831646459,-0.02668356741592038,-0.15109109023107098,0.30483516484012285,0.5631990184779767,0.5001381550833222,0.031329147549082906,0.33091361811515335,-0.38365665875988436,0.143984810537667,-0.2733805038804549,-0.09653610751337696,0.3758711073730213,0.23950815905571515,0.2203667192917369,-0.21755196329785992,-0.11900634959048982,0.29490250678975316,-0.16106013062089788,-0.07322146185226393,-0.23755629911487633,0.1142033371463506,0.07880620398893858,0.21648524904359168,0.21271776765112108,-0.06619932460954459,-0.06122231905931498,-0.3443904792425815,-0.2204011902695149,0.25930727113288393,0.12497146903227421,0.13939237578635746,-0.1999868109235057,-0.028510521719015927,-0.11831180079321185,0.25239470389850316,0.19231825674285383,0.6743994121246862,0.253434489054752,0.08111733094019523,-0.2765740238560965,-0.02399131849418366,0.0442551514233609,0.017151539668968405,0.0020512509265849074,0.22403523054462077
Temporal_Sup_L,0.2709031500389273,0.4212456170475046,0.3977180755745608,0.18446375208113283,-0.20530562367824032,-0.45985537895563694,0.4089698933130101,1.0,0.26613965975951676,0.27326266356147455,0.3091675054798187,0.2788975516780151,0.5456727832223163,0.04136306672610811,0.5296891760227477,-0.09474387852314684,0.6893982805834594,0.18521154277748886,0.5982058591623213,0.20248967529392012,0.053906551776099675,0.0015947846681214556,0.40228504401108317,0.48855169209264815,0.2167301044784854,0.16454181162530876,0.3438034451677641,0.3387148035659335,-0.04602165670886281,0.398285618570613,0.08359304708500465,0.056543905194355405,0.06139416512936892,0.5218463052636602,0.48438632482352323,0.4030914170649564,0.5165864237516894,0.10671118148353194,0.10818231539986198,-0.20626306448291976,-0.20988006119023933,0.07495949738786073,0.023202824851850334,0.7697640992655617,0.04620435274444061,0.01489783992999228,0.1084540745815349,0.16547152820424696,-0.22663376633180526,0.07989209854244388,0.4520881989973774,0.24710675507722105,0.4612257387980271,0.36045710084453186,-0.08506107012277789,0.29227549431700356,-0.0731117612128181,-0.05769857926787153,0.3466245132927903,0.18603797049426662,0.5615327177657478,0.09001703490360698,0.03262474029167534,0.1419238305685018,0.07099928261379262,0.46810054147569236,0.16016900642086523,0.7794333123308584,0.19519115746519478,-0.19325373936944332,0.3198660327078819,0.22122700420660393,0.19416943156158636,0.1879030262467464,0.17973643057567165
OFCpost_R,0.006844006655339777,0.24400594961310373,0.5065384113482856,-0.03751821001825063,-0.1377403445282844,-0.20090406043459008,0.30468136076022245,0.26613965975951676,1.0,0.43099273945257066,0.61881472387149,0.5461699332689387,0.07290301229724755,-0.11275887201956873,0.5483673920022745,0.002144285399698528,-0.03656575193412242,-0.02581384345689895,0.5475127235354461,-0.23437104935548944,0.39975536486505775,0.10320495722520398,0.1991289719959588,0.1438760939463696,0.337859931059144,0.42522431936026606,0.18275635834994303,-0.06473344059556413,0.05180952031005684,-0.04433158013191666,-0.2710967377253407,-0.09758975383282183,0.47790015133169056,0.14993427609439453,-0.00011598253763033908,-0.010351877371909117,-0.1024677537193947,-0.20466594445953654,0.018660770952395725,-0.030831093407386972,-0.10952738029862624,0.46296080757662056,-0.03577708439407956,0.48689487689327604,-0.03271507100886487,0.03274564694337971,0.052438144199096044,0.18478906138332232,-0.027925451098420897,-0.01530079257065313,0.37918013918597254,0.0599360693957637,0.20603165760060305,0.17916412890061942,0.36294178874556365,0.23537667918938315,0.07272720362686544,0.017534405930151282,-0.06047855468973875,-0.0884866416804568,0.37661267777191365,0.33134397880957533,0.09666737519687656,0.00749180538610581,0.1690521158503938,0.6584835204533233,0.2358474648605573,0.13895111897271467,0.06629752343392155,-0.3174268591201053,0.17912167346784805,0.14820051326560196,-0.1662035294566734,0.4710945665262126,0.3589445728021613
N_Acc_L,0.006620588762244586,0.37411170799009896,0.5814756179421662,-0.267364916544198,-0.4167647110155017,-0.006528793122330487,0.3085661966359966,0.27326266356147455,0.43099273945257066,1.0,0.6741537094859813,0.7162502554131592,0.2440080807610338,-0.2701201719759885,0.7051458217827113,0.12904299097852265,-0.0335867305980423,0.28992592471261247,0.5771526650226674,0.11740374712264953,0.6702165753903201,0.32925922339455854,-0.049663902299591674,0.25778741736639516,0.6137335062086273,0.5444062270273768,-0.005352661227508561,-0.14769990841487138,-0.10491759709336633,-0.20349709535152857,-0.0910280518097082,-0.07161040584504973,0.08839585835637245,0.12775447341162355,-0.2788888091772177,0.2409042808567781,0.0217961928295089,-0.09296496077151832,-0.12511912696200664,0.012794151933557901,-0.020569765711733894,0.17742000803093697,-0.23197086095513095,0.44031620692123397,0.004621392409729231,0.25908805515668354,0.09098119461936187,0.24497967076171018,0.16392580982569244,-0.20842333549390346,0.2590534174678725,0.06374784923558434,0.14576348550969895,0.40878591136845754,0.692184254163371,0.41005795379289167,0.20785959687182878,0.1760409075510315,-0.08091093450752833,0.12780402253973058,0.7034751543965833,0.518620307665207,0.5763345742514612,-0.007516700000424751,0.17936729558778453,0.6142792550894375,0.27263556006096734,0.230717307389365,0.0774898737272973,-0.3137371651621567,0.2530037061267642,0.36070811490992266,0.012679859144960188,0.4989383704550881,0.3112024281338751
