,Frontal_Inf_Orb_2_R,Cerebellum_7b_L,Olfactory_R,Fusiform_L,Vermis_1_2,Paracentral_Lobule_L,Temporal_Sup_L,Caudate_L,Temporal_Sup_R,Cerebellum_4_5_L,Supp_Motor_Area_R,Postcentral_R,Cerebellum_4_5_R,Lingual_L,Temporal_Inf_R,Putamen_R,Cingulate_Post_L,Paracentral_Lobule_R,Pallidum_R,Hippocampus_R,Parietal_Inf_R,Putamen_L,Cerebellum_6_R,Parietal_Sup_L,Thal_LP_L,SupraMarginal_L,Temporal_Mid_L,Vermis_10,Thal_PuL_L,Thal_VL_R,Frontal_Med_Orb_R,Precentral_L,Temporal_Inf_L,Thal_VPL_R,Thal_PuI_L,Thal_PuM_L,Vermis_8,Amygdala_L,LC_L,N_Acc_R,Frontal_Mid_2_R,ParaHippocampal_L,Cingulate_Post_R,Lingual_R,Caudate_R,Cuneus_R,Insula_R,OFCpost_R,VTA_R,Heschl_R,Cerebellum_3_R,Rolandic_Oper_L,Temporal_Pole_Mid_R,Cerebellum_8_L,Temporal_Pole_Mid_L,Fusiform_R,Heschl_L,Rectus_L,Frontal_Inf_Tri_L,Cerebellum_8_R,Rectus_R,Insula_L,Cerebellum_6_L,Occipital_Mid_L,Cerebellum_Crus1_L,Vermis_9,Occipital_Mid_R,Frontal_Sup_2_L,Thal_VL_L,Thal_PuI_R,Occipital_Inf_L,Vermis_3,Cerebellum_9_L,Thal_MGN_L,Angular_R,Frontal_Sup_2_R,Thal_PuA_L,Frontal_Sup_Medial_R,SN_pc_R,Cerebellum_Crus2_R,Thal_MDm_R,Cuneus_L,Cerebellum_10_L,Angular_L,Thal_AV_R
Frontal_Inf_Orb_2_R,1.0,0.014455830133502937,0.4972298358434229,0.1533514234218937,-0.4438340515030877,0.1797217640285026,0.09001703490360698,0.7094567393111314,0.05219384131860075,-0.1314835334348345,0.3760241173933892,0.2280790845792719,0.06190041976697813,-0.17313776323163668,-0.2010830979657595,0.833055771100634,0.5611841166048303,0.2920377724116834,0.6468375072749292,0.7480352511243775,0.0009772918300858567,0.7341690832955882,-0.29010178513833995,-0.13555344962959756,0.2044269512766899,-0.23650051897352833,0.09621861442787999,0.2842179340951604,0.2033764705782134,0.2814886857671002,0.22598556733070524,0.07902147474247098,0.1021293410635127,0.3309264573671968,0.41768155292275566,0.5873382362472191,-0.3314822629839642,0.5952598334272476,0.030844530096683545,0.6139666285506599,0.7103253657647665,0.5045884048187607,0.5365715599666268,-0.1669450731808561,0.7193168290671121,0.03512656890437318,0.6618194954043705,0.33134397880957533,0.08858828827418097,0.5721217427655346,0.3224622551774539,0.6985561197515605,0.08785534708295444,0.08613000017784815,0.3238361645960215,0.4742247127540481,0.4158182504203972,0.32231795771522453,0.518565318532258,0.24145202844868066,0.4655753174637136,0.6524760415907193,-0.13942898072840243,-0.354357204976928,0.23327559339863463,-0.08249586282149914,0.08682498852103339,0.8340373858918116,0.36810494986454745,0.4603848810707843,-0.04498107671777191,-0.3814565358359185,0.586417516271334,0.3646512320870246,-0.37692791771428863,0.8265612398026333,0.18287021815976606,0.6170822921013749,0.10347235634860334,0.3809000326278647,0.39053524951431634,-0.041460459812746396,0.3401267464657916,-0.09407672189838026,-0.12752861456185713
Cerebellum_7b_L,0.014455830133502937,1.0,0.15824012945024984,0.136022710916385,0.0569917500496388,-0.011768947329460912,0.2845533135362185,0.09806688012330679,-0.12281329785554886,0.19175476235300068,-0.028689502676068464,0.014430361745768927,0.12007700885973183,0.1667219277371035,-0.015448868365434227,0.1231061578232398,0.0931496645196314,-0.07009893196551761,0.20881177569031317,0.0585681118177027,0.04360400603393184,0.20642935904847734,-0.006342059581001761,0.008201069863677728,-0.08938370110415429,0.070643397239293,0.33277686553489844,0.04359062580310402,-0.3063966102851032,-0.00089792182033952,0.05061367159018911,-0.19826201456733336,0.18882553449221748,0.008979504475616924,-0.029824480527968187,-0.14130620393908203,0.03574150182124502,-0.03207407785088874,-0.01768304919735632,0.14443196237882647,-0.02623761109780337,0.09469284476705346,-0.07803906739978934,0.023927696183298718,0.15530426494996377,-0.13461474075570598,0.012156829866457261,0.4312955750938355,-0.04428690668739661,0.005489366576073324,0.20668027780329745,-0.017890173965357376,0.40436893782377875,0.06282561148913747,-0.24088757787169476,0.03621200285400256,0.017482588518326975,-0.10854305443031098,-0.057622531180293014,0.004510754967675559,0.1704951160542895,0.22518812497957683,-0.09707970583286704,0.030600665785118896,-0.20689538752006173,-0.1029782179515011,0.07371492740195705,0.14629080529624872,-0.08694703809336692,0.023980232156364818,0.2027908580550202,0.07470136414351843,0.06255420260256812,-0.04059803963581352,0.007268063581939015,0.11924842834782165,-0.14626353735610262,0.034719991767923626,-0.024963163571240784,0.0780084916517159,0.05430107682735817,0.10215613438049122,-0.19711008700613875,-0.05871985159065267,0.23218828001935224
Olfactory_R,0.4972298358434229,0.15824012945024984,1.0,0.20728326077198017,-0.37038309676254944,0.268825701738833,0.14483479590682402,0.5342181952924637,-0.2613740532313346,-0.015945292329840904,0.5267763488466877,0.35076245001417167,-0.041771103924944764,-0.06691211406511417,-0.2232744063429739,0.5127180702185467,0.4394720577902702,0.2988257142177623,0.6166565713547336,0.4114962361977002,0.10117484442182935,0.43731221930039577,-0.5062942540914442,-0.0758113185108356,-0.10021698943051802,-0.08167384457213542,0.32011521622007716,0.3661055269453785,-0.05516296011310372,0.03170121990393418,0.2416286915668038,0.12569746057042475,0.23568574553453558,0.12281539143004604,0.11724783822716407,0.35032930614162666,-0.24391645581125182,0.6502426584816533,0.016797578918424812,0.5980430290093632,0.5296753971908791,0.4159833408750176,0.29485980171868936,-0.330929901551474,0.5485611038448416,-0.0065187211754315876,0.20121789055894293,0.1939266732120128,-0.2388985506576323,0.43846596224545126,0.37375854784983026,0.4443851361421395,-0.04682888890639816,0.2672453558798493,0.048131477824551044,0.18705649525452253,0.28275364807775927,0.2558702767057241,0.12234356934723013,0.2268474108519193,0.8274019028193226,0.45736960982090785,0.14985243461605094,-0.30755981331453797,0.08421315140276604,-0.22335860709230201,0.16445932638957034,0.5982309588188366,0.01159136763660463,0.41756753966418547,-0.05275367650128225,-0.33191587103386344,0.38503968057236804,0.2504255560764035,-0.2594065439454062,0.5671042470931189,0.03883775001967399,0.43714663107046536,0.028602792714527363,0.36855035714164097,-0.03464117588215617,-0.1018311662886353,0.4776285877524228,-0.1755524785934532,-0.2801057022145306
Fusiform_L,0.1533514234218937,0.136022710916385,0.20728326077198017,1.0,0.4155187987131847,0.4610573971716999,0.7794333123308584,0.16369410343825305,-0.17592704673168746,0.7052096305874042,0.48930643823976205,0.6040387111845632,0.48722052405627025,0.6424265318297223,-0.3956272300203242,0.2505262378171712,0.23352803624284565,0.6247957175559083,0.21275744346310987,0.35651527298705527,0.5549311294972598,0.4693858688804414,-0.19777815441687246,0.057382933405807295,0.33973066472426855,0.5228489554411059,0.3955935589602844,0.013882731666393196,0.23201057743644438,0.37441426166181635,0.2222969725459318,0.018751666135185998,0.756281565560276,0.3020763793526019,0.30724342702344853,0.2546891398169996,0.1901426306973882,0.10711812466226883,-0.42602666063447264,0.41407265095137097,0.09708415071164449,0.8263839523243666,0.32433564280416244,0.23297676952573282,0.18556195766294237,-0.1459441968323112,0.029035230410662242,0.13895111897271467,0.17266203190759402,0.3342050313705471,0.6821905338200117,0.42127167660040443,-0.15588247938911445,0.6599122792633368,0.24426959359665412,0.10592348141975672,0.4090773161171734,0.16553126453632505,0.12089848335792172,0.37212745599659836,0.19486874147415134,0.6063619878831881,0.025847349016213928,-0.19018074648227906,-0.116549002704392,-0.041691500319762945,0.08680351563580645,0.22274375791010148,0.29162010294385166,0.26131805608249087,-0.08078629051279715,0.5217522817507192,0.12862605497275753,0.34999653544065923,0.2401866462655576,0.2521099836246914,0.28957967772359594,0.27409714485591413,0.30377693693515345,0.11554056314172646,0.004329660947973883,0.41281629740476977,0.11477743423331266,-0.2773712130975581,0.047192475400017905
Vermis_1_2,-0.4438340515030877,0.0569917500496388,-0.37038309676254944,0.4155187987131847,1.0,0.04911718676303182,0.386031338229652,-0.42870697448153805,0.17078024761238408,0.7540103496665195,-0.04788578945618725,0.15595203382557932,0.6518674909710219,0.6497840391455767,0.21504777275649167,-0.45614601361536816,-0.19547210419124655,0.04953666426720559,-0.4496135641592684,-0.18124986117895056,0.4134144006504475,-0.2549360552012369,0.5385937380651686,0.20567497773055593,0.169596775350736,0.6631288920469303,0.0742216430050362,-0.3941714966137828,0.16707485912738532,0.20734802721313056,-0.40614375127389923,-0.05032354799695011,0.347016331367173,0.14594669084523051,-0.043256156915672174,-0.2773120181725248,0.6716420251789004,-0.719759293346225,-0.3643782533496064,-0.16430743730972963,-0.5475079508181525,0.1360730114660297,-0.21723759417714442,0.6465003545348683,-0.4762581175844194,-0.21256116033657574,-0.22028817287069177,0.029773569269232945,0.2824758707978492,-0.3127828532726279,0.3126046470935327,-0.18046842099185229,0.1033601698538849,0.47804785952970813,-0.11405425501833466,0.12102252970119806,0.10143354809624622,-0.025975212116436688,-0.4599846037225645,0.3447072816692669,-0.4910651026868696,-0.01966963362540765,0.16045126378402735,0.1702665248437395,-0.1249687920668786,0.18963863782356088,-0.21610390080168818,-0.45716163749798294,-0.056755363404343444,-0.14313263863118114,0.03272483954008395,0.9080917873364923,-0.4276587132129956,-0.18019617518417724,0.581656186223982,-0.35861849428025905,0.36017851988173466,-0.17530499054639126,0.3124256600648853,-0.1928663573365205,-0.04855514010231064,0.48919613900434394,-0.34212095408035703,0.0067290702471622344,0.35159551654528864
Paracentral_Lobule_L,0.1797217640285026,-0.011768947329460912,0.268825701738833,0.4610573971716999,0.04911718676303182,1.0,0.05593426070477634,0.2733982901354057,-0.06742823872629962,0.33332131769777246,0.768105326515045,0.8812112510640443,0.3498269485927382,0.14999198893983065,-0.28578408643419584,0.18173072825642803,0.5333870468130755,0.8033369907590859,0.3536862977083187,0.3077389194405805,0.7564931173999868,0.08279688991240945,-0.405037382601273,0.05291259794028129,0.5509122225582906,0.48637758425046485,0.2807070541678519,0.1053970493416618,0.1627975330164487,0.48687666196037327,0.30598996107232335,0.5918775893962105,0.176745039342603,0.42364385450462916,0.36886023942555224,0.3419773471507114,0.16136323825861615,0.34019428212494585,-0.46218515293881585,0.21826636681549294,0.13634207792768016,0.4612408692559001,0.3061884169169032,-0.09439204388816784,0.4127007368540224,-0.002463334831477328,0.09268178051349286,-0.2039522228252457,-0.12666406059152335,0.4485486526526985,0.5287088477098144,0.34842300706517226,-0.27840885084154243,0.3770589516371381,0.2776996301657198,0.2571289125169716,0.3331084668540385,0.03983618620699198,0.04020291252461098,0.3314437089385935,0.2806424749490281,0.10367948854377497,0.005027808633962207,-0.2906640625640138,0.12388669241383302,-0.17595181783831956,0.06086978642765329,0.12017898271054009,0.2812765235500436,0.5006634955396277,-0.23447132748531269,0.17971193001746452,0.13550696137090576,0.5989646928266236,0.17859609675067203,0.19149111462792281,0.3873101901282505,0.08840699646048755,0.3783528399569802,0.26292071078257395,-0.2623713036739164,0.20036647958223097,0.580799899348896,-0.2287608604454551,-0.3168709315824614
Temporal_Sup_L,0.09001703490360698,0.2845533135362185,0.14483479590682402,0.7794333123308584,0.386031338229652,0.05593426070477634,1.0,0.03262474029167534,-0.24343969601130513,0.5218463052636602,0.21673091950880474,0.32786953895928495,0.40228504401108317,0.6893982805834594,-0.29904910512586985,0.17065873555270902,0.09125216012573317,0.31604950178465124,0.08869106704426921,0.29227549431700356,0.31236550391493517,0.5615327177657478,-0.07570779087672087,0.022250256261184733,0.08359304708500465,0.398285618570613,0.4232918977455193,0.0015947846681214556,0.1593333142070687,0.228394238611668,0.14770880807134482,-0.19325373936944332,0.8182135836964827,0.18603797049426662,0.18521154277748886,0.1788539216469919,0.023202824851850334,-0.07825196917377834,-0.22663376633180526,0.42625313287448124,0.025552935303463968,0.7103198586973479,0.29163458401374165,0.3387148035659335,0.026153042209511323,-0.22220355224862048,0.04614076897887944,0.26613965975951676,0.23587396030735716,0.2664545770024631,0.5178470648153124,0.37363187560739375,0.07495949738786073,0.5086821961724647,0.0862968871619491,-0.06262779502440954,0.37215891522221317,0.27477732114507686,0.11051882277249656,0.19519115746519478,0.07710136567629318,0.6986085444928116,0.10818231539986198,-0.15052339262008121,-0.04602165670886281,0.016118816704796313,0.18860160763290032,0.2167301044784854,0.20248967529392012,0.1257019147650254,-0.020082608026246035,0.4846641101507417,0.16547152820424696,0.043768598398085085,0.28113151535174596,0.19341943260689906,0.10679781142920079,0.2772389338159744,0.1084540745815349,0.01489783992999228,0.17973643057567165,0.3438034451677641,-0.22860119290216435,-0.209102813209766,0.16016900642086523
Caudate_L,0.7094567393111314,0.09806688012330679,0.5342181952924637,0.16369410343825305,-0.42870697448153805,0.2733982901354057,0.03262474029167534,1.0,0.06372334345037715,0.008770403172385532,0.48004112154236933,0.20329126534932557,0.08856604673016374,-0.050602838676081646,-0.12140094257316321,0.8237011677802267,0.6209109157217001,0.3499269762129019,0.8484787781481922,0.6969384067572961,-0.02460068152952981,0.6505249062882059,-0.28044137751670917,-0.1811918767588695,0.2631190782191109,-0.12756454491809815,0.1942920976166877,0.367751485235444,0.08647039970944248,0.42519094678623454,0.3766163463075817,0.1598745321936515,0.09484186503266381,0.47974120082760874,0.511739080955035,0.5139742590577628,-0.30636974040700576,0.6259645127658484,0.12601722001962998,0.5203698434368588,0.6714375624890792,0.40523328076294557,0.5252305787478083,-0.08527409532211226,0.8589582093883061,0.07112709780914889,0.6110139398779316,0.09666737519687656,0.11915734227015999,0.5746629150549675,0.28773456131652314,0.6748718211390489,0.1403452782464125,0.09721721288103928,0.22079204306750772,0.4789205118858164,0.3567679441704442,0.0009746193540306021,0.5290841446036367,0.22909472395655234,0.5294648905584919,0.5795200580472609,-0.09137088917132524,-0.15609619866188817,0.023093336524315337,0.009539738893349109,0.11774636024539374,0.6747591196620157,0.44218700615498463,0.5305165070326872,-0.15304292600541738,-0.37910456440134516,0.5317460546062877,0.45606274814318376,-0.3415373559292035,0.6055815589565863,0.16171266772701468,0.2826785590921172,0.2756281082145745,0.28976200183168127,0.37202637380935155,-0.06806058413161382,0.3723466407745725,-0.048193903117189525,-0.04547794114310977
Temporal_Sup_R,0.05219384131860075,-0.12281329785554886,-0.2613740532313346,-0.17592704673168746,0.17078024761238408,-0.06742823872629962,-0.24343969601130513,0.06372334345037715,1.0,0.07238840138898149,0.08287596527470768,-0.23904400177577922,0.0024338073312514434,0.2828183358938415,0.7225548530394649,0.08435324489375799,0.13598926030552638,0.09519638445813135,-0.014786740746750748,0.3098178676066329,-0.25194491356991416,-0.23169561560701815,0.730928121988736,-0.047243016641228625,0.08580305047948006,0.08791702704647629,0.035383028063045774,-0.1063171297903063,0.1408105113870002,0.3837459093812582,-0.34290805149297193,0.46105186460171665,-0.4088816717743455,0.3617361624050259,0.029098176637551706,0.04434290916098384,0.08051939760100993,-0.2568293946683603,0.3614827901765685,-0.23440697496243723,0.17224677384153872,-0.10084413566548617,0.1928305339545647,0.6548972710854182,0.030382891406527415,0.05584628928445602,0.48583821842475,-0.07148898795076732,0.41069611898723835,-0.14755783503297099,-0.3367071193062878,-0.012845354436314753,0.19701921404800102,-0.451412898689159,0.023434474685258007,0.5371811988432665,0.19043862908668313,-0.17172599341667252,0.13215486752920086,-0.094495160575565,-0.3411225831020278,-0.1382024313432718,0.05920663584011322,0.19914764519941086,-0.05662903319043116,0.39806465345904873,-0.3437652344634305,-0.04607685127189664,0.14047738328748313,-0.00016445965559500444,-0.05282518964478117,0.12955706042301365,-0.1597010267028079,-0.21723521630939777,0.21608097099631515,0.030324411089088496,0.04954311724124119,-0.04311939881889836,0.07963514160560177,-0.3418854339794824,0.4594779121590092,-0.09361687428480439,-0.3133307718841113,0.33753698240433005,0.21738656443201726
Cerebellum_4_5_L,-0.1314835334348345,0.19175476235300068,-0.015945292329840904,0.7052096305874042,0.7540103496665195,0.33332131769777246,0.5218463052636602,0.008770403172385532,0.07238840138898149,1.0,0.30756831619789105,0.379211377447158,0.677096178876089,0.6907723867326643,-0.032888062060926045,-0.01654639270111281,0.12172655673770762,0.36502046860889387,0.05025683177296217,0.16461514668929475,0.4510485996127925,0.11680169243998671,0.23019932001398022,0.18240530586853104,0.2736574100617664,0.6856699881422627,0.2899223928223805,-0.09374698093233097,0.14435145753005413,0.3359189816181938,-0.07727788478489242,0.0008994942651821141,0.5350116786696594,0.35907367135629364,0.2031706061544852,-0.09459172921609982,0.559400082196279,-0.29620828295531676,-0.3811514541408045,0.15541922468247096,-0.1584094306904071,0.475458821047898,0.01798927523012919,0.5417956960329675,0.00030059829788347685,-0.12185479316668543,-0.04783313820119784,0.14993427609439453,0.2869457834509301,-0.008309634430009738,0.5978529171633831,0.1601246861658086,0.06569036942563337,0.6780129972211882,-0.00744516512924808,0.3407153986288647,0.333208400418454,-0.036098871620732075,-0.18036143187902529,0.45479730099763643,-0.0884679234423081,0.31674270524709613,0.1037703396591921,0.07470616175530917,-0.15312131542540472,0.05178866295241178,-0.0440769294261789,-0.1195730064340973,0.14281429390746722,0.21026444139072212,-0.05457541667360593,0.7538783647628875,-0.2185385463079054,0.12805444210289377,0.32244483096283527,-0.0405118772441022,0.4469998464570863,-0.02132610425980839,0.4771185671972287,0.012192951494263348,-0.012135360074644708,0.49823932966649626,-0.04884324397009795,-0.07621946832714353,0.36775279079809586
