,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,0.34533845303249144,0.24400594961310373,0.027965949985737593,0.3739944625544672
Thal_MDl_R,0.34533845303249144,1.0,-0.01530079257065313,0.1821013394479249,0.001719549243379195
OFCpost_R,0.24400594961310373,-0.01530079257065313,1.0,-0.07148898795076732,0.5483673920022745
Temporal_Sup_R,0.027965949985737593,0.1821013394479249,-0.07148898795076732,1.0,-0.4977279200980007
OFClat_L,0.3739944625544672,0.001719549243379195,0.5483673920022745,-0.4977279200980007,1.0
