,Vermis_6,OFClat_R,Olfactory_R,OFCant_R,Vermis_7,Thal_VL_L,Thal_LP_L,Cuneus_R,Occipital_Mid_L,OFCmed_L,Thal_LGN_R,SupraMarginal_L,Frontal_Sup_2_L,Putamen_R,Temporal_Pole_Sup_R,SupraMarginal_R,Temporal_Pole_Sup_L,Thal_PuM_L,OFCpost_L,Thal_VPL_R,Thal_LGN_L,Cerebellum_7b_L,OFCant_L,Cerebellum_3_R,Thal_VA_R,Cerebellum_6_R,SN_pr_L,Hippocampus_L,Thal_PuM_R,OFCpost_R,Vermis_4_5,Cerebellum_4_5_L,Temporal_Pole_Mid_R,Rectus_R,Red_N_R
SupraMarginal_L,-0.004566833861121137,-0.6005565240076768,-0.08167384457213542,-0.3234612557569593,0.0852535978318896,0.1885703756055985,0.4820709508150804,-0.1955130948790307,-0.06570880689416707,-0.13952392721411097,0.34117428586910326,1.0,-0.34708252194842043,-0.235577174161951,0.05650087402630773,0.7181857342024802,-0.11628417029517107,0.009660843908651615,-0.06970530053272489,0.39292105118562376,0.20806343280194853,0.070643397239293,-0.45404097866245663,0.4656452121688728,-0.4838684050753628,0.1839621631259988,-0.06293457396522996,0.44663183656610483,0.6011370283682299,-0.04433158013191666,0.44907779136064513,0.6856699881422627,-0.03225996611066133,-0.22944781117865704,-0.08165144587600527
Frontal_Sup_2_L,0.09582210762981869,0.4991581606772038,0.5982309588188366,0.730807022059552,0.05848158922323044,0.2936296291337394,0.0538413393469878,0.08041282455930877,-0.3290983206189963,0.3059052197186746,0.24055853179783776,-0.34708252194842043,1.0,0.8158609707896979,0.04097547233205201,-0.07356344445522664,0.4245248074547429,0.5674951256806843,0.46725659500139827,0.27263545606994816,0.434434829460074,0.14629080529624872,0.849184968453254,0.38016053121174237,0.4965072943405564,-0.3783363213847527,0.5266485076273204,0.4411256020126676,0.0008703343946678785,0.337859931059144,0.005199928007751766,-0.1195730064340973,0.09859915606036969,0.603352190628314,0.44114081258304555
Putamen_R,0.1002001244365933,0.41791635248641434,0.5127180702185467,0.5786916577951053,0.09041315572738101,0.4580637823552906,0.21749174616774153,0.06893998599786241,-0.2148712478978724,0.2400686459680351,0.37189704083179925,-0.235577174161951,0.8158609707896979,1.0,0.0682520859751101,-0.06320190176099719,0.2915888271251633,0.5233952758305711,0.3913641236488203,0.44498061556596885,0.5069137007512621,0.1231061578232398,0.7110835830333861,0.30330877582904286,0.568436278544911,-0.2835533851926004,0.5931543525432543,0.4652468918336565,0.1431850592332403,0.2404830543885673,0.09977809682764693,-0.01654639270111281,0.10106535465825726,0.5380541168420887,0.5618206612053257
Temporal_Pole_Sup_R,-0.09188723048153098,0.5361617253852722,-0.3731444419306278,0.03573956894319909,-0.2805185835775493,-0.035504941058792955,0.0017225202590325324,-0.003202498317069959,0.06722068878892386,0.22959746465975225,-0.10895436930112976,0.05650087402630773,0.04097547233205201,0.0682520859751101,1.0,-0.20325631679511882,0.2177810340025262,-0.13681573353411958,0.41414163536894516,0.07758316078720223,-0.07664671623562823,0.06955799214696896,0.16256616581787775,-0.11316222533349173,0.11882538542990093,0.6343504653538414,0.11598317296163714,0.0587207605132102,0.2547209662428976,0.47790015133169056,0.28047619929753065,0.1052478212738938,0.4679973411555787,-0.46714853178264754,-0.01394365705526886
SupraMarginal_R,0.05497626765636,-0.5536203913555169,0.14508504132165373,-0.191590904680824,0.026200459190126205,0.2271751597161073,0.5183122093569247,-0.20724734104915105,-0.222132539368977,-0.017471305896708346,0.5456928482417668,0.7181857342024802,-0.07356344445522664,-0.06320190176099719,-0.20325631679511882,1.0,-0.08862070623607109,0.2888721114972303,-0.03064455599402821,0.4279841304516322,0.37418076158526303,-0.1066345187717241,-0.26765742951474736,0.569117298323861,-0.3336489428823159,-0.10563894632943971,0.04366630336488345,0.5771275566099162,0.47127765569693403,-0.19304510117305523,0.32389685306015426,0.5275839439100575,-0.21892605657964828,0.01798804950621958,0.17159027123231826
Temporal_Pole_Sup_L,0.11263493312828818,0.13688433805182218,0.15507912626174836,0.6176760507318209,-0.11838662580254537,0.04485185603587311,-0.17397294066749097,-0.12554105727520817,-0.15738066018367242,0.20698923285757545,-0.2076843483371506,-0.11628417029517107,0.4245248074547429,0.2915888271251633,0.2177810340025262,-0.08862070623607109,1.0,0.10712863176740253,0.7388251487422886,-0.1184258955968223,0.21384749908484618,0.2572873951921908,0.6385683739413948,0.2891686329849951,0.24816514177717147,-0.1391059465047515,0.4240334850702675,0.447729318400614,-0.11654729799971879,0.48689487689327604,0.2299181462765251,0.14641502659129121,0.15494571991902514,0.13123846071647643,-0.0729850002902899
Thal_PuM_L,0.13749996838794315,-0.0022014969663038952,0.35032930614162666,0.2200130920134125,-0.03795298656782154,0.6234467283164817,0.41660944807820727,-0.016725375672125783,-0.17537341029676037,0.48295669442426803,0.5958288221845953,0.009660843908651615,0.5674951256806843,0.5233952758305711,-0.13681573353411958,0.2888721114972303,0.10712863176740253,1.0,0.1801476565750728,0.5786542089161139,0.47286401223639973,-0.14130620393908203,0.2840228714964193,0.27275194973849937,0.4223621376563711,-0.2872713340301693,0.5185344778746485,0.5351012380818239,0.28297162204195586,-0.08107687561570122,0.07996208202615884,-0.09459172921609982,-0.16002374651199028,0.28811346414895955,0.5925794587655897
OFCpost_L,-0.011881951718847253,0.2796890206928826,0.12247936088246283,0.5579717700429621,-0.3269995758734484,0.014106487128057949,0.0286552940130952,-0.10696029933970927,-0.2317541716587224,0.16031374243890392,0.06587624325539425,-0.06970530053272489,0.46725659500139827,0.3913641236488203,0.41414163536894516,-0.03064455599402821,0.7388251487422886,0.1801476565750728,1.0,-0.0074764271574572945,0.2777543507468718,0.333407574981314,0.6634010062937431,0.3282115556363275,0.22437936730959482,-0.15466242515778156,0.4226585783137081,0.39391453479834365,0.04679268144545539,0.5828442389704779,0.22984059579982866,0.0610340006238852,0.3145177300598951,0.057171198165963666,0.12769170448565714
Thal_VPL_R,0.02641885798034888,-0.12381580220199047,0.12281539143004604,-0.05958430539287671,0.0365554123706889,0.6764107324267776,0.5538805060936732,-0.01601291976420166,0.056347169037406095,0.21810807155827783,0.6462784889651663,0.39292105118562376,0.27263545606994816,0.44498061556596885,0.07758316078720223,0.4279841304516322,-0.1184258955968223,0.5786542089161139,-0.0074764271574572945,1.0,0.454098516960249,0.008979504475616924,-0.03926904414502976,0.39860965256344727,0.12806305229818174,0.11626880271885871,0.36878967591562467,0.5601914972374137,0.7687036285334375,-0.0884866416804568,0.29883032080345184,0.35907367135629364,0.14572847481587597,0.08009043287478432,0.4709454002929935
Thal_LGN_L,0.05557887336712902,-0.13922882940191186,0.3601608676859916,0.1704128593753187,-0.05309130268063117,0.38330819442904085,0.3376453977671235,-0.03558204674122706,-0.19778400967919907,0.18713809784624916,0.48018609423665,0.20806343280194853,0.434434829460074,0.5069137007512621,-0.07664671623562823,0.37418076158526303,0.21384749908484618,0.47286401223639973,0.2777543507468718,0.454098516960249,1.0,0.15475779344373808,0.26122774496991885,0.33804983610726824,0.24891156968995815,-0.22668724815957064,0.44346123436359164,0.6643987211242703,0.29641624299684305,-0.010351877371909117,0.3591535196657122,0.20797483349337761,-0.0412554517903592,0.38212654412214664,0.4767430499415727
Cerebellum_7b_L,0.0029252146586109156,0.013828817016514332,0.15824012945024984,0.17709500058072458,-0.02356342829461864,-0.08694703809336692,-0.08938370110415429,-0.13461474075570598,0.030600665785118896,-0.19523174638284815,-0.06453108403839919,0.070643397239293,0.14629080529624872,0.1231061578232398,0.06955799214696896,-0.1066345187717241,0.2572873951921908,-0.14130620393908203,0.333407574981314,0.008979504475616924,0.15475779344373808,1.0,0.2243385417384741,0.20668027780329745,-0.11963461731596099,-0.006342059581001761,0.09442822195031515,0.10524346138278778,0.10446754292952058,0.4312955750938355,0.043675349339461086,0.19175476235300068,0.40436893782377875,0.1704951160542895,-0.09864976528394605
OFCant_L,0.13161903870364672,0.606586856694878,0.4943993235315849,0.8542069790617587,-0.0176622883427638,0.07353640802201113,-0.14897144333228837,0.062196831214873995,-0.32787522536606056,0.22230566918973127,-0.0417331075557536,-0.45404097866245663,0.849184968453254,0.7110835830333861,0.16256616581787775,-0.26765742951474736,0.6385683739413948,0.2840228714964193,0.6634010062937431,-0.03926904414502976,0.26122774496991885,0.2243385417384741,1.0,0.2907347137279689,0.46069418237961585,-0.4026426305643201,0.4287199378968933,0.27517712344237355,-0.21247642253826166,0.5461699332689387,-0.06330632219305664,-0.17284910825957814,0.15601432317200514,0.5367955475641678,0.24075744237435917
Cerebellum_3_R,-0.0006880510029328555,-0.22006126710272392,0.37375854784983026,0.3689276980613503,0.11159827930928394,0.24452638296077306,0.3830660275685542,-0.1472363658194928,-0.28796001443736463,-0.06296434008070824,0.3526553624559686,0.4656452121688728,0.38016053121174237,0.30330877582904286,-0.11316222533349173,0.569117298323861,0.2891686329849951,0.27275194973849937,0.3282115556363275,0.39860965256344727,0.33804983610726824,0.20668027780329745,0.2907347137279689,1.0,-0.166119389567451,-0.3097814096855341,0.2693057639363004,0.6212482293501072,0.4077239108094818,0.2704745400927116,0.25725645895954563,0.5978529171633831,-0.04161822706253174,0.3341686971827122,0.10255781654172848
Thal_VA_R,0.0014889969409999375,0.4537391136515896,-0.05442676122550333,0.3082865295093387,-0.09110935003982917,0.44944470759210237,0.09747748311240777,0.15059950868111835,-0.1511781833288474,0.6367677209453461,0.11792643953843278,-0.4838684050753628,0.4965072943405564,0.568436278544911,0.11882538542990093,-0.3336489428823159,0.24816514177717147,0.4223621376563711,0.22437936730959482,0.12806305229818174,0.24891156968995815,-0.11963461731596099,0.46069418237961585,-0.166119389567451,1.0,-0.09441882598043565,0.32512692255918646,0.12606269932648714,-0.1962089963489114,-0.04668522651368607,0.1640069524021838,-0.37739435579723773,-0.14168848794581712,0.05366412456373226,0.39564641590049127
Cerebellum_6_R,-0.0019164903112367333,0.16956960844620655,-0.5062942540914442,-0.4718529926559904,-0.07907649997789967,-0.07199882448237255,-0.0538667819793959,-0.0918381796841225,0.37765200409283833,0.06263918166450208,-0.12152823862525856,0.1839621631259988,-0.3783363213847527,-0.2835533851926004,0.6343504653538414,-0.10563894632943971,-0.1391059465047515,-0.2872713340301693,-0.15466242515778156,0.11626880271885871,-0.22668724815957064,-0.006342059581001761,-0.4026426305643201,-0.3097814096855341,-0.09441882598043565,1.0,-0.013565284183378629,-0.09074108757538951,0.3329606780769857,0.007678575015054266,0.22485061557492864,0.23019932001398022,0.3460957945572656,-0.652615575629257,-0.16047069429807148
SN_pr_L,0.08911213488325097,0.09704196917483404,0.29047969818339486,0.3315187057599986,-0.029526625416703593,0.39375103287098756,0.16620723656601075,-0.17155732743425336,-0.1441497366787216,0.14534002807084243,0.3672982188010816,-0.06293457396522996,0.5266485076273204,0.5931543525432543,0.11598317296163714,0.04366630336488345,0.4240334850702675,0.5185344778746485,0.4226585783137081,0.36878967591562467,0.44346123436359164,0.09442822195031515,0.4287199378968933,0.2693057639363004,0.32512692255918646,-0.013565284183378629,1.0,0.5947879907261096,0.28753933621355476,0.24400594961310373,0.11478015515705979,0.08834228329776128,0.23240377973232473,0.20381311888601214,0.4928918284512386
Hippocampus_L,0.1410245765290955,-0.22119625962797837,0.2948689118846181,0.2890397649858189,0.09431593552219471,0.4805742952275599,0.38738952009468014,-0.1599280762064112,-0.21491932326166682,0.1834057212356017,0.4885482099487199,0.44663183656610483,0.4411256020126676,0.4652468918336565,0.0587207605132102,0.5771275566099162,0.447729318400614,0.5351012380818239,0.39391453479834365,0.5601914972374137,0.6643987211242703,0.10524346138278778,0.27517712344237355,0.6212482293501072,0.12606269932648714,-0.09074108757538951,0.5947879907261096,1.0,0.49861162424080663,0.19396018923098837,0.495037222380436,0.5624291458167427,0.038367083862816814,0.2025448015835798,0.37183637991320645
Thal_PuM_R,0.019124075467956216,-0.2573118736142555,-0.08663433733332776,-0.2323201765822715,-0.014238306064332563,0.49315990586067654,0.4700671980931764,-0.12588399558813979,0.1451979895424908,0.03916996022723694,0.49590051840269994,0.6011370283682299,0.0008703343946678785,0.1431850592332403,0.2547209662428976,0.47127765569693403,-0.11654729799971879,0.28297162204195586,0.04679268144545539,0.7687036285334375,0.29641624299684305,0.10446754292952058,-0.21247642253826166,0.4077239108094818,-0.1962089963489114,0.3329606780769857,0.28753933621355476,0.49861162424080663,1.0,0.006844006655339777,0.39078047033327784,0.521992315740645,0.2352488560283803,-0.21935898127746606,0.17011853949505407
OFCpost_R,0.03406714119600743,0.4538090650070662,0.1939266732120128,0.61881472387149,-0.1292025473103676,-0.23437104935548944,-0.2710967377253407,0.015458275161056441,-0.17414929886652228,-0.20466594445953654,-0.09758975383282183,-0.04433158013191666,0.337859931059144,0.2404830543885673,0.47790015133169056,-0.19304510117305523,0.48689487689327604,-0.08107687561570122,0.5828442389704779,-0.0884866416804568,-0.010351877371909117,0.4312955750938355,0.5461699332689387,0.2704745400927116,-0.04668522651368607,0.007678575015054266,0.24400594961310373,0.19396018923098837,0.006844006655339777,1.0,-0.1024677537193947,0.14993427609439453,0.46296080757662056,0.19058710403837686,0.017534405930151282
Vermis_4_5,-0.10795627633506642,-0.20179922150494153,-0.29737533969206753,-0.09765227107032798,-0.11425035508816198,0.2623708145602306,0.4127049879713313,-0.1457967481906035,-0.100181625332567,0.37073556874911706,0.19023744802131687,0.44907779136064513,0.005199928007751766,0.09977809682764693,0.28047619929753065,0.32389685306015426,0.2299181462765251,0.07996208202615884,0.22984059579982866,0.29883032080345184,0.3591535196657122,0.043675349339461086,-0.06330632219305664,0.25725645895954563,0.1640069524021838,0.22485061557492864,0.11478015515705979,0.495037222380436,0.39078047033327784,-0.1024677537193947,1.0,0.44937147125305643,-0.06895757483376351,-0.302240571760612,-0.042037275754994184
Cerebellum_4_5_L,0.07723971233651754,-0.3811832082689874,-0.015945292329840904,-0.055028850056088895,0.26176406749891346,0.14281429390746722,0.2736574100617664,-0.12185479316668543,0.07470616175530917,-0.22455516456240848,0.09304753920628593,0.6856699881422627,-0.1195730064340973,-0.01654639270111281,0.1052478212738938,0.5275839439100575,0.14641502659129121,-0.09459172921609982,0.0610340006238852,0.35907367135629364,0.20797483349337761,0.19175476235300068,-0.17284910825957814,0.5978529171633831,-0.37739435579723773,0.23019932001398022,0.08834228329776128,0.5624291458167427,0.521992315740645,0.14993427609439453,0.44937147125305643,1.0,0.06569036942563337,-0.0884679234423081,-0.1298728495568136
Temporal_Pole_Mid_R,-0.039984682509389254,0.3091023143246427,-0.04682888890639816,0.11054198959757007,-0.15167658512545015,-0.1473839660775156,-0.12794523725504936,0.0012202952164000584,0.14843815517365444,-0.17830047635959206,-0.017648516397207714,-0.03225996611066133,0.09859915606036969,0.10106535465825726,0.4679973411555787,-0.21892605657964828,0.15494571991902514,-0.16002374651199028,0.3145177300598951,0.14572847481587597,-0.0412554517903592,0.40436893782377875,0.15601432317200514,-0.04161822706253174,-0.14168848794581712,0.3460957945572656,0.23240377973232473,0.038367083862816814,0.2352488560283803,0.46296080757662056,-0.06895757483376351,0.06569036942563337,1.0,-0.11725139080283269,-0.009521897360838468
Rectus_R,0.13547101218187635,0.09246010692442008,0.8274019028193226,0.59143917050607,0.18783763718081892,0.04152952242663287,-0.08565470657657898,0.07575283884040464,-0.31686240714683955,-0.15239409534627393,0.15012459536260878,-0.22944781117865704,0.603352190628314,0.5380541168420887,-0.46714853178264754,0.01798804950621958,0.13123846071647643,0.28811346414895955,0.057171198165963666,0.08009043287478432,0.38212654412214664,0.1704951160542895,0.5367955475641678,0.3341686971827122,0.05366412456373226,-0.652615575629257,0.20381311888601214,0.2025448015835798,-0.21935898127746606,0.19058710403837686,-0.302240571760612,-0.0884679234423081,-0.11725139080283269,1.0,0.28881697355068814
Red_N_R,-0.07341055042080509,0.15625171772602614,0.2823569832963849,0.1511398659239973,-0.05083110777506684,0.4311567369626286,0.3153846169713158,0.002455109403581899,-0.144894201653139,0.1781752139076491,0.578961856767821,-0.08165144587600527,0.44114081258304555,0.5618206612053257,-0.01394365705526886,0.17159027123231826,-0.0729850002902899,0.5925794587655897,0.12769170448565714,0.4709454002929935,0.4767430499415727,-0.09864976528394605,0.24075744237435917,0.10255781654172848,0.39564641590049127,-0.16047069429807148,0.4928918284512386,0.37183637991320645,0.17011853949505407,0.017534405930151282,-0.042037275754994184,-0.1298728495568136,-0.009521897360838468,0.28881697355068814,1.0
