,Caudate_R,Frontal_Inf_Tri_R,ACC_sub_L,Temporal_Pole_Sup_R,Rectus_L,Fusiform_R,Frontal_Inf_Tri_L,Frontal_Sup_Medial_R,Cerebellum_Crus2_L,N_Acc_L,OFClat_R,Thal_VL_L,Cerebellum_10_R,Supp_Motor_Area_L,SN_pc_L,Postcentral_R,Thal_PuA_R,LC_L,Putamen_L,SupraMarginal_R,Temporal_Sup_R,Temporal_Pole_Sup_L,Cerebellum_3_R,Parietal_Inf_L,Vermis_4_5,Fusiform_L,ACC_pre_L,Frontal_Med_Orb_R,Thal_VA_L,Amygdala_L,Precuneus_L,Vermis_7,SN_pr_R,Calcarine_R,ParaHippocampal_L,Occipital_Mid_L,Cerebellum_Crus1_L,Cerebellum_6_L,Cerebellum_4_5_L,OFCant_R,Cerebellum_7b_L,Vermis_3,Thal_PuI_R,SupraMarginal_L,OFCmed_L,Thal_IL_R,Hippocampus_R,Thal_IL_L,Angular_L,Heschl_R,ACC_sub_R,Cerebellum_8_R,Precuneus_R,Occipital_Sup_R,Cerebellum_Crus1_R,Cingulate_Post_L,Cerebellum_Crus2_R,ACC_sup_R,Cerebellum_7b_R,Cerebellum_3_L,VTA_R,Cuneus_L,Temporal_Mid_R,Vermis_10,SN_pc_R
OFClat_R,0.16570193733629707,0.5216504298975847,0.7267678017316003,0.5361617253852722,0.08199497070997885,0.41216215636240083,0.27394821174524053,0.48181590927974693,0.25069885827603544,0.3606043150286945,1.0,-0.12764339060597343,-0.12013032861624122,0.07618826989479817,0.10707354138787578,-0.4710846453134325,0.1922930492892331,0.4306489364511098,0.16574092513223387,-0.5536203913555169,0.35290494276646306,0.13688433805182218,-0.22006126710272392,-0.5181275472062646,-0.20179922150494153,-0.38548642864956956,0.7342084813255499,-0.20752377041050746,-0.2561551761007981,0.22151263840152868,-0.4907144412693512,-0.1179174877629065,-0.32427607749051085,-0.413663644184836,-0.15097857853296323,-0.09966143099099864,-0.029156138527972036,-0.1976881809153815,-0.3811832082689874,0.4625517164513654,0.013828817016514332,-0.49460653689709194,0.013967969071174991,-0.6005565240076768,0.24165742459531966,0.5362668246683544,0.2654478472263556,-0.08538500323868589,0.2733652287666089,-0.18202895140840192,0.42716693941881884,-0.23088486939087466,-0.4587432754713192,-0.14620400260287217,-0.07679231506446176,0.08822450639615052,0.03861686562079719,0.36976340551453996,0.3406308900193025,-0.19925929559057048,0.11581851533298405,-0.2279090827224688,0.0824872405993603,0.10236405770497324,-0.25877073881449025
Thal_VL_L,0.48179194309069606,0.3952299330275157,-0.022862477476116028,-0.035504941058792955,0.08736796578371393,0.17805610759867319,0.5996408476526435,0.057520929021409525,-0.15606895930465603,0.11740374712264953,-0.12764339060597343,1.0,0.21842378984115407,0.2896170446321091,0.3553709565686219,0.2886776552905524,0.2933216451929075,-0.04112762381166892,0.45812286935812135,0.2271751597161073,0.14047738328748313,0.04485185603587311,0.24452638296077306,0.1642499522664595,0.2623708145602306,0.29162010294385166,0.08223648980419919,0.40089469308950515,0.735941528140863,0.2184237431607532,0.14327684328998436,0.030718557216737212,0.04315060833418995,0.08027004202606795,0.4293897119372241,0.05874227434336207,0.07279557763079157,-0.19875060037348058,0.14281429390746722,0.04732469690556079,-0.08694703809336692,0.10181024107359754,0.4564543031658937,0.1885703756055985,0.4746702168914302,0.2734132743236096,0.5387230590328463,0.5406589713474717,-0.057218114878356985,0.5280580542064893,-0.13472238159184913,0.2989543181480003,0.3273026374581504,-0.06932178523358141,0.05852894729687688,0.4269358339931474,0.1817069749038472,0.2277829782079141,0.07730774146021338,0.1007358966752703,0.27740112767403,0.10552200262930159,0.0033516439430573905,0.11907663154380815,0.3074104923207725
Cerebellum_10_R,0.2577523231320784,0.10810688539678819,0.03825563991296786,0.025463721716743076,0.18940852366228814,0.1087135310596966,0.06703317617426323,0.3297155797238864,-0.15372648786845797,0.2590534174678725,-0.12013032861624122,0.21842378984115407,1.0,0.16883860910824763,0.3715509200667977,0.38982113674209107,-0.15811496714133225,-0.2836297862543323,0.5159840296249623,0.3690631110433464,-0.1797343300434272,0.3369878026896887,0.48407322454152485,0.27666692256123887,0.20719633524675585,0.4726917831656401,0.032175601581295336,0.14848685696282496,0.27380915537637485,0.1767520474306128,0.2939098793341491,-0.09374162153619284,-0.04538019097291665,0.10435513006227709,0.476664028388406,-0.22715958040314205,0.16460728800422658,0.16605004834499257,0.2604162340069883,0.3170233536698517,0.13799970997676614,0.1259901284230393,0.16029248579613306,0.27264786106144034,-0.02312980934143764,-0.14028398935832634,0.33424187950720025,0.38283706165986897,-0.30126825575398414,0.35093954832627783,0.02458839224317836,0.1877645079886157,0.3341678116247118,-0.07580013618746043,0.024874626683745283,0.23211562358623442,0.04747117000575626,0.33734125469635506,-0.3804956402209233,-0.002645939541579426,0.21185899734092925,0.30915714318307724,-0.23647299099403907,0.11060595553010129,0.28377096067559765
Supp_Motor_Area_L,0.6490159210502928,0.5207813144047971,0.22522613398616625,-0.10971927952932313,0.23366906204715648,0.5071879580486723,0.3001454113150987,0.3935456308336901,0.22588090827928128,0.36070811490992266,0.07618826989479817,0.2896170446321091,0.16883860910824763,1.0,0.49217550400543714,0.41528080218998376,0.20516364801007683,0.1327684685589692,0.38361014783238584,0.26008019120299547,0.24575516485791324,0.03180759802774424,0.3278711532113807,0.09167391211363314,0.08569718369247713,0.3206867816944716,0.24114537863955526,0.1413634738173524,0.2792818568286172,0.5050659091210653,0.08395658693098339,0.2311691293831529,-0.05030632742222733,-0.15931653226759038,0.568995849129471,-0.19994365191957114,0.10965479192203227,0.1281051170747918,0.21120811097740289,0.29394929940928616,0.1811807819956365,-0.11346587746364573,0.5827733701758361,0.15728267913544175,-0.03473842725923063,0.18580767343014268,0.6748427503579882,0.36301450010060743,0.007133644737605126,0.4528755938522841,0.3822572587458747,0.12389354968404942,0.23083144351941245,-0.00401273387886801,0.02357193966184697,0.7018807886946107,0.16019091847328984,0.48304893350086003,0.06985537062093042,0.12851891602439827,0.03032279573525894,-0.031032101191953217,0.09710904920257979,0.38828118479704415,0.14948524303252292
SN_pc_L,0.4721769442567528,0.44956572906030134,0.36510402060303354,0.036701782421726524,0.17544366248649515,0.3293825109276756,0.37150907074008604,0.4290316965496577,0.15763140086992142,0.5409555572738071,0.10707354138787578,0.3553709565686219,0.3715509200667977,0.49217550400543714,1.0,0.23731812274304093,0.025988988378837414,0.04068055511291818,0.6459420593402772,0.14815418089328017,0.01419288594655783,0.3841808296511245,0.39718080049065546,-0.015232756172746874,0.19629860168929253,0.41152444195786636,0.3313403127492838,0.1724661873635797,0.2691867681432314,0.36350647064494307,0.011953071430593766,0.22940135566864717,-0.12243249991961096,-0.11720264455049834,0.5676566702964793,-0.181518214221176,-0.025985507931160903,0.0015761909353390062,0.23715918566768213,0.4520595363874435,0.10065012708336095,-0.02648444740281785,0.48202475153159974,0.05015047138224224,0.144551437866821,0.19996498057033885,0.6292461982839636,0.4610885537582102,-0.09379411527917451,0.4476762307406454,0.2887513899897281,0.2666857904531274,0.19965345090389705,-0.1497407525213199,0.16946823060617713,0.4497878050604404,0.17902479177737382,0.47509154153509936,-0.018350519758251558,0.11542278252694846,0.31097360732234297,0.06490237778962005,-0.17573241893756908,0.30822107976431096,0.2738123150378713
Postcentral_R,0.3578780737623874,0.02983053015068752,-0.3350960265305296,-0.39313336605847904,0.2723343305127235,0.11276988963775465,-0.01612246772458652,0.2671564510598915,-0.08538782262651762,-0.02666441384332395,-0.4710846453134325,0.2886776552905524,0.38982113674209107,0.41528080218998376,0.23731812274304093,1.0,-0.06039787712035954,-0.5349637269638867,0.2301822945310128,0.8695805866533527,-0.23904400177577922,-0.012555318485749862,0.6492031967332477,0.6496370794438926,0.18209557546599947,0.6040387111845632,-0.2491241764772291,0.28301813076767673,0.4908375744736854,0.2841704534871308,0.6448089253745553,0.08720658482144769,0.18776189123853285,0.18918503463320088,0.6236910367203035,-0.36278466881756266,0.1752995632570982,0.06862211451321969,0.379211377447158,0.05473979672320211,0.014430361745768927,0.29352854179550436,0.5017442820815697,0.5208971521881721,-0.008023292367262267,-0.2771432224511273,0.327322643744314,0.33515318486473106,-0.2915806535999237,0.5210497667173242,-0.11981915872508513,0.4114309719172901,0.7329717327367394,-0.06971221427316587,0.08352637129818441,0.49312962635471624,0.30436231217703114,0.2156753644419941,-0.30866395495531157,0.1204855950974909,-0.13681074262859097,0.30762086790097626,-0.18496317344372937,0.08373254060024661,0.340556691419675
Thal_PuA_R,0.2950664148092527,0.1716996775114685,-0.02421492062132268,0.06707709962967999,-0.16769181822029056,0.3284824905926467,0.17505738242589405,-0.10171492203026343,0.04706169892698313,-0.006528793122330487,0.1922930492892331,0.2933216451929075,-0.15811496714133225,0.20516364801007683,0.025988988378837414,-0.06039787712035954,1.0,0.12735773361495392,-0.09769687369649449,-0.08427849198737508,0.4050205828956252,-0.4859600090685084,-0.16976387746199403,0.020871443694253446,-0.05041620882570953,-0.34323556588162835,0.007209129805981665,-0.003509750251278496,0.2493184661854054,0.13956081444510857,0.09008642090846938,-0.010640024304990225,0.2656311328429256,0.007406860683028191,-0.22828403908877218,0.1631736500873875,0.1918368834978368,-0.10064226263998895,-0.2471518072182976,-0.20709643859663762,-0.17097329921691987,-0.24841473079552334,0.222633491509154,-0.10610659314977014,0.11770542561911544,0.4035133252965896,0.22485079094397734,0.04649664121418095,0.2300958116542964,0.11052574581628045,-0.0931574702613446,0.0192880897157642,0.083420917991856,-0.10019871231776784,0.09431457061488527,0.38230026145505697,-0.014778141292735695,0.008262569558730837,0.24155151410628792,-0.19888983112829123,0.12345270017136646,-0.09462855801954634,0.3267998612417165,0.027324084240556663,0.21991062023100738
LC_L,0.07997445279430114,0.34362341573489197,0.3857101867612021,0.13620853552533474,-0.05027556175009503,0.10486748153624541,0.260663876682918,-0.0496122903952417,0.2547036033022965,0.16392580982569244,0.4306489364511098,-0.04112762381166892,-0.2836297862543323,0.1327684685589692,0.04068055511291818,-0.5349637269638867,0.12735773361495392,1.0,-0.006721976068869673,-0.5538396488668378,0.3614827901765685,0.014196170818115578,-0.5465821194319428,-0.48871552945723906,-0.19728135473648292,-0.42602666063447264,0.31317854658339594,-0.06335147716092537,-0.22967649203136586,0.11445769247388443,-0.5583778513602977,0.09784060731348053,-0.2929398022184249,-0.36944933524718404,-0.2689336303837909,0.16173697999652567,-0.12831732832082043,0.08650817607059687,-0.3811514541408045,0.03229523831385249,-0.01768304919735632,-0.4626036743662976,-0.11831522891101566,-0.45222948905353166,0.10646454377244773,0.4620347098277357,0.04496244391402248,-0.18683422815042555,0.22885820464330273,-0.21768889740372552,0.3048733388350665,-0.3903309228785669,-0.6020020052829858,0.06199105621534204,-0.19825213600113117,-0.09184480778341905,-0.21004951519809686,-0.05520355197001219,0.42153323189821523,-0.09852474142719403,0.1063715265188385,-0.479999902824731,0.18903011581605872,0.2738150747248749,-0.3766845029092274
Putamen_L,0.6291324013316362,0.5143124072107377,0.5031043757534415,0.04597969098067097,0.2927756089660041,0.24565302273922884,0.520962881736815,0.5170992832442408,0.10996299655643739,0.7034751543965833,0.16574092513223387,0.45812286935812135,0.5159840296249623,0.38361014783238584,0.6459420593402772,0.2301822945310128,-0.09769687369649449,-0.006721976068869673,1.0,0.03598135470867507,-0.23169561560701815,0.6434562945102089,0.4699653054486117,-0.17802910875758632,0.212229966153317,0.4693858688804414,0.5804027801722906,0.41126646591150257,0.36231169814932623,0.4810896221941512,-0.10966888544600095,0.019268039679612596,-0.33623762758947073,-0.2849481913704032,0.6650280621942634,-0.25325684624414263,0.07091436461879996,-0.09282924717213618,0.11680169243998671,0.6762091530643727,0.20642935904847734,-0.162885837578436,0.4162635262279749,-0.08954264621763341,0.20559288677744234,0.10629850164812558,0.6644747088335251,0.47633330116136424,-0.2117358396720917,0.5684812731188938,0.36065966253157133,0.2214842014202152,0.11417939599876135,-0.009488145789147908,0.09907992336718881,0.4336816456162045,0.3165540086424028,0.5817949077922993,-0.07613183926366276,0.03429418739480047,0.22436670135383202,0.12678562290414735,-0.4475665303113543,0.3407222586645928,0.1690626925319824
SupraMarginal_R,0.0941405355357819,-0.12590892559735473,-0.5199745569079794,-0.20325631679511882,0.16388829028380955,0.14978202687806902,-0.20657899702462346,0.1178667139945141,-0.1686363940580507,-0.22497153562269737,-0.5536203913555169,0.2271751597161073,0.3690631110433464,0.26008019120299547,0.14815418089328017,0.8695805866533527,-0.08427849198737508,-0.5538396488668378,0.03598135470867507,1.0,-0.00704824438902461,-0.08862070623607109,0.569117298323861,0.8057270857892677,0.32389685306015426,0.6084039063161572,-0.47024170567185225,0.04371025114708668,0.490484674123752,-0.06490325012237766,0.8013266061717178,0.026200459190126205,0.3858511593588529,0.536634662712597,0.5223798824540572,-0.222132539368977,0.15170361166525653,0.16954483573787552,0.5275839439100575,-0.191590904680824,-0.1066345187717241,0.5820871820440238,0.3063962719779024,0.7181857342024802,-0.017471305896708346,-0.24673595086258604,0.2251787981379795,0.33226850029452165,-0.21761356040348423,0.34436346107743754,-0.3431061441327905,0.4667976878400463,0.804114514516345,-0.06273158546065685,0.1110118056856858,0.3279314768800849,0.1251457199928288,0.1396139815948035,-0.18318710110980269,0.23980788627957636,0.05445848015897454,0.40820379538723545,0.09008773854826144,-0.14087298827728686,0.4542671359574492
