,Parietal_Inf_L,Temporal_Inf_L,Occipital_Mid_L,OFClat_L,Rectus_R,SN_pc_L,Vermis_4_5,Pallidum_L,OFCant_R,Amygdala_L,ACC_sup_L,Occipital_Inf_R,Thal_VA_L,ACC_pre_L,Thal_MGN_L,Cerebellum_4_5_L,SN_pr_L,Cerebellum_7b_L,Thal_LGN_R,Frontal_Inf_Orb_2_L,Vermis_1_2,Cerebellum_Crus1_R,Olfactory_R,Cuneus_R,Temporal_Pole_Sup_R,Frontal_Med_Orb_R,Vermis_9,Rolandic_Oper_L,Parietal_Sup_R,Vermis_3,Postcentral_L,Vermis_6,Thal_VL_R,Temporal_Sup_L,Caudate_R,Vermis_10,Thal_MDm_L,Calcarine_L,OFCmed_L,Red_N_L,Thal_AV_L,OFCpost_L,Frontal_Inf_Orb_2_R,VTA_L,Thal_MDl_R,Temporal_Inf_R,Thal_AV_R,Precuneus_R,Putamen_R,Cerebellum_4_5_R,Cerebellum_8_R,Thal_PuM_L,Thal_PuA_L,Heschl_R,Temporal_Mid_R,Angular_R,Thal_VPL_L,Cerebellum_8_L,Paracentral_Lobule_L,Rolandic_Oper_R,Frontal_Mid_2_R,Cerebellum_3_L,Cerebellum_Crus2_L,ACC_sub_R,Temporal_Sup_R,SN_pr_R,Cuneus_L,Frontal_Inf_Oper_L,Parietal_Sup_L,Precentral_R,Thal_VL_L,Thal_IL_R,Occipital_Inf_L,Cerebellum_10_R,OFCpost_R,Thal_MDm_R,ParaHippocampal_L,Red_N_R,SN_pc_R,Frontal_Inf_Oper_R,Thal_MDl_L,Cingulate_Mid_L,Thal_IL_L,Insula_L,Hippocampus_L,Caudate_L,ParaHippocampal_R,ACC_pre_R,Occipital_Sup_R,Cerebellum_10_L,Cerebellum_3_R,Olfactory_L,Thal_PuA_R,Postcentral_R,Temporal_Mid_L,Cingulate_Post_R,Fusiform_R,OFClat_R,Cerebellum_7b_R,Frontal_Sup_2_L,Parietal_Inf_R,VTA_R,Calcarine_R,Thal_LP_R,Thal_MGN_R
Parietal_Inf_L,1.0,0.20600329687777608,-0.11938555003699004,-0.3289058576307117,-0.2059779980048562,-0.015232756172746874,0.2488612111364635,0.15255532496196333,-0.3613482785789905,-0.28104451899148974,-0.2739400505559866,-0.010269682319182434,0.4465881530912056,-0.6007646384889005,0.29355578093687207,0.4650038619265623,-0.08558051319527503,-0.0875841611104855,0.48194640782787235,-0.1223166241412353,0.5080898724030264,0.10287067002776316,-0.052381641346579084,-0.18816355777271404,-0.0905005573232287,-0.08456853469778976,0.06036496723281566,0.13088217510078015,0.33518391373839146,0.6009384903785517,0.8845651232369686,-0.0332065916694742,0.459642022631149,0.15738698699295858,-0.07026012683101202,-0.23729587676660183,0.40975995290951794,0.604043044490284,-0.07373405287547628,-0.03265576839765714,0.10597804244513867,-0.14709156641856225,-0.14587075306597702,0.15156389846134757,0.1339621328080996,0.003981821865099003,-0.1741483216641694,0.7841004035395976,-0.25028541055149045,0.611396784853781,0.3693254853358383,0.15900802852018509,0.4738694358426714,0.12347052370057691,0.19952943820485022,0.5754667077782525,-0.07865362052643077,0.40579494824997686,0.655746188654542,0.22940242717141698,-0.31544357592468364,0.21158489870804473,-0.21251825234318222,-0.5071631285099819,0.04039115474508965,0.5160326026069252,0.35950697320221375,0.07803659556960084,0.2038700014867755,0.3455850215198093,0.1642499522664595,-0.20019222742498838,-0.1608158199435084,0.27666692256123887,-0.16013783596568623,-0.22348326843892474,0.21449077017780593,0.053019790586728566,0.4714625863582579,0.15209380730705496,0.1453558236695611,0.4743542236472775,0.3076749720427753,-0.061237532172396185,0.3349114760635166,-0.14060165099390967,-0.023178491006222657,-0.5502574650046811,-0.007839098378934917,0.21560002065239728,0.4239126324114689,-0.020914026330788142,0.020871443694253446,0.6496370794438926,0.17475847672068506,0.039866878763059305,0.17371891901928557,-0.5181275472062646,-0.16792373344280562,-0.3476895529504866,0.8177809284096157,0.09472938763871558,0.6438748633642284,0.3090126598246362,0.14478611226589372
Temporal_Inf_L,0.20600329687777608,1.0,-0.24621994684558998,0.5101559063776897,0.19093162094571184,0.3563840116158344,0.3526831308425859,0.2939877118679395,0.3239744090458992,0.036776390944548654,0.3531627739164855,0.3231789635283634,0.1789295202827045,-0.013931459652350668,0.1691286608633138,0.5350116786696594,0.3180546362816646,0.18882553449221748,0.032529280892339474,0.5769767394600092,0.347016331367173,0.05989868167416299,0.23568574553453558,-0.1988630071940958,-0.08934653571405123,0.1470200101038678,-0.12297969052211946,0.31228550290454016,0.16250765279876656,0.3820040936133719,0.18199947723275392,0.08508049920140241,0.14800951898105885,0.8182135836964827,0.08152291930093114,0.08426869884940574,0.4834882730145389,0.34960827595219374,-0.08872175617726026,0.18856537619304015,0.3556495760544919,0.4498608705066589,0.1021293410635127,0.4453148719585132,0.08435345095201703,-0.4503245167727748,0.09354421139042328,0.31456614447928327,0.14508366751848803,0.39604403290411083,0.17111705414557074,0.138789075685631,0.18153005619604168,0.249828850965572,-0.3758899625447314,0.07513817970665826,0.1428919071139181,0.6196327743666203,0.176745039342603,-0.058937539078485375,0.03505417096847513,0.35277668069451573,-0.03826620903219883,0.019583347163968583,-0.4088816717743455,-0.15616662925595926,0.37461514811793967,0.39302175908201614,0.006815506532890791,0.3652595986793788,0.08605271488887073,-0.3543800836540357,-0.023578271244972023,0.46351773894968346,0.2763209805553213,0.015198061967561197,0.688706126945476,-0.01461398458865131,0.1277927435117047,-0.03976738469507381,0.28977167602639,0.1923247271191786,0.43782199439953884,0.5960110890063987,0.6899920665467153,0.09484186503266381,-0.09100012507082349,0.12457071467835366,0.16607062227646294,-0.02731871906620072,0.578879190648148,0.27704933243274454,-0.5188795560601381,0.43246255576082776,0.38035378813266857,0.13995085608236704,-0.05122933812562055,-0.39326650807831653,-0.31312347832371135,0.19267134344310358,0.3695062573979873,0.04645229837131607,0.1053101483397857,0.10145157587711987,0.08217227049070723
Occipital_Mid_L,-0.11938555003699004,-0.24621994684558998,1.0,-0.2459531025288196,-0.31686240714683955,-0.181518214221176,-0.100181625332567,-0.22430281964386264,-0.35308812646958115,-0.3343668548515204,-0.2228865703992409,0.0589971932612533,-0.05773012036475787,-0.15246157352688713,-0.18811233519074394,0.07470616175530917,-0.1441497366787216,0.030600665785118896,-0.1481979646393907,-0.2893998318914508,0.1702665248437395,0.11902369553442499,-0.30755981331453797,0.0012780458787707508,0.06722068878892386,-0.21248489720080904,0.17481929300618468,-0.22260629969884432,-0.14683826829125698,0.11888438479873059,-0.24559400345265747,0.11667172383750149,-0.015424349201715419,-0.15052339262008121,-0.24385019303166697,-0.07185046496484761,-0.1631813912064334,0.1447565220827752,-0.08243185479605371,-0.16008548752545543,0.1131867988043798,-0.2317541716587224,-0.354357204976928,-0.08181956519778733,0.06432746479876651,0.2152717974253152,0.19972998172504083,-0.1482804687288672,-0.2148712478978724,0.03327068117497786,-0.011610984641082114,-0.17537341029676037,-0.00022663669063499676,-0.19167397860872942,0.27613391902627926,0.06074934406170296,-0.019161996598469906,-0.12952180618328046,-0.2906640625640138,-0.12188474281427988,-0.19019201671705374,0.12879857586708424,-0.09860712015271735,-0.18714575594733715,0.19914764519941086,0.1934401074652492,0.01082886701476265,-0.23328154397805642,0.2931722885530456,-0.30077930061192326,0.05874227434336207,0.13509720369740136,0.08223142115005296,-0.22715958040314205,-0.17414929886652228,-0.003483221201311294,-0.30495086348973227,-0.144894201653139,0.05190203772907993,-0.09161673635672558,-0.19087951370672065,-0.06399014387731553,-0.10728697733014307,-0.21926835671147749,-0.21491932326166682,-0.15609619866188817,-0.11875965886840227,-0.29799034999216983,-0.012603419811894067,-0.22404098606642187,-0.28796001443736463,-0.4352367571299896,0.1631736500873875,-0.36278466881756266,-0.09032935354208867,-0.12882243610228947,-0.0805032522584656,-0.09966143099099864,0.15241079155899645,-0.3290983206189963,-0.2584544792182619,0.17717143278566988,0.1144916519742715,-0.040433962043817294,-0.17032800385352861
OFClat_L,-0.3289058576307117,0.5101559063776897,-0.2459531025288196,1.0,0.48642308743518053,0.46714767170494714,-0.08038655757399146,0.31699273722363275,0.8293745227609585,0.4038604266681872,0.682786453056444,0.32412579853954177,-0.05089024195022375,0.617691706585965,0.05787761468209643,0.07511100749299596,0.3739944625544672,0.27811391057495594,-0.17511934667608095,0.7860456496715932,-0.21331336547726307,0.1362918361013385,0.4309964903259085,0.017153544346094396,-0.01393433850793665,0.23986748038643912,-0.2537547735837071,0.3129064287523462,-0.009414836511142962,-0.1956390085256927,-0.27352752988612294,0.17177340550538034,-0.1879779916167439,0.5296891760227477,0.27643963085266443,0.2925406467876563,0.3028809689965063,-0.26774591403396114,0.03941981999561833,0.26802837898069504,0.17272377440928066,0.5693751387947115,0.4407548308950413,0.45077438154749855,0.001719549243379195,-0.44765215676719655,0.09292685323416723,-0.13552777750994152,0.4870460813570765,-0.029553319580212272,0.14157908635869484,0.12463949206404369,-0.014308555900009713,0.1859084161640864,-0.6084561333429449,-0.3277918596331981,0.2683355699292521,0.3590390235562334,-0.1113502153829433,-0.05311130736343583,0.3922135748689132,0.0897582659619837,0.10941967409304668,0.5339052143471215,-0.4977279200980007,-0.5170159824095432,0.05561245360585312,0.4551902175306635,-0.12747862346042516,0.14279738776337025,0.056277403934750045,-0.06293919304817024,0.0964615359045538,0.3093729221671411,0.5483673920022745,0.2138019662415316,0.48254256104520343,0.036057072029245345,-0.12697989052836056,-0.05700668511218464,0.3736470617793625,-0.09133142108836151,0.18474065000463494,0.6806007289877973,0.3377388722821918,0.2886151519185727,0.07514952457274594,0.6770595498898261,0.0540938428718097,0.046705158012471375,0.4243050015924745,0.4813887727162359,-0.36506605596335406,0.0749816823177088,0.09699179334340831,0.15353372854065214,0.00512633008435277,0.2567943175221583,-0.07332826580420669,0.6118463400508792,-0.07153171199700575,-0.018349933703141853,-0.5102202170714258,-0.03025496281668041,0.09502395793900507
Rectus_R,-0.2059779980048562,0.19093162094571184,-0.31686240714683955,0.48642308743518053,1.0,0.3433337466334808,-0.302240571760612,0.479876096236094,0.59143917050607,0.8135060941706921,0.29000506624743916,0.19259801842950305,-0.011613636757259472,0.40585554687799863,0.3506469864276423,-0.0884679234423081,0.20381311888601214,0.1704951160542895,0.15012459536260878,0.3253716969100804,-0.4910651026868696,0.057885899485622144,0.8274019028193226,0.07575283884040464,-0.46714853178264754,0.3197881068646698,-0.2901201518895103,0.371284509754038,0.02054305990647374,-0.4671726715324691,0.010925917285429394,0.13547101218187635,-0.028306899787743624,0.07710136567629318,0.600963179836785,0.44038626935484465,0.18865205442925703,-0.519512172546565,-0.15239409534627393,0.16401199651001805,-0.23858146920224818,0.057171198165963666,0.4655753174637136,0.3729363773054218,-0.07324418757816627,-0.3193622929866576,-0.32289178393783347,-0.08295655865966949,0.5380541168420887,-0.19145953293042473,0.14705033383376573,0.28811346414895955,-0.04692658542816617,0.40806382902929844,-0.4695127066184214,-0.40497090570245714,0.12728434033397323,0.23126922720166465,0.2806424749490281,0.01894114578726345,0.5633886463330124,-0.15933648693999583,0.21244317841728272,0.7475890607977972,-0.3411225831020278,-0.3439961666438274,-0.21870879760242018,0.197991448035203,-0.09580317863711861,0.5020098205630116,0.04152952242663287,-0.13615738140770187,-0.09377731928132696,0.1569014023556347,0.19058710403837686,-0.10371913281970632,0.43277592283428806,0.28881697355068814,-0.10730420421352516,-0.2111164017318147,0.5054936754026457,0.3197161286694018,-0.04028977291666082,0.3832919055316477,0.2025448015835798,0.5294648905584919,0.2642463441847694,0.44256458428145207,-0.06520779523969251,0.5337615080856786,0.3341686971827122,0.8510800407310383,-0.039557667501909616,0.3148625740129063,0.3025442858391392,0.29818115089989733,0.09419523121041817,0.09246010692442008,-0.061222551035204985,0.603352190628314,0.012492640872432001,-0.33728434223016324,-0.6123698558649816,0.11674180755802382,0.3819755381655012
SN_pc_L,-0.015232756172746874,0.3563840116158344,-0.181518214221176,0.46714767170494714,0.3433337466334808,1.0,0.19629860168929253,0.5469016938175416,0.4520595363874435,0.36350647064494307,0.4207791115105773,0.16689481358698013,0.2691867681432314,0.3313403127492838,0.25484109035666797,0.23715918566768213,0.607026746535726,0.10065012708336095,0.239113170739651,0.5182050182539616,-0.07948594454210045,0.16946823060617713,0.3580650406677857,-0.18923049633336714,0.036701782421726524,0.1724661873635797,0.04985890967297396,0.5493041546365597,0.03112949752628522,-0.02648444740281785,0.09627233659369473,0.012056594883770467,0.2752323632742638,0.43085676545317086,0.4721769442567528,0.30822107976431096,0.4565461518058806,-0.008908530802116014,0.144551437866821,0.5357976197917796,0.0997044356891996,0.29899490612508206,0.4949004606157378,0.5359911819550128,0.17026528998094595,-0.20581222644796973,0.0471757213040496,0.19965345090389705,0.5927117114019158,0.18927621615601264,0.2666857904531274,0.4187194532290425,0.2713398301117126,0.4476762307406454,-0.17573241893756908,-0.13428616287078832,0.4459728845820017,0.30634089042911344,0.18127217471538423,0.36014304577411205,0.5077156746398872,0.11542278252694846,0.15763140086992142,0.2887513899897281,0.01419288594655783,-0.12243249991961096,0.06490237778962005,0.5051923581611198,-0.05203150517753088,0.43528696861701355,0.3553709565686219,0.19996498057033885,-0.08344998284731237,0.3715509200667977,0.23110562276340413,0.3125384034963434,0.5676566702964793,0.37892897011882465,0.2738123150378713,0.27366267653532383,0.5398561300450387,0.36891141581003006,0.4610885537582102,0.6453328312460599,0.5669950119561824,0.5187204279385456,0.4562345550712202,0.35862168824605517,-0.1497407525213199,0.17077081732669638,0.39718080049065546,0.43892944925246763,0.025988988378837414,0.23731812274304093,0.32531176173120974,0.5511585621834177,0.3293825109276756,0.10707354138787578,-0.018350519758251558,0.5766577168362433,0.06423710780785392,0.31097360732234297,-0.11720264455049834,0.22406588650711137,0.17561399768415395
Vermis_4_5,0.2488612111364635,0.3526831308425859,-0.100181625332567,-0.08038655757399146,-0.302240571760612,0.19629860168929253,1.0,0.10870774802882717,-0.09765227107032798,-0.14695723481111317,0.15077726277840234,-0.03992904627923189,0.2600866002553894,-0.09834157760777838,0.15227172759748492,0.44937147125305643,0.11478015515705979,0.043675349339461086,0.19023744802131687,0.1294825324855363,0.4125172609101514,-0.08756487001700836,-0.29737533969206753,-0.1457967481906035,0.28047619929753065,0.1702134698706482,0.13718269635049057,0.19561457132681664,0.2810466614997357,0.5272912725466669,0.27208972769066003,-0.10795627633506642,0.43464229113752595,0.5165864237516894,0.03683477631560786,-0.20636616781656789,0.27486768730767464,0.5491747237357826,0.37073556874911706,0.14482476156018664,0.33091361811515335,0.22984059579982866,0.012363472461435411,-0.005678923246318839,-0.08245168061378243,0.013508006520296312,0.2732093430098968,0.4385447930336816,0.09977809682764693,0.26500796490099476,0.03100823816621251,0.07996208202615884,0.05969608949325355,0.07108812864237327,0.28238697685189834,0.3684739798087942,0.2868870298189663,0.11570666441480183,0.18394843944969183,0.28170400628555237,-0.056584242212746536,0.27199806190223313,-0.11814575424570964,-0.3947404335007378,0.28870060965828975,-0.07019798416920935,0.2570002430801054,0.32784049055435205,-0.03529662548687807,0.16398700746006686,0.2623708145602306,0.05883674069554444,-0.049138031079455656,0.20719633524675585,-0.1024677537193947,0.22970733986253278,0.44388039841667803,-0.042037275754994184,0.21261481591838363,0.4267366836024222,0.03596518868868575,0.1833251853371283,0.39864284539146444,0.25804054834614715,0.495037222380436,0.02443327402637779,0.15634237280535299,-0.02231698336129717,0.1119206505950025,-0.2810353317789127,0.25725645895954563,-0.09099870318520353,-0.05041620882570953,0.18209557546599947,0.23241311897380804,0.2514763591524613,0.1798108007285748,-0.20179922150494153,-0.050239085675582724,0.005199928007751766,0.2675527790000397,0.4661719583317858,0.5419184354390935,0.15703314873458982,0.011300010929237504
Pallidum_L,0.15255532496196333,0.2939877118679395,-0.22430281964386264,0.31699273722363275,0.479876096236094,0.5469016938175416,0.10870774802882717,1.0,0.32910359938332506,0.49224070874574993,0.2720611278469515,0.24795911445636426,0.49162974143682875,0.261067216938865,0.5153308533449412,0.26794774414744377,0.5526429992266471,0.18900844845496861,0.48778710999233144,0.4596993060289698,-0.1728281035893865,0.2024541018204551,0.5792142436221972,-0.06419827715850311,-0.15124862839571962,0.3794548911907694,-0.00471165039145455,0.7002265347072657,0.24976608601668648,-0.09439933893982119,0.30702930528576744,0.03880064966798794,0.4969949659479579,0.24830344136512872,0.7441127939277846,0.2962246969843492,0.6516708518580062,-0.031235543646611238,-0.14832661433904207,0.43111460106410643,0.20796212629828564,0.21440255963984606,0.6168918021647468,0.4601963687022145,0.08177444628146525,-0.22083294495054645,0.056173471921694786,0.3685071192126626,0.7066380799506198,0.3412830638018753,0.4199322513314112,0.43050952604414455,0.35251950018344447,0.5805230414010658,-0.22268356974899392,-0.14109916408578072,0.45175656472343867,0.3703625522465619,0.4237538442489638,0.3728020126720673,0.4387173411993018,0.06801394724877612,0.016859463752235886,0.3232084469390014,-0.07135537884808135,0.09158733657730593,0.14363651520031512,0.34007852432072055,-0.03229950709823273,0.4887229637615329,0.4229908173021001,0.030509202467469552,-0.1616816814898142,0.421652037884779,0.1625809279704281,0.2691336477765004,0.49902478091577124,0.4639696316858207,0.5170864885221564,0.17413059747695753,0.7375388462229983,0.5315115356513882,0.40361175162210283,0.6481518980253103,0.550491659394997,0.7636307660583446,0.4847764339330833,0.16653651545246403,-0.06099756184879487,0.45326803544833993,0.537059335349411,0.6055019338333515,0.17273390619125165,0.43101906131691375,0.3937146156083999,0.4446552025072216,0.47093611309788447,-0.0423521333158567,-0.05401012872418968,0.5365760218423438,0.28900838964195597,0.16355391754420498,-0.1337456763043076,0.17239206335181623,0.4167580289857709
OFCant_R,-0.3613482785789905,0.3239744090458992,-0.35308812646958115,0.8293745227609585,0.59143917050607,0.4520595363874435,-0.09765227107032798,0.32910359938332506,1.0,0.5497538787585728,0.6874787354573751,0.2664894462392173,-0.08904172504482603,0.685165503137485,0.18342800847576265,-0.055028850056088895,0.3315187057599986,0.17709500058072458,-0.05103883826707142,0.7336231523636247,-0.3703646018871496,0.03364497733115296,0.5085961717591708,0.05406500692260692,0.03573956894319909,0.16211193059020682,-0.2791845737958527,0.37463948742753733,0.020173643996737208,-0.34267568150040745,-0.24684936149493203,0.1073450962100634,-0.1761018499378415,0.3091675054798187,0.374564659157829,0.3378495512958223,0.22041533897513582,-0.4111085067857856,0.11021017373066996,0.31105207680675967,-0.02592440861083348,0.5579717700429621,0.5868140393620264,0.3613034017986976,0.040885304888408545,-0.38587395817933956,-0.02089600216567125,-0.18476166680437234,0.5786916577951053,-0.11786840762806805,0.11761223524616186,0.2200130920134125,-0.058340033564048155,0.22409856292332261,-0.5325554407668048,-0.4376029539266501,0.30739382130143866,0.2405636072681362,-0.04139896757806516,0.09800559842304721,0.5824405840448823,-0.05130898433542953,0.2069341302140762,0.6320978466631568,-0.34503062843732585,-0.5275494822537335,-0.033181830819292074,0.4742111285994355,-0.13086324305694438,0.21539143886385886,0.04732469690556079,0.10662244101987087,0.09127646661687193,0.3170233536698517,0.61881472387149,0.24227922347507322,0.4582325399932405,0.1511398659239973,-0.12216415168743205,0.038341557126591874,0.42373906329730765,-0.051786873234816656,0.20501242566966593,0.6185571934347813,0.2890397649858189,0.3728532389168325,0.2388374399523563,0.7949089413094563,-0.08220133034689389,0.22335294777904616,0.3689276980613503,0.596919653828791,-0.20709643859663762,0.05473979672320211,0.1403719449115717,0.23697569301441337,0.14541840213072824,0.4625517164513654,-0.08364921957769221,0.730807022059552,-0.14505183505359784,-0.04100063453399116,-0.5786124725606158,-0.04054306490858918,0.24024027150563118
Amygdala_L,-0.28104451899148974,0.036776390944548654,-0.3343668548515204,0.4038604266681872,0.8135060941706921,0.36350647064494307,-0.14695723481111317,0.49224070874574993,0.5497538787585728,1.0,0.21758635651529945,0.16730744879410442,0.09030930743354543,0.49601220232801635,0.47808862911331623,-0.29620828295531676,0.19206501428945258,-0.03207407785088874,0.19932979046975044,0.313341828427236,-0.719759293346225,-0.05366640725342185,0.6502426584816533,0.15099099580678138,-0.4460782054295368,0.5177898822890825,-0.3249840895910374,0.42634137452576343,-0.0013816941769313783,-0.6381959054812378,-0.017715165161703624,0.04637753435696963,0.038602090107979346,-0.07825196917377834,0.7097971365715928,0.4571078936478805,0.1483530337790045,-0.6848888703539169,0.12656511813199095,0.23899615890723266,-0.4038218176221524,0.04542924571813507,0.5952598334272476,0.27070830373192784,-0.051257178255514735,-0.4166811257531107,-0.33251699196854695,-0.13245949449483638,0.6574274096889664,-0.390965395216125,0.008366459602422613,0.4331998773192401,-0.07547181519296002,0.4731121637077083,-0.4598983450717904,-0.5253963456752404,0.30005354210527174,0.010696893827348026,0.34019428212494585,0.13144807456356258,0.6941131245785606,-0.3709393764212756,0.22118882630416653,0.6265623124014416,-0.2568293946683603,-0.41357285998513826,-0.29168484121374816,0.30996376146440835,-0.19297361825242038,0.5120707573584793,0.2184237431607532,0.08519751823977804,-0.15884861785765844,0.1767520474306128,-0.016936804140672706,-0.04886618128268809,0.38472248167686574,0.3801443534679869,-0.1008332579144194,-0.013440086538463677,0.5333706611663899,0.32834819365209356,0.00394587113616905,0.31972619217608267,0.15337989282141526,0.6259645127658484,0.2934183573877119,0.5390323043014971,-0.1427361040854241,0.6053945369642131,0.20826574167180295,0.8421478324846181,0.13956081444510857,0.2841704534871308,0.12693307598086553,0.4122019657732889,0.08373863507993211,0.22151263840152868,-0.05685856617372407,0.6857680330504874,-0.06124405778708503,-0.2754852064414228,-0.7037070489877028,0.09969008003922014,0.39789175969058177
