,ACC_sub_R,Frontal_Mid_2_R,Supp_Motor_Area_L,Frontal_Med_Orb_L,Cerebellum_3_L,Occipital_Sup_R,Cerebellum_8_R,Precentral_R,Occipital_Mid_R,Thal_PuM_L,SN_pr_L,Cerebellum_9_R,LC_L,Angular_R,Precuneus_R,Olfactory_L,Thal_PuA_R,Temporal_Pole_Mid_L,VTA_R,Cerebellum_7b_L,ParaHippocampal_L,Occipital_Inf_L,Cerebellum_4_5_R,Precentral_L,N_Acc_R,Putamen_L,Precuneus_L,Temporal_Inf_L,Rectus_R,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_R,Cerebellum_6_L,ACC_pre_L,Thal_PuL_R,Frontal_Inf_Tri_R,Thal_VPL_L,Cerebellum_10_L,OFCpost_L,Cingulate_Post_R,ACC_sub_L,Thal_VL_R,ACC_sup_R,Cerebellum_Crus1_R,Occipital_Sup_L,Temporal_Pole_Sup_R,Thal_VL_L,Amygdala_L,Vermis_10,Frontal_Med_Orb_R,Fusiform_R,Cingulate_Mid_L,Temporal_Sup_L,Vermis_9,Postcentral_R,Amygdala_R,Rolandic_Oper_L,Cerebellum_6_R,Caudate_L,Thal_VPL_R,Cerebellum_4_5_L,OFCpost_R,Thal_MDl_R,OFClat_L,SN_pc_L,Thal_PuI_R,Temporal_Mid_R,Red_N_R,Olfactory_R,Putamen_R,Frontal_Inf_Oper_R,Frontal_Inf_Oper_L,Thal_MDm_L,Thal_VA_R,Parietal_Sup_R,Pallidum_L,Cerebellum_3_R,Cuneus_R,Hippocampus_L,Parietal_Sup_L,Cingulate_Post_L,OFClat_R,Cerebellum_Crus2_L,Thal_MGN_R,Supp_Motor_Area_R,Temporal_Inf_R,N_Acc_L,Frontal_Inf_Orb_2_L,Thal_MGN_L,Frontal_Inf_Tri_L,Temporal_Mid_L
ACC_sub_R,1.0,0.5399033279689677,0.3822572587458747,0.0169935246426264,-0.059170599624611304,-0.10013706328941253,0.017536366993496394,0.13269032648976015,0.2580118419932928,-0.01885905255589138,0.12860632370724678,0.19368367288510885,0.3048733388350665,-0.5627470426965325,-0.3866447545528952,0.6303394819683723,-0.0931574702613446,-0.1035817959580287,-0.22124781393315857,0.1746369393142231,0.14698791623256488,-0.00031079774887137835,-0.35192283137348956,-0.19429767123458153,0.38675973833604993,0.36065966253157133,-0.44923032911499766,0.019583347163968583,0.7475890607977972,0.3879533281485358,0.3841841574554188,0.0024011511900573976,0.5823801892276255,-0.1161940173923991,0.31764399714013336,0.05436753519055522,0.28921519666071055,0.06594787695174419,0.024127780949249594,0.6923610972181852,-0.3038493040914793,0.30241781385954514,0.08770397495546949,0.17534681980296873,-0.16889785776336497,-0.13472238159184913,0.6265623124014416,0.4096314105885131,0.16239198213145956,0.2169239166492363,-0.004225043468557323,-0.08506107012277789,-0.2066099076383162,-0.11981915872508513,0.46706004590193734,0.12426710917622183,-0.36831362546307994,0.44528827306599916,-0.12387574393501843,-0.10868645442895387,0.36294178874556365,-0.09892371985533684,0.5339052143471215,0.2887513899897281,0.18179033651053725,-0.3901998768174413,0.13038392193258452,0.6509608585055231,0.5163305795891312,-0.2332211239912185,0.026806143627414052,-0.05776975292568389,0.11027545938748998,-0.1978964400365259,0.3232084469390014,0.09189206806406953,0.11884890498725478,-0.045119063374469734,-0.21954657390863777,0.17601673138029847,0.42716693941881884,0.3426721121095456,0.12750357536926699,0.15993266893049016,-0.11970882836413,0.692184254163371,0.2484533393005683,0.04786473860344194,0.13404829041598287,0.10304063361555495
Frontal_Mid_2_R,0.5399033279689677,1.0,0.6729347103137725,0.40044201114545264,-0.14370086058061562,-0.09682030297659823,0.022409470636990638,0.5294117047380719,0.16475722850257232,0.5902189060641848,0.40879507190637826,0.4245623213146275,0.288416296339602,-0.4887924657846036,-0.17339098165161929,0.6057693846286789,0.21052488369418904,0.26295007579120117,0.050287550278245254,-0.02623761109780337,0.44168234043086607,-0.10956108736036034,-0.22201848247878708,0.3014965446621339,0.5445563081160817,0.552117039521187,-0.3342630608191374,0.03505417096847513,0.5633886463330124,0.7103253657647665,0.5736724952577663,-0.020117965005679823,0.6398557740748567,0.32717651217154947,0.7875105479188035,0.5067193270824553,0.3024160466563252,0.15790685976560062,0.6171816713281737,0.5820807909719308,0.23866830355633353,0.4717497121859916,-0.09743773776684629,0.2842946466520096,-0.027750238635880418,0.38567535110669227,0.6941131245785606,0.434724723526675,0.2560230856302776,0.35417158536351473,0.4083532483257956,0.025552935303463968,-0.02694457647320117,0.11770426935755966,0.7301446054223519,0.6041907288759372,-0.2895562628077556,0.6714375624890792,0.3654757463938279,-0.1584094306904071,0.1692943910961428,0.1852830626493652,0.3922135748689132,0.5077156746398872,0.4800464016203723,-0.13801254859148793,0.5343077283894371,0.5296753971908791,0.749534591644775,0.4296796851581681,0.5501932999122977,0.21143231460397288,0.5448899844760051,-0.0162948680918339,0.4387173411993018,0.1397944042929497,0.1481219661165213,0.355330975982759,-0.17007461077347644,0.5586390379419964,0.449498082585573,0.35056428102845094,0.30150629126858874,0.5101690831554054,-0.12446257941081026,0.49385966612457965,0.45184223754109354,0.2744091093960924,0.6755014139668707,0.17593737654604893
Supp_Motor_Area_L,0.3822572587458747,0.6729347103137725,1.0,-0.057979758646580025,0.12851891602439827,-0.00401273387886801,0.12389354968404942,0.763051113059463,0.07384941329439093,0.4561247352233552,0.3722030295207308,0.28303736771342536,0.1327684685589692,-0.13398724514796795,0.23083144351941245,0.5409029592834209,0.20516364801007683,0.21720216557015212,0.03032279573525894,0.1811807819956365,0.568995849129471,-0.17909474728040034,0.10052975722797698,0.5819721043919338,0.5176998982208102,0.38361014783238584,0.08395658693098339,0.22971230222958836,0.5855045552463531,0.46419744653204514,0.3935456308336901,0.1281051170747918,0.24114537863955526,0.06841548368759126,0.5207813144047971,0.3118946739885782,0.25581566586802684,-0.0007886110813364613,0.5635926238710705,0.22522613398616625,0.48534748363505054,0.48304893350086003,0.02357193966184697,0.14311376053282843,-0.10971927952932313,0.2896170446321091,0.5050659091210653,0.38828118479704415,0.1413634738173524,0.5071879580486723,0.6502371618831504,0.22122700420660393,0.027515086791077528,0.41528080218998376,0.4295937830163079,0.5490472181696805,-0.17195280633775883,0.6033383466854731,0.529144714534783,0.21120811097740289,0.14820051326560196,0.10677926863074214,0.19269727399006306,0.49217550400543714,0.5827733701758361,0.09710904920257979,0.45023059979611757,0.5965941813465611,0.5577893007948765,0.3055063812121997,0.3542262576356776,0.422683796343657,0.11483446091281402,0.14447563594013732,0.5774091667365858,0.3278711532113807,0.06319148779657315,0.5622943506786227,-0.11833527141686706,0.7018807886946107,0.07618826989479817,0.22588090827928128,0.3554317328164402,0.7843354274419102,0.06338150156784307,0.36070811490992266,0.23106374070155092,0.28109884822114084,0.3001454113150987,0.5163335842734521
Frontal_Med_Orb_L,0.0169935246426264,0.40044201114545264,-0.057979758646580025,1.0,-0.21457066081758797,0.0032983932863763785,-0.0896704708862333,0.08001957211611611,0.14911333705365812,0.40296930492683625,0.10125634227612794,0.15733631012078284,0.08810181343561474,-0.25209772892996063,-0.1830535557190795,0.2169508503518217,0.009911782223577041,0.30613731900351937,0.07944276754670802,-0.34816934116868387,0.25925541718000167,-0.0639350674208395,-0.2652904647413646,-0.006739275055351652,0.23003666839346235,0.3257861864938124,-0.3406521971259763,0.02579269094702631,0.0764315956986706,0.3438842873054037,0.25616561196239224,-0.19646390434931363,0.3863324864904338,0.45380188560434037,0.42853818007371386,0.45100189488489717,0.07719646342855807,0.18086385959571405,0.3862125087464662,0.2764292047139221,0.04944278205564836,0.07747803631029948,-0.2275132718464987,0.1599174485651739,-0.01682966094044666,0.40016074115870454,0.3207784306146764,0.07111662054671009,0.32177444266430627,-0.12562993004529455,0.006595068958647156,0.09481540652114355,0.006403575229341001,-0.017616137543822644,0.3460611522910484,0.2701364882343443,-0.21611962857031936,0.130399523393146,0.029744729058570257,-0.2547189284704462,-0.21071983330625654,0.14191630163974248,0.2278283487794762,0.14701450038152492,0.13172545087048748,-0.22174945379756675,0.13349014593441189,0.04976865330283333,0.33007347276604204,0.3608599042263089,0.532332509306592,0.03733051415370215,0.5914448874477312,0.04260403833106546,-0.041142008835413205,-0.030384501456575303,0.05903328719660026,0.11136736101642887,-0.13886625441807698,0.020662962996981057,0.2293906555203578,0.13379112946295024,0.10238214294745075,0.030173123258445754,-0.3190478884185161,0.11248646356865227,0.33861098679839613,0.14879360996942487,0.6364712767892092,-0.31849785445665385
Cerebellum_3_L,-0.059170599624611304,-0.14370086058061562,0.12851891602439827,-0.21457066081758797,1.0,0.16346216014503245,0.30524368448738237,0.019352131484410024,-0.061357905316457434,-0.1533221743189851,0.021004319635838355,-0.4068000755807298,-0.09852474142719403,0.23986533722092734,0.32465983476900234,-0.1746225389307543,-0.19888983112829123,-0.017714756702765105,0.2083497312347158,0.19504889262401712,0.26448025756764115,-0.035118293518669595,0.4452144586090618,-0.07197641719573732,0.0421085243317692,0.03429418739480047,0.2991797900957263,0.35277668069451573,-0.15933648693999583,-0.19834141176869496,-0.013467655036614862,-0.05268980256951424,-0.13347056153286066,0.012170146197252825,-0.10508121876543998,0.057932145510779354,-0.23262948143080034,-0.023636551399677286,-0.00949911143974135,-0.11570252744401952,0.19805307381077583,0.28993300072651673,0.25218804579342247,-0.09389167320417642,0.16962614309573298,0.1007358966752703,-0.3709393764212756,-0.09500148939554419,-0.13550714796396882,0.2130449051904935,0.1129631347039087,0.39581676821563605,0.13733520053917442,0.1204855950974909,-0.22195026359287662,0.022313990956028425,0.35900287783782037,-0.09185565873347934,0.16543709501099305,0.6701874387877481,0.10695046447280568,0.14893651897292307,0.0897582659619837,0.11542278252694846,0.05809517832544645,0.12218620776572849,-0.17777295652252093,-0.09562242835249421,-0.058874930704956134,0.06403530142964749,0.062039527584781,0.2852241600936371,-0.2100945506952687,0.08039291262987759,0.06801394724877612,0.35504087333402945,-0.05380664373120959,0.3241458763183931,0.03192433121396735,-0.032783998885949135,-0.19925929559057048,-0.07111619079253288,-0.14561955384381114,0.05881662854584809,0.11564481421187683,0.068104170864844,0.012298221383886102,-0.09905557560536053,-0.1122158612518351,0.10551349393373208
Occipital_Sup_R,-0.10013706328941253,-0.09682030297659823,-0.00401273387886801,0.0032983932863763785,0.16346216014503245,1.0,-0.03809409012065354,-0.043826335695023165,0.2297565787432971,-0.03587839671116809,-0.028917774914056123,-0.07742554137862354,0.06199105621534204,0.24215079358475583,0.011702076330810121,-0.12639112058262872,-0.10019871231776784,-0.06186153397727208,-0.028114370384572155,0.08711053837631105,0.023014209812639817,0.02888991593147761,0.05954525213483619,-0.028244349985917943,-0.0012971376315008161,-0.009488145789147908,-0.009713148869711712,0.16607062227646294,-0.06520779523969251,-0.1422597266985439,-0.09701455501462831,0.08716110083298924,-0.11166337776862822,0.026279556446950597,-0.07511566368942499,0.03751890650944394,-0.24350455887467787,0.014265750618764127,0.002164299495006126,-0.0498924136447553,0.023274148938053116,0.0034524942848205772,0.09704411185507578,-0.05298311443482775,0.05674420986917414,-0.06932178523358141,-0.1427361040854241,-0.06454978328353554,-0.00645270394257645,-0.05442731965040813,-0.07033440538784605,0.23206255768601572,0.08529110369286966,-0.06971221427316587,-0.1500860558336834,0.002567958053816402,0.10726584288534938,-0.09795806325255921,0.045601751762176734,0.13792415882380346,0.06283688311059844,-0.019712307894575613,0.0540938428718097,-0.1497407525213199,-0.002731723948262647,0.04533153099151097,-0.22002296118217565,-0.06335167817036218,-0.10558108544563673,0.040794443971579365,0.042784278298441135,0.031386066738967024,-0.10547693491788081,0.19830910509494878,-0.06099756184879487,-0.044881641115462924,0.15619084668726121,0.09353709258135035,-0.08252385398529968,-0.1163759615464906,-0.14620400260287217,0.15890864908297853,-0.12951998504238674,-0.07607491329807396,0.09849405251523684,-0.044608174299609823,0.023616397908331355,-0.1631087915187324,-0.01780335972173999,0.10483894733582963
Cerebellum_8_R,0.017536366993496394,0.022409470636990638,0.12389354968404942,-0.0896704708862333,0.30524368448738237,-0.03809409012065354,1.0,0.21406292960476375,0.07932582172856768,0.2739499353655538,0.30067686585370246,0.27490284410819416,-0.3903309228785669,0.26464811549397466,0.4832432607235321,0.2286522356164588,0.0192880897157642,0.08807720732579884,0.17132541926038752,0.004510754967675559,0.37134639395977337,-0.09597773789990854,0.5886161380724785,-0.007910822649445695,0.4416694338075552,0.2214842014202152,0.5019293663908787,0.17111705414557074,0.14705033383376573,0.24145202844868066,0.13293824545635904,0.021795348022245115,-0.1316920678231064,0.1384623986009877,-0.14912164408991466,0.20737162766911657,0.4073730960815986,-0.05339712195911822,0.202003122238956,-0.1615719365826326,0.2919620665656837,0.19233007797027976,0.3729053491280048,-0.21726056541568037,-0.19642765934084497,0.2989543181480003,0.008366459602422613,-0.12849701548473366,-0.08592422577148197,0.2672882713512521,0.33031403083812527,0.19519115746519478,0.10418794243267944,0.4114309719172901,-0.12777817576124986,0.42049486258652163,-0.007939319219306845,0.22909472395655234,0.39538120648213493,0.45479730099763643,0.06629752343392155,0.34300051615174787,0.14157908635869484,0.2666857904531274,0.24144313448563257,-0.11326577799561187,0.08545722115147514,0.2268474108519193,0.1581866684341629,0.055656720382420095,0.281924714502308,0.5548398340035584,-0.19177776921418094,0.14991148911193183,0.4199322513314112,0.6125915426048378,-0.19256470617823587,0.3890357182643506,0.17646592459273241,0.3082186398679456,-0.23088486939087466,-0.04849016556809084,0.2227114654191267,0.2674075609269122,-0.1408868995866058,0.0774898737272973,0.18369778739511977,0.2987272205673196,-0.1379896255865786,0.18673822109229038
Precentral_R,0.13269032648976015,0.5294117047380719,0.763051113059463,0.08001957211611611,0.019352131484410024,-0.043826335695023165,0.21406292960476375,1.0,0.13389023637377617,0.540989432399967,0.23375305206382724,0.2798532935690376,-0.23582154792095136,0.01960028118927159,0.4699065718765573,0.6236779580530535,0.10954763766732441,0.30674916025601173,-0.07854491778255328,0.0238610355967371,0.6638156383539926,-0.18343635594374055,0.17960259306775583,0.655257217306733,0.4916577835249432,0.327177546276623,0.3371626070930785,0.3652595986793788,0.5020098205630116,0.3371519832213811,0.38416171355111667,0.16488381285297213,-0.030991719878085373,0.11123620290236419,0.3814780070348109,0.2800003672191455,0.46430003340634274,0.005697117190487966,0.5736636521836278,-0.0695884259502125,0.48602892720683,0.32637114326619276,-0.03742732668144114,0.041434462189275864,-0.38615546918931526,0.3453505146708014,0.5120707573584793,0.2993970589445165,0.2997732237933398,0.22804386795521212,0.7494922349188238,0.2916050047304462,-0.11795603419080417,0.7814320012168186,0.19224978440441504,0.5385397797157351,-0.4366137450415061,0.420000143697847,0.47904516868166697,0.24082488360788043,-0.07460916764562664,0.15261731415682592,0.14279738776337025,0.43528696861701355,0.6072710520762278,-0.06790378216384729,0.4499965691842271,0.5184046829542025,0.37823472020837945,0.22567172458903695,0.4233924872121101,0.49373090055967533,0.04783384255238917,0.18652398445581247,0.4887229637615329,0.4705585402928916,0.014813129095342086,0.6466991596250737,0.025764306275546874,0.6618787868365975,-0.258655279406489,0.13111877487938434,0.4728539044719093,0.9196831640191182,-0.26477256071655936,0.14484708240924185,0.23086817847225727,0.500218851484517,0.23702482048721052,0.4699689520245268
Occipital_Mid_R,0.2580118419932928,0.16475722850257232,0.07384941329439093,0.14911333705365812,-0.061357905316457434,0.2297565787432971,0.07932582172856768,0.13389023637377617,1.0,0.08438820796227017,0.14294466733193775,0.18329125350665856,0.11868172636146715,-0.09651938467186441,-0.0881531748152151,0.3215037442137649,-0.19228956579265202,0.11215577881812759,-0.14481974356357039,0.07371492740195705,0.16653606507007665,-0.05900388480673031,-0.17558726536757568,-0.13096042756006793,0.34716197728549036,0.2396180372798113,-0.18519427739957903,0.15378323699391322,0.27301693227837287,0.08682498852103339,0.08403981072439538,-0.018069364958544838,0.13981155966231304,0.10101715218804971,0.07708073628836212,0.08632479406960629,0.166052608185093,0.03346281529406484,0.06588584815841145,0.1783021818963525,-0.13607883527017045,-0.02929781174148591,0.03590006267850777,0.015205280973154342,-0.34594781115032464,0.09335507275990737,0.2852529236335645,0.33310798469806735,0.28613692933051055,-0.1646591550912635,0.00158133121924785,0.18860160763290032,-0.07248234583512764,0.09712493280772795,0.04858731636161847,0.12536294471229784,-0.3738670507438887,0.11774636024539374,-0.08390396417967332,-0.0440769294261789,-0.048996627048957776,0.011621946229214664,0.37334767528312734,0.1515953941574887,0.10435452873305093,-0.33830452998052113,-0.054340751230998977,0.16445932638957034,0.14399316238387247,-0.15511624667455534,0.2559293142558471,0.09228344205938936,0.10123637834474357,0.05209293105422649,0.06818174302591751,0.08851742134547594,0.042196099049868555,0.09341734605734517,-0.037544269069172166,-0.024633528655997394,-0.1029252788410389,0.11310829294365961,0.10663833377687426,0.08377202761660871,-0.34559118111110515,0.25973751454831767,0.20369904387608648,0.02400273469139573,0.13329992427613233,0.0017120635446270444
Thal_PuM_L,-0.01885905255589138,0.5902189060641848,0.4561247352233552,0.40296930492683625,-0.1533221743189851,-0.03587839671116809,0.2739499353655538,0.540989432399967,0.08438820796227017,1.0,0.5185344778746485,0.5759628375090516,-0.10573007753213602,-0.0333841902007265,0.2548689490642227,0.4227195050693485,0.23328499461200702,0.3404803741081098,0.13864508585180185,-0.14130620393908203,0.5089814386852263,-0.21154406106532808,0.17824724576868892,0.3556484549249576,0.5422745463511035,0.48746043359791674,0.10748605827386609,0.138789075685631,0.28811346414895955,0.5873382362472191,0.41301399848949355,-0.09678469397060742,0.24101492735990365,0.557193530454633,0.5152914485465974,0.5518294799029423,0.394624348288808,0.1801476565750728,0.8028143092584572,0.02489108127201843,0.5283317569128276,0.26297236075315555,-0.03147536947617487,0.11608205656737756,-0.13681573353411958,0.6234467283164817,0.4331998773192401,0.22139491876860368,0.24656478396373482,0.13965858156092692,0.5018628996872668,0.1788539216469919,0.044270923488865715,0.40947577048661127,0.39886986817491454,0.7453529546897673,-0.2872713340301693,0.5139742590577628,0.5786542089161139,-0.09459172921609982,-0.08107687561570122,0.43626834738303144,0.12463949206404369,0.4187194532290425,0.4455729495390483,-0.12341125680976062,0.5925794587655897,0.35032930614162666,0.5233952758305711,0.5565033972160818,0.6718508810478659,0.46946756011718865,0.4223621376563711,0.24823802731581707,0.43050952604414455,0.27275194973849937,-0.016725375672125783,0.5351012380818239,-0.08714420161440341,0.560765954027722,-0.0022014969663038952,0.0882542582865364,0.4210254530850935,0.5295716248738338,-0.25764003953984493,0.061877458103239,0.40900654714545437,0.4778135641070742,0.5391418672511757,0.1491359251490387
