,Thal_PuM_R,Precuneus_R,Thal_AV_R,Vermis_6,ParaHippocampal_R,Occipital_Sup_R,SupraMarginal_L,Cerebellum_4_5_L,Cerebellum_6_R,Frontal_Sup_Medial_R,Thal_MDl_L,Thal_LP_R,Cingulate_Mid_R,Red_N_L,Heschl_L,Thal_MGN_R,ACC_pre_R,Caudate_R,OFCant_R,Olfactory_R,Frontal_Med_Orb_L,Pallidum_R,Amygdala_L,Thal_PuA_R,Paracentral_Lobule_L,Vermis_9,Cuneus_L,Thal_MDl_R,Lingual_L,ACC_sup_L,Thal_MDm_R,Thal_VPL_R,Cerebellum_6_L,Cerebellum_Crus2_R,Calcarine_R,VTA_R,Insula_L,Precentral_L,Thal_MGN_L,Cerebellum_3_L,Temporal_Pole_Mid_L,Calcarine_L,Cuneus_R,Frontal_Sup_Medial_L,Supp_Motor_Area_L,Frontal_Inf_Tri_L,ACC_pre_L,Raphe_D,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Fusiform_R,Occipital_Mid_R,Thal_VA_L,Hippocampus_R,Thal_VL_R,SN_pr_L,Cingulate_Mid_L,VTA_L,Putamen_R,Amygdala_R,Parietal_Inf_R,ParaHippocampal_L,Thal_AV_L,Cingulate_Post_R,Cerebellum_7b_L,Angular_R,Cerebellum_Crus1_R,Cingulate_Post_L,Thal_PuL_R,Cerebellum_Crus2_L,Fusiform_L,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,OFCant_L,ACC_sup_R,Putamen_L,Vermis_4_5,OFClat_R,Thal_VPL_L,Thal_PuL_L,Cerebellum_10_R,Temporal_Sup_R,Vermis_7,Cerebellum_9_R,Thal_MDm_L,Thal_PuI_R,Thal_PuM_L,SN_pc_L,Frontal_Mid_2_L,Insula_R,Frontal_Med_Orb_R,Rolandic_Oper_R,Precentral_R,Cerebellum_9_L
Thal_PuM_R,1.0,0.6604662799718339,0.07489665143673736,-0.06955645210357556,0.5961604098363295,0.36074068591574815,0.599718102113362,0.6208874523544459,0.16451716368102656,0.7332116920322941,0.27882805796728666,0.4091689047411,0.7666624579417938,0.3458241077815936,0.5007646664088845,0.3646919980544669,0.04172010264857316,0.49854902733821194,0.28671996753906154,-0.01637129414456098,-0.008671206384999228,0.12581098221861242,-0.019356831353277322,0.6245963784162684,0.784180863982166,0.2945451519800741,0.27839428309165154,0.3072097748119373,0.38567140737893274,0.6067197911734047,0.12129050594324858,0.6611381668369539,0.2035949509029652,0.001466781907399226,0.5128256393606105,0.28431735387824997,0.3469272841229642,0.8067454736412337,0.40874053762315643,0.8173893225687825,0.02692314014929793,0.41866630206368854,0.24001737183861183,0.72844878209052,0.8349789484185968,0.5128806283523906,0.010500077382248924,0.3658912948322512,0.14028861667256917,0.24097811317325843,0.4579846070936133,0.19835785816903329,0.23044812112672888,0.6795371793537617,0.46132787683213405,0.32909410648994114,0.7213762594209017,0.24411026510597747,0.3058154910560457,0.2247980012597931,0.5284513881519972,0.7076099501810346,0.13587057446504214,0.8175771835229767,0.026875186979729522,0.537088634774963,0.53774472730508,0.734656539534457,0.5601495920550058,-0.05613293400143075,0.6536194312876368,0.386090113570592,0.8157826764068361,0.5099668727801084,0.27782276374648734,0.44398381450341606,0.2833390093148264,0.7431607149544862,0.16718097917567853,0.7645625020831404,0.6651973052647613,-0.061864610538604446,0.5273205092988645,-0.010581504815298313,0.6558878772001373,0.29625220571141025,0.6872898157696388,0.9225069946722375,0.39212602309544237,0.7596705179342544,0.26094095005925666,0.1693371201876651,0.3091846461379357,0.8363054431576379,0.6760837467759214
Precuneus_R,0.6604662799718339,1.0,0.2494452420057099,-0.07019317777679743,0.6507477045080191,0.7149583825198836,0.601624092786557,0.7417610025354432,0.23722305851381306,0.49895042847866317,0.38056291147642024,0.2531746057298146,0.7907719094590295,0.3065172195067859,0.3929831353372266,0.4132322407361494,-0.06800666351860787,0.42610322146054874,0.03626458837852244,-0.03271729100463676,-0.1475397143650873,0.13503763769595384,-0.08322132951950512,0.4244758149184402,0.7854219252236821,0.13874670341788486,0.5797371129363942,0.3378028629935036,0.44725755448563337,0.41031904059151414,0.25987623671475796,0.6171062860056779,0.15249928014470113,0.26661821135510405,0.689009333894092,0.2956437822033801,0.08558363929416456,0.7678687987422845,0.27666921885523454,0.7369107726651095,0.10880446301954734,0.6123711340945928,0.5722246802140774,0.5546946699481647,0.7902223594717368,0.30069044497212044,-0.06418149630746833,0.4299836022338485,0.31211130086216626,0.1394060124386823,0.6194186378571274,0.38061964946285753,0.3246513666531924,0.7186146979073397,0.43037807432049163,0.32360257582921975,0.7332396817804475,0.11155955630229347,0.07288282410169446,0.23866584062899676,0.44950815386882165,0.4944897470989597,0.19510946487335737,0.8208998003077641,-0.1349212841277077,0.7296306520204624,0.5173558543751484,0.8474434224323795,0.4858296686482412,0.07138092276898131,0.4605675037470462,0.4695843664403638,0.7487837533613754,0.4502107552217038,0.10690753042741799,0.3286161844133886,0.17838038884879995,0.7988422720637763,-0.07869202885546374,0.5591470889632104,0.5471180078124706,-0.09932972006327943,0.5696160104255689,-0.22951652506712023,0.5224799443029696,0.3387914144829777,0.47469574756572197,0.6887258529935725,0.5126419306638821,0.7809270455551128,0.24469387020333971,0.10837823375032488,0.12506067295827297,0.8105382921951588,0.4309471028237272
Thal_AV_R,0.07489665143673736,0.2494452420057099,1.0,-0.14485147523332617,0.2646772610222407,0.20495448942226657,0.1808569954410031,0.175748348479482,0.26150873749351117,0.009785972872287696,0.4617939545526805,0.021571561933331734,0.15420830806782876,0.4133355009084646,0.11399517012687718,0.0159558213099619,0.1621652876126217,0.2510495162460067,-0.11031754261914083,-0.04327019738706238,-0.03654530981209303,0.14840745595786864,-0.09794105839241003,0.17927300918436168,0.15345097968445098,-0.17458771814043106,0.19815876732775767,0.5816584863691227,0.06091802906779601,0.10342540398732465,0.4750869735064259,0.32503905093848906,0.027408349069490273,0.13313530852534144,0.14009719147722827,0.1416505798877794,-0.09566537621271069,0.13288134206279548,-0.014813445349741926,0.1514389871781843,0.13562276195451858,0.06291889018879068,0.2045389620071896,0.10453961653149846,0.14990986093398664,-0.011091557142517293,-0.049172234446261474,0.13804239883139793,0.2526322262358039,-0.05473975290383275,0.18994001360932863,0.09006231733347353,0.24230992499885007,0.1901101824864185,0.2734573835621456,0.011267838035005822,0.1007370179214563,0.008898620927699382,0.15985408747721866,-0.00332605133210136,0.05057012457246679,-0.003902016517051747,0.34157375666710643,0.08539365497512758,-0.14547888379402688,0.1740880759328703,0.008754009572283644,0.1759400719935713,-0.029236486543999136,0.09315940676542189,-0.06703208091155052,0.22907315882408877,0.14677720367763042,0.1542492893918739,-0.10866554955957727,-0.04627460548053158,0.18324054800828785,0.19180018362464893,-0.1536822731838552,0.17419153939716125,0.0812430666731259,0.10101254988304055,0.20040966619727504,-0.23676971564065624,0.01707688095891688,0.38876196302261323,0.10120307735932527,0.06300886029003498,0.19725930874047776,0.16899800123611583,0.26202262490216516,0.06399857218667623,0.07089766857451361,0.1809705034115424,-0.0919770857152132
Vermis_6,-0.06955645210357556,-0.07019317777679743,-0.14485147523332617,1.0,-0.44614076985305434,0.04442081320829078,0.27240937124546405,-0.16472092268377936,-0.5706499467120814,0.005784593081646296,-0.42561598446882504,0.0604462922245384,-0.07364908909607272,0.07897441721360778,0.12799175876754956,-0.36339797312821404,-0.10438576284784931,0.0029461734268224197,0.23832702460746183,0.07041982068707756,0.1510087866291244,-0.4496945185866425,-0.15322022180232675,-0.08993376028781683,0.0003070357667664076,0.41184321796555096,-0.10216713968664884,-0.20865839598611324,-0.27806625212301767,0.06287357726068446,-0.4407953091201874,-0.38323794172991094,0.0637045408780901,-0.36357693366638677,-0.26046406064155736,-0.14096571559994772,0.33006498278792185,0.07248309781538505,-0.1901721058326922,0.015606486320589594,-0.010665410762094603,-0.12746232849655534,0.019350478485187683,0.09449522178205734,-0.0024020064871965066,0.28934456646489193,0.0818651168337453,-0.1660990625426829,-0.06398027733313381,0.1838824254903678,-0.39539372899142783,-0.1438327335774099,-0.4997084030318665,-0.2981601420246608,-0.4204756611862452,0.1599996488897902,-0.09790615912421505,0.19832423439044872,-0.24160316939954388,0.10497498367203163,-0.13280229112946737,0.21358941342709553,-0.3513294263194993,0.0774661581100683,0.4759215827125049,-0.08292854255414103,-0.16168012009279967,-0.06548879986350375,0.014835924763246593,-0.3190819226861935,0.23336577643510278,-0.4489050436452315,0.08673113132518155,-0.3365919764572618,-0.06419473811263969,-0.13049173225320415,-0.11601121602390987,-0.2273160379108692,0.32857928899113675,-0.11550768070029943,0.1409446857457719,0.28652073051535687,-0.5121015885580648,0.43210225748736825,0.02075739920752776,-0.36026548094747163,-0.21141303911277295,-0.01330233519472026,-0.11719475567063577,-0.03630218326798309,-0.4773716660215795,-0.4001527519643051,-0.4262504335785462,-0.10737771737977671,0.21995962488955964
ParaHippocampal_R,0.5961604098363295,0.6507477045080191,0.2646772610222407,-0.44614076985305434,1.0,0.3430804675362456,0.20437709121342568,0.5487174940303673,0.43653978426788836,0.45969552594238133,0.5280233925210213,0.23289883154059224,0.6321923433047261,0.3334557643245073,0.2938153954468015,0.5974981745439606,0.10731742577367905,0.24961294193804925,-0.017343744684313125,-0.06115378962893934,-0.23625543769541751,0.2886058340930036,0.002305803382880183,0.449459579623282,0.6324204559406218,0.02804826445028043,0.29578324005529794,0.41365157442473205,0.32447703424444957,0.36382749236844153,0.476209609210862,0.7813605990828679,-0.046928189002962396,0.31087574234829324,0.45931711315164014,0.47964016560642947,-0.2007904957421054,0.5219860783702054,0.44210636732979747,0.431020082545896,0.07360346315269821,0.3231832348698682,0.24787471466391342,0.4175735525823247,0.6358495698419445,0.005800249768098162,-0.09392384655735778,0.28431471432227307,0.37051576459899277,-0.09825965393336586,0.7297164171592847,0.22947088078307967,0.48659687234081234,0.8176793427174036,0.49950027632608607,0.23966128337650514,0.5774093137245997,-0.007418730512914448,0.23569238316215843,0.039591226354494476,0.46714510818925326,0.295633833990716,0.3562863586469201,0.5767172311363515,-0.3570870221683053,0.5440782388048735,0.4547711255657773,0.6502947111017976,0.4139094119713013,0.12936176414254935,0.18608440586526695,0.6087136604921642,0.5639468229976868,0.5746656140967562,0.12127352750061993,0.35409854271534313,0.15245998330714453,0.5606226390109609,-0.2885601233708172,0.5884217146484811,0.3553102833424111,-0.1816963358587297,0.7730229958100134,-0.3983352216035671,0.5137307050953923,0.49423910142993666,0.4766193800497835,0.5338455726950264,0.4632223324651129,0.6473676680872859,0.5069131989273424,0.3043443896835176,0.4783213545063184,0.726192738710276,0.4012474891370459
Occipital_Sup_R,0.36074068591574815,0.7149583825198836,0.20495448942226657,0.04442081320829078,0.3430804675362456,1.0,0.3968194030312785,0.5578060828240984,0.15043191339389328,0.1586366803429423,0.1997025921963871,-0.016642312951023554,0.5546430393681443,0.13960860541892084,0.17209611891937532,0.18237703322396212,-0.17340535510035432,0.19867346075813327,0.003332333641202878,-0.07445924786007738,-0.35240850565467363,0.08239456662430746,-0.035934275428638626,0.15644577579621494,0.5111659649543966,0.0519803419725468,0.7432228529649644,0.11656938261364638,0.3596731276342417,0.08953198959404547,0.10161310905501217,0.32651587539909277,0.18774939830640064,0.1988085747014259,0.6624055729305699,0.13617953733772978,-0.0776391766822991,0.5091827643973815,-0.07634088913340988,0.496084830613104,0.14305435037566105,0.7007807042554628,0.7477918693704378,0.2609623492136265,0.512809431807862,0.12192911289619683,-0.029109181318046216,0.444889436559919,0.27202734461953054,0.05888663612586541,0.5539582528889776,0.7192991783566345,0.13506634963889866,0.39994698219567165,0.13531299467726327,0.2181201449665609,0.48567667537325343,-0.06452911847886393,-0.18200050560597145,0.2648144539962485,0.37694008021239256,0.22241071560006506,0.01460395738068067,0.5672829301740111,-0.15464234775962188,0.8043353739730863,0.4479458898811044,0.5408703596428603,0.3763341255277288,-0.10810229054262954,0.24670062281020294,0.5215493803731426,0.42433813110500673,0.1918300573878825,0.12337474370001075,0.1546533987486901,-0.07570237517129402,0.6676116761719154,-0.14172480848899827,0.20801261707440002,0.3791182694565788,-0.08237891514372786,0.39476566095992144,-0.30209218482727895,0.31220355819758244,0.05542973247742769,0.13616321898683573,0.4168015524660679,0.3932120540103442,0.4979351654016739,0.07366718043830849,-0.04524031708680606,-0.16025957736508814,0.5290931349406938,0.26843479404651704
SupraMarginal_L,0.599718102113362,0.601624092786557,0.1808569954410031,0.27240937124546405,0.20437709121342568,0.3968194030312785,1.0,0.5549140065739482,-0.1020839074867449,0.4346480210257551,0.12943493723452337,0.40059993118537995,0.5836954754010579,0.4223188153737428,0.5669966387720372,-0.05683228239587637,-0.04530797352962731,0.5751571582314252,0.279339605710203,0.06511706565926585,0.08117731069011487,-0.17966411744830013,-0.11353099197898568,0.4259047955930063,0.610637316599257,0.46357403105730727,0.22328199213033004,0.22862464409846064,0.36271544462041116,0.5641353092109314,-0.059606342357072926,0.20223521964622573,0.43605672103109766,-0.2108852015366488,0.40788104447903284,-0.10817595234933963,0.6043610624124033,0.7425233101771958,0.1297232999507486,0.7146406211852843,0.0035820736942210377,0.3860684666351382,0.24762858395038323,0.6458881744621032,0.6497490843334488,0.7602792240077313,0.055351114189532445,0.22203809185589665,0.0788392920247301,0.5526879308167171,0.02739348850468871,0.009250170636643911,-0.05727472536616753,0.3894369253377119,0.2379755016192064,0.35409793117266963,0.5170920069399936,0.41758720538737976,0.16949137141955636,0.1466799585180423,0.22044432555798646,0.7482771839143053,0.01664560737083561,0.6439657465060459,0.2941059606148498,0.32688546463502494,0.22077726036249473,0.48842193665910505,0.3800264203354281,-0.22600789753695147,0.800944206671555,-0.0692617655348569,0.7403732684711808,0.06451630645303603,-0.05216338384776743,0.1610630422413359,0.31186634021719034,0.5336373035849277,0.4080629499667237,0.4930082391670309,0.5335078262006455,0.18914896118510663,0.021084449091227746,0.18665949530236461,0.5846772017689369,0.1289634275274261,0.3844323541050949,0.6354757242180636,0.27978413170152694,0.5593489117745797,-0.1856825630401167,-0.28999897945178715,-0.047110366107999645,0.5041409717957048,0.5149417099761683
Cerebellum_4_5_L,0.6208874523544459,0.7417610025354432,0.175748348479482,-0.16472092268377936,0.5487174940303673,0.5578060828240984,0.5549140065739482,1.0,0.35134490439182187,0.5039526867715095,0.3795810916042581,0.2865110122293135,0.7342580602247248,0.2727897406606183,0.6151755609191623,0.381938178968575,-0.05569384861840335,0.3804660838208713,0.06684843766532012,-0.020508669219989378,-0.08612823548353966,0.02727601401207016,-0.020991577003820455,0.47094138842672506,0.6853527292125832,0.23770300258314636,0.3752528589444757,0.3540538876649874,0.7856270121132495,0.4461798104032128,0.16960593770810753,0.4709495652069255,0.41383094679312266,0.23262201593838056,0.7975834115868862,0.24792644640268469,0.36872690901988614,0.7375314853178596,0.27789606833641045,0.8079003142633108,0.10037941520586796,0.7105213031064793,0.44757144509766705,0.5575966646243637,0.6967923270858173,0.47134273071494215,0.0681668926061932,0.3397099821204746,0.05126306348922218,0.49123450818943837,0.5499119765241354,0.2748509575709457,0.375864326892596,0.601743470814209,0.3796065389152886,0.13569614475670916,0.7111623157252034,0.1490469349883562,0.12910308753425184,0.20014301784668045,0.45410232586629007,0.6164651310524469,0.17718414107039598,0.6709967048740524,-0.19930188539677782,0.5425960164138932,0.4018047899002732,0.6588885012993476,0.3745407855381844,0.07249066496264962,0.5654832129356516,0.36783015666994695,0.6397843191431732,0.2843270575436878,0.11417941351770737,0.3386420717037251,0.4841096684716816,0.821420242415587,0.0962223165859122,0.6063264479147665,0.46262975216613467,-0.04383196024839669,0.4188002232162893,-0.13533687800698055,0.48280134717451173,0.2884243339299416,0.51603142622931,0.6779193296678723,0.36286850016307265,0.6721618117901699,0.13892873974433537,0.20807241094311119,0.07342122163752482,0.6777020732420851,0.25036889504742876
Cerebellum_6_R,0.16451716368102656,0.23722305851381306,0.26150873749351117,-0.5706499467120814,0.43653978426788836,0.15043191339389328,-0.1020839074867449,0.35134490439182187,1.0,0.1573921599384711,0.5066878178909151,-0.12600157711705195,0.19402080820572734,-0.11638713039357404,-0.06355245368988098,0.3836230276097868,0.20299874478401073,0.10327495208350038,-0.19983783059730806,0.019221073844562047,-0.25325700165335374,0.37515001689012173,0.1609359947961435,0.21110209118876666,0.14362878446382574,-0.4765999208220872,0.253736740812695,0.2381215545849919,0.35192291316489893,0.003371897389285935,0.3670534852120118,0.4168798530327203,-0.0069919845735468495,0.4093578210063762,0.4273537986601393,0.20956007180779826,-0.2904398105405466,0.016592270427562308,0.14965768773447335,0.18065647504820004,0.048503199427764,0.2694491557571866,0.24397839081165204,-0.0487791459790862,0.10305409809563662,-0.271856539345247,0.00845150977012996,0.3282337133112701,0.059694796238019925,-0.18373414298213547,0.49326731815408126,0.2680500923452178,0.4912613649619265,0.29277856592160734,0.44232032980088215,-0.24492652058843944,0.2531704048538219,-0.19792713939045586,0.36329448417405724,-0.08630324785845918,0.3793762648635264,-0.168737278289805,0.3357556428919135,0.08631682376577232,-0.5092022925474415,0.23263646788423276,0.37021059277352864,0.1871470986048498,0.008327307406920052,0.25065656726690033,-0.19915500206788125,0.586370624075651,-0.0123457043122335,0.5582365891597655,0.11715608584474121,0.2955495542319064,0.10937545283976816,0.44409668496356114,-0.3729947587736106,0.14724493917683548,0.0030673835191217316,-0.3366405398845464,0.6622032834669652,-0.3944015677533379,-0.08806650114874806,0.2792166913779062,0.25609393679680886,0.18201584576867474,0.20290479710176523,0.1750230412385682,0.6407636173334581,0.47569521308863977,0.48165493956448485,0.2810892327010852,-0.22448831866002447
Frontal_Sup_Medial_R,0.7332116920322941,0.49895042847866317,0.009785972872287696,0.005784593081646296,0.45969552594238133,0.1586366803429423,0.4346480210257551,0.5039526867715095,0.1573921599384711,1.0,0.3455687339898021,0.3906296754091106,0.7151853958758938,0.35292532253658887,0.39896695024797596,0.5153430439721491,0.1579666976873177,0.5126128075295725,0.2201825666503096,-0.06228593636905255,-0.027029198873519098,0.17852139906185915,0.09248517335596104,0.48204243162742016,0.7293511800797924,0.34411913006445743,0.1377445139262815,0.3302229666087115,0.1485655354480134,0.6793656422966554,0.1835868664996438,0.590738778316644,0.044635271029287354,0.057417953506217465,0.3769224272210012,0.3372628273561343,0.3273480951111828,0.6271806687429015,0.5783171636906486,0.6514974811611688,-0.03192323132691759,0.26322366059836116,0.1678217919915106,0.8384745059408608,0.7871226492461579,0.41183310107840543,0.02003305798783513,0.33358903608806273,0.0947132575175084,0.05786895076500607,0.36398759114557117,0.02089656224757794,0.3165498297719135,0.6458802275436656,0.5648519375899221,0.33606035249409294,0.6626655060546193,0.2945146350513776,0.5044372540512321,0.0847667699492591,0.45860936970217114,0.5651757125268433,0.1995992686746527,0.7243339552541731,0.08789440692304329,0.3670379111060693,0.5711546384477921,0.6658255253435765,0.47033674900771355,0.033431841385775644,0.5507188848372833,0.30425003111881765,0.7059738173679027,0.6673304022060426,0.20277764371365367,0.5315068372643307,0.2646627722093592,0.49742483338153637,0.0854077141812094,0.7094265291110423,0.5788258236761487,-0.22388750804092009,0.4571342092786597,0.10105920253089305,0.46045306668590197,0.3514412377918074,0.64306797221916,0.7567740460652849,0.37838539743689253,0.7107856125372439,0.39097395190009965,0.22642562252093706,0.475461771685978,0.7885038487381796,0.6109743556507379
