,Putamen_L,Insula_L,Precuneus_L,Cerebellum_4_5_R,Thal_PuA_L,ACC_sup_L,Frontal_Sup_Medial_L,Red_N_L,N_Acc_R,Cingulate_Mid_L,Precuneus_R,SupraMarginal_L,Thal_MDm_R,Thal_VA_L,Cerebellum_Crus1_L,Cerebellum_10_R,Thal_IL_L,Occipital_Inf_L,Thal_VA_R,Heschl_R,Temporal_Pole_Sup_L,ParaHippocampal_R,Angular_R,Olfactory_L,Lingual_L,Cerebellum_3_L,Frontal_Inf_Tri_R,Thal_VL_R,Rolandic_Oper_R,Thal_VL_L,Thal_VPL_R,Thal_MGN_R,Thal_LP_L,Cerebellum_9_L,Cuneus_R,Putamen_R,Hippocampus_L,OFCpost_L,SN_pr_R,Amygdala_L,VTA_L,Parietal_Sup_R,Cerebellum_9_R,Thal_MDl_R,Caudate_R,Hippocampus_R,Insula_R,Calcarine_R,Rectus_R,OFCant_R,Cerebellum_8_L,Temporal_Sup_L,Olfactory_R,Rolandic_Oper_L,Frontal_Med_Orb_R,Temporal_Sup_R,SN_pr_L,ParaHippocampal_L,Vermis_6,Rectus_L,Thal_PuM_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Parietal_Inf_L,Cerebellum_8_R,Cerebellum_Crus1_R,OFClat_R,Cerebellum_3_R,VTA_R,Parietal_Inf_R,OFCant_L,Raphe_M,Cuneus_L,Temporal_Inf_L,Temporal_Mid_L,Cerebellum_6_R,Frontal_Inf_Orb_2_L,SN_pc_R,Frontal_Sup_2_R,Cerebellum_6_L,Precentral_L,Temporal_Pole_Sup_R,Cingulate_Mid_R,Cerebellum_4_5_L,Vermis_1_2,Vermis_4_5,Cerebellum_7b_L,Occipital_Inf_R,Red_N_R,OFCpost_R,Thal_AV_L,Heschl_L,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Mid_R,Occipital_Sup_L,Thal_PuL_L,SN_pc_L,Vermis_10,Pallidum_L,Frontal_Inf_Oper_L,Raphe_D,Postcentral_L,ACC_pre_L,Thal_PuI_L
Rolandic_Oper_R,0.058887515529754506,-0.17522566591211827,0.2088088851877514,0.49541310402708977,-0.021179077644035166,0.29798269576597125,0.2565726705108792,0.07711956795244237,-0.02958758036314659,0.1569007428181698,0.12506067295827297,-0.047110366107999645,0.42361047781188244,0.41592676426667363,-0.11816103075261773,-0.3422211322794872,0.3587295197138548,-0.2992151649665856,0.1506752103599894,0.7868522591216828,-0.11154147015028981,0.4783213545063184,0.07441405610834605,-0.05808623746562814,-0.04917110862890701,0.08673202574816205,0.6827111838475786,0.5571999676204507,1.0,0.24558637565881333,0.5291299603836978,0.4910421489894731,0.20243692881666192,0.22092961212924261,-0.17312073259991065,0.6945509419994592,0.1233768861583215,0.23786016645132319,0.40042575992544627,0.15747729052845102,0.12609535035445585,0.24022226243394976,0.13391095106783205,0.27404425916976755,0.16922055797904206,0.44928545633823275,0.7622560495575486,0.13553407363889272,0.30293434584820744,0.09756746559712655,-0.040500383414827715,-0.345769147873201,-0.07537564261373375,-0.16129985520088133,0.3594730496058051,0.6687423973799138,0.09558796084789636,-0.005323392211347187,-0.4262504335785462,0.19234346485011836,0.21742686374065215,0.3116762226744808,0.7309568443782739,0.12007474518037589,-0.10810035746711605,0.34337376765467814,-0.2231876142255099,0.3980810794217636,0.27955274634821986,0.3057899216733335,0.12331826461282261,0.202508008644955,-0.11690708600355225,-0.06172138856262732,-0.4638311563203893,0.48165493956448485,0.056285763276305405,0.32348863166333286,0.5181216141864723,-0.2947500938210354,0.04847674530123466,-0.4122178004212384,0.2025463887246653,0.07342122163752482,-0.08723178124721735,0.11524296481250935,-0.10100365986041857,0.02338359152580354,0.30641902352155004,0.2039874081449722,0.34976003392669863,-0.031710526860292014,0.475461771685978,0.025476281504111846,-0.22281647928982476,-0.26965690466252695,0.07370755286632558,0.14886033131232565,0.12079187283931786,-0.06360904994520762,-0.38683343557995215,0.13961494102084268,0.07107117590773915,-0.10025569726019813,0.11701845929991224
Thal_VL_L,0.5902360357524885,0.37892874883148764,0.6055380852985067,0.5667709410642934,0.29170822730508955,0.5843011690394262,0.6224947182430606,0.42566349321196056,0.1651910959167165,0.6498434416067931,0.5507811086675827,0.44997918053358077,0.4702940948955861,0.5269314280844205,0.19086489428638925,-0.11784482503747808,0.6023194613347438,-0.2334687957124725,0.37510479395708135,0.3747038249715032,0.17517524175996751,0.5018255513070025,0.36605018753635793,0.059982229013480215,0.4770016762416673,0.686483796083432,0.4028468856211593,0.7918748073146284,0.24558637565881333,1.0,0.6670282164070248,0.41014691118243085,0.5013274651280722,0.29255440650638,0.22530941159966134,0.3528378912563369,0.6556159065287681,0.08848027546378967,0.5838676304426549,-0.021547932376719918,0.2540121676981629,0.46664610592214756,0.45516930147928497,0.5390785028656186,0.7110687560957751,0.6831264069524362,0.2546537479573685,0.5061262187757898,0.15937855651365523,-0.078928704068738,0.4743839538618218,0.32017038016705746,0.10669797631885157,0.38171057692758975,0.20205194408707208,0.375884453263664,0.18309853372651413,0.5346707646529444,-0.263808109645864,0.3480157561924077,0.6236930355190912,0.6164798071176154,0.4627920918036469,0.43078729992697107,0.5159264474173746,0.3889645078701502,0.06292006825176166,0.6832892513217858,0.058136183736004744,0.2548622928614272,-0.017682049471908,0.5408835557794761,0.25518377767779976,0.08800151586017425,0.24676515916461575,0.3143260985612604,0.11538538007886753,0.45557804908420024,0.6168702944133193,0.34928218619982004,0.6763950070248415,0.20715474790658467,0.6361913766744705,0.6053113373809504,0.5849191949204654,0.6128899534559488,-0.2223194189669036,0.2187456965037059,0.4659806617114046,0.10836039985674774,0.4973545306547167,0.5951975390304519,0.5760243332192927,0.27322360645815863,0.03862644144791658,0.2559738900413608,0.32798796943824277,0.4804419397882532,0.3292334787654365,0.4648481087430441,0.26286489827881654,0.37225709758888426,0.656772354223779,-0.06635743627405837,0.5925641486464438
Thal_VPL_R,0.2589370289333834,-0.09358577592334498,0.6888535469744621,0.6432332701534973,0.21256293197834825,0.4057679296854352,0.5390646745193985,0.44118904521072866,0.10238119208526195,0.6289776031151869,0.6171062860056779,0.20223521964622573,0.6861663262386841,0.6894400531693354,0.2163343139579595,-0.2313097605741314,0.47397140087954637,-0.22381210017510747,0.22927969487902072,0.6032915776461695,0.09630279444838576,0.7813605990828679,0.5451437199563148,0.09314510745120484,0.17527700315725056,0.5105329771161871,0.6900713105330598,0.7081315347131397,0.5291299603836978,0.6670282164070248,1.0,0.5756740658735647,0.34658544267770053,0.3889031802163256,0.3231209549881895,0.3961031739102262,0.4982069505259058,0.19300334995515,0.7076229102533941,0.0806297335266538,-0.06915312005378431,0.5753407429594369,0.41319111423648336,0.5864367573277025,0.45682892104372397,0.8215315378074625,0.629543134635678,0.4171867166624683,0.2421223016485485,-0.06740849978672189,0.37148707677432186,-0.17667214721045063,-0.005979432537151479,-0.08956370513421374,0.3503900869151876,0.7324643007907246,0.21859146062221804,0.2826003728693311,-0.38323794172991094,0.3578989594440409,0.6234497223838206,0.7071668616377879,0.7315259526383789,0.4335774811386046,0.43376164930383854,0.47332549552248043,-0.3038908405172152,0.8215604300888604,0.438866034890454,0.42804457764543974,0.14687693295351562,0.49631453343408766,0.364763145432709,0.14248349496684795,-0.2449166101883003,0.4168798530327203,-0.03813659942294504,0.40464727445686605,0.6289082813763693,-0.10889358234695164,0.536058582280711,0.13033430226729187,0.6770566304360266,0.4709495652069255,0.5879514263147371,0.5681024290479905,-0.33362572498805587,0.3373845071664355,0.7554824403739085,0.08526767894622264,0.4873636358333963,0.3147817519500575,0.590738778316644,0.49431685127374,-0.057432847130747054,0.14052730990907858,0.4366263101051721,0.4528513365688335,0.2848083357174973,0.08138106526295194,-0.2834561927519009,0.4345164888581978,0.46487215219969774,-0.1358872889749651,0.5569144801269766
Thal_MGN_R,0.00904514092193349,-0.23799048445567977,0.46081035143849797,0.4250881628865987,0.0932097574197762,0.17654973451293726,0.30843815736288155,0.09675307223526095,-0.05493258930343792,0.4493575921665105,0.4132322407361494,-0.05683228239587637,0.30734943959646016,0.4240885535129715,0.0005794226867155294,-0.4020218968534329,0.14912206536048586,-0.29779901663979935,-0.10601777100885784,0.4280340301237405,-0.3145084747247522,0.5974981745439606,0.3488753614003735,-0.11618012841407757,0.16215585826513304,0.28656059634771774,0.5737271542304124,0.51302314885817,0.4910421489894731,0.41014691118243085,0.5756740658735647,1.0,0.4930708135611261,0.17305232239153195,0.17394305355547385,0.15330901797911192,0.25398105450518116,0.3390099406969097,0.6002499355786782,0.08869842716181782,-0.09163395781730486,0.37214254705011507,0.1451065937888495,0.19635061768067813,0.06030504334652475,0.6313956797379381,0.5352248028073714,0.4159840254343776,0.35682522414148693,-0.12352239067234773,0.2524567469829414,-0.26759740818298855,-0.013320316301154737,-0.20861326906678104,0.47340032302501317,0.6680026503152013,0.19681549601689258,0.02485830921447072,-0.36339797312821404,0.39469665245260516,0.383008758700186,0.5031637946396287,0.6539627597088014,0.2368562669538389,0.18524711883591574,0.5387960124955168,-0.270125039186193,0.6338379993390011,0.437562175368412,0.31521386890962594,0.25546498497892717,0.3020160535557113,0.2233839879269195,0.08804984286919809,-0.4368057149557943,0.3836230276097868,-0.3061547815718801,0.45001124656036456,0.4344620752990097,-0.13005134607688407,0.2858010749000901,-0.06779353476438336,0.46040961457073093,0.381938178968575,0.2885608058856825,0.3675648164556765,-0.3919731385874445,0.2113895138853814,0.5441791726842754,-0.07267239204084706,0.22132227461113355,0.04033467476973811,0.5153430439721491,0.1326699598777009,-0.05351330255918667,0.008448307538066219,0.19009826230963564,0.48704091628158397,0.07496804529177205,-0.1733661704445234,-0.34412254474690135,0.30086367904600486,0.2459865013824844,-0.021108762573222313,0.17508048523023917
Thal_LP_L,-0.024721907616608123,0.11561126022048508,0.40741206275938396,0.37008308571955484,0.37772718154645835,0.17915857160933168,0.48584369279898093,0.24316911898376134,0.048145450326246,0.5040625600884797,0.38157767959105304,0.25350241205612817,-0.0018500907849860059,0.2078701024002245,-0.006872486394942942,-0.08717629249340851,0.0809115443368891,-0.14172214591454377,0.07382000099164934,0.16437782028420525,-0.15176051718282807,0.343943569003367,0.2849714294390042,-0.2992687389860891,0.24669533401711438,0.463133800502108,0.34254625444555165,0.5951302312569169,0.20243692881666192,0.5013274651280722,0.34658544267770053,0.4930708135611261,1.0,0.3331424650119088,0.03619480624124149,0.18812798447009008,0.4905016849593286,0.17547190308221894,0.2361128553284134,-0.15262270754524068,0.09152709609222064,0.46302899246856466,0.27399276559987396,0.16369988840667762,0.4059759064368893,0.45384928013665704,0.18548285920396065,0.3699496235827813,0.4349945154615916,0.04813028142988869,0.3399450323547914,0.10749069109511934,-0.1103515623749186,0.16799351634591303,0.17991062248330894,0.3661801505511982,0.2072278865182166,0.3708502637072911,-0.16329180627965778,0.45919651271615186,0.5249202316465473,0.5156061274013084,0.3498453548990036,0.27109634490471707,0.2703255437378967,0.6100562098518174,0.11323579394692203,0.45755843777027244,-0.019754920597522607,0.3080988154225192,0.1896302991880847,0.3918014980831552,0.1483645037147139,0.47780129219380135,0.10154948883516511,0.23295894263584663,-0.1166746329094002,0.3836943125797715,0.4591737696466865,0.27523566062118027,0.41682858278983803,-0.10892779052809631,0.47419866020778323,0.3614882912169848,0.3641572586455251,0.38627638081202664,-0.04592052417862404,0.2183472038384172,0.3254492867102737,0.008557622386450957,-0.07088363514746364,0.24132253516656585,0.5023881523052003,0.054843813522900804,0.10701641490638719,0.1691330321746845,0.06313720764009643,0.7453886760212315,0.3001704432121179,-0.03461711137147325,0.09272705459260518,0.22315967441338255,0.3741724884371593,0.32992573675176934,0.34300455519561596
Cerebellum_9_L,-0.007539612035854348,0.23849141364056656,0.5672149360639591,0.38342564114837996,0.48897674695742926,0.46110643474433927,0.6290609870395028,0.4308268512080274,0.30803229845094515,0.47643122259672926,0.4309471028237272,0.5149417099761683,-0.10580182255747832,-0.050533245910280536,0.34729607425342535,0.11628461869040217,0.11092629755569097,-0.08626473964010864,-0.0032175823547980348,0.15916340457806263,0.3525372138860098,0.4012474891370459,0.462133564700409,-0.08522561211413726,-0.0048572710171451445,0.49158227964820783,0.410340976244957,0.19807178283670848,0.22092961212924261,0.29255440650638,0.3889031802163256,0.17305232239153195,0.3331424650119088,1.0,0.05335623343856323,0.18204466515606016,0.660805617786984,0.36154222987217116,0.18257137451306477,-0.017058681512211446,0.31208175431171775,0.7424800713542987,0.7770214529401736,0.09586334454842918,0.3746839053275415,0.4916402639485698,0.07304756461497232,0.14874731141305797,0.4689447021512368,0.429362508676391,0.569026511327559,0.1147019817401276,-0.11074429557711689,0.2460041189301128,-0.24991136409774098,0.2703229834764787,0.5105826655744982,0.6256245717787886,0.21995962488955964,0.6116570963486541,0.6408712042114086,0.725178806568129,0.2979029275826681,0.4031235720916578,0.37945800484532843,0.4784702465288641,0.22471298866791414,0.42905524383991034,0.18279002131952674,0.4049160106205392,0.21248706625338873,0.3298634810708451,0.08581675201684011,0.46790686854563435,0.20330797562771438,-0.22448831866002447,0.3799998839602006,0.21210916158252963,0.5995957943280297,0.021549649104735995,0.5562302265987648,0.12818859069130836,0.5781937514551905,0.25036889504742876,0.47161677702559757,0.3517205864280659,0.4052592742766494,0.33040390059733576,0.2755269673690105,0.375913837175702,-0.11611966826214598,0.3848504535538935,0.6109743556507379,0.1874018775739342,0.17084168461103758,0.26004123262180745,0.5217770807049318,0.31669461153157813,0.7560425268452203,0.30513323563759137,0.037687796616803916,0.10977865453932517,0.5949974005923807,-0.021605919502471135,0.6474489705498838
Cuneus_R,-0.012858403501614999,-0.14563127240733037,0.5089928374822971,0.3520515169358493,0.19644818318303778,0.06915487213799902,0.193834167502855,0.030637509920618193,0.1189282227121955,0.3628410933844986,0.5722246802140774,0.24762858395038323,0.20753912550575912,0.2322266711321007,0.26774005974158294,-0.19061476104517588,-0.13470416354341153,0.17638403309140385,0.020071873783363125,0.021918802808848867,0.16431066803475847,0.24787471466391342,0.6138000663804213,0.043790029350585284,0.1740706302722041,0.3565222733957045,0.34791226693287386,0.13498324652460594,-0.17312073259991065,0.22530941159966134,0.3231209549881895,0.17394305355547385,0.03619480624124149,0.05335623343856323,1.0,-0.14793974390173814,0.1686547727399597,0.1655878775065485,0.2920126061506498,0.12632377203799416,-0.1787956032364645,0.35827870960363195,0.16408740075418377,0.10909014718660882,0.09571208286963305,0.3312817540843412,0.1427699084219329,0.5235019325592946,-0.06955504128904615,-0.24506817034212444,0.3789932346320827,-0.12296812786069852,0.0039653346795059455,-0.20680961231832728,0.11116119428153638,0.30370756842263436,0.04800696848243097,0.016727757675074638,0.019350478485187683,0.06598663626972827,0.32302655663391655,0.32778502042233243,0.3091714642555391,0.39589555926380177,0.5324538128500819,0.3564229106392288,-0.4053790090910844,0.4416272711332824,0.27820508424518625,0.18748147208577542,-0.042089604554573355,0.22298764243394184,0.8253239897759769,0.09063791369302569,0.06809960197690233,0.24397839081165204,-0.1420895207750067,0.22263536476556184,0.1425716027104876,0.05941309813340599,0.3835804219706415,0.2677085893334057,0.4354487647909022,0.44757144509766705,0.5022482858747017,0.5812492046948999,-0.3657773469268334,0.43440570202745443,0.2515794388163087,0.06103843984492931,0.22807247796598495,0.031437549029256814,0.1678217919915106,0.4316427268875974,-0.014487658718342242,0.6954551416318374,0.37096515820490666,0.2379955093878914,-0.08089730866261952,-0.09813796211592414,-0.13312562370363562,0.5344870166710206,0.27795338715790946,-0.14880658695628368,0.25160479147293846
Putamen_R,0.38691924834139807,0.2714677927067878,0.14416932805812557,0.5045944414881051,0.099011333514793,0.39660557827822657,0.45376968847797733,0.22030917193812485,-0.0021423183706187694,0.19894537382257108,0.07288282410169446,0.16949137141955636,0.38240860789420245,0.43959358408651594,-0.14245394955899277,-0.16361206087090752,0.498082589286189,-0.0669641247595614,0.3929017972656752,0.6349766465037294,-0.013878282915890319,0.23569238316215843,-0.01889595543773848,-0.010147923182683634,0.0314940336771157,0.20131333793157796,0.5799490462928448,0.565998777833181,0.6945509419994592,0.3528378912563369,0.3961031739102262,0.15330901797911192,0.18812798447009008,0.18204466515606016,-0.14793974390173814,1.0,0.2197574166174939,-0.05013862266680382,0.09304150692280695,0.09950235547595492,0.18329492323809912,0.18033575114575906,0.14390135684001049,0.42938942403731334,0.4647763073168796,0.3104007100197762,0.5691829729296585,0.13578530737387806,0.3088607279303372,0.16735096613843034,-0.04114242608297233,-0.0210289364952208,0.004387884690621049,0.1428216435967243,0.20682095684903753,0.3513476232041929,-0.022834857991491368,0.21255544475107696,-0.24160316939954388,0.21841540753059224,0.2768780305786317,0.28101158774188606,0.5551928451248879,0.14825363419984716,-0.020648233434659206,0.17193733131178335,-0.0012526518462259552,0.30113357854238754,0.009360783384067152,0.1964404403578526,-0.03646915164531238,0.35615300942340744,-0.13618786538130626,0.0453426123714744,-0.06445405499036508,0.36329448417405724,0.19584624337204998,0.095315123070602,0.5483010865386737,-0.007981049340031006,0.12698686270670978,-0.48082165521989334,0.22300346373227847,0.12910308753425184,-0.01530279493428201,0.14852831199667285,0.05343929563653142,0.027489002396616037,0.18793808439067883,0.3319772738987727,0.3411190639610801,0.19759301811001842,0.5044372540512321,0.016886870300056925,-0.08139495653131862,-0.1064016803847701,0.1346475756633781,0.0429505028436624,0.17379453382168294,0.18090822641249552,0.0400133419307824,0.15083336708995795,0.1752869952798231,0.04304512162823104,0.19701780311580241
Hippocampus_L,0.3959657054624451,0.5420552413285786,0.7981048872334947,0.5713204829752557,0.5522278039898834,0.647721892612093,0.788221001520441,0.5369440704129312,0.20679076695193402,0.7364775538578696,0.7264249817924708,0.7645751345586812,0.07676438736255699,0.1695572068934961,0.19871089371162753,0.11114292414808453,0.3974011816148201,-0.0898460272287404,0.18954526913052974,0.21237535669592122,0.24528009308273957,0.5091383186613917,0.482853906277766,-0.10465877086047527,0.47210998434022006,0.835554237048394,0.27410752066731164,0.4521498296886221,0.1233768861583215,0.6556159065287681,0.4982069505259058,0.25398105450518116,0.4905016849593286,0.660805617786984,0.1686547727399597,0.2197574166174939,1.0,0.1033469012702106,0.34241484500402924,-0.17191526525977258,0.4174613685088945,0.7746924060668294,0.7024962088562117,0.3483293722654334,0.6174451613989886,0.6989757080331589,-0.04656995476990118,0.5012265284861356,0.41541038340066455,0.27279853223261413,0.6377280384512803,0.5199571259099541,-0.005423100982716149,0.5835767805475492,-0.1083440114819224,0.25456571960619945,0.4617875880912317,0.8923774119338428,0.11217733660510387,0.6588587868824924,0.7953373929967428,0.7640187975016429,0.24229357172352392,0.5689251691584248,0.5243753474714272,0.4189473549128825,0.3961358980182652,0.5993983780745151,0.058739246051391615,0.42483125861504756,0.028848414950017703,0.5221110028907513,0.15796667727086536,0.34641409993277666,0.5190208387421404,-0.0518172299405511,0.35294775809820017,0.3750876941620828,0.7596905754984242,0.3991894855658848,0.8820119786565556,0.20174380276618806,0.7825745768460826,0.6951250374691352,0.629329903096848,0.6244031854570257,0.21558380733062674,0.28744598800728083,0.3558610991058797,0.2380263066559428,0.10139838738056045,0.7342555434211924,0.6633210221761906,0.13621557959438088,0.09852443439608526,0.38785009217548366,0.531730323674243,0.4781564208369974,0.6455478931489631,0.5153977974664993,0.4162102196911416,0.15953198872819932,0.9091563460953642,-0.0015999468889693798,0.7611324444874524
OFCpost_L,-0.22760917821233145,-0.23271781185931048,0.25053235870990326,0.30351901059962355,0.27520731368609636,0.11911464564067487,-0.008201639258546972,-0.09794098886473122,0.134228755645078,0.1471130516348757,0.21873545671646977,0.04334170506506205,-0.0501392142623224,-0.09344104258074765,0.19027164802999655,-0.22112628985538524,-0.18624336986893342,-0.024725169383675423,-0.23036227761843472,0.25832947807535245,0.20360954930351652,0.3145671019324054,0.3023514331563861,-0.048793032727875586,0.11025901614777803,0.22698060546638726,0.3661220412076833,0.08647738382900973,0.23786016645132319,0.08848027546378967,0.19300334995515,0.3390099406969097,0.17547190308221894,0.36154222987217116,0.1655878775065485,-0.05013862266680382,0.1033469012702106,1.0,0.201248229416998,0.11263844414030891,0.010305616436171037,0.33377636207326755,0.2695562524935669,-0.15696949771902205,-0.0906134722198938,0.21496102654638977,0.2890405245875295,0.3069825805249716,0.04203668573403536,0.10882283733245238,0.13600892319238006,-0.1932290562972937,-0.15416997361395393,-0.22067424513376968,0.22788073939927417,0.4684444549243838,0.1944550297671943,-0.0071175737570525225,-0.15731226980466628,0.15803687048166262,0.34837044647421944,0.2998510201176036,0.3961128942907669,0.12334934988731452,0.03317656474692182,0.38335785145605256,-0.12493131163600754,0.3616188785742959,0.3048851824278945,0.22406286343120066,0.49529173219786965,0.053380168440773305,0.23812007451125763,0.11106865810701202,-0.1311762743953928,0.20178303696385674,-0.07973142172925114,0.1552148148434763,0.11463123373428977,-0.1585277364951557,0.1491057930231757,0.12228749107239419,0.20610327520352967,0.13923307816080358,0.07418006767661446,0.35202866552007844,-0.1427271531351309,0.3315243865486066,0.07960473997820314,0.14355633038039717,0.022685254120184344,-0.11316763980834793,0.23552823306874815,-0.011345939561861352,-0.08447807930444,0.16830063437115927,0.32803402415778443,0.15336396167604582,0.13264020813735306,-0.0995801483359766,-0.29951294091376035,0.28199180830834036,0.08649302173114604,-0.036558056345387765,0.23965127844355055
SN_pr_R,0.19152258789757337,-0.19820262657319113,0.5110000675576668,0.31262984605408384,0.06653888982520192,0.43430220387042767,0.29532795511172105,0.2945492142540721,0.05985019652678904,0.4582166693075081,0.4848760859502185,0.052560177155027345,0.6620463524440618,0.49760304353520185,0.15675530979512636,-0.3227090677678367,0.4285816361897383,-0.469841340316164,0.19399538401442293,0.35339634216504817,0.1358394196370922,0.6510860674644402,0.4499218903803729,0.03677667838629024,0.17020601458119097,0.27949201779202093,0.43446496191942213,0.6043397642623365,0.40042575992544627,0.5838676304426549,0.7076229102533941,0.6002499355786782,0.2361128553284134,0.18257137451306477,0.2920126061506498,0.09304150692280695,0.34241484500402924,0.201248229416998,1.0,0.025725917444806873,0.11945697908896995,0.34659438276425636,0.2506205631858614,0.3962631999132657,0.2354002694724918,0.755406993659186,0.3885955943554228,0.35733169584042807,0.05923505543872799,-0.20999659187107889,0.4109332044001737,-0.18650400139588597,0.005473580140853429,-0.07645880332696137,0.29728851786789734,0.576092687810005,0.4059066699986418,0.06609223727321467,-0.3841829714467417,0.1829594517558316,0.31533914094073145,0.4632643244204978,0.516609383493495,0.32919629063334904,0.4481397402155289,0.36687543512457266,-0.30180392961834085,0.5730475119715275,0.3588742748087721,0.26190237406610234,-0.14213575290386252,0.3263439730342324,0.34536127669539973,-0.14841410999617802,-0.3075873813541737,0.29123669113569545,-0.09263973995366682,0.6605966296962265,0.3928288493704531,-0.08458083428613128,0.4066476312757686,0.229997994276024,0.4992987836054681,0.31760044158654355,0.46895277747429837,0.36438673499525526,-0.42802156453359297,0.2692570894825845,0.6079689444672929,0.03221293420188865,0.6417986626610959,0.17940147842270726,0.3424853019284246,0.4170856016365844,-0.23084159142832275,0.07842131564479529,0.2372452333897273,0.43169897875547847,0.1530845524773548,0.12631302320874918,-0.3052893133184002,0.33654949253309524,0.32395274776850413,-0.4089559582660367,0.32039554169335577
Amygdala_L,-0.052404422385021014,-0.10570345743898749,-0.046428539901250586,0.10734748377787069,-0.10797394886658972,0.038168468453099715,-0.04588685129265887,-0.03717289423073401,0.04048071880152046,-0.0431569155589355,-0.08322132951950512,-0.11353099197898568,0.12596601324436627,0.13910638266497247,0.11647268877581135,-0.12739929908076916,0.06998123317184864,0.052265207464965845,0.10575759665091196,0.04396385356753188,0.019633885240687165,0.002305803382880183,0.05119686637950527,0.03176269434811675,-0.08058889700296215,-0.07218051685049363,0.20049238372907324,0.022748682975855822,0.15747729052845102,-0.021547932376719918,0.0806297335266538,0.08869842716181782,-0.15262270754524068,-0.017058681512211446,0.12632377203799416,0.09950235547595492,-0.17191526525977258,0.11263844414030891,0.025725917444806873,1.0,-0.0166633864537105,-0.004618019152790123,-0.1402566938885927,-0.06638309002408382,-0.06973441209343505,0.053516205339502666,0.17572483043895498,0.011247005291236501,0.023945931887804306,-0.0627300144262951,0.05889812470947405,-0.20015549399513483,-0.04999772553487227,-0.15930176180109706,0.2146130794347931,0.12348061823239453,0.011489442947699612,-0.18557041215509879,-0.15322022180232675,-0.07339217232741384,0.0018337575073334572,0.04155819552815033,0.18588305834536697,0.15960738009958716,0.07758629300917223,0.04246550323246105,-0.18651447803342275,0.08820783294636039,0.2657191076075593,0.12845621580370425,-0.07169719611673939,0.048950451738223225,0.09986148806939844,-0.1404936146186593,-0.1906754662786704,0.1609359947961435,-0.12273183788626142,0.0524470192874087,-0.024542010831509822,-0.1259512312208643,-0.060827871266343154,-0.06022077726287198,-0.02109465273851014,-0.020991577003820455,-0.02787374121144337,0.07583569020068633,-0.13364128899682332,-0.11603549295228294,0.07696875220084991,0.0005701935527640745,0.1320063258303546,-0.1639905272641871,0.09248517335596104,-0.0545901703908727,0.005274411975609559,0.05266905636055407,0.12764943493929973,-0.15655456940886942,-0.25405117557803375,-0.02826727881452843,-0.20327187298331756,0.17366514140524159,-0.0963578898288903,-0.15906099795868683,-0.03905209701258562
VTA_L,0.23201215401145195,0.4392169473537346,0.15012436279109206,0.09957342288688231,0.3613607579400222,0.6199474687682153,0.32025326393239023,0.15875273328180525,0.2715582096274581,0.16808586018513386,0.11155955630229347,0.41758720538737976,-0.1292904868357979,-0.2255488441921033,-0.10370774577722236,0.12512269945037113,0.29103572802428446,-0.19908878012811926,0.2826647157691478,0.06641141678545319,0.16854466882778443,-0.007418730512914448,-0.07341672672354832,-0.19131442670774973,0.10453946310618997,0.267781252441739,0.0270607981984624,0.06579192720614689,0.12609535035445585,0.2540121676981629,-0.06915312005378431,-0.09163395781730486,0.09152709609222064,0.31208175431171775,-0.1787956032364645,0.18329492323809912,0.4174613685088945,0.010305616436171037,0.11945697908896995,-0.0166633864537105,1.0,0.1873138717547471,0.24165245297187862,0.011603103676840507,0.3206353723387777,0.12556559522099464,-0.12746454757351247,0.03531848107226606,0.1899607345761775,0.2629718690987309,0.19927853080813263,0.2684565962944931,-0.013777276908560778,0.4050174524671008,-0.18661464340315914,-0.0963733605871373,0.4505001919041899,0.46505291161223394,0.19832423439044872,0.2584744058827203,0.1826233193959746,0.13808734206213055,0.010831589562324037,0.2453730685723604,0.023860711399881916,-0.042866177793846466,0.39760459181181596,-0.03626408603315287,-0.004230859683464773,0.13559212807089865,-0.2985440834404624,0.15516956377062804,-0.16886655849197812,-0.23168132858021293,0.32743708424954027,-0.19792713939045586,0.24724408408494405,0.44243821307805226,0.3782084677985331,0.05599057316243973,0.28211791297262656,-0.1547780011829719,0.21422180956828255,0.1490469349883562,0.050181779573948065,0.04259597354524576,0.37883095058532607,-0.042503610856082334,-0.23407384631561198,0.1981314083131861,0.18693148387589717,0.2760057772774453,0.2945146350513776,-0.2380872671947536,-0.22511784079920963,0.012563660511656083,0.10177425202766836,-0.009393527159343407,0.3368591250743354,0.4037392885454005,0.3343032018718669,-0.1813957560462991,0.33957770743148935,-0.3197436652532037,0.17194692859592953
