,Amygdala_L,Thal_PuA_R,Frontal_Med_Orb_L,Thal_VA_L,Cerebellum_6_L,Thal_VA_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,Thal_PuM_L,OFCmed_L,Vermis_7,Cerebellum_7b_L,Cerebellum_10_L,Cerebellum_8_L,Cerebellum_9_R,Fusiform_R,Pallidum_R,Vermis_8,Vermis_10,Postcentral_L,ParaHippocampal_R,Cerebellum_Crus2_R,ACC_sup_R,Temporal_Sup_R,Vermis_6,Hippocampus_L,Parietal_Inf_L,Cuneus_L,SupraMarginal_R,Insula_L,VTA_R,OFCant_L,Thal_AV_L,Amygdala_R
OFCmed_L,0.0758214593263162,0.25712048951005906,-0.3878987496155104,0.230858026018676,-0.1419646144066844,-0.16475459638192377,0.459337324811851,0.5091764429179146,0.44939889667360317,0.4702066687975039,1.0,-0.13065899231176306,-0.25161207932535945,0.22683046171683988,0.27171284565849196,0.22213236612615272,0.4627154013784685,0.1566703602949569,-0.06432760326347234,0.14521191230313416,0.3023822282962688,0.38497489775903654,0.29717811937336963,0.4318637426635037,0.43692193820542835,-0.016638954026490693,0.31449865450012715,0.3228841351706566,0.26795908043795186,0.4606441702306816,0.014740764150941981,0.2915750577161243,0.22427817616768847,-0.012514631514269486,0.1437891788193214
Vermis_7,-0.16407380812345732,0.10846541932362135,0.298833425473541,-0.45631512119978473,0.03301256422462638,-0.1122716914018077,-0.2830984960912633,-0.21805695230683764,-0.11889983581778557,-0.035001299744581625,-0.13065899231176306,1.0,0.7961072876242317,-0.5005126327350529,-0.12943085836063514,0.033402511976981276,-0.6349316270093731,-0.35883342897686893,0.680376028291145,0.28880608334730745,0.08757825175293396,-0.3983352216035671,-0.7402806628046883,-0.09773850535479799,-0.42912328019774515,0.43210225748736825,0.15185515454968837,-0.12540498798897795,-0.5478919900913192,-0.22804559090718413,0.44158683707451635,-0.26144545113407214,0.0023356835173676737,-0.40424210879118777,0.07287274215357996
Cerebellum_7b_L,-0.13364128899682332,0.05716239050436855,0.3400142929821748,-0.5137193089330863,0.01577173907145261,-0.11808977296019696,-0.27312024159043874,-0.18452816348764833,-0.0645446121151847,0.02920649081486965,-0.25161207932535945,0.7961072876242317,1.0,-0.2544451079907604,0.01734711057478213,0.10812267998431087,-0.5649497544201898,-0.3633310592502129,0.8033114012407884,0.398092060495697,0.12967851889458715,-0.3570870221683053,-0.7420691512747429,-0.14466849909884,-0.43481808531728655,0.4759215827125049,0.21558380733062674,-0.05488649216206403,-0.3966933325344589,-0.15986489532604994,0.3459183580432641,-0.21996664280644398,-0.04153505548191674,-0.42270734879952027,0.10384321098434714
Cerebellum_10_L,0.07028217134655353,0.00038673131901413723,-0.28689883351843004,0.27925588429261144,-0.029612544219009346,0.01924586601677191,0.3365506617125151,0.3911511949356713,0.4031952427754622,0.21461679066489442,0.22683046171683988,-0.5005126327350529,-0.2544451079907604,1.0,0.48675580855025485,0.2812524409567394,0.6307188900880647,0.2143906761757768,-0.029760391220997804,0.0772442792728175,0.1894825631192501,0.5367393790613161,0.36151591484228274,0.1567476360435417,0.4201543251441532,-0.03986300273749684,0.1855491179444495,0.36454245797472173,0.4804641649871255,0.497285969883203,-0.4033025940004972,0.34743603344372087,-0.14170084517379405,0.2552905027210115,-0.15876820032773362
Cerebellum_8_L,0.05889812470947405,0.22687272978826586,-0.06939038763338444,0.1526651644726421,0.3991732733752831,0.1612165871613501,0.14234951059397702,0.22104626125508445,0.5278163710642887,0.5745081971555915,0.27171284565849196,-0.12943085836063514,0.01734711057478213,0.48675580855025485,1.0,0.6002430478933466,0.40691666344388416,0.0767867110892539,0.3427359663293946,0.42464299404115213,0.6969591445123324,0.3937484564767381,0.11096253337394606,0.2992561761938555,0.1937652025647328,0.09167516816099515,0.6377280384512803,0.5578391673367133,0.39270050441168597,0.4418271406255315,0.28424435897100536,0.14158361742697656,-0.048580192624694166,0.08567441615913045,-0.04262886999446751
Cerebellum_9_R,-0.1402566938885927,0.41155845620160114,-0.21411880319808485,0.09677254359043813,0.31051594610515515,0.10885056859841694,0.18462420421738948,0.24983442418687604,0.3463713937797973,0.6280056833107451,0.22213236612615272,0.033402511976981276,0.10812267998431087,0.2812524409567394,0.6002430478933466,1.0,0.24071447032071483,-0.0738382347318538,0.2452599780656787,0.684626317405721,0.6821342276265198,0.5137307050953923,-0.21425063179867151,0.2691798451010806,0.26413003896702236,0.02075739920752776,0.7024962088562117,0.4160727051643677,0.16351104983358142,0.4265246212525144,0.33440021584876817,0.06615661222417467,0.14846937921968975,0.057522327236820825,0.059053089044603484
Fusiform_R,0.11424650608162831,0.2584840111627994,-0.29701538287609264,0.5988087143395668,-0.03972199930860517,-0.09235945631582064,0.5776802504466441,0.5618639501751932,0.540661647192953,0.4891819877153254,0.4627154013784685,-0.6349316270093731,-0.5649497544201898,0.6307188900880647,0.40691666344388416,0.24071447032071483,1.0,0.4084458821662812,-0.34855728126060803,-0.020938319797249375,0.30180667054455124,0.7297164171592847,0.6632135000136797,0.39679399600345855,0.7478580844657431,-0.39539372899142783,0.28430128691426104,0.46379849456227873,0.610010658979523,0.6449691312599697,-0.34218001040777907,0.5138925070880005,0.21084841988188846,0.31252246464094013,0.06001210704158559
Pallidum_R,0.012789680228347705,0.19741665191191515,-0.0731800922794374,0.4405795429787436,0.0018316077507977246,0.11153866156139383,0.4290247039744769,0.2996545633637246,0.37810011742958954,0.15865519677473802,0.1566703602949569,-0.35883342897686893,-0.3633310592502129,0.2143906761757768,0.0767867110892539,-0.0738382347318538,0.4084458821662812,1.0,-0.3323312423647961,-0.005816117074885241,0.0011134823861861144,0.2886058340930036,0.3756340102953474,0.49114700983798665,0.410335896645872,-0.4496945185866425,0.02616239462376205,-0.04763470674155733,0.18542872651685557,0.25437027661423556,-0.23581609405428605,-0.02656069823410892,0.17912443801142527,0.25366407218831905,-0.18595011782820914
Vermis_8,-0.019245387144463465,0.10563046015400766,0.2655722864826264,-0.3700617682614501,0.2828328165187875,-0.07071834230932725,-0.26805806459761683,-0.14678120708976453,0.15515809135136804,0.1718669460773413,-0.06432760326347234,0.680376028291145,0.8033114012407884,-0.029760391220997804,0.3427359663293946,0.2452599780656787,-0.34855728126060803,-0.3323312423647961,1.0,0.3778251442979898,0.3274561439926304,-0.18331566714503097,-0.6068237473036375,-0.04781211058476127,-0.3381403890896927,0.40605219443775237,0.3874632991717838,0.23994765311475577,-0.22773779384206805,0.021448001843903625,0.428907919180708,-0.17938537122588874,-0.26224925735051136,-0.28976450880420257,0.015245344082252065
Vermis_10,-0.25405117557803375,0.38407372744421425,-0.07581156209376856,-0.058643680589098884,0.11094914410944276,0.08236336288157155,0.10674463454753431,0.1834169123608302,0.24911156530139686,0.4784313394459729,0.14521191230313416,0.28880608334730745,0.398092060495697,0.0772442792728175,0.42464299404115213,0.684626317405721,-0.020938319797249375,-0.005816117074885241,0.3778251442979898,1.0,0.5399490544765829,0.2272123135683558,-0.40424781373872737,0.21278164319371703,0.07589981767749243,0.17714553634645347,0.6455478931489631,0.22873805046187276,-0.057312824658615265,0.2786616374993821,0.3379813183663835,-0.16904026947153902,0.1680764562821384,-0.12490954935373864,0.04118309655784028
Postcentral_L,-0.0963578898288903,0.5313785539883398,0.05364839330375604,0.17716205019543185,0.45910726659559703,0.20134684311123796,0.23268992299361035,0.24591264528323414,0.3880345949262101,0.793509220208593,0.3023822282962688,0.08757825175293396,0.12967851889458715,0.1894825631192501,0.6969591445123324,0.6821342276265198,0.30180667054455124,0.0011134823861861144,0.3274561439926304,0.5399490544765829,1.0,0.45218680391668564,-0.05109084004332078,0.33254542896546424,0.21647944070777006,0.14706209664782385,0.9091563460953642,0.6001272872785021,0.18220516700881675,0.5106868829114612,0.5998729628530657,0.09454369676297703,0.017606858252273514,0.13470802697431863,0.11031715511205341
ParaHippocampal_R,0.002305803382880183,0.449459579623282,-0.23625543769541751,0.48659687234081234,-0.046928189002962396,0.06947484459195796,0.5746656140967562,0.5482027763802786,0.4547711255657773,0.5338455726950264,0.38497489775903654,-0.3983352216035671,-0.3570870221683053,0.5367393790613161,0.3937484564767381,0.5137307050953923,0.7297164171592847,0.2886058340930036,-0.18331566714503097,0.2272123135683558,0.45218680391668564,1.0,0.31087574234829324,0.35409854271534313,0.7730229958100134,-0.44614076985305434,0.5091383186613917,0.44814633762931805,0.29578324005529794,0.6767971770477575,-0.2007904957421054,0.47964016560642947,0.12127352750061993,0.3562863586469201,0.039591226354494476
Cerebellum_Crus2_R,0.1862953021363483,-0.08116428095586181,-0.07037487806349049,0.49241560086549785,-0.11006049962405928,0.024801625832682486,0.3628918187108349,0.2815713786627057,0.1308426586236199,0.07731012653589553,0.29717811937336963,-0.7402806628046883,-0.7420691512747429,0.36151591484228274,0.11096253337394606,-0.21425063179867151,0.6632135000136797,0.3756340102953474,-0.6068237473036375,-0.40424781373872737,-0.05109084004332078,0.31087574234829324,1.0,0.1869572517216656,0.3629218078753013,-0.36357693366638677,-0.12524832887756004,0.15424938332523483,0.5196150046943823,0.20719969720606396,-0.3741744987900867,0.35331967003871356,-0.05370562720408642,0.3918745868198233,-0.022034132654440083
ACC_sup_R,-0.10746087492611071,0.4803361358346305,-0.0638161022062651,0.3566828720832044,0.23227031443232674,0.04774117001818145,0.442078416557578,0.4512407799304098,0.5493981449268556,0.531215043354003,0.4318637426635037,-0.09773850535479799,-0.14466849909884,0.1567476360435417,0.2992561761938555,0.2691798451010806,0.39679399600345855,0.49114700983798665,-0.04781211058476127,0.21278164319371703,0.33254542896546424,0.35409854271534313,0.1869572517216656,1.0,0.3783854331218125,-0.13049173225320415,0.38149255082617495,0.21414023585201727,0.137955764458268,0.3614268936976611,0.07968172740902797,-0.005537302598395573,0.31990547317383966,-0.05458261847739288,-0.09624205211110091
Temporal_Sup_R,0.12348061823239453,0.3238511937685925,-0.3449275087962718,0.5209987288063324,-0.2097569125318702,-0.0020989427060887295,0.7991595965035807,0.7604303531825753,0.5979706712797176,0.4662430211363114,0.43692193820542835,-0.42912328019774515,-0.43481808531728655,0.4201543251441532,0.1937652025647328,0.26413003896702236,0.7478580844657431,0.410335896645872,-0.3381403890896927,0.07589981767749243,0.21647944070777006,0.7730229958100134,0.3629218078753013,0.3783854331218125,1.0,-0.5121015885580648,0.25456571960619945,0.30762259408729825,0.4025694972110705,0.7623475063009326,-0.39400927937305674,0.46732098181951776,0.3250172847577044,0.30283106420817824,0.09844216119419813
Vermis_6,-0.15322022180232675,-0.08993376028781683,0.1510087866291244,-0.4997084030318665,0.0637045408780901,-0.03430982455534393,-0.3365919764572618,-0.2515110970500425,-0.16168012009279967,-0.01330233519472026,-0.016638954026490693,0.43210225748736825,0.4759215827125049,-0.03986300273749684,0.09167516816099515,0.02075739920752776,-0.39539372899142783,-0.4496945185866425,0.40605219443775237,0.17714553634645347,0.14706209664782385,-0.44614076985305434,-0.36357693366638677,-0.13049173225320415,-0.5121015885580648,1.0,0.11217733660510387,-0.030620291404761867,-0.10216713968664884,-0.19875154130041078,0.33006498278792185,-0.14096571559994772,-0.06419473811263969,-0.3513294263194993,0.10497498367203163
Hippocampus_L,-0.17191526525977258,0.5635483147929944,0.03843646083932037,0.1695572068934961,0.3991894855658848,0.18954526913052974,0.24229357172352392,0.27410752066731164,0.4189473549128825,0.7953373929967428,0.31449865450012715,0.15185515454968837,0.21558380733062674,0.1855491179444495,0.6377280384512803,0.7024962088562117,0.28430128691426104,0.02616239462376205,0.3874632991717838,0.6455478931489631,0.9091563460953642,0.5091383186613917,-0.12524832887756004,0.38149255082617495,0.25456571960619945,0.11217733660510387,1.0,0.5689251691584248,0.15796667727086536,0.5199976233907309,0.5420552413285786,0.058739246051391615,0.028848414950017703,0.10139838738056045,0.11802108194092525
Parietal_Inf_L,0.15960738009958716,0.3388886863059518,-0.02170811080880698,0.2299119633165983,0.2984458853920122,0.08652206550199455,0.2966000366592601,0.3594716416693425,0.43336677845553107,0.6290052127681588,0.3228841351706566,-0.12540498798897795,-0.05488649216206403,0.36454245797472173,0.5578391673367133,0.4160727051643677,0.46379849456227873,-0.04763470674155733,0.23994765311475577,0.22873805046187276,0.6001272872785021,0.44814633762931805,0.15424938332523483,0.21414023585201727,0.30762259408729825,-0.030620291404761867,0.5689251691584248,1.0,0.33120114141933643,0.553633068249799,0.2145427268046456,0.2671580857576566,-0.13605997651627277,0.22284030360877768,0.17462050342266075
Cuneus_L,0.09986148806939844,-0.005723751898035001,-0.2910685272722368,0.2679968693190383,0.02203191521600895,0.04156657416497779,0.313361290841085,0.34024627866690244,0.36166829727071687,0.3163042384772011,0.26795908043795186,-0.5478919900913192,-0.3966933325344589,0.4804641649871255,0.39270050441168597,0.16351104983358142,0.610010658979523,0.18542872651685557,-0.22773779384206805,-0.057312824658615265,0.18220516700881675,0.29578324005529794,0.5196150046943823,0.137955764458268,0.4025694972110705,-0.10216713968664884,0.15796667727086536,0.33120114141933643,1.0,0.4126040037395474,-0.23224345031788615,0.2333039987434536,0.04815550531385804,0.19133683543188756,0.1391071192969642
SupraMarginal_R,0.022721714264499152,0.4287046324856136,-0.18002945526495187,0.386792272948262,0.008550158189935328,0.0004375654707206801,0.6454253292261534,0.6828851665220124,0.6391804251383749,0.6516891846057108,0.4606441702306816,-0.22804559090718413,-0.15986489532604994,0.497285969883203,0.4418271406255315,0.4265246212525144,0.6449691312599697,0.25437027661423556,0.021448001843903625,0.2786616374993821,0.5106868829114612,0.6767971770477575,0.20719969720606396,0.3614268936976611,0.7623475063009326,-0.19875154130041078,0.5199976233907309,0.553633068249799,0.4126040037395474,1.0,-0.09683132329483873,0.41028318654684576,0.15569669910275805,0.21944332102136588,0.23551608352751952
Insula_L,-0.10570345743898749,0.2883762403320091,0.27599414487000423,-0.06171180620406789,0.5705603643013498,0.2963251806066623,-0.22533358517676827,-0.1879715038879409,-0.11592496936187029,0.38372340559594087,0.014740764150941981,0.44158683707451635,0.3459183580432641,-0.4033025940004972,0.28424435897100536,0.33440021584876817,-0.34218001040777907,-0.23581609405428605,0.428907919180708,0.3379813183663835,0.5998729628530657,-0.2007904957421054,-0.3741744987900867,0.07968172740902797,-0.39400927937305674,0.33006498278792185,0.5420552413285786,0.2145427268046456,-0.23224345031788615,-0.09683132329483873,1.0,-0.288916235131155,-0.14985686632889,0.01762681166622273,-0.0018955741423079197
VTA_R,0.2657191076075593,0.11599893958398128,0.003610644179757143,0.20560365489815013,-0.41391451992503087,-0.12670867928612992,0.45779699547573155,0.45195154910112767,0.1748150164963163,0.26280345448564846,0.2915750577161243,-0.26144545113407214,-0.21996664280644398,0.34743603344372087,0.14158361742697656,0.06615661222417467,0.5138925070880005,-0.02656069823410892,-0.17938537122588874,-0.16904026947153902,0.09454369676297703,0.47964016560642947,0.35331967003871356,-0.005537302598395573,0.46732098181951776,-0.14096571559994772,0.058739246051391615,0.2671580857576566,0.2333039987434536,0.41028318654684576,-0.288916235131155,1.0,0.056073432003965494,0.2788625396353901,0.3135044437427263
OFCant_L,-0.07169719611673939,0.25567365912063444,-0.23618348582195828,0.0028680364178069653,-0.1494796237809923,-0.38463703001714156,0.22794808013505607,0.18543776675667045,0.3077187640902502,0.2569100815215037,0.22427817616768847,0.0023356835173676737,-0.04153505548191674,-0.14170084517379405,-0.048580192624694166,0.14846937921968975,0.21084841988188846,0.17912443801142527,-0.26224925735051136,0.1680764562821384,0.017606858252273514,0.12127352750061993,-0.05370562720408642,0.31990547317383966,0.3250172847577044,-0.06419473811263969,0.028848414950017703,-0.13605997651627277,0.04815550531385804,0.15569669910275805,-0.14985686632889,0.056073432003965494,1.0,-0.38777517109012366,0.2203251493089972
Thal_AV_L,0.1320063258303546,-0.03903340055947497,-0.021160711462056368,0.5165494339333715,-0.05991849089999825,0.5195844363484863,0.39969211142635447,0.32486319367245464,-0.019138439102396456,0.11227336622761461,-0.012514631514269486,-0.40424210879118777,-0.42270734879952027,0.2552905027210115,0.08567441615913045,0.057522327236820825,0.31252246464094013,0.25366407218831905,-0.28976450880420257,-0.12490954935373864,0.13470802697431863,0.3562863586469201,0.3918745868198233,-0.05458261847739288,0.30283106420817824,-0.3513294263194993,0.10139838738056045,0.22284030360877768,0.19133683543188756,0.21944332102136588,0.01762681166622273,0.2788625396353901,-0.38777517109012366,1.0,-0.1419382645757748
Amygdala_R,0.05171507965744136,0.13533879709649743,0.04464872459107585,-0.12132905552965507,-0.18672937963939149,-0.15710783112320678,0.02859610415655178,0.02789594810285639,0.06657677644850012,0.22775821171128688,0.1437891788193214,0.07287274215357996,0.10384321098434714,-0.15876820032773362,-0.04262886999446751,0.059053089044603484,0.06001210704158559,-0.18595011782820914,0.015245344082252065,0.04118309655784028,0.11031715511205341,0.039591226354494476,-0.022034132654440083,-0.09624205211110091,0.09844216119419813,0.10497498367203163,0.11802108194092525,0.17462050342266075,0.1391071192969642,0.23551608352751952,-0.0018955741423079197,0.3135044437427263,0.2203251493089972,-0.1419382645757748,1.0
