,Caudate_L,ParaHippocampal_L,ACC_sup_R,Occipital_Inf_R,Vermis_6,SupraMarginal_R,Temporal_Pole_Sup_L,Rolandic_Oper_R,Cerebellum_6_L,Olfactory_R,Vermis_7,Precuneus_R,Angular_R,Supp_Motor_Area_R,Frontal_Inf_Tri_L,Cingulate_Mid_L,Thal_VA_L,Postcentral_L,Cerebellum_Crus1_R,Cerebellum_9_L,ACC_pre_R,Parietal_Inf_L,SN_pr_L,Frontal_Med_Orb_R,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_L,VTA_R,Parietal_Sup_L,Paracentral_Lobule_L,Occipital_Sup_R,Cingulate_Post_L,Red_N_R,Precentral_L,Hippocampus_R,Pallidum_L,Cerebellum_Crus1_L,SupraMarginal_L,Precuneus_L,Thal_AV_R,Thal_MGN_L,Thal_VPL_R,Amygdala_L,Thal_IL_R,Frontal_Inf_Orb_2_R,Thal_VPL_L,Postcentral_R,Thal_LP_L,Cerebellum_9_R,Occipital_Inf_L,Raphe_M,Angular_L,Thal_AV_L,Rectus_R,Frontal_Sup_2_L,Cerebellum_4_5_L,Pallidum_R,Calcarine_L,Temporal_Inf_L,Vermis_3,Vermis_1_2,Thal_PuI_L,Cerebellum_7b_R,Fusiform_L,Frontal_Sup_Medial_L,Thal_MDl_L,Thal_VL_R,Vermis_8,Frontal_Med_Orb_L,Temporal_Inf_R,VTA_L,Thal_PuL_R,Thal_MDm_L,OFClat_L,OFCpost_R,ACC_sub_L,Raphe_D,Temporal_Mid_R,Insula_L,Thal_VL_L,Occipital_Sup_L,OFCant_R,Vermis_10,Olfactory_L,Red_N_L,Frontal_Sup_2_R,OFClat_R,Thal_PuA_R,Frontal_Inf_Tri_R,Frontal_Mid_2_R,Lingual_R,OFCmed_R,Cuneus_R,Temporal_Sup_L,Thal_LGN_L,Heschl_R,Cerebellum_Crus2_R,Caudate_R,Insula_R,Frontal_Mid_2_L,Frontal_Inf_Oper_L,ACC_sub_R,N_Acc_R,Fusiform_R,ACC_sup_L,Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,Occipital_Mid_R,Cerebellum_10_R,Precentral_R,Cerebellum_10_L,Thal_PuI_R,SN_pc_R,OFCmed_L,Thal_PuM_R,Cingulate_Post_R,Thal_MGN_R,Cerebellum_4_5_R,Temporal_Pole_Mid_L,Cerebellum_6_R,OFCant_L
Caudate_L,1.0,0.23072469914029847,0.6784789280863265,0.21964424004761077,-0.20732105834841696,0.25639346166594,-0.09168791156178302,0.1327585918961204,0.36825607111539227,-0.022679872594646443,-0.10438181278301893,0.3243283596489839,0.20973563700633566,0.378309346931931,0.2002492136213209,0.47171038810303734,0.41925960002727625,0.28229507991607544,0.4827326833356986,0.04511971444606982,-0.17117689584642035,0.18305994160856323,-0.025829596430973187,0.11659273140196681,0.2889047065558438,-0.1150384910104224,-0.25873331633952534,0.2178610228043385,0.3584038288734038,0.2228928442495589,0.3004465619332657,0.3585983106386326,0.32648000857646453,0.3685327142155769,0.05193767170371114,-0.023359968010232695,0.19016684256703933,0.28073868237806976,0.14385512010750062,0.2479190570704896,0.35483078004437996,-0.1494070260459067,0.32472216856547725,0.14913328143885304,0.327484911172412,0.29698085569262167,0.6949869965148072,0.10401944350225586,-0.11399694294694701,0.4462497388608858,0.09677270257537411,0.07327502594335317,0.19171903032782842,0.4021191638773229,0.32632005204181824,0.556507778559154,0.28120735480408554,0.410902999469038,0.3320968487441757,0.3369144340908023,0.2458382907277845,-0.0007069447216773649,0.2230873592752968,0.4085586546777292,0.5150246172629672,0.6621575488142368,-0.08153074537499748,-0.04976536764343793,0.2521471678266853,-0.1282437536452655,0.3489250273864462,0.366921593864628,0.12269360774540485,0.03665217175710337,0.06448867524775298,0.2868558973593429,0.1592182461270324,0.11811626556475195,0.5233942134395196,0.1451454307428181,-0.13804706247756818,0.11541840618758376,-0.004131210119807026,0.2847304855516279,0.3331801695959655,0.011624037800643985,0.35348716999829555,0.2716718469992332,0.1999450220199773,0.3958838404070143,0.25203814781330625,0.09506169214142646,0.14459300054995342,0.3550656610982897,0.17492580839596136,0.21996804040260431,0.6240033087649248,0.22682229063392437,0.3500915378248278,0.14229506811836404,-0.04508052747298281,-0.044871743990355616,0.2967315778797004,0.02209004611126042,-0.0781703461706288,0.13578373922763612,0.07525079320889683,-0.16998984786262458,0.31499899373391677,0.05058591629062405,0.3159963296832521,0.24246263593145043,0.22619590199784106,0.2604537091163872,0.2856516774602906,0.32591899256475615,0.30093709642105143,0.27015589376965254,0.3270553963454527,0.12384278293723774
ParaHippocampal_L,0.23072469914029847,1.0,0.24623317050722018,0.16788443532384306,0.21358941342709553,0.3304268566416606,0.23555263311733599,-0.005323392211347187,0.4955975104346715,0.03327683426130603,0.3340566441355461,0.4944897470989597,0.3055482000944825,0.627113579345994,0.8179139899021363,0.6051736280112988,0.05196939681820281,0.8531904360079704,0.2379032829602808,0.6256245717787886,-0.06891270176823588,0.4997801484660876,0.34829095476404304,-0.20967357469938366,0.024055060117617214,0.4864819184142134,-0.045038558273170395,0.6106527318601292,0.6247677399565488,0.22241071560006506,0.45692178633370134,0.13355059877721126,0.7767215034766212,0.4539238587177228,0.5576368658765489,0.12822316627523306,0.7482771839143053,0.5884910478133433,-0.003902016517051747,0.29163206395782865,0.2826003728693311,-0.18557041215509879,-0.12467614897652113,-0.004914011894039498,0.6555076585036782,0.5765693766734555,0.3708502637072911,0.6813574886112482,0.009965912384703493,0.439255104793131,0.368328665140158,-0.00943653029833073,0.3818257428504159,0.5361917267761757,0.6164651310524469,-0.1493842910249305,0.2926653858218802,0.31855406984508655,0.4947263373106905,0.5023605138876683,0.7258587292591393,-0.4597678523339392,0.8783085418759293,0.7279696728477577,0.1451842247368158,0.27027235938603084,0.478784807773569,0.14165153371510694,-0.09110046324673632,0.46505291161223394,0.37334900505576424,0.15013406645667215,-0.1526294799904951,0.275747600554263,0.11926143289319795,0.0014133391384082948,-0.10660209860784332,0.7367785376162583,0.5346707646529444,0.2958323609016525,0.37695733639789364,0.6112036831457826,-0.09795402158738546,0.4752314282646426,0.640485234215759,0.5375665685287824,0.55871996923417,0.07570186372563582,0.7341820436903435,0.4044651296877307,0.373415821702583,0.016727757675074638,0.6914764922766864,0.2148655308226021,0.10700251051249399,-0.3283736338765356,0.5894359861863012,-0.21221962872775718,0.5427591967922457,0.5892424807668399,-0.049521685782716054,0.21398926442357744,0.03494096293768,0.5959863362111678,0.13701635902840628,0.17840590446516477,-0.1303613201130484,0.23628588396392497,0.5244133283164578,-0.028901474792722773,0.4988395168888986,0.20053724131691567,0.18937153356848155,0.7076099501810346,0.6215051384013351,0.02485830921447072,0.47879312496373966,-0.03597563889225957,-0.168737278289805,-0.001666140317176319
ACC_sup_R,0.6784789280863265,0.24623317050722018,1.0,0.21201270848795972,-0.13049173225320415,0.3614268936976611,-0.10714620634848356,0.27355326826886267,0.23227031443232674,0.016183568739663846,-0.09773850535479799,0.3286161844133886,0.24281889954674385,0.5636233745717437,0.17872772057269115,0.48079337021487506,0.3566828720832044,0.33254542896546424,0.5493981449268556,0.28436692860304336,-0.24498445063408616,0.21414023585201727,0.0009773821432610982,0.20481759806993582,0.442078416557578,-0.022575054501539495,-0.005537302598395573,0.27493999421046716,0.4415567780743291,0.1546533987486901,0.4807955666127933,0.4434335964709497,0.3654311119746364,0.43566525969106035,0.006039859555856323,0.10836084891013675,0.1610630422413359,0.36655446581032586,-0.04627460548053158,0.38220807072092683,0.4581489765286427,-0.10746087492611071,0.22327569919212642,0.18271120397975055,0.4468301954991699,0.43314360271183394,0.6968282893022997,0.2691798451010806,0.009686068289105098,0.4161401129289708,0.02339313265037126,-0.05458261847739288,0.3714405745392859,0.502518811807945,0.3386420717037251,0.49114700983798665,0.24968362494952312,0.5493354988149522,0.4048774022321792,0.3621822725640744,0.3653184237790199,-0.055285502694595125,0.311287440906637,0.4975843917543704,0.3500176877063328,0.5886923034027614,-0.04781211058476127,-0.0638161022062651,0.3394483768694304,-0.28978780925220693,0.5643492926397015,0.2946419936648652,0.0045041982135442925,0.10959434840774038,0.011364675672389218,0.3367541874917445,0.21679302205273226,0.07968172740902797,0.4312620588968086,0.1535136566219707,0.02401193651880269,0.21278164319371703,-0.10721989688581347,0.22739508214740595,0.4610861701783186,-0.0335993572391478,0.4803361358346305,0.4512407799304098,0.32456296956461916,0.40172388815828586,0.39844438674538846,0.08629587872564483,0.04187865254860084,0.5345060138294884,0.21981072374500119,0.1869572517216656,0.38684094057930674,0.31471655148137945,0.47489933898184317,0.0429953010669513,-0.006134335583671156,-0.050288357867275695,0.39679399600345855,0.11888538318545568,-0.06243288424570079,0.17398743472060568,0.05382315887443994,-0.15662380775358598,0.46971761267436146,0.1567476360435417,0.4220902961344312,0.11606325305018965,0.4318637426635037,0.44398381450341606,0.46050211307122907,0.44190116786199196,0.42230470898677713,0.294404233688767,0.2955495542319064,0.31990547317383966
Occipital_Inf_R,0.21964424004761077,0.16788443532384306,0.21201270848795972,1.0,-0.1176284284519966,0.5038076184760116,0.2554053413705104,0.02338359152580354,0.1746580123618597,-0.09259684980620844,-0.2941656581292539,0.45417058616603706,0.5656469466837593,0.4377491294016829,0.13056757855139922,0.4322602220835134,0.09236423266471214,0.3026728549723673,0.43729468266803995,0.33040390059733576,-0.04189861699259923,0.33828483566810325,0.1533136916181228,-0.02606443240011078,0.28101606891258124,0.0849038951044182,0.1986847529521239,0.39509049976812805,0.4333588557086503,0.5168859650942383,0.46580851253526573,0.2908001096559412,0.4062451193402897,0.3982841283170048,-0.023602898247352882,0.2286596385229291,0.2693501493565879,0.4635232422527393,0.26599074615216967,-0.01493516700470516,0.3373845071664355,-0.11603549295228294,0.16645989813581316,0.3325762183164275,0.28885336939779754,0.43880256232181586,0.2183472038384172,0.3363705055456022,0.14705762881111337,0.3050733374303318,0.328257549169247,0.11880385354487417,0.03430523157222766,0.3520105578589334,0.3474785988044335,0.10125845750968435,0.3733692564421206,0.2847556248685896,0.49512622188239297,0.41633267923765716,0.38229066773751635,-0.10834481610790969,0.20123940025345102,0.35904724933767074,0.21538769978768646,0.20299858814668742,0.021452882994714626,-0.19046925831805112,0.4283450547351208,-0.042503610856082334,0.35118329301062257,0.1266546977172338,0.006080607098762973,0.15646550146466773,0.19177505249797927,0.3754970458251959,0.4326092623592499,-0.04984780117995273,0.2187456965037059,0.3612879669434661,-0.012900825282697558,0.15285186027715308,-0.03618224960227806,0.1818565618392517,0.26423946826244515,-0.11771573986744446,0.19098532517440786,0.3028413734430257,0.4007135438715856,0.42960936556493107,0.31024626138077754,0.43440570202745443,-0.026494682807086906,0.16480161118436812,0.13381691607116317,0.1594912038716822,0.2517691647654411,0.18919506430459043,0.4248419349059235,-0.06453251109342763,0.031815919368465145,0.20026981848126513,0.4509480643309804,0.16688144549996947,0.1633999459900148,-0.054286038768544445,0.48288783290447485,-0.09974268382658852,0.47772017536584527,0.38117385435594314,0.21581128884321907,0.19658647499330062,0.1810367002426366,0.4264180601978425,0.469091530234266,0.2113895138853814,0.3577209125080875,0.17691593573077435,0.16918009522287508,0.09508442979577135
Vermis_6,-0.20732105834841696,0.21358941342709553,-0.13049173225320415,-0.1176284284519966,1.0,-0.19875154130041078,0.153552224528283,-0.4262504335785462,0.0637045408780901,0.07041982068707756,0.43210225748736825,-0.07019317777679743,-0.08292854255414103,-0.011310285319161666,0.28934456646489193,-0.09790615912421505,-0.4997084030318665,0.14706209664782385,-0.16168012009279967,0.21995962488955964,-0.10438576284784931,-0.030620291404761867,0.1599996488897902,-0.4001527519643051,-0.3365919764572618,0.19249506157612703,-0.14096571559994772,0.06504023988792496,0.0003070357667664076,0.04442081320829078,-0.06548879986350375,-0.2954568642023787,0.07248309781538505,-0.2981601420246608,0.18755777165220497,0.09511484328589835,0.27240937124546405,-0.049833148506854795,-0.14485147523332617,-0.1901721058326922,-0.38323794172991094,-0.15322022180232675,-0.4600106127327738,-0.06398027733313381,-0.11550768070029943,-0.11294704322737822,-0.16329180627965778,0.02075739920752776,0.12503393463262008,-0.12227352259352366,0.2081286719375543,-0.3513294263194993,0.11481598028676598,-0.05717276288165347,-0.16472092268377936,-0.4496945185866425,-0.12746232849655534,0.11630306976661105,-0.09251078236207605,0.048531535367134504,-0.07073824841416242,-0.23724717423124997,0.23336577643510278,0.09449522178205734,-0.42561598446882504,-0.4204756611862452,0.40605219443775237,0.1510087866291244,-0.16041773803069048,0.19832423439044872,0.014835924763246593,-0.36026548094747163,-0.1389495656718673,0.16610620763664785,-0.11258760849977291,-0.1660990625426829,-0.4489050436452315,0.33006498278792185,-0.263808109645864,0.1456490974549807,0.23832702460746183,0.17714553634645347,-0.03909316139720992,0.07897441721360778,0.0008728159709488058,0.32857928899113675,-0.08993376028781683,-0.2515110970500425,0.08673113132518155,-0.401122788571724,0.07231022868331831,0.019350478485187683,0.1838824254903678,-0.256511735260952,-0.4630441889601723,-0.36357693366638677,0.0029461734268224197,-0.4773716660215795,-0.03630218326798309,0.3442260570881296,-0.1091043297161182,0.07864101151230077,-0.39539372899142783,0.06287357726068446,0.037119947101451875,0.24274588742819958,-0.1438327335774099,0.28652073051535687,-0.10737771737977671,-0.03986300273749684,-0.21141303911277295,-0.19352841071006838,-0.016638954026490693,-0.06955645210357556,0.0774661581100683,-0.36339797312821404,-0.29769344954468874,-0.010665410762094603,-0.5706499467120814,-0.06419473811263969
SupraMarginal_R,0.25639346166594,0.3304268566416606,0.3614268936976611,0.5038076184760116,-0.19875154130041078,1.0,0.1610257371889381,0.41521020751982374,0.008550158189935328,-0.0477388672794233,-0.22804559090718413,0.7242276833258627,0.810783388861137,0.7430763349405337,0.1203442330431066,0.705271269428365,0.386792272948262,0.5106868829114612,0.6391804251383749,0.47632980013687304,0.08418902029162643,0.553633068249799,0.2968401470301104,0.25313445230957143,0.6454253292261534,0.08666875877419315,0.41028318654684576,0.6088298498486424,0.6920387619087078,0.5644567746274093,0.7132657860789817,0.4791294420630084,0.5755132576887673,0.7021442598510227,-0.050504965954124036,0.24849158942891414,0.33071828776949835,0.7760030885690861,0.21524685404738927,0.3405035804915579,0.6920685671220342,0.022721714264499152,0.33549436667708255,0.2736816641260468,0.5490616092528001,0.85776835294886,0.3537536158550967,0.4265246212525144,-0.14655665298306966,0.4692763936715038,0.21908686324177248,0.21944332102136588,0.3805136920220392,0.5953083616015065,0.5529385859171793,0.25437027661423556,0.3364169983684254,0.22331489717386255,0.603752770890477,0.4424714811962845,0.5604065011337146,-0.055426031358105546,0.2631168962008017,0.5051931502089004,0.39685137094770584,0.4487126093333987,0.021448001843903625,-0.18002945526495187,0.35881796011411526,0.03244826559860992,0.4469797913358984,0.3023035175748888,-0.052445121882486456,0.26769086734838304,0.26888444568930886,0.4546459825328071,0.6641190331629392,-0.09683132329483873,0.46005552556828133,0.23924497894708766,0.09309913006221388,0.2786616374993821,-0.07783932109410711,0.2057266219429644,0.5945080685218137,-0.2167256180411071,0.4287046324856136,0.6828851665220124,0.6251834362640949,0.6014446282781882,0.47902188007228463,0.4314089176716279,-0.14569632629068696,0.5593043478861747,0.4818402468338926,0.20719969720606396,0.29515507097733995,0.503803068505168,0.703125729725391,-0.2770657950781439,0.01409925060872003,0.1628746311416463,0.6449691312599697,0.40078161022706466,0.09175795988356222,-0.06731742220997618,0.46861374436365955,-0.3132728445245947,0.8243185444405456,0.497285969883203,0.4805673893782574,0.4208650627288542,0.4606441702306816,0.6558116279106074,0.6739142761517322,0.537019054679136,0.6294850748509657,0.06347179049440353,0.38168353261859356,0.15569669910275805
Temporal_Pole_Sup_L,-0.09168791156178302,0.23555263311733599,-0.10714620634848356,0.2554053413705104,0.153552224528283,0.1610257371889381,1.0,-0.11154147015028981,0.23182328078739084,0.030868641747985398,-0.0957582787929275,0.20178702263460285,0.3135063161375031,0.22126347395591098,0.3425643201470137,0.1366099809136595,-0.08844613160763906,0.25085937997182683,0.04690010721287996,0.3525372138860098,-0.07486452147373747,0.25469306662876595,0.2079283589721983,-0.3041581622880254,-0.05831557772159977,0.4366653540111332,-0.16490153477206937,0.21477181311408008,0.2634031451068767,0.2338157267593918,0.1295148141872514,0.0370644492886831,0.29761850287818076,0.17638031440366142,0.38712397571665136,0.6069207146287641,0.3765180833560438,0.21333168047996728,0.22707993123885592,-0.09705986691284987,0.09630279444838576,0.019633885240687165,-0.007136178092359556,0.29802050229736227,0.1536428099130621,0.2134562708679204,-0.15176051718282807,0.3623419056013478,0.04131241699687039,0.1613181815058805,0.379898039846749,0.1061340058751404,-0.10912201111092104,0.10805465950991927,0.032302457066371956,-0.051077360114727854,0.05846875386250394,-0.008163565857845136,0.33962981253529834,0.330302311715305,0.344241289745489,-0.37352983114344773,0.2712325009621737,0.10940875206552586,0.020120890932093082,-0.025517994250620644,0.2857900827411853,-0.1472977745701017,0.00880595183675169,0.16854466882778443,0.13673852364867567,0.08336585650589018,0.05212178706901749,0.31062788665878743,0.05770058832840883,0.253521504482955,-0.002920717498243703,0.11386943003960538,0.17517524175996751,0.21510007206050757,0.04497775513091628,0.22510614161938167,0.18206871506798727,0.24849415504466513,0.09080969854907683,0.12651968507562242,-0.025265415362107718,0.00317578097030166,0.3215073826817503,0.08097188202923068,0.3007140160857228,0.16431066803475847,0.16256662450802664,-0.17271077806345325,-0.08468367462303568,-0.15271004646376965,0.35709741924077537,-0.18872205268214232,0.24712496132200573,0.08537505582772083,-0.35511063949532734,0.4855217926978685,0.02835302407218863,0.29641773292551127,0.4897407930050297,0.03787876670385302,0.16721021633227273,0.1746675694963852,0.1592659302679321,0.4007670311645578,0.10208605346796551,0.06758595374821198,-0.05890356199885958,0.21296795139938077,0.2989891631035578,-0.3145084747247522,0.04669596555332828,0.18165619451976447,-0.05756398874220122,-0.1958353995262995
Rolandic_Oper_R,0.1327585918961204,-0.005323392211347187,0.27355326826886267,0.02338359152580354,-0.4262504335785462,0.41521020751982374,-0.11154147015028981,1.0,-0.2947500938210354,-0.07537564261373375,-0.011137693656829208,0.12506067295827297,0.07441405610834605,0.3116762226744808,-0.15338941649590526,0.1569007428181698,0.41592676426667363,0.07107117590773915,0.34337376765467814,0.22092961212924261,0.40188683713290785,0.12007474518037589,0.09558796084789636,0.3594730496058051,0.7309568443782739,0.056285763276305405,0.27955274634821986,0.11846114727371153,0.16108259190435736,-0.16025957736508814,0.25939039595678354,0.30641902352155004,0.04847674530123466,0.44928545633823275,-0.06360904994520762,-0.11816103075261773,-0.047110366107999645,0.2088088851877514,0.07089766857451361,0.4564840227826298,0.5291299603836978,0.15747729052845102,0.48703310031629393,0.025476281504111846,0.30982328648616253,0.457932450935814,0.20243692881666192,0.13391095106783205,-0.2992151649665856,0.202508008644955,-0.2803765014435331,0.34976003392669863,0.30293434584820744,0.2146396743556465,0.07342122163752482,0.3327212774523797,-0.08173033720439649,-0.06172138856262732,0.037750311735424535,-0.08723178124721735,0.11701845929991224,0.11556277371008677,-0.04363009110949948,0.2565726705108792,0.46412415750090363,0.5571999676204507,-0.10474507622207871,-0.09004072372818217,-0.018484946735618974,0.12609535035445585,0.04376934690804342,0.4224041581856405,0.05073801199079862,0.2039874081449722,0.2705395503521332,0.13961494102084268,0.49282258844213606,-0.17522566591211827,0.24558637565881333,-0.26965690466252695,0.09756746559712655,0.12079187283931786,-0.05808623746562814,0.07711956795244237,0.5181216141864723,-0.2231876142255099,0.24287510067683413,0.6827111838475786,0.23428220724742524,0.31406469606849746,0.12784695437245044,-0.17312073259991065,-0.345769147873201,0.412374735009758,0.7868522591216828,-0.020901686574311282,0.16922055797904206,0.7622560495575486,0.2377819073733636,-0.38683343557995215,0.18020585500012962,-0.02958758036314659,0.24563626786903084,0.29798269576597125,-0.4122178004212384,-0.22281647928982476,-0.13748538779014668,-0.3422211322794872,0.39170945679719504,0.13825371845749507,0.41173470949241575,0.32348863166333286,0.21496520306912464,0.3091846461379357,0.16848857127407701,0.4910421489894731,0.49541310402708977,-0.2245957770855918,0.48165493956448485,0.12331826461282261
Cerebellum_6_L,0.36825607111539227,0.4955975104346715,0.23227031443232674,0.1746580123618597,0.0637045408780901,0.008550158189935328,0.23182328078739084,-0.2947500938210354,1.0,-0.027891676169924336,0.03301256422462638,0.15249928014470113,0.13633446119758488,0.17592792369256385,0.6621322617680786,0.3032459925764647,0.005967918716812381,0.45910726659559703,0.1236795025631725,0.021549649104735995,-0.2971326607722784,0.2984458853920122,-0.08726624187071304,-0.227984553867076,-0.3267215316793534,0.47977925849173286,-0.41391451992503087,0.2357767807635508,0.238898702963383,0.18774939830640064,0.06604438040156739,-0.07975167818528274,0.45941503379285376,0.1373834342921147,0.3931957133140834,0.0643295659156071,0.43605672103109766,0.1753249376945355,0.027408349069490273,-0.11754666821458191,-0.10889358234695164,-0.1259512312208643,-0.16214199672048124,-0.00956614419973598,0.17473604755065175,0.12296244328384624,0.27523566062118027,0.31051594610515515,0.18574264901673795,0.2510354819368171,0.3210468059666883,-0.05991849089999825,-0.094644004641952,0.2498013689078325,0.41383094679312266,0.0018316077507977246,0.35606053547911476,0.20746003073870156,0.31455613508169805,0.309738516871042,0.4069269329108961,-0.4108188951744445,0.5136714833403329,0.32230184234817405,0.11710297693926175,0.1689694884838692,0.2828328165187875,0.07456815709069316,0.08982774804578882,0.05599057316243973,0.15638195270628333,0.033865369735243,0.1781954900359598,0.14597664988078551,-0.09790658699975983,0.10538049142543505,-0.22339219789948783,0.5705603643013498,0.34928218619982004,0.28670146084163883,-0.05333274758892575,0.11094914410944276,-0.06054816113601689,0.18061020129003552,0.15616655557743336,0.40029084142810606,0.16503097736823272,-0.3194794420880736,0.26187589042496545,0.31746849660716076,0.19311695541703136,0.05941309813340599,0.7312854481951478,-0.16285998259192938,-0.1919316167155727,-0.11006049962405928,0.40735123739991785,-0.43313313137656617,0.1820985648857822,0.6660319635325911,-0.29081471584175866,0.03972321992781026,-0.03972199930860517,0.1687283887933147,0.23280216600207815,0.20855594752310366,0.04992301840774982,0.18657167357294252,0.06166414368946555,-0.029612544219009346,0.11940384972908567,0.06861725183271743,-0.1419646144066844,0.2035949509029652,0.18249757306176115,-0.13005134607688407,0.14181818368401655,0.1743800915365769,-0.0069919845735468495,-0.1494796237809923
Olfactory_R,-0.022679872594646443,0.03327683426130603,0.016183568739663846,-0.09259684980620844,0.07041982068707756,-0.0477388672794233,0.030868641747985398,-0.07537564261373375,-0.027891676169924336,1.0,0.028234021683376756,-0.03271729100463676,-0.11635587448800204,-0.03954957456450247,0.1046682764142631,0.05215609250309453,0.037057287720274786,0.0593707867163461,-0.10752741289482406,-0.11074429557711689,0.015152551890557845,0.017051359720958153,-0.0631912757716088,0.08747395059420639,-0.0005659908752649352,-0.08501412136287607,-0.1766932327503728,-0.13677049558975302,0.06331240962379492,-0.07445924786007738,0.006068857688512372,-0.09458503561912393,0.0442303133233978,-0.04511783437758941,0.17781444283795753,0.08000729629684335,0.06511706565926585,-0.040278670306555533,-0.04327019738706238,0.05010483968278089,-0.005979432537151479,-0.04999772553487227,0.010790291609151464,-0.027460216580839716,0.06657817673708231,-0.01521825532159136,-0.1103515623749186,-0.025876135792467506,-0.06260025411954215,-0.002220575863723725,0.08328793854252489,0.08175957292235791,-0.1254781585527279,0.01926015484611556,-0.020508669219989378,0.04833333730785453,-0.024916890759482797,-0.1890438531513879,0.018573255491801315,-0.002925294920744127,-0.007521949271539176,0.09348718623501091,-0.020959186580513395,-0.02360195976401412,-0.055696848206243425,0.010053972229094727,-0.015919342751693523,0.19816993417853732,-0.1711265387055653,-0.013777276908560778,-0.1003752020753216,0.04137713413677558,0.00944063767325751,-0.15325190438966688,-0.024149398787659357,-0.02664560753664726,-0.22500822242430438,0.11306930923909625,0.10669797631885157,-0.028672613043804234,0.014449586629158302,0.018522407880370167,0.25944579098370135,-0.03474744217145932,-0.005949310275819864,0.09141559968842886,0.03467093940527876,-0.07812414451655972,0.03477719891394652,-0.05490934270787684,-0.09405928125937331,0.0039653346795059455,0.06942401983043459,-0.06267547289651179,-0.0022859220667413136,0.09587245567404636,0.052300606120015296,-0.10984532246974688,0.010064583730486206,0.16455625517316622,-0.10709249053266297,0.10526793225500643,-0.10346609335509203,0.017025154646732574,0.14367223152412695,-0.0013234305755747233,-0.1199630755891622,-0.016179276594857996,-0.011608023457434396,-0.14259239179186292,0.11201831291916295,-0.0751449473283807,-0.0825636327471468,-0.01637129414456098,-0.02977311542616976,-0.013320316301154737,-0.06618407512799293,0.10636093176563116,0.019221073844562047,-0.08351366684093835
