,Postcentral_L,ACC_pre_L,Cerebellum_Crus2_R,Thal_VPL_R,Raphe_D,Thal_PuA_L,Thal_VPL_L,Caudate_L,Cingulate_Mid_R,SN_pc_R,ParaHippocampal_R,Thal_PuM_R,OFClat_L,ACC_sub_L,Precentral_R,VTA_L,Frontal_Mid_2_R,Cerebellum_6_L,Cerebellum_7b_R,Cerebellum_8_L,N_Acc_L,Vermis_6,Cingulate_Post_R,Thal_VL_R,Thal_MDm_L,Occipital_Mid_L,Insula_L,Thal_MDl_R,Thal_LGN_L,Occipital_Mid_R,Temporal_Pole_Sup_R,Parietal_Inf_L,Cerebellum_Crus1_R,Occipital_Inf_R,Precuneus_R,Vermis_4_5,Vermis_7,Cerebellum_8_R,Pallidum_R,Hippocampus_R,ACC_pre_R,ACC_sub_R,Rolandic_Oper_L,Thal_MDm_R,OFCant_L,Cerebellum_10_L,VTA_R,ParaHippocampal_L,Frontal_Inf_Orb_2_R,Precuneus_L,OFCpost_L,Vermis_3,Cingulate_Post_L,Temporal_Inf_R,Occipital_Sup_L,Temporal_Mid_R,Lingual_R,Temporal_Mid_L,Thal_MGN_R,Rectus_L,Amygdala_L,Red_N_R,Frontal_Sup_2_L,SN_pr_R,SupraMarginal_L,Calcarine_L,Vermis_9,Red_N_L,Thal_PuI_L,Cerebellum_6_R,Cerebellum_4_5_L,Heschl_L,OFCpost_R,Insula_R,Thal_PuL_R,Fusiform_R,Pallidum_L,Thal_IL_R,Heschl_R,Hippocampus_L,Frontal_Inf_Tri_R,Putamen_R,SN_pr_L,Cingulate_Mid_L,Frontal_Mid_2_L,ACC_sup_L,Thal_LGN_R,Frontal_Inf_Orb_2_L,Thal_VA_L,SN_pc_L
Postcentral_L,1.0,-0.005923491527990938,-0.05109084004332078,0.46487215219969774,0.2369211417054054,0.5096761024743423,0.7521628006440093,0.28229507991607544,0.7728518258782352,0.3368384094390357,0.45218680391668564,0.7733984422016595,-0.094435456962012,0.1338752522576792,0.7559281452128255,0.33957770743148935,0.8843000200028487,0.45910726659559703,-0.3771860827933732,0.6969591445123324,0.12575102906664118,0.14706209664782385,0.8140826268858234,0.40805682032753277,0.3221182560774357,0.48513970949291446,0.5998729628530657,0.3544383277388433,0.3796284667554849,0.04305243814086758,0.2692695721899373,0.6001272872785021,0.3880345949262101,0.3026728549723673,0.7099734005958198,0.6811454444626995,0.08757825175293396,0.5946732119525024,0.0011134823861861144,0.6571868653527562,-0.0862328747519211,-0.019533572692471576,0.6316684513635926,0.09928629626762865,0.017606858252273514,0.1894825631192501,0.09454369676297703,0.8531904360079704,0.12714705674288673,0.8043996482452738,0.08649302173114604,0.7074621366113018,0.7113911491007324,0.12147583581557217,0.43512525383280815,0.09022773729369943,0.5270799557668759,0.5476351443171109,0.2459865013824844,0.6283169208876465,-0.0963578898288903,0.3373285953495266,0.7368240728659349,0.32395274776850413,0.8146032781799085,0.5059122923384666,0.5664990114371121,0.500768088240409,0.7675715167847035,-0.038454044979566976,0.7531685917200708,0.7737885391722015,0.2780075101119555,-0.07923607303145826,0.5138866042913857,0.30180667054455124,0.5446805553082025,0.1020220129958822,0.1841792447231933,0.9091563460953642,0.24591264528323414,0.1752869952798231,0.37096367598676033,0.7310872313192526,0.8059755895124048,0.6588882384809761,0.3302228995937032,0.355962464295056,0.17716205019543185,0.3882369202960919
ACC_pre_L,-0.005923491527990938,1.0,-0.1853987266208656,-0.1358872889749651,-0.05874169392247659,0.016098521417319434,-0.008542483323639568,0.32165974635224187,-0.06433671378350034,-0.2554309669389009,-0.09392384655735778,0.010500077382248924,-0.15959595683532002,0.03703694732118085,-0.11153888392400861,-0.3197436652532037,-0.10359794835407103,0.20492495900507532,-0.052516260007788244,-0.08398918305159746,-0.154270167460276,0.0818651168337453,-0.0318011668283536,0.025551220416848982,-0.205259052014049,0.014522392522919904,0.10797201629085375,0.0703711728353388,0.04688842073650292,-0.10894031413625718,-0.15757893938414272,-0.1348202100027303,0.07359024358834784,0.10747603896062972,-0.06418149630746833,-0.04001621203552402,0.21861515411851334,-0.17352270462072011,0.02232767565685595,-0.21467961042157677,-0.30262389686477803,0.06658450397865635,0.09879095278069132,-0.24062063956135243,0.28890339343664,-0.24851847413755945,-0.11943533930752705,0.06189176858071996,-0.16464679526075612,-0.06764060351899913,-0.036558056345387765,-0.07229614714804004,0.04642473773365213,0.048303145396181406,-0.0389327465567935,-0.04457052332335798,-0.024930266662425243,0.13987538491271323,-0.021108762573222313,0.08937981911554373,-0.15906099795868683,-0.020639321592184588,-0.06556902834393091,-0.4089559582660367,0.055351114189532445,-0.04983154268013357,0.06343341571387025,-0.002307238174225571,-0.07549590745483464,0.00845150977012996,0.0681668926061932,0.04605241586862373,-0.021555666788805865,-0.02628212573937495,0.2677107334969401,-0.1353113740453652,-0.25395136450311717,-0.2397636854579635,-0.0803662046325297,-0.0015999468889693798,-0.051612874278645665,0.04304512162823104,-0.2622356129555305,0.0073104125779031425,-0.07478455161428842,-0.2715138252694045,-0.0016914852947756897,0.005236188711135172,-0.13052290141512354,0.23326201872770594
Cerebellum_Crus2_R,-0.05109084004332078,-0.1853987266208656,1.0,0.3955026002810056,0.47992346512846507,-0.10968478402510728,0.129228130377226,0.21996804040260431,0.23466416369422421,0.19518830314043376,0.31087574234829324,0.001466781907399226,0.21576012553661375,-0.13924733026966063,0.2669949911789252,-0.3698046562949068,0.002965947207343443,-0.11006049962405928,0.3343936447800276,0.11096253337394606,0.04275151961452267,-0.36357693366638677,0.13197041763599535,0.29294572922443995,0.4118014963700358,0.018060506531934153,-0.3741744987900867,0.12573418805314632,0.34522009451704894,0.4462961149430688,0.22082056142979037,0.15424938332523483,0.1308426586236199,0.1594912038716822,0.26661821135510405,0.3249462508713649,-0.7402806628046883,0.358499802274852,0.3756340102953474,0.3557896243663193,0.05342695507344469,0.08573292047750712,-0.38214442725126185,0.4758153813981216,-0.05370562720408642,0.36151591484228274,0.35331967003871356,-0.3283736338765356,0.4124170725736335,0.2145505489082328,0.07309777890954089,0.3702416486649045,0.28383882701996677,0.4481029754926151,0.16678436032039815,0.2730183056167554,0.29051357536654354,-0.3380200038017396,0.4667744460350621,-0.09028833878261995,0.1862953021363483,0.4202023086476847,0.3757724978179554,0.48078941279020415,-0.2108852015366488,0.382651311111676,-0.44597620332257215,-0.10533623362038366,-0.04477022952983668,0.4093578210063762,0.23262201593838056,-0.17591098337956282,-0.309675330237907,0.31052398278114357,0.14528404863367345,0.6632135000136797,-0.18498985408789667,0.49916353906763616,0.07341003139212726,-0.12524832887756004,0.2815713786627057,-0.1294461822667172,-0.13181455119207366,0.2421869678241045,0.3112702262131835,-0.022616865465187586,0.4223949908876781,-0.5568540794499037,0.49241560086549785,0.16404233926544334
Thal_VPL_R,0.46487215219969774,-0.1358872889749651,0.3955026002810056,1.0,0.4345164888581978,0.21256293197834825,0.7715580944855766,0.35483078004437996,0.6770566304360266,0.40464727445686605,0.7813605990828679,0.6611381668369539,0.08854600105364724,0.24886780852630355,0.7998190688329806,-0.06915312005378431,0.6100393492010249,-0.10889358234695164,0.11608876339013766,0.37148707677432186,0.06664734047335805,-0.38323794172991094,0.6184494516808301,0.7081315347131397,0.7320463425900475,0.10369288403675882,-0.09358577592334498,0.5864367573277025,0.7020620956914091,0.26225286192967284,0.13033430226729187,0.4335774811386046,0.47332549552248043,0.3373845071664355,0.6171062860056779,0.5681024290479905,-0.37086800781542306,0.43376164930383854,0.4359784156042775,0.8215315378074625,0.11746394689689776,0.0633353996559131,-0.08956370513421374,0.6861663262386841,0.14687693295351562,0.48450506574781804,0.438866034890454,0.2826003728693311,0.49431685127374,0.6888535469744621,0.19300334995515,0.6525457111488345,0.7210008037770607,0.3767091471157057,0.14052730990907858,0.545753185230149,0.5549659439787734,-0.2449166101883003,0.5756740658735647,0.3578989594440409,0.0806297335266538,0.7554824403739085,0.6813099155845771,0.7076229102533941,0.20223521964622573,0.2920249174642066,-0.05118103249117409,0.44118904521072866,0.5569144801269766,0.4168798530327203,0.4709495652069255,0.3147817519500575,0.08526767894622264,0.629543134635678,0.44938125943015933,0.7376915724350644,0.08138106526295194,0.7293913573920838,0.6032915776461695,0.4982069505259058,0.6900713105330598,0.3961031739102262,0.21859146062221804,0.6289776031151869,0.7449636386649414,0.4057679296854352,0.47075682689301074,-0.03813659942294504,0.6894400531693354,0.4528513365688335
Raphe_D,0.2369211417054054,-0.05874169392247659,0.47992346512846507,0.4345164888581978,1.0,0.17747574322522794,0.2851926590252291,0.2868558973593429,0.4513943903685556,0.08323320560088797,0.28431471432227307,0.3658912948322512,0.06654763067864153,-0.09660566703464828,0.47844777726004445,-0.1813957560462991,0.30766766620826475,0.10538049142543505,-0.12361889304499127,0.37003589538992293,0.13615034826087774,-0.1660990625426829,0.4977800330876483,0.349714907475976,0.3059223704055924,0.40442594437214446,-0.09418277664368384,0.17980111541439694,0.2571900096707973,0.548600826898322,0.13251628700645413,0.43107178307756644,0.3705605710372702,0.3754970458251959,0.4299836022338485,0.5791128644352782,-0.45152946884305345,0.5135537669279092,0.30667124746169827,0.4126730893621658,-0.045485091427154116,0.017291768947340656,-0.1870290524752424,0.3159313949979539,0.15608750976458496,0.3789838311772146,0.13273951301365763,0.0014133391384082948,0.27445350056859996,0.4298085039555219,0.28199180830834036,0.6299652117782018,0.48983710766234717,0.32686084604744126,0.4279899137140096,0.3705509130921588,0.4486360838928387,-0.03476892876886166,0.30086367904600486,0.14422435003416487,0.17366514140524159,0.3128479245203143,0.4694818242504618,0.33654949253309524,0.22203809185589665,0.45412671845557334,-0.19365097794254435,0.00648006931822876,0.3207643749040515,0.3282337133112701,0.3397099821204746,-0.039010065648384405,0.28999443329816404,0.31272203974926793,0.40356171111785805,0.5749702714462385,0.10494777311716459,0.28025232263192423,0.15544797943541752,0.15953198872819932,0.5044962955426217,0.15083336708995795,-0.03631018793826308,0.4136033667838374,0.49864779338761905,0.23314522636603133,0.21720772511193623,-0.05514786943696435,0.38738010643471743,0.15059648886484267
Thal_PuA_L,0.5096761024743423,0.016098521417319434,-0.10968478402510728,0.21256293197834825,0.17747574322522794,1.0,0.4294889460081672,0.0722325168891568,0.4885573798675394,0.2353483403194142,0.25915616243463296,0.6128581324415612,-0.17370974247564092,0.03837723075045597,0.4766892748042849,0.3613607579400222,0.5538386089538077,0.16956734535686957,-0.3331958079056208,0.32805039825479604,0.008890052176904535,0.17757293837021498,0.5033660676555273,0.13954183666175318,0.028498052337775658,0.37099993237674717,0.35327846330150176,0.042162004736956554,0.17367374640338087,0.1276153474791042,-0.04906848142114891,0.43026250703751384,0.25822213214438194,0.2927174322657228,0.4290555776741509,0.4163237408575845,0.03622664553602074,0.2802787767615909,-0.11470774501980159,0.29259725568677303,0.15496934091309789,0.14055058711328425,0.2328531448167555,-0.1585358397426627,0.04404735525076408,0.08534772417545632,0.15729038642057955,0.5558625551901663,0.09409245709594627,0.472720119062205,0.27520731368609636,0.4148194828410289,0.3902298788272619,-0.05986582274058604,0.30263864227481174,0.10611934091201985,0.3699728696774692,0.3709740452939539,0.0932097574197762,0.4786150669534309,-0.10797394886658972,0.02830548211731247,0.406141858148715,0.06653888982520192,0.5907568064870083,0.2116575321245011,0.2592006570014135,0.1630221370561788,0.508044785932625,-0.04090951101605603,0.3689430305118796,0.30808350634025894,0.21223768261182333,0.028630307881998704,0.4145001221020061,0.1273455905534974,0.16519342982026142,-0.13772083481851463,0.05134261196687889,0.5522278039898834,0.25476724656148675,0.099011333514793,0.3136908984281323,0.45640889602417395,0.4429094089803268,0.4870185950620555,0.0916937984919456,0.10179138777372529,-0.13534972740363563,0.27952619551365965
Thal_VPL_L,0.7521628006440093,-0.008542483323639568,0.129228130377226,0.7715580944855766,0.2851926590252291,0.4294889460081672,1.0,0.327484911172412,0.7165783736457515,0.2780754583101203,0.5884217146484811,0.7645625020831404,-0.03769855584009939,0.2133609184131875,0.7675061821554047,0.14529848771352646,0.7665376470328881,0.17473604755065175,-0.14174912992338906,0.533147586894423,0.055548081132585136,-0.11550768070029943,0.7146991260382185,0.6119577472518342,0.6498396502925261,0.2090155990675174,0.4204851567288483,0.5797342286184347,0.6161944787440559,0.007011699781036809,0.17363832166254412,0.4983668126372067,0.37003161500759624,0.28885336939779754,0.5591470889632104,0.5632173934798645,-0.07156447834254127,0.49293350768863653,0.23019803015783136,0.721418224747243,0.02299243601031411,0.024326825502475207,0.4251041153354399,0.44694046136052235,0.10375617483903435,0.2289429608227004,0.29978686832711915,0.6555076585036782,0.3503056346415377,0.6762302428732019,0.1273148530738593,0.6720582929878526,0.6991311315235564,0.12927751806150312,0.1818961246306542,0.19094886459076071,0.5071612013409736,0.18047403237559945,0.3774513007733077,0.5681996251725592,-0.010155734402279227,0.6202392972303846,0.7530778624770852,0.49425189193688623,0.4930082391670309,0.2935581885640214,0.36862620966699683,0.5821904092042411,0.7267057317464836,0.14724493917683548,0.6063264479147665,0.683997060771843,0.20405837007001268,0.2862214694628656,0.5385553077000246,0.4546389227195631,0.44845585005580413,0.441971099700862,0.4000158997557253,0.731943705423563,0.47933500078110153,0.4028703825435143,0.3021017048376535,0.6909552810816353,0.7956622276758679,0.6283602974409893,0.351522606831509,0.22644810757023967,0.4844014161525023,0.35271447835960673
Caudate_L,0.28229507991607544,0.32165974635224187,0.21996804040260431,0.35483078004437996,0.2868558973593429,0.0722325168891568,0.327484911172412,1.0,0.3977410680261585,0.24246263593145043,0.20496972916413184,0.2604537091163872,0.12269360774540485,0.06448867524775298,0.31499899373391677,-0.1282437536452655,0.1999450220199773,0.36825607111539227,-0.0007069447216773649,0.24076267473033447,0.12392062576235909,-0.20732105834841696,0.2856516774602906,0.6621575488142368,0.366921593864628,0.20579826761855388,0.11811626556475195,0.3592562216632928,0.3550656610982897,0.07525079320889683,-0.0781703461706288,0.18305994160856323,0.4827326833356986,0.21964424004761077,0.3243283596489839,0.34667911513917804,-0.10438181278301893,0.3004522210576229,0.556507778559154,0.3685327142155769,-0.17117689584642035,-0.04508052747298281,0.17738778940691013,0.23936883436908438,0.12384278293723774,0.05058591629062405,-0.25873331633952534,0.23072469914029847,0.14913328143885304,0.28073868237806976,-0.07920521593023583,0.3320968487441757,0.3004465619332657,0.2521471678266853,0.1451454307428181,0.1592182461270324,0.3958838404070143,0.12035174665434857,0.32591899256475615,0.1850918694317688,-0.1494070260459067,0.3585983106386326,0.4021191638773229,0.21689791533974345,0.19016684256703933,0.28120735480408554,0.006973185567684016,0.2847304855516279,0.2458382907277845,0.3270553963454527,0.32632005204181824,0.23590580662873237,0.03665217175710337,0.22682229063392437,0.3489250273864462,0.2967315778797004,0.05193767170371114,0.32472216856547725,0.17492580839596136,0.33693269352159094,0.2716718469992332,0.2848527699416177,-0.025829596430973187,0.47171038810303734,0.3500915378248278,0.02209004611126042,0.3379977364340412,-0.1150384910104224,0.41925960002727625,0.6176511440221549
Cingulate_Mid_R,0.7728518258782352,-0.06433671378350034,0.23466416369422421,0.6770566304360266,0.4513943903685556,0.4885573798675394,0.7165783736457515,0.3977410680261585,1.0,0.46182445765832075,0.6321923433047261,0.7666624579417938,-0.022639557300156,0.16789933302866472,0.8753490336791825,0.21422180956828255,0.7925314983059845,0.2563427385676517,-0.18730630750597815,0.6990902711445116,0.1595141469118658,-0.07364908909607272,0.812901430359999,0.5049404123410687,0.40903169025119535,0.491058263265426,0.23265752996499228,0.38121067444627693,0.49435577257207614,0.33114549534256377,0.2299855430744975,0.7535438469107052,0.5998335471038172,0.4818175801160789,0.7907719094590295,0.768420471180732,-0.15852365904251414,0.678960211685225,0.1246355372249267,0.8000224915637932,-0.0007389418268361849,0.01565332579892302,0.22876333821937941,0.27637149869327365,0.05911272278201481,0.42320530173769705,0.30397886511327393,0.6409004153680554,0.31920838017699493,0.8515025158112473,0.20610327520352967,0.7783370438122976,0.7549790358540404,0.3550670982175061,0.43875462182700425,0.41409383554594936,0.7042218609728957,0.21607083348599015,0.46040961457073093,0.5902291607822107,-0.02109465273851014,0.5256787221831802,0.8094429776100133,0.4992987836054681,0.5836954754010579,0.5395651745644959,0.3418504712187428,0.43177814911992457,0.7343367634709765,0.19402080820572734,0.7342580602247248,0.5168494309154372,0.2492592901887624,0.2372938230773012,0.508519697153457,0.6414047895444757,0.2466584667497053,0.2980960044784687,0.3110843751803274,0.7825745768460826,0.5470001951734296,0.22300346373227847,0.41469120392087433,0.9436877566363853,0.8369907448070562,0.5698619780727282,0.3986665739855593,0.1767056344369234,0.39544160379558935,0.5101056385106651
SN_pc_R,0.3368384094390357,-0.2554309669389009,0.19518830314043376,0.40464727445686605,0.08323320560088797,0.2353483403194142,0.2780754583101203,0.24246263593145043,0.46182445765832075,1.0,0.4593174723912287,0.3132918749620044,0.1267786967348049,0.28445333126645195,0.460105046628428,0.44243821307805226,0.44057744477366834,0.06861725183271743,0.14941473535207062,0.39244859786825775,0.1524168300710415,-0.19352841071006838,0.35816748099840306,0.5033748772212636,0.408223419422517,0.10584914638620874,-0.0685955594294666,0.2735747871593157,0.297113660726216,0.16431174165202883,-0.0024080180659878303,0.3807426211169668,0.3856948719610723,0.19658647499330062,0.4188010860714434,0.2691149518029969,-0.19967521625666915,0.3309308262173097,0.21250536024367997,0.5864486325939345,0.37426804069747693,0.007776638014495063,0.0327289546372766,0.3314812248943898,-0.2755487433973601,0.32863877380041245,0.3213010368258304,0.20053724131691567,0.20227983260345858,0.43470335488692974,0.1552148148434763,0.198344988318105,0.34030360468545856,0.15722494896795222,0.1170181706765131,0.39419018892086866,0.34353097387197956,-0.08312144993929316,0.45001124656036456,0.2361082583917024,0.0524470192874087,0.2927358847941151,0.3801057074567759,0.6605966296962265,0.22709945690947278,0.27059751694911977,0.13552585225706568,0.2845444284522927,0.18979768151765725,0.21032413142416825,0.3089463525155454,0.19432982636870344,0.0522921015946217,0.24365103529147936,0.09691662257233023,0.3094469067606299,-0.03671760705189476,0.4779171869058165,0.2643880561723707,0.3750876941620828,0.298875300017808,0.095315123070602,0.4861340178643829,0.42522969596439064,0.43920779211999617,0.45055372697472396,0.36289517741254873,-0.0695843394841589,0.14349763206672406,0.5860053021396557
