,Occipital_Inf_L,OFCant_R,Caudate_R,Thal_LGN_L,ACC_pre_R,Cerebellum_3_R,Cerebellum_10_L,Vermis_1_2,Cerebellum_9_R,Thal_LGN_R,Raphe_M,Thal_MGN_L,Postcentral_R,Precentral_R,VTA_R,Temporal_Mid_R,Frontal_Sup_2_L,Frontal_Inf_Tri_R,Hippocampus_L,Pallidum_L,Frontal_Sup_Medial_R,Cerebellum_8_L,Cerebellum_7b_L,Thal_VL_R,ACC_sub_R,Thal_PuL_L,Cingulate_Post_R,Calcarine_L,N_Acc_R,OFClat_L,Cerebellum_Crus1_L,Rectus_L,Paracentral_Lobule_L,Frontal_Med_Orb_R,Calcarine_R,ParaHippocampal_R,Temporal_Pole_Sup_L,Cerebellum_4_5_R,Cerebellum_9_L,Temporal_Sup_L,Thal_VA_L,N_Acc_L,Olfactory_R,Heschl_L,Precentral_L,Postcentral_L,Thal_LP_R,Thal_PuI_L,OFCmed_R,Vermis_10,ACC_sup_L,Temporal_Pole_Mid_L,Frontal_Inf_Oper_R,OFCant_L,Rectus_R,OFCmed_L,Occipital_Inf_R,Occipital_Mid_L,Temporal_Inf_L,OFCpost_R,Vermis_9,Cerebellum_6_R,Temporal_Pole_Mid_R,ParaHippocampal_L,Frontal_Inf_Oper_L,SN_pr_L,Cingulate_Mid_L,Frontal_Sup_Medial_L,Vermis_7,Fusiform_R,SN_pc_R,Parietal_Sup_L,Parietal_Sup_R,Caudate_L,Thal_AV_L,Fusiform_L,SupraMarginal_L,Thal_LP_L,SN_pr_R,Thal_AV_R,Red_N_L,Insula_R,Precuneus_R,Frontal_Inf_Orb_2_L,Paracentral_Lobule_R,ACC_sup_R,Cerebellum_Crus2_R,Parietal_Inf_R,Cerebellum_4_5_L,Occipital_Sup_L,Heschl_R,SN_pc_L,OFClat_R,Vermis_6,Supp_Motor_Area_L,Angular_L,Frontal_Mid_2_L,Hippocampus_R,Lingual_L,Thal_PuM_L
Occipital_Inf_L,1.0,0.040221148273526956,-0.13002273998264688,-0.30798342613356045,-0.18354601777701338,-0.07174845503653446,-0.1588550581698857,-0.06530090950836565,-0.06614449448412298,-0.1510010173858843,-0.04082060573946558,-0.3588607090677619,-0.16893132766082092,-0.13524315313399024,0.02777053744005141,-0.10485507932518325,-0.09817155236439332,-0.138228404251081,-0.0898460272287404,-0.058786749315102756,-0.1208531229943422,-0.019229921198179806,0.0932181689747662,-0.2979078373631021,-0.09669179929765664,0.19566181117685363,-0.03182041155925866,0.09849827978312695,-0.06468162471789958,-0.04559544538203612,0.15482065677250934,-0.03126523977711897,-0.07850313578364555,-0.07104573424664387,0.059114465738100905,-0.15496055663849315,0.04131241699687039,0.10028056206536698,-0.08626473964010864,0.17567624319817657,-0.18173497837991792,0.026195871710405882,-0.06260025411954215,-0.06394484157640538,-0.04640842365796966,-0.030397515870190763,-0.03528218478848622,-0.05386949089418009,-0.02693984315014067,-0.19934418067623616,-0.1887809423607988,0.0836010977869953,-0.21612167805025945,0.15339518735296165,-0.060973932989089846,-0.07545076298135629,0.14705762881111337,0.2551939895641633,0.23361282987267648,0.11446641311066921,0.009255191263099172,0.0004106299496780697,0.10676755404781732,0.009965912384703493,0.16988821909135293,-0.29000450575316505,-0.07550397147605654,-0.024978493025367074,0.024766762827041936,-0.04878555787436545,-0.3209870635627144,0.11247374312620943,-0.0013988856390094052,-0.11399694294694701,-0.296930304046864,0.19255193743800178,0.14576207024539317,-0.14172214591454377,-0.469841340316164,0.0886729030303337,-0.07008666326325184,-0.1592374470083493,-0.013086977741023843,0.09443814118779054,-0.1252839408018146,0.009686068289105098,-0.06877485274364094,-0.011638857458298601,0.14621983096098212,0.28904192303381854,-0.20551214537335533,-0.24031985280057094,0.049445480499838185,0.12503393463262008,-0.09996249562752675,0.3578697283325066,-0.13511665777483858,-0.2554798558330372,0.11898885824127899,0.013059537330049243
OFCant_R,0.040221148273526956,1.0,0.011595552995440265,0.025768472606230136,-0.03449199671044499,-0.045362200641504806,-0.2575915966413511,-0.20894304173511943,0.2719596770102982,-0.35280229703359356,-0.16216445509577637,0.096971334856527,0.11545746456829795,0.0793990351441458,-0.08445698341007582,-0.0050047008913807174,-0.07965835401789216,0.015150618231201455,0.27279853223261413,0.13821624464145305,0.2201825666503096,0.027638178312292032,0.5214402098899528,-0.12417855632739366,0.15796260670836426,0.19143394330973895,0.18139006663976942,-0.10929494072890646,0.08326651540515756,-0.31787564722911765,0.08201330746725151,0.3499758255315141,-0.005148844173125538,-0.2516646901907192,0.004178568427953475,-0.017343744684313125,0.04497775513091628,0.1827939676887154,0.429362508676391,0.25103098379518024,-0.2668220130200938,-0.18869506891863752,0.014449586629158302,0.22965966730237009,0.1023826753052663,0.23140578418038885,0.2229523187158667,0.22529070390307718,0.10137364145200109,0.42889748538670136,0.17954564981962673,-0.2532607518900391,-0.03974645252243514,0.26091529620013226,0.38794211438069953,0.10056328578606598,-0.012900825282697558,-0.029554587843157475,0.2735404271793993,0.262546990490475,0.3361222280586341,-0.19983783059730806,0.17254177675731686,0.37695733639789364,0.16822592382076082,0.267718287090347,0.03300286258615973,0.16687844565566717,0.5248423242883686,-0.29252139133036625,-0.18453931966079856,0.18582099303053276,0.2271754521150682,-0.13804706247756818,-0.2965892765542642,0.41898741071818313,0.279339605710203,0.04813028142988869,-0.20999659187107889,-0.11031754261914083,0.159343086452729,-0.0870028856268578,0.03626458837852244,0.28983764719366245,0.13064024196364724,0.02401193651880269,-0.6060262137494977,0.15709636936913868,0.06684843766532012,-0.028520142499117298,0.12320514595969405,-0.03815732996561818,0.4560797912260543,0.23832702460746183,0.10987510367276566,0.03166894853684828,0.033328929562338426,-0.09923325046152756,0.03655914918850995,0.22245821269857738
Caudate_R,-0.13002273998264688,0.011595552995440265,1.0,0.18853622096399872,0.054904391966460936,0.42494321883118186,0.10740801762006019,0.5744916782265422,0.43992539110611756,0.22928846144834217,0.6119793752940402,0.3206355082843671,0.4963605105913387,0.46614201753587636,-0.20527663323315645,-0.019533989249154057,0.5841777791279669,0.3260663457689825,0.6174451613989886,0.533551620640785,0.5126128075295725,0.4709473728315621,0.09265364562245432,0.609488082025435,-0.11805193736715527,0.3323925594994423,0.5162355837322294,0.22387823281524036,0.2234802930940298,0.15410196415658226,0.17433407388211306,0.34072417001599503,0.5866187989309256,-0.16005802345188494,0.32839438422527234,0.24961294193804925,0.35709741924077537,0.3989557146107928,0.3746839053275415,0.3335239271044654,0.3948255564666262,0.21722124965255799,0.052300606120015296,0.4820083712991222,0.5726006732200468,0.5640301984686917,0.4621301312214203,0.5343785189163571,0.32433463545100777,0.4085701707913808,0.5268126398119607,0.1875949124504582,0.28355881188314247,-0.11278613258742695,0.14649855582024734,0.10628881770263192,0.2517691647654411,0.4530073304826628,0.27218612221830824,0.2971372906263712,0.23679614825182313,0.10327495208350038,0.12054359896756357,0.5894359861863012,0.39514572711598467,0.19676854029798949,0.5611234998378544,0.691713913871936,0.03738719170227586,0.1553626913606847,0.2672380255051658,0.35224807582118106,0.42180951430214314,0.6240033087649248,0.26965237860236607,0.5648303446559613,0.5751571582314252,0.4059759064368893,0.2354002694724918,0.2510495162460067,0.5156072474898772,0.11788405125353463,0.42610322146054874,0.3242621681573757,0.577287445632657,0.38684094057930674,-0.016816731551666048,0.2222437179250963,0.3804660838208713,0.25442128286305404,0.2226038423256261,0.3544069360814917,0.24134566418807932,0.0029461734268224197,0.6182425576111071,0.41399867606505825,0.5203151430071452,0.5008733048892611,0.25499691032371413,0.5132143570193038
Thal_LGN_L,-0.30798342613356045,0.025768472606230136,0.18853622096399872,1.0,-0.018974717368491496,0.6382018837463975,0.36186171578327825,0.40290920432209865,0.3128775880554667,0.3888216881480797,0.30040713992586365,0.6466396068224508,0.6277298747867783,0.6380471087315907,0.37394364087055315,0.37493389619460216,0.564129101453813,0.5735949831525545,0.4481997895768591,0.043584544180426066,0.5434777513753937,0.28493549648707117,-0.24649892472976093,0.5428326770692897,0.1656150312877014,0.32109100750189756,0.5423362542172706,0.20986388590431765,-0.04500305430910143,-0.06800856134868138,0.1301380252792417,0.4165248790846733,0.5471514560249355,0.30983906104927095,0.3196024161471075,0.6171854088275137,-0.17271077806345325,0.4235967773179143,0.3583121153715149,-0.16787026278880302,0.4283443594207191,-0.05347717660082623,-0.06267547289651179,0.22438901746770826,0.39012711223404656,0.3796284667554849,0.20998286297094,0.3945796714335158,0.33784932293587455,0.3220698102864127,0.26085900167098547,0.17752879731552093,0.6045500493536987,0.2728660361143131,0.3811002810602772,0.5123240362546723,0.16480161118436812,-0.09437468448955248,0.25208169926592094,-0.005371001894467428,0.10082469660389917,0.21387890363491283,0.03632791171700415,0.2148655308226021,-0.2818981916096293,0.22913883093842136,0.4785043138570176,0.42155791573105716,-0.20293679096466313,0.5906224437409204,0.297113660726216,0.3101324896975581,0.4717023839621655,0.3550656610982897,0.21281377351817618,0.18722060287151632,0.088387712924583,0.46184105007803267,0.6124232340719387,-0.030147156559229206,0.21449066360126182,0.46513870321701106,0.5020278305343163,-0.18282987233939182,0.4957775912547222,0.5345060138294884,0.34522009451704894,0.27702809717023397,0.3561245990748274,0.025283440702235524,0.3831457878715058,0.46508444818715905,-0.2556690332310215,-0.256511735260952,0.5233951339653716,-0.14280661689283308,0.6228785719855071,0.6608480446104787,0.07691328650842857,0.5243162465167378
ACC_pre_R,-0.18354601777701338,-0.03449199671044499,0.054904391966460936,-0.018974717368491496,1.0,0.04110376267238049,-0.007816794897162251,-0.1484730102098109,-0.0514445955437898,-0.1563493767192007,0.02752633760754704,0.11716510374463703,0.07370971342902134,0.08398061411271487,0.284845384385151,0.14389452022601074,0.08085788422794273,0.346233053207537,-0.07662610908952729,-0.10869716630284369,0.1579666976873177,-0.22835643161307045,-0.11107529087378497,0.17243092324513073,0.16954901437702607,-0.003650041959290221,-0.10489216034825699,-0.1904713675519923,0.02785710461872464,0.0401295698300606,-0.36586923545738564,-0.02735804507986978,0.005615693508533553,0.27179420934346854,-0.10483094146425122,0.10731742577367905,-0.07486452147373747,0.18276042534387033,-0.04474138751099956,-0.2999684883347286,0.059380209283269814,0.016707346904362975,0.015152551890557845,-0.08808303052981634,-0.07444404268596395,-0.0862328747519211,0.04847550702313498,-0.09303905741219443,-0.032051704054565165,-0.11044401909002068,0.3915846892934818,-0.4929468145643629,0.3551312232989097,-0.30260106546436094,0.03355847300935924,-0.0164130526060035,-0.04189861699259923,-0.1956079113447761,-0.4159168648335467,0.12870404802393848,-0.20881526302759276,0.20299874478401073,-0.46932662345991405,-0.06891270176823588,-0.1867320208613204,0.03759332682118983,-0.04346832253400883,0.065643589956812,-0.06137933580975666,-0.04350533057097033,0.37426804069747693,-0.05163084457928234,-0.08181015687015493,-0.17117689584642035,0.49373121371871215,-0.2094844825146163,-0.04530797352962731,-0.12327880608355417,0.1831847181241004,0.1621652876126217,-0.14567338871316257,0.4323095019354589,-0.06800666351860787,-0.13571840291331697,0.0272182624502156,-0.24498445063408616,0.05342695507344469,0.05425853362858055,-0.05569384861840335,-0.18020024446824334,0.3775844155140776,-0.12859448000891077,-0.2728396653841689,-0.10438576284784931,-0.02600952440612036,-0.03090310201942644,0.03765125594464623,0.08495294669910501,-0.16700614261560148,-0.036170887644982205
Cerebellum_3_R,-0.07174845503653446,-0.045362200641504806,0.42494321883118186,0.6382018837463975,0.04110376267238049,1.0,0.3924949324414005,0.6025657323506819,0.46559951727813376,0.4124436140638161,0.5294743026363323,0.5016363673926668,0.8397752093220302,0.8954180389474012,0.4416928360899389,0.5834962720658039,0.7883960298749377,0.6817651846968236,0.5993983780745151,0.12991301075858222,0.7037853725914505,0.492503546556308,-0.34655050012407107,0.6236124353578095,0.1290562954609085,0.5672187690837486,0.767439030122074,0.5262933018717867,0.07085308793367265,-0.04372155954950244,0.22136012433816682,0.4758620596422712,0.805118867717121,0.41579850824206144,0.6378995471805784,0.7213850114251037,0.05192733524061018,0.768843914967262,0.42905524383991034,-0.0033784171268663936,0.5565321839003495,0.07094795467150966,-0.0256625383977296,0.344746320129052,0.7154764176980949,0.6329122406828519,0.2747006150556051,0.650353513065674,0.4429573916794408,0.25957786852441206,0.4506753227776922,0.20403053499113297,0.7154366809006378,0.2810101778672949,0.272696239952982,0.5263809000027527,0.4338979839706435,0.25686933180091837,0.24736087900958761,0.15792538154414995,0.010990929835896862,0.4211036277280612,0.0172159856368164,0.40776461674238623,-0.10347926184921385,0.1700816320120473,0.7381878140045374,0.6241269855177447,-0.3741101010526173,0.7773624808502816,0.37659997396509687,0.565897961690945,0.6983549775820742,0.39459787054035145,0.31618715684810667,0.3598686734605169,0.3451727781959246,0.45755843777027244,0.5730475119715275,0.16271293845725956,0.25776040266944766,0.5288375483642014,0.7337951136988716,-0.028697774211843014,0.7714357419945896,0.5129804541026707,0.4263374347390032,0.4806142930178199,0.6677567841209378,0.3316711064176146,0.4982626836337689,0.4362767490553963,-0.20313367039552196,-0.3230540636382999,0.7980778094912115,0.15599435328201533,0.8256056488188886,0.8075488188239062,0.3895810448043633,0.7906213847475733
Cerebellum_10_L,-0.1588550581698857,-0.2575915966413511,0.10740801762006019,0.36186171578327825,-0.007816794897162251,0.3924949324414005,1.0,0.5668930786503212,0.2812524409567394,0.5203426553644421,0.2638912610777747,0.10168040246103228,0.4971694856254176,0.466942584639682,0.34743603344372087,0.3783109068905646,0.4172281789661987,0.3911511949356713,0.1855491179444495,-0.09756152050530074,0.2014001765605012,0.48675580855025485,-0.2544451079907604,0.20205462159758913,-0.28848149247145355,0.30101462567808634,0.4026443893563105,0.19802414172544258,0.18310426793901896,0.17586699218310164,0.4328101621186236,0.15959854633266563,0.4941117784165993,0.024848560888725287,0.11779285924272265,0.5367393790613161,0.4007670311645578,0.13631927682375977,0.33443983769525254,-0.36350954717985506,0.27925588429261144,0.14233462013113618,-0.14259239179186292,-0.009358815108812183,0.30111060584400434,0.1894825631192501,0.08530844495978267,0.27710243984269817,0.42890664546253193,0.0772442792728175,0.15288313283183333,0.2915379041076604,0.3365506617125151,-0.14170084517379405,0.019515787614871747,0.22683046171683988,0.38117385435594314,0.25947199234394064,0.1488879461570575,0.1397995882887243,0.00796777446083871,0.09798869024986614,-0.057699458278474884,-0.028901474792722773,-0.4433393872179019,0.22866527165635242,0.3217314564353306,0.22199331043402037,-0.5005126327350529,0.6307188900880647,0.32863877380041245,0.32877000387714017,0.4133006604090699,0.05058591629062405,0.2552905027210115,-0.07129301112546038,0.0350336271860695,0.07337679068837757,0.5732176539099832,0.17768766585259327,0.20938059802292083,0.20260506357760388,0.38362883388731067,0.05674812402121057,0.4481774234515284,0.1567476360435417,0.36151591484228274,0.3102592706742145,0.10931344839889,0.21047802560715856,0.04551771070511886,0.2669337966313732,-0.45337650487035824,-0.03986300273749684,0.42656438919878437,0.10246850395899568,0.4781714515660209,0.574446932314534,-0.1580398803730466,0.21461679066489442
Vermis_1_2,-0.06530090950836565,-0.20894304173511943,0.5744916782265422,0.40290920432209865,-0.1484730102098109,0.6025657323506819,0.5668930786503212,1.0,0.5676150686232078,0.5873519936507781,0.5794117958489335,0.30744186006664315,0.6484494218595084,0.6498868254961763,0.1910845384280964,0.1001665251879648,0.7511346996101352,0.3082842660144519,0.629329903096848,0.3251189530548141,0.46646523239301,0.7252169034349066,-0.18186805091148492,0.4238262673482636,-0.15687145328526034,0.45089087695886937,0.6899715865223024,0.4453287918943146,0.23767871368935362,0.1499407429030185,0.35490939423179124,0.37535188229067223,0.8228093344446765,-0.01786865475017163,0.40707739303201645,0.4678319106505508,0.330302311715305,0.346991443308511,0.47161677702559757,0.1826620952494501,0.3721601449345287,0.16496188058559624,-0.002925294920744127,0.47041030849155835,0.7168521331104463,0.6474029014554734,0.36720637350083646,0.6232923829243205,0.4526826064353111,0.3557644808140939,0.3931432249813683,0.4946274315954815,0.2578760847929511,-0.09899383001513769,0.0591468463940658,0.28749813665080426,0.41633267923765716,0.5026099810473568,0.3068596934564643,0.09272588310065066,0.34355505026574334,-0.03001848742468231,0.1649725811242824,0.5023605138876683,0.14348284335992956,0.3246729091004612,0.6641417715327197,0.6516942926567426,-0.3602465146730713,0.5807893989226015,0.34604467297052793,0.5270474893300248,0.6023604764283453,0.3369144340908023,0.27568372362880267,0.4553421317061457,0.4947230165622026,0.3641572586455251,0.46895277747429837,0.20924275023439068,0.516291768199677,0.003084576165490522,0.62669160360637,0.12536351286098565,0.7039238332913751,0.3621822725640744,0.3669126745442946,0.2757547618784307,0.5126540671554678,0.4727410285601885,-0.002774780170704254,0.462565650719516,-0.0898213742470233,0.048531535367134504,0.7822691904218619,0.41516314194540754,0.7343788496537331,0.6975518458147554,0.22688922127888303,0.6143277748460259
Cerebellum_9_R,-0.06614449448412298,0.2719596770102982,0.43992539110611756,0.3128775880554667,-0.0514445955437898,0.46559951727813376,0.2812524409567394,0.5676150686232078,1.0,0.281261320827805,0.3041956241516654,0.2722427195941666,0.6383403996468243,0.5756091357605921,0.06615661222417467,0.12721060303523002,0.5109542181580702,0.24983442418687604,0.7024962088562117,0.37457839236278156,0.46045306668590197,0.6002430478933466,0.10812267998431087,0.2896448351848199,-0.07231226132620337,0.42734851972058047,0.6465924912713124,0.285388279783796,0.24743276371486048,-0.200028766435093,0.27990801157963535,0.49325758983237283,0.6099286625962441,-0.24435158169908838,0.33542694454093097,0.5137307050953923,0.3623419056013478,0.4882052629436648,0.7770214529401736,0.3710642746856442,0.09677254359043813,0.14276062565378997,-0.025876135792467506,0.5771502467216231,0.6449926593252413,0.6821342276265198,0.4058052602550689,0.7365465680927545,0.4130052606325293,0.684626317405721,0.45090090269354016,0.13165577615534807,0.18462420421738948,0.14846937921968975,0.2285167910188851,0.22213236612615272,0.3363705055456022,0.44167537782694566,0.3394898647373145,0.3126133892223928,0.5597793015517236,-0.08806650114874806,0.08493923392119387,0.6813574886112482,0.18341476567940765,0.3769605854601347,0.5132831371685445,0.5978129509224162,0.033402511976981276,0.24071447032071483,0.2544423115234104,0.5541916631610723,0.6758274576295433,0.10401944350225586,0.057522327236820825,0.6663805210860618,0.5846772017689369,0.27399276559987396,0.2506205631858614,0.01707688095891688,0.4318120581587704,0.010366868512888117,0.5224799443029696,0.43999110557021187,0.620275250174153,0.2691798451010806,-0.21425063179867151,0.29670256997283095,0.48280134717451173,0.3427734605528032,0.247060763803743,0.36555213328835084,0.1921276287220713,0.02075739920752776,0.6727818730491663,0.3287564922801708,0.5630940931757907,0.5620451469942401,0.32959319970730216,0.6280056833107451
Thal_LGN_R,-0.1510010173858843,-0.35280229703359356,0.22928846144834217,0.3888216881480797,-0.1563493767192007,0.4124436140638161,0.5203426553644421,0.5873519936507781,0.281261320827805,1.0,0.2196243390332225,0.15670400299228784,0.39598189273416706,0.39447224420554566,0.09464927232873424,0.16787939867898177,0.4512815929855451,0.06166158409773104,0.30151531412675914,-0.011599146120289299,0.05630651580669136,0.40725797597744506,-0.4265355621535813,0.4298383733550735,-0.250055135279877,0.11778154191589674,0.292309562721889,0.3541684799479816,-0.17940858570121404,0.19977617630520259,0.11199066879028116,0.06660771911643788,0.4612101069495663,0.03233662025839844,0.25743229415667424,0.4260361357349616,0.0990934435617797,0.14021201203978978,0.06458598289795811,0.038013566120626556,0.38617446904842223,0.20534622256662263,0.007825461619437335,0.27663344751144553,0.4434232350301897,0.3302228995937032,-0.0817496403090147,0.3461548792236925,0.25679161680610985,0.0645168046830597,0.03097066026831165,0.3885822896453106,0.11642233090184254,-0.10064333446051746,-0.13686840263552125,0.16528238225307948,0.30755738031979757,0.31738337944673434,0.2007831800627917,-0.18507905815548042,0.0011507498862427525,0.07124466048400808,-0.028816547164698912,0.13103125960131587,-0.016340054206913052,0.1594508079041694,0.37924535233181345,0.26977874282630004,-0.5270408676464466,0.5209684265845005,0.36289517741254873,0.21447363517492182,0.3022390562041345,0.3379977364340412,0.2673708506703383,0.04739634188525032,0.1776717595902561,0.23510187966710333,0.4932516941761037,0.2043766171831464,0.23739900378714285,0.05583081672872309,0.46814598104548244,-0.010628179220907169,0.3881014972676542,0.33118286616948234,0.4223949908876781,0.09295794080318812,0.30759755444540177,0.2703023249448547,0.05543177544722615,0.5231976420709986,-0.3007945320888371,-0.13503443705209978,0.3722519830902413,0.1927291811362567,0.46569248765449284,0.5220248476552871,0.18500491553997003,0.2597889091165919
