,Fusiform_L,ACC_sub_R,Thal_VL_R,Occipital_Mid_R,OFCpost_L,Red_N_R,Temporal_Pole_Sup_R,Parietal_Sup_L,Thal_PuI_R,Pallidum_L,Frontal_Sup_2_R,Thal_LP_L,Thal_PuA_L,SN_pr_R,Paracentral_Lobule_R,VTA_L,Vermis_4_5,Thal_PuL_R,Frontal_Sup_Medial_L,Cerebellum_Crus1_L,Thal_AV_R,Cerebellum_4_5_R,Frontal_Inf_Tri_L,OFCmed_R,Amygdala_L,Olfactory_L,Raphe_D,Paracentral_Lobule_L,Heschl_R,Thal_VL_L,Occipital_Sup_L,Frontal_Inf_Oper_L,N_Acc_L,Cerebellum_3_R,Occipital_Inf_R,Cerebellum_6_L,Parietal_Inf_R,Cerebellum_10_R,Cerebellum_6_R,Vermis_3,Cingulate_Post_L,Thal_PuM_L,Calcarine_R,Insula_R,Insula_L,Temporal_Pole_Mid_L,Olfactory_R,Cingulate_Mid_L,Caudate_R,Cerebellum_8_R,Cuneus_R,Fusiform_R,Thal_VPL_R,Lingual_R,Cerebellum_9_L
Fusiform_L,1.0,-0.0687148880099066,0.21287214890195857,-0.08647698346339211,0.08221840175979003,0.1048565230723235,0.13627813793197913,0.5951499034947199,0.47000758329053466,0.6150603993597752,0.6082740640556595,0.3900444289493233,0.5504758878235197,-0.03522914398677479,0.5808466943869192,0.3953053129485796,0.49971977695244924,0.4259214160893604,0.7129479060292153,0.24869755532656201,-0.06703208091155052,0.46227552750044815,0.8340973956451531,0.3800135377946254,-0.1445047945739397,-0.07202516366217195,0.1030132737505925,0.5587980475150295,0.02893220887428551,0.44946137955877447,0.40754065952007557,0.6058613020686909,0.11586813145422463,0.3598686734605169,0.20123940025345102,0.5136714833403329,0.2828773934341899,0.30113144088002086,-0.19915500206788125,0.5202766387598337,0.44689058158019734,0.6860472763699744,0.38121053786692793,-0.24506901146389762,0.7290192292674095,0.04862015881358261,-0.020959186580513395,0.528044422014308,0.5648303446559613,0.42923388215807223,0.021719054058757948,0.00423840560193668,0.17859448514560522,0.38199437573413725,0.6498911625527107
ACC_sub_R,-0.0687148880099066,1.0,0.054339823652033756,-0.0740615506820141,0.18319987289383247,-0.05588311881694643,-0.20924019343443873,-0.05416247763064922,0.12913331052714572,-0.020490552300783327,0.08041768680031693,0.08168132267491796,0.14055058711328425,0.04294060728927548,0.003792226353389242,0.15881147408749424,0.07637817800338959,-0.08099933532774274,-0.006520837844998015,-0.17050021031897872,-0.11341455931236522,0.13317537818053962,-0.08858932573080881,-0.21948134955231907,0.010249053744382841,-0.07650964208326085,0.017291768947340656,0.010914453905645225,0.24275303534915804,0.07755759368442715,-0.06097420698612781,-0.05245709025340267,-0.31089278895235134,0.1290562954609085,0.031815919368465145,-0.29081471584175866,-0.06613427283441044,-0.07093381748062429,0.08881879464805492,-0.018200239647481593,0.09855748342257448,0.1092492475098137,0.18456659727560315,0.25092811287832406,-0.023816369277921936,-0.17528606071401115,-0.10709249053266297,0.03630987902497513,-0.11805193736715527,-0.23993628232166508,-0.048519950463066536,0.031033832434961266,0.0633353996559131,0.07903547351002581,-0.03678648484566128
Thal_VL_R,0.21287214890195857,0.054339823652033756,1.0,0.057514339176795534,0.08647738382900973,0.5653363612486847,-0.0771808718588369,0.2584031346288593,0.6108018858649195,0.1966462046583365,0.5872294460965419,0.5951302312569169,0.13954183666175318,0.6043397642623365,0.49543484144967126,0.06579192720614689,0.4250166124596367,0.3189721144490026,0.5601911006850897,-0.023581810043840794,0.2734573835621456,0.5277633088517554,0.2313374513180457,0.25574051205195597,0.022748682975855822,-0.018165585650880105,0.349714907475976,0.5138091082085569,0.5513993544469143,0.7918748073146284,0.09998603750978226,0.023115560722417685,0.1555027347431872,0.6236124353578095,0.20299858814668742,0.1689694884838692,0.23541212074854367,-0.27916525303446144,0.44232032980088215,0.4567254423994742,0.49859942579865385,0.47380780689236407,0.3891716744021462,0.5295327285829617,0.12610344879620125,0.13927446801078003,0.010053972229094727,0.4985160365202614,0.609488082025435,0.3805341402077124,0.13498324652460594,0.4175147468810436,0.7081315347131397,0.49100092412981217,0.19807178283670848
Occipital_Mid_R,-0.08647698346339211,-0.0740615506820141,0.057514339176795534,1.0,0.3060291477998451,0.1791557200098006,0.24328308230682247,0.3649314221628837,0.03045391568317344,-0.22372590034702972,0.0063239937261524585,0.13796073193384406,0.1276153474791042,0.27780290600016366,0.29071437386833027,-0.235478263057587,0.5257012450676896,0.19416600724993505,0.03747888202890109,0.29245398350931107,0.09006231733347353,0.23960227412973154,-0.1492965654065198,0.22611487447351566,0.25135467442486564,0.019325225273812772,0.548600826898322,0.29251670604400537,-0.03485175584730475,0.11685573316364901,0.5855654369842901,-0.26206237469474203,0.1759316943843907,0.3875956334477248,0.48288783290447485,0.04992301840774982,0.33345636062853223,-0.23134538512462574,0.2680500923452178,0.46280236227811894,0.29104268030978253,0.2235845438560932,0.4256741201095458,0.183478685466767,-0.2965131612898767,0.26085852033163953,-0.1199630755891622,0.2609718552728393,0.004492067402853896,0.4297299686682127,0.7144967853498306,0.5858664266489042,0.26225286192967284,0.39649826578959435,0.04871240583397577
OFCpost_L,0.08221840175979003,0.18319987289383247,0.08647738382900973,0.3060291477998451,1.0,0.07960473997820314,0.12228749107239419,0.2803208533434587,0.1255593880505308,-0.0995801483359766,0.11463123373428977,0.17547190308221894,0.27520731368609636,0.201248229416998,0.2242277171961411,0.010305616436171037,0.35202866552007844,0.25290649868770065,-0.008201639258546972,0.19027164802999655,-0.07951089580125503,0.30351901059962355,-0.12027754714618667,0.18441931516938379,0.11263844414030891,-0.048793032727875586,0.28199180830834036,0.19947352091441367,0.25832947807535245,0.08848027546378967,0.16830063437115927,-0.29951294091376035,0.005739527521257031,0.3616188785742959,0.3315243865486066,-0.1585277364951557,0.22406286343120066,-0.22112628985538524,0.20178303696385674,0.2763330087988794,0.3022840403691973,0.34837044647421944,0.3069825805249716,0.2890405245875295,-0.23271781185931048,-0.00683400731903022,-0.15416997361395393,0.1471130516348757,-0.0906134722198938,0.03317656474692182,0.1655878775065485,0.30931447177388466,0.19300334995515,0.2984691137328159,0.36154222987217116
Red_N_R,0.1048565230723235,-0.05588311881694643,0.5653363612486847,0.1791557200098006,0.07960473997820314,1.0,0.2324962029889208,0.3076006531063067,0.47899946030594315,-0.00034971978513818224,0.40923643486400585,0.3254492867102737,0.02830548211731247,0.6079689444672929,0.44934866954598,-0.23407384631561198,0.37409440075894534,0.4596295696739586,0.41643609632339945,0.2643697411769278,0.3516438930781614,0.42799385326613004,-0.005077615488843216,0.40527437830064567,0.07696875220084991,0.021927762806119203,0.3128479245203143,0.5238072996344164,0.3368168638904545,0.4659806617114046,0.11350315499210109,-0.28133774084730223,0.03131276189714857,0.5990399722783535,0.2908001096559412,-0.07975167818528274,0.2525894457231992,-0.08173679941956914,0.28539827784018507,0.4794806093086308,0.5886543330209637,0.3953645589645944,0.3401332516930346,0.408237439349978,-0.1509703258624955,0.38083896125056255,-0.09458503561912393,0.48114007084735894,0.2708238897273262,0.43478909530427584,0.2515794388163087,0.6664454328721688,0.7554824403739085,0.39351780989229224,0.2755269673690105
Temporal_Pole_Sup_R,0.13627813793197913,-0.20924019343443873,-0.0771808718588369,0.24328308230682247,0.12228749107239419,0.2324962029889208,1.0,0.20207275398673927,0.09625129577897286,0.2554577096529684,-0.09125712191919497,-0.10892779052809631,-0.04906848142114891,0.229997994276024,0.23161909943551118,-0.1547780011829719,0.2543147822407439,0.1598957904218149,-0.01617833626734448,0.5868514354002969,0.14939144694932835,-0.07583716685114045,0.18684066093957272,0.08229315607189269,-0.06022077726287198,0.3080136195852286,0.13251628700645413,0.2984455825002683,-0.24227373374928984,0.20715474790658467,0.29016566236870683,0.06428693115617262,0.06075184545941436,0.1608108276748544,0.1633999459900148,0.23280216600207815,-0.011292690977430714,0.2602575936389911,-0.13639736656574802,0.38052613774081967,0.1875039934780237,0.09963385269112271,0.13202626504552636,-0.3397849673531083,-0.01650154233296742,0.5635027561885261,0.14367223152412695,0.19238018645003993,0.0476267608113589,0.4553681089109466,0.2677085893334057,0.28119926847664894,0.13033430226729187,0.052240668615001616,0.12818859069130836
Parietal_Sup_L,0.5951499034947199,-0.05416247763064922,0.2584031346288593,0.3649314221628837,0.2803208533434587,0.3076006531063067,0.20207275398673927,1.0,0.3898031442167247,0.15550793762286488,0.5922794671104958,0.3887907597859688,0.4679676946708754,0.27721263323120204,0.6758054446401484,0.22847085662208888,0.6723843547478798,0.41165903086045347,0.5654475665555364,0.2852194095541951,0.08261098946243485,0.6638035099289804,0.3770998395908828,0.4745223653426446,-0.015845827841347918,-0.03813250133234284,0.31092203623183695,0.6821371305130495,0.21421599510421338,0.40292254736698646,0.5817690358083853,0.07005680710491814,0.11930476415876651,0.565897961690945,0.39509049976812805,0.2357767807635508,0.6395708781946957,-0.06486855969777436,0.19636294788612435,0.5979090059660639,0.5711611872533051,0.6965140439478985,0.5265906202385053,0.10115557719988995,0.21948222064499384,0.04792944684870199,-0.13677049558975302,0.6687330975234583,0.35224807582118106,0.4581278757621788,0.41425084442984983,0.4751007885315821,0.4371069315849582,0.6119724706937268,0.5821574438111138
Thal_PuI_R,0.47000758329053466,0.12913331052714572,0.6108018858649195,0.03045391568317344,0.1255593880505308,0.47899946030594315,0.09625129577897286,0.3898031442167247,1.0,0.4492408630472547,0.6389746657115184,0.2942048053763639,0.2181864377631194,0.4275134247356422,0.6197749875624209,0.054780342075315916,0.5491302732564414,0.3911366383306268,0.6158304651017054,0.19996543844055978,0.10120307735932527,0.6290278498865958,0.4187224782074819,0.3226373911077804,0.05112210939642871,0.16376280072557228,0.3938779366161854,0.6300624413584704,0.4966600782577218,0.6758621602470752,0.1697970142666364,0.14867930125633833,0.05440034121867819,0.6928458736028544,0.21581128884321907,0.11940384972908567,0.3118509157544383,-0.032352546304987365,0.25609393679680886,0.6036557978867474,0.6142674317322033,0.6686297204315905,0.4677625907517548,0.36772312516401257,0.36777703516193705,0.22302295038921857,0.11201831291916295,0.5773592948617616,0.5100038588835935,0.3809084750386004,0.15998369997956507,0.4030828034459543,0.6997059139216097,0.4850715542782667,0.41877932393698136
Pallidum_L,0.6150603993597752,-0.020490552300783327,0.1966462046583365,-0.22372590034702972,-0.0995801483359766,-0.00034971978513818224,0.2554577096529684,0.15550793762286488,0.4492408630472547,1.0,0.33486442408754225,-0.03461711137147325,0.16519342982026142,0.12631302320874918,0.3163688951771252,0.4037392885454005,0.21928904125788096,0.0810435583836585,0.4086450599499639,0.2511710719185251,-0.07151253861599242,0.10285290337050512,0.7635703049054792,0.11900760942635785,-0.02826727881452843,0.25022843810061374,0.10494777311716459,0.33872264083160075,-0.07296059987898561,0.4648481087430441,0.20375345828392805,0.622474491972393,0.1409220503871205,0.12991301075858222,-0.023602898247352882,0.3931957133140834,-0.06433958990406032,0.27582376114545387,-0.26508245072758413,0.3658043985826172,0.1793806770810178,0.3064005401206249,0.14197587902481196,-0.34002197953342356,0.6777968473281334,0.09828011154690308,0.17781444283795753,0.23904787017416593,0.533551620640785,0.3617550461521485,-0.09813796211592414,-0.14906283585192412,0.08138106526295194,0.07091221104475617,0.30513323563759137
Frontal_Sup_2_R,0.6082740640556595,0.08041768680031693,0.5872294460965419,0.0063239937261524585,0.11463123373428977,0.40923643486400585,-0.09125712191919497,0.5922794671104958,0.6389746657115184,0.33486442408754225,1.0,0.4591737696466865,0.46058018118322863,0.3928288493704531,0.7551783303072513,0.3782084677985331,0.5341886355857794,0.401142126731551,0.8353441250363828,0.14347304400883593,0.11590416151933004,0.6648928141280428,0.5197372619591988,0.46702413524509245,-0.024542010831509822,-0.10462633724602649,0.26384248123084836,0.7278461891801701,0.4859484164649558,0.6168702944133193,0.24400031661418042,0.1775339885106543,0.05962045042422697,0.6546887583989377,0.26423946826244515,0.15616655557743336,0.4409357243402514,-0.06929211821528637,0.18512846876999167,0.5571698229264105,0.6589618017531984,0.7391305560170237,0.40294269377424863,0.38035931155807756,0.3918750371131113,-0.04288602883636826,-0.005949310275819864,0.6826720346599503,0.5993721032853232,0.4151359112220911,0.1425716027104876,0.344148218591936,0.6289082813763693,0.49513308738669376,0.5995957943280297
Thal_LP_L,0.3900444289493233,0.08168132267491796,0.5951302312569169,0.13796073193384406,0.17547190308221894,0.3254492867102737,-0.10892779052809631,0.3887907597859688,0.2942048053763639,-0.03461711137147325,0.4591737696466865,1.0,0.37772718154645835,0.2361128553284134,0.4041324855621634,0.09152709609222064,0.38627638081202664,0.49947949345835363,0.48584369279898093,-0.006872486394942942,-0.020693286243827342,0.37008308571955484,0.23508173374424562,0.3428911841933538,-0.15262270754524068,-0.2992687389860891,0.22315967441338255,0.42209936328313546,0.16437782028420525,0.5013274651280722,0.1691330321746845,0.09272705459260518,-0.01261113042456523,0.45755843777027244,0.2183472038384172,0.27523566062118027,0.3080988154225192,-0.08717629249340851,0.23295894263584663,0.3265770291702171,0.42236630137755626,0.5249202316465473,0.3699496235827813,0.18548285920396065,0.11561126022048508,0.0907919977950807,-0.1103515623749186,0.5040625600884797,0.4059759064368893,0.2703255437378967,0.03619480624124149,0.298362011501433,0.34658544267770053,0.4328851271132063,0.3331424650119088
Thal_PuA_L,0.5504758878235197,0.14055058711328425,0.13954183666175318,0.1276153474791042,0.27520731368609636,0.02830548211731247,-0.04906848142114891,0.4679676946708754,0.2181864377631194,0.16519342982026142,0.46058018118322863,0.37772718154645835,1.0,0.06653888982520192,0.5074849885082318,0.3613607579400222,0.4163237408575845,0.4145001221020061,0.49176029864982435,0.07741221510937109,0.057578138849601564,0.39057003575251636,0.4290874875005121,0.32542188331610156,-0.10797394886658972,-0.22515671493942696,0.17747574322522794,0.4967154702899023,0.05134261196687889,0.29170822730508955,0.30263864227481174,0.22975966063885186,0.008890052176904535,0.3867623053078468,0.2927174322657228,0.16956734535686957,0.28344471214865646,0.0546369815057769,-0.04090951101605603,0.4148194828410289,0.3902298788272619,0.6619565359541695,0.28041275102243673,0.028630307881998704,0.35327846330150176,-0.16525686326462077,-0.10730388736717048,0.45640889602417395,0.2834418550453685,0.2802787767615909,0.19644818318303778,0.1273455905534974,0.21256293197834825,0.3699728696774692,0.48897674695742926
SN_pr_R,-0.03522914398677479,0.04294060728927548,0.6043397642623365,0.27780290600016366,0.201248229416998,0.6079689444672929,0.229997994276024,0.27721263323120204,0.4275134247356422,0.12631302320874918,0.3928288493704531,0.2361128553284134,0.06653888982520192,1.0,0.47979199782715004,0.11945697908896995,0.36438673499525526,0.29547984429795054,0.29532795511172105,0.15675530979512636,0.22255268179479135,0.31262984605408384,0.008227415764913613,0.3349556508951027,0.025725917444806873,0.03677667838629024,0.33654949253309524,0.5324985430467067,0.35339634216504817,0.5838676304426549,0.07842131564479529,-0.3052893133184002,0.09874475551155042,0.5730475119715275,0.2692570894825845,-0.08458083428613128,0.26190237406610234,-0.3227090677678367,0.29123669113569545,0.4505812899931373,0.5315137649885406,0.31533914094073145,0.35733169584042807,0.3885955943554228,-0.19820262657319113,0.0770214234375102,0.005473580140853429,0.4582166693075081,0.2354002694724918,0.4481397402155289,0.2920126061506498,0.6445158628182996,0.7076229102533941,0.4045456694356447,0.18257137451306477
Paracentral_Lobule_R,0.5808466943869192,0.003792226353389242,0.49543484144967126,0.29071437386833027,0.2242277171961411,0.44934866954598,0.23161909943551118,0.6758054446401484,0.6197749875624209,0.3163688951771252,0.7551783303072513,0.4041324855621634,0.5074849885082318,0.47979199782715004,1.0,0.2415751219414509,0.6979565899808597,0.5220630305525547,0.769339896697358,0.3224325401542635,0.19214686652283708,0.6069299767895109,0.49744877633803686,0.46538687835699377,0.0058809289609666315,-0.034442603770880466,0.43002101221929295,0.9187075217900156,0.319782002925748,0.6409817982871283,0.3390205086316088,0.09650546067719486,0.15448889609481584,0.7714357419945896,0.4664641124481754,0.21481880011201893,0.6716248214546549,-0.12069728811731006,0.12908847739890497,0.752838676164303,0.7644488884502931,0.8143652725437889,0.48209441904788225,0.23702955399787196,0.259544724023249,0.1422865028961322,0.04139255454281806,0.852070119125135,0.577287445632657,0.6410751640505937,0.36996073718081685,0.5336716529226148,0.687839189263789,0.5672019099466116,0.6607667091735964
VTA_L,0.3953053129485796,0.15881147408749424,0.06579192720614689,-0.235478263057587,0.010305616436171037,-0.23407384631561198,-0.1547780011829719,0.22847085662208888,0.054780342075315916,0.4037392885454005,0.3782084677985331,0.09152709609222064,0.3613607579400222,0.11945697908896995,0.2415751219414509,1.0,0.04259597354524576,-0.17222125192859764,0.32025326393239023,-0.10370774577722236,0.008898620927699382,0.09957342288688231,0.474863666704871,0.05102779038906354,-0.0166633864537105,-0.19131442670774973,-0.1813957560462991,0.17826883027790932,0.06641141678545319,0.2540121676981629,0.012563660511656083,0.3343032018718669,0.013566213250612753,-0.03626408603315287,-0.042503610856082334,0.05599057316243973,0.13559212807089865,0.12512269945037113,-0.19792713939045586,-0.02624628602173868,0.012014342392461614,0.1826233193959746,0.03531848107226606,-0.12746454757351247,0.4392169473537346,-0.5060418473765229,-0.013777276908560778,0.16808586018513386,0.3206353723387777,0.023860711399881916,-0.1787956032364645,-0.30387592408865877,-0.06915312005378431,0.04388599540162865,0.31208175431171775
Vermis_4_5,0.49971977695244924,0.07637817800338959,0.4250166124596367,0.5257012450676896,0.35202866552007844,0.37409440075894534,0.2543147822407439,0.6723843547478798,0.5491302732564414,0.21928904125788096,0.5341886355857794,0.38627638081202664,0.4163237408575845,0.36438673499525526,0.6979565899808597,0.04259597354524576,1.0,0.43992907261511366,0.5340760043738707,0.2758139831878733,0.19180018362464893,0.7864855535420656,0.38031077711085515,0.42410413815289444,0.07583569020068633,0.00862982392442812,0.5791128644352782,0.7507336873047622,0.3396452698937812,0.6128899534559488,0.6018216338396599,0.10904874145248136,0.1418550694843026,0.814279627718564,0.5297222533953617,0.34237990703736526,0.49728281572945415,-0.11598116784594029,0.44409668496356114,0.851353464625362,0.7352660413933366,0.7617248964381779,0.8307985720031832,0.2639642869709848,0.18957164067389587,0.19121166970458553,-0.00425135317048965,0.743823354524994,0.44594830062209734,0.6069119143310252,0.5812492046948999,0.6814620792710786,0.5681024290479905,0.8636898396960063,0.3517205864280659
Thal_PuL_R,0.4259214160893604,-0.08099933532774274,0.3189721144490026,0.19416600724993505,0.25290649868770065,0.4596295696739586,0.1598957904218149,0.41165903086045347,0.3911366383306268,0.0810435583836585,0.401142126731551,0.49947949345835363,0.4145001221020061,0.29547984429795054,0.5220630305525547,-0.17222125192859764,0.43992907261511366,1.0,0.49214148138373315,0.29499610240239776,-0.029236486543999136,0.3387080277918585,0.2835256967612818,0.4570125415433306,-0.10526996128789821,-0.17569581139826881,0.40356171111785805,0.551488962802345,0.03605414042327308,0.34033887420374453,0.29560643828207184,0.06576503459073964,0.026841801679707913,0.5195494187560178,0.35118329301062257,0.15638195270628333,0.2668104219556811,-0.08288252276794565,0.008327307406920052,0.5686568305710195,0.6406583205232779,0.6332725086757038,0.35359226201921157,0.03872267414817918,0.12308150637375506,0.22024032730951376,-0.1003752020753216,0.4912444831813458,0.24777734591260558,0.4461040784174684,0.24273096724802784,0.42648534852379677,0.44938125943015933,0.32915244226307905,0.4520488061062113
Frontal_Sup_Medial_L,0.7129479060292153,-0.006520837844998015,0.5601911006850897,0.03747888202890109,-0.008201639258546972,0.41643609632339945,-0.01617833626734448,0.5654475665555364,0.6158304651017054,0.4086450599499639,0.8353441250363828,0.48584369279898093,0.49176029864982435,0.29532795511172105,0.769339896697358,0.32025326393239023,0.5340760043738707,0.49214148138373315,1.0,0.12300695352202788,0.10453961653149846,0.5608126670340882,0.6572718928615454,0.499304930015746,-0.04588685129265887,-0.1707105619412607,0.2989868417469213,0.7900956388485608,0.24610652023000062,0.6224947182430606,0.3266858467320381,0.3690068216109692,0.11922178593523546,0.6241269855177447,0.35904724933767074,0.32230184234817405,0.36709104148539196,-0.042169395279349556,-0.0487791459790862,0.6253816004036125,0.6399202611572141,0.7540139181031742,0.38901559016962106,0.1610016758253455,0.5341325522563014,0.08089631364506572,-0.02360195976401412,0.7104943954937334,0.691713913871936,0.5949139932250231,0.193834167502855,0.308168921413664,0.5390646745193985,0.4492334864329828,0.6290609870395028
Cerebellum_Crus1_L,0.24869755532656201,-0.17050021031897872,-0.023581810043840794,0.29245398350931107,0.19027164802999655,0.2643697411769278,0.5868514354002969,0.2852194095541951,0.19996543844055978,0.2511710719185251,0.14347304400883593,-0.006872486394942942,0.07741221510937109,0.15675530979512636,0.3224325401542635,-0.10370774577722236,0.2758139831878733,0.29499610240239776,0.12300695352202788,1.0,0.05686862506123706,0.10850761718676664,0.20331302022112377,0.28321251573347295,0.11647268877581135,0.23846040401247742,0.30727014066670855,0.33848329676167027,-0.09426707158258739,0.19086489428638925,0.2580369640078335,-0.05746209482217753,0.019570993928711155,0.22136012433816682,0.2286596385229291,0.0643295659156071,0.16573340151974114,0.17037038723165127,-0.011624892192971406,0.3601286825715593,0.2902485478865168,0.24327520402272113,0.10242160034163902,-0.09986338766752301,-0.015861592724742364,0.4373622650773457,0.08000729629684335,0.22341338831589022,0.17433407388211306,0.4575939267968798,0.26774005974158294,0.27266489219170453,0.2163343139579595,0.07189760737516614,0.34729607425342535
