,Cerebellum_9_R,Frontal_Sup_Medial_L,Caudate_R,OFCpost_R,Pallidum_L,Lingual_L,Cerebellum_Crus2_R,Thal_AV_L,ACC_sup_R,Thal_VL_L,Thal_VPL_R,Temporal_Inf_R,SupraMarginal_L,Precuneus_L,Cerebellum_8_R,ACC_pre_L,SupraMarginal_R,Olfactory_R,Precuneus_R,Cerebellum_10_L,Frontal_Sup_2_L,Cerebellum_7b_L,Supp_Motor_Area_R,VTA_L,Precentral_L,Thal_PuL_R,Frontal_Inf_Oper_L,Cerebellum_6_R,ACC_sup_L,Frontal_Inf_Orb_2_R,Olfactory_L,Thal_IL_L,Parietal_Sup_R,Thal_MDm_R,OFCant_R,N_Acc_R,OFCmed_R,ParaHippocampal_R,Vermis_4_5,Occipital_Sup_R
Thal_VPL_R,0.41319111423648336,0.5390646745193985,0.45682892104372397,0.08526767894622264,0.08138106526295194,0.17527700315725056,0.3955026002810056,0.4873636358333963,0.4581489765286427,0.6670282164070248,1.0,0.3767091471157057,0.20223521964622573,0.6888535469744621,0.43376164930383854,-0.1358872889749651,0.6920685671220342,-0.005979432537151479,0.6171062860056779,0.48450506574781804,0.6813099155845771,-0.33362572498805587,0.7071668616377879,-0.06915312005378431,0.536058582280711,0.44938125943015933,-0.2834561927519009,0.4168798530327203,0.4057679296854352,0.49431685127374,0.09314510745120484,0.47397140087954637,0.5753407429594369,0.6861663262386841,-0.06740849978672189,0.10238119208526195,0.39219933005823254,0.7813605990828679,0.5681024290479905,0.32651587539909277
Temporal_Inf_R,0.17820660855994927,0.15838256062468759,-0.005473461097927757,-0.0925548811223032,-0.26714298266105097,0.09748209870891782,0.4481029754926151,-0.024408787149081092,0.3394483768694304,0.07868680280947038,0.3767091471157057,1.0,-0.06770669317993765,0.362305108291936,0.4813896081700279,0.048303145396181406,0.35881796011411526,-0.1711265387055653,0.3795667672140026,0.6074991721860016,0.33112622059972796,-0.38941976832479586,0.34749883537130166,-0.483909954513154,0.22662833346457084,0.28430025394003805,-0.32586991519514985,0.1315647096787575,-0.2196746868440879,0.47984360393449327,0.03250815120191009,-0.18490904754299697,0.3421113197472557,0.26649755924058155,-0.31450464213955803,-0.011266811389815527,0.28075054207729333,0.4179820915469963,0.34987950031579856,0.46482154078960225
SupraMarginal_L,0.5846772017689369,0.6458881744621032,0.5751571582314252,0.33466175037713225,0.5472680697200244,0.36271544462041116,-0.2108852015366488,0.01664560737083561,0.1610630422413359,0.44997918053358077,0.20223521964622573,-0.06770669317993765,1.0,0.6462570487470367,0.4719673451909012,0.055351114189532445,0.33071828776949835,0.06511706565926585,0.601624092786557,0.0350336271860695,0.49132122138797824,0.2941059606148498,0.4995635118262996,0.41758720538737976,0.7425233101771958,0.3800264203354281,0.5439918534051751,-0.1020839074867449,0.5641353092109314,0.0788392920247301,-0.07099991381569648,0.2658577604833335,0.5678639430441208,-0.059606342357072926,0.279339605710203,0.24947159559636134,0.3251966006112811,0.20437709121342568,0.5336373035849277,0.3968194030312785
Precuneus_L,0.620010480922119,0.6805745671541062,0.46439162444579307,0.17832372956700407,0.22971675738524994,0.39872185307131075,0.2145505489082328,0.21359268048754088,0.36655446581032586,0.6055380852985067,0.6888535469744621,0.362305108291936,0.6462570487470367,1.0,0.6010395774575558,-0.06764060351899913,0.7760030885690861,-0.040278670306555533,0.9510240381563756,0.4409752598867872,0.7759452075404047,-0.09019192857447143,0.812479359515555,0.15012436279109206,0.8406643471772431,0.5404891096191671,0.039871293850975806,0.19038536688207955,0.5171160909336763,0.35140489346806725,-0.04922782528077292,0.23528649847304842,0.8390850058775884,0.27080193077254777,0.08368121531934285,0.172997279923322,0.45570709306397705,0.6934186298039864,0.7983146298372279,0.6354657955243986
Cerebellum_8_R,0.4722130884708831,0.5949139932250231,0.526283647414452,0.1625428713444913,0.3617550461521485,0.27203215173562045,0.358499802274852,0.23652662491041962,0.30144301158032333,0.5159264474173746,0.43376164930383854,0.4813896081700279,0.4719673451909012,0.6010395774575558,1.0,-0.17352270462072011,0.41213295878019723,-0.0014522830054226755,0.5413294033403355,0.5844237335975483,0.6790026546105742,-0.14606762522205266,0.6471978556797199,0.023860711399881916,0.6934876221475339,0.4461040784174684,0.20013216267284345,0.03172422535041524,0.4302688102433521,0.5423734770262126,0.03911747654968618,0.15671635863394806,0.5280213276155781,0.2798284582117332,-0.20397474672724467,0.180729656947274,0.5189533241685276,0.3578434900326163,0.6069119143310252,0.4806145753686997
ACC_pre_L,-0.014384791781209775,0.07055946980591497,0.021834845797365183,-0.021555666788805865,-0.25395136450311717,0.0449629043121479,-0.1853987266208656,-0.4383150488615996,0.4189340067028394,-0.06635743627405837,-0.1358872889749651,0.048303145396181406,0.055351114189532445,-0.06764060351899913,-0.17352270462072011,1.0,-0.04604724159755725,-0.06560381281765075,-0.06418149630746833,-0.24851847413755945,-0.06556902834393091,0.16693903028426912,-0.015623984816969265,-0.3197436652532037,-0.07278173666181012,0.2677107334969401,0.18543682796134642,0.00845150977012996,-0.2715138252694045,-0.16464679526075612,-0.22672961999096303,-0.17326979212501697,0.012753284882185743,-0.24062063956135243,0.18797420471528076,-0.13413259163921623,-0.05986932755918369,-0.09392384655735778,-0.04001621203552402,-0.029109181318046216
SupraMarginal_R,0.4265246212525144,0.5051931502089004,0.29515507097733995,0.26769086734838304,-0.050504965954124036,0.21072738058116866,0.20719969720606396,0.21944332102136588,0.3614268936976611,0.46005552556828133,0.6920685671220342,0.35881796011411526,0.33071828776949835,0.7760030885690861,0.41213295878019723,-0.04604724159755725,1.0,-0.0477388672794233,0.7242276833258627,0.497285969883203,0.5953083616015065,-0.15986489532604994,0.7430763349405337,0.03244826559860992,0.5755132576887673,0.4469797913358984,-0.2770657950781439,0.38168353261859356,0.40078161022706466,0.2736816641260468,-0.07783932109410711,0.07723257609915803,0.7466596027046,0.31493258130323504,0.09309913006221388,0.1628746311416463,0.47902188007228463,0.6767971770477575,0.6465572736119787,0.5644567746274093
Olfactory_R,-0.025876135792467506,-0.02360195976401412,0.052300606120015296,-0.15325190438966688,0.17781444283795753,0.020869187557895436,0.09587245567404636,0.08175957292235791,0.016183568739663846,0.10669797631885157,-0.005979432537151479,-0.1711265387055653,0.06511706565926585,-0.040278670306555533,-0.0014522830054226755,-0.06560381281765075,-0.0477388672794233,1.0,-0.03271729100463676,-0.14259239179186292,0.01926015484611556,-0.011990402717298612,-0.03954957456450247,-0.013777276908560778,0.0442303133233978,-0.1003752020753216,0.16455625517316622,0.019221073844562047,0.017025154646732574,-0.027460216580839716,0.25944579098370135,0.17673980571400305,-0.13941197561764485,0.016830898240811798,0.014449586629158302,0.10526793225500643,-0.09405928125937331,-0.06115378962893934,-0.00425135317048965,-0.07445924786007738
Precuneus_R,0.5224799443029696,0.5546946699481647,0.42610322146054874,0.1327099699741842,0.16175171171109465,0.44725755448563337,0.26661821135510405,0.19510946487335737,0.3286161844133886,0.5507811086675827,0.6171062860056779,0.3795667672140026,0.601624092786557,0.9510240381563756,0.5413294033403355,-0.06418149630746833,0.7242276833258627,-0.03271729100463676,1.0,0.38362883388731067,0.6828753233470347,-0.1349212841277077,0.6950070328517834,0.11155955630229347,0.7678687987422845,0.4858296686482412,0.007552449013768122,0.23722305851381306,0.41031904059151414,0.31211130086216626,-0.02862086089472663,0.16503815501432123,0.7473385488697821,0.25987623671475796,0.03626458837852244,0.15650081218319067,0.41874505470260304,0.6507477045080191,0.7988422720637763,0.7149583825198836
Cerebellum_10_L,0.2812524409567394,0.22199331043402037,0.10740801762006019,0.1397995882887243,-0.09756152050530074,-0.1580398803730466,0.36151591484228274,0.2552905027210115,0.1567476360435417,0.16600366738712202,0.48450506574781804,0.6074991721860016,0.0350336271860695,0.4409752598867872,0.5844237335975483,-0.24851847413755945,0.497285969883203,-0.14259239179186292,0.38362883388731067,1.0,0.4172281789661987,-0.2544451079907604,0.4580810620022008,-0.1941183025786079,0.30111060584400434,0.33435739851281165,-0.4433393872179019,0.09798869024986614,0.15288313283183333,0.6298503057768714,-0.004585843813029857,-0.0906752654108668,0.4133006604090699,0.3758147817093224,-0.2575915966413511,0.18310426793901896,0.42890664546253193,0.5367393790613161,0.2712754630352298,0.4321114088819694
Frontal_Sup_2_L,0.5109542181580702,0.8180630679866102,0.5841777791279669,0.1406243961884713,0.303034863033045,0.3294488388316231,0.3757724978179554,0.34772851259032395,0.502518811807945,0.7330920040558826,0.6813099155845771,0.33112622059972796,0.49132122138797824,0.7759452075404047,0.6790026546105742,-0.06556902834393091,0.5953083616015065,0.01926015484611556,0.6828753233470347,0.4172281789661987,1.0,-0.21720248491859423,0.8110111452896956,0.14109680813081243,0.785537588564249,0.4920981622104353,0.15335779227903862,0.18705132980828315,0.6106910592949771,0.45640470653548376,-0.04841415036081225,0.38995096836035775,0.6441179962989212,0.3536081743135866,-0.07965835401789216,0.1605262833202652,0.508134368371195,0.590897956866242,0.694098124439713,0.38603338685325217
Cerebellum_7b_L,0.10812267998431087,0.13518868428523248,0.09265364562245432,0.20068036255106064,0.2835354952835946,-0.24206890790421254,-0.7420691512747429,-0.42270734879952027,-0.14466849909884,-0.2223194189669036,-0.33362572498805587,-0.38941976832479586,0.2941059606148498,-0.09019192857447143,-0.14606762522205266,0.16693903028426912,-0.15986489532604994,-0.011990402717298612,-0.1349212841277077,-0.2544451079907604,-0.21720248491859423,1.0,0.027686301204227298,0.37883095058532607,0.021423674021806314,-0.021071092769924856,0.34801375816679697,-0.5092022925474415,0.1067510807701209,-0.36363256694027235,-0.05578631934139169,-0.09363924928523326,0.057650322238322164,-0.4633147629056293,0.5214402098899528,0.08109191977065237,-0.11758182102973136,-0.3570870221683053,-0.267055483299248,-0.15464234775962188
Supp_Motor_Area_R,0.6310451631127283,0.7988941375598767,0.5601621233151659,0.3165803176411033,0.3099039048448314,0.26221288360135003,0.12943531553353002,0.127360568545234,0.5636233745717437,0.6164798071176154,0.7071668616377879,0.34749883537130166,0.4995635118262996,0.812479359515555,0.6471978556797199,-0.015623984816969265,0.7430763349405337,-0.03954957456450247,0.6950070328517834,0.4580810620022008,0.8110111452896956,0.027686301204227298,1.0,0.13808734206213055,0.7989113773682713,0.590906676421271,0.035132863544399644,0.148002407046402,0.5549765301500892,0.3048831153104825,-0.02434292506519682,0.2556864723316717,0.8321547341334546,0.2070468062718746,0.16099229725423322,0.20623552860437275,0.5835569399706808,0.6181348948305952,0.7047507184688353,0.41481438073299126
VTA_L,0.24165245297187862,0.32025326393239023,0.3206353723387777,0.1981314083131861,0.4037392885454005,0.10453946310618997,-0.3698046562949068,0.18693148387589717,-0.28978780925220693,0.2540121676981629,-0.06915312005378431,-0.483909954513154,0.41758720538737976,0.15012436279109206,0.023860711399881916,-0.3197436652532037,0.03244826559860992,-0.013777276908560778,0.11155955630229347,-0.1941183025786079,0.14109680813081243,0.37883095058532607,0.13808734206213055,1.0,0.28211791297262656,-0.17222125192859764,0.3343032018718669,-0.19792713939045586,0.6199474687682153,-0.2380872671947536,-0.19131442670774973,0.29103572802428446,0.1873138717547471,-0.1292904868357979,0.2629718690987309,0.2715582096274581,0.05102779038906354,-0.007418730512914448,0.04259597354524576,-0.06452911847886393
Precentral_L,0.6449926593252413,0.7705891476450694,0.5726006732200468,0.23874896344288224,0.4825775304803084,0.5193180953409606,0.0920194839641769,0.20210994872087726,0.3654311119746364,0.6763950070248415,0.536058582280711,0.22662833346457084,0.7425233101771958,0.8406643471772431,0.6934876221475339,-0.07278173666181012,0.5755132576887673,0.0442303133233978,0.7678687987422845,0.30111060584400434,0.785537588564249,0.021423674021806314,0.7989113773682713,0.28211791297262656,1.0,0.5343108233249851,0.39159723543256136,0.016592270427562308,0.6239999621757049,0.22987364858327008,-0.043989996954309996,0.3446762143076556,0.7403064819735551,0.16663370381644926,0.1023826753052663,0.22002033781061123,0.48138850363667507,0.5219860783702054,0.7661029572836849,0.5091827643973815
Thal_PuL_R,0.38980623261982245,0.49214148138373315,0.24777734591260558,0.17124842242718602,0.0810435583836585,0.16797323545864734,0.14528404863367345,0.005626907680312232,0.5643492926397015,0.34033887420374453,0.44938125943015933,0.28430025394003805,0.3800264203354281,0.5404891096191671,0.4461040784174684,0.2677107334969401,0.4469797913358984,-0.1003752020753216,0.4858296686482412,0.33435739851281165,0.4920981622104353,-0.021071092769924856,0.590906676421271,-0.17222125192859764,0.5343108233249851,1.0,0.06576503459073964,0.008327307406920052,0.31852875319194496,0.21437864259526968,-0.17569581139826881,0.0817114122789894,0.5191724268516893,0.1152384661925857,0.12638306743334946,0.036020532099208684,0.4570125415433306,0.4139094119713013,0.43992907261511366,0.3763341255277288
Frontal_Inf_Oper_L,0.18341476567940765,0.3690068216109692,0.39514572711598467,0.10055885465390713,0.622474491972393,0.38627476727403065,-0.32013208637378976,-0.09240202686683774,0.0429953010669513,0.26286489827881654,-0.2834561927519009,-0.32586991519514985,0.5439918534051751,0.039871293850975806,0.20013216267284345,0.18543682796134642,-0.2770657950781439,0.16455625517316622,0.007552449013768122,-0.4433393872179019,0.15335779227903862,0.34801375816679697,0.035132863544399644,0.3343032018718669,0.39159723543256136,0.06576503459073964,1.0,-0.3887606972576204,0.298353418646245,-0.22871579507475723,-0.027330048962863493,0.26457344045706116,0.013839001491801613,-0.2619718554414155,0.16822592382076082,0.003499100381282718,-0.03265908233468042,-0.35514928474693014,0.10904874145248136,-0.05476252928766772
Cerebellum_6_R,-0.08806650114874806,-0.0487791459790862,0.10327495208350038,-0.05253998343491415,-0.26508245072758413,0.35192291316489893,0.4093578210063762,0.3357556428919135,0.2955495542319064,0.3143260985612604,0.4168798530327203,0.1315647096787575,-0.1020839074867449,0.19038536688207955,0.03172422535041524,0.00845150977012996,0.38168353261859356,0.019221073844562047,0.23722305851381306,0.09798869024986614,0.18705132980828315,-0.5092022925474415,0.148002407046402,-0.19792713939045586,0.016592270427562308,0.008327307406920052,-0.3887606972576204,1.0,0.003371897389285935,0.059694796238019925,0.056838186338550443,0.09388688901428403,0.12650613350946896,0.3670534852120118,-0.19983783059730806,-0.0018412429777962824,0.1534727932241372,0.43653978426788836,0.44409668496356114,0.15043191339389328
ACC_sup_L,0.45090090269354016,0.6920191025029979,0.5268126398119607,0.41518991091357255,0.5179766864547338,0.24196097062294847,-0.022616865465187586,0.4506393735834246,0.11888538318545568,0.5843011690394262,0.4057679296854352,-0.2196746868440879,0.5641353092109314,0.5171160909336763,0.4302688102433521,-0.2715138252694045,0.40078161022706466,0.017025154646732574,0.41031904059151414,0.15288313283183333,0.6106910592949771,0.1067510807701209,0.5549765301500892,0.6199474687682153,0.6239999621757049,0.31852875319194496,0.298353418646245,0.003371897389285935,1.0,0.08142272306817053,-0.15292756636513016,0.4908439514933627,0.4621120255220612,0.23571494192053655,0.17954564981962673,0.24801526906718072,0.42707965294368605,0.36382749236844153,0.39444855680377167,0.08953198959404547
Frontal_Inf_Orb_2_R,0.2826138922172233,0.25766917049331806,0.30772275247723213,-0.049639966122164814,0.009529626672062044,-0.172765985520277,0.4124170725736335,0.36026794525746497,0.18271120397975055,0.27322360645815863,0.49431685127374,0.47984360393449327,0.0788392920247301,0.35140489346806725,0.5423734770262126,-0.16464679526075612,0.2736816641260468,-0.027460216580839716,0.31211130086216626,0.6298503057768714,0.45640470653548376,-0.36363256694027235,0.3048831153104825,-0.2380872671947536,0.22987364858327008,0.21437864259526968,-0.22871579507475723,0.059694796238019925,0.08142272306817053,1.0,0.036030580905715356,0.19162963686339135,0.2186331114832826,0.4851756991915305,-0.3511265148056041,0.029333537572276715,0.2679409948683751,0.37051576459899277,0.21050281498391837,0.27202734461953054
Olfactory_L,-0.04918775969134899,-0.1707105619412607,0.05340964478390269,-0.06072522416165839,0.25022843810061374,-0.02488855069197692,0.06512734447674746,0.06434752048468097,-0.10721989688581347,0.059982229013480215,0.09314510745120484,0.03250815120191009,-0.07099991381569648,-0.04922782528077292,0.03911747654968618,-0.22672961999096303,-0.07783932109410711,0.25944579098370135,-0.02862086089472663,-0.004585843813029857,-0.04841415036081225,-0.05578631934139169,-0.02434292506519682,-0.19131442670774973,-0.043989996954309996,-0.17569581139826881,-0.027330048962863493,0.056838186338550443,-0.15292756636513016,0.036030580905715356,1.0,0.05830552767475869,-0.06679881273240297,0.11285377407006547,-0.04635304766639447,0.2155215340379294,-0.1719650249861909,-0.07085206929731767,0.00862982392442812,0.026242802637893418
Thal_IL_L,0.2756102239374341,0.42980992162343956,0.45092961352654387,-0.00099628960344634,0.47459167732180113,0.23451405822164284,0.045583294622294344,0.5952658415470272,0.1379685226460853,0.6023194613347438,0.47397140087954637,-0.18490904754299697,0.2658577604833335,0.23528649847304842,0.15671635863394806,-0.17326979212501697,0.07723257609915803,0.17673980571400305,0.16503815501432123,-0.0906752654108668,0.38995096836035775,-0.09363924928523326,0.2556864723316717,0.29103572802428446,0.3446762143076556,0.0817114122789894,0.26457344045706116,0.09388688901428403,0.4908439514933627,0.19162963686339135,0.05830552767475869,1.0,0.10821711796609926,0.5917722880319378,0.04808248314129953,-0.12123939938721635,0.12945073446783312,0.2685818615535136,0.11024660925081493,-0.19022888510735636
Parietal_Sup_R,0.6758274576295433,0.6897546806688667,0.42180951430214314,0.3098890590774016,0.17907346334380203,0.3462885611695295,-0.04692227001883148,0.02123530272766453,0.3944388937800233,0.46664610592214756,0.5753407429594369,0.3421113197472557,0.5678639430441208,0.8390850058775884,0.5280213276155781,0.012753284882185743,0.7466596027046,-0.13941197561764485,0.7473385488697821,0.4133006604090699,0.6441179962989212,0.057650322238322164,0.8321547341334546,0.1873138717547471,0.7403064819735551,0.5191724268516893,0.013839001491801613,0.12650613350946896,0.4621120255220612,0.2186331114832826,-0.06679881273240297,0.10821711796609926,1.0,0.07584302936389649,0.2271754521150682,0.2794078451625307,0.5050431073065408,0.60182596336752,0.7003877835093064,0.5815904856680912
Thal_MDm_R,0.02377423073466369,0.20982691868701758,0.3068270495476763,0.005342932179443906,0.044883014861930054,0.06954232478121201,0.4758153813981216,0.7463146005213106,0.14679144900703164,0.4702940948955861,0.6861663262386841,0.26649755924058155,-0.059606342357072926,0.27080193077254777,0.2798284582117332,-0.24062063956135243,0.31493258130323504,0.016830898240811798,0.25987623671475796,0.3758147817093224,0.3536081743135866,-0.4633147629056293,0.2070468062718746,-0.1292904868357979,0.16663370381644926,0.1152384661925857,-0.2619718554414155,0.3670534852120118,0.23571494192053655,0.4851756991915305,0.11285377407006547,0.5917722880319378,0.07584302936389649,1.0,-0.2790458376657155,-0.060952449268439554,0.1275109439259768,0.476209609210862,0.19739228528313596,0.10161310905501217
OFCant_R,0.2719596770102982,0.16687844565566717,0.011595552995440265,0.262546990490475,0.13821624464145305,0.03655914918850995,-0.6060262137494977,-0.2965892765542642,0.02401193651880269,-0.078928704068738,-0.06740849978672189,-0.31450464213955803,0.279339605710203,0.08368121531934285,-0.20397474672724467,0.18797420471528076,0.09309913006221388,0.014449586629158302,0.03626458837852244,-0.2575915966413511,-0.07965835401789216,0.5214402098899528,0.16099229725423322,0.2629718690987309,0.1023826753052663,0.12638306743334946,0.16822592382076082,-0.19983783059730806,0.17954564981962673,-0.3511265148056041,-0.04635304766639447,0.04808248314129953,0.2271754521150682,-0.2790458376657155,1.0,0.08326651540515756,0.10137364145200109,-0.017343744684313125,0.010606735781598278,0.003332333641202878
