,Temporal_Sup_R,Frontal_Sup_2_R,Postcentral_L,Vermis_6,Vermis_10,Parietal_Sup_L,Raphe_M,Precuneus_L,Red_N_L,Cerebellum_10_L,Olfactory_R,Thal_LP_L,Thal_VL_R,Thal_IL_R,ACC_pre_L,Thal_PuL_L,Thal_VA_L,Frontal_Inf_Tri_R,Thal_PuA_R,Temporal_Mid_R,Temporal_Pole_Sup_R,Cerebellum_4_5_R,Thal_VA_R,Cerebellum_9_L,Temporal_Mid_L,SN_pc_L,ACC_pre_R,Occipital_Sup_R,Occipital_Mid_R,Parietal_Inf_L,Precuneus_R,Thal_VPL_L,Thal_VL_L,Cerebellum_3_L,Cerebellum_Crus2_R,Cerebellum_10_R,Cerebellum_7b_R,Thal_PuA_L,SN_pc_R,Thal_MDm_R,OFCpost_L,Cingulate_Mid_R,Thal_AV_R,Fusiform_L,Thal_PuI_L,SN_pr_L,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Thal_PuM_R,Frontal_Mid_2_R,Thal_MGN_L,Occipital_Inf_L,Rolandic_Oper_L,Vermis_1_2,Occipital_Inf_R,OFCmed_L,Insula_L,Vermis_3,Pallidum_L,Cerebellum_8_L,OFCmed_R,Postcentral_R,Vermis_4_5,Rectus_L,Cerebellum_4_5_L,Rectus_R,Angular_R,Frontal_Sup_2_L,Thal_LP_R,Raphe_D,Temporal_Pole_Mid_R,Cerebellum_6_L,ACC_sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Frontal_Mid_2_L,ACC_sup_L,OFCpost_R,Frontal_Med_Orb_L,Vermis_9,Hippocampus_L,Cingulate_Mid_L,Rolandic_Oper_R,Olfactory_L,Cerebellum_6_R,Caudate_R,Frontal_Inf_Oper_R,Hippocampus_R,Thal_PuL_R,Cerebellum_3_R,Occipital_Mid_L,OFClat_R,Temporal_Inf_R,VTA_R,Thal_MGN_R,Temporal_Pole_Sup_L,OFCant_L,SupraMarginal_R,Thal_LGN_L,Lingual_R,Supp_Motor_Area_L,Thal_MDl_R,Frontal_Inf_Tri_L,OFCant_R,Amygdala_R,Paracentral_Lobule_R,Occipital_Sup_L,Calcarine_L,Fusiform_R,Putamen_R,Caudate_L,Thal_AV_L,Cerebellum_Crus1_R,Calcarine_R,Thal_PuI_R,Cerebellum_7b_L,Cuneus_L,Cingulate_Post_R,Parietal_Inf_R,Lingual_L,Frontal_Med_Orb_R,Temporal_Pole_Mid_L,ACC_sub_R,SupraMarginal_L,Thal_LGN_R,Red_N_R,Thal_VPL_R,Cerebellum_9_R,Parietal_Sup_R,Pallidum_R,Temporal_Sup_L,Thal_IL_L,Precentral_R,Cerebellum_8_R,Thal_PuM_L
Temporal_Sup_R,1.0,0.4618114267718846,0.21647944070777006,-0.5121015885580648,0.07589981767749243,0.43664558846847246,0.32530198542666555,0.5850938865354931,0.05687769510795698,0.4201543251441532,-0.13438098660652154,0.3661801505511982,0.526882228657992,0.5043847862008067,-0.0978708656882427,0.2863605448348935,0.5209987288063324,0.7604303531825753,0.3238511937685925,0.8683061241631005,-0.06952528463103104,0.6915921209124903,-0.0020989427060887295,0.2703229834764787,-0.4190015645290492,0.39631930509644864,0.22210327569479069,0.39476566095992144,0.4218868375796519,0.30762259408729825,0.5696160104255689,0.38214633166166895,0.375884453263664,0.3558908338624235,0.3629218078753013,-0.4113365012273176,0.07119186060809266,0.16336107571341196,0.4195074486293415,0.4360257082105949,0.4684444549243838,0.5341703981147066,0.20040966619727504,-0.017098093080123337,0.36404793725260826,0.12575723987333684,0.4571342092786597,0.2686664473126605,0.5273205092988645,0.36559064279847125,0.3652022463602957,-0.19125649381371265,-0.3757156470742857,0.2327819274250788,0.39903288967286993,0.43692193820542835,-0.39400927937305674,0.4430842922895501,-0.25525664230131373,0.1937652025647328,0.30537155801483634,0.6734758970598462,0.5942403096077958,0.24891049008711422,0.4188002232162893,0.236982259627418,0.5942631081129663,0.4391479553364644,0.03492175815334261,0.43092056377816784,-0.1833646784431443,-0.2097569125318702,0.3783854331218125,0.4614475097838127,0.08352134267571322,0.5149537430962694,0.20132186820723133,0.1147112788966611,-0.3449275087962718,-0.2854353809105906,0.25456571960619945,0.485445534333819,0.6687423973799138,-0.05891501831749319,0.6622032834669652,0.16295828955904648,0.7991595965035807,0.672663210998449,0.2655279372493988,0.7434480090509705,0.0381824560281693,-0.44124152491972735,0.40240582367641436,0.46732098181951776,0.6680026503152013,-0.0066733716011823305,0.3250172847577044,0.7623475063009326,0.5709478508533995,0.6790683909341,0.489037950590389,0.26433038518137675,-0.2442448269395101,-0.04178744096435918,0.09844216119419813,0.5021149466998825,0.11658015829460734,0.33752622976067553,0.7478580844657431,0.3513476232041929,0.2831999849778646,0.30283106420817824,0.5979706712797176,0.5139785350989587,0.4311386130035119,-0.43481808531728655,0.4025694972110705,0.4686886335317842,0.5270102730888263,0.23784875797349428,0.49917680214936266,0.009318123354236128,0.18756042963852107,0.021084449091227746,0.255023750924903,0.5107905088124771,0.7324643007907246,0.26413003896702236,0.5553400323199152,0.410335896645872,-0.3543897795415661,0.07294449094443532,0.6921890038903536,0.18499080898104295,0.4662430211363114
Frontal_Sup_2_R,0.4618114267718846,1.0,0.7377109038534103,0.0008728159709488058,0.46747927193719585,0.5922794671104958,0.5702867170947756,0.7083258653701373,0.4307207421251948,0.23821571536854405,-0.005949310275819864,0.4591737696466865,0.5872294460965419,0.30903276473886676,-0.013076933606172125,0.492047982771291,0.35614090797796855,0.6195330000013192,0.5332208122372103,0.2893923898834969,-0.09125712191919497,0.6648928141280428,0.3052731667248651,0.5995957943280297,0.16052686847443523,0.3910926324380378,0.20582030055079872,0.23300280380153063,0.0063239937261524585,0.5315464577582014,0.5766793614847833,0.7284734308378181,0.6168702944133193,0.6880357562652014,-0.053459836404261316,-0.06929211821528637,-0.1776203798830364,0.46058018118322863,0.394826490382142,0.24515983836180902,0.11463123373428977,0.7280010196934948,0.11590416151933004,0.6082740640556595,0.6382970810290373,0.3444178345521705,0.8403037581254553,0.8353441250363828,0.7204479337331725,0.81423999846605,0.5230871751776737,-0.1819063825381902,0.3313492365149424,0.498091066741512,0.26423946826244515,0.3941194557929644,0.3918750371131113,0.5571698229264105,0.33486442408754225,0.5062581186114903,0.46702413524509245,0.8068439438337986,0.5341886355857794,0.6555552524638469,0.5642112367535583,0.5119571638504699,0.4139617048717969,0.792815145630751,0.45162639610327227,0.26384248123084836,0.008507101584230028,0.15616655557743336,0.4610861701783186,0.7278461891801701,0.14347304400883593,0.7415458021480411,0.6829005284642418,0.3125413952082926,0.03141175132446298,0.3567537308663227,0.7596905754984242,0.6826720346599503,0.5181216141864723,-0.10462633724602649,0.18512846876999167,0.5993721032853232,0.6055257154422297,0.7092873293025217,0.401142126731551,0.6546887583989377,0.26593646970119555,0.12622365662843457,0.06164235042445031,0.2233081406064263,0.4344620752990097,0.09080969854907683,0.06136307846241393,0.5945080685218137,0.4964231079599033,0.49513308738669376,0.7948008034716005,0.39601218354378864,0.5197372619591988,0.1951109634807647,-0.02116519590298458,0.7551783303072513,0.24400031661418042,0.2658912018982118,0.344148218591936,0.5483010865386737,0.3331801695959655,0.2500122407928365,0.4829338228073291,0.40294269377424863,0.6389746657115184,0.12962041744055303,0.13901446550193375,0.7022270671921191,0.4409357243402514,0.23322912053492817,0.056656541339166935,-0.04288602883636826,0.08041768680031693,0.5806121842417861,0.2019074236900364,0.40923643486400585,0.6289082813763693,0.5378759017903545,0.6802538038489041,0.11755962695069415,0.17558440199617154,0.4701470039255447,0.7884038932910219,0.4151359112220911,0.7391305560170237
Postcentral_L,0.21647944070777006,0.7377109038534103,1.0,0.14706209664782385,0.5399490544765829,0.6941905420227255,0.4853183314311986,0.8043996482452738,0.500768088240409,0.1894825631192501,0.0593707867163461,0.3741724884371593,0.40805682032753277,0.1020220129958822,-0.005923491527990938,0.5718124870819795,0.17716205019543185,0.24591264528323414,0.5313785539883398,0.09022773729369943,0.2692695721899373,0.6052418416047566,0.20134684311123796,0.5949974005923807,0.5476351443171109,0.3882369202960919,-0.0862328747519211,0.41050226728724065,0.04305243814086758,0.6001272872785021,0.7099734005958198,0.7521628006440093,0.656772354223779,0.8599944376577303,-0.05109084004332078,0.06476050846567259,-0.3771860827933732,0.5096761024743423,0.3368384094390357,0.09928629626762865,0.08649302173114604,0.7728518258782352,0.11755263378388836,0.8052112459840184,0.7675715167847035,0.37096367598676033,0.6594674250847742,0.7855778131306238,0.7733984422016595,0.8843000200028487,0.35943006652524073,-0.030397515870190763,0.6316684513635926,0.6474029014554734,0.3026728549723673,0.3023822282962688,0.5998729628530657,0.7074621366113018,0.5446805553082025,0.6969591445123324,0.4680925917916108,0.7875511347200334,0.6811454444626995,0.6283169208876465,0.7531685917200708,0.34534096874394693,0.47379284147379164,0.7368240728659349,0.4898551763221721,0.2369211417054054,0.148268918038483,0.45910726659559703,0.33254542896546424,0.8109376307038592,0.2516549427787693,0.8059755895124048,0.6588882384809761,0.2780075101119555,0.05364839330375604,0.5664990114371121,0.9091563460953642,0.7310872313192526,0.07107117590773915,-0.05284503493842479,-0.038454044979566976,0.5640301984686917,0.23268992299361035,0.6571868653527562,0.5138866042913857,0.6329122406828519,0.48513970949291446,0.34112755655529525,0.12147583581557217,0.09454369676297703,0.2459865013824844,0.25085937997182683,0.017606858252273514,0.5106868829114612,0.3796284667554849,0.5270799557668759,0.851873511966693,0.3544383277388433,0.7656443618440631,0.23140578418038885,0.11031715511205341,0.791660543754406,0.43512525383280815,0.5059122923384666,0.30180667054455124,0.1752869952798231,0.28229507991607544,0.13470802697431863,0.3880345949262101,0.545533404576913,0.6152571276650706,0.12967851889458715,0.18220516700881675,0.8140826268858234,0.3661891862660459,0.5271244126840036,-0.06750097013315377,0.10039625434915238,-0.019533572692471576,0.8146032781799085,0.3302228995937032,0.3373285953495266,0.46487215219969774,0.6821342276265198,0.7473071300216372,0.0011134823861861144,0.5805175512840067,0.4113576849935875,0.7559281452128255,0.5946732119525024,0.793509220208593
Vermis_6,-0.5121015885580648,0.0008728159709488058,0.14706209664782385,1.0,0.17714553634645347,0.06504023988792496,-0.12227352259352366,-0.049833148506854795,0.07897441721360778,-0.03986300273749684,0.07041982068707756,-0.16329180627965778,-0.4204756611862452,-0.4600106127327738,0.0818651168337453,0.1409446857457719,-0.4997084030318665,-0.2515110970500425,-0.08993376028781683,-0.4489050436452315,0.037119947101451875,-0.29769344954468874,-0.03430982455534393,0.21995962488955964,0.34248938993965894,-0.11719475567063577,-0.10438576284784931,0.04442081320829078,-0.1438327335774099,-0.030620291404761867,-0.07019317777679743,-0.11550768070029943,-0.263808109645864,0.015606486320589594,-0.36357693366638677,0.28652073051535687,-0.23724717423124997,0.17757293837021498,-0.19352841071006838,-0.4407953091201874,-0.15731226980466628,-0.07364908909607272,-0.14485147523332617,0.23336577643510278,-0.07073824841416242,0.1599996488897902,0.005784593081646296,0.09449522178205734,-0.06955645210357556,0.08673113132518155,-0.1901721058326922,0.12503393463262008,0.266008279636303,0.048531535367134504,-0.1176284284519966,-0.016638954026490693,0.33006498278792185,-0.09251078236207605,0.18755777165220497,0.09167516816099515,0.07231022868331831,-0.11294704322737822,-0.2273160379108692,0.23296810621592198,-0.16472092268377936,0.11481598028676598,-0.08292854255414103,-0.05717276288165347,0.0604462922245384,-0.1660990625426829,0.24274588742819958,0.0637045408780901,-0.13049173225320415,0.0003070357667664076,0.09511484328589835,-0.03630218326798309,0.06287357726068446,0.16610620763664785,0.1510087866291244,0.41184321796555096,0.11217733660510387,-0.09790615912421505,-0.4262504335785462,-0.03909316139720992,-0.5706499467120814,0.0029461734268224197,-0.3365919764572618,-0.2981601420246608,0.014835924763246593,-0.3230540636382999,0.1523674529586875,0.32857928899113675,-0.16041773803069048,-0.14096571559994772,-0.36339797312821404,0.153552224528283,-0.06419473811263969,-0.19875154130041078,-0.256511735260952,-0.401122788571724,-0.0024020064871965066,-0.20865839598611324,0.28934456646489193,0.23832702460746183,0.10497498367203163,-0.00022530647353637302,0.1456490974549807,-0.12746232849655534,-0.39539372899142783,-0.24160316939954388,-0.20732105834841696,-0.3513294263194993,-0.16168012009279967,-0.26046406064155736,-0.21141303911277295,0.4759215827125049,-0.10216713968664884,0.0774661581100683,-0.13280229112946737,-0.27806625212301767,-0.4001527519643051,-0.010665410762094603,-0.1091043297161182,0.27240937124546405,-0.13503443705209978,-0.2954568642023787,-0.38323794172991094,0.02075739920752776,0.012403814921584854,-0.4496945185866425,0.1838824254903678,-0.1892387477015848,-0.10737771737977671,0.015372725249261561,-0.01330233519472026
Vermis_10,0.07589981767749243,0.46747927193719585,0.5399490544765829,0.17714553634645347,1.0,0.39933996704523694,0.2536196832988823,0.43615485027739426,0.44086494349926786,0.0772442792728175,0.018522407880370167,0.3001704432121179,0.23123114212076926,-0.06656407142951805,-0.031252766062798955,0.30688513616481117,-0.058643680589098884,0.1834169123608302,0.38407372744421425,-0.03765386871166927,0.13755805134041776,0.20827154516762406,0.08236336288157155,0.7560425268452203,0.32759053976919555,0.2901183875485495,-0.11044401909002068,0.1864692226376898,-0.17946096691984845,0.22873805046187276,0.35270721799150423,0.4784385990220227,0.3292334787654365,0.43538751242736695,-0.40424781373872737,0.22256170567575803,-0.3326395996357322,0.41156740249500184,0.14429595516793003,-0.0707993880001492,0.13264020813735306,0.4491209018160462,-0.0516565267899215,0.6540005263346638,0.5256893818873161,0.4696382547313827,0.4264425278417068,0.5442482386385257,0.49646884913253575,0.5547965129079366,0.3491762034300947,-0.19934418067623616,0.40272832589792845,0.3557644808140939,0.15285186027715308,0.14521191230313416,0.3379813183663835,0.35506643271189436,0.4347580325655299,0.42464299404115213,0.2418217360593764,0.4565334487259729,0.19342180087706312,0.44758765336005246,0.18287575955331833,0.2906807536937225,0.23832584067248952,0.312684316599804,0.4078671760711205,-0.006358519679853532,0.19253425295593155,0.11094914410944276,0.21278164319371703,0.4184047871154059,0.14066217926924082,0.40578929745765785,0.38706376183369096,0.2958286628794981,-0.07581156209376856,0.5830560820373557,0.6455478931489631,0.3824871188019139,0.12079187283931786,0.0015216375239124732,-0.34929818646722793,0.4085701707913808,0.10674463454753431,0.3748393052627984,0.3381209518800042,0.25957786852441206,0.29318503394728257,0.35194584428646963,-0.04408089768782411,-0.16904026947153902,0.07496804529177205,0.22510614161938167,0.1680764562821384,0.2786616374993821,0.3220698102864127,0.10239829183586519,0.518099073774147,0.1346755246062862,0.4903556345686769,0.42889748538670136,0.04118309655784028,0.487741981731814,0.17740110595131844,0.04233400111771602,-0.020938319797249375,0.17379453382168294,0.11541840618758376,-0.12490954935373864,0.24911156530139686,0.13278577776983397,0.4328408888569261,0.398092060495697,-0.057312824658615265,0.5163455426562077,0.15186648039514603,0.04676312804061048,-0.3185512967543744,0.02607041177087561,0.01166470623292888,0.524526527898664,0.0645168046830597,0.1942785232875962,0.2848083357174973,0.684626317405721,0.5070767361547528,-0.005816117074885241,0.26560797492835747,0.2242906920902224,0.4086654957262878,0.24701147060216508,0.4784313394459729
Parietal_Sup_L,0.43664558846847246,0.5922794671104958,0.6941905420227255,0.06504023988792496,0.39933996704523694,1.0,0.553351365942109,0.7541418118626394,0.3052353153595047,0.32877000387714017,-0.13677049558975302,0.3887907597859688,0.2584031346288593,0.041320497813800136,-0.002062513683376495,0.49865785609260393,0.1293825627574031,0.3649213115870595,0.4111529763801197,0.4236345257689034,0.20207275398673927,0.6638035099289804,-0.031133159958310175,0.5821574438111138,0.30635650438233514,0.41610907184940293,-0.05163084457928234,0.6252464988694239,0.3649314221628837,0.704613918176555,0.6967018436484301,0.4878736493139165,0.40292254736698646,0.6764293164453693,-0.04872866129596152,-0.06486855969777436,-0.33419870372030847,0.4679676946708754,0.3498709091839351,0.007792414784171209,0.2803208533434587,0.7558921294862986,0.08261098946243485,0.5951499034947199,0.64123407634411,0.3633327069026799,0.5508511172277039,0.5654475665555364,0.6612720792325374,0.6384553106331783,0.16893357038955648,0.11247374312620943,0.2564691931063674,0.5270474893300248,0.39509049976812805,0.33047923281432967,0.21948222064499384,0.5979090059660639,0.15550793762286488,0.6142003401068679,0.4745223653426446,0.7020476870960274,0.6723843547478798,0.5189714723290892,0.6835236386398368,0.3255721289464653,0.7192994969028598,0.5577706823402074,0.2296053784061394,0.31092203623183695,0.09090632684507287,0.2357767807635508,0.27493999421046716,0.6821371305130495,0.2852194095541951,0.604589489447763,0.40375707124675636,0.3057078582165464,-0.15131359976802344,0.36794102390779876,0.6982780208049509,0.6687330975234583,0.11846114727371153,-0.03813250133234284,0.19636294788612435,0.35224807582118106,0.2962442101325152,0.5774033183693302,0.41165903086045347,0.565897961690945,0.5434500034690545,0.12460924946956065,0.2481592412297915,0.2536340908498479,0.2677388922860725,0.21477181311408008,0.19008491492849522,0.6088298498486424,0.3101324896975581,0.6119724706937268,0.7555536968770329,0.1897025588706023,0.3770998395908828,0.18582099303053276,0.23037975752943776,0.6758054446401484,0.5817690358083853,0.5143517571719759,0.4751007885315821,0.08591534893443536,0.2178610228043385,0.031046251703106917,0.5664802179680293,0.5265906202385053,0.3898031442167247,0.039253127544451046,0.4317206867936379,0.7126884838975017,0.6395708781946957,0.4101593703727782,0.0020598056863634596,0.04792944684870199,-0.05416247763064922,0.6045558681019898,0.21447363517492182,0.3076006531063067,0.4371069315849582,0.5541916631610723,0.8834967347436068,-0.018092535202502442,0.2892716162135429,0.03926303941797523,0.6849673768056899,0.4581278757621788,0.6965140439478985
Raphe_M,0.32530198542666555,0.5702867170947756,0.4853183314311986,-0.12227352259352366,0.2536196832988823,0.553351365942109,1.0,0.49440363697203316,0.33762309774783444,0.2638912610777747,-0.002220575863723725,0.3918014980831552,0.47580989890856923,0.2712853246273578,-0.08792441366785352,0.43170009482240085,0.40763992943007415,0.4342289583218942,0.2985528168538467,0.19800117074049708,0.08121160401529569,0.4802531997233533,0.16704172532551434,0.3298634810708451,0.15872463254501284,0.3333367079427506,0.02752633760754704,0.26490232001526665,0.1890365358908831,0.6167883170233155,0.4270309989432423,0.5280498049320562,0.5408835557794761,0.5202397111625943,0.22061526621731561,-0.1962532992008125,-0.1315681259190522,0.2814272434869215,0.30181872733018666,0.2582917606082802,0.053380168440773305,0.7185502175703313,0.14005362806121685,0.4228757290374047,0.4950638957205037,0.17656106255835008,0.5948110943422403,0.6468750227756542,0.49964838549745483,0.4986122807799857,0.3891568607523048,-0.04082060573946558,0.19847771835041547,0.5794117958489335,0.3050733374303318,0.266760338683789,0.23641943247672015,0.5804469210854667,0.2727429167042176,0.5218084737881304,0.3889467448442005,0.5610401996838713,0.5058051149254278,0.3965947264656865,0.47947374493620254,0.2400488868286947,0.4282864748546749,0.6167150819575972,0.3141834280597441,0.44250384477309535,0.11150020895494299,0.2510354819368171,0.4161401129289708,0.6575562260836137,0.1671324348812299,0.5462896151077425,0.48310903832990876,0.25139591436818626,0.05457277287624133,0.2021125311405105,0.5221110028907513,0.6805201097870213,0.202508008644955,0.008576390677624347,0.2415369904485609,0.6119793752940402,0.3919633226588397,0.5818767834198423,0.3358820623080295,0.5294743026363323,0.3851050643069212,0.04676144613286637,0.1588159574046927,0.15431244741569017,0.3020160535557113,0.1613181815058805,-0.05584477326070335,0.4692763936715038,0.30040713992586365,0.5094373375725229,0.6464599549207968,0.28929040065879247,0.38072017607283676,-0.16216445509577637,-0.062336084021904256,0.6129391930363113,0.2952480520478153,0.3469251133607547,0.4482487762234973,0.35615300942340744,0.4462497388608858,0.2769471787754217,0.43696814835689873,0.38733142856705854,0.4924085431105137,-0.04152665075990659,0.2876945892077469,0.5177519359644552,0.5221449069736079,0.2681083682044545,0.16346809147346034,0.16082051383807247,-0.0990203555532544,0.3895851271336171,0.2196243390332225,0.398937438523504,0.49631453343408766,0.3041956241516654,0.5414195174245249,0.24251897506116368,0.15570870712144047,0.2261397812710781,0.5635766617965616,0.5513282498022699,0.5623333523088402
Precuneus_L,0.5850938865354931,0.7083258653701373,0.8043996482452738,-0.049833148506854795,0.43615485027739426,0.7541418118626394,0.49440363697203316,1.0,0.39122547707011657,0.4409752598867872,-0.040278670306555533,0.40741206275938396,0.47774412201339017,0.2910766528902543,-0.06764060351899913,0.6243686974587997,0.3424049548256425,0.5175419835110147,0.49756584288919664,0.45522101661022657,0.2638297110897775,0.6765214984719634,0.11191542774161806,0.5672149360639591,0.21293767754254775,0.500643706029987,-0.039587677610224,0.6354657955243986,0.36242278169467085,0.612370886877263,0.9510240381563756,0.6762302428732019,0.6055380852985067,0.7898610844401242,0.2145505489082328,-0.11340725839007774,-0.15450164469100466,0.472720119062205,0.43470335488692974,0.27080193077254777,0.25053235870990326,0.8515025158112473,0.2242372067820383,0.5512155134549453,0.6926046169445399,0.3677455490050963,0.6370289236349274,0.6805745671541062,0.7673156868543823,0.8473067873413268,0.3625320691319486,-0.05047560105335349,0.1579674321866254,0.686282399467479,0.4635232422527393,0.4066986974221652,0.1619955916964913,0.7859458976724399,0.22971675738524994,0.6505209539592448,0.45570709306397705,0.8976985197825311,0.7983146298372279,0.5389978648538587,0.7348790662814088,0.3015463124652024,0.7546533504972964,0.7759452075404047,0.3479154401983895,0.4298085039555219,0.018674501086313935,0.1753249376945355,0.36655446581032586,0.8608812662265584,0.2780883420681157,0.8483966717121473,0.5171160909336763,0.17832372956700407,-0.0821722223797073,0.2571653051932443,0.7981048872334947,0.7761079634351691,0.2088088851877514,-0.04922782528077292,0.19038536688207955,0.46439162444579307,0.503547003668441,0.8023013200540946,0.5404891096191671,0.8059147476980152,0.5169696502810303,-0.02650113393652714,0.362305108291936,0.35217348009169297,0.46081035143849797,0.21333168047996728,0.13436935723530793,0.7760030885690861,0.5488389790218449,0.6362372812999253,0.8870914487872977,0.36963225982087927,0.3906729989116659,0.08368121531934285,0.20680222435295842,0.873470110690671,0.5284143998584389,0.5563083872349777,0.6180002563392176,0.14416932805812557,0.28073868237806976,0.21359268048754088,0.5604319489794384,0.6191415019398622,0.5585744385909442,-0.09019192857447143,0.5178160592601213,0.8756400609101956,0.49699890174270595,0.39872185307131075,0.1059659025194896,0.14141941906610375,0.035606506313395014,0.6462570487470367,0.47771858278843504,0.5039362147773662,0.6888535469744621,0.620010480922119,0.8390850058775884,0.13184202163189065,0.15882543337152877,0.23528649847304842,0.8955712034280068,0.6010395774575558,0.7800499155590301
Red_N_L,0.05687769510795698,0.4307207421251948,0.500768088240409,0.07897441721360778,0.44086494349926786,0.3052353153595047,0.33762309774783444,0.39122547707011657,1.0,0.20938059802292083,-0.03474744217145932,0.24316911898376134,0.4367008500515113,0.4598025119897922,-0.002307238174225571,0.25709817005014884,0.2522804348932984,0.09980538159542916,0.3771284444269202,-0.0039011477703640917,0.22034466275507458,0.23148305455120075,0.336023556661053,0.4308268512080274,0.2768342337731337,0.4293099621269638,-0.14567338871316257,0.13960860541892084,-0.09650261521690662,0.28839806407969715,0.3065172195067859,0.5821904092042411,0.42566349321196056,0.3606987668893947,-0.10533623362038366,0.2624537619267496,-0.009451698451663713,0.1630221370561788,0.2845444284522927,0.43307276722151705,-0.09794098886473122,0.43177814911992457,0.4133355009084646,0.439994558852304,0.35668756911418337,0.4696039853799139,0.35292532253658887,0.5325345788381084,0.3458241077815936,0.4995395396698634,0.3880544397586086,-0.07008666326325184,0.4068345313009062,0.516291768199677,0.1818565618392517,0.1147401426458223,0.2953456324037426,0.3185234007095132,0.3620762056744781,0.47165235047020665,0.27285019356761014,0.39180426108598515,0.18890348884563066,0.3393842351574652,0.2727897406606183,0.24304954204811996,0.22703902704246318,0.37957947143601417,0.4259154410394374,0.00648006931822876,0.17792151795095223,0.18061020129003552,0.22739508214740595,0.4238805464937292,0.20441300841397214,0.44498295275026456,0.31341365177908437,0.10302370970593101,0.06369968145386327,0.4518089442308965,0.5369440704129312,0.36094984511814554,0.07711956795244237,-0.011527079499165174,-0.11638713039357404,0.5156072474898772,0.07730201573776684,0.4945745106599215,0.2740438500511323,0.25776040266944766,0.23742620187585897,0.30368083053678224,0.16420648858580275,0.057804325410657775,0.09675307223526095,0.24849415504466513,-0.09494313804353609,0.2057266219429644,0.21449066360126182,0.14711977957923672,0.48831167344321985,0.6733087084747008,0.42693201424063254,0.159343086452729,-0.10802317243173619,0.4320663428292437,0.16582131149051754,0.07480275271234867,0.119957031915341,0.22030917193812485,0.2847304855516279,0.21025543941125882,0.1432137021795672,0.14286860804739768,0.3701433144426486,0.15597084539432124,0.00012392425086230456,0.41693542834652175,0.11998442676825037,0.12015338169865643,-0.16934365327776862,0.2596239656199656,-0.16739737386381032,0.4223188153737428,0.23739900378714285,0.6590370527459232,0.44118904521072866,0.4318120581587704,0.4010799276825839,0.0948177966777666,0.2893261566690899,0.5036394536361722,0.38595839719613556,0.4011481836660998,0.3446940999259219
Cerebellum_10_L,0.4201543251441532,0.23821571536854405,0.1894825631192501,-0.03986300273749684,0.0772442792728175,0.32877000387714017,0.2638912610777747,0.4409752598867872,0.20938059802292083,1.0,-0.14259239179186292,0.07337679068837757,0.20205462159758913,0.4059838306363761,-0.24851847413755945,0.30101462567808634,0.27925588429261144,0.3911511949356713,0.00038673131901413723,0.3783109068905646,0.34742410121796446,0.13631927682375977,0.01924586601677191,0.33443983769525254,-0.2549474021990152,0.2669337966313732,-0.007816794897162251,0.4321114088819694,0.47284654710658547,0.36454245797472173,0.38362883388731067,0.2289429608227004,0.16600366738712202,0.10428996961517248,0.36151591484228274,-0.2134095302774203,0.006118151992923378,0.08534772417545632,0.32863877380041245,0.3758147817093224,0.20405131725129796,0.42320530173769705,0.17768766585259327,-0.07129301112546038,0.27710243984269817,0.22866527165635242,0.2014001765605012,0.22199331043402037,0.20201695557946808,0.3143925012456986,0.10168040246103228,-0.1588550581698857,-0.3022442325135577,0.5668930786503212,0.38117385435594314,0.22683046171683988,-0.4033025940004972,0.41365886836190024,-0.09756152050530074,0.48675580855025485,0.42890664546253193,0.4971694856254176,0.2712754630352298,0.15959854633266563,0.10931344839889,0.019515787614871747,0.5968233561638561,0.4172281789661987,0.08530844495978267,0.3789838311772146,-0.057699458278474884,-0.029612544219009346,0.1567476360435417,0.4941117784165993,0.4328101621186236,0.4781714515660209,0.15288313283183333,0.1397995882887243,-0.28689883351843004,0.00796777446083871,0.1855491179444495,0.3217314564353306,0.13825371845749507,-0.004585843813029857,0.09798869024986614,0.10740801762006019,0.3365506617125151,0.574446932314534,0.33435739851281165,0.3924949324414005,0.25947199234394064,-0.45337650487035824,0.6074991721860016,0.34743603344372087,0.3315008880181381,0.4007670311645578,-0.14170084517379405,0.497285969883203,0.36186171578327825,0.21484038156488264,0.42656438919878437,0.13155234519729092,-0.13965795415956656,-0.2575915966413511,-0.15876820032773362,0.4481774234515284,0.21047802560715856,0.19802414172544258,0.6307188900880647,-0.09982604826194835,0.05058591629062405,0.2552905027210115,0.4031952427754622,0.11779285924272265,0.0960273490304413,-0.2544451079907604,0.4804641649871255,0.4026443893563105,0.3102592706742145,-0.1580398803730466,0.024848560888725287,0.2915379041076604,-0.28848149247145355,0.0350336271860695,0.5203426553644421,0.4766174369756121,0.48450506574781804,0.2812524409567394,0.4133006604090699,0.2143906761757768,-0.36350954717985506,-0.0906752654108668,0.466942584639682,0.5844237335975483,0.21461679066489442
