,Frontal_Sup_2_R,Putamen_R,ACC_sub_L,Occipital_Mid_R,Cerebellum_4_5_L,Angular_L,Frontal_Sup_Medial_R,Thal_VPL_R,Precentral_L,Thal_PuI_R,Occipital_Inf_R,OFCant_L,Cerebellum_3_L,Frontal_Inf_Oper_R,ACC_sup_L,Occipital_Sup_R,Heschl_R,Pallidum_L,Raphe_D,Paracentral_Lobule_R,Vermis_1_2,ParaHippocampal_R,Frontal_Sup_Medial_L,Parietal_Sup_L,OFClat_R,Cerebellum_8_L,Cerebellum_10_L,Precuneus_R,Temporal_Mid_R,VTA_L,Frontal_Inf_Orb_2_R,Postcentral_R,Thal_VA_R,Temporal_Pole_Mid_R,Thal_PuM_L,Cerebellum_Crus2_R,Thal_PuA_R,Thal_PuL_L,N_Acc_R,Rolandic_Oper_L,SN_pr_L,Temporal_Pole_Mid_L,Parietal_Inf_L,Cingulate_Post_L,ACC_sub_R,Cingulate_Post_R,SN_pc_L,Frontal_Mid_2_R,Cerebellum_9_R,Frontal_Sup_2_L,OFCmed_R,Cerebellum_Crus1_L,Vermis_10,Postcentral_L,Paracentral_Lobule_L,Cerebellum_Crus1_R,ACC_pre_L,Thal_PuL_R,Temporal_Pole_Sup_L,Thal_LGN_L
Occipital_Inf_R,0.26423946826244515,0.027489002396616037,0.19177505249797927,0.48288783290447485,0.3474785988044335,0.328257549169247,0.24991253841024616,0.3373845071664355,0.4062451193402897,0.21581128884321907,1.0,0.09508442979577135,0.3648704916015068,0.28101606891258124,0.16688144549996947,0.5168859650942383,0.13381691607116317,-0.023602898247352882,0.3754970458251959,0.4664641124481754,0.41633267923765716,0.4047153040992468,0.35904724933767074,0.39509049976812805,-0.11771573986744446,0.40701298512522627,0.38117385435594314,0.45417058616603706,0.4326092623592499,-0.042503610856082334,0.3325762183164275,0.43880256232181586,0.04234190707279283,-0.054286038768544445,0.43489877456420506,0.1594912038716822,0.19098532517440786,0.40216390946404673,0.20026981848126513,-0.11753903750560983,0.1533136916181228,0.17691593573077435,0.33828483566810325,0.46580851253526573,0.031815919368465145,0.469091530234266,0.31160318455872454,0.4007135438715856,0.3363705055456022,0.3520105578589334,0.31024626138077754,0.2286596385229291,0.15285186027715308,0.3026728549723673,0.4333588557086503,0.43729468266803995,0.10747603896062972,0.35118329301062257,0.2554053413705104,0.16480161118436812
OFCant_L,0.06136307846241393,-0.03646915164531238,0.0034873910593043837,0.060003724512064836,0.11417941351770737,-0.12967049739622696,0.20277764371365367,0.14687693295351562,-0.0005613436112653723,0.211263068701898,0.09508442979577135,1.0,0.19071444119774889,0.22794808013505607,-0.22650347860523978,0.12337474370001075,0.2405780958913144,-0.11332864767661771,0.15608750976458496,0.066794483738597,-0.09899383001513769,0.12127352750061993,-0.011557502380022691,0.19008491492849522,0.007340362505230174,-0.048580192624694166,-0.14170084517379405,0.10690753042741799,0.35154499524765703,-0.2985440834404624,-0.18405997471195967,0.1363308635958172,-0.38463703001714156,0.20281593948875395,0.2569100815215037,-0.05370562720408642,0.25567365912063444,0.12500753118153213,-0.010567557453264948,-0.15847585023431654,-0.11224405887223211,0.18915026562029708,-0.13605997651627277,0.2038961245796664,0.2797348966007444,0.1764515049871333,0.12408002285555284,0.02497875672486186,0.14846937921968975,0.00028931981146184386,-0.04847239520240796,0.10284985418601078,0.1680764562821384,0.017606858252273514,0.03929307366768679,0.3077187640902502,0.28890339343664,0.19767797005941398,-0.1958353995262995,0.2728660361143131
Cerebellum_3_L,0.6880357562652014,0.20131333793157796,0.10174510399299548,0.1922140633342154,0.8079003142633108,0.37080892790814396,0.6514974811611688,0.5105329771161871,0.8648290372090847,0.5850286909312573,0.3648704916015068,0.19071444119774889,1.0,0.33753203364851314,0.5735258249183511,0.496084830613104,0.3022005379975308,0.3976984809587722,0.35665974172864595,0.7687007436098949,0.6019010515038404,0.431020082545896,0.7165278184408505,0.6764293164453693,0.2574245719238167,0.5494742674207778,0.10428996961517248,0.7369107726651095,0.27422165024957024,0.267781252441739,0.09467197856120137,0.7540602495087659,0.15329631939883104,0.1289404191831294,0.8628690159262011,0.05042556942545533,0.562694714819072,0.5694232239638666,0.13824402802234192,0.47925064131904865,0.22367900209562683,0.09633762207647328,0.6056236939147704,0.7260758463026732,0.08029247384638562,0.7907641800290438,0.41289069334851736,0.8036527644996481,0.5925970763983076,0.7154952802667489,0.4020567589415775,0.15376886419894173,0.43538751242736695,0.8599944376577303,0.7901980091557367,0.4840908271733794,0.056593542849579966,0.48951967652250616,0.14574385527104805,0.38095038031331513
Frontal_Inf_Oper_R,0.6055257154422297,0.5551928451248879,0.17624319673046382,0.2486028730602089,0.2843270575436878,-0.03320367652923227,0.6673304022060426,0.7315259526383789,0.300599111427902,0.56058807277964,0.28101606891258124,0.22794808013505607,0.33753203364851314,1.0,0.35404375018112244,0.1918300573878825,0.7011374758163357,-0.08362692722820154,0.4815397509890545,0.532721080174057,0.2578760847929511,0.5746656140967562,0.4111615240783144,0.2962442101325152,-0.42172011346906463,0.14234951059397702,0.3365506617125151,0.4502107552217038,0.6354345135141808,0.010831589562324037,0.2574726970187676,0.6606470562878601,0.11888083650111561,-0.19427704336425605,0.5033780666936872,0.3628918187108349,0.3303792709245092,0.3560117020003947,0.06545584648629482,-0.3331528751804512,0.10091388545172927,-0.008416761447021123,0.2966000366592601,0.5890538033667799,0.2472051090680752,0.48206112942116053,0.3061556473840109,0.4208053181379305,0.18462420421738948,0.5465928328348466,0.28685107123611636,0.07965939381828206,0.10674463454753431,0.23268992299361035,0.509883264833824,0.5551289138903929,-0.08487625284214034,0.24003825520621044,-0.05831557772159977,0.6045500493536987
ACC_sup_L,0.6829005284642418,0.39660557827822657,0.13306638504811952,-0.051884528334883544,0.4461798104032128,0.23743038517603293,0.6793656422966554,0.4057679296854352,0.6239999621757049,0.5014280352824851,0.16688144549996947,-0.22650347860523978,0.5735258249183511,0.35404375018112244,1.0,0.08953198959404547,0.25669006967586006,0.5179766864547338,0.23314522636603133,0.6202419482730778,0.3931432249813683,0.36382749236844153,0.6920191025029979,0.40375707124675636,0.23227571323181936,0.4913035947900466,0.15288313283183333,0.41031904059151414,0.07658703986174678,0.6199474687682153,0.08142272306817053,0.605736595247854,0.30608746391861236,-0.18063654637633456,0.5776046098161295,-0.022616865465187586,0.2534607708125548,0.6209892763856981,0.24801526906718072,0.4377207047669437,0.40397815808376075,-0.25968883854322417,0.4886347016426948,0.4931281741163864,0.03691515971968703,0.613070544443904,0.12152685381941516,0.7322131360349557,0.45090090269354016,0.6106910592949771,0.42707965294368605,0.1175701445466386,0.38706376183369096,0.6588882384809761,0.6181414835466537,0.16964418493485553,-0.2715138252694045,0.31852875319194496,0.29641773292551127,0.26085900167098547
Occipital_Sup_R,0.23300280380153063,-0.18200050560597145,0.10991807236193434,0.7192991783566345,0.5578060828240984,0.4964014214544665,0.1586366803429423,0.32651587539909277,0.5091827643973815,0.13616321898683573,0.5168859650942383,0.12337474370001075,0.496084830613104,0.1918300573878825,0.08953198959404547,1.0,0.07818253874010245,-0.05028490538907468,0.444889436559919,0.48619037339381727,0.4780322319220686,0.3430804675362456,0.2609623492136265,0.6252464988694239,-0.14172480848899827,0.45838659573877255,0.4321114088819694,0.7149583825198836,0.5215493803731426,-0.06452911847886393,0.27202734461953054,0.49407711146677674,-0.08086121864619122,0.06268418446784199,0.4168015524660679,0.1988085747014259,0.15644577579621494,0.3791182694565788,0.22125044667892177,-0.08535966885092831,0.2181201449665609,0.14305435037566105,0.4375746366929166,0.5408703596428603,-0.08103107899455106,0.5672829301740111,0.3932120540103442,0.42433813110500673,0.31220355819758244,0.38603338685325217,0.3574718987769778,0.29258859533450465,0.1864692226376898,0.41050226728724065,0.5111659649543966,0.4479458898811044,-0.029109181318046216,0.3763341255277288,0.2338157267593918,0.20898360715087352
Heschl_R,0.4859484164649558,0.6349766465037294,0.31643541478219883,-0.03485175584730475,0.3223927785678351,-0.12284944228928989,0.4069834104631891,0.6032915776461695,0.1803522506381565,0.4966600782577218,0.13381691607116317,0.2405780958913144,0.3022005379975308,0.7011374758163357,0.25669006967586006,0.07818253874010245,1.0,-0.07296059987898561,0.15544797943541752,0.319782002925748,-0.002774780170704254,0.5653312337631548,0.24610652023000062,0.21421599510421338,-0.2560848546532082,-0.0408565014258913,0.04551771070511886,0.3187533419587454,0.581192696550865,0.06641141678545319,0.05670952378198266,0.49733818027125704,0.20052722559194694,-0.20055464786287164,0.31751848742578637,0.07341003139212726,0.35579560780174385,0.12657500589728266,-0.016811526083877606,-0.12637149406406842,0.009069777183697843,-0.1582678731408927,0.1500583994342102,0.3581613467383393,0.24275303534915804,0.22290966801079753,0.177084277378281,0.30227600716375996,0.247060763803743,0.27155768943043657,0.10675572581599778,-0.09426707158258739,0.13718976457245505,0.1841792447231933,0.25192139444726463,0.313983334787983,-0.0803662046325297,0.03605414042327308,-0.08468367462303568,0.3831457878715058
Pallidum_L,0.33486442408754225,0.18090822641249552,-0.09492072442939767,-0.22372590034702972,0.22178324006955996,0.2377217379277385,0.24477905702299654,0.08138106526295194,0.4825775304803084,0.4492408630472547,-0.023602898247352882,-0.11332864767661771,0.3976984809587722,-0.08362692722820154,0.5179766864547338,-0.05028490538907468,-0.07296059987898561,1.0,0.10494777311716459,0.3163688951771252,0.3251189530548141,-0.07049694089069272,0.4086450599499639,0.15550793762286488,0.4902876954003222,0.38979852315816665,-0.09756152050530074,0.16175171171109465,-0.38669315907065177,0.4037392885454005,0.009529626672062044,0.23734558237245656,0.20008866935097291,0.23437673473055826,0.3064005401206249,-0.18498985408789667,0.08904248044751326,0.299243213124282,0.1512454494539421,0.6528960759935217,0.21415438690610428,0.09828011154690308,0.21818676228317577,0.1793806770810178,-0.020490552300783327,0.36524960983192534,-0.11540772612382345,0.5031443378424739,0.37457839236278156,0.303034863033045,0.11900760942635785,0.2511710719185251,0.4347580325655299,0.5446805553082025,0.33872264083160075,-0.0720124535917324,-0.25395136450311717,0.0810435583836585,0.38712397571665136,0.043584544180426066
Raphe_D,0.26384248123084836,0.15083336708995795,-0.09660566703464828,0.548600826898322,0.3397099821204746,0.2929573012749157,0.33358903608806273,0.4345164888581978,0.3578883269443967,0.3938779366161854,0.3754970458251959,0.15608750976458496,0.35665974172864595,0.4815397509890545,0.23314522636603133,0.444889436559919,0.15544797943541752,0.10494777311716459,1.0,0.43002101221929295,0.46140311442313475,0.28431471432227307,0.2989868417469213,0.31092203623183695,-0.3084968406231596,0.37003589538992293,0.3789838311772146,0.4299836022338485,0.3705509130921588,-0.1813957560462991,0.27445350056859996,0.4347886852040637,0.026526265285705224,0.06570898449688116,0.428411540574192,0.47992346512846507,0.08945656353817351,0.4367637849553184,0.18813851237800747,-0.1870290524752424,-0.03631018793826308,0.30070288338594875,0.43107178307756644,0.48983710766234717,0.017291768947340656,0.4977800330876483,0.15059648886484267,0.30766766620826475,0.12369606966270771,0.4694818242504618,0.2975414905494793,0.30727014066670855,-0.006358519679853532,0.2369211417054054,0.4904477357823997,0.3705605710372702,-0.05874169392247659,0.40356171111785805,0.253521504482955,0.2571900096707973
Paracentral_Lobule_R,0.7551783303072513,0.24436457423504027,0.1818380148819795,0.29071437386833027,0.6131686606998856,0.4147061162978762,0.7386938562492793,0.687839189263789,0.8460316598049608,0.6197749875624209,0.4664641124481754,0.066794483738597,0.7687007436098949,0.532721080174057,0.6202419482730778,0.48619037339381727,0.319782002925748,0.3163688951771252,0.43002101221929295,1.0,0.7039238332913751,0.6195659769895254,0.769339896697358,0.6758054446401484,0.033258434683444554,0.6555545051073547,0.4481774234515284,0.7659542614942475,0.3728375734695407,0.2415751219414509,0.3175580395971187,0.9105668543090475,0.1625689510400188,0.03757503761817549,0.8143652725437889,0.11292388273198524,0.5232365125639542,0.6491132168713573,0.2529496693862456,0.18173804915797903,0.3856292482378259,0.1422865028961322,0.7001352183753552,0.7644488884502931,0.003792226353389242,0.8207957897870555,0.44308989690754075,0.8499089115509392,0.620275250174153,0.7754891886972511,0.46538687835699377,0.3224325401542635,0.487741981731814,0.791660543754406,0.9187075217900156,0.57738947509209,-0.08343514414351473,0.5220630305525547,0.29749965242111553,0.4957775912547222
Vermis_1_2,0.498091066741512,-0.01530279493428201,0.010839434032046338,0.33130005459904754,0.5126540671554678,0.41516314194540754,0.46646523239301,0.5879514263147371,0.7168521331104463,0.4371625460099146,0.41633267923765716,-0.09899383001513769,0.6019010515038404,0.2578760847929511,0.3931432249813683,0.4780322319220686,-0.002774780170704254,0.3251189530548141,0.46140311442313475,0.7039238332913751,1.0,0.4678319106505508,0.6516942926567426,0.5270474893300248,-0.0898213742470233,0.7252169034349066,0.5668930786503212,0.62669160360637,0.1001665251879648,0.050181779573948065,0.6197762203791877,0.6484494218595084,0.2671787519682895,0.1649725811242824,0.6143277748460259,0.3669126745442946,0.30813039215733956,0.45089087695886937,0.23767871368935362,0.23552820951687525,0.3246729091004612,0.4946274315954815,0.5631986727254296,0.6166384486776283,-0.15687145328526034,0.6899715865223024,0.462565650719516,0.6494831906951364,0.5676150686232078,0.7511346996101352,0.4526826064353111,0.35490939423179124,0.3557644808140939,0.6474029014554734,0.8228093344446765,0.3935016501311785,-0.11653237876222712,0.48749691503897574,0.330302311715305,0.40290920432209865
ParaHippocampal_R,0.5313289938735275,0.23569238316215843,0.2984284324500084,0.22947088078307967,0.5487174940303673,0.05251901568523948,0.45969552594238133,0.7813605990828679,0.5219860783702054,0.4766193800497835,0.4047153040992468,0.12127352750061993,0.431020082545896,0.5746656140967562,0.36382749236844153,0.3430804675362456,0.5653312337631548,-0.07049694089069272,0.28431471432227307,0.6195659769895254,0.4678319106505508,1.0,0.4175735525823247,0.47470799384258544,-0.2885601233708172,0.3937484564767381,0.5367393790613161,0.6507477045080191,0.6087136604921642,-0.007418730512914448,0.37051576459899277,0.7381892341131314,0.06947484459195796,-0.16043261870132655,0.5338455726950264,0.31087574234829324,0.449459579623282,0.3553102833424111,0.20819920520795968,-0.11467338594458461,0.23966128337650514,0.07360346315269821,0.44814633762931805,0.6502947111017976,0.054669363590638495,0.5767172311363515,0.4632223324651129,0.5639468229976868,0.5137307050953923,0.590897956866242,0.41160363054185156,0.2469107357647376,0.2272123135683558,0.45218680391668564,0.6324204559406218,0.4547711255657773,-0.09392384655735778,0.4139094119713013,0.17827310737589666,0.6171854088275137
Frontal_Sup_Medial_L,0.8353441250363828,0.45376968847797733,0.15762182248037762,0.03747888202890109,0.5575966646243637,0.3723431411794516,0.8384745059408608,0.5390646745193985,0.7705891476450694,0.6158304651017054,0.35904724933767074,-0.011557502380022691,0.7165278184408505,0.4111615240783144,0.6920191025029979,0.2609623492136265,0.24610652023000062,0.4086450599499639,0.2989868417469213,0.769339896697358,0.6516942926567426,0.4175735525823247,1.0,0.5654475665555364,0.20176708226496845,0.6650358905122142,0.22199331043402037,0.5546946699481647,0.10461927797566692,0.32025326393239023,0.25766917049331806,0.7299907247779673,0.3537399259137299,0.11399686724636715,0.7540139181031742,-0.022231855140097727,0.5075895069729406,0.5906656990191599,0.1756129830305619,0.4584024334769894,0.37307395637854296,0.08089631364506572,0.5540590899713276,0.6399202611572141,-0.006520837844998015,0.739726013465332,0.40113000766051604,0.7875780535553187,0.5978129509224162,0.8180630679866102,0.499304930015746,0.12300695352202788,0.5442482386385257,0.7855778131306238,0.7900956388485608,0.4502387674565561,0.07055946980591497,0.49214148138373315,0.10940875206552586,0.42155791573105716
