,Thal_VPL_R,Temporal_Pole_Sup_L,Thal_LP_R,Thal_PuL_R,Cingulate_Post_R,Olfactory_L,Temporal_Pole_Mid_R,Vermis_3,Putamen_L,Frontal_Sup_2_R,Thal_MDl_R,Rolandic_Oper_L,OFClat_R,Cerebellum_4_5_L,Frontal_Inf_Oper_L,ParaHippocampal_R,Thal_MDm_R,Pallidum_L,OFCpost_L,Cingulate_Mid_L,Thal_LGN_R,Thal_LP_L,VTA_R,Supp_Motor_Area_R,Cerebellum_3_R,Cerebellum_10_L,Frontal_Med_Orb_L,Temporal_Inf_L,OFClat_L,ACC_pre_L,Cuneus_L,Lingual_R,VTA_L,Thal_LGN_L,Thal_PuM_L,Amygdala_L,Olfactory_R,Cerebellum_9_R,Frontal_Mid_2_L,Thal_PuA_L,Occipital_Mid_R,Vermis_4_5,N_Acc_L,Red_N_R,Temporal_Sup_R,Amygdala_R,Cerebellum_3_L,Cerebellum_7b_R,Cerebellum_8_R,Thal_AV_L,Thal_VL_R,Fusiform_L,Precentral_R,ACC_sub_L,Vermis_10,Thal_MDm_L,Temporal_Mid_R,Frontal_Inf_Orb_2_R,Thal_PuA_R,Thal_MDl_L,Parietal_Sup_R,Cerebellum_6_R,Thal_PuI_L,Temporal_Mid_L,Raphe_M,Occipital_Mid_L,Thal_IL_R,Heschl_L,Cerebellum_8_L,Frontal_Inf_Oper_R
Thal_VPL_R,1.0,0.09630279444838576,0.34455525132178544,0.44938125943015933,0.6184494516808301,0.09314510745120484,-0.057432847130747054,0.6525457111488345,0.2589370289333834,0.6289082813763693,0.5864367573277025,-0.08956370513421374,-0.3038908405172152,0.4709495652069255,-0.2834561927519009,0.7813605990828679,0.6861663262386841,0.08138106526295194,0.19300334995515,0.6289776031151869,0.47075682689301074,0.34658544267770053,0.438866034890454,0.7071668616377879,0.8215604300888604,0.48450506574781804,-0.11455689239299101,0.14248349496684795,0.08854600105364724,-0.1358872889749651,0.364763145432709,0.5549659439787734,-0.06915312005378431,0.7020620956914091,0.6234497223838206,0.0806297335266538,-0.005979432537151479,0.41319111423648336,0.7449636386649414,0.21256293197834825,0.26225286192967284,0.5681024290479905,0.06664734047335805,0.7554824403739085,0.7324643007907246,0.010336034660576771,0.5105329771161871,0.11608876339013766,0.43376164930383854,0.4873636358333963,0.7081315347131397,0.17859448514560522,0.7998190688329806,0.24886780852630355,0.2848083357174973,0.7320463425900475,0.545753185230149,0.49431685127374,0.5274731147729255,0.6710459680400147,0.5753407429594369,0.4168798530327203,0.5569144801269766,-0.2449166101883003,0.49631453343408766,0.10369288403675882,0.7293913573920838,0.3147817519500575,0.37148707677432186,0.7315259526383789
Temporal_Pole_Sup_L,0.09630279444838576,1.0,0.36451858731877307,0.13673852364867567,0.2989891631035578,0.18206871506798727,0.03787876670385302,0.33962981253529834,0.07502982538831303,0.09080969854907683,0.10648157670355402,0.13140943929303675,0.12651968507562242,0.032302457066371956,0.08537505582772083,0.17827310737589666,0.07856540200551652,0.38712397571665136,0.20360954930351652,0.1366099809136595,0.0990934435617797,-0.15176051718282807,-0.16490153477206937,0.22126347395591098,0.05192733524061018,0.4007670311645578,-0.1472977745701017,-0.008163565857845136,0.05212178706901749,-0.2115378457908933,0.20784738432432362,0.08097188202923068,0.16854466882778443,-0.17271077806345325,0.16676348522987064,0.019633885240687165,0.030868641747985398,0.3623419056013478,0.24712496132200573,0.19503381010512605,0.16721021633227273,0.22597962204115818,0.3010100408628098,0.0370644492886831,-0.0066733716011823305,-0.16058954374850948,0.14574385527104805,-0.37352983114344773,0.4752266016562161,0.1061340058751404,-0.025517994250620644,0.2712325009621737,0.1592659302679321,0.05770058832840883,0.22510614161938167,0.08336585650589018,-0.002920717498243703,0.29802050229736227,-0.025265415362107718,0.020120890932093082,0.24517480350075094,-0.05756398874220122,0.344241289745489,0.35911803470385373,0.1613181815058805,0.4892711182955934,-0.007136178092359556,0.17903655826765802,0.402416626021447,-0.05831557772159977
Thal_LP_R,0.34455525132178544,0.36451858731877307,1.0,0.11924573458486931,0.45680142656993883,0.2425035915905387,0.18831687235947892,0.3716948925942232,0.4866801333756675,0.45162639610327227,0.254651052821824,0.4097276278927831,0.2774237016599844,0.2865110122293135,0.24993639867070344,0.23289883154059224,0.21065391561168,0.7129527114389231,0.031695554283277944,0.3039954762587724,-0.0817496403090147,-0.08100962867987771,0.07599846783405481,0.4653748182164237,0.2747006150556051,0.08530844495978267,0.12335609887442105,-0.019631991689404694,-0.03211108052897407,-0.32732497978759306,-0.07752540205463107,0.1524742513178654,0.37087857234535465,0.20998286297094,0.34761437242724674,0.08701893514870318,0.155997736232009,0.4058052602550689,0.4181486937255005,0.1869519149115814,-0.1706016864817915,0.27052568266562027,0.08626339611608137,0.23314638920739778,0.03492175815334261,-0.1327019491655947,0.3440004216778942,-0.2119675277458423,0.3389248292816553,0.2348564539824326,0.18672262220685684,0.521423650386258,0.3711667956285581,0.004327915997985067,0.4078671760711205,0.349444037147418,-0.11684842921158027,0.12832546656083701,0.1710461494649386,0.06919333218043694,0.3348738460772251,-0.12600157711705195,0.48404451298385437,0.2704401075805753,0.3141834280597441,0.18153505788012683,0.11524703682261013,0.45040588266986803,0.3999816829521726,0.1707744266532754
Thal_PuL_R,0.44938125943015933,0.13673852364867567,0.11924573458486931,1.0,0.6573328011928371,-0.17569581139826881,0.15700221563739608,0.5686568305710195,-0.013912780420970015,0.401142126731551,0.20036309391140739,0.1765219913030819,0.04414739595758556,0.3745407855381844,0.06576503459073964,0.4139094119713013,0.1152384661925857,0.0810435583836585,0.25290649868770065,0.4912444831813458,0.3765490261411485,0.49947949345835363,0.171764331718248,0.590906676421271,0.5195494187560178,0.33435739851281165,-0.08262579205452839,0.5003502174747052,-0.15377231388620052,0.2677107334969401,0.2703725105485278,0.32915244226307905,-0.17222125192859764,0.5258156709601775,0.6332725086757038,-0.10526996128789821,-0.1003752020753216,0.38980623261982245,0.5936055151022602,0.4145001221020061,0.19416600724993505,0.43992907261511366,0.026841801679707913,0.4596295696739586,0.2655279372493988,0.09535810965520782,0.48951967652250616,-0.23469777695841287,0.4461040784174684,0.005626907680312232,0.3189721144490026,0.4259214160893604,0.5510892644682657,-0.012466182858090548,0.3381209518800042,0.25945152402449906,0.17872169807084903,0.21437864259526968,0.47447969812366264,0.18879672490372099,0.5191724268516893,0.008327307406920052,0.4697089781761333,0.12885137021527407,0.3358820623080295,0.2718273705920707,0.13438805517348176,0.3102898776533971,0.5051781997683277,0.24003825520621044
Cingulate_Post_R,0.6184494516808301,0.2989891631035578,0.45680142656993883,0.6573328011928371,1.0,-0.0815466913738973,0.13324355361428264,0.810203403170285,0.19971747950179433,0.7022270671921191,0.2911729011810588,0.26489237537108007,0.1225864462261292,0.6709967048740524,0.12937328721527086,0.5767172311363515,0.1626968121038438,0.36524960983192534,0.34575263503126374,0.737760531672777,0.292309562721889,0.4610140485270427,0.31177914651648164,0.8708887779787351,0.767439030122074,0.4026443893563105,-0.1329104795003335,0.40277951559903086,-0.16206386945677625,-0.0318011668283536,0.4687477289614558,0.5766898361111124,0.19901803578654714,0.5423362542172706,0.8390414394422981,-6.462789238305985e-05,-0.02977311542616976,0.6465924912713124,0.8531697902497378,0.5033660676555273,0.31337598063011374,0.7741203503675131,0.09194826693091845,0.488884618283954,0.4686886335317842,0.15971825470469284,0.7907641800290438,-0.2596986159294324,0.6365046690335295,0.12907950432723753,0.43782183441137484,0.6520091681947685,0.872673109034539,0.12450061459920665,0.5163455426562077,0.32289533620373995,0.3649119089994484,0.25258575656538884,0.4460856332101745,0.2728928364830397,0.8173406602926442,0.08631682376577232,0.7298734837726653,0.26390268332007066,0.5177519359644552,0.4698968189837629,0.1821408971124523,0.47193846090323177,0.714685413221622,0.48206112942116053
Olfactory_L,0.09314510745120484,0.18206871506798727,0.2425035915905387,-0.17569581139826881,-0.0815466913738973,1.0,0.2138807431469032,0.10015044048243057,0.12210685041174418,-0.10462633724602649,0.08532919302643713,-0.048627534832275256,-0.10747587985680297,-0.049576176115932485,-0.027330048962863493,-0.07085206929731767,0.11285377407006547,0.25022843810061374,-0.048793032727875586,-0.07402159071461539,-0.03247857485666393,-0.2992687389860891,-0.20403969748177547,-0.02434292506519682,-0.006251255089449134,-0.004585843813029857,-0.006436218444919417,-0.1375467287556551,-0.04705115210018086,-0.22672961999096303,0.10471199498042509,-0.09664391479107112,-0.19131442670774973,-0.03708141264841406,-0.10820807628091111,0.03176269434811675,0.25944579098370135,-0.04918775969134899,-0.03587455732949555,-0.22515671493942696,0.019325225273812772,0.00862982392442812,0.16572933642560914,0.021927762806119203,-0.05891501831749319,-0.14246068510742432,-0.08954648485704471,0.012665989446658983,0.03911747654968618,0.06434752048468097,-0.018165585650880105,-0.07202516366217195,-0.04481036869874854,-0.08568545640473764,0.0015216375239124732,0.06694646437282717,-0.053273885063727544,0.036030580905715356,-0.04819950819478283,-0.05483000875664583,-0.06679881273240297,0.056838186338550443,0.014651650168418838,-0.03822947564111278,0.008576390677624347,0.06858291470298174,0.0847508700948278,-0.016173180216606353,-0.05694946814412161,-0.004555417228904064
Temporal_Pole_Mid_R,-0.057432847130747054,0.03787876670385302,0.18831687235947892,0.15700221563739608,0.13324355361428264,0.2138807431469032,1.0,0.14091146103651503,0.08816746936299694,0.008507101584230028,-0.07055740757064402,0.2671401083164584,0.2295425079253078,0.09346658366122745,0.24068640558079665,-0.16043261870132655,-0.21065668567684606,0.23437673473055826,-0.08447807930444,0.05792658673884858,-0.028816547164698912,0.10701641490638719,-0.255280866253925,0.20102418135791308,0.0172159856368164,-0.057699458278474884,0.023822663763241984,0.4050127612959239,-0.10058590374502195,0.1290477398142444,0.007121602462183536,-0.015290353244699085,-0.22511784079920963,0.03632791171700415,0.1012956753891555,0.005274411975609559,-0.0013234305755747233,0.08493923392119387,0.010884192198765874,-0.08162933584737835,0.03833638371362734,0.09404638046836548,-0.023927590234021523,0.10307597902389268,-0.1833646784431443,-0.10152047150965315,0.1289404191831294,-0.20117958927908627,0.18650653600523034,-0.3341561097272158,-0.08611383553987606,0.29537588088585426,-0.0069350669831819145,-0.15226639584469107,0.19253425295593155,-0.12680869489382235,-0.1590406191670457,-0.0071790645488792265,0.10584055777042553,-0.1701712639883677,0.1284180959154537,-0.1568372602662488,0.16361143988943969,0.24572896861055932,0.11150020895494299,0.1268389257872314,-0.19712194051028628,0.23147549985278484,0.2493442083288635,-0.19427704336425605
Vermis_3,0.6525457111488345,0.33962981253529834,0.3716948925942232,0.5686568305710195,0.810203403170285,0.10015044048243057,0.14091146103651503,1.0,0.33909339730426047,0.5571698229264105,0.32603324796546407,0.18540814449661697,-0.06696572009599655,0.6684013094874361,0.1575539561802716,0.5015304868251185,0.34030020930299304,0.3658043985826172,0.2763330087988794,0.7138031101998977,0.4598578341307953,0.3265770291702171,0.18550543200355615,0.747207500305077,0.799985297431473,0.41365886836190024,-0.16934979590506177,0.2970330714812297,0.06595903835291654,-0.07229614714804004,0.6099748408613507,0.636660189876249,-0.02624628602173868,0.4428969525988657,0.7653961218951034,-0.011813681174686544,0.018573255491801315,0.5326219046614806,0.8244324962737478,0.4148194828410289,0.46280236227811894,0.851353464625362,0.18784703432709624,0.4794806093086308,0.4430842922895501,0.05391348797684967,0.7894314684481453,-0.27490318102808137,0.7340605131170884,0.2542716408103195,0.4567254423994742,0.5202766387598337,0.7759338136389404,0.03825941148189906,0.35506643271189436,0.43291112952675426,0.3345759207245377,0.42727477925008245,0.403659354581173,0.3747562040898392,0.6627058707694196,0.21302674953317363,0.7248895348006007,0.30559682700636026,0.5804469210854667,0.5663386394645866,0.2805419991476384,0.4375472715777408,0.6128628412837053,0.4361393372744668
Putamen_L,0.2589370289333834,0.07502982538831303,0.4866801333756675,-0.013912780420970015,0.19971747950179433,0.12210685041174418,0.08816746936299694,0.33909339730426047,1.0,0.370176522680857,0.4275831618106362,0.6006624072798564,0.17959837236292628,0.4841096684716816,0.5120456169765959,0.15245998330714453,0.3226874012569076,0.5517862470655257,-0.22760917821233145,0.30308344282008337,0.14190889987395786,-0.024721907616608123,-0.055341185072406214,0.24672304772753847,0.2902852603165234,-0.1680508387837879,0.11220686324139817,-0.20755218776592446,0.15713071453529867,-0.109928981014409,-0.13066979059446812,0.3183837657285376,0.23201215401145195,0.10047718505036456,0.30029466987628384,-0.052404422385021014,0.15946709835106695,0.273875463554525,0.332720618503804,0.08000583053761774,-0.15649035731844432,0.32156452708129035,0.09480091825996756,0.1414055259760549,-0.03896516434070707,-0.1114370776787076,0.4583895784248412,-0.11278163102386829,0.2537288966509711,0.4632046390553978,0.35933019204320027,0.3928285798372202,0.22963803149043102,0.12336323737726172,0.09843529433229281,0.4628659882896445,-0.18263689339077552,0.11065007010303805,0.23998796383993728,0.37659967390114957,0.1186870398847533,0.10937545283976816,0.4371982047923873,0.3902297280240541,0.2697254352018534,0.13469699735196286,0.2123250974864476,0.6809399219962805,0.18008939602692473,0.045478698313386974
Frontal_Sup_2_R,0.6289082813763693,0.09080969854907683,0.45162639610327227,0.401142126731551,0.7022270671921191,-0.10462633724602649,0.008507101584230028,0.5571698229264105,0.370176522680857,1.0,0.39601218354378864,0.3313492365149424,0.12622365662843457,0.5642112367535583,0.1775339885106543,0.5313289938735275,0.24515983836180902,0.33486442408754225,0.11463123373428977,0.6826720346599503,0.2019074236900364,0.4591737696466865,0.2233081406064263,0.7825190648477205,0.6546887583989377,0.23821571536854405,0.03141175132446298,0.21013816815794734,0.022826604445416655,-0.013076933606172125,0.13901446550193375,0.49513308738669376,0.3782084677985331,0.4964231079599033,0.7391305560170237,-0.024542010831509822,-0.005949310275819864,0.5378759017903545,0.7415458021480411,0.46058018118322863,0.0063239937261524585,0.5341886355857794,0.05962045042422697,0.40923643486400585,0.4618114267718846,-0.02116519590298458,0.6880357562652014,-0.1776203798830364,0.4151359112220911,0.2500122407928365,0.5872294460965419,0.6082740640556595,0.7884038932910219,0.1442274485214818,0.46747927193719585,0.4323878270709305,0.2893923898834969,0.21973734108255388,0.5332208122372103,0.4170728022878863,0.6802538038489041,0.18512846876999167,0.6382970810290373,0.16052686847443523,0.5702867170947756,0.26593646970119555,0.30903276473886676,0.5121381436940815,0.5062581186114903,0.6055257154422297
