,SN_pr_R,Frontal_Inf_Oper_R,Temporal_Pole_Mid_L,Cerebellum_3_L,Occipital_Inf_R,ACC_pre_R,N_Acc_R,Thal_VPL_R,Rolandic_Oper_R,OFClat_R,Thal_PuA_R,Temporal_Pole_Mid_R,Red_N_R,Amygdala_L,Parietal_Sup_L,Vermis_10,Thal_MGN_R,Cerebellum_6_R,Frontal_Med_Orb_R,Precuneus_R,Temporal_Sup_R,Rectus_R,Raphe_M,Precentral_L,Thal_VL_R,Angular_R,Insula_R,Cingulate_Mid_L,Thal_MDm_R,Thal_PuI_R,OFCant_L,Paracentral_Lobule_R,Cerebellum_7b_L,Cuneus_R,Supp_Motor_Area_R,Thal_LP_L,Thal_MDl_R,Thal_PuM_L,OFCpost_R,Frontal_Inf_Oper_L,ACC_sup_L,Temporal_Sup_L,Cerebellum_4_5_L,Paracentral_Lobule_L,ACC_pre_L,Precuneus_L,Vermis_7,Vermis_4_5,Caudate_L,Vermis_8,Cerebellum_6_L,Supp_Motor_Area_L,Thal_LGN_L,ParaHippocampal_R,Cerebellum_Crus1_L,Postcentral_L,Cerebellum_Crus2_L,Cingulate_Post_R,Cerebellum_9_R,Cerebellum_7b_R,Calcarine_L,Occipital_Inf_L,Thal_IL_R,Olfactory_R,OFCant_R,Temporal_Mid_R,Thal_VPL_L,Putamen_L,Cerebellum_10_R,Thal_MDm_L,Thal_LGN_R,VTA_R,Amygdala_R,Precentral_R,Frontal_Med_Orb_L,Cerebellum_Crus1_R,Occipital_Mid_R,Vermis_3,Insula_L,N_Acc_L
SN_pr_R,1.0,0.516609383493495,0.0770214234375102,0.27949201779202093,0.2692570894825845,0.1831847181241004,0.05985019652678904,0.7076229102533941,0.40042575992544627,-0.30180392961834085,0.10537830417281573,-0.23084159142832275,0.6079689444672929,0.025725917444806873,0.27721263323120204,0.1530845524773548,0.6002499355786782,0.29123669113569545,0.29728851786789734,0.4848760859502185,0.576092687810005,0.05923505543872799,0.3263439730342324,0.4066476312757686,0.6043397642623365,0.4499218903803729,0.3885955943554228,0.4582166693075081,0.6620463524440618,0.4275134247356422,-0.14213575290386252,0.47979199782715004,-0.42802156453359297,0.2920126061506498,0.4632643244204978,0.2361128553284134,0.3962631999132657,0.31533914094073145,0.03221293420188865,-0.3052893133184002,0.43430220387042767,-0.18650400139588597,0.31760044158654355,0.5324985430467067,-0.4089559582660367,0.5110000675576668,-0.4777408657638713,0.36438673499525526,0.21689791533974345,-0.215453553527689,-0.08458083428613128,0.49332727423698625,0.6124232340719387,0.6510860674644402,0.15675530979512636,0.32395274776850413,0.13690837779719933,0.45871636681281536,0.2506205631858614,0.16884007755794206,0.3396985824463513,-0.469841340316164,0.7122491797554064,0.005473580140853429,-0.20999659187107889,0.46553772031871404,0.49425189193688623,0.19152258789757337,-0.3227090677678367,0.686135299767975,0.4932516941761037,0.3588742748087721,-0.11415858793861307,0.5757656541357203,-0.19088333846343664,0.36687543512457266,0.27780290600016366,0.4505812899931373,-0.19820262657319113,0.09874475551155042
Frontal_Inf_Oper_R,0.516609383493495,1.0,-0.008416761447021123,0.33753203364851314,0.28101606891258124,0.3551312232989097,0.06545584648629482,0.7315259526383789,0.7309568443782739,-0.42172011346906463,0.3303792709245092,-0.19427704336425605,0.4609281514892635,0.18588305834536697,0.2962442101325152,0.10674463454753431,0.6539627597088014,0.5582365891597655,0.49845425396116066,0.4502107552217038,0.7991595965035807,0.3226614628637357,0.3919633226588397,0.300599111427902,0.635861834800663,0.3793574066800869,0.8404222932022634,0.4494893386293804,0.47365630016220217,0.56058807277964,0.22794808013505607,0.532721080174057,-0.27312024159043874,0.3091714642555391,0.5885540493879795,0.3498453548990036,0.30296118724408383,0.5033780666936872,0.18108512834836615,-0.434286861392852,0.35404375018112244,-0.464695098241252,0.2843270575436878,0.509883264833824,-0.08487625284214034,0.503547003668441,-0.2830984960912633,0.4558073519435358,0.2889047065558438,-0.26805806459761683,-0.3267215316793534,0.5014086825184253,0.6045500493536987,0.5746656140967562,0.07965939381828206,0.23268992299361035,0.2452728672215988,0.48206112942116053,0.18462420421738948,0.14313164797713554,0.20186506303901963,-0.21612167805025945,0.538329237284808,-0.0005659908752649352,-0.03974645252243514,0.6354345135141808,0.4784495003253783,0.045478698313386974,-0.4293050897665719,0.45473438880448347,0.11642233090184254,0.45779699547573155,0.02859610415655178,0.7113169744705914,-0.1701804602885142,0.5551289138903929,0.2486028730602089,0.4361393372744668,-0.22533358517676827,0.0001460112758793722
Temporal_Pole_Mid_L,0.0770214234375102,-0.008416761447021123,1.0,0.09633762207647328,0.17691593573077435,-0.4929468145643629,0.08652270101555327,0.23541910735021773,-0.2245957770855918,-0.1899048090305981,0.0942645667658965,0.5388727736133571,0.38083896125056255,-0.018865842474867035,0.04792944684870199,0.02607041177087561,0.0816009617385584,0.048503199427764,0.004163432386291498,0.10880446301954734,0.009318123354236128,-0.16822208085637136,0.16082051383807247,0.12033765443475128,0.13927446801078003,0.22059379444389582,-0.042010426164055106,0.13840755925468878,0.19656745244673468,0.22302295038921857,0.18915026562029708,0.1422865028961322,-0.2481740097325328,0.24610586984490057,0.24646737426088425,0.0907919977950807,0.16812284942450892,0.1243271992546291,-0.2138215264402372,-0.008915656784083337,-0.25968883854322417,0.0637481625621323,0.10037941520586796,0.2218094110593077,0.12589283527741033,0.14141941906610375,-0.395482456165094,0.19121166970458553,0.27015589376965254,-0.2161091338780623,0.1743800915365769,0.1851576209715618,0.17752879731552093,0.07360346315269821,0.4373622650773457,0.10039625434915238,-0.037473301610533055,0.1525009673978055,0.13165577615534807,-0.03651377284296062,0.12356585452635276,0.0836010977869953,0.2111741933258383,0.10636093176563116,-0.2532607518900391,-0.043376280088886346,0.21613987887024214,0.07702197393873389,0.12756692349643411,0.22290261356122915,0.3885822896453106,-0.10522010073664965,-0.1624268803976055,0.11937231370618702,0.017184403986927988,0.1611098419407007,0.26085852033163953,0.3793688939230823,-0.0701288239984679,0.0768854360852374
Cerebellum_3_L,0.27949201779202093,0.33753203364851314,0.09633762207647328,1.0,0.3648704916015068,-0.05794277314323674,0.13824402802234192,0.5105329771161871,0.08673202574816205,0.2574245719238167,0.562694714819072,0.1289404191831294,0.30448214508696975,-0.07218051685049363,0.6764293164453693,0.43538751242736695,0.28656059634771774,0.18065647504820004,0.07029830725889653,0.7369107726651095,0.3558908338624235,0.26542245911993795,0.5202397111625943,0.8648290372090847,0.4529164237333198,0.5172717280036004,0.10156548467921642,0.7716638011044632,0.10183034191946076,0.5850286909312573,0.19071444119774889,0.7687007436098949,0.019904191465856983,0.3565222733957045,0.7483891996464636,0.463133800502108,0.35050895014825584,0.8628690159262011,0.2455653243927614,0.38483394915135916,0.5735258249183511,0.49133051666115557,0.8079003142633108,0.7901980091557367,0.056593542849579966,0.7898610844401242,0.010811686367585963,0.8198124775300626,0.38235208470724735,0.18983799745941998,0.4589085534504737,0.8119257205457945,0.38095038031331513,0.431020082545896,0.15376886419894173,0.8599944376577303,-0.0951636225744226,0.7907641800290438,0.5925970763983076,-0.35953007247505353,0.5940702591208618,0.01715015869578279,0.09464943453659408,-0.02155666638019324,0.1910333787659912,0.27422165024957024,0.7077498431310282,0.4583895784248412,0.011213362185733423,0.3007347093929948,0.29006075906708234,0.13659295563063217,0.21197369444928416,0.7704048878357382,0.003644408723903968,0.4840908271733794,0.1922140633342154,0.7894314684481453,0.5072777251498043,0.07476759878511745
Occipital_Inf_R,0.2692570894825845,0.28101606891258124,0.17691593573077435,0.3648704916015068,1.0,-0.04189861699259923,0.20026981848126513,0.3373845071664355,0.02338359152580354,-0.11771573986744446,0.19098532517440786,-0.054286038768544445,0.2908001096559412,-0.11603549295228294,0.39509049976812805,0.15285186027715308,0.2113895138853814,0.16918009522287508,-0.02606443240011078,0.45417058616603706,0.39903288967286993,0.03430523157222766,0.3050733374303318,0.4062451193402897,0.20299858814668742,0.5656469466837593,0.18919506430459043,0.4322602220835134,0.15004988914849435,0.21581128884321907,0.09508442979577135,0.4664641124481754,-0.12302280889346943,0.43440570202745443,0.4377491294016829,0.2183472038384172,0.19908864434953658,0.43489877456420506,0.15646550146466773,-0.06453251109342763,0.16688144549996947,-0.026494682807086906,0.3474785988044335,0.4333588557086503,0.10747603896062972,0.4635232422527393,-0.2941656581292539,0.5297222533953617,0.21964424004761077,0.021452882994714626,0.1746580123618597,0.46257393470218283,0.16480161118436812,0.4047153040992468,0.2286596385229291,0.3026728549723673,-0.018683461753714135,0.469091530234266,0.3363705055456022,-0.10834481610790969,0.3733692564421206,0.14705762881111337,0.16645989813581316,-0.09259684980620844,-0.012900825282697558,0.4326092623592499,0.28885336939779754,-0.0297988791105127,-0.09974268382658852,0.1266546977172338,0.30755738031979757,0.1986847529521239,0.08727115545352698,0.47772017536584527,-0.19046925831805112,0.43729468266803995,0.48288783290447485,0.49512622188239297,-0.04984780117995273,0.1026311569243854
ACC_pre_R,0.1831847181241004,0.3551312232989097,-0.4929468145643629,-0.05794277314323674,-0.04189861699259923,1.0,0.02785710461872464,0.11746394689689776,0.40188683713290785,-0.2728396653841689,-0.08186319052991635,-0.46932662345991405,-0.1332546648035424,0.13153884234444738,-0.05163084457928234,-0.11044401909002068,0.04133697455779373,0.20299874478401073,0.27179420934346854,-0.06800666351860787,0.22210327569479069,0.03355847300935924,0.02752633760754704,-0.07444404268596395,0.17243092324513073,-0.129228858520766,0.4323095019354589,-0.04346832253400883,0.22347109662967776,0.0011288055806029707,-0.30260106546436094,0.0272182624502156,-0.11107529087378497,-0.03774016654349071,-0.09352252747847445,-0.12327880608355417,0.062293790396222105,-0.036170887644982205,0.12870404802393848,-0.1867320208613204,0.3915846892934818,-0.2999684883347286,-0.05569384861840335,0.005615693508533553,-0.30262389686477803,-0.039587677610224,-0.06137933580975666,-0.06832103067615508,-0.17117689584642035,-0.16497048909732662,-0.2971326607722784,-0.02600952440612036,-0.018974717368491496,0.10731742577367905,-0.36586923545738564,-0.0862328747519211,0.0713510339132624,-0.10489216034825699,-0.0514445955437898,0.16766550592490356,-0.1904713675519923,-0.18354601777701338,0.24089965202607386,0.015152551890557845,-0.03449199671044499,0.14389452022601074,0.02299243601031411,0.15331860461176108,-0.3050248243014034,0.17082246491335154,-0.1563493767192007,0.284845384385151,0.023032244477498253,0.08398061411271487,0.01679388027185981,-0.094629146472408,-0.06633503177536598,-0.12915602813650243,-0.03559100046593921,0.016707346904362975
N_Acc_R,0.05985019652678904,0.06545584648629482,0.08652270101555327,0.13824402802234192,0.20026981848126513,0.02785710461872464,1.0,0.10238119208526195,-0.02958758036314659,0.09251263462584647,0.0805609449991214,-0.026714098910024835,0.04853493128855269,0.04048071880152046,0.31597437025331576,0.2064115947258717,-0.05493258930343792,-0.0018412429777962824,-0.10199632301811551,0.15650081218319067,0.09027636680628429,0.0027236088479653687,0.13543269066920294,0.22002033781061123,-0.061391305748256124,0.2547620684292643,-0.048193604462122376,0.18283457021834218,-0.060952449268439554,0.09870031684621632,-0.010567557453264948,0.2529496693862456,0.08109191977065237,0.1189282227121955,0.20623552860437275,0.048145450326246,0.06024377448055319,0.20432687403237623,0.18532372503303932,0.003499100381282718,0.24801526906718072,0.04026808116199854,0.12663358985535134,0.25189678202299837,-0.13413259163921623,0.172997279923322,-0.009244377717927852,0.18468611613767738,-0.044871743990355616,0.14180003205435907,0.03972321992781026,0.30630979058590685,-0.04500305430910143,0.20819920520795968,0.31657907793755885,0.20598261717154398,-0.2525989203503283,0.25691881399461375,0.24743276371486048,-0.27094432074460145,0.05937587659983181,-0.06468162471789958,-0.023860176276021813,0.10526793225500643,0.08326651540515756,0.14976563038820484,0.08315873484364061,-0.05250678514088771,0.050863621211026736,-0.06546829421061996,-0.17940858570121404,0.013001886142329467,-0.015630923252209227,0.20234177953121746,-0.08378346677397133,0.06975281351744571,0.17296307650658582,0.20181486709588783,0.023311198294615094,0.17893535584631967
Thal_VPL_R,0.7076229102533941,0.7315259526383789,0.23541910735021773,0.5105329771161871,0.3373845071664355,0.11746394689689776,0.10238119208526195,1.0,0.5291299603836978,-0.3038908405172152,0.5274731147729255,-0.057432847130747054,0.7554824403739085,0.0806297335266538,0.4371069315849582,0.2848083357174973,0.5756740658735647,0.4168798530327203,0.3503900869151876,0.6171062860056779,0.7324643007907246,0.2421223016485485,0.49631453343408766,0.536058582280711,0.7081315347131397,0.5451437199563148,0.629543134635678,0.6289776031151869,0.6861663262386841,0.6997059139216097,0.14687693295351562,0.687839189263789,-0.33362572498805587,0.3231209549881895,0.7071668616377879,0.34658544267770053,0.5864367573277025,0.6234497223838206,0.08526767894622264,-0.2834561927519009,0.4057679296854352,-0.17667214721045063,0.4709495652069255,0.7068225614708917,-0.1358872889749651,0.6888535469744621,-0.37086800781542306,0.5681024290479905,0.35483078004437996,-0.19413522942439435,-0.10889358234695164,0.6740820472708952,0.7020620956914091,0.7813605990828679,0.2163343139579595,0.46487215219969774,0.1294921076279341,0.6184494516808301,0.41319111423648336,0.11608876339013766,0.2920249174642066,-0.22381210017510747,0.7293913573920838,-0.005979432537151479,-0.06740849978672189,0.545753185230149,0.7715580944855766,0.2589370289333834,-0.2313097605741314,0.7320463425900475,0.47075682689301074,0.438866034890454,0.010336034660576771,0.7998190688329806,-0.11455689239299101,0.47332549552248043,0.26225286192967284,0.6525457111488345,-0.09358577592334498,0.06664734047335805
Rolandic_Oper_R,0.40042575992544627,0.7309568443782739,-0.2245957770855918,0.08673202574816205,0.02338359152580354,0.40188683713290785,-0.02958758036314659,0.5291299603836978,1.0,-0.2231876142255099,0.24287510067683413,-0.22281647928982476,0.30641902352155004,0.15747729052845102,0.11846114727371153,0.12079187283931786,0.4910421489894731,0.48165493956448485,0.3594730496058051,0.12506067295827297,0.6687423973799138,0.30293434584820744,0.202508008644955,0.04847674530123466,0.5571999676204507,0.07441405610834605,0.7622560495575486,0.1569007428181698,0.42361047781188244,0.41173470949241575,0.12331826461282261,0.25249128459714687,-0.10100365986041857,-0.17312073259991065,0.3116762226744808,0.20243692881666192,0.27404425916976755,0.21742686374065215,0.2039874081449722,-0.38683343557995215,0.29798269576597125,-0.345769147873201,0.07342122163752482,0.16108259190435736,-0.10025569726019813,0.2088088851877514,-0.011137693656829208,0.11524296481250935,0.1327585918961204,-0.10474507622207871,-0.2947500938210354,0.2062015917570817,0.412374735009758,0.4783213545063184,-0.11816103075261773,0.07107117590773915,0.21280784868402633,0.16848857127407701,0.13391095106783205,0.11556277371008677,-0.08173033720439649,-0.2992151649665856,0.48703310031629393,-0.07537564261373375,0.09756746559712655,0.49282258844213606,0.30982328648616253,0.058887515529754506,-0.3422211322794872,0.4224041581856405,-0.06833784347782494,0.27955274634821986,-0.12820986056136754,0.39170945679719504,-0.09004072372818217,0.34337376765467814,-0.13748538779014668,0.037750311735424535,-0.17522566591211827,-0.07739156260534412
OFClat_R,-0.30180392961834085,-0.42172011346906463,-0.1899048090305981,0.2574245719238167,-0.11771573986744446,-0.2728396653841689,0.09251263462584647,-0.3038908405172152,-0.2231876142255099,1.0,0.14907030831255308,0.2295425079253078,-0.22970416393465873,-0.18651447803342275,0.12460924946956065,0.35194584428646963,-0.270125039186193,-0.3729947587736106,-0.3973148294398682,-0.07869202885546374,-0.44124152491972735,0.20237712118125079,0.04676144613286637,0.2165602014485307,-0.137133038418868,-0.17580166177889348,-0.5663353532918556,0.043532836024421824,-0.3986631995737674,0.016245632862670153,0.007340362505230174,0.033258434683444554,0.6141421437322203,-0.4053790090910844,0.04377821858001445,0.11323579394692203,-0.004785534427694589,0.14741284515755268,0.1902144148103008,0.6817825748029108,0.23227571323181936,0.6599769712508275,0.0962223165859122,-0.054547221569156715,0.1675963706000272,-0.02650113393652714,0.6535794133204686,-0.04473193615770424,0.011624037800643985,0.614556861321587,0.40029084142810606,0.07770043480173106,-0.2556690332310215,-0.2885601233708172,0.014440642990763872,0.34112755655529525,-0.17512519917817262,0.1225864462261292,0.1921276287220713,-0.3775439594934111,-0.0312705850747364,0.049445480499838185,-0.43214884955116206,0.09141559968842886,0.4560797912260543,-0.37767464602461237,0.09726258094750355,0.17959837236292628,0.31567769289075703,-0.20653555897368353,-0.3007945320888371,-0.3989619883939725,-0.006596651062521504,-0.10417670403123389,0.2786681362811092,-0.11098827182614254,-0.3885143077622689,-0.06696572009599655,0.6454738997126703,-0.018421770991711266
