,Raphe_D,Insula_R,Amygdala_R,Frontal_Sup_Medial_L,Cerebellum_4_5_R,Precentral_R,Thal_VL_L,Supp_Motor_Area_L,Temporal_Pole_Sup_R,OFCant_R,Thal_PuM_R,Temporal_Sup_R,Vermis_3,Cerebellum_6_L,Thal_LP_L,Cerebellum_3_R,Vermis_7,Temporal_Mid_L,Cerebellum_4_5_L,Temporal_Pole_Sup_L,Thal_MGN_L,Cerebellum_Crus2_L,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Vermis_9,Precuneus_L,SupraMarginal_R,Frontal_Inf_Oper_R,Occipital_Mid_R,Frontal_Med_Orb_L,Putamen_L,Cerebellum_10_L,Red_N_L,Rolandic_Oper_R,Frontal_Inf_Oper_L,VTA_L,Cerebellum_7b_L,Cingulate_Mid_L,Vermis_8,Thal_MDl_R,OFCant_L,Thal_PuA_L,Thal_PuA_R,SupraMarginal_L,ACC_sub_L,Hippocampus_L,Pallidum_L,Thal_VA_R,Temporal_Inf_R,N_Acc_R,ACC_sub_R,Thal_PuM_L,Thal_IL_R,Cingulate_Mid_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Cerebellum_8_R,Frontal_Inf_Tri_L,Putamen_R,ACC_sup_L,Cerebellum_9_L,Lingual_L,Postcentral_R,Parietal_Sup_L,Temporal_Pole_Mid_R,Frontal_Med_Orb_R,Thal_VA_L,Cingulate_Post_R,Thal_VPL_R,Occipital_Sup_L,Parietal_Inf_R,Olfactory_L,ACC_pre_L,OFCmed_L,Frontal_Sup_Medial_R,Parietal_Sup_R,Thal_MDm_R,Occipital_Inf_L,Fusiform_L,SN_pc_L,Thal_PuI_R,Calcarine_L,Cuneus_L,Cerebellum_7b_R,OFClat_L,Frontal_Mid_2_R,Cerebellum_8_L,Heschl_L,Cerebellum_10_R,Frontal_Mid_2_L,Vermis_4_5,Cerebellum_Crus2_R,VTA_R,Olfactory_R,Amygdala_L,Cuneus_R,Angular_L,Precuneus_R,Rolandic_Oper_L,Thal_LGN_L,Parietal_Inf_L,Caudate_R,Rectus_L,Supp_Motor_Area_R,Cerebellum_Crus1_R,Rectus_R,N_Acc_L,Frontal_Inf_Tri_R,Precentral_L,Thal_PuL_R,Thal_AV_L,Cerebellum_6_R,ParaHippocampal_R,Temporal_Sup_L,Pallidum_R,Fusiform_R,Thal_PuI_L,Temporal_Mid_R,Temporal_Inf_L,OFClat_R,Lingual_R,Thal_VPL_L,Temporal_Pole_Mid_L,Frontal_Sup_2_L,ParaHippocampal_L,Insula_L,Thal_IL_L,Frontal_Inf_Orb_2_R,Occipital_Mid_L,Occipital_Sup_R
Raphe_D,1.0,0.31272203974926793,0.00919049675464026,0.2989868417469213,0.39847386199546847,0.47844777726004445,0.37225709758888426,0.42705462742873684,0.13251628700645413,-0.22132030027133498,0.3658912948322512,0.43092056377816784,0.6299652117782018,0.10538049142543505,0.22315967441338255,0.5519452650051491,-0.45152946884305345,-0.03476892876886166,0.3397099821204746,0.253521504482955,0.16245222687950137,-0.06923374050768484,0.12369606966270771,-0.05514786943696435,-0.19365097794254435,0.4298085039555219,0.4546459825328071,0.4815397509890545,0.548600826898322,-0.18153603778476343,0.05595570740702632,0.3789838311772146,0.00648006931822876,0.13961494102084268,-0.11093694862452588,-0.1813957560462991,-0.3291485766079015,0.4136033667838374,-0.22580727018164504,0.17980111541439694,0.15608750976458496,0.17747574322522794,0.08945656353817351,0.22203809185589665,-0.09660566703464828,0.15953198872819932,0.10494777311716459,0.026526265285705224,0.32686084604744126,0.18813851237800747,0.017291768947340656,0.428411540574192,0.28025232263192423,0.4513943903685556,0.4904477357823997,0.30727014066670855,0.5135537669279092,0.09243300904017053,0.15083336708995795,0.23314522636603133,0.10977865453932517,0.14356374775331193,0.4347886852040637,0.31092203623183695,0.06570898449688116,0.29350362745770486,0.38738010643471743,0.4977800330876483,0.4345164888581978,0.4279899137140096,0.2698807823955556,0.15796595782302628,-0.05874169392247659,0.2753498536218198,0.33358903608806273,0.3239949777292805,0.3159313949979539,0.09647518843679181,0.1030132737505925,0.15059648886484267,0.3938779366161854,0.45412671845557334,0.5927750532299213,-0.12361889304499127,0.06654763067864153,0.30766766620826475,0.37003589538992293,-0.039010065648384405,-0.2385673943359084,0.49864779338761905,0.5791128644352782,0.47992346512846507,0.13273951301365763,-0.02664560753664726,0.17366514140524159,0.5344870166710206,0.2929573012749157,0.4299836022338485,-0.1870290524752424,0.2571900096707973,0.43107178307756644,0.31366912550174925,0.14422435003416487,0.4582746180683785,0.3705605710372702,-0.028638067356975487,0.13615034826087774,0.5044962955426217,0.3578883269443967,0.40356171111785805,0.24906445343414835,0.3282337133112701,0.28431471432227307,-0.15156377333969406,0.30667124746169827,0.5749702714462385,0.3207643749040515,0.3705509130921588,0.17863728703217896,-0.3084968406231596,0.4486360838928387,0.2851926590252291,0.30070288338594875,0.4694818242504618,0.0014133391384082948,-0.09418277664368384,-0.08500886301310778,0.27445350056859996,0.40442594437214446,0.444889436559919
Insula_R,0.31272203974926793,1.0,0.0077576697601430475,0.1610016758253455,0.5464605548779257,0.43673821692202197,0.2546537479573685,0.18611461816154096,-0.3397849673531083,-0.0870028856268578,0.26094095005925666,0.7969873470838571,0.18573952387466008,-0.43313313137656617,0.18548285920396065,0.5288375483642014,-0.3293300462752116,-0.5988980590317047,0.13892873974433537,-0.18872205268214232,0.369135930240997,0.33774447270230473,0.010366868512888117,-0.254610316767551,-0.4437521946670901,0.2586105418884785,0.503803068505168,0.8404222932022634,0.183478685466767,-0.2330552176934298,0.022096143329625017,0.20260506357760388,-0.029252411603076345,0.7622560495575486,-0.5846598919283612,-0.12746454757351247,-0.3977390968300832,0.19835076873495824,-0.4637877939923848,0.3274952964070152,0.25642252611106897,0.028630307881998704,0.25604057897154053,-0.1856825630401167,0.2928211998137782,-0.04656995476990118,-0.34002197953342356,0.13082806024639793,0.18941280323839202,-0.048193604462122376,0.25092811287832406,0.23089268336399174,0.5671281095202222,0.2372938230773012,0.19828746856215865,-0.09986338766752301,-0.09802058852148672,-0.3952628304966763,0.5691829729296585,0.11240212978274254,0.07304756461497232,-0.06109101131556229,0.39775511597232266,0.10115557719988995,-0.254582747763903,0.4793770653486003,0.5557557866761392,0.15713608748466065,0.629543134635678,-0.1210858411609335,0.27616179264934204,-0.019697763303703035,-0.02628212573937495,0.3296474078693303,0.39097395190009965,0.1998343655325323,0.5115005989816008,-0.1592374470083493,-0.24506901146389762,0.19848167024559993,0.36772312516401257,0.03885214772236171,0.19895914355276687,0.27595583014511216,0.0678641592860899,0.09453596614691133,-0.14597991613139147,-0.18196707013777622,-0.38899561851505254,0.278102590930878,0.2639642869709848,0.31052398278114357,0.4407411404916934,-0.10984532246974688,0.17572483043895498,0.1427699084219329,-0.16965634240550162,0.24469387020333971,-0.4707855988066388,0.46513870321701106,0.06646304971619918,0.11788405125353463,0.05355876451381628,0.2712301894268116,0.34864182889249007,0.18590911892153697,-0.0755570001402627,0.8081174521567188,-0.025849506079768915,0.03872267414817918,0.3857786130166862,0.6407636173334581,0.5069131989273424,-0.5514974517553479,0.40228572573489624,0.4966841608337894,0.07548713250891992,0.6776058865794178,-0.04578416120456593,-0.5663353532918556,0.3924080376360589,0.2862214694628656,-0.042010426164055106,0.29376533124493687,-0.21221962872775718,-0.3796105905321067,0.18641939211921535,0.2508563664946674,-0.2247552775758511,0.07366718043830849
Amygdala_R,0.00919049675464026,0.0077576697601430475,1.0,0.01966974349048764,0.15105760608546057,0.18115413152850804,-0.08330651698128448,0.11774623656809007,-0.0020928608610962574,0.2076285797200171,0.2247980012597931,0.09844216119419813,0.05391348797684967,-0.18672937963939149,0.040349737375801935,0.11874475651767961,0.07287274215357996,0.03781368007664603,0.20014301784668045,-0.16058954374850948,-0.12200038181186851,0.25832865631506596,0.059053089044603484,-0.1746902792223988,0.00245204274357537,0.20680222435295842,0.23551608352751952,0.02859610415655178,0.20795120439683057,0.04464872459107585,-0.1114370776787076,-0.15876820032773362,-0.10802317243173619,-0.12820986056136754,-0.03764644362668484,0.07719075614755475,0.10384321098434714,0.13542899191103538,0.015245344082252065,-0.06706799993708246,0.2203251493089972,0.2683586340291114,0.13533879709649743,0.1466799585180423,0.18493299815842854,0.11802108194092525,-0.19856154578845836,-0.15710783112320678,-0.027251069271434857,-0.015630923252209227,0.1671423874554485,0.22775821171128688,-0.1889061585137232,0.15169921420638835,0.1127276260743168,-0.05852977811348114,-0.14094514242550346,-0.044025688885226434,-0.1662566187253182,-0.019351506650308534,0.12481216162419878,0.06417249082399064,0.12704683639068468,0.23037975752943776,-0.10152047150965315,0.13068730053010016,-0.12132905552965507,0.15971825470469284,0.010336034660576771,0.17423155337620833,0.25793679458944463,-0.14246068510742432,0.05456893932589833,0.1437891788193214,0.0847667699492591,0.2027728797749732,-0.1904506771856913,0.20790515258420303,0.0883959129044814,0.08453854689283516,-0.013877881291810742,0.1709141357997762,0.1391071192969642,0.04922217575196503,-0.3528211340082595,0.10526488631957959,-0.04262886999446751,0.015974896767807972,0.01613948325190483,0.07643548802825913,0.15177170349081062,-0.022034132654440083,0.3135044437427263,-0.14070597365405435,0.05171507965744136,0.200630746910777,0.16516913190822838,0.23866584062899676,-0.09951553033409827,0.045277478738540496,0.17462050342266075,-0.19292135647227465,0.08820566127427971,0.07327514241585631,0.06657677644850012,0.11477273343935426,-0.11132486906234737,0.02789594810285639,0.12701571852585222,0.09535810965520782,-0.1419382645757748,-0.08630324785845918,0.039591226354494476,-0.0005737060364745071,-0.18595011782820914,0.06001210704158559,0.04363563414174141,0.19465131426571555,0.11378624255511141,-0.006596651062521504,0.11066419998198315,0.033890595880457536,-0.1624268803976055,-0.028559955462981568,0.13829704430125656,-0.0018955741423079197,-0.13404866326564968,-0.17255062258838366,0.05971219065718913,0.2648144539962485
Frontal_Sup_Medial_L,0.2989868417469213,0.1610016758253455,0.01966974349048764,1.0,0.5608126670340882,0.7301828813336917,0.6224947182430606,0.8377706293643375,-0.01617833626734448,0.16687844565566717,0.72844878209052,0.2686664473126605,0.6253816004036125,0.32230184234817405,0.48584369279898093,0.6241269855177447,0.08690788037984166,0.348139228466861,0.5575966646243637,0.10940875206552586,0.48277773410435276,-0.16391103600819046,0.5978129509224162,0.32107450385410174,0.49347247642582537,0.6805745671541062,0.5051931502089004,0.4111615240783144,0.03747888202890109,0.07031306309033702,0.4191935071652895,0.22199331043402037,0.5325345788381084,0.2565726705108792,0.3690068216109692,0.32025326393239023,0.13518868428523248,0.7104943954937334,0.3075862332737318,0.4008369140508943,-0.011557502380022691,0.49176029864982435,0.5075895069729406,0.6458881744621032,0.15762182248037762,0.788221001520441,0.4086450599499639,0.3537399259137299,0.15838256062468759,0.1756129830305619,-0.006520837844998015,0.7540139181031742,0.2350151833652054,0.7837466885068357,0.7900956388485608,0.12300695352202788,0.5949139932250231,0.6572718928615454,0.45376968847797733,0.6920191025029979,0.6290609870395028,0.25474211426817206,0.7299907247779673,0.5654475665555364,0.11399686724636715,-0.010853962716608783,0.30956322599605507,0.739726013465332,0.5390646745193985,0.3266858467320381,0.36709104148539196,-0.1707105619412607,0.07055946980591497,0.37253597165140595,0.8384745059408608,0.6897546806688667,0.20982691868701758,-0.024978493025367074,0.7129479060292153,0.40113000766051604,0.6158304651017054,0.3110477890362353,0.1713690028635686,-0.2478744289645696,0.02237165009235549,0.7875780535553187,0.6650358905122142,0.579912335247954,-0.042169395279349556,0.7268340669816994,0.5340760043738707,-0.022231855140097727,0.1589441171894525,-0.02360195976401412,-0.04588685129265887,0.193834167502855,0.3723431411794516,0.5546946699481647,0.4584024334769894,0.42155791573105716,0.5540590899713276,0.691713913871936,0.6482226491445194,0.7988941375598767,0.4502387674565561,0.44420287533393216,0.11922178593523546,0.4790704127634672,0.7705891476450694,0.49214148138373315,0.20075897907504975,-0.0487791459790862,0.4175735525823247,0.3118785524658485,0.06958399018819872,0.308168921413664,0.6717008582980607,0.10461927797566692,0.4130286327482624,0.20176708226496845,0.4492334864329828,0.7583336157997905,0.08089631364506572,0.8180630679866102,0.7279696728477577,0.5341325522563014,0.42980992162343956,0.25766917049331806,0.40341478802933395,0.2609623492136265
Cerebellum_4_5_R,0.39847386199546847,0.5464605548779257,0.15105760608546057,0.5608126670340882,1.0,0.7488254276697811,0.5667709410642934,0.64699615926651,-0.07583716685114045,0.1827939676887154,0.7338601444461678,0.6915921209124903,0.611300334277399,0.14181818368401655,0.37008308571955484,0.768843914967262,-0.13362481080747357,0.10140734376366733,0.7728398681193407,0.04669596555332828,0.35724800330326667,0.05898244364269398,0.4882052629436648,0.13577665960484875,0.04604427320156575,0.6765214984719634,0.6294850748509657,0.6464033009632274,0.23960227412973154,-0.21988895312868412,0.3598644761340754,0.13631927682375977,0.23148305455120075,0.49541310402708977,-0.03499670177640289,0.09957342288688231,-0.21457192489721144,0.6412248841723924,-0.03652188078349109,0.384382547272633,0.24214097603529347,0.39057003575251636,0.5659451536546154,0.4672650491302217,0.2178113889607142,0.5713204829752557,0.10285290337050512,0.0752582209124657,0.1509466813729407,0.13641720361384801,0.13317537818053962,0.7280035802388863,0.2959071929203809,0.673546232089271,0.6299211536397012,0.10850761718676664,0.3104460662425994,0.25934058569781077,0.5045944414881051,0.46287055714094794,0.38342564114837996,0.5465787943161755,0.7167482583452103,0.6638035099289804,-0.036627566923899915,0.3197227233752423,0.4586585264027792,0.6333116367160435,0.6432332701534973,0.347870884345948,0.5372322486194523,-0.046934877549289274,0.08325049077615913,0.4465492284011042,0.6315796844426885,0.6641112293236011,0.29055977637601477,0.10028056206536698,0.46227552750044815,0.3233436129868573,0.6290278498865958,0.5076681847675141,0.3101348680735597,-0.15623259601742095,-0.10798251953186705,0.5761060136880394,0.33266459430045797,0.42766780621840683,-0.18155536219745458,0.645915976828864,0.7864855535420656,0.13874550644721254,0.35886085652229255,-0.06618407512799293,0.10734748377787069,0.3520515169358493,0.2544476923655744,0.6345670521794489,0.15237921324423315,0.4235967773179143,0.5685300162066211,0.3989557146107928,0.47784366455928345,0.6450460789939224,0.5258639155838251,0.37009772177889505,0.06993032176199514,0.6570601830998016,0.5978132069900883,0.3387080277918585,0.2568064250866429,0.6030275007962156,0.6373424990474713,0.1756971952913287,0.12093583497887393,0.567660289704132,0.6099827706438199,0.5767566368057498,0.2117304380243064,-0.06510634853253593,0.8443484839843459,0.6489095025920131,-0.03318900503350008,0.611612493219551,0.47879312496373966,0.19948876545967004,0.32269363524064915,0.07936363562958312,0.297817078816956,0.4030185854775519
Precentral_R,0.47844777726004445,0.43673821692202197,0.18115413152850804,0.7301828813336917,0.7488254276697811,1.0,0.6409286432879286,0.904290585760503,0.16254608027685716,0.0793990351441458,0.8363054431576379,0.6921890038903536,0.7759338136389404,0.06166414368946555,0.4420312962154676,0.8954180389474012,-0.21544270889484143,0.025237229851674824,0.6777020732420851,0.1592659302679321,0.4951713710899006,0.03777902380261522,0.5756091357605921,0.06403810615157984,0.2087468097341699,0.8955712034280068,0.8243185444405456,0.7113169744705914,0.3506847034489798,-0.13057062517105852,0.22963803149043102,0.466942584639682,0.38595839719613556,0.39170945679719504,-0.08121136769602509,0.14119796236885448,-0.1376530758913393,0.8182103284002045,0.03366968820925314,0.37763602066465346,0.21241381720596678,0.4766892748042849,0.5103425275919664,0.5041409717957048,0.218909984846719,0.7287562888651188,0.19417731999445395,0.11547261449115363,0.3484079805627569,0.20234177953121746,0.09865785860828864,0.8442722305326368,0.4058992420817014,0.8753490336791825,0.8952442893942559,0.27802846190091046,0.5707331179149642,0.31956756830284716,0.28285940331834836,0.5871360734434488,0.6079137385789758,0.31166905029142555,0.9477072806328154,0.6849673768056899,-0.0069350669831819145,0.27494859459463333,0.4229209019953962,0.872673109034539,0.7998190688329806,0.3746157012889401,0.5722488709276589,-0.04481036869874854,-0.11153888392400861,0.5401553472564302,0.7885038487381796,0.8090580682401609,0.35047522845701645,-0.13524315313399024,0.47425199180645305,0.49130631738662306,0.6714200064172748,0.4938074311896981,0.4256858743043497,-0.13226671551286143,-0.10250232895519197,0.8456793904401798,0.6000539491168889,0.4276270609638693,-0.22475375963625002,0.9072001955888127,0.7747079712072197,0.2669949911789252,0.4466363035903776,-0.011608023457434396,0.06162462973275163,0.46457508295409816,0.25724102485939404,0.8105382921951588,0.08166778886870878,0.6380471087315907,0.6159988870549172,0.46614201753587636,0.6020937691538046,0.9023900900003694,0.6519806752766645,0.39124434128208946,0.09164371966186946,0.7045043113405226,0.8238184536275311,0.5510892644682657,0.28674283589598587,0.2810892327010852,0.726192738710276,0.016060390265451297,0.23089540720885968,0.6921388668436587,0.7091992658025923,0.5572178012090444,0.2607516932225172,-0.10417670403123389,0.6662099776900832,0.7675061821554047,0.11937231370618702,0.822120410815063,0.5244133283164578,0.11033684384824188,0.29530778115085154,0.3256584195165768,0.325739803026993,0.5290931349406938
Thal_VL_L,0.37225709758888426,0.2546537479573685,-0.08330651698128448,0.6224947182430606,0.5667709410642934,0.6409286432879286,1.0,0.695223349230746,0.20715474790658467,-0.078928704068738,0.6167693033624783,0.375884453263664,0.6680683150617077,0.34928218619982004,0.5013274651280722,0.6832892513217858,-0.2117448681567699,0.24676515916461575,0.6053113373809504,0.17517524175996751,0.5589830779936293,0.004119908361619286,0.45516930147928497,0.11538538007886753,0.18791463287722132,0.6055380852985067,0.46005552556828133,0.4627920918036469,0.11685573316364901,0.00949603448765593,0.5902360357524885,0.16600366738712202,0.42566349321196056,0.24558637565881333,0.26286489827881654,0.2540121676981629,-0.2223194189669036,0.6498434416067931,-0.04425410636813603,0.5390785028656186,-0.017682049471908,0.29170822730508955,0.4542940120824687,0.44997918053358077,0.13828813885297817,0.6556159065287681,0.4648481087430441,0.37510479395708135,0.07868680280947038,0.1651910959167165,0.07755759368442715,0.6236930355190912,0.496675157073903,0.6361913766744705,0.6948093756125545,0.19086489428638925,0.5159264474173746,0.5460853145491712,0.3528378912563369,0.5843011690394262,0.29255440650638,0.4770016762416673,0.6443168061998089,0.40292254736698646,0.03862644144791658,0.20205194408707208,0.5269314280844205,0.6132516125717604,0.6670282164070248,0.2559738900413608,0.2548622928614272,0.059982229013480215,-0.06635743627405837,0.2450971610589657,0.5760243332192927,0.46664610592214756,0.4702940948955861,-0.2334687957124725,0.44946137955877447,0.4804419397882532,0.6758621602470752,0.4328814500308039,0.25518377767779976,-0.12825039689369855,0.09268487337460345,0.6608493905634736,0.4743839538618218,0.5951975390304519,-0.11784482503747808,0.7175465483414663,0.6128899534559488,0.27281134955177333,0.058136183736004744,0.10669797631885157,-0.021547932376719918,0.22530941159966134,0.21674609150169521,0.5507811086675827,0.38171057692758975,0.48201812055556165,0.43078729992697107,0.7110687560957751,0.3480157561924077,0.6164798071176154,0.3889645078701502,0.15937855651365523,0.15805032931569932,0.4028468856211593,0.6763950070248415,0.34033887420374453,0.4973545306547167,0.3143260985612604,0.5018255513070025,0.32017038016705746,0.4037838539122659,0.4253513385680244,0.5925641486464438,0.2061238843795452,0.08800151586017425,0.06292006825176166,0.5617173394937711,0.7374376551742752,0.16199421728833532,0.7330920040558826,0.5346707646529444,0.37892874883148764,0.6023194613347438,0.27322360645815863,0.2924309562193897,0.25703660682343515
Supp_Motor_Area_L,0.42705462742873684,0.18611461816154096,0.11774623656809007,0.8377706293643375,0.64699615926651,0.904290585760503,0.695223349230746,1.0,0.2662128656212886,0.10987510367276566,0.8349789484185968,0.489037950590389,0.7886565264719001,0.25201555007766147,0.5180390804834355,0.7980778094912115,-0.11585929474153632,0.27563896038247454,0.6967923270858173,0.25962434881078067,0.45148153140476727,-0.09340486158883177,0.6727818730491663,0.21481059668727517,0.42538059932521244,0.8870914487872977,0.7066648684761058,0.5014086825184253,0.29062401059648685,-0.04212456330457739,0.29895138920037734,0.42656438919878437,0.48831167344321985,0.2062015917570817,0.14533619331248987,0.27810264928769296,0.006673075731975881,0.8519728641293327,0.21264735347759073,0.356244677230345,0.11962598340827806,0.5227055929613759,0.49639499298759343,0.6497490843334488,0.1313646677899946,0.8454725567374827,0.34911510048556843,0.15778007007245756,0.31764766764121166,0.30630979058590685,0.025835402537741525,0.8470760202640728,0.2634405824868179,0.9249484404356524,0.9383753728166744,0.3447195885734144,0.6995112217266944,0.5365737242707697,0.2083134162453159,0.6243348881445477,0.694570510749138,0.37016537018101414,0.89907313694318,0.7555536968770329,0.12900947999558846,0.07387109141309245,0.33025381873785165,0.8934174456403406,0.6740820472708952,0.46533913925739107,0.5399849867889616,-0.03154766228742342,-0.08462579242308353,0.4461122066073173,0.7871226492461579,0.8589393434456394,0.2104687288049639,-0.09996249562752675,0.6647102843938565,0.5183362748923915,0.6330972943478105,0.4993094329624279,0.40228592492204857,-0.24515235391891008,-0.09880889153173146,0.876302486804964,0.7651074566773475,0.5496446116107281,-0.06970537241318589,0.8692790768706259,0.7559757987638452,0.14773919755309387,0.28871887092915777,-0.008781415677468677,-0.019709369189429515,0.39497210013075806,0.4014677320098069,0.7902223594717368,0.28472627297956865,0.5233951339653716,0.6839725304991762,0.6182425576111071,0.6509364278175447,0.931868414713406,0.63475078252274,0.3932307157870569,0.13332586803327565,0.5412539719008799,0.8868796232360596,0.5331266363037894,0.19617257914495778,0.10305409809563662,0.6358495698419445,0.22968946244070526,0.15483305255633512,0.5742455902280297,0.7748905305236251,0.3590591021679804,0.362387824922427,0.07770043480173106,0.6155096974259275,0.7560526135396458,0.1851576209715618,0.8546359791245458,0.7025416082311565,0.30100955792907974,0.2884875430211513,0.32126371123141373,0.4725733729471037,0.512809431807862
Temporal_Pole_Sup_R,0.13251628700645413,-0.3397849673531083,-0.0020928608610962574,-0.01617833626734448,-0.07583716685114045,0.16254608027685716,0.20715474790658467,0.2662128656212886,1.0,-0.1550407109501486,0.08085206084176547,-0.06952528463103104,0.38052613774081967,0.23280216600207815,-0.10892779052809631,0.1608108276748544,-0.3292626725832537,0.25838984523143316,0.23493053288979374,0.4897407930050297,-0.0164799700839216,-0.1662877693446789,0.3024027964236524,0.1526882854351893,0.2058911335756296,0.2638297110897775,0.09175795988356222,-0.2424179865286683,0.24328308230682247,-0.06370915084351701,0.14384491371392058,0.34742410121796446,0.22034466275507458,-0.4122178004212384,0.06428693115617262,-0.1547780011829719,-0.11909723100330559,0.19238018645003993,-0.031337599152060865,0.07590246779734096,0.08856690641677846,-0.04906848142114891,-0.033757239595500116,0.15625820666169718,0.0018417222097541284,0.20174380276618806,0.2554577096529684,-0.0822636214020789,0.28638748961685556,0.24876432227109946,-0.20924019343443873,0.09963385269112271,0.05245906921406227,0.2299855430744975,0.2984455825002683,0.5868514354002969,0.4553681089109466,0.18684066093957272,-0.48082165521989334,-0.011769757971832915,0.12818859069130836,0.23909058150612864,0.17027251609327104,0.20207275398673927,0.2651673745274422,-0.10918522863645255,0.050158356269713,0.23936333926611794,0.13033430226729187,0.29016566236870683,-0.011292690977430714,0.3080136195852286,-0.15757893938414272,-0.07957136608507683,-0.12406193797789473,0.2011206342758338,0.08876514945290548,0.019182065162879774,0.13627813793197913,0.09232543432379024,0.09625129577897286,0.2588393373724872,0.24778657897300874,-0.14788134721393015,-0.056615843149247974,0.21806142436401257,0.4476229577023938,0.28866889263997947,0.2602575936389911,0.2520281202708657,0.2543147822407439,0.22082056142979037,-0.026534936721769323,0.14367223152412695,-0.06022077726287198,0.2677085893334057,0.17884708285192896,0.24495476316202666,0.13554768406226195,0.021164585856220466,0.12077558203569745,0.0476267608113589,-0.0355021939453576,0.1925800468666388,0.04864011214661078,-0.27624732236300026,0.06075184545941436,-0.2626957641662986,0.3056405417916516,0.1598957904218149,0.024297762460235184,-0.13639736656574802,0.21200597845044145,0.2714503607556343,0.0636250841333422,0.28119926847664894,0.2987422353235839,-0.00803364563223857,0.022794054334312138,0.007863372550073874,0.052240668615001616,0.17363832166254412,0.5635027561885261,0.1924785738308038,0.13701635902840628,-0.01650154233296742,-0.03167481469626441,0.3242154130856332,0.34200097129792706,0.2978852854015432
OFCant_R,-0.22132030027133498,-0.0870028856268578,0.2076285797200171,0.16687844565566717,0.1827939676887154,0.0793990351441458,-0.078928704068738,0.10987510367276566,-0.1550407109501486,1.0,0.28671996753906154,-0.04178744096435918,-0.07614271296454252,-0.05333274758892575,0.04813028142988869,-0.045362200641504806,0.5248423242883686,0.2132522089090065,0.06684843766532012,0.04497775513091628,0.096971334856527,0.023882378644632638,0.2719596770102982,0.28983764719366245,0.3361222280586341,0.08368121531934285,0.09309913006221388,-0.03974645252243514,-0.2543923332631087,-0.04856981973872597,0.014436845930846418,-0.2575915966413511,0.159343086452729,0.09756746559712655,0.16822592382076082,0.2629718690987309,0.5214402098899528,0.03300286258615973,0.424166970030382,-0.008417965026405447,0.26091529620013226,0.26319822333972315,0.30284181748312333,0.279339605710203,0.17078395995540308,0.27279853223261413,0.13821624464145305,-0.12111173683888131,-0.31450464213955803,0.08326651540515756,0.15796260670836426,0.22245821269857738,-0.34101437073570606,0.03665426167788832,-0.005148844173125538,0.08201330746725151,-0.20397474672724467,0.28591026909656225,0.16735096613843034,0.17954564981962673,0.429362508676391,0.03655914918850995,0.11545746456829795,0.18582099303053276,0.17254177675731686,-0.2516646901907192,-0.2668220130200938,0.18139006663976942,-0.06740849978672189,-0.028520142499117298,0.15709636936913868,-0.04635304766639447,0.18797420471528076,0.10056328578606598,0.2201825666503096,0.2271754521150682,-0.2790458376657155,0.040221148273526956,0.41898741071818313,-0.03815732996561818,0.11783428178660978,-0.10929494072890646,-0.2836839591678811,-0.2106374834253527,-0.31787564722911765,0.19475302879376966,0.027638178312292032,0.22965966730237009,0.28961568806621485,0.033328929562338426,0.010606735781598278,-0.6060262137494977,-0.08445698341007582,0.014449586629158302,-0.0627300144262951,-0.24506817034212444,0.03166894853684828,0.03626458837852244,0.3111434541269915,0.025768472606230136,0.01890033697886517,0.011595552995440265,0.3499758255315141,0.16099229725423322,0.10062975700671532,0.38794211438069953,-0.18869506891863752,0.015150618231201455,0.1023826753052663,0.12638306743334946,-0.2965892765542642,-0.19983783059730806,-0.017343744684313125,0.25103098379518024,-0.2354849579568277,-0.29252139133036625,0.22529070390307718,-0.0050047008913807174,0.2735404271793993,0.4560797912260543,0.005771291284281838,0.1626147422920236,-0.2532607518900391,-0.07965835401789216,0.37695733639789364,0.33563099989907036,0.04808248314129953,-0.3511265148056041,-0.029554587843157475,0.003332333641202878
