,Raphe_D,Insula_R,Amygdala_R,Frontal_Sup_Medial_L,Cerebellum_4_5_R,Precentral_R,Thal_VL_L,Supp_Motor_Area_L,Temporal_Pole_Sup_R,OFCant_R,Thal_PuM_R,Temporal_Sup_R,Vermis_3,Cerebellum_6_L,Thal_LP_L,Cerebellum_3_R,Vermis_7,Temporal_Mid_L,Cerebellum_4_5_L,Temporal_Pole_Sup_L,Thal_MGN_L,Cerebellum_Crus2_L,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Vermis_9,Precuneus_L,SupraMarginal_R,Frontal_Inf_Oper_R,Occipital_Mid_R,Frontal_Med_Orb_L,Putamen_L,Cerebellum_10_L,Red_N_L,Rolandic_Oper_R,Frontal_Inf_Oper_L,VTA_L,Cerebellum_7b_L,Cingulate_Mid_L,Vermis_8,Thal_MDl_R,OFCant_L,Thal_PuA_L,Thal_PuA_R,SupraMarginal_L,ACC_sub_L,Hippocampus_L,Pallidum_L,Thal_VA_R,Temporal_Inf_R,N_Acc_R,ACC_sub_R,Thal_PuM_L,Thal_IL_R,Cingulate_Mid_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Cerebellum_8_R,Frontal_Inf_Tri_L,Putamen_R,ACC_sup_L,Cerebellum_9_L,Lingual_L,Postcentral_R,Parietal_Sup_L,Temporal_Pole_Mid_R,Frontal_Med_Orb_R,Thal_VA_L,Cingulate_Post_R,Thal_VPL_R,Occipital_Sup_L,Parietal_Inf_R,Olfactory_L,ACC_pre_L,OFCmed_L,Frontal_Sup_Medial_R,Parietal_Sup_R,Thal_MDm_R,Occipital_Inf_L,Fusiform_L,SN_pc_L,Thal_PuI_R,Calcarine_L,Cuneus_L,Cerebellum_7b_R,OFClat_L,Frontal_Mid_2_R,Cerebellum_8_L,Heschl_L,Cerebellum_10_R,Frontal_Mid_2_L,Vermis_4_5,Cerebellum_Crus2_R,VTA_R,Olfactory_R,Amygdala_L,Cuneus_R,Angular_L,Precuneus_R,Rolandic_Oper_L,Thal_LGN_L,Parietal_Inf_L,Caudate_R,Rectus_L,Supp_Motor_Area_R,Cerebellum_Crus1_R,Rectus_R,N_Acc_L,Frontal_Inf_Tri_R,Precentral_L,Thal_PuL_R,Thal_AV_L,Cerebellum_6_R,ParaHippocampal_R,Temporal_Sup_L,Pallidum_R,Fusiform_R,Thal_PuI_L,Temporal_Mid_R,Temporal_Inf_L,OFClat_R,Lingual_R,Thal_VPL_L,Temporal_Pole_Mid_L,Frontal_Sup_2_L,ParaHippocampal_L,Insula_L,Thal_IL_L,Frontal_Inf_Orb_2_R,Occipital_Mid_L,Occipital_Sup_R
Red_N_L,0.00648006931822876,-0.029252411603076345,-0.10802317243173619,0.5325345788381084,0.23148305455120075,0.38595839719613556,0.42566349321196056,0.48831167344321985,0.22034466275507458,0.159343086452729,0.3458241077815936,0.05687769510795698,0.3185234007095132,0.18061020129003552,0.24316911898376134,0.25776040266944766,0.036586041818085425,0.2768342337731337,0.2727897406606183,0.24849415504466513,0.3880544397586086,-0.053450531092979335,0.4318120581587704,0.2223889231770492,0.4518089442308965,0.39122547707011657,0.2057266219429644,0.07730201573776684,-0.09650261521690662,0.06369968145386327,0.2605267848206968,0.20938059802292083,1.0,0.07711956795244237,0.21264287364948486,0.15875273328180525,0.15597084539432124,0.36094984511814554,0.25107644376554433,0.6733087084747008,-0.09494313804353609,0.1630221370561788,0.3771284444269202,0.4223188153737428,0.21748139844131675,0.5369440704129312,0.3620762056744781,0.336023556661053,0.16420648858580275,0.1752370787805123,-0.16739737386381032,0.3446940999259219,0.4598025119897922,0.43177814911992457,0.4238805464937292,0.20441300841397214,0.4011481836660998,0.42693201424063254,0.22030917193812485,0.31341365177908437,0.4308268512080274,0.12015338169865643,0.39180426108598515,0.3052353153595047,0.17792151795095223,-0.16934365327776862,0.2522804348932984,0.41693542834652175,0.44118904521072866,0.16582131149051754,0.11998442676825037,-0.011527079499165174,-0.002307238174225571,0.1147401426458223,0.35292532253658887,0.4010799276825839,0.43307276722151705,-0.07008666326325184,0.439994558852304,0.4293099621269638,0.3701433144426486,0.07480275271234867,0.00012392425086230456,-0.009451698451663713,0.11483047439107208,0.4995395396698634,0.47165235047020665,0.519344306192725,0.2624537619267496,0.44498295275026456,0.18890348884563066,-0.10533623362038366,0.057804325410657775,-0.03474744217145932,-0.03717289423073401,0.030637509920618193,0.20339632283147807,0.3065172195067859,0.4068345313009062,0.21449066360126182,0.28839806407969715,0.5156072474898772,0.3393842351574652,0.4543331958723971,0.1432137021795672,0.24304954204811996,0.14251623814589873,0.09980538159542916,0.4603051050816894,0.2740438500511323,0.21025543941125882,-0.11638713039357404,0.3334557643245073,0.2893261566690899,0.0948177966777666,0.119957031915341,0.35668756911418337,-0.0039011477703640917,0.262286223962032,0.30368083053678224,0.14711977957923672,0.5821904092042411,0.2596239656199656,0.37957947143601417,0.4752314282646426,0.2953456324037426,0.5036394536361722,0.27744017762172135,0.23742620187585897,0.13960860541892084
Rolandic_Oper_R,0.13961494102084268,0.7622560495575486,-0.12820986056136754,0.2565726705108792,0.49541310402708977,0.39170945679719504,0.24558637565881333,0.2062015917570817,-0.4122178004212384,0.09756746559712655,0.3091846461379357,0.6687423973799138,0.037750311735424535,-0.2947500938210354,0.20243692881666192,0.3980810794217636,-0.011137693656829208,-0.4638311563203893,0.07342122163752482,-0.11154147015028981,0.4564840227826298,0.21280784868402633,0.13391095106783205,0.056285763276305405,-0.17384887961509482,0.2088088851877514,0.41521020751982374,0.7309568443782739,-0.13748538779014668,-0.09004072372818217,0.058887515529754506,0.13825371845749507,0.07711956795244237,1.0,-0.38683343557995215,0.12609535035445585,-0.10100365986041857,0.1569007428181698,-0.10474507622207871,0.27404425916976755,0.12331826461282261,-0.021179077644035166,0.24287510067683413,-0.047110366107999645,0.2705395503521332,0.1233768861583215,-0.06360904994520762,0.1506752103599894,-0.018484946735618974,-0.02958758036314659,0.18020585500012962,0.21742686374065215,0.48703310031629393,0.2025463887246653,0.16108259190435736,-0.11816103075261773,-0.10810035746711605,-0.15338941649590526,0.6945509419994592,0.29798269576597125,0.22092961212924261,-0.04917110862890701,0.457932450935814,0.11846114727371153,-0.22281647928982476,0.3594730496058051,0.41592676426667363,0.16848857127407701,0.5291299603836978,-0.26965690466252695,0.3057899216733335,-0.05808623746562814,-0.10025569726019813,0.21496520306912464,0.475461771685978,0.24022226243394976,0.42361047781188244,-0.2992151649665856,-0.04363009110949948,0.14886033131232565,0.41173470949241575,-0.08173033720439649,-0.11690708600355225,0.11556277371008677,0.05073801199079862,0.23428220724742524,-0.040500383414827715,-0.031710526860292014,-0.3422211322794872,0.2377819073733636,0.11524296481250935,-0.020901686574311282,0.27955274634821986,-0.07537564261373375,0.15747729052845102,-0.17312073259991065,-0.2803765014435331,0.12506067295827297,-0.16129985520088133,0.412374735009758,0.12007474518037589,0.16922055797904206,0.19234346485011836,0.3116762226744808,0.34337376765467814,0.30293434584820744,-0.07739156260534412,0.6827111838475786,0.04847674530123466,0.04376934690804342,0.34976003392669863,0.48165493956448485,0.4783213545063184,-0.345769147873201,0.3327212774523797,0.24563626786903084,0.11701845929991224,0.49282258844213606,-0.06172138856262732,-0.2231876142255099,0.31406469606849746,0.30982328648616253,-0.2245957770855918,0.2146396743556465,-0.005323392211347187,-0.17522566591211827,0.3587295197138548,0.025476281504111846,-0.2854211493378972,-0.16025957736508814
Frontal_Inf_Oper_L,-0.11093694862452588,-0.5846598919283612,-0.03764644362668484,0.3690068216109692,-0.03499670177640289,-0.08121136769602509,0.26286489827881654,0.14533619331248987,0.06428693115617262,0.16822592382076082,0.17233890057626722,-0.552932763351864,0.1575539561802716,0.6660319635325911,0.09272705459260518,-0.10347926184921385,0.3914452005102101,0.8242490064621182,0.25626925518549415,0.08537505582772083,-0.01846399089656216,-0.245742869390286,0.18341476567940765,0.41596648365470346,0.47890829684508796,0.039871293850975806,-0.2770657950781439,-0.434286861392852,-0.26206237469474203,0.37092204813970725,0.5120456169765959,-0.4433393872179019,0.21264287364948486,-0.38683343557995215,1.0,0.3343032018718669,0.34801375816679697,0.1310189320606281,0.40745800462042225,0.052131102109753635,-0.16572137702841055,0.22975966063885186,0.1556956966789226,0.5439918534051751,-0.11987595538110943,0.4162102196911416,0.622474491972393,0.25259293835171426,-0.32586991519514985,0.003499100381282718,-0.05245709025340267,0.20232895703896883,-0.32241764025572067,0.0879109815444481,0.1105359905079022,-0.05746209482217753,0.20013216267284345,0.8278616648926216,0.0400133419307824,0.298353418646245,0.037687796616803916,0.38627476727403065,-0.05875296625163989,0.07005680710491814,0.24068640558079665,-0.31886953046646854,-0.17435028033238947,0.12937328721527086,-0.2834561927519009,0.2437286312903337,-0.17608401775445584,-0.027330048962863493,0.18543682796134642,-0.22628182804332422,0.09420262419825172,0.013839001491801613,-0.2619718554414155,0.16988821909135293,0.6058613020686909,-0.04238228138450561,0.14867930125633833,0.20753913175003316,-0.15681385378620574,-0.3733647054016438,0.016587227714302783,0.2892016099573578,0.22857103612017596,0.5264080799605412,0.3264439081572661,0.06884188744757637,0.10904874145248136,-0.32013208637378976,-0.45052249570968816,0.16455625517316622,-0.20327187298331756,-0.13312562370363562,0.34603187972835564,0.007552449013768122,0.7777328125322563,-0.2818981916096293,0.08598985311782667,0.39514572711598467,0.1740033190664743,0.035132863544399644,-0.21734538281478927,-0.03825469695176832,0.15441208737145234,-0.43992397230564056,0.39159723543256136,0.06576503459073964,-0.09240202686683774,-0.3887606972576204,-0.35514928474693014,0.8088281874109052,-0.2282552969081908,-0.42184187218455005,0.24514962075618812,-0.5557339467176309,0.10904016964715223,0.6817825748029108,-0.01880623825119552,0.1852762041191513,-0.008915656784083337,0.15335779227903862,0.5892424807668399,0.8713206136823162,0.26457344045706116,-0.22871579507475723,0.37584600165687515,-0.05476252928766772
VTA_L,-0.1813957560462991,-0.12746454757351247,0.07719075614755475,0.32025326393239023,0.09957342288688231,0.14119796236885448,0.2540121676981629,0.27810264928769296,-0.1547780011829719,0.2629718690987309,0.24411026510597747,-0.0963733605871373,-0.02624628602173868,0.05599057316243973,0.09152709609222064,-0.03626408603315287,0.3703143612199417,0.32743708424954027,0.1490469349883562,0.16854466882778443,0.18476783823108703,-0.10811249218046522,0.24165245297187862,0.24724408408494405,0.38686013489189985,0.15012436279109206,0.03244826559860992,0.010831589562324037,-0.235478263057587,0.13796252758555483,0.23201215401145195,-0.1941183025786079,0.15875273328180525,0.12609535035445585,0.3343032018718669,1.0,0.37883095058532607,0.16808586018513386,0.37512011119086974,0.011603103676840507,-0.2985440834404624,0.3613607579400222,-0.027603403101407038,0.41758720538737976,0.09662182994195043,0.4174613685088945,0.4037392885454005,0.2826647157691478,-0.483909954513154,0.2715582096274581,0.15881147408749424,0.1826233193959746,-0.10280832658647843,0.21422180956828255,0.17826883027790932,-0.10370774577722236,0.023860711399881916,0.474863666704871,0.18329492323809912,0.6199474687682153,0.31208175431171775,0.10453946310618997,0.1927370328456043,0.22847085662208888,-0.22511784079920963,-0.18661464340315914,-0.2255488441921033,0.19901803578654714,-0.06915312005378431,0.012563660511656083,0.13559212807089865,-0.19131442670774973,-0.3197436652532037,-0.06168522718973534,0.2945146350513776,0.1873138717547471,-0.1292904868357979,-0.19908878012811926,0.3953053129485796,-0.009393527159343407,0.054780342075315916,-0.01227820637643273,-0.16886655849197812,-0.21826106208835117,-0.09394089845273315,0.39458080522350236,0.19927853080813263,0.2760057772774453,0.12512269945037113,0.13582576221931622,0.04259597354524576,-0.3698046562949068,-0.004230859683464773,-0.013777276908560778,-0.0166633864537105,-0.1787956032364645,0.1787730286419482,0.11155955630229347,0.4050174524671008,-0.13349894688377714,0.2453730685723604,0.3206353723387777,0.2584744058827203,0.13808734206213055,-0.042866177793846466,0.1899607345761775,0.013566213250612753,0.0270607981984624,0.28211791297262656,-0.17222125192859764,0.18693148387589717,-0.19792713939045586,-0.007418730512914448,0.2684565962944931,-0.3152296196078227,-0.30387592408865877,0.17194692859592953,-0.12432690570235369,-0.23168132858021293,0.39760459181181596,0.04388599540162865,0.14529848771352646,-0.5060418473765229,0.14109680813081243,0.46505291161223394,0.4392169473537346,0.29103572802428446,-0.2380872671947536,0.08385268153601771,-0.06452911847886393
Cerebellum_7b_L,-0.3291485766079015,-0.3977390968300832,0.10384321098434714,0.13518868428523248,-0.21457192489721144,-0.1376530758913393,-0.2223194189669036,0.006673075731975881,-0.11909723100330559,0.5214402098899528,0.026875186979729522,-0.43481808531728655,-0.2129975507059138,0.01577173907145261,-0.04592052417862404,-0.34655050012407107,0.7961072876242317,0.3317743987131438,-0.19930188539677782,0.14865932402928816,-0.13539459903467269,-0.17490802253127566,0.10812267998431087,0.3659612758582026,0.4361954542777069,-0.09019192857447143,-0.15986489532604994,-0.27312024159043874,-0.40498125144245933,0.3400142929821748,-0.13788937084862976,-0.2544451079907604,0.15597084539432124,-0.10100365986041857,0.34801375816679697,0.37883095058532607,1.0,-0.07062514435294563,0.8033114012407884,-0.13781817905255786,-0.04153505548191674,0.1572394275997283,0.05716239050436855,0.2941059606148498,-0.009549121586595061,0.21558380733062674,0.2835354952835946,-0.11808977296019696,-0.38941976832479586,0.08109191977065237,-0.02461220907984637,0.02920649081486965,-0.501378575772478,-0.08084022619987408,-0.09814613493341541,0.11758597772204953,-0.14606762522205266,0.35980784267635946,0.05343929563653142,0.1067510807701209,0.4052592742766494,-0.24206890790421254,-0.08102504213389901,0.039253127544451046,0.1888234131578369,-0.49676267005341057,-0.5137193089330863,0.048956679700310014,-0.33362572498805587,-0.09209279583770584,0.026670312546166468,-0.05578631934139169,0.16693903028426912,-0.25161207932535945,0.08789440692304329,0.057650322238322164,-0.4633147629056293,0.0932181689747662,0.3902402983052539,-0.16045680583859054,-0.13339012931358185,-0.3269926093705801,-0.3966933325344589,-0.08437565778392309,-0.26747806036123983,0.13869737369305082,0.01734711057478213,0.10582655080914936,0.32102334145289657,-0.15215341314436653,-0.267055483299248,-0.7420691512747429,-0.21996664280644398,-0.011990402717298612,-0.13364128899682332,-0.3657773469268334,0.11637497447308433,-0.1349212841277077,0.30972963110136026,-0.24649892472976093,-0.05488649216206403,0.09265364562245432,0.19490968744336148,0.027686301204227298,-0.0645446121151847,0.2531988794239682,-0.12652612190784873,-0.18452816348764833,0.021423674021806314,-0.021071092769924856,-0.42270734879952027,-0.5092022925474415,-0.3570870221683053,0.21730342126544766,-0.3633310592502129,-0.5649497544201898,-0.003934450769017699,-0.3395989968962004,0.22990245256190203,0.6141421437322203,-0.3425912653203253,-0.06407987910885347,-0.2481740097325328,-0.21720248491859423,0.34192423143717304,0.3459183580432641,-0.09363924928523326,-0.36363256694027235,0.026506546488616046,-0.15464234775962188
Cingulate_Mid_L,0.4136033667838374,0.19835076873495824,0.13542899191103538,0.7104943954937334,0.6412248841723924,0.8182103284002045,0.6498434416067931,0.8519728641293327,0.19238018645003993,0.03300286258615973,0.7213762594209017,0.485445534333819,0.7138031101998977,0.3032459925764647,0.5040625600884797,0.7381878140045374,-0.11348734683323265,0.20198842667498978,0.7111623157252034,0.1366099809136595,0.3914871324740409,-0.03940277237171446,0.5132831371685445,0.12099378585193374,0.30400205791605556,0.7761079634351691,0.705271269428365,0.4494893386293804,0.2609718552728393,-0.008198875336985127,0.30308344282008337,0.3217314564353306,0.36094984511814554,0.1569007428181698,0.1310189320606281,0.16808586018513386,-0.07062514435294563,1.0,0.17087411541154843,0.3482331811263617,0.06636494453800713,0.45640889602417395,0.488793269740455,0.5170920069399936,0.13281957708293138,0.7364775538578696,0.23904787017416593,0.09983917936113645,0.2902952443941394,0.18283457021834218,0.03630987902497513,0.7902798059079649,0.2577254631458726,0.9436877566363853,0.8898756032337374,0.22341338831589022,0.6144121459759905,0.45736477838557427,0.19894537382257108,0.5104200575644735,0.47643122259672926,0.46315320414425215,0.7814103277015589,0.6687330975234583,0.05792658673884858,0.16113131738046813,0.37448627510043636,0.737760531672777,0.6289776031151869,0.33549969051014283,0.6666314942947732,-0.07402159071461539,0.0073104125779031425,0.4237281482917071,0.6626655060546193,0.6879747384620902,0.21957954801231624,-0.07550397147605654,0.528044422014308,0.5121109486403395,0.5773592948617616,0.4961688822487064,0.3124922515453405,-0.13641296323337718,-0.009091933928096435,0.7275327017472821,0.6060286482450148,0.5189350092871001,-0.13528257029857038,0.8034152025489034,0.743823354524994,0.2421869678241045,0.2261169672463092,0.05215609250309453,-0.0431569155589355,0.3628410933844986,0.36528614366147877,0.7332396817804475,0.24116348000556823,0.4785043138570176,0.75005054998541,0.5611234998378544,0.5647650326156829,0.8310162081019284,0.589118757272634,0.3391173059442581,0.1398631912256697,0.476290084560076,0.8136055130873145,0.4912444831813458,0.2072358776033542,0.2531704048538219,0.5774093137245997,0.23074063501939246,0.15736051483694657,0.6084615582085007,0.6894017836171251,0.3762485730600583,0.2779525776990774,0.043532836024421824,0.7229160244157283,0.6909552810816353,0.13840755925468878,0.7630121278529175,0.6051736280112988,0.24319720403293127,0.23714342314426398,0.2275815474193569,0.42366895369791585,0.48567667537325343
Vermis_8,-0.22580727018164504,-0.4637877939923848,0.015245344082252065,0.3075862332737318,-0.03652188078349109,0.03366968820925314,-0.04425410636813603,0.21264735347759073,-0.031337599152060865,0.424166970030382,0.16703854242073865,-0.3381403890896927,-0.030314542639034006,0.2828328165187875,0.040370016819162,-0.1710578261260059,0.680376028291145,0.41287859946001415,0.04583323253787106,0.2857900827411853,-0.08416705805335598,-0.33847112216682884,0.2452599780656787,0.5350501945990872,0.549756277958746,0.0879797491051033,0.021448001843903625,-0.26805806459761683,-0.21651594853257972,0.2655722864826264,0.0021581909845869523,-0.029760391220997804,0.25107644376554433,-0.10474507622207871,0.40745800462042225,0.37512011119086974,0.8033114012407884,0.17087411541154843,1.0,-0.043406287586302814,-0.26224925735051136,0.1965340796728978,0.10563046015400766,0.3907880050677778,-0.039964768997674274,0.3874632991717838,0.35253642229234894,-0.07071834230932725,-0.20223562711689425,0.14180003205435907,-0.24414953428827094,0.1718669460773413,-0.3856859802812991,0.1618554446716119,0.125837129052827,0.24955194212133922,0.2213643178425121,0.5211911239003,0.04116074341152635,0.26487635725795916,0.46249704333695046,-0.038660413501763226,0.11585841468760516,0.22867408668335706,0.27299027845536006,-0.4725694931919056,-0.3700617682614501,0.22627581987201098,-0.19413522942439435,0.05306105988101419,0.24252244456859248,-0.0911960452103465,0.046289680901386986,-0.06432760326347234,0.18728436141921176,0.24841749414583184,-0.36906524835432575,0.0707567420331805,0.5020740399593381,-0.035367772814987514,-0.003703352227536501,-0.13133551771793278,-0.22773779384206805,-0.1510448596439201,-0.12095780363223356,0.3120137226151717,0.3427359663293946,0.2818046007173685,0.21949651037853174,0.04220343460878896,-0.029773964406981504,-0.6068237473036375,-0.17938537122588874,-0.015919342751693523,-0.019245387144463465,-0.17156574353986362,0.22032649935419754,0.03378188456384153,0.4329590985712798,-0.19761416626176834,0.23994765311475577,0.20861596731649307,0.3904129485111035,0.22987492478288654,0.15515809135136804,0.3614108345487529,0.051984839735390864,-0.14678120708976453,0.25251806665220045,0.11849095906305347,-0.28976450880420257,-0.39695591363249677,-0.18331566714503097,0.34937798091943345,-0.3323312423647961,-0.34855728126060803,0.2126039741777051,-0.2442869599155583,0.26641020590547265,0.614556861321587,-0.08217479476276979,0.08282667734443432,-0.2161091338780623,0.003319993562231884,0.478784807773569,0.428907919180708,-0.018166060464821644,-0.22516078148533536,0.2241124605401615,0.027310531561738773
Thal_MDl_R,0.17980111541439694,0.3274952964070152,-0.06706799993708246,0.4008369140508943,0.384382547272633,0.37763602066465346,0.5390785028656186,0.356244677230345,0.07590246779734096,-0.008417965026405447,0.3072097748119373,0.26433038518137675,0.32603324796546407,0.10895461746625838,0.16369988840667762,0.3906332935674865,-0.09597141982478927,0.008327953215676568,0.3540538876649874,0.10648157670355402,0.36190476458088194,0.09151909521949038,0.2141494794146203,0.07904790476636689,0.03491311182529413,0.36963225982087927,0.3218544569635303,0.30296118724408383,-0.06859077998729561,0.08020591740719105,0.4275831618106362,0.13155234519729092,0.6733087084747008,0.27404425916976755,0.052131102109753635,0.011603103676840507,-0.13781817905255786,0.3482331811263617,-0.043406287586302814,1.0,-0.10854921294760655,0.042162004736956554,0.44556365391448216,0.22862464409846064,0.2927043492876632,0.3483293722654334,0.13615848863238386,0.4339366686505159,0.12439685283890951,0.06024377448055319,-0.053732917810431394,0.3091018601824916,0.6467768995463837,0.38121067444627693,0.3650263931932897,0.06574169602297836,0.2540513163970034,0.23024464177224552,0.42938942403731334,0.3105183282820045,0.09586334454842918,0.1953104696792605,0.38449060643411886,0.1897025588706023,-0.07055740757064402,0.14704171647295264,0.524106065818185,0.2911729011810588,0.5864367573277025,0.004766254149211187,0.15046178300324178,0.08532919302643713,0.0703711728353388,0.07344066550682038,0.3302229666087115,0.26108931988352857,0.7083799816079998,-0.07111507408588913,0.14721695977772464,0.34626378703411925,0.42427083545458044,0.12564433988414256,0.06759356109966207,0.142976173582259,0.23662099331158157,0.39355076656929866,0.20846418381579324,0.43362716907137483,0.05288594968507496,0.45171134587837264,0.24301035248025973,0.12573418805314632,0.1477819909990381,0.017227232902804767,-0.06638309002408382,0.10909014718660882,0.057277166384654535,0.3378028629935036,0.20640179399611538,0.24184036392940397,0.22304283423984078,0.46796821707894876,0.1475622373996605,0.3267843226586535,0.10305145660512867,0.11041316065162589,0.11761008541048867,0.2705568811462805,0.33311329002400486,0.20036309391140739,0.49044479881128394,0.2381215545849919,0.41365157442473205,0.11696488945704844,0.2854493095503333,0.26485430165959617,0.2393187428151471,0.1993378835186872,0.03442064979281186,-0.004785534427694589,0.2556864136057297,0.5797342286184347,0.16812284942450892,0.38343197166361465,0.2784003513686789,0.17132407531457589,0.5683770975745482,0.28785773482463184,0.06480786745316407,0.11656938261364638
OFCant_L,0.15608750976458496,0.25642252611106897,0.2203251493089972,-0.011557502380022691,0.24214097603529347,0.21241381720596678,-0.017682049471908,0.11962598340827806,0.08856690641677846,0.26091529620013226,0.27782276374648734,0.3250172847577044,0.14607782560829685,-0.1494796237809923,0.1896302991880847,0.2810101778672949,0.0023356835173676737,-0.11402984018852962,0.11417941351770737,-0.1958353995262995,0.10164219821338728,0.2797643819894213,0.14846937921968975,-0.08933890606401611,-0.03596846656623745,0.13436935723530793,0.15569669910275805,0.22794808013505607,0.060003724512064836,-0.23618348582195828,-0.18758876846016906,-0.14170084517379405,-0.09494313804353609,0.12331826461282261,-0.16572137702841055,-0.2985440834404624,-0.04153505548191674,0.06636494453800713,-0.26224925735051136,-0.10854921294760655,1.0,0.04404735525076408,0.25567365912063444,-0.05216338384776743,0.0034873910593043837,0.028848414950017703,-0.11332864767661771,-0.38463703001714156,0.1264455677104476,-0.010567557453264948,0.2797348966007444,0.2569100815215037,-0.170547238801946,0.05911272278201481,0.03929307366768679,0.10284985418601078,-0.23799082992263004,-0.14759603515604172,-0.03646915164531238,-0.22650347860523978,0.21248706625338873,0.09512036432936204,0.1363308635958172,0.19008491492849522,0.20281593948875395,0.17389460751501098,0.0028680364178069653,0.1764515049871333,0.14687693295351562,0.08762007221127902,0.06654139890013726,0.17653417910289085,0.28890339343664,0.22427817616768847,0.20277764371365367,0.24144038310736105,-0.22026047779757493,0.15339518735296165,0.12354179854315459,0.12408002285555284,0.211263068701898,0.13083381199704366,0.04815550531385804,-0.22764219518356463,-0.4455295109893866,0.02497875672486186,-0.048580192624694166,-0.05403798032088131,-0.019970487829182888,0.05893646187398719,0.21728408901871027,-0.05370562720408642,0.056073432003965494,-0.08351366684093835,-0.07169719611673939,-0.042089604554573355,-0.12967049739622696,0.10690753042741799,-0.15847585023431654,0.2728660361143131,-0.13605997651627277,-0.11278613258742695,0.11966374793794794,0.21149769757662387,0.3077187640902502,0.07854369144258526,-0.2022042172827286,0.18543776675667045,-0.0005613436112653723,0.19767797005941398,-0.38777517109012366,0.11715608584474121,0.12127352750061993,-0.05362884015906421,0.17912443801142527,0.21084841988188846,0.153382569170512,0.35154499524765703,0.35673031334837885,0.007340362505230174,0.12982840295430975,0.10375617483903435,0.18915026562029708,0.00028931981146184386,-0.001666140317176319,-0.14985686632889,-0.23275950256865272,-0.18405997471195967,-0.10738883338762487,0.12337474370001075
Thal_PuA_L,0.17747574322522794,0.028630307881998704,0.2683586340291114,0.49176029864982435,0.39057003575251636,0.4766892748042849,0.29170822730508955,0.5227055929613759,-0.04906848142114891,0.26319822333972315,0.6128581324415612,0.16336107571341196,0.4148194828410289,0.16956734535686957,0.37772718154645835,0.3867623053078468,0.03622664553602074,0.3709740452939539,0.3689430305118796,0.19503381010512605,0.1717119454063696,-0.074662055614007,0.3999899624294186,0.10179138777372529,0.2592006570014135,0.472720119062205,0.3505614477634961,0.18079446275741845,0.1276153474791042,0.008482554280503648,0.08000583053761774,0.08534772417545632,0.1630221370561788,-0.021179077644035166,0.22975966063885186,0.3613607579400222,0.1572394275997283,0.45640889602417395,0.1965340796728978,0.042162004736956554,0.04404735525076408,1.0,0.42880047264279497,0.5907568064870083,0.03837723075045597,0.5522278039898834,0.16519342982026142,0.10572228737852066,-0.05986582274058604,0.2198857348171543,0.14055058711328425,0.6619565359541695,-0.13772083481851463,0.4885573798675394,0.4967154702899023,0.07741221510937109,0.2802787767615909,0.4290874875005121,0.099011333514793,0.4870185950620555,0.48897674695742926,0.1762303280968774,0.4186969143352487,0.4679676946708754,-0.08162933584737835,-0.051995793919375415,-0.13534972740363563,0.5033660676555273,0.21256293197834825,0.30263864227481174,0.28344471214865646,-0.22515671493942696,0.016098521417319434,0.3143577394628908,0.4587210761209348,0.46831925507323047,-0.1585358397426627,0.09460552149749236,0.5504758878235197,0.27952619551365965,0.2181864377631194,0.2116575321245011,0.20282286864445243,-0.3331958079056208,-0.17370974247564092,0.5538386089538077,0.32805039825479604,0.30808350634025894,0.0546369815057769,0.4429094089803268,0.4163237408575845,-0.10968478402510728,0.15729038642057955,-0.10730388736717048,-0.10797394886658972,0.19644818318303778,0.4544143615596398,0.4290555776741509,0.2328531448167555,0.17367374640338087,0.43026250703751384,0.2834418550453685,0.4786150669534309,0.4347413176931743,0.25822213214438194,0.29753745127114417,0.008890052176904535,0.25476724656148675,0.5442576121812515,0.4145001221020061,-0.01251607013615574,-0.04090951101605603,0.25915616243463296,0.2168616355532579,-0.11470774501980159,0.1273455905534974,0.508044785932625,0.10611934091201985,0.27181312627768706,0.1831628922524809,0.3699728696774692,0.4294889460081672,-0.16525686326462077,0.406141858148715,0.5558625551901663,0.35327846330150176,0.0374997773397744,0.09409245709594627,0.37099993237674717,0.301382729249097
