,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L
Vermis_8,0.32007957768891804,-0.043406287586302814,0.2809708542443981,-0.3381403890896927,-0.12095780363223356,-0.23255228712146858,-0.22773779384206805,0.021452882994714626,-0.20223562711689425,-0.215453553527689,1.0,-0.28976450880420257,-0.08416705805335598,0.22796782950618727,0.549756277958746,0.015245344082252065,0.34937798091943345,0.26487635725795916,-0.2524639902299267,0.25251806665220045,-0.22580727018164504,-0.22516078148533536,0.428907919180708,0.3274561439926304,0.680376028291145,-0.039617965249882016,0.21949651037853174,0.22867408668335706,0.0879797491051033,0.021448001843903625,0.40605219443775237,0.22754762918307694,0.027310531561738773,0.478784807773569,0.21264735347759073,0.18983799745941998,0.424166970030382,0.15515809135136804,-0.16324058932475377,-0.019245387144463465
Thal_AV_L,0.12202855035577236,0.49044479881128394,0.03355180769034733,0.30283106420817824,0.30013274068687906,0.3795208317410504,0.19133683543188756,0.11880385354487417,-0.024408787149081092,0.6417986626610959,-0.28976450880420257,1.0,0.4234475903790914,0.2439573907336666,-0.16290655118530686,-0.1419382645757748,-0.10400813665921278,0.4506393735834246,0.7376866811480748,0.20210994872087726,0.24906445343414835,0.36026794525746497,0.01762681166622273,0.13470802697431863,-0.40424210879118777,0.4436178326488739,-0.21581138425268875,0.031046251703106917,0.21359268048754088,0.21944332102136588,-0.3513294263194993,0.115709333576894,0.01460395738068067,-0.00943653029833073,0.19617257914495778,0.14965061348401912,-0.2965892765542642,-0.019138439102396456,0.34157375666710643,0.1320063258303546
Thal_MGN_L,0.4130077475814988,0.36190476458088194,0.08187132877445388,0.3652022463602957,-0.027284760753906716,0.3811897683896185,-0.03857376149269588,-0.01493516700470516,-0.017129291155349936,0.5995624012624989,-0.08416705805335598,0.4234475903790914,1.0,0.4122200874671572,0.20736299550401457,-0.12200038181186851,0.04409641829430507,0.5121055475529244,0.6134452319638328,0.3272354629608303,0.16245222687950137,0.16399060709373775,0.20927922934937473,0.35943006652524073,-0.05235356189644038,0.5994636774999462,-0.15169877176271201,0.16893357038955648,0.3625320691319486,0.3405035804915579,-0.1901721058326922,0.29025221256995515,-0.07634088913340988,0.29163206395782865,0.45148153140476727,0.3239009377508121,0.096971334856527,0.225967894422335,-0.014813445349741926,0.03340486574592615
Paracentral_Lobule_R,0.3856292482378259,0.37470709651197404,0.27490760043741996,0.5021149466998825,-0.07360425520822268,0.319782002925748,0.3326066807781987,0.4664641124481754,0.23987692173533245,0.47979199782715004,0.22796782950618727,0.2439573907336666,0.4122200874671572,1.0,0.36072516080152023,0.15942852173632285,0.13284973747690537,0.6202419482730778,0.37626093045489256,0.8460316598049608,0.43002101221929295,0.3175580395971187,0.259544724023249,0.791660543754406,-0.0939643985896068,0.7697779388124466,-0.12069728811731006,0.6758054446401484,0.873470110690671,0.8127667746924573,-0.00022530647353637302,0.6491132168713573,0.48619037339381727,0.6558480635394133,0.9205355797499976,0.7687007436098949,0.13064024196364724,0.57738947509209,0.19214686652283708,0.0058809289609666315
Vermis_9,0.44144345547137764,0.03491311182529413,0.18285558442220784,-0.2854353809105906,-0.23093154938833202,-0.24061974100405475,-0.25617088849469266,0.03831184517747689,-0.0747520923430093,-0.025895733908229024,0.549756277958746,-0.16290655118530686,0.20736299550401457,0.36072516080152023,1.0,0.00245204274357537,0.5374344567881829,0.36309979028104156,-0.06708936638602325,0.4506186090708041,-0.19365097794254435,-0.04794922527911381,0.558590507539045,0.5664990114371121,0.422661213619533,0.21130467037582165,0.363932832657156,0.36794102390779876,0.2571653051932443,0.04692607429588503,0.41184321796555096,0.22899256020983333,0.0519803419725468,0.6559978134086376,0.42538059932521244,0.3518717571975729,0.3361222280586341,0.1322258686723576,-0.17458771814043106,-0.1339499075475891
Amygdala_R,0.10715515312942557,-0.06706799993708246,0.011881190049184158,0.09844216119419813,-0.3528211340082595,0.0011747378969009154,0.1391071192969642,0.08727115545352698,-0.027251069271434857,-0.11415858793861307,0.015245344082252065,-0.1419382645757748,-0.12200038181186851,0.15942852173632285,0.00245204274357537,1.0,-0.0005737060364745071,-0.019351506650308534,-0.22678530460951563,0.12701571852585222,0.00919049675464026,-0.17255062258838366,-0.0018955741423079197,0.11031715511205341,0.07287274215357996,-0.040275608591655666,0.01613948325190483,0.23037975752943776,0.20680222435295842,0.23551608352751952,0.10497498367203163,0.19144122136246722,0.2648144539962485,0.13829704430125656,0.11774623656809007,0.21197369444928416,0.2076285797200171,0.06657677644850012,-0.00332605133210136,0.05171507965744136
Temporal_Sup_L,0.06751717034594046,0.11696488945704844,0.10225482378361153,-0.3543897795415661,-0.06607462270850406,-0.17312420584852634,-0.1955782005036715,-0.026494682807086906,-0.1881676187205145,-0.18650400139588597,0.34937798091943345,-0.10400813665921278,0.04409641829430507,0.13284973747690537,0.5374344567881829,-0.0005737060364745071,1.0,0.2626750742485816,-0.004651833018972788,0.46544119775912174,-0.15156377333969406,-0.22678021151847666,0.8132724787888809,0.5805175512840067,0.30724194176888764,0.03301466661521299,0.40889301168381215,0.2892716162135429,0.15882543337152877,-0.14569632629068696,0.1838824254903678,0.09474095692316363,0.05888663612586541,0.6914764922766864,0.22968946244070526,0.49133051666115557,0.25103098379518024,-0.10792487681711273,-0.05473975290383275,-0.20015549399513483
ACC_sup_L,0.40397815808376075,0.3105183282820045,0.41518991091357255,0.20132186820723133,0.01172026869964884,0.25669006967586006,0.057419259804036796,0.16688144549996947,-0.2196746868440879,0.43430220387042767,0.26487635725795916,0.4506393735834246,0.5121055475529244,0.6202419482730778,0.36309979028104156,-0.019351506650308534,0.2626750742485816,1.0,0.39928106267158137,0.6239999621757049,0.23314522636603133,0.08142272306817053,0.5072141471547782,0.6588882384809761,0.09908754911755537,0.5466487299559715,-0.11332069232303986,0.40375707124675636,0.5171160909336763,0.40078161022706466,0.06287357726068446,0.6209892763856981,0.08953198959404547,0.5959863362111678,0.6243348881445477,0.5735258249183511,0.17954564981962673,0.16964418493485553,0.10342540398732465,0.038168468453099715
Thal_MDm_L,0.208696295911856,0.7281954311003181,0.0156572201154038,0.3751947290716234,0.32424667059226064,0.45282723099958194,0.16052984784790242,0.1266546977172338,0.20638746022330887,0.686135299767975,-0.2524639902299267,0.7376866811480748,0.6134452319638328,0.37626093045489256,-0.06708936638602325,-0.22678530460951563,-0.004651833018972788,0.39928106267158137,1.0,0.36917659759894456,0.3059223704055924,0.48960545052461024,0.08780575679505431,0.3221182560774357,-0.38571630106446647,0.6430764402571065,-0.16576399988338492,0.09263971740451468,0.37946070754543365,0.3023035175748888,-0.36026548094747163,0.1999473835871082,0.05542973247742769,0.15013406645667215,0.37721074105522434,0.3007347093929948,-0.22850622402540804,0.11345189216516803,0.38876196302261323,0.0511821094785085
Precentral_L,0.35673742162623445,0.33311329002400486,0.23874896344288224,0.3134232728587876,-0.046548483830835666,0.1803522506381565,0.31598998185324606,0.4062451193402897,0.22662833346457084,0.4066476312757686,0.25251806665220045,0.20210994872087726,0.3272354629608303,0.8460316598049608,0.4506186090708041,0.12701571852585222,0.46544119775912174,0.6239999621757049,0.36917659759894456,1.0,0.3578883269443967,0.22987364858327008,0.481498431899536,0.9402809734525786,-0.07509362166807294,0.7215141594869822,0.020562337196517403,0.6713826626442803,0.8406643471772431,0.5755132576887673,0.07248309781538505,0.5907496741264655,0.5091827643973815,0.7767215034766212,0.8868796232360596,0.8648290372090847,0.1023826753052663,0.4584921431057231,0.13288134206279548,-0.060827871266343154
Raphe_D,-0.03631018793826308,0.17980111541439694,0.28999443329816404,0.43092056377816784,0.06654763067864153,0.15544797943541752,0.5927750532299213,0.3754970458251959,0.32686084604744126,0.33654949253309524,-0.22580727018164504,0.24906445343414835,0.16245222687950137,0.43002101221929295,-0.19365097794254435,0.00919049675464026,-0.15156377333969406,0.23314522636603133,0.3059223704055924,0.3578883269443967,1.0,0.27445350056859996,-0.09418277664368384,0.2369211417054054,-0.45152946884305345,0.4126730893621658,-0.2385673943359084,0.31092203623183695,0.4298085039555219,0.4546459825328071,-0.1660990625426829,0.4367637849553184,0.444889436559919,0.0014133391384082948,0.42705462742873684,0.35665974172864595,-0.22132030027133498,0.3705605710372702,0.13804239883139793,0.17366514140524159
Frontal_Inf_Orb_2_R,0.14786583815866097,0.28785773482463184,-0.049639966122164814,0.24101635926280207,0.37555496752148687,0.05670952378198266,0.44019045293160913,0.3325762183164275,0.47984360393449327,0.4170856016365844,-0.22516078148533536,0.36026794525746497,0.16399060709373775,0.3175580395971187,-0.04794922527911381,-0.17255062258838366,-0.22678021151847666,0.08142272306817053,0.48960545052461024,0.22987364858327008,0.27445350056859996,1.0,-0.1836263523999105,0.12714705674288673,-0.5700334995712694,0.45950071257751984,0.007304857082825693,0.11665797463112383,0.35140489346806725,0.2736816641260468,-0.06398027733313381,0.1865917908185873,0.27202734461953054,-0.004914011894039498,0.32126371123141373,0.09467197856120137,-0.3511265148056041,0.16694785881575164,0.2526322262358039,-0.0545901703908727
Insula_L,0.13293054983575364,0.17132407531457589,0.24434597601768673,-0.39400927937305674,-0.02402786718287673,-0.11150648391528578,-0.23224345031788615,-0.04984780117995273,-0.37455539241948865,-0.19820262657319113,0.428907919180708,0.01762681166622273,0.20927922934937473,0.259544724023249,0.558590507539045,-0.0018955741423079197,0.8132724787888809,0.5072141471547782,0.08780575679505431,0.481498431899536,-0.09418277664368384,-0.1836263523999105,1.0,0.5998729628530657,0.44158683707451635,0.04336788208256131,0.3221409923011808,0.21948222064499384,0.1619955916964913,-0.09683132329483873,0.33006498278792185,0.2534763064587826,-0.0776391766822991,0.7367785376162583,0.30100955792907974,0.5072777251498043,0.33563099989907036,-0.11592496936187029,-0.09566537621271069,-0.10570345743898749
Postcentral_L,0.37096367598676033,0.3544383277388433,0.2780075101119555,0.21647944070777006,-0.094435456962012,0.1841792447231933,0.18220516700881675,0.3026728549723673,0.12147583581557217,0.32395274776850413,0.3274561439926304,0.13470802697431863,0.35943006652524073,0.791660543754406,0.5664990114371121,0.11031715511205341,0.5805175512840067,0.6588882384809761,0.3221182560774357,0.9402809734525786,0.2369211417054054,0.12714705674288673,0.5998729628530657,1.0,0.08757825175293396,0.6571868653527562,0.06476050846567259,0.6941905420227255,0.8043996482452738,0.5106868829114612,0.14706209664782385,0.5718124870819795,0.41050226728724065,0.8531904360079704,0.851873511966693,0.8599944376577303,0.23140578418038885,0.3880345949262101,0.11755263378388836,-0.0963578898288903
Vermis_7,0.0844689572453951,-0.09597141982478927,0.1616586145665921,-0.42912328019774515,-0.25896853539079673,-0.07963755624002507,-0.5478919900913192,-0.2941656581292539,-0.517828615432174,-0.4777408657638713,0.680376028291145,-0.40424210879118777,-0.05235356189644038,-0.0939643985896068,0.422661213619533,0.07287274215357996,0.30724194176888764,0.09908754911755537,-0.38571630106446647,-0.07509362166807294,-0.45152946884305345,-0.5700334995712694,0.44158683707451635,0.08757825175293396,1.0,-0.3780785822336231,0.2661059461564011,-0.023419992558375378,-0.2055219401035598,-0.22804559090718413,0.43210225748736825,-0.025527948647725666,-0.30209218482727895,0.3340566441355461,-0.11585929474153632,0.010811686367585963,0.5248423242883686,-0.11889983581778557,-0.23676971564065624,-0.16407380812345732
Hippocampus_R,0.44101817831539647,0.44115402824165073,0.1448870786638955,0.672663210998449,0.09119644795736291,0.42944762933538766,0.3715858670516438,0.3982841283170048,0.4407230290606126,0.755406993659186,-0.039617965249882016,0.4436178326488739,0.5994636774999462,0.7697779388124466,0.21130467037582165,-0.040275608591655666,0.03301466661521299,0.5466487299559715,0.6430764402571065,0.7215141594869822,0.4126730893621658,0.45950071257751984,0.04336788208256131,0.6571868653527562,-0.3780785822336231,1.0,-0.23591295311954283,0.5774033183693302,0.8023013200540946,0.7021442598510227,-0.2981601420246608,0.45172738836427556,0.39994698219567165,0.4539238587177228,0.8215505624461277,0.6002493332045632,-0.09923325046152756,0.5532665531132722,0.1901101824864185,0.053516205339502666
Cerebellum_10_R,0.04908316600417644,0.05288594968507496,-0.04073483856728568,-0.4113365012273176,0.025022892187836546,-0.2678794777051426,-0.2064636190028658,-0.09974268382658852,-0.1441910664953325,-0.3227090677678367,0.21949651037853174,-0.21581138425268875,-0.15169877176271201,-0.12069728811731006,0.363932832657156,0.01613948325190483,0.40889301168381215,-0.11332069232303986,-0.16576399988338492,0.020562337196517403,-0.2385673943359084,0.007304857082825693,0.3221409923011808,0.06476050846567259,0.2661059461564011,-0.23591295311954283,1.0,-0.06486855969777436,-0.11340725839007774,-0.3132728445245947,0.28652073051535687,-0.1289022766290393,-0.08237891514372786,0.23628588396392497,-0.06970537241318589,0.011213362185733423,0.28961568806621485,-0.2832796096504763,0.10101254988304055,-0.12739929908076916
Parietal_Sup_L,0.3633327069026799,0.1897025588706023,0.3057078582165464,0.43664558846847246,-0.15314614446058708,0.21421599510421338,0.4317206867936379,0.39509049976812805,0.2481592412297915,0.27721263323120204,0.22867408668335706,0.031046251703106917,0.16893357038955648,0.6758054446401484,0.36794102390779876,0.23037975752943776,0.2892716162135429,0.40375707124675636,0.09263971740451468,0.6713826626442803,0.31092203623183695,0.11665797463112383,0.21948222064499384,0.6941905420227255,-0.023419992558375378,0.5774033183693302,-0.06486855969777436,1.0,0.7541418118626394,0.6088298498486424,0.06504023988792496,0.49865785609260393,0.6252464988694239,0.6106527318601292,0.7555536968770329,0.6764293164453693,0.18582099303053276,0.5664802179680293,0.08261098946243485,-0.015845827841347918
Precuneus_L,0.3677455490050963,0.36963225982087927,0.17832372956700407,0.5850938865354931,-0.05766749747396923,0.3483137726278205,0.5178160592601213,0.4635232422527393,0.362305108291936,0.5110000675576668,0.0879797491051033,0.21359268048754088,0.3625320691319486,0.873470110690671,0.2571653051932443,0.20680222435295842,0.15882543337152877,0.5171160909336763,0.37946070754543365,0.8406643471772431,0.4298085039555219,0.35140489346806725,0.1619955916964913,0.8043996482452738,-0.2055219401035598,0.8023013200540946,-0.11340725839007774,0.7541418118626394,1.0,0.7760030885690861,-0.049833148506854795,0.6243686974587997,0.6354657955243986,0.5884910478133433,0.8870914487872977,0.7898610844401242,0.08368121531934285,0.5604319489794384,0.2242372067820383,-0.046428539901250586
SupraMarginal_R,0.2968401470301104,0.3218544569635303,0.26769086734838304,0.7623475063009326,-0.052445121882486456,0.4818402468338926,0.4126040037395474,0.5038076184760116,0.35881796011411526,0.5370578564697716,0.021448001843903625,0.21944332102136588,0.3405035804915579,0.8127667746924573,0.04692607429588503,0.23551608352751952,-0.14569632629068696,0.40078161022706466,0.3023035175748888,0.5755132576887673,0.4546459825328071,0.2736816641260468,-0.09683132329483873,0.5106868829114612,-0.22804559090718413,0.7021442598510227,-0.3132728445245947,0.6088298498486424,0.7760030885690861,1.0,-0.19875154130041078,0.5348722339611827,0.5644567746274093,0.3304268566416606,0.7066648684761058,0.5729396545562838,0.09309913006221388,0.6391804251383749,0.21524685404738927,0.022721714264499152
Vermis_6,0.1599996488897902,-0.20865839598611324,0.16610620763664785,-0.5121015885580648,-0.1389495656718673,-0.4630441889601723,-0.10216713968664884,-0.1176284284519966,-0.16041773803069048,-0.3841829714467417,0.40605219443775237,-0.3513294263194993,-0.1901721058326922,-0.00022530647353637302,0.41184321796555096,0.10497498367203163,0.1838824254903678,0.06287357726068446,-0.36026548094747163,0.07248309781538505,-0.1660990625426829,-0.06398027733313381,0.33006498278792185,0.14706209664782385,0.43210225748736825,-0.2981601420246608,0.28652073051535687,0.06504023988792496,-0.049833148506854795,-0.19875154130041078,1.0,0.1409446857457719,0.04442081320829078,0.21358941342709553,-0.0024020064871965066,0.015606486320589594,0.23832702460746183,-0.16168012009279967,-0.14485147523332617,-0.15322022180232675
Thal_PuL_L,0.2734237663451065,0.18378045149899325,0.36721135169831554,0.2863605448348935,-0.1862294654785305,0.12657500589728266,0.3401094264456392,0.40216390946404673,0.11186268028103108,0.2372452333897273,0.22754762918307694,0.115709333576894,0.29025221256995515,0.6491132168713573,0.22899256020983333,0.19144122136246722,0.09474095692316363,0.6209892763856981,0.1999473835871082,0.5907496741264655,0.4367637849553184,0.1865917908185873,0.2534763064587826,0.5718124870819795,-0.025527948647725666,0.45172738836427556,-0.1289022766290393,0.49865785609260393,0.6243686974587997,0.5348722339611827,0.1409446857457719,1.0,0.3791182694565788,0.43171184406515434,0.6107479782130253,0.5694232239638666,0.19143394330973895,0.28746756126878925,0.0812430666731259,0.12764943493929973
Occipital_Sup_R,0.2181201449665609,0.11656938261364638,0.19390659769795418,0.39476566095992144,-0.06695002568404207,0.07818253874010245,0.7432228529649644,0.5168859650942383,0.46482154078960225,0.2994134592233672,0.027310531561738773,0.01460395738068067,-0.07634088913340988,0.48619037339381727,0.0519803419725468,0.2648144539962485,0.05888663612586541,0.08953198959404547,0.05542973247742769,0.5091827643973815,0.444889436559919,0.27202734461953054,-0.0776391766822991,0.41050226728724065,-0.30209218482727895,0.39994698219567165,-0.08237891514372786,0.6252464988694239,0.6354657955243986,0.5644567746274093,0.04442081320829078,0.3791182694565788,1.0,0.22241071560006506,0.512809431807862,0.496084830613104,0.003332333641202878,0.4479458898811044,0.20495448942226657,-0.035934275428638626
ParaHippocampal_L,0.34829095476404304,0.2784003513686789,0.275747600554263,0.022853972420639357,-0.1526294799904951,0.10700251051249399,-0.03513542485016174,0.16788443532384306,-0.09110046324673632,0.06609223727321467,0.478784807773569,-0.00943653029833073,0.29163206395782865,0.6558480635394133,0.6559978134086376,0.13829704430125656,0.6914764922766864,0.5959863362111678,0.15013406645667215,0.7767215034766212,0.0014133391384082948,-0.004914011894039498,0.7367785376162583,0.8531904360079704,0.3340566441355461,0.4539238587177228,0.23628588396392497,0.6106527318601292,0.5884910478133433,0.3304268566416606,0.21358941342709553,0.43171184406515434,0.22241071560006506,1.0,0.7025416082311565,0.7702513440648527,0.37695733639789364,0.2379032829602808,-0.003902016517051747,-0.18557041215509879
Supp_Motor_Area_L,0.4440574018017827,0.356244677230345,0.2553412741412233,0.489037950590389,-0.09880889153173146,0.27646907959132766,0.40228592492204857,0.46257393470218283,0.31764766764121166,0.49332727423698625,0.21264735347759073,0.19617257914495778,0.45148153140476727,0.9205355797499976,0.42538059932521244,0.11774623656809007,0.22968946244070526,0.6243348881445477,0.37721074105522434,0.8868796232360596,0.42705462742873684,0.32126371123141373,0.30100955792907974,0.851873511966693,-0.11585929474153632,0.8215505624461277,-0.06970537241318589,0.7555536968770329,0.8870914487872977,0.7066648684761058,-0.0024020064871965066,0.6107479782130253,0.512809431807862,0.7025416082311565,1.0,0.8119257205457945,0.10987510367276566,0.63475078252274,0.14990986093398664,-0.019709369189429515
