,Amygdala_L,Frontal_Med_Orb_L,Angular_L,Cerebellum_8_L,Thal_MDm_L,Thal_VL_R,Paracentral_Lobule_L,Thal_AV_R,Cerebellum_3_L,Thal_MGN_R,Parietal_Sup_L,Raphe_D,Temporal_Mid_R,OFCant_L,Cingulate_Mid_R,Heschl_R,ParaHippocampal_L,Paracentral_Lobule_R,Thal_LP_L,Red_N_L,Precuneus_R,Precuneus_L,Thal_VPL_L,Frontal_Sup_2_L,Thal_PuL_R,SupraMarginal_R,OFCpost_R,Thal_PuA_L,Vermis_4_5,Cerebellum_Crus1_L,Frontal_Sup_Medial_R,Hippocampus_L,Calcarine_R,Occipital_Sup_R,Frontal_Med_Orb_R,Cerebellum_7b_R,Frontal_Inf_Orb_2_L,Rectus_L,Occipital_Mid_R,Temporal_Pole_Sup_R,Thal_MDm_R,Frontal_Sup_Medial_L,Temporal_Sup_L,Amygdala_R,Fusiform_L,ParaHippocampal_R,Caudate_R,VTA_R,Olfactory_L,Lingual_L,Red_N_R,Cerebellum_Crus2_L,Insula_R,Cingulate_Post_L,Parietal_Inf_R,ACC_sup_L,Thal_IL_L,N_Acc_R,Thal_LGN_L,Postcentral_R,Thal_MDl_L,Vermis_6,Cerebellum_6_R,Cuneus_L,ACC_pre_R
Parietal_Sup_L,-0.015845827841347918,-0.15131359976802344,0.492980558585745,0.6142003401068679,0.09263971740451468,0.2584031346288593,0.6821371305130495,0.08261098946243485,0.6764293164453693,0.2677388922860725,1.0,0.31092203623183695,0.4236345257689034,0.19008491492849522,0.7558921294862986,0.21421599510421338,0.6106527318601292,0.6758054446401484,0.3887907597859688,0.3052353153595047,0.6967018436484301,0.7541418118626394,0.4878736493139165,0.5577706823402074,0.41165903086045347,0.6088298498486424,0.3057078582165464,0.4679676946708754,0.6723843547478798,0.2852194095541951,0.5508511172277039,0.6982780208049509,0.5265906202385053,0.6252464988694239,0.0020598056863634596,-0.33419870372030847,0.29715565067886734,0.5189714723290892,0.3649314221628837,0.20207275398673927,0.007792414784171209,0.5654475665555364,0.2892716162135429,0.23037975752943776,0.5951499034947199,0.47470799384258544,0.35224807582118106,0.2536340908498479,-0.03813250133234284,0.4101593703727782,0.3076006531063067,-0.16326542423025134,0.10115557719988995,0.5711611872533051,0.6395708781946957,0.40375707124675636,0.03926303941797523,0.31597437025331576,0.3101324896975581,0.7020476870960274,0.20184605869601696,0.06504023988792496,0.19636294788612435,0.4317206867936379,-0.05163084457928234
Raphe_D,0.17366514140524159,-0.18153603778476343,0.2929573012749157,0.37003589538992293,0.3059223704055924,0.349714907475976,0.4904477357823997,0.13804239883139793,0.35665974172864595,0.30086367904600486,0.31092203623183695,1.0,0.3705509130921588,0.15608750976458496,0.4513943903685556,0.15544797943541752,0.0014133391384082948,0.43002101221929295,0.22315967441338255,0.00648006931822876,0.4299836022338485,0.4298085039555219,0.2851926590252291,0.4694818242504618,0.40356171111785805,0.4546459825328071,0.28999443329816404,0.17747574322522794,0.5791128644352782,0.30727014066670855,0.33358903608806273,0.15953198872819932,0.4866603676619154,0.444889436559919,0.29350362745770486,-0.12361889304499127,-0.05514786943696435,0.14422435003416487,0.548600826898322,0.13251628700645413,0.3159313949979539,0.2989868417469213,-0.15156377333969406,0.00919049675464026,0.1030132737505925,0.28431471432227307,0.31366912550174925,0.13273951301365763,0.15796595782302628,0.14356374775331193,0.3128479245203143,-0.06923374050768484,0.31272203974926793,0.48983710766234717,0.2698807823955556,0.23314522636603133,-0.08500886301310778,0.18813851237800747,0.2571900096707973,0.4347886852040637,0.31732123995079664,-0.1660990625426829,0.3282337133112701,0.5927750532299213,-0.045485091427154116
Temporal_Mid_R,0.1897884058702026,-0.3944253095533648,-0.0255513264372985,0.1598530311038967,0.17479039725965312,0.3185694562318066,0.3231632414857252,0.22907315882408877,0.27422165024957024,0.5645536832346564,0.4236345257689034,0.3705509130921588,1.0,0.35154499524765703,0.41409383554594936,0.581192696550865,-0.10660209860784332,0.3728375734695407,0.25916742971190737,-0.0039011477703640917,0.4695843664403638,0.45522101661022657,0.19094886459076071,0.2597635457063431,0.17872169807084903,0.6641190331629392,0.09043160889694468,0.10611934091201985,0.5316315728613403,0.13618330841634066,0.30425003111881765,0.1050073219407219,0.5274205647467483,0.5215493803731426,0.39128026767150864,0.10471801204021734,-0.15588866227040662,0.14893560953854465,0.542981961377765,-0.00803364563223857,0.3025895717418589,0.10461927797566692,-0.3744643771019729,0.19465131426571555,-0.13798786241449537,0.6087136604921642,-0.019533989249154057,0.4932379522912125,-0.053273885063727544,0.23568292555792766,0.4181755298927968,0.24414913401681163,0.6776058865794178,0.4698070243393998,0.5066004024882593,0.07658703986174678,-0.1374504920105239,0.14976563038820484,0.37493389619460216,0.5123823774391612,0.3664865962895509,-0.4489050436452315,0.586370624075651,0.4509627430067819,0.14389452022601074
OFCant_L,-0.07169719611673939,-0.23618348582195828,-0.12967049739622696,-0.048580192624694166,-0.2097427728458675,-0.007948801071237773,0.03929307366768679,-0.10866554955957727,0.19071444119774889,0.25546498497892717,0.19008491492849522,0.15608750976458496,0.35154499524765703,1.0,0.05911272278201481,0.2405780958913144,-0.001666140317176319,0.066794483738597,0.1896302991880847,-0.09494313804353609,0.10690753042741799,0.13436935723530793,0.10375617483903435,0.00028931981146184386,0.19767797005941398,0.15569669910275805,0.03857199133537098,0.04404735525076408,0.21728408901871027,0.10284985418601078,0.20277764371365367,0.028848414950017703,0.19784377711436807,0.12337474370001075,0.17389460751501098,-0.22764219518356463,-0.08933890606401611,0.11966374793794794,0.060003724512064836,0.08856690641677846,-0.22026047779757493,-0.011557502380022691,-0.05362884015906421,0.2203251493089972,0.12354179854315459,0.12127352750061993,-0.11278613258742695,0.056073432003965494,0.17653417910289085,0.09512036432936204,0.07329434647437406,0.2797643819894213,0.25642252611106897,0.2038961245796664,0.06654139890013726,-0.22650347860523978,-0.23275950256865272,-0.010567557453264948,0.2728660361143131,0.1363308635958172,-0.18466171112032287,-0.06419473811263969,0.11715608584474121,0.04815550531385804,-0.30260106546436094
Cingulate_Mid_R,-0.02109465273851014,-0.06373448644329475,0.41791421232298787,0.6990902711445116,0.40903169025119535,0.5049404123410687,0.9286941816204822,0.15420830806782876,0.7871714144383142,0.46040961457073093,0.7558921294862986,0.4513943903685556,0.41409383554594936,0.05911272278201481,1.0,0.3110843751803274,0.6409004153680554,0.899623883466247,0.47419866020778323,0.43177814911992457,0.7907719094590295,0.8515025158112473,0.7165783736457515,0.8094429776100133,0.508519697153457,0.7596100197158066,0.2492592901887624,0.4885573798675394,0.768420471180732,0.2509417488441353,0.7151853958758938,0.7825745768460826,0.6162444485717935,0.5546430393681443,0.13929543123337731,-0.18730630750597815,0.1767056344369234,0.5902291607822107,0.33114549534256377,0.2299855430744975,0.27637149869327365,0.7837466885068357,0.1955344002927995,0.15169921420638835,0.5757391287788091,0.6321923433047261,0.5801044325462954,0.30397886511327393,-0.08518321225447138,0.42356197569813514,0.5256787221831802,-0.07890481775181656,0.2372938230773012,0.7549790358540404,0.6577195236256776,0.5698619780727282,0.24896656990554214,0.23500034234641198,0.49435577257207614,0.862245907089809,0.453193221904464,-0.07364908909607272,0.19402080820572734,0.42026248962042917,-0.0007389418268361849
Heschl_R,0.04396385356753188,-0.17931831284261177,-0.12284944228928989,-0.0408565014258913,0.45282723099958194,0.5513993544469143,0.25192139444726463,0.2770907209489881,0.3022005379975308,0.4280340301237405,0.21421599510421338,0.15544797943541752,0.581192696550865,0.2405780958913144,0.3110843751803274,1.0,0.10700251051249399,0.319782002925748,0.16437782028420525,0.11783993818950417,0.3187533419587454,0.3483137726278205,0.4000158997557253,0.27155768943043657,0.03605414042327308,0.4818402468338926,0.08633417516490027,0.05134261196687889,0.3396452698937812,-0.09426707158258739,0.4069834104631891,0.21237535669592122,0.36512298420311196,0.07818253874010245,0.4055057815238142,0.06556811840399142,0.003431421002993481,0.1392143991438309,-0.03485175584730475,-0.24227373374928984,0.4886761696876508,0.24610652023000062,-0.17312420584852634,0.0011747378969009154,0.02893220887428551,0.5653312337631548,0.2226038423256261,0.28334657051925244,0.02497501963974314,0.2162972202676203,0.3368168638904545,0.25083094169422226,0.7525622265187182,0.3581613467383393,0.30993128415221066,0.25669006967586006,0.3839543044547298,-0.016811526083877606,0.3831457878715058,0.49733818027125704,0.5485733016427424,-0.4630441889601723,0.5866935238925338,0.06008212680471892,0.3775844155140776
ParaHippocampal_L,-0.18557041215509879,0.14165153371510694,0.368328665140158,0.5165811401700139,0.15013406645667215,0.27027235938603084,0.6247677399565488,-0.003902016517051747,0.7702513440648527,0.02485830921447072,0.6106527318601292,0.0014133391384082948,-0.10660209860784332,-0.001666140317176319,0.6409004153680554,0.10700251051249399,1.0,0.6558480635394133,0.3708502637072911,0.4752314282646426,0.4944897470989597,0.5884910478133433,0.6555076585036782,0.5361917267761757,0.37334900505576424,0.3304268566416606,0.275747600554263,0.5558625551901663,0.4769594826994882,0.12822316627523306,0.5651757125268433,0.8923774119338428,0.35791863005418095,0.22241071560006506,-0.20967357469938366,-0.4597678523339392,0.4864819184142134,0.6070541622812945,-0.1303613201130484,0.13701635902840628,-0.10414976705930483,0.7279696728477577,0.6914764922766864,0.13829704430125656,0.8783085418759293,0.295633833990716,0.5894359861863012,-0.045038558273170395,-0.09795402158738546,0.48727309268275737,0.13355059877721126,-0.2755082830541865,-0.21221962872775718,0.45692178633370134,0.39282551496976426,0.5959863362111678,0.37633561598703646,0.21398926442357744,0.2148655308226021,0.5765693766734555,0.1451842247368158,0.21358941342709553,-0.168737278289805,-0.03513542485016174,-0.06891270176823588
Paracentral_Lobule_R,0.0058809289609666315,0.025568497698826326,0.4147061162978762,0.6555545051073547,0.37626093045489256,0.49543484144967126,0.9187075217900156,0.19214686652283708,0.7687007436098949,0.41127316371584977,0.6758054446401484,0.43002101221929295,0.3728375734695407,0.066794483738597,0.899623883466247,0.319782002925748,0.6558480635394133,1.0,0.4041324855621634,0.4320663428292437,0.7659542614942475,0.873470110690671,0.7433396166537184,0.7754891886972511,0.5220630305525547,0.8127667746924573,0.27490760043741996,0.5074849885082318,0.6979565899808597,0.3224325401542635,0.7386938562492793,0.7850393186512225,0.48209441904788225,0.48619037339381727,0.08509827686916549,-0.19836541670582508,0.22143941893006092,0.5788305865302481,0.29071437386833027,0.23161909943551118,0.2563361620121682,0.769339896697358,0.13284973747690537,0.15942852173632285,0.5808466943869192,0.6195659769895254,0.577287445632657,0.3124272929501913,-0.034442603770880466,0.2801939197594212,0.44934866954598,-0.1075581386015627,0.23702955399787196,0.7644488884502931,0.6716248214546549,0.6202419482730778,0.27015965742991604,0.2529496693862456,0.4957775912547222,0.9105668543090475,0.3639529007054993,-0.00022530647353637302,0.12908847739890497,0.3326066807781987,0.0272182624502156
Thal_LP_L,-0.15262270754524068,-0.010435493044695585,0.10842029676090201,0.3399450323547914,0.17652553050282058,0.5951302312569169,0.42209936328313546,-0.020693286243827342,0.463133800502108,0.4930708135611261,0.3887907597859688,0.22315967441338255,0.25916742971190737,0.1896302991880847,0.47419866020778323,0.16437782028420525,0.3708502637072911,0.4041324855621634,1.0,0.24316911898376134,0.38157767959105304,0.40741206275938396,0.3398900198304741,0.45317687681786134,0.49947949345835363,0.3537536158550967,0.008557622386450957,0.37772718154645835,0.38627638081202664,-0.006872486394942942,0.5023881523052003,0.4905016849593286,0.3699496235827813,0.24218918070409648,0.17991062248330894,-0.1078165985054382,-0.1166746329094002,0.45919651271615186,0.13796073193384406,-0.10892779052809631,-0.0018500907849860059,0.48584369279898093,0.10749069109511934,0.040349737375801935,0.3900444289493233,0.343943569003367,0.4059759064368893,-0.019754920597522607,-0.2992687389860891,0.24669533401711438,0.3254492867102737,0.18058599563654054,0.18548285920396065,0.42236630137755626,0.3080988154225192,0.17915857160933168,0.0809115443368891,0.048145450326246,0.46184105007803267,0.4152855282954056,0.35062997542498353,-0.16329180627965778,0.23295894263584663,0.1483645037147139,-0.12327880608355417
Red_N_L,-0.03717289423073401,0.06369968145386327,0.20339632283147807,0.47165235047020665,0.5602337588519178,0.4367008500515113,0.4238805464937292,0.4133355009084646,0.3606987668893947,0.09675307223526095,0.3052353153595047,0.00648006931822876,-0.0039011477703640917,-0.09494313804353609,0.43177814911992457,0.11783993818950417,0.4752314282646426,0.4320663428292437,0.24316911898376134,1.0,0.3065172195067859,0.39122547707011657,0.5821904092042411,0.37957947143601417,0.2740438500511323,0.2057266219429644,0.10302370970593101,0.1630221370561788,0.18890348884563066,0.20441300841397214,0.35292532253658887,0.5369440704129312,0.14286860804739768,0.13960860541892084,-0.16934365327776862,-0.009451698451663713,0.2223889231770492,0.3393842351574652,-0.09650261521690662,0.22034466275507458,0.43307276722151705,0.5325345788381084,0.2893261566690899,-0.10802317243173619,0.439994558852304,0.3334557643245073,0.5156072474898772,0.057804325410657775,-0.011527079499165174,0.12015338169865643,0.6590370527459232,-0.053450531092979335,-0.029252411603076345,0.3489570796142821,0.11998442676825037,0.31341365177908437,0.5036394536361722,0.1752370787805123,0.21449066360126182,0.39180426108598515,0.4872993882448466,0.07897441721360778,-0.11638713039357404,0.00012392425086230456,-0.14567338871316257
Precuneus_R,-0.08322132951950512,-0.1475397143650873,0.4441701306351673,0.5562550030755455,0.3387914144829777,0.43037807432049163,0.7854219252236821,0.2494452420057099,0.7369107726651095,0.4132322407361494,0.6967018436484301,0.4299836022338485,0.4695843664403638,0.10690753042741799,0.7907719094590295,0.3187533419587454,0.4944897470989597,0.7659542614942475,0.38157767959105304,0.3065172195067859,1.0,0.9510240381563756,0.5591470889632104,0.6828753233470347,0.4858296686482412,0.7242276833258627,0.1327099699741842,0.4290555776741509,0.7988422720637763,0.22687150405200296,0.49895042847866317,0.7264249817924708,0.689009333894092,0.7149583825198836,0.10837823375032488,-0.07330856882456775,0.035705264356926496,0.429338036561398,0.38061964946285753,0.24495476316202666,0.25987623671475796,0.5546946699481647,0.1394060124386823,0.23866584062899676,0.4605675037470462,0.6507477045080191,0.42610322146054874,0.2956437822033801,-0.02862086089472663,0.44725755448563337,0.4555644377058582,0.07138092276898131,0.24469387020333971,0.8474434224323795,0.44950815386882165,0.41031904059151414,0.16503815501432123,0.15650081218319067,0.5020278305343163,0.803864804685208,0.38056291147642024,-0.07019317777679743,0.23722305851381306,0.5797371129363942,-0.06800666351860787
