,OFClat_R,Thal_IL_R,Thal_VPL_R,Putamen_L,Frontal_Inf_Oper_R,Thal_VA_R,SN_pc_R,Vermis_7,Vermis_4_5,Cerebellum_8_R,Rolandic_Oper_R,Thal_PuA_R,Frontal_Inf_Oper_L,OFClat_L,Cerebellum_6_R,Heschl_R,Precentral_R,ACC_sub_R,Precuneus_L,OFCant_L,Cerebellum_Crus1_R,Thal_PuM_L,Thal_LGN_L,Thal_VL_L,Parietal_Sup_L,Cerebellum_Crus1_L,Thal_LP_R,Thal_LGN_R,Occipital_Mid_L,SN_pr_L,Calcarine_L,Temporal_Mid_L,Temporal_Pole_Mid_R,Cerebellum_7b_L,LC_L,Thal_VA_L,Rectus_R,SupraMarginal_R,Precuneus_R,ParaHippocampal_L,Angular_L,VTA_L,Frontal_Med_Orb_L,Cerebellum_3_R,Thal_PuL_L,OFCant_R,Frontal_Inf_Orb_2_R,Thal_MDm_L,Vermis_8,Thal_AV_R,Cuneus_R,Rolandic_Oper_L,Putamen_R,Fusiform_R,Thal_PuI_L,Pallidum_L,Cerebellum_9_L,Thal_PuM_R,Amygdala_R,Thal_PuA_L,Hippocampus_R,Postcentral_L,Cerebellum_9_R,Parietal_Inf_R,Frontal_Sup_Medial_R,Hippocampus_L,ACC_sup_R,Frontal_Mid_2_R,Lingual_L,Frontal_Inf_Orb_2_L,Cerebellum_3_L,Frontal_Inf_Tri_L,Thal_MGN_L,Thal_MDl_L,Frontal_Inf_Tri_R,Frontal_Sup_2_R,Cerebellum_4_5_R,Supp_Motor_Area_R,Thal_IL_L,Thal_MDl_R,VTA_R,Thal_PuL_R,SN_pc_L,Parietal_Sup_R,Vermis_10,Frontal_Sup_2_L,Temporal_Inf_L,Cerebellum_8_L,Olfactory_L,Cerebellum_Crus2_L,Frontal_Med_Orb_R,OFCpost_L,Insula_L,Cuneus_L,Olfactory_R,Occipital_Inf_R,Raphe_M,Cerebellum_Crus2_R,Vermis_3,N_Acc_L
OFClat_R,1.0,0.07773417163238262,-0.6290656011784368,0.6264321787858496,0.3511971152710848,0.6908437478221795,0.0035584536493730207,0.36203470242004143,0.5147572356613256,0.15408031546603707,-0.009452115141182467,0.5368247729307823,0.20376538146608286,0.3360796537416713,0.37219700735426486,0.4547614779714677,-0.09848983530966807,0.5999480500384279,-0.0007736210553171694,0.6729787167344518,0.2883320411867414,-0.43856043043323506,-0.4481046695983859,0.3338387972106902,-0.04423571549700919,-0.20110146697918824,0.5830641762772504,-0.5296623410476713,-0.3505129592898752,-0.16404885354710716,-0.3839248055329265,-0.41647672761989524,0.5232582997521007,-0.19568543734036137,0.507979585758647,0.5219396382181188,0.6980524740383511,-0.24568615286963208,0.17982867856381549,0.5202481912704466,-0.2952819144705436,-0.35297102656784785,0.6228540710587215,0.05569814676613862,-0.6247343314795621,0.5740653903730166,0.6992534843508168,0.24236200196649793,0.4708597332114871,-0.6483256223136563,0.10740624630191416,0.2891716643710874,0.6668725515270827,0.6278983894925858,-0.13978831050439453,0.49849105627085666,0.4912611942018661,0.5858697760649506,0.3155736496009444,-0.3783135564690315,0.7880676982108582,0.09302111416665455,0.4363767000493714,-0.26473088977254405,0.5487523413737088,0.22866432463400277,-0.3533015381463465,0.009758141567277997,-0.46382870813293164,0.3841785579581642,0.10063043957427048,0.09366266896811713,0.4545758890305619,-0.17476512799578578,0.39537009832825054,0.4357865225901963,0.44684297648398164,0.3195912895052957,0.5400398670985949,-0.45766162512150765,0.19442637984407243,-0.6143513348735283,0.307673996280267,-0.21674850458968392,0.4311593359337294,0.5078444196833732,-0.06918907864452595,-0.15756905289156772,-0.2655427776967582,-0.4112018908945465,0.7911257010721876,0.3380778361894982,0.2873533380887762,-0.2944587436235954,-0.24610466238338422,-0.3304885963305304,0.44668583073636264,-0.012712273343621683,-0.07227784414834706,0.4747699849620337
Thal_IL_R,0.07773417163238262,1.0,-0.12227186657816969,0.08645509605930908,-0.252654770685145,0.5064470130802554,-0.2744749444443355,0.3922815732828695,0.012058969799323398,0.1659870342855562,-0.24484163743380646,0.4199207195511086,-0.1716492710409852,0.28017513067993044,0.37959672710687764,0.13795616572616873,-0.3820553649980211,0.4665115001896819,-0.29302419992244416,-0.2170326591441376,0.10759287031999039,-0.3343485183671744,-0.08500806882002056,0.3668020405757849,-0.36280606392401593,0.5481480158669029,0.24588678777336126,0.15432822100349988,-0.27090186774399055,-0.21790958290013995,-0.22048843739846222,0.2535801844445025,0.1107511224722228,0.017836727291783795,0.42224641208596775,0.5037727404167777,0.30489981549670936,-0.24189141267067035,-0.1496657372773118,0.5118086950368924,-0.2731953652933743,-0.006495785030953597,0.3162068564472636,-0.16132986394408785,-0.3492432520157768,0.2391976486076032,-0.09676721043276797,0.5018442415328731,0.4400273015716736,-0.17551284206044493,0.050726352244806074,0.10962546570278493,0.3340626729757222,0.31182537104733843,-0.049833329769127174,0.508129647633936,0.317213532669804,0.32648823208726785,0.039397632299722596,-0.4167042447827454,0.4140142378669306,-0.28104386936568704,0.2967264574716075,-0.2817929296780062,-0.19648114187478014,0.6595507727170776,-0.3047893887801361,-0.14864579791283547,-0.13300674890481576,0.19227792360899565,-0.16067652828464313,0.20888085889297925,0.5026831743488793,-0.19415863397915603,-0.1132119799420198,-0.09454479399523993,0.10288748315205858,-0.15251658588905412,0.5785389648187884,0.3907484632527817,-0.20482446631170786,-0.11243834486541077,0.12211074864398087,-0.35509387911467016,0.3123021543960796,-0.20416056829423898,0.5190845743456536,0.265209744534321,0.31025744043900927,-0.22388165491480277,0.2462502321750134,-0.21820536690922668,-0.25602310339559925,-0.26690576074381855,-0.20242016398565307,-0.1887383252169529,0.24063046941733351,-0.05659857216978912,-0.029447142791081637,0.41928250993571936
Thal_VPL_R,-0.6290656011784368,-0.12227186657816969,1.0,-0.3123283112294903,-0.1321140063261999,-0.8143034033455688,0.4690148245002208,-0.20930073860799117,-0.31814851829682617,0.27157880708872056,0.16261353925288557,-0.681742737041908,0.09963213220631927,-0.483818030178286,-0.21929887452858945,-0.09967579621000217,0.1444800888210593,-0.6481606122782139,0.2929302132886943,-0.1506168519579552,-0.006942489115525393,0.8260796329524775,0.7089959939724763,-0.22740414993464136,0.32075519465425445,-0.03717478575131598,-0.5508081504432135,0.8806203821552868,0.46327779078688186,0.4847638051782747,0.6439966836228204,0.4734169816500422,-0.1338511323859808,0.4482630808204447,-0.353961262579466,-0.6729168638896602,-0.7094736564660613,0.49921886104533336,0.1270584437062149,-0.6496506047059963,0.6042630094415797,0.484410445454718,-0.6289721004182812,0.3126291958062158,0.8264294871928866,-0.5948946129793214,-0.27832471894271393,0.01673121217480599,-0.5882676359582555,0.8776996281339912,0.17378815258329935,-0.0324994688251337,-0.45347163497509413,-0.4313362162858936,0.6804505280606706,-0.3665184846783592,-0.00897301158957117,-0.5702620256916827,0.043593348002366264,0.7922612167419067,-0.5348342572690705,0.16132732547366938,-0.1009118877390304,0.31394132645183775,-0.07957812500500604,-0.05899430881839735,0.7036844934526839,0.21028757117615945,0.7754236161364048,-0.36783935874038015,0.12173773125860114,-0.07880279340686387,-0.3930884154893166,0.6818594888122018,-0.020584442091209007,-0.16082092971092599,-0.26382967646962063,-0.0994280379985051,-0.47463643274558537,0.7741138662758137,0.1476965712181499,0.9364668005222401,-0.13187652363435934,0.34916490059095806,-0.06840114441074427,-0.0791539288673639,-0.2552124983133013,0.38071659159887977,0.4562068795269958,0.5669770446345122,-0.7199286133343933,0.1804736264286002,0.1056215821335871,0.5698001614058482,0.6243718218621661,0.5972714343897316,-0.4861643458315872,0.28128425702476156,0.41646378664974865,-0.664848941216452
Putamen_L,0.6264321787858496,0.08645509605930908,-0.3123283112294903,1.0,0.6178336905390422,0.4434213376945356,0.3532886248314895,0.4028964294509146,0.5950562555848289,0.34601023748813553,0.43255164663623613,0.4499887820327291,0.32742429931470407,0.13324701556339685,0.507884240118149,0.5917378043190308,0.02699843622822152,0.43980511241981485,0.1206826012842774,0.5770202679100417,0.2249780092498177,-0.1584803262299385,-0.14785413007615342,0.18781533424139527,-0.08370982169117833,-0.1631017969862647,0.5757286313134138,-0.2379119221080669,-0.2804716274093114,0.2753115537869272,-0.06859861893582045,-0.18240239308194897,0.4304590387197207,0.11029892459991508,0.314278995301221,0.28575882525956636,0.34783155213810923,-0.013360919424301055,0.4233316176948781,0.235566918328203,-0.20392809403894033,-0.17054271743462565,0.5187389855140607,0.505954906387226,-0.2792056991562951,0.30357919884578216,0.8209970154669348,0.2976432848032803,0.12026717834276608,-0.35257547977581355,0.36649227582963195,0.6094069941670723,0.7075899527916475,0.6416074107064516,0.09166871891624989,0.6367915021972359,0.5470507107577548,0.6106835032335137,0.6071027524252844,-0.11065709345893406,0.5559742426218791,0.037667249610220006,0.40863094053763843,-0.16750868799193458,0.7021322249215999,0.31343297064831116,-0.06228956799866265,0.20319371368195052,-0.04439136820270955,0.5624819131086229,0.4332587621552884,0.27950556463701165,0.4457670612592781,-0.011306598704660793,0.6497056253115335,0.5530943816134689,0.5993690871233491,0.4603286037570053,0.4389857898987742,-0.21081535625918285,0.011335654431195432,-0.32929042507644074,0.5328953022415922,-0.14166610330370263,0.6057314585697764,0.6241004070974894,-0.06358687169670164,0.09943738533328997,0.07287228923234458,0.012938234372652239,0.5504926053521177,0.49532117776674606,0.6655892427271011,-0.07788310371604262,0.1438864370921931,0.03647676180987163,0.3139718917940621,0.2861927695228694,0.4085390176715921,0.32052551393368955
Frontal_Inf_Oper_R,0.3511971152710848,-0.252654770685145,-0.1321140063261999,0.6178336905390422,1.0,0.11281819507260332,0.3781810742548997,0.11638959152625372,0.526284553051532,0.08874810661442797,0.7541004513846102,-0.005827022985854725,0.7175880661085545,-0.023942333997220594,0.23347148010327484,0.09612023180354162,0.4975556298009636,0.14477531999994686,0.31883927356284014,0.45863119110675116,0.04300302909072174,0.056071942195329766,-0.028335798220287277,-0.08229876986783242,0.18956057222849898,-0.34339700678270074,0.1645251044226504,-0.19369908826483412,0.07998712671613918,0.3183643436512417,0.1275702636089893,-0.06635025003196471,0.22708253672460652,-0.09000533342822785,-0.013200890424744502,-0.08502635901545923,0.07644636031367284,0.13899463750109373,0.4967762921682543,-0.042961138157597986,0.08034973048919417,-0.10506096200367729,0.23314033587873365,0.4539270619069405,0.017749478881015388,0.06472338933178781,0.6360051265577535,0.17765078245570337,-0.1707084372552133,-0.010454392071040756,0.3859723962085535,0.5630365604346428,0.2323555678784745,0.43614806165846204,0.11425630554946782,0.10547778823681542,0.19549496054467663,0.1411230808473362,0.5314935607334207,0.12229854732860682,0.22407035535588563,0.39485771168725775,0.06194991232390082,0.03673453333366727,0.6378800986870513,0.038589582571654235,0.212282302038524,0.3226359709695031,0.023326217091077163,0.3710117345615263,0.5508365899742197,0.3347152062621098,0.04939444283804926,0.15701298188942903,0.7551830844012861,0.5849378324055036,0.49603647509645726,0.6399911021132089,0.033126257176054844,-0.14886133719480582,-0.07908916457446545,-0.2333161334937776,0.16747540539890562,0.04851305776556593,0.2767803250303729,0.6953783109156569,-0.22697056490769638,-0.205905238418766,-0.09950185235158684,0.06231053849999196,0.19966680717448973,0.43078213353008715,0.7099596878313826,0.1903507892246115,0.20067144957386682,0.2195362213032131,0.15113842696945884,0.16730776792913482,0.30685343980859975,-0.10385022805217226
Thal_VA_R,0.6908437478221795,0.5064470130802554,-0.8143034033455688,0.4434213376945356,0.11281819507260332,1.0,-0.35578510627114474,0.3454820445849621,0.3549288714139148,-0.008675925284778849,-0.16377275104533393,0.8080164042247827,-0.08523817297077162,0.5583345172066945,0.36104164916806186,0.3096175523813421,-0.3239720377862579,0.8479665594415537,-0.37174268933411875,0.22661567444089212,0.0808232698190939,-0.8097452239035705,-0.5100541914073303,0.5428109258181176,-0.44636224090403287,0.2002360777680652,0.6905824999905898,-0.5734708353681016,-0.5729161075527149,-0.4622078578869098,-0.6611431318980705,-0.29094312580212595,0.2958994682988182,-0.25787532918643286,0.5398498156602786,0.8720366223134819,0.8136989134405865,-0.5221459478298599,-0.17682014648916458,0.8090407496433506,-0.6449297418828673,-0.3627109913735217,0.7740482457445891,-0.1973867156319669,-0.8661405393731736,0.6786592135850938,0.3430797090100599,0.3093097184929442,0.6192075052039521,-0.7509496125896893,-0.14550745915637148,0.18424694042196638,0.687860066096854,0.5983399146273484,-0.37699875875435496,0.6388793673136809,0.34006676439172784,0.7371051329878433,0.13681221751504777,-0.7835859300606434,0.7943739524239266,-0.26381011369105645,0.33575867037063023,-0.4497955714705884,0.11962924015018887,0.4890699125506584,-0.6732481579959816,-0.20871685459978867,-0.6674033948228769,0.47199875347358133,-0.09478113521003706,0.2430097636842908,0.7129785936010189,-0.5365076032550797,0.10639620491056777,0.1660456071730142,0.32952346642823255,0.03567345709591192,0.7961726416769888,-0.46790328738395603,-0.13472791669450856,-0.8278567227957594,0.24975295795906283,-0.4923672940587228,0.36354611582966234,0.10956466779030978,0.4104075472391636,-0.12232478345440091,-0.22515719651065846,-0.4840159230046807,0.832867023779978,-0.05344472330299239,-0.052113766516231806,-0.6173932452154419,-0.5461198782680511,-0.5401571132440703,0.517023219814767,-0.15351305649003644,-0.2993462614845307,0.766712013644172
SN_pc_R,0.0035584536493730207,-0.2744749444443355,0.4690148245002208,0.3532886248314895,0.3781810742548997,-0.35578510627114474,1.0,0.08043386785021678,0.12773194023221762,0.4839759700008617,0.41544336869988513,-0.22967539991579816,0.2542044485974592,-0.5608265162996803,0.16623961838073972,0.23809666334940321,0.17136891134859092,-0.2824242198121334,0.39107635266630175,0.32417914682889015,0.297152486503825,0.6482086933071398,0.43045728754787227,-0.287612926788743,0.3339175321600259,-0.4309119218821984,-0.0026664591067228436,0.3907981133830261,0.213794262606713,0.6877754161793338,0.5309758619132113,-0.14014662915565027,0.2612461802629128,0.2760941696538925,-0.19614435622424212,-0.5054300271317932,-0.38234133753665106,0.3989734173336181,0.41328934651245824,-0.570434326849252,0.39889340450674965,0.2821818451707272,-0.23875936229859965,0.7289365367183708,0.5049272574700634,-0.4308006113605059,0.3739905388989297,0.25901254984968886,-0.5047641713037798,0.3617151203046495,0.35218903702450416,0.1944109888921078,0.02732244479373684,0.13102262817923838,0.6306805254332585,-0.022814250859914013,0.3353729470814181,-0.013980782276251444,0.5709155697190721,0.6517750595738593,-0.05611655525294378,0.22130785815202067,0.1087878858167044,0.18046161646899941,0.4689617019749201,-0.05036165101390587,0.5878906198653837,0.24254106369660602,0.653924232182122,-0.16257794110178656,0.514300740596481,-0.08462500123100734,-0.09319756912397831,0.6148463528721348,0.4594190334714576,0.1920901027006814,0.17716672443203418,0.21054960689826283,-0.1592415227249835,0.29392944657840453,0.15011455922381436,0.4172386380917044,0.2711344554793411,0.22186176095358387,0.27107626165218945,0.425308870042176,-0.5860404010018366,0.17813504759369864,0.2987138765984344,0.5137172767192225,-0.23538946994484483,0.4602351570586882,0.5081503081090324,0.4602040549736139,0.7658326116497477,0.6303685043177771,-0.278975273410647,0.590959264005072,0.6993960001533872,-0.5134181047974359
Vermis_7,0.36203470242004143,0.3922815732828695,-0.20930073860799117,0.4028964294509146,0.11638959152625372,0.3454820445849621,0.08043386785021678,1.0,0.4640512343070254,0.5792364634994313,-0.07857782246750501,0.44389101874782927,-0.004467154301862403,-0.06052144054982154,0.859220274729089,0.4776186090283863,-0.19566514058386866,0.3233920919063068,0.06547186143241039,0.22737945998928344,0.7001813259543531,-0.07877109693187967,-0.3214714913991873,-0.051688702871700666,-0.1578767046773884,0.3231086014145136,0.488997520169784,-0.11852042948638246,-0.24011286680208294,0.04851864650868916,0.1344724013674056,-0.13074664803082253,0.5656872679745,0.043414301111869835,0.53499873935868,0.22379807158803683,0.1266693353444262,-0.15438855054513348,0.34430234775419905,0.21784199086840692,-0.09443359857507239,-0.21378824501832674,0.23673349696661386,0.36095295211398026,-0.3336300743693884,0.1642127352125779,0.34084418393481186,0.4123823862761805,0.524317609887376,-0.3323041313069957,0.49753941890863423,0.2137532694525778,0.46509151523096276,0.7048186395408139,0.06857200335724088,0.42811918711845154,0.5802963897612166,0.4679122985021019,0.20273215782177448,-0.1025343285307849,0.5718286036317175,0.019941835855389087,0.7607586085251405,-0.2743869779512097,0.2641291433468735,0.19022128132013574,-0.10760738742954802,0.01676541565145155,0.1503113058289268,0.13565340346350152,0.30542088524559335,0.03028645276838779,0.34626350671322137,0.01610047037363058,0.19854700795094382,0.26622773978426073,0.5543278745226349,0.1486284753949208,0.44282442835622426,0.1436264931934326,0.09587507247753904,-0.1374278585242722,0.2338257327335781,-0.332783883646069,0.6141923896126394,0.3494115514832259,0.13231056055757823,0.211650848214577,0.14674329884904663,-0.06984505941622514,0.26696797246602544,0.16908418491771207,0.18610201774805527,0.034819127143300065,0.04902795562929943,0.23399253340285098,-0.041068004747304106,0.4025664259888515,0.38752761567598276,0.2007085587307295
Vermis_4_5,0.5147572356613256,0.012058969799323398,-0.31814851829682617,0.5950562555848289,0.526284553051532,0.3549288714139148,0.12773194023221762,0.4640512343070254,1.0,0.13988941832432752,0.29941356241040434,0.26607613750857184,0.43346570636646153,0.27540862358286294,0.5929296235324817,0.2780962117062699,0.1840103575473343,0.2990131997084685,0.16207019198543837,0.5216880794727148,0.14071275564875818,-0.28891111534659364,-0.23274235013243935,0.20506482849126403,-0.1576803688828502,0.06739140003240872,0.4501312392358441,-0.28070053127979083,-0.30681996274588486,0.13436876690833977,-0.05345498278917145,0.00043095564331936166,0.26235794536547336,0.03141623477501513,0.3239803723499656,0.322000569868026,0.2617588129328589,-0.15439603166024424,0.5341594619808833,0.31121283291072305,-0.2066046055198627,-0.22953957307016268,0.3803780454602488,0.46055310579216363,-0.3562938507764098,0.3719578717849083,0.5445149418956189,0.06706519187756729,0.25817210092445764,-0.2619140929334235,0.41778520501754596,0.5436437829565178,0.49540203213888473,0.6351094443286838,0.0022521588601973077,0.34121952420791823,0.2512718264791652,0.4406274522835791,0.3428260759760178,-0.2130872559755457,0.4710737434972052,0.16877597019682464,0.36322302681196666,-0.24016663411197012,0.5022176105154927,0.1704142589356498,-0.09757635177627166,0.18558376907571908,-0.1053026589474858,0.5590578682631789,0.7015182527858635,0.3224770398993513,0.28109537916452887,-0.12022963023054165,0.4083065666298127,0.606718871146126,0.9380640136779972,0.4854459342338101,0.2685021442967382,-0.19377354277578443,0.1144228049530831,-0.3939520536490595,0.45560661224062876,-0.23779892286909318,0.40232686547693997,0.6073520857863742,0.09774935807354754,0.05432761496958455,-0.08109746620259121,-0.1453943940992154,0.39988020127662394,0.39886085658887666,0.46468465796486436,-0.01187329142093508,-0.11597598779228958,-0.04964454263808902,0.15775875641348536,0.025231195856770697,0.3823089900885014,0.3110973797636715
Cerebellum_8_R,0.15408031546603707,0.1659870342855562,0.27157880708872056,0.34601023748813553,0.08874810661442797,-0.008675925284778849,0.4839759700008617,0.5792364634994313,0.13988941832432752,1.0,-0.04135718263333407,0.15206617250130186,0.033329697947592406,-0.33285445698565985,0.5386634024316134,0.5895701936473973,-0.26662077485779884,0.0800523608797194,0.05998680046189179,0.30060428879227147,0.7057717857398745,0.3923984076118835,0.20660943327602888,-0.09007743622704589,-0.027704072634601618,0.07541829952222334,0.29738442394760173,0.29442844304566007,-0.15007758082528072,0.38684576638230017,0.2963520621027802,-0.07477899535955702,0.6917133326290656,0.508011187903209,0.27951363619059033,-0.10689781109737262,-0.21889384813534515,0.04538688509918016,0.17912277643650326,-0.2567145920966101,0.09921733353993166,0.15506141365560644,-0.007641114073591111,0.5721157264733099,0.09206995208664373,-0.1262812165122213,0.41267997624999175,0.38412126138486324,-0.02246543729444194,-0.01154574631043446,0.2427096975639176,0.250002144559256,0.36447671936607007,0.36785192037778786,0.49466982102973855,0.29734966926056783,0.7389391762970725,0.25650037377701984,0.30801246891482353,0.36998853392789055,0.2964011682099205,-0.05190142475718794,0.7959547746088037,-0.18340697874611767,0.337452358274498,0.12473563862439381,0.19960003947695718,0.0305892505089889,0.5153248858125484,-0.040307719345056066,0.31664909603429126,-0.027398590484968923,0.20850336394032973,0.42656000564002167,0.32848624324828274,0.1445961748898878,0.24433166154408162,0.010449102911841915,0.26940972281216513,0.3334471723282856,0.308118549463162,0.316374760284179,0.3494237743093392,-0.15164413232661386,0.5992590588144645,0.2982750513679159,-0.2025980661820741,0.5359855108374685,0.37863859162239283,0.5631892550620194,0.047344540877048494,0.4388100683782174,0.30230404262448823,0.11840426967163398,0.4698360756852396,0.5834667789250431,-0.3185636773403849,0.8536877052444721,0.6158466121274201,-0.10469422937927354
