,Frontal_Sup_2_R,Cingulate_Mid_R,N_Acc_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Tri_R,Postcentral_L,Supp_Motor_Area_R,Parietal_Sup_R,Red_N_R,Precuneus_L,Thal_AV_R,Thal_MDl_L,Heschl_L,Occipital_Sup_L,Precuneus_R,Temporal_Mid_L,ACC_sub_R,Temporal_Sup_R,Temporal_Pole_Sup_R,Calcarine_R,Cerebellum_4_5_R,Thal_VA_L,Postcentral_R,Hippocampus_L,Rolandic_Oper_R,Thal_AV_L,Frontal_Mid_2_L,Thal_VPL_L,Vermis_6,Insula_L,Temporal_Sup_L,SN_pc_L,Heschl_R,Paracentral_Lobule_R,Frontal_Inf_Tri_L,Temporal_Pole_Mid_R,Thal_PuA_R,Frontal_Sup_Medial_R,Cingulate_Post_R,Caudate_L,Thal_IL_R,Frontal_Inf_Oper_R,SupraMarginal_R,Cerebellum_Crus2_R,Putamen_L,OFClat_L,SN_pc_R,Cerebellum_3_R,Cerebellum_4_5_L,Parietal_Inf_L,Parietal_Sup_L,Thal_VA_R,OFClat_R,Vermis_3,N_Acc_R,Cuneus_R,Cingulate_Mid_L,Parietal_Inf_R,Calcarine_L,Thal_PuA_L,Angular_L,ACC_sup_L,Vermis_8,Rolandic_Oper_L,Frontal_Inf_Orb_2_R,ACC_pre_L,Frontal_Inf_Oper_L,LC_R,Cerebellum_7b_R,ACC_pre_R,Thal_PuM_R,LC_L,Thal_LP_R,Frontal_Med_Orb_L,VTA_L,Red_N_L,OFCmed_R,Caudate_R,ParaHippocampal_R,VTA_R,Raphe_D,Occipital_Inf_L,Precentral_R,Occipital_Mid_R,Thal_VL_L,SN_pr_L,SN_pr_R,Thal_MGN_L,SupraMarginal_L,OFCpost_L,Thal_PuL_L,Amygdala_L,Supp_Motor_Area_L,Insula_R,Paracentral_Lobule_L,OFCmed_L,Cerebellum_8_L,Cerebellum_Crus1_L,Occipital_Inf_R,Cerebellum_10_L,OFCant_R,Thal_PuM_L,ACC_sup_R,Putamen_R,Amygdala_R,Thal_VL_R,Thal_MDl_R,Temporal_Pole_Mid_L,OFCant_L,Vermis_10,Frontal_Sup_2_L,Cerebellum_3_L,Olfactory_L,Cerebellum_7b_L,Thal_LGN_R,Cuneus_L,Pallidum_L,Frontal_Med_Orb_R,Temporal_Inf_R,OFCpost_R,Cingulate_Post_L,Precentral_L,Temporal_Pole_Sup_L,Vermis_9,Rectus_L,Thal_PuL_R,Thal_PuI_L,Pallidum_R,Thal_VPL_R,Frontal_Mid_2_R,Fusiform_L,Occipital_Sup_R,Vermis_4_5,Cerebellum_Crus2_L,Cerebellum_Crus1_R
Frontal_Sup_2_R,1.0,0.7870625542188336,0.17214755571495627,0.5091885704483611,0.6771821634842695,0.44605778296514675,0.836605675909874,0.3370589189837575,0.21550408377166688,0.5307555945546777,-0.06276102803015306,0.1874651460963028,0.38628954609324556,-0.04521026049600149,0.6753519860124665,0.09814199343234677,0.2072852284200011,0.49743993973217726,0.37594023117893044,0.28526985877993455,0.6033953229561695,0.09140052757754562,0.6043295881508144,0.2172259055072761,0.4124847259619871,0.13189483946013655,0.5022077238579074,-0.055159937165303354,0.2054786645973206,0.41242492252183216,0.47890125500964353,0.3461710798803052,0.14633784449629705,0.7470406696625023,0.29812388548048585,0.14204723986651344,-0.02352015983044518,0.771133194161813,0.3886933654502975,0.0842057460569337,-0.09454479399523993,0.5849378324055036,0.4120692798402143,0.020723200268629696,0.5530943816134689,0.23858291988477423,0.1920901027006814,0.3137040116261375,0.5374016779588474,0.34685399193562255,0.2984159717636898,0.1660456071730142,0.4357865225901963,0.3297198130130987,0.3510083511459504,0.361098216415824,0.7185375751508305,0.3807135638192166,-0.0206262909989958,0.04934064859153101,0.0613385431108132,0.2506928348450789,0.0896831421047628,0.6543463202734381,0.5242641330744593,0.5230341788615231,0.5554290558936035,0.28128313622203643,-0.03598167936887471,0.3004924353098389,0.22115528654809555,0.22283555051310674,0.2222166753578694,0.18986709965372364,-0.13505271881541436,0.3362371679237222,0.14485903431764438,0.40716610437802625,0.35850047941743673,0.12960005644615227,0.2990864656762918,-0.29649538000939135,0.6546203368956875,-0.07247657684895237,0.1571406106340112,0.2593581074523006,0.4520125034818247,0.08053519849588561,0.0533093469202773,0.44325010199989484,-0.09446628706940856,0.3001321883754909,0.8755074865349697,0.5208615487179605,0.7632871996229404,0.334596016729778,0.21590509730411628,-0.028003517121480345,-0.06741605040304627,0.323902068059078,0.2687115269184382,-0.04053475213380142,0.13164365028526154,0.4475773425473415,0.483121035490723,0.08817943731978432,-0.05980946765063159,0.08818395444258856,0.3950164809119631,0.4528311318252208,0.7402433911627914,0.41726502146968664,0.07848518743851163,0.1650340468326684,-0.14401567115179675,0.1526472075454842,0.3457061536530307,0.20536474436359517,0.21452885840206617,0.5335837848853767,0.28048748352684166,0.5274795929491672,0.26933387437196216,-0.005444232785150661,0.24964220240355073,-0.18980419102849364,0.04770349555601661,0.4374742444855761,-0.16082092971092599,0.7376100630135769,0.12205527509587503,0.17575063318928746,0.606718871146126,-0.0605637886476984,-0.05049382252512748
Cingulate_Mid_R,0.7870625542188336,1.0,-0.05405761904441807,0.42982072410090444,0.6467442565530046,0.5136328654552149,0.823381606823767,0.15202607261125234,0.4373850784891185,0.47601222138853305,0.08201576416722524,0.23994911844316366,0.592065508256321,0.06811091803244987,0.7671201628342417,0.12217315859392502,0.10588931261002538,0.7064104242314067,0.4837479826825056,0.4993511568069141,0.655301979515455,-0.027096389851934678,0.33760137794709666,0.1823644726530008,0.631894095284478,0.2699846994359787,0.6290069467902796,0.0452419931217863,0.24383657578446727,0.6851132598169131,0.5557144033408075,0.27524583300060423,0.23528979768445377,0.7559862907997367,0.29229948563984953,0.27312864808337295,-0.01611311052239205,0.7587402281597524,0.5085034813670293,-0.01909832841601631,-0.0790385226417704,0.7331849975919559,0.31613209166130884,0.13515748577514694,0.6580071811932179,0.03458130481224683,0.40596901253896406,0.5072076349205266,0.5762815147604731,0.4205922105776076,0.26879641780694435,0.093429844771125,0.4470581407115695,0.4456494927294787,0.33413671600970485,0.6165097446190096,0.9341171711334765,0.11496443447893362,0.17972460954260747,0.1736024334901584,0.21367735182042258,0.5158987249313144,-0.05259601786536432,0.6464776014422228,0.634237435575605,0.6343452379388246,0.6670619028447909,0.23873080390453189,0.1090589714117599,0.4483195885987108,0.18747316696069335,0.17143692488153997,0.15472992521581969,0.1937158301618568,-0.04594121916945675,0.5247212764409139,0.07211994618587152,0.3982535237668227,0.3826460367551694,0.05505906901832461,0.5162687012937128,-0.20923284206153872,0.4866754896089794,0.12333542303090013,0.08904353174724557,0.3876720284274589,0.5197459673875551,0.09755959572816873,0.28189774492739605,0.5643862943241899,0.03673658851011685,0.3218288184064497,0.8261189948762337,0.6274124806077616,0.6612447824971079,0.383438845763642,0.03703411257890112,-0.19447373075352511,0.1885596433919704,0.26496473202923937,0.14815463449242505,0.08059368612688696,0.2912974928938021,0.35634538117261133,0.6091661603927915,0.2628149009117128,0.047807193311403574,0.2554887788113325,0.5843085927086572,0.4301602164718909,0.8270834840842259,0.5974579484565458,0.11392036454889755,0.027620345354950754,-0.019207895579214172,0.30722137862031973,0.2512081932565329,0.16745574181781372,0.28337950044946275,0.46239020969950095,0.4931568833379739,0.6210607209775765,0.08303481596946719,-0.02973899912210029,0.16726041520136514,-0.09991120832166343,0.22128487223675175,0.2977335063934886,-0.005635023594136975,0.5149748017246596,0.04525194895862204,0.26882076509829184,0.6605204887198571,-0.03299916034753453,0.130274366029353
N_Acc_L,0.17214755571495627,-0.05405761904441807,1.0,0.6602320992730469,-0.04923369803744112,-0.39896070903464054,-0.07643924385174258,-0.36409008276542426,-0.5159916308468966,-0.3841569698908134,-0.6521370917202911,-0.583417360435018,-0.5319779761409845,-0.6254026126894823,-0.19896795110135534,-0.008499622780883037,0.7214858927452555,-0.10598430413119962,0.2259288247726537,-0.6086086323511137,0.2873262748817702,0.8684484116759676,-0.262701484044839,0.46018118764696153,-0.24828145706958155,-0.5591403553614817,-0.31198167431503737,-0.47944037269277756,0.26512777352078715,-0.1696544426010419,0.04689735781433745,0.4323349028733029,0.31169753384385634,-0.039364002028837115,0.3607948312057175,0.011813041971493642,0.6698676717181788,0.038348845031564036,-0.052465338061284436,0.6612546452232744,0.41928250993571936,-0.10385022805217226,-0.45590106026488186,-0.2787519261663455,0.32052551393368955,0.7945965518742527,-0.5134181047974359,-0.2435976910818113,0.4991580905575012,-0.5143797992414952,-0.5111649470794172,0.766712013644172,0.4747699849620337,-0.29073249337753054,0.4532979851801149,-0.24977452546753903,-0.03559884112937802,-0.324166369464096,-0.6507357211138323,-0.7274284512695905,-0.6770603767865895,-0.3647042126699636,0.5876830846049016,0.22380164879023628,0.2410378128753093,0.178584006701588,-0.18053531764396125,0.2193625327081405,-0.3765352222239236,-0.4545267348915385,0.6269256242039717,0.4895257406129274,0.5736342691378025,0.7302773631665188,-0.25588932313502455,-0.18098992635796493,0.7244965303489166,0.13360181661892814,0.6046332124588693,0.03564022550556356,-0.20639612287659487,-0.3368246403007973,-0.31499872935966866,-0.7209479786832352,0.6807708112180153,-0.40667643509850543,0.06578776800653399,0.631168955199764,-0.5448795729904039,-0.013078566269229396,-0.7572072554010822,-0.19838795457162647,-0.12446309894035112,0.19144813464627744,-0.18493847067116112,0.55757829798418,0.1653906818081234,0.3908715672565876,-0.6563385434383795,0.5228730307185157,0.7663988890592532,-0.7797538925296522,-0.7270980964887752,0.6493980824563292,-0.04438673960321604,-0.4587192510586235,-0.4201050305036185,-0.4675870506634194,0.09895671306274634,0.32125466428895044,-0.055524608767665344,-0.1840812229052311,-0.12234596973482074,0.057423520108919164,-0.49944174089489257,-0.6166748831039168,0.6250094062313557,0.7568376812951242,0.31083223930377823,0.5320178015688549,-0.08068457703968183,-0.35902808588704477,0.829293692656658,-0.08981490047525136,0.6835852971982118,-0.6363364378300751,-0.4482544082634397,0.735973287635025,-0.664848941216452,-0.143934804072843,0.47452648058884106,-0.6455461486212427,0.3110973797636715,-0.35756228485673375,-0.16000054220912652
Frontal_Inf_Orb_2_L,0.5091885704483611,0.42982072410090444,0.6602320992730469,1.0,0.28339695363004014,-0.040447079642898696,0.36168180303813774,-0.215387904259907,-0.15261916332214193,-0.08760104993460165,-0.2970653854401556,-0.3984466355492541,-0.04261920431893707,-0.4173201634010916,0.19062090580814847,0.3009119101822406,0.41455527999122804,0.17544291063685333,0.21155633143261435,-0.13514945055872524,0.5369523182633216,0.6232790845286436,-0.02171440481168651,0.35746156375714133,0.3189102011727731,-0.35696119470030885,0.054153780010637455,-0.21528255502398164,0.18819546600862377,0.38991253197848813,0.5019213803853537,0.5216602948602053,0.29646124880537666,0.3256340923711599,0.7204051062840718,-0.024705950343816667,0.3992675534425919,0.2896842424474936,-0.015673402618676044,0.5013543175385257,0.19227792360899565,0.3710117345615263,-0.23749179492010739,-0.15258082675110804,0.5624819131086229,0.7408025568954759,-0.16257794110178656,0.15446956350970087,0.6502299301451345,-0.23085990682444057,-0.32683388086422077,0.47199875347358133,0.3841785579581642,0.028080211608787955,0.23690752275003563,0.11975448621576444,0.4854398409656923,-0.19774867744841415,-0.3621108151839673,-0.4345941330934518,-0.4413772730813212,0.17701531265683956,0.2601357659151564,0.6963528234112296,0.5135288428321172,0.32776228770916227,0.31845474951853076,0.26011758533327534,-0.15751688157218746,-0.2439098654208096,0.4325402514254195,0.3202672600448689,0.4152629977352903,0.6175285816070091,-0.06140118990719915,0.13859751022951114,0.4629788151452386,0.05749685155524826,0.48154726102976986,0.12417088849857007,0.08409867820403541,-0.1648217608453914,0.06401087496113372,-0.5222761215732444,0.5850220018935872,-0.03434411838537597,0.3156339842929891,0.5027194228793802,-0.18584391785017895,0.39183674261594087,-0.4697757052176707,-0.09071320501567362,0.31894838945334686,0.6379137275670899,0.11977284578345623,0.5043500208985957,0.1841770723657295,0.21782397956623778,-0.3376488347766987,0.38416687128224847,0.6875708164857148,-0.5233927893668452,-0.4186448639459698,0.5942043347187231,0.24089070777306415,-0.14668770726389121,-0.279602156266857,-0.17469101289374536,0.3431921837385563,0.4241101227790566,0.3310296787602908,0.279178630475584,-0.01880045161249787,0.2229994873399293,-0.2772281557472789,-0.31090760867277295,0.510521259321838,0.5387440962552034,0.1743924923036766,0.5564987489447228,-0.002358405714113956,0.04541887291541765,0.7392512575671687,-0.11228798451350389,0.5471862548433066,-0.45876981537409706,-0.11066729925015303,0.6189142586894931,-0.36783935874038015,0.14944215151086096,0.4710298350701316,-0.3799405028535499,0.5590578682631789,-0.10318712989644563,-0.20256172128524838
Frontal_Inf_Tri_R,0.6771821634842695,0.6467442565530046,-0.04923369803744112,0.28339695363004014,1.0,0.22623468152993825,0.5512950066308168,0.16546120913992685,0.3074100446667584,0.3018735953714032,-0.05481289324827992,0.40863022810660815,0.5249765542627677,-0.00862760712274078,0.4147988871784403,-0.0634157393126519,0.17460146608961608,0.6365240012275877,0.5110922633551779,0.30607591328498557,0.3871725993765207,-0.09342787059510883,0.42501957952317426,0.16264273056523498,0.5065249268569377,0.205419658319095,0.35035943103575257,-0.022362781173844385,0.09621661623187146,0.49724233117117195,0.361310508166861,0.3229487759218085,0.2552460836936179,0.41969733191247555,0.1776931511812576,0.3665897546182634,-0.030311809594748912,0.7631938195711662,0.26568396380754217,-0.1288803964261933,-0.1132119799420198,0.7551830844012861,0.33396837756406644,0.27548042347011753,0.6497056253115335,-0.09134195797006026,0.4594190334714576,0.40115735889445203,0.30767510167632395,0.21463057824612494,0.1881123526830699,0.10639620491056777,0.39537009832825054,0.40783196211009937,0.3888998102550313,0.2915116152932653,0.5514213050532827,0.20370371346299088,0.043002891666485014,0.20206265993666017,0.011885631183164425,0.32076108905350803,-0.12203297904262883,0.6245956563230727,0.7117440748989472,0.6554262207750541,0.5234662011060449,0.23481833787102266,0.21006190203578678,0.3822099789295221,0.20854544863279095,0.05712892500259069,0.27498222860935134,0.13472225727712694,-0.0885964719403013,0.4048583690414977,-0.05803213319758071,0.5475621480843929,0.2261064219412955,0.07570296587019291,0.25378797802824815,-0.25094924110034345,0.4249309769853828,0.030796019934388276,-0.06129503023972548,0.3627836134823124,0.4786386577032888,0.09582314777529824,-0.07539194672669525,0.4470115876102671,0.017130594455847525,0.4345335924862472,0.6282486161320466,0.6063336416216137,0.4599489951675267,0.2828577852472207,0.16171213362037384,-0.167290355440464,0.23356767106628526,0.0779955469281156,-0.009222475277388602,0.1752192959778744,0.2895697220413101,0.39567875169882727,0.5020823359494665,0.16234197948773685,0.033124180602442904,0.3283161813994457,0.38160498844734725,0.40633586111038755,0.5957200207291312,0.3693267589169849,0.04991549632346779,0.16096044124811706,0.015962761954422578,0.10898769399939674,0.30034394537051357,0.1864258940287427,0.22048642511537997,0.3865369636394296,0.245361327965553,0.3292814223460689,0.003228407491956364,0.13132844675740052,0.11268384964958882,-0.03354110639274427,0.2627999042816821,0.3418654280822037,-0.020584442091209007,0.5414899689402748,-0.0606807736856142,0.16231179687007438,0.4083065666298127,0.192301417790722,0.09845606640238638
Postcentral_L,0.44605778296514675,0.5136328654552149,-0.39896070903464054,-0.040447079642898696,0.22623468152993825,1.0,0.6903831896624274,0.49717961063955535,0.3516554504652926,0.7200797417038646,0.3279984072844072,0.26216783697073076,0.6265827510937467,0.5093285009680645,0.6313557745030143,0.06292675341748777,-0.22368701315874756,0.2480670940919094,0.12850075404334657,0.49517533385735724,0.20368369258474422,-0.4137502453834423,0.4646184859009473,-0.18113499518531487,0.3819723788932725,0.3025538389767609,0.8364298217269759,0.21353795259961092,-0.07730558746483225,0.48178936553182267,0.33133462527958996,-0.13698191270705307,-0.2843406622489905,0.6803085149918783,0.22475942795399345,0.07680872360195878,-0.4083146374026373,0.329546608903134,0.21835105991380552,-0.2935007693913657,-0.28104386936568704,0.39485771168725775,0.38333077462546117,0.03835534434258439,0.037667249610220006,-0.23443160177584668,0.22130785815202067,0.2097840329287387,0.09257128309911324,0.9239020429506432,0.7897594801168589,-0.26381011369105645,0.09302111416665455,0.15702030517610965,-0.06695576347468876,0.39855981964734594,0.5715273021399538,0.41349918160800103,0.3248642040619442,0.39177163732463166,0.7263535812974542,0.4309152617035087,-0.13128292978214584,0.2744899776030044,0.1159833719230369,0.25731971357414535,0.6806137396891889,0.006418595477281875,-0.05752688762009891,0.4574846340751119,-0.4123127694885651,-0.09862886868851813,-0.4262252272770836,-0.24164335643678048,-0.07303440860131345,0.3619361021108236,-0.15265599289228401,0.019908373962815095,0.025920904978754853,-0.03413894508976982,0.3453043593919376,-0.11957875212121866,0.632388895741948,0.5306267052071384,-0.1902981419995651,0.32328297265170064,0.24250639287112177,-0.3385439326767541,0.7315298600866337,0.23884237296131744,0.36674472913961553,0.22067667478888903,0.6849426053070197,0.13004624251659225,0.7543612334302154,-0.09051404999240953,-0.3548851225839649,-0.4638384840983211,0.19586820947853353,0.04941577743968513,-0.2109668600529288,0.3131786574848949,0.4929782915225725,-0.18029866477539172,0.28113691189438633,0.1978437165277519,0.15163506525094042,0.17993130963965032,0.16081943390458245,-0.019303719801846853,0.659540421740891,0.3147523400944015,0.09850011248662138,-0.23094731129037452,0.0029971414439997337,0.5808318693396424,-0.23295631798303468,-0.2318741804342657,0.12003512170548426,0.051680831113420186,0.1646261380266877,0.9634411326520639,-0.28077846261834366,-0.1700418209796852,-0.11368321990788349,0.1329965805470506,0.1107338586214132,-0.1958208759596609,0.16132732547366938,0.3679057033478463,-0.2631314588391711,0.6071796854293445,0.16877597019682464,-0.13457297020935785,0.09488337307930518
Supp_Motor_Area_R,0.836605675909874,0.823381606823767,-0.07643924385174258,0.36168180303813774,0.5512950066308168,0.6903831896624274,1.0,0.3829794992667414,0.36695155934918205,0.5909778445855618,0.07069766364903192,0.13002197823290043,0.5292317606334609,0.13731712645482347,0.7592193047035257,0.09010203492085095,0.05289102247184033,0.5180255213507136,0.31234146045254646,0.37235988178508206,0.47954450456929326,-0.09930317588786752,0.534276423325221,0.05077474164935584,0.5468068191815436,0.1654306174898251,0.7023562096705648,-0.024333514127398037,0.05307192625293896,0.5395445677733184,0.47029171275000914,0.15311483509328114,-0.007677558497285301,0.9035934297427828,0.30132155817536344,0.09294862043562876,-0.14476464749245835,0.6493910067560097,0.35458003313637537,-0.13917513165277223,-0.15251658588905412,0.6399911021132089,0.3884792205486027,0.003690532735135421,0.4603286037570053,0.04507362768084192,0.21054960689826283,0.27483640218768945,0.4338962450077763,0.5863439993015505,0.4804840878145821,0.03567345709591192,0.3195912895052957,0.2669641671141789,0.2028242972834041,0.5003749829039036,0.7784412201882631,0.362781851683534,0.07076548683443151,0.11362170289156472,0.30436551011727886,0.37966326525681465,-0.04519131932477728,0.5511040082097061,0.4359591594342095,0.47290123053609795,0.6963585963767744,0.15338005430924218,-0.0592908943389263,0.3645346546211865,0.021008615032022383,0.032202960422879345,-0.0210292932125644,0.047142958027135036,-0.12456314119262836,0.4739979118373803,0.03914927593711209,0.20833318875795734,0.2730917547396932,-0.04369934482135784,0.4737246869208922,-0.22645959675590416,0.6977163618427448,0.1717969437412746,0.00044627211322856904,0.322678507392743,0.4525259284960821,-0.10183680530507903,0.3493733405006174,0.37116724811050433,0.0653492931560199,0.2298456878502137,0.9553310800444759,0.4382195061096618,0.8517279813904085,0.22508117683335568,-0.111845016357973,-0.24511476863402468,0.045175067461400986,0.19805462167376864,0.06074629571603659,0.026777939867273465,0.2599801622785872,0.19971800195673586,0.5026960705485854,0.07133210515690125,-0.03198261406888381,0.12978443529891767,0.33984387959802664,0.2696208877606924,0.7861109960606106,0.4346321594400213,0.025648347281394656,-0.07468925213048777,-0.15073472258168377,0.27831648642549744,0.10496962513951151,0.03842243647895417,0.1935949926283563,0.32234560990300537,0.28583106643379697,0.7916234674631483,0.06618311377019646,-0.1541936474831097,0.09376771831131459,-0.14846736872056146,0.00111042828264795,0.22959991359907705,-0.0994280379985051,0.6200742697806327,-0.08948800723692396,0.35647435681357986,0.4854459342338101,-0.13227117466170332,-0.0007664064321228337
Parietal_Sup_R,0.3370589189837575,0.15202607261125234,-0.36409008276542426,-0.215387904259907,0.16546120913992685,0.49717961063955535,0.3829794992667414,1.0,0.26211038627322236,0.7386100196053531,0.4313825543815481,0.48183433462060454,0.30133656869495173,0.5952604708444431,0.3922246323065067,0.11289817928105525,-0.3839438569929615,0.009294716541412859,-0.24025636000792286,0.3154241637518966,-0.21495883479200664,-0.5312206377765604,0.8194990340590139,-0.08992147069873734,0.17696883578986752,0.3925543675834776,0.19998321801540828,0.37881580972442574,-0.3969570290993003,0.014617611486466021,0.03135249454868275,-0.10269672028480022,-0.35379343190568757,0.46195885821963123,-0.1890381208263737,-0.2969748460009822,-0.5889331049785913,0.27028672468828063,0.21929860616206287,-0.2603648340357535,-0.35509387911467016,0.04851305776556593,0.7891549217610877,-0.09714089511826489,-0.14166610330370263,-0.19498762678442416,0.22186176095358387,-0.004530888594779511,-0.3366435632150996,0.6464068268045555,0.8086512325245481,-0.4923672940587228,-0.21674850458968392,0.11832201840282333,-0.20631806872397507,0.04953791557443925,0.07320993480143738,0.8794713757877266,0.35664521785249603,0.5072842050412266,0.6028766761547449,0.09514500245721196,-0.35961833707536284,-0.025034742940575193,-0.13255644115998758,-0.05516771513498692,0.17860002303729364,0.15612684859055978,-0.11235491970753639,0.37703605476377483,-0.44308560252375667,-0.3241117879860455,-0.5084334812516487,-0.38755142995743347,0.11358514881034916,0.06415788066639105,-0.2960567853875382,0.1477334815948631,-0.3979362933063793,-0.02166720363343596,0.1284017183141003,0.0397553935976302,0.6917145846047154,0.5454111181282033,-0.24370179828781516,0.30927255162289435,0.18790889932950022,-0.4783768619617137,0.47489206878803014,0.056373826616748134,0.5561597358803976,0.26079919829954606,0.4011666848839031,-0.020254269182952454,0.61712363851062,-0.18932216085383075,0.10479458797113182,-0.2809579247909235,0.005238343971956953,-0.0429068046209943,-0.29011879475069247,0.4910365356332044,0.5045296902057452,-0.30289578993005933,0.14729764997355735,0.24888632060378635,0.20292201335918464,-0.01626471045497846,-0.13107828753533204,-0.1497254109021185,0.17541152693711812,-0.055730344283438045,0.18142812116790216,0.11930338338061368,0.22428745305307857,0.5590940978373641,-0.1995827753894663,-0.39261150826957664,-0.41072042204482995,-0.13650693496012414,0.012487551724887318,0.402833784396736,-0.3016842359485973,-0.14524799414228476,-0.2708445021732897,0.3969802971471574,0.10879401270927079,-0.32066001146086565,0.34916490059095806,0.5507587852885005,-0.2787057452242758,0.6721033944932829,-0.23779892286909318,0.09663535093361827,-0.29946674168941034
Red_N_R,0.21550408377166688,0.4373850784891185,-0.5159916308468966,-0.15261916332214193,0.3074100446667584,0.3516554504652926,0.36695155934918205,0.26211038627322236,1.0,0.40204089054956793,0.46093649119855845,0.4578106770420156,0.550004534027712,0.37975394533934514,0.5554897848345852,0.15218365712246829,-0.33979825350099924,0.38088618161471016,-0.01017056617450402,0.6858545912886285,0.1723493922763996,-0.5774046578457105,0.25225076145203607,-0.042335044922030905,0.4261605377075659,0.3291796685302929,0.38781459983581834,0.5077396715667317,0.01916587289586828,0.3473790363377994,0.23581973243353133,0.11752837748435607,-0.050254535055552586,0.46926479289363454,-0.006350744521293027,-0.0214548560363774,-0.3385471875975077,0.3284046653514189,0.5005215157481311,-0.15388894095225533,-0.034612285427582386,0.313255295029012,0.487347474824758,0.423924158518173,0.18760369826086384,-0.5281712576800005,0.6075335220407835,0.5517841903356823,-0.0927824965366759,0.4125081173044836,0.3463699876433127,-0.4610112962088954,-0.2513442594042694,0.7328961955981803,-0.025995478987137888,0.5040365654155291,0.36674713308600937,0.26401103581812063,0.5829215904335702,0.5901016529620869,0.5021339618896855,0.5065584505498479,-0.5319329325729801,0.2758427838646064,0.12773995844771285,0.15126538869014688,0.3780266111241749,0.198954300655266,0.3658496689406564,0.49273484389987254,-0.17456116590337978,-0.2730418806404082,-0.20459769837797936,-0.40435519293225425,0.14719811905347774,0.8125077053300482,-0.517710876110904,0.15882250329862807,-0.34496129228366995,-0.2366040597218295,0.8183198466629386,0.1771307739125794,0.3072874264955231,0.4530327194880021,-0.3206690250645295,0.8042663072697348,0.5089212707367892,-0.31960045895933614,0.4057697439345881,0.1660320273586833,0.6320094626727447,0.545594096407236,0.3722370250754571,0.21903248136110548,0.34819287401011684,-0.28152874190442634,0.17981042492520086,-0.23749002565610589,0.5861512183410569,-0.2479365841060091,-0.5758819464811132,0.6003096862145935,0.6266614340890906,-0.11492869885219341,0.5153727008730222,0.4039824570166207,0.49809166094086144,0.42760093835312674,-0.052203195255592263,0.1706373486889654,0.3124687052679725,0.4249016070968757,0.458375610353228,0.233963608410604,0.3707979630844205,0.5346493284605458,-0.06982414958414686,-0.4730570079762457,-0.24864646921200823,-0.22729417894381693,0.48178506711346086,0.34750998921360915,-0.49428792642819297,0.25973783530698163,-0.549496655252404,0.5140217716281293,0.35867980961159507,-0.2766629691574469,0.5048545082267715,0.36663462441402983,-0.23629271613505679,0.48556653307364134,0.07830861746292883,0.41771432426585053,0.1322580086028256
Precuneus_L,0.5307555945546777,0.47601222138853305,-0.3841569698908134,-0.08760104993460165,0.3018735953714032,0.7200797417038646,0.5909778445855618,0.7386100196053531,0.40204089054956793,1.0,0.3879104592116204,0.5078524764760785,0.4832192667124772,0.6908483756732561,0.7803173346081419,-0.010432924697745781,-0.2711848537962393,0.27906370236590033,-0.0199943219520406,0.6361511762346662,0.25886350346770876,-0.48954079173996085,0.7780199435684861,-0.0412281763877401,0.42893093749341604,0.42305785651882266,0.5215387739992267,0.29191177677732444,0.0863330090728524,0.3422512810411742,0.07808616755279847,0.03883619263530595,-0.16956087009460363,0.6751860726953653,-0.026848608013439187,-0.07277637255929292,-0.41675359151382113,0.44432914127386786,0.4239799632555123,-0.2246321205233696,-0.29302419992244416,0.31883927356284014,0.7390150648142119,0.09030820020581372,0.1206826012842774,-0.25072401738239586,0.39107635266630175,0.3772850306660291,0.0668348429680685,0.8088208330592902,0.8365907790258793,-0.37174268933411875,-0.0007736210553171694,0.3646555741301593,-0.02183651226399143,0.5209842131218786,0.37327733962909815,0.7499575036575482,0.5989604766962423,0.5547729020882514,0.6737148024115486,0.3403186280355515,-0.18484830255114235,0.13518547483845786,0.09404963817787979,0.21625949991900784,0.3410746815685499,0.13918713614155037,0.022019553989597627,0.5714904270989971,-0.2606882831115166,-0.10529907252960588,-0.3490039862573721,-0.2808041405306824,0.05440715029669839,0.3497622481865738,-0.2301797952617915,0.30843735876590894,-0.08839556897459733,0.008202320094869415,0.307694900495443,0.06030898377615719,0.7520832988322996,0.6467204617432725,-0.2760695994764963,0.4440044472167854,0.3560475103727754,-0.29691042045705357,0.549383845560756,0.22562298458972754,0.47682394316705673,0.3902908524832016,0.6540937827618334,0.19409428723500935,0.8146852525125274,-0.07554627628482746,0.021101992660393924,-0.31892844475200455,0.21085882548685664,0.08881495050921823,-0.233289947121938,0.5062023489219437,0.5720761846036667,-0.16541771173975048,0.3587108553148177,0.3053508010684773,0.22547297902574837,0.15023474597567843,0.10887908005413742,0.10116365643918744,0.5448329012596937,0.34082612159719994,0.17779068744775856,0.03898274565397259,0.13292147484161917,0.7931250332068377,-0.12247978296078495,-0.287233612624867,-0.022296592238891813,0.028226347955419635,0.2780694534352432,0.6470245572612192,-0.3219800522487264,0.0008553526979748599,-0.1970710454257427,0.27311989242234425,0.23353002598286787,-0.22796233846900557,0.2929302132886943,0.6059222649226564,-0.04747232683515544,0.8354268717738453,0.16207019198543837,0.03430289717312577,0.03330414259898843
