,Parietal_Inf_L,Cerebellum_6_R,ACC_sub_L,Vermis_7,Thal_IL_R,OFCmed_L,Frontal_Sup_Medial_R,Parietal_Inf_R,Temporal_Pole_Mid_L,Cingulate_Post_R,Cerebellum_Crus1_R,Cingulate_Post_L,Raphe_M,Rectus_L,Olfactory_R,Cerebellum_4_5_R,Cerebellum_10_R,OFCant_R,Thal_MDl_L,Thal_PuA_R,SupraMarginal_R,Lingual_L,Cerebellum_10_L,Putamen_R,Thal_LP_R,Caudate_L,Thal_LGN_R,Supp_Motor_Area_L,Putamen_L,Cerebellum_Crus1_L,N_Acc_L,Rolandic_Oper_R,Vermis_9,Insula_R,ACC_sub_R,Vermis_6,Calcarine_R,Pallidum_L,Vermis_8,SN_pc_R,Occipital_Inf_R,Precuneus_R,Hippocampus_L,Vermis_10,Rectus_R,Paracentral_Lobule_L,ACC_pre_R,SupraMarginal_L,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_L,SN_pc_L,Cingulate_Mid_R,Thal_PuI_L,ParaHippocampal_R,Postcentral_R,Thal_VA_R,Red_N_L,Fusiform_R,Cerebellum_Crus2_L
Cerebellum_Crus1_R,0.1352007809717261,0.647037204213371,0.01831646479174221,0.7001813259543531,0.10759287031999039,-0.04508425452285699,0.15401729525842014,-0.33925460296249316,0.5216899595745795,0.20014123349654897,1.0,0.16950028608440187,-0.19371675071646402,-0.01778296007215508,0.2538907941789173,0.2234902459304706,-0.3270015135304514,-0.10722513990065748,0.18102607421449018,0.27694765619864176,-0.18354262090699747,0.3125427353112517,-0.06974069400818607,0.17888288351840143,0.2691477402259016,-0.08234139259371624,-0.037117214201573996,0.07207118596606298,0.2249780092498177,-0.0044448500654499104,-0.16000054220912652,-0.12734325368478916,0.6895841167970777,0.004015913381366137,0.08569995712921488,0.617243785003687,0.21946468018436535,0.09904212658273982,0.2820967759755816,0.297152486503825,0.529459959874807,0.1960420469030682,-0.19251660083485542,0.38385483051656205,-0.058495856746967015,0.0940483589972683,0.08779553276802236,-0.07313926717343652,-0.29946674168941034,0.3506374955040089,-0.03470661218313434,0.12240152221659815,0.130274366029353,0.2428341812501309,0.277778725725625,-0.3326300670038857,0.0808232698190939,0.23275074589895392,0.49701813880558543,0.1754085324109132
Cingulate_Post_L,0.21317545714276862,0.41804845427425713,-0.02031905611828139,0.3391214279127108,0.10025570683349201,0.16005635832333845,0.46446008877759903,-0.026223782914951015,0.23707338260744062,0.8785248249040615,0.16950028608440187,1.0,-0.0061024825363151965,-0.12000501084647909,0.4902348389324681,0.437196755546142,0.04130139604012011,-0.19844218696074606,0.2910725926712952,0.07602823600163622,0.2335490852725683,0.3081416607800462,0.21216770566790494,0.3022811894852453,0.21076054587734988,0.1963118344500659,0.14818143724502308,0.2954049240631193,0.41766661625406826,-0.14858097636464088,-0.08068457703968183,0.23813212286205448,0.2079654418962433,0.26278467731547783,0.0967895655027195,0.3266247228337527,0.3876745567541645,0.31165150637942696,-0.13136337957551128,0.4555713675972948,0.24355698569252685,0.5285651755606,0.34215649477927684,0.41553970596616163,-0.10122808331920201,0.24845866013943463,0.49797779306672824,0.18018457131816354,0.012487551724887318,0.24235571422382815,0.25362998734075626,0.23675412336099144,0.4931568833379739,0.24477815366962632,0.2096821269944967,0.009357829172898083,0.014071859023059989,0.48009513980827084,0.3481341860681418,0.06877831375866474
Raphe_M,-0.04133378908924994,0.06548865345415701,0.4463498783688599,-0.041068004747304106,0.24063046941733351,0.4955667066028396,0.12999886522171472,-0.020206027886335874,-0.43112583694587703,0.04231122686012021,-0.19371675071646402,-0.0061024825363151965,1.0,0.5301049266058723,-0.3455685784345662,0.15498919576603354,0.6533041214516766,0.4715329817928698,-0.3834715786136504,0.359260139996598,-0.09361027626059723,-0.5219480219854938,0.62157103596341,0.2404162916088882,0.12541210741537856,0.20770231386821636,-0.39556221457905416,0.10270694457734375,0.3139718917940621,0.0247510816558474,0.47117390483660143,0.14975813020491763,-0.4166481600121037,0.2021577613400353,0.4986232740125555,0.02585614287389386,-0.3291761765511013,0.3237767024338551,0.402207749512191,-0.278975273410647,-0.5439570518800046,0.04228653716626403,0.3587986614322476,0.11644607781211064,0.6047579412255703,0.07930050300674259,-0.0010113472370405603,-0.07783827108277488,-0.052267076254283264,0.19514210683674588,0.0070090899453317855,0.1837429534638586,0.15030997483049435,-0.3244503750778323,0.5011153888928406,0.012694299316033478,0.517023219814767,-0.028052701991569305,0.3019592528340926,-0.5740216745665276
Rectus_L,-0.2516141260157845,0.11902108407951614,0.7275685784011087,0.09107386143139551,0.08785860234811002,0.773797070033129,0.22537120023947108,-0.3141638900130824,-0.3960130586815326,-0.10406830625636991,-0.01778296007215508,-0.12000501084647909,0.5301049266058723,1.0,-0.6346913000282625,0.2694222697132405,0.5278849394796665,0.826507303873081,-0.4534181328906566,0.5125203651302829,-0.40638121561830687,-0.6420909452938617,0.5718003725906607,0.547886465094024,0.4592956050279767,0.35794288276477687,-0.5508002478175494,0.038795662727899936,0.38558627074261054,0.018683188495117218,0.6835852971982118,-0.05904829213344246,-0.23630706367084214,0.2770545973194551,0.6566002950200048,0.17774116807283397,-0.4440441743840433,0.4447097108346518,0.5768339859603803,-0.3090754588354286,-0.5638265307994713,-0.0678619347916779,0.21028151928061578,0.2773347790403131,0.8847922972375418,-0.011448178247154083,-0.2809766956922362,-0.3613107827537115,-0.2708445021732897,0.436989241329986,0.03938458150180599,0.2962142197046539,0.16726041520136514,-0.3384680940519922,0.6801177631973481,-0.17935769120156603,0.6962488734953844,-0.25387267534833047,0.3885427206544806,-0.4715899420186224
Olfactory_R,0.44602854376446355,0.09656208880934739,-0.5264283688113214,0.04902795562929943,-0.20242016398565307,-0.34149171480700785,0.3745208271345367,0.3536034095183803,0.575664655943295,0.5159323778584627,0.2538907941789173,0.4902348389324681,-0.3455685784345662,-0.6346913000282625,1.0,-0.027583136726678184,-0.36581197377631375,-0.744121370784176,0.725956021211514,-0.4085005244368587,0.5908949933042541,0.7239443302195657,-0.2668052434583148,-0.1996899869589889,-0.22873379605911864,-0.2781662983684134,0.5153113216973672,0.24446426859255382,0.1438864370921931,-0.34422526221659466,-0.6741889344083107,0.2964887933197333,0.3682875923655346,0.13003171430235513,-0.40763921487511356,-0.006092639079818428,0.6129174151615726,-0.11664499809565057,-0.5575497679232052,0.7658326116497477,0.6759046010766204,0.379497923684701,-0.07130640600112874,0.13848411526601606,-0.6544293170847922,0.28888471322758175,0.666120715952728,0.35023996898414567,0.3695470124637201,0.12382264482050329,0.17074762245299702,0.037558587180358365,0.2504951251538276,0.5577617019495029,-0.3996084999911191,0.30464791151435866,-0.5461198782680511,0.509494899782181,-0.05881922130796195,0.4817838045563048
Cerebellum_4_5_R,0.04040077741219539,0.7030286331437192,0.336578908360174,0.5543278745226349,0.10288748315205858,0.33218513964751684,0.4863876693530038,-0.18122988144892385,0.1534668716071623,0.41264517643071047,0.2234902459304706,0.437196755546142,0.15498919576603354,0.2694222697132405,-0.027583136726678184,1.0,0.11347933695360908,0.29598228658527015,-0.07451349362089563,0.29440124176011945,-0.08037385608775058,0.02051272975928205,0.2732817428058657,0.4784856366354647,0.43467256047679054,0.17786273923132703,-0.24769902105880814,0.5361352344134089,0.5993690871233491,0.10652321757922449,0.2873262748817702,0.33919284884887596,0.1322820657607131,0.5287122797289899,0.28870568164453647,0.6592487367198547,0.3888942828885582,0.3940828976331289,0.25384980290108394,0.17716672443203418,0.034070393881453775,0.6315966514484079,0.21943896531261525,0.4801640722195282,0.18140471801101954,0.3626110766246237,0.14900746223526132,-0.11762782584587189,-0.21495883479200664,0.5175125977655708,0.3849357971160764,0.5162722116460863,0.655301979515455,0.039724511013746765,0.5828188397436278,0.06153133954338988,0.32952346642823255,0.4513115482284242,0.6822894487373101,-0.08295169795435266
Cerebellum_10_R,-0.0809356699998656,0.02111675452579987,0.3888509090781985,0.007235159850960951,0.34101098374567584,0.47461335222930356,0.12142241071731638,0.12098653081164562,-0.6048416394445779,0.08040105165757633,-0.3270015135304514,0.04130139604012011,0.6533041214516766,0.5278849394796665,-0.36581197377631375,0.11347933695360908,1.0,0.543499774821358,-0.19625903039470366,0.22406614031038155,0.04082530526610506,-0.45352088059481366,0.8477118591470204,0.35417122471699874,0.11788585017803264,0.4987691848210346,-0.17698845793496057,0.04778649511902857,0.15126145764858379,0.20585307676364042,0.5555545115716763,-0.10208028356503016,-0.3372899701827733,0.1017543569460626,0.4960770828792859,0.0672764538447007,-0.39059540134060594,0.43828003436182617,0.4971724691825708,-0.3332797477745024,-0.7092579189619975,-0.008261193288486715,0.6070502736094444,0.2786718016638193,0.5804684002880113,0.06379370437735,0.03902750316550702,-0.08069602043986082,0.09224989580714467,0.02557170561547384,-0.0708946720953263,0.1579072862405876,0.06953705678445095,-0.19679872875492987,0.4624310551535239,0.13825353398542434,0.47269882511590416,-0.2033464766394985,0.19427674388229393,-0.5954845095996067
OFCant_R,-0.35129855417317857,0.12332320018746198,0.7482494529737803,0.1642127352125779,0.2391976486076032,0.6853921351212753,0.07605011113515057,-0.30438867630160676,-0.36564054495886855,-0.189470749034595,-0.10722513990065748,-0.19844218696074606,0.4715329817928698,0.826507303873081,-0.744121370784176,0.29598228658527015,0.543499774821358,1.0,-0.5073103749984934,0.5365648312961657,-0.42898563846408677,-0.5778408960070897,0.5077744837442615,0.552747857340959,0.44534523826541034,0.5045689877337202,-0.4568377151692312,0.014845396546344621,0.30357919884578216,0.28610854979344147,0.7663988890592532,-0.046100196136114636,-0.18564034343651067,0.2539486969367749,0.5847674228474737,0.22842980240361063,-0.4665588834393882,0.4359108168074723,0.5612183273639172,-0.4308006113605059,-0.5890001787288688,-0.11672036295907137,0.332479911395385,0.29165939009100816,0.813515959664692,-0.04364306026094797,-0.42026925879570554,-0.35451497815606,-0.29011879475069247,0.30905099583003615,-0.07560432622724912,0.2621199266719096,0.14815463449242505,-0.3005697081900907,0.635328289362605,-0.16854435788820457,0.6786592135850938,-0.3184883092137282,0.3544697941542725,-0.3638143273603787
Thal_MDl_L,0.44328493118617623,0.002974421937698988,-0.446418023140586,0.01610047037363058,-0.19415863397915603,-0.27872253395954505,0.35058666733954924,0.4822287622488872,0.47855220309980323,0.34158063750229106,0.18102607421449018,0.2910725926712952,-0.3834715786136504,-0.4534181328906566,0.725956021211514,-0.07451349362089563,-0.19625903039470366,-0.5073103749984934,1.0,-0.5556164345194948,0.6796274306437704,0.6535839901233569,-0.16661224352747586,-0.19597512581890145,-0.3004598766182798,-0.22860437450243226,0.6078034439195001,0.2373790855711613,-0.011306598704660793,-0.17513438878143114,-0.583417360435018,0.19490686073775926,0.3360051391852969,0.07240088163318366,-0.36782795422732745,-0.044322163326799766,0.5700527866231503,-0.16894952322560977,-0.42466442844101043,0.6148463528721348,0.5518414298678485,0.30811980180083587,0.03921995389143211,0.1254224737230303,-0.5146678638774278,0.280504741611059,0.6695586320369262,0.36621548464826736,0.48183433462060454,0.06731403937563299,0.16480073207505125,-0.04025622790862042,0.23994911844316366,0.6584722003513962,-0.3374371982916186,0.460402627100934,-0.5365076032550797,0.204567168650142,-0.09959087470158895,0.4241124556801358
Thal_PuA_R,-0.47454282697067846,0.4197193482492347,0.6728767739305226,0.44389101874782927,0.4199207195511086,0.5312527975018645,0.04479860311176016,-0.5409847621752583,-0.1726526662090065,0.06295737450013283,0.27694765619864176,0.07602823600163622,0.359260139996598,0.5125203651302829,-0.4085005244368587,0.29440124176011945,0.22406614031038155,0.5365648312961657,-0.5556164345194948,1.0,-0.5647557515368874,-0.41148674736331065,0.3746562881593287,0.6239336278487433,0.7534721516537644,0.4628824112828105,-0.5366839639515588,-0.16786502326309904,0.4499887820327291,0.1941612943591737,0.6698676717181788,-0.16442970459250983,0.12164761983752338,0.0911043535258198,0.655164237658199,0.48307690820827226,-0.4681207250060861,0.5793691329435655,0.5330953747935719,-0.22967539991579816,-0.3175708630842505,-0.1580668635779384,0.2967533988193649,0.3496105092873463,0.6120652853363995,-0.20255814717845855,-0.38349353555280324,-0.6192286389411344,-0.5889331049785913,0.3522229450156711,-0.28651973004039494,0.30655191715537206,-0.01611311052239205,-0.2939699375018454,0.6463979396226246,-0.47845965132292095,0.8080164042247827,-0.002751773449124116,0.5225272907497682,-0.2729774900184862
SupraMarginal_R,0.5727020319194528,-0.11888050872433989,-0.44386446219244907,-0.15438855054513348,-0.24189141267067035,-0.17447996381893077,0.41558244119775506,0.8799848909977371,0.10212548457326422,0.4013373972318812,-0.18354262090699747,0.2335490852725683,-0.09361027626059723,-0.40638121561830687,0.5908949933042541,-0.08037385608775058,0.04082530526610506,-0.42898563846408677,0.6796274306437704,-0.5647557515368874,1.0,0.4134426057823339,0.04188762717162755,-0.2835184310653331,-0.3992532506434047,-0.2220520653715323,0.4040817215471645,0.4297532715658902,-0.013360919424301055,-0.14865798103522784,-0.45590106026488186,0.342973307488767,0.021521646900010852,0.08175491129836429,-0.3653376458158095,-0.2122870260027106,0.5004267950576856,-0.13294942403250393,-0.37480340377891624,0.3989734173336181,0.24422077591553995,0.5228064803549749,0.03596216879274467,0.03031789318064647,-0.4288458220251973,0.5502922841422989,0.6163692488121728,0.46362711441922105,0.7891549217610877,-0.06237197454337326,0.12259932438870305,-0.06508677341486048,0.31613209166130884,0.30167107132122595,-0.39087997048856793,0.822834431773098,-0.5221459478298599,0.24777981147868314,-0.21289996286755627,0.1513762633201597
Lingual_L,0.23176682358676426,0.09855146936900806,-0.5091819936280144,0.1503113058289268,-0.13300674890481576,-0.482548459446952,0.06293459225571495,0.19100808620229376,0.6028797455607757,0.32113468725995103,0.3125427353112517,0.3081416607800462,-0.5219480219854938,-0.6420909452938617,0.7239443302195657,0.02051272975928205,-0.45352088059481366,-0.5778408960070897,0.6535839901233569,-0.41148674736331065,0.4134426057823339,1.0,-0.4147746249949668,-0.2832881610299048,-0.273928196266986,-0.16149704671550136,0.630981887239578,-0.006618792357334006,-0.04439136820270955,-0.05916645260594114,-0.6433943486064659,0.23724548215360453,0.5085935229212221,0.12056315611371604,-0.5230171757424648,0.18730937165242334,0.7261707882638729,-0.23629130926459888,-0.5060712874115681,0.653924232182122,0.7560514530653066,0.3016027180207305,-0.11850576670862184,0.12755817026772664,-0.6668732072125774,0.05341091412070422,0.4480585058837285,0.3283150112585659,0.21089055790257485,-0.07094373757322284,-0.01348780354096701,0.04325959546358194,0.08582654802074695,0.6400466393708921,-0.4954791918679809,0.15005035042830267,-0.6674033948228769,0.3382948021539657,-0.16945509706488163,0.6513444885008259
