,Parietal_Inf_L,Cerebellum_6_R,ACC_sub_L,Vermis_7,Thal_IL_R,OFCmed_L,Frontal_Sup_Medial_R,Parietal_Inf_R,Temporal_Pole_Mid_L,Cingulate_Post_R,Cerebellum_Crus1_R,Cingulate_Post_L,Raphe_M,Rectus_L,Olfactory_R,Cerebellum_4_5_R,Cerebellum_10_R,OFCant_R,Thal_MDl_L,Thal_PuA_R,SupraMarginal_R,Lingual_L,Cerebellum_10_L,Putamen_R,Thal_LP_R,Caudate_L,Thal_LGN_R,Supp_Motor_Area_L,Putamen_L,Cerebellum_Crus1_L,N_Acc_L,Rolandic_Oper_R,Vermis_9,Insula_R,ACC_sub_R,Vermis_6,Calcarine_R,Pallidum_L,Vermis_8,SN_pc_R,Occipital_Inf_R,Precuneus_R,Hippocampus_L,Vermis_10,Rectus_R,Paracentral_Lobule_L,ACC_pre_R,SupraMarginal_L,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_L,SN_pc_L,Cingulate_Mid_R,Thal_PuI_L,ParaHippocampal_R,Postcentral_R,Thal_VA_R,Red_N_L,Fusiform_R,Cerebellum_Crus2_L
Parietal_Inf_L,1.0,0.028152648420926844,-0.41699093203659693,-0.0029267529694193017,-0.30560019725669363,-0.15617091203848582,0.3591093591618303,0.5662194570206052,0.22996098259453684,0.31811700685729055,0.1352007809717261,0.21317545714276862,-0.04133378908924994,-0.2516141260157845,0.44602854376446355,0.04040077741219539,-0.0809356699998656,-0.35129855417317857,0.44328493118617623,-0.47454282697067846,0.5727020319194528,0.23176682358676426,0.008911805675393373,-0.26602518779903095,-0.4875477476524126,-0.34229784623898507,0.1153971121460615,0.6109944300288453,0.006702355354968802,-0.5269193586032825,-0.5143797992414952,0.31943060556130376,-0.06954552954895227,0.03862316031347157,-0.30810819748516766,-0.11274990727402077,0.5200753463712509,-0.25934080973491425,-0.2257727882750629,0.34161857947362667,0.27912737747907546,0.613980601000668,-0.17708374895439397,-0.04313842805953678,-0.31043801368296925,0.7548017467426129,0.5355659069329716,0.7708729960029493,0.6464068268045555,0.06797133065655207,0.513000628689877,-0.173973407894458,0.4205922105776076,0.1975102790827411,-0.09930479389200075,0.5326876052711017,-0.38729788812941446,0.35790765903823474,0.07364221848392645,-0.03968054580718349
Cerebellum_6_R,0.028152648420926844,1.0,0.2856169347041911,0.859220274729089,0.37959672710687764,0.1906860730814052,0.3632413342652167,-0.2605242449426811,0.2843442497601154,0.44188371945854865,0.647037204213371,0.41804845427425713,0.06548865345415701,0.11902108407951614,0.09656208880934739,0.7030286331437192,0.02111675452579987,0.12332320018746198,0.002974421937698988,0.4197193482492347,-0.11888050872433989,0.09855146936900806,0.2590002144736778,0.44435441412393706,0.48190782081760875,0.17814315544696782,-0.12319179067697655,0.3582635924243747,0.507884240118149,0.2746429337814088,0.20391827323073564,0.0718331258855845,0.5158015603168956,0.25250169886533336,0.35939525305244696,0.839818719137392,0.25609618660194217,0.4594431087973212,0.49419222869835133,0.16623961838073972,0.26854687359952356,0.48628938766754926,0.20968117054568491,0.5866094411179471,0.11033070751259329,0.2536237561114872,0.1297130705492226,-0.20874632915351865,-0.31864220571039964,0.4365446800358144,0.10844598731063235,0.4127602600080893,0.4246907193228609,0.08672970355807248,0.5658014102006337,-0.13151682528011585,0.36104164916806186,0.4322441000179827,0.8276149340807907,-0.06137405543232183
ACC_sub_L,-0.41699093203659693,0.2856169347041911,1.0,0.2484134110847208,0.33089296344086344,0.6599898456830571,0.18127419442840859,-0.3785765759524912,-0.18997261756950423,-0.015715974578817404,0.01831646479174221,-0.02031905611828139,0.4463498783688599,0.7275685784011087,-0.5264283688113214,0.336578908360174,0.3888509090781985,0.7482494529737803,-0.446418023140586,0.6728767739305226,-0.44386446219244907,-0.5091819936280144,0.4523520112226197,0.6215805311151198,0.6188434375935098,0.5265643514121474,-0.46447277923633257,-0.050837153817837946,0.4762394234682323,0.23332867428695953,0.8042219303614935,0.0022076243063242117,-0.002149611343870427,0.3428894528434482,0.8228731823378532,0.301445667830334,-0.4147800956751315,0.5808495134280389,0.48151593149625993,-0.2759758840357415,-0.38493162388463475,-0.11471330888886241,0.390892908325962,0.42084479589608564,0.7369101682316826,-0.13118213664175246,-0.30805778911243303,-0.4844597055598284,-0.41826517962825915,0.4660498919914947,-0.0930624768679198,0.5150182005400343,0.09912576068894001,-0.28763839178719713,0.6494783603116024,-0.26232333272096625,0.7590133723719015,-0.016355679958015363,0.4942638688040904,-0.23287127592895368
Vermis_7,-0.0029267529694193017,0.859220274729089,0.2484134110847208,1.0,0.3922815732828695,0.19228414363475646,0.2641291433468735,-0.2743869779512097,0.24959324646713982,0.37330608577520713,0.7001813259543531,0.3391214279127108,-0.041068004747304106,0.09107386143139551,0.04902795562929943,0.5543278745226349,0.007235159850960951,0.1642127352125779,0.01610047037363058,0.44389101874782927,-0.15438855054513348,0.1503113058289268,0.22828187831064012,0.46509151523096276,0.488997520169784,0.22381790342688432,-0.11852042948638246,0.21889123746189282,0.4028964294509146,0.3231086014145136,0.2007085587307295,-0.07857782246750501,0.5686542541986274,0.11695152738300368,0.3233920919063068,0.8763852193294533,0.16614819984005103,0.42811918711845154,0.524317609887376,0.08043386785021678,0.23399253340285098,0.34430234775419905,0.19022128132013574,0.6141923896126394,0.1266693353444262,0.1829822469118867,0.03834257933418778,-0.22056446643453745,-0.332783883646069,0.34084418393481186,-0.004467154301862403,0.2338257327335781,0.2977864452656072,0.06857200335724088,0.5283754191945035,-0.18739580845977025,0.3454820445849621,0.3233471582032174,0.7048186395408139,-0.06984505941622514
Thal_IL_R,-0.30560019725669363,0.37959672710687764,0.33089296344086344,0.3922815732828695,1.0,0.17051307560722487,-0.19648114187478014,-0.2817929296780062,-0.22445934488734504,0.07856455484170129,0.10759287031999039,0.10025570683349201,0.24063046941733351,0.08785860234811002,-0.20242016398565307,0.10288748315205858,0.34101098374567584,0.2391976486076032,-0.19415863397915603,0.4199207195511086,-0.24189141267067035,-0.13300674890481576,0.4035324781359784,0.3340626729757222,0.24588678777336126,0.6025150116364318,0.15432822100349988,-0.20478601231690177,0.08645509605930908,0.5481480158669029,0.41928250993571936,-0.24484163743380646,0.20231637668889565,-0.13750000948395674,0.4665115001896819,0.3469951402272357,-0.2993427215374247,0.508129647633936,0.4400273015716736,-0.2744749444443355,-0.1887383252169529,-0.1496657372773118,0.6595507727170776,0.3123021543960796,0.30489981549670936,-0.2516045510333345,-0.12167801864339567,-0.2113160218876383,-0.35509387911467016,-0.09676721043276797,-0.1716492710409852,0.12211074864398087,-0.0790385226417704,-0.049833329769127174,0.37221579177007436,-0.3097860291721112,0.5064470130802554,0.0937235925336726,0.31182537104733843,-0.22388165491480277
OFCmed_L,-0.15617091203848582,0.1906860730814052,0.6599898456830571,0.19228414363475646,0.17051307560722487,1.0,0.4034968442841788,-0.197109356795506,-0.3001867745999376,0.15366530226182565,-0.04508425452285699,0.16005635832333845,0.4955667066028396,0.773797070033129,-0.34149171480700785,0.33218513964751684,0.47461335222930356,0.6853921351212753,-0.27872253395954505,0.5312527975018645,-0.17447996381893077,-0.482548459446952,0.6227121118314084,0.5788267785424782,0.5144645272623293,0.3810469119752073,-0.39196963009171715,0.1702100154231099,0.599870710664486,-0.06120013925185623,0.55757829798418,0.1684541473676874,-0.2176761321293637,0.3596134889372934,0.6205174036297246,0.22137296307237522,-0.2796000065132685,0.5433086901431761,0.4003642704824454,-0.08911198410229937,-0.43116534489952596,0.09602449898792081,0.43444086951633964,0.4069671537284523,0.8252874993918405,0.0909656961493431,-0.04728605799340461,-0.27774185143390023,-0.18932216085383075,0.5002111185529395,0.05728755106475356,0.23760506590628805,0.383438845763642,-0.16435534159531975,0.70619801438042,-0.06725498038906091,0.6650416479874821,-0.05420710552452013,0.47498410580214445,-0.43698216175967414
Frontal_Sup_Medial_R,0.3591093591618303,0.3632413342652167,0.18127419442840859,0.2641291433468735,-0.19648114187478014,0.4034968442841788,1.0,0.24885436328707228,0.24166366739609052,0.581948037748799,0.15401729525842014,0.46446008877759903,0.12999886522171472,0.22537120023947108,0.3745208271345367,0.4863876693530038,0.12142241071731638,0.07605011113515057,0.35058666733954924,0.04479860311176016,0.41558244119775506,0.06293459225571495,0.30163677680323386,0.4219092932600748,0.3011745421340021,0.003283547834709097,-0.1033101624250682,0.7143876377476498,0.7021322249215999,-0.2907259890181124,0.038348845031564036,0.42867133851902306,0.10419013945714423,0.5796185861274853,0.23042063994039133,0.22494865227097496,0.3471012408149906,0.371396796157333,-0.010352710103852164,0.4689617019749201,0.127902709608628,0.6256135561902568,0.12739766094275604,0.46639262632330647,0.07853054140538245,0.6327863235730044,0.46487225181806,0.039061605208716724,0.27028672468828063,0.7453969623726895,0.4579063502025622,0.40954274221208115,0.7587402281597524,0.20008490351211292,0.31834603363355435,0.41138051584422586,0.11962924015018887,0.4364749864399706,0.4412379265656294,0.027101784956912955
Parietal_Inf_R,0.5662194570206052,-0.2605242449426811,-0.3785765759524912,-0.2743869779512097,-0.2817929296780062,-0.197109356795506,0.24885436328707228,1.0,-0.08493091692996856,0.1783871484989976,-0.33925460296249316,-0.026223782914951015,-0.020206027886335874,-0.3141638900130824,0.3536034095183803,-0.18122988144892385,0.12098653081164562,-0.30438867630160676,0.4822287622488872,-0.5409847621752583,0.8799848909977371,0.19100808620229376,0.014420500218791698,-0.3362155160915294,-0.4531719841099701,-0.2418601055511484,0.21701082849909256,0.3975714351091242,-0.16750868799193458,-0.12598495455773362,-0.324166369464096,0.22278999380158213,-0.14762199922270322,-0.04063561106307811,-0.333024985535299,-0.3252016019496113,0.31833039711173056,-0.20200708453566998,-0.2849098764726857,0.18046161646899941,0.005818556987350583,0.39890762801307006,-0.0318431410859899,-0.11846736789375656,-0.32869126806755267,0.5983421044044298,0.3981881808533705,0.3729911343620294,0.8794713757877266,-0.19974474088775188,0.05692433544350031,-0.1138855756508578,0.11496443447893362,0.07661560376557514,-0.3971698888459108,0.9150229878269073,-0.4497955714705884,0.09139721750754809,-0.2927545847420913,0.03889979971644123
Temporal_Pole_Mid_L,0.22996098259453684,0.2843442497601154,-0.18997261756950423,0.24959324646713982,-0.22445934488734504,-0.3001867745999376,0.24166366739609052,-0.08493091692996856,1.0,0.2275031764439363,0.5216899595745795,0.23707338260744062,-0.43112583694587703,-0.3960130586815326,0.575664655943295,0.1534668716071623,-0.6048416394445779,-0.36564054495886855,0.47855220309980323,-0.1726526662090065,0.10212548457326422,0.6028797455607757,-0.5101278447923788,0.006667992157803641,-0.019859809069171296,-0.23173936593192873,0.3075718771004774,0.22197082141380833,0.20172215114988007,-0.18723465954571028,-0.4675870506634194,0.24769058485617543,0.6054639367700341,0.23482214705360666,-0.22499963956464666,0.17998021864336197,0.49032019701302726,-0.09749894454125699,-0.43664366759835455,0.6061730145273586,0.7857801958671363,0.20883447295773022,-0.19565455891141206,0.25100911750155647,-0.4809245607404789,0.1579742797632171,0.32807300808005047,0.14124530783764738,-0.01626471045497846,0.29615201091817384,0.22162596039560117,0.17111844440085358,0.2554887788113325,0.5430371575421208,-0.16920304881392778,-0.012565342392025067,-0.3162219764719015,0.33007539557912546,0.1797766124232549,0.6905186964642276
Cingulate_Post_R,0.31811700685729055,0.44188371945854865,-0.015715974578817404,0.37330608577520713,0.07856455484170129,0.15366530226182565,0.581948037748799,0.1783871484989976,0.2275031764439363,1.0,0.20014123349654897,0.8785248249040615,0.04231122686012021,-0.10406830625636991,0.5159323778584627,0.41264517643071047,0.08040105165757633,-0.189470749034595,0.34158063750229106,0.06295737450013283,0.4013373972318812,0.32113468725995103,0.24548298692297088,0.3077572682311617,0.1617727684332566,0.1901044924271122,0.09567728016769644,0.3722556718055354,0.44003465893860644,-0.15556718559580418,-0.052465338061284436,0.19957215343498722,0.25838667549789596,0.22765378000859698,0.10537111247737252,0.34137172364587426,0.408688902575669,0.38475368936859067,-0.08364576819907464,0.45581526696858937,0.21943838084567707,0.6431202202062082,0.28248947092204085,0.43706601140769286,-0.10698137998465954,0.4264894391591726,0.49756206571052675,0.16550058165977538,0.21929860616206287,0.28271630937461206,0.16750329835534858,0.3212737154654175,0.5085034813670293,0.16316801365561773,0.1664083760469183,0.18833601913192827,-0.011965196029021154,0.4970862467224056,0.3434002068708865,0.05370836144946098
