,Thal_VA_L,Temporal_Mid_L,Precuneus_R,OFCpost_R,Thal_MDm_L,Cerebellum_Crus2_R,Heschl_L,SN_pr_R,Cerebellum_3_R,Caudate_R,Vermis_8,Thal_VPL_L,Fusiform_L,OFCant_L,Vermis_3,Cerebellum_Crus1_R,Thal_PuL_R,Occipital_Mid_L,Red_N_R,Cingulate_Post_R,Temporal_Pole_Mid_R,Pallidum_R,Putamen_R,Vermis_9,Cuneus_R,LC_R,Occipital_Sup_R,Fusiform_R,Lingual_L,Frontal_Sup_2_R,OFCmed_L,Rectus_R,Thal_PuL_L,Parietal_Inf_R,Paracentral_Lobule_R,Thal_VL_R,Heschl_R,Paracentral_Lobule_L,Frontal_Sup_2_L,Raphe_M,Thal_VA_R,Vermis_10,Vermis_7,Thal_PuA_R,Insula_L,Cerebellum_10_R,Cerebellum_8_R,Temporal_Pole_Mid_L,Thal_MDl_L,Raphe_D,Caudate_L,Precentral_L,Cerebellum_9_R,Olfactory_L,ACC_sub_R,Putamen_L,ACC_sup_R,Supp_Motor_Area_L,Temporal_Inf_L,Frontal_Mid_2_R,VTA_L,Amygdala_R,Cingulate_Mid_R,Postcentral_R,Pallidum_L,SN_pc_R,Vermis_1_2,ACC_sup_L,Frontal_Mid_2_L,SupraMarginal_L,ACC_sub_L,Frontal_Inf_Tri_L,Temporal_Pole_Sup_L,Frontal_Med_Orb_R,SN_pr_L,Supp_Motor_Area_R,Hippocampus_L,Olfactory_R,Red_N_L,SupraMarginal_R
Thal_VA_L,1.0,0.00015203455055760992,-0.2785818244733377,0.542056611163892,0.09964752226541262,-0.3130746904093984,-0.5603343305261882,-0.04475307621677957,-0.2808748381683719,0.10391442022087745,0.6324029427545161,-0.5591087324827358,0.5184466677852185,0.2138107539221577,-0.3848682814090313,-0.10217807702927789,-0.7185817349372907,-0.6292889443344095,-0.5774046578457105,-0.14351054347813585,0.07547071806213926,0.7435741575548678,0.6267119823175661,-0.14269505611559,-0.22326764212960468,0.11085603128035601,-0.7242686370648107,0.40809897483273655,-0.6753416819568762,0.09140052757754562,0.6396899123016525,0.7939426799682967,-0.8614974993931851,-0.4885219573628099,-0.11430778529795797,-0.364976396295418,0.31151208878240316,-0.2787644909453733,-0.06277732557537782,0.4582791705960547,0.8720366223134819,0.3255652413612842,0.22379807158803683,0.73685311140153,-0.15831308122393548,0.5610780496972856,-0.10689781109737262,-0.479636026975771,-0.6421002310463196,-0.2582183348437879,0.6573772449110613,-0.34834231846814784,0.2908678573932021,-0.23377520803593568,0.7386888636547453,0.28575882525956636,-0.8050953991556922,-0.17734663017912147,0.6574969398191487,-0.22833268973333715,-0.2030004895446715,-0.042742807032638955,-0.027096389851934678,-0.3978459292975906,0.6006530443728225,-0.5054300271317932,0.6676928706490465,-0.3746072758259062,-0.29023547472520633,-0.5461123341793748,0.7657402654369656,0.35759047410225747,0.8377619428791115,0.7633160221239118,-0.5672535235638261,-0.09930317588786752,0.4934384206814401,-0.7193940031390961,-0.2662586475923817,-0.5821937373506274
Temporal_Mid_L,0.00015203455055760992,1.0,0.049177985662652496,0.012446548116437875,-0.1106491200264288,-0.24376420831021087,0.047960924486493826,-0.10672412482333649,-0.054487577519876984,-0.2866052373076747,-0.13203799373602884,0.4092501354535413,0.35954129636916704,-0.18310870064753154,0.04164697566845851,-0.35018092143524016,0.4001518108706544,0.07960173637996652,0.15218365712246829,-0.048237128066381287,-0.314981645860912,-0.24057781326034394,-0.10412077752107535,-0.062255073093396875,0.07649277850447576,-0.029158318610622593,0.03387218751503218,-0.18227750053716277,0.12100829703868095,0.09814199343234677,-0.17058493064188512,-0.21380601072421526,0.2639911207160106,0.09481353726203477,0.060227435478134125,0.4863720187209095,-0.15073425793128725,-0.0755966660748492,-0.1075775583062464,-0.061682073776061684,-0.29094312580212595,0.011608109953603885,-0.13074664803082253,-0.39376603977234403,0.01751033643173033,0.12503218720634685,-0.07477899535955702,-0.04027558016552649,0.07884633579376421,0.08648316880187346,0.2730654395400253,0.04519221304819121,-0.08391235779604725,0.4007431686500755,-0.1922875710665793,-0.18240239308194897,0.11613473889124855,0.03555381825048229,0.46777412085498177,0.21045317739516026,0.32312829406228266,-0.04800847707801613,0.12217315859392502,0.09139632120174637,-0.02805655069747097,-0.14014662915565027,0.08854587089992823,0.33490708606288216,0.012568778839451995,0.38778174919841474,-0.12321842793382926,0.4558139364682763,0.32414028746293655,-0.31756257324398374,0.04391279357843941,0.09010203492085095,0.2862009605063807,-0.07552342896924989,-0.013759469415662856,0.13505577418493706
Precuneus_R,-0.2785818244733377,0.049177985662652496,1.0,0.17038980638765808,0.08994690981292769,0.18755287799359355,0.4970720635548677,0.5158593126403321,0.580700768913632,0.31726807233014265,-0.03798643523990609,0.1464590845019275,0.06789519180383936,0.34389938776965734,0.5598005401928692,0.1960420469030682,0.10344796397743863,0.347085838651138,0.5554897848345852,0.6431202202062082,0.07747863030252862,0.039171809402622146,0.07562275945005448,0.0824541592064618,0.7902674455133876,0.18337317248065502,0.6294526544038942,0.4057898683752498,0.3016027180207305,0.6753519860124665,0.09602449898792081,-0.18607917479993716,0.2721781852631727,0.39890762801307006,0.8455841133697882,0.19716603747242065,0.08039955353719204,0.769173772681832,0.7320435532083542,0.04228653716626403,-0.17682014648916458,0.3310474550838649,0.34430234775419905,-0.1580668635779384,0.5230205694515824,-0.008261193288486715,0.17912277643650326,0.20883447295773022,0.30811980180083587,0.5702869169304635,-0.11561477140718537,0.6475664111164038,0.13214948442626168,0.1348280817259115,-0.08275002311586219,0.4233316176948781,0.41743778474655874,0.7763225455386396,-0.1918143417692093,0.5858992925265112,-0.017183143224646452,0.49816439952653085,0.7671201628342417,0.5050228241127107,0.07583852999515027,0.41328934651245824,0.15230260915205546,0.42290428826782916,0.6217795038723877,0.41670967086070193,-0.11471330888886241,0.10969500087487644,-0.15910214296015776,-0.10700100429035718,0.5387522712565843,0.7592193047035257,-0.026306216084537315,0.379497923684701,0.6288767805872152,0.5228064803549749
OFCpost_R,0.542056611163892,0.012446548116437875,0.17038980638765808,1.0,0.2610407672274562,0.03384059940641675,0.12989212505028608,0.26440986393412674,0.1481201767895991,0.4332812810601241,0.43191173957365375,-0.26055763972554663,0.2977000229498956,0.6009434860136179,0.058431106455028914,0.19644795879882718,-0.37935923168295754,-0.3943873574579732,-0.22729417894381693,0.17737278951568275,0.4840776555638497,0.6534169071434963,0.7362938286932837,0.13160123210350025,0.09381652622204736,0.43419269939212995,-0.3116318618268889,0.5840891730410105,-0.30194079271308466,0.5335837848853767,0.6101521175296074,0.5735840593956755,-0.5137124557774214,-0.19105388842370635,0.28956600077402467,-0.060055282179308174,0.48324628878140735,0.26009170901389456,0.4451281697089791,0.320374536295733,0.5770193464222323,0.5783388309598315,0.3879547423290552,0.4002622641735625,0.31179730815638823,0.46858969068446277,0.32415409385009486,-0.003323141361933836,-0.08041932786162762,-0.08925768552842761,0.44195134493015475,0.12344584585926141,0.5507220003914199,0.07186364839166674,0.5249109149901776,0.5817007366949016,-0.3239926796204225,0.34209694707166544,0.18725167324894407,0.10050454500817212,-0.1286646220816587,0.33046770315741464,0.46239020969950095,-0.036915766491155626,0.6150482607101058,0.027599593067237284,0.6847401575287448,0.03534183726950588,0.2120922091934783,-0.2160292766940631,0.5185469708259585,0.2981830885140371,0.5066836618368349,0.6588551931525228,-0.09311110924956956,0.32234560990300537,0.43689799444991895,-0.2513016675322859,0.014060584303656616,-0.16237972273367876
Thal_MDm_L,0.09964752226541262,-0.1106491200264288,0.08994690981292769,0.2610407672274562,1.0,0.22583243037760786,0.06533062971632056,0.1677975618839014,0.21252827650985817,0.5547763347455741,0.1702151745046375,-0.19279015019966664,0.27790981123900443,0.0825040316305689,0.16993456902446477,0.31574553531046473,-0.01908261121334875,-0.04838044874762763,0.06746797557920929,0.21515094235517604,0.41806862880136514,0.06166132820048325,0.1994582838307108,0.2825818184384949,0.2248021086394391,0.07243145534005056,0.13180582166637952,0.42949700644820243,0.1706147777366418,0.12745904775906147,0.2219813960675248,0.1430137334016802,-0.13023017680999524,0.0672667943593877,-0.011016296885813424,0.2650428381886837,0.17959487426594758,0.07532091412256967,0.12143346377591847,0.07992082583136434,0.3093097184929442,0.36965981988425584,0.4123823862761805,0.19485312584117206,-0.0026111350737783945,0.11148575591532642,0.38412126138486324,0.161667074981542,0.4465712683967371,-0.0034100034571796526,0.1140411778384216,-0.06956893146281262,0.3714724105516216,0.1756049420914129,0.27742791446724185,0.2976432848032803,0.08221379598575188,0.09248204916176353,0.04869009268759872,0.16450674504120713,0.0008397388455177208,0.22393342302770922,0.18618532661822268,0.11650663979615837,0.32203792615822324,0.25901254984968886,0.21147745586802252,-0.010282373944650675,0.002077677987708712,-0.15361217601777125,0.13548999770164244,-0.12964724729154126,-0.0005297415191862059,0.14312602775470226,-0.04723582201672262,0.029943956133478576,0.48375199334693725,0.27775734765534765,0.14940201047913707,0.19828547646925
Cerebellum_Crus2_R,-0.3130746904093984,-0.24376420831021087,0.18755287799359355,0.03384059940641675,0.22583243037760786,1.0,0.4598337357631305,0.3015158561801329,0.6241209183709059,0.2835928830270995,-0.2727070021325213,0.3055984735106864,-0.1465382624377501,0.20895446862425965,0.6566499919171117,0.6554535470038624,0.31097877918850153,0.00435109836380179,0.423924158518173,0.3411524721947934,0.5687118304531904,-0.07631243269599175,0.1797553102148188,0.7954806717559453,0.19962762083115032,0.19982912726139518,0.128008537514862,0.2393912844592172,0.5564755910165378,0.020723200268629696,-0.18529897138052168,-0.3642341440120834,0.2463770948835863,-0.1467614236284116,0.07005905161619631,0.1885365574496586,0.43462777750197523,0.10430898647339124,0.29078363145613034,-0.44385747125529385,-0.15351305649003644,0.3875754638966695,0.4025664259888515,0.08796732932117834,0.3681531769892731,-0.5637761854901255,0.8536877052444721,0.78497349080545,0.37692923725792027,0.1895716670775662,0.0014321649863628103,0.04372862776119908,0.5150374283375811,0.27742445334777116,-0.07979569210151406,0.2861927695228694,0.2771384393999764,0.09005892900014315,-0.41935202527207843,-0.07393651794924018,0.17051494420079305,0.3097078670252758,0.13515748577514694,-0.13555967117881515,0.10335501866889303,0.590959264005072,-0.138768109118113,0.337999877092906,0.22084315168893753,-0.035882358398687385,-0.060018286250010926,-0.028149085262451544,-0.46192185369702177,-0.07066435264823417,0.5008893590343522,0.003690532735135421,-0.14792394433831324,0.5546475346551609,0.38377132255607577,0.03548937906911349
Heschl_L,-0.5603343305261882,0.047960924486493826,0.4970720635548677,0.12989212505028608,0.06533062971632056,0.4598337357631305,1.0,0.3775846086802149,0.5360014312846048,0.2317951616191685,-0.4285611040984521,0.42949412248326396,-0.3543850885114782,0.33090884528620607,0.552973782420522,0.29388105886461885,0.40084292116968173,0.3211680237392271,0.550004534027712,0.2973417024284006,0.3730453488592118,-0.20613467752308742,0.003415930859481774,0.19139546213172218,0.3732503282246326,0.20232940122618318,0.45497583105527273,0.17715497623046264,0.4511275471549001,0.38628954609324556,-0.16578447847590833,-0.4121702957514604,0.5031375305496592,0.1766586855525132,0.4762804885856516,0.4009540879993078,0.1301494243895261,0.5380381290735992,0.6315731747366964,-0.2395589096804799,-0.3911339204212138,0.16743202045080374,0.06277007411991271,-0.39211503267737047,0.736713235131409,-0.3280827162300106,0.4030439065602481,0.6120384577806358,0.5593987090765499,0.3155774574161935,-0.3151324421321012,0.6519522869204425,0.15082459141925705,0.2882405670325383,-0.2952001004813781,0.35805361570856914,0.6515746344823343,0.6067312042788876,-0.6274150832833193,0.27643477743161954,0.0927844361634669,0.4765504275848061,0.592065508256321,0.2715207322395531,-0.13843568127998235,0.6365390497336155,-0.15916487670553342,0.6687095747269375,0.694002436871051,0.5077078481999422,-0.35657366193619494,0.10816033020813272,-0.48508483615780074,-0.24788277688958274,0.6460953640405613,0.5292317606334609,-0.15273897913387674,0.6163447303637702,0.47873928146146877,0.3607387531011852
SN_pr_R,-0.04475307621677957,-0.10672412482333649,0.5158593126403321,0.26440986393412674,0.1677975618839014,0.3015158561801329,0.3775846086802149,1.0,0.5297234912948233,0.45940488569306276,-0.2032588855059141,0.09762971696832351,-0.041152138213390005,0.16952576635674269,0.5268920270554283,0.030179032007579855,-0.03757777125228464,0.0023215330163125444,0.5089212707367892,0.5704087860625408,0.0659035087797013,0.2952610812604186,0.3853140632811707,0.12482531231058706,0.3079156922144127,0.45792327791186843,0.1722171747793996,0.39415234364762597,0.1385784512890568,0.4520125034818247,0.21656096977662642,-0.03665819885573645,0.11146535165655962,0.1776362576871595,0.5331880214219391,0.10122326037777442,0.17381717681710704,0.41907551598814435,0.5091854081449625,0.20520958225294714,0.14186528528808454,0.42307300788712826,0.16981557555870086,0.1295300818483731,0.4752926257010888,0.10600221761602341,0.24086088024398558,0.22331331888295736,0.1641377633751991,0.499507742126312,0.14759508448658132,0.2636151388293259,0.04059921829733787,0.33106830892182226,0.19637887064738085,0.5905033229701911,0.27112060935795534,0.47878598685361917,-0.23149916130855047,0.32768445076306285,0.004787567074240966,0.7819420802068071,0.5197459673875551,0.24596295131643398,0.38534027784991737,0.5582290070018425,0.24955602409449423,0.3692668339196901,0.3236011418506716,0.04415479835243752,0.17527800827819764,0.2650390837165921,-0.03034767086939217,0.1589875296271262,0.6528033875357894,0.4525259284960821,0.2997728918450951,0.41843719102336346,0.7142250471562868,0.2688679246183742
Cerebellum_3_R,-0.2808748381683719,-0.054487577519876984,0.580700768913632,0.1481201767895991,0.21252827650985817,0.6241209183709059,0.5360014312846048,0.5297234912948233,1.0,0.347073469407353,-0.28232213933098377,0.29779734534780067,0.10568507034738306,0.4220889235764285,0.7768519156118201,0.39750438048179443,0.23367433270612717,0.11499415996231972,0.5517841903356823,0.45568243385868035,0.3357441026041785,0.0004525499927408279,0.16336081205018393,0.4537334634301154,0.5281295106572863,0.2682306075305101,0.331968134968844,0.3804082465063967,0.6137670174193298,0.3137040116261375,0.0022386860497415955,-0.3037397511660543,0.29203352139361505,0.006251979098252898,0.3454384354539348,0.3458819082505596,0.35269081111859224,0.2895048317601091,0.523801819904702,-0.190673081103143,-0.1973867156319669,0.46026833992961147,0.36095295211398026,-0.022253476958968937,0.6208252501321868,-0.31081614869350294,0.5721157264733099,0.6449371107097294,0.39266415309723757,0.40356370240039197,0.006534516410770466,0.23227835486394066,0.3719304970809659,0.2643104742918592,-0.10838170906273234,0.505954906387226,0.3842418717894215,0.3668662705851252,-0.29914052354033105,0.20480824317028062,0.20516438307901474,0.4765975537267247,0.5072076349205266,0.11864230051407676,0.12237791419882509,0.7289365367183708,0.10300462508568181,0.5355727203024502,0.3458661647692776,0.15222067222397048,0.008811724247849977,0.14086543246088304,-0.30066627042041444,-0.07849817772514599,0.6481530566654307,0.27483640218768945,-0.009359608137720066,0.5645243155155457,0.5956334263052319,0.21892314733092738
Caudate_R,0.10391442022087745,-0.2866052373076747,0.31726807233014265,0.4332812810601241,0.5547763347455741,0.2835928830270995,0.2317951616191685,0.45940488569306276,0.347073469407353,1.0,0.0737497060369734,0.045694956960837606,0.09499328939818852,0.3602821278958188,0.35928768575250253,0.2336526236325065,-0.011216752532752523,-0.11736544268966319,0.15882250329862807,0.56574337099127,0.39033609594570734,0.3969728655503161,0.5178922352398697,0.2694800340201206,0.17976964924224886,0.4553369743213793,0.13673153343041045,0.39274402534639175,0.1312729972530082,0.40716610437802625,0.41376847036666353,0.18114443844353326,-0.03886071973830529,0.18340488638465244,0.29013273138685924,0.2499785125486643,0.41772821222590595,0.28649780409250125,0.4305913263336496,0.1666532609701067,0.28758136429050435,0.5460648154530374,0.3232893587850537,0.2253903749193745,0.2037139458371449,0.3306877992287298,0.47559606581247216,0.14614617885039413,0.44729888286114927,0.09232918638720887,0.3214780352583748,0.01991026171505087,0.39551437894043834,0.21294066705313483,0.3684501239223414,0.5583901088394355,0.19636743033513473,0.26935434794227464,-0.19208728610010908,0.39519768303441277,-0.12339916445419338,0.5236569747846249,0.3982535237668227,0.245753781225724,0.5316880275348198,0.4071716308883148,0.3984045618224753,0.02043876313802341,0.19299713211481279,-0.12142066508639605,0.2154789365843291,-0.13255542013009922,-0.018772484687841717,0.33238619304692146,0.24664770484717066,0.20833318875795734,0.46691014801442277,0.39418338627834465,0.22466431775055715,0.36522440164312364
