,Thal_MDl_R,ACC_sup_R,Thal_IL_L,Lingual_L,ACC_sub_R,OFCant_L,Thal_VPL_L,ACC_pre_L,Amygdala_R,Rolandic_Oper_L,Cuneus_L,Thal_IL_R,Thal_AV_L,VTA_L,Thal_LGN_L,Thal_AV_R,Thal_MGN_L,Frontal_Sup_Medial_R,Occipital_Mid_R,Supp_Motor_Area_L,Calcarine_R,Vermis_3,Cerebellum_7b_R,Thal_PuL_R,Cerebellum_Crus2_R,Thal_VL_R,Frontal_Inf_Orb_2_R,Cerebellum_8_L,OFCmed_L,Cingulate_Post_L,Cerebellum_Crus1_L,Hippocampus_R,Thal_PuL_L,SupraMarginal_L,Frontal_Mid_2_R,N_Acc_R,ACC_sub_L,Temporal_Sup_R,Pallidum_R,Putamen_L,Fusiform_R,Supp_Motor_Area_R,Cingulate_Post_R,Vermis_10,Insula_R,Thal_VL_L,Lingual_R,Cuneus_R,OFCpost_L,Paracentral_Lobule_L,Cerebellum_9_L,SN_pr_R,Cerebellum_Crus2_L,Temporal_Pole_Mid_L,Parietal_Sup_L,Thal_PuA_L,Thal_PuI_R,Precuneus_L,Olfactory_R,Frontal_Sup_Medial_L,Rolandic_Oper_R,Parietal_Sup_R,Cerebellum_Crus1_R,Amygdala_L,Thal_VA_L,Thal_VPL_R,Cingulate_Mid_L,Occipital_Sup_R,N_Acc_L,Hippocampus_L,Angular_L,Thal_PuA_R,ACC_sup_L,Rectus_R,Cerebellum_6_L,Raphe_M,Vermis_4_5,Cerebellum_4_5_R,Occipital_Sup_L,Thal_LGN_R,Thal_MGN_R,OFClat_R,Temporal_Pole_Sup_R,Angular_R,Insula_L,Occipital_Inf_L,Cerebellum_7b_L,Caudate_L,Occipital_Mid_L,Putamen_R,Precentral_L,Cerebellum_3_R,Cingulate_Mid_R,Thal_MDm_L,Calcarine_L,Precentral_R,LC_L,OFCmed_R,Thal_PuM_L,Frontal_Inf_Oper_R,Temporal_Mid_L,Cerebellum_4_5_L,Thal_MDl_L,Vermis_9,Vermis_8,Thal_PuI_L,Temporal_Inf_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Tri_R,ParaHippocampal_R,Frontal_Inf_Oper_L,Cerebellum_10_L,Frontal_Mid_2_L,Olfactory_L,OFCpost_R,Thal_PuM_R,Frontal_Med_Orb_L,Raphe_D,Postcentral_L,Temporal_Mid_R
Thal_MDl_R,1.0,0.5476789161605478,-0.16055526558831887,0.5994734895367828,-0.32747309585076634,-0.2738079597614876,0.6071452091935279,-0.12447139883790292,0.1046088541401987,0.0926594153814101,0.43535750525700057,0.3907484632527817,0.4677845214247873,0.29234525252033594,0.5397121023443648,0.6697585435870859,-0.13339035348462236,-0.09490153059059891,0.3222360849523475,0.004250236493827073,0.4096687107483401,0.40957866060955384,0.29194344080270646,0.7559617396993703,0.22495574507133845,0.7227042934778585,-0.27977878152813124,0.412061894517419,-0.3919577960145011,0.25633297194087523,0.23465382302257953,-0.2063002827631018,0.5669312357764156,0.44427390833965974,0.19212912323229375,-0.27883373083092383,-0.39969586179205635,-0.018324449198425498,-0.5555116210822213,-0.21081535625918285,-0.1287778559787362,-0.03198261406888381,0.21429732105605637,0.12857151294814875,-0.0973690572543774,-0.13562426954879467,0.25017494834833104,0.2601453218671064,0.03395568242845589,0.002170900065366899,0.16210963121620175,0.033938350635543985,0.33176252785078936,0.2788481858623855,0.22906104450412476,0.5421817040307503,0.6427652414663709,0.22547297902574837,0.4902994681278175,0.08520857164152677,0.027045769317042584,0.20292201335918464,0.1252717821561822,0.41634887133487863,-0.4163833473631154,0.7741138662758137,0.052690788949102396,0.38231261748634826,-0.4201050305036185,0.294239444876982,0.4843939066642407,-0.4624022321349008,0.4444241380459266,-0.48860501184137867,0.13647632598555245,-0.33004978179752753,-0.19377354277578443,-0.09986774250489429,0.40292126160304903,0.8088463541946653,-0.22331869478660907,-0.45766162512150765,-0.11133413085242265,0.3792671021520194,-0.013256690504432796,0.3803702462026513,0.3160726820945862,0.11786059806764258,0.30804763335816593,-0.22260302976756768,0.0853281143442594,0.20204904294036388,0.047807193311403574,0.3484358223162127,0.4862897854866742,0.05740199620076968,-0.06154539165981382,-0.39080661610414563,0.6098673949014644,-0.14886133719480582,0.5166580546449987,-0.25905954608569004,0.5928253493365961,0.38162690720275355,-0.24330221168970084,0.55328653621242,-0.023707732241366283,-0.279602156266857,0.033124180602442904,-0.3144793732841425,0.12678977012368442,-0.1059040226394355,0.1439145724429895,0.5916380975044202,-0.16889052365785753,-0.387234364078697,-0.41879096982553615,0.19221473674539827,0.15163506525094042,0.12379726276778909
ACC_sup_R,0.5476789161605478,1.0,-0.534005065769939,0.640268831585359,-0.5613874562994522,-0.11690500619547624,0.6314789941289422,0.14638819882538978,0.32983624655620214,0.07391989009565371,0.7226762944664985,-0.3047893887801361,0.6355423679773187,0.15587007793561805,0.4875606815661714,0.7114120505733843,-0.4588828627248738,0.2602879080525483,0.692455848718443,0.3305663409516451,0.6618409173004474,0.4803230031072779,0.2868589965775536,0.6872963960689842,0.2771384393999764,0.6305468291888516,-0.056760524843007316,0.049627182630730134,-0.44355523585638795,0.36104126396943875,-0.33629380730680897,-0.37933393951357786,0.8105160502727442,0.5860265352364052,0.409923275370309,-0.157794900347938,-0.6410681128737472,0.2169413195302853,-0.5497446546194626,-0.06228956799866265,-0.14927657625946694,0.2599801622785872,0.3708249762554297,-0.08088353377448784,0.10076403137752687,-0.4134326836101488,0.3381071923253055,0.3168225812845635,0.14583701937412596,0.3574210582644875,0.006495583071438637,0.27112060935795534,0.3157433390104389,0.44640128741205926,0.6058419997896897,0.8173864258040769,0.6967010922635287,0.5720761846036667,0.7822467493095442,0.28016419652191665,0.36841249790900094,0.5045296902057452,0.048491515956339486,0.485498006315449,-0.8050953991556922,0.7036844934526839,0.2557598323953562,0.7040593539253639,-0.7270980964887752,-0.08228240872925008,0.7599526601946178,-0.6368358684196648,0.6375484687542582,-0.692823878798186,-0.3496380354682063,-0.3018391044613369,-0.09757635177627166,-0.03486156075362903,0.6423878952995765,0.5372048310354134,-0.6614351104612294,-0.3533015381463465,-0.1265980534351515,0.6734040637818619,0.32472078816866595,0.14531548728285357,0.09215005668842806,-0.38456884054051016,0.5367261925415383,-0.36505693866772604,0.4366521448448822,0.3842418717894215,0.2912974928938021,0.08221379598575188,0.6619153723621621,0.46074693661340405,-0.34038557667772523,-0.6147502627623856,0.8135737462895943,0.212282302038524,0.11613473889124855,-0.28905048635227726,0.7435273698926484,0.10660133922219489,-0.5671404282332014,0.5331773247103736,-0.5276896544230677,-0.4186448639459698,0.2895697220413101,-0.4475259329120306,0.3537582668265793,-0.26345518196398476,0.4472246529945976,0.43661772594569315,-0.3239926796204225,-0.45044252749113756,-0.6201208782255415,0.3270608109850569,0.4929782915225725,0.33368540842326305
Thal_IL_L,-0.16055526558831887,-0.534005065769939,1.0,-0.3311185397411521,0.7347130008458119,0.28102190636287344,-0.46548336546742075,0.4036027560057542,0.1001451212929098,0.17227814152839016,-0.4931306570131369,0.5785389648187884,-0.2594285535538554,-0.1102007472241603,-0.39787213642618896,-0.5611070420669183,0.8468104174430084,0.17321142126488798,-0.5922067581099169,-0.10060095937465569,-0.42762708487683454,-0.10572529951694058,-0.03757131653941762,-0.5098358347599774,0.05982848369718037,-0.16076108913323253,0.3889183898916136,0.2206655528250076,0.5739932013338636,0.04753162561428697,0.359614385872583,0.767184580160692,-0.721961563327426,-0.5901802686789143,-0.08659982907399588,0.5391059326122051,0.7214923084130922,0.19461210870831658,0.6228995466088426,0.4389857898987742,0.5826428920738586,-0.08173363468613874,0.055682548152893786,0.5348554747661,0.17717467734864675,0.5172278800851836,-0.045153714696138554,-0.02489763814915925,0.11904170694787951,-0.1799537444447262,0.5360630676749231,0.12424058333231383,-0.2268060061089936,-0.15093942789862808,-0.47336215641080626,-0.53497022385135,-0.5430345107357473,-0.3086857885214965,-0.3510861457955786,0.12371147111983354,-0.14133346045198394,-0.44986346751240053,0.2212152205336171,-0.013051564873159793,0.7660098476774735,-0.47463643274558537,-0.025830447390999423,-0.47445166334693595,0.674862847250635,0.5500556852340442,-0.6139404301728814,0.7135683784531914,-0.24238302424337776,0.6313925205959963,0.627768682736046,0.3228796915531271,0.2685021442967382,0.28596305471399125,-0.5292312721020009,-0.21546547326042992,0.5502623657120759,0.5400398670985949,0.45990144641728015,-0.43508038934400184,-0.061123917055715196,-0.25956356965955235,0.045461274147826296,0.556926142894317,-0.5185262320657885,0.6418239214484295,-0.35757049990388345,0.016716238934311713,0.06328293173993725,0.5454917842559611,-0.4367504415500212,-0.3710130327142602,0.5746203601478354,0.5859348319630513,-0.533228041761745,0.033126257176054844,-0.19109502128063455,0.4898164493059514,-0.207625791790312,0.2144480758126559,0.5655454442084142,0.024762894071076125,0.4784697503737797,0.4433017372144778,0.20270104517834422,0.6826171881477328,-0.22765125299679118,0.5249759660390108,-0.23779734930196242,-0.14859110025784264,0.564683635307908,0.700297857441947,0.6959660552387448,-0.17905971617132113,-0.4327363067747525,0.05936188524314994
Lingual_L,0.5994734895367828,0.640268831585359,-0.3311185397411521,1.0,-0.5230171757424648,-0.02871808474719789,0.6676441394663408,-0.10972700648496726,0.20498920435010537,-0.06375984146458563,0.6600613611028385,-0.13300674890481576,0.47311480804384476,0.4063459320513215,0.5381695087323279,0.5927323604341879,-0.28150882081936707,0.06293459225571495,0.5654350959558085,-0.006618792357334006,0.7261707882638729,0.6860130422434916,0.6204780562032569,0.7591201279959894,0.5564755910165378,0.5884488333618311,-0.07094373757322284,0.3706062710972232,-0.482548459446952,0.3081416607800462,-0.05916645260594114,-0.33665977841817407,0.7245912121288078,0.3283150112585659,0.10411994203370128,-0.21294228718004932,-0.5091819936280144,0.18290318643074494,-0.5709973529572008,-0.04439136820270955,-0.16945509706488163,-0.09609739664308574,0.32113468725995103,0.12755817026772664,0.12056315611371604,-0.4487523178508071,0.549280159523928,0.3835795527940137,0.1950904532376375,0.05341091412070422,0.1426441304776156,0.1385784512890568,0.6513444885008259,0.6028797455607757,0.2569113347085113,0.7931047276208119,0.8112580946390516,0.3619325189272488,0.7239443302195657,0.10357679402105495,0.23724548215360453,0.21089055790257485,0.3125427353112517,0.5096981946247093,-0.6753416819568762,0.7754236161364048,0.01404329163398722,0.5322271326515788,-0.6433943486064659,-0.11850576670862184,0.49873156719337636,-0.41148674736331065,0.4857500342006325,-0.6668732072125774,-0.0892659002649429,-0.5219480219854938,-0.1053026589474858,0.02051272975928205,0.5578181094468123,0.630981887239578,-0.5813302887033756,-0.46382870813293164,-0.14663929156340957,0.459130968105996,0.22682486504272587,0.4896598461686812,0.41098426014241096,-0.16149704671550136,0.36354933400009415,-0.2832881610299048,-0.0023395250237964755,0.6137670174193298,0.08582654802074695,0.1706147777366418,0.8794233495285741,0.0812779519804547,-0.24018314913813166,-0.6890143849968026,0.8447592940096013,0.023326217091077163,0.12100829703868095,-0.2708015587698587,0.6535839901233569,0.5085935229212221,-0.5060712874115681,0.6400466393708921,-0.37108593869854645,-0.3806419847268555,0.07961358215129269,-0.4954791918679809,-0.01348780354096701,-0.4147746249949668,0.08817194311942973,0.4499402640979945,-0.30194079271308466,-0.26797394522377427,-0.4936932286449413,0.22943692381650907,0.06743652040328457,0.37981129133083175
ACC_sub_R,-0.32747309585076634,-0.5613874562994522,0.7347130008458119,-0.5230171757424648,1.0,0.201578572028853,-0.5175508878576562,0.5224922932192742,0.18299672376173529,0.19246803404448173,-0.46960102039580176,0.4665115001896819,-0.3549233705569451,-0.3527137891458766,-0.45840305551838245,-0.6164896159388603,0.6478553238932433,0.23042063994039133,-0.5214029776679604,0.002084960994095264,-0.44078320238944346,-0.19993190569098448,-0.3038472666006371,-0.6330574850537897,-0.07979569210151406,-0.34063835856456454,0.36900810244240184,0.0025795403432127785,0.6205174036297246,0.0967895655027195,0.20197074663539716,0.7116402351099149,-0.6795340314432706,-0.4472534841569292,-0.10002151116979077,0.5919580766203214,0.8228731823378532,0.20566739008070956,0.6826892494607968,0.43980511241981485,0.5525595360032982,0.05289102247184033,0.10537111247737252,0.4182570305158494,0.1910054053818835,0.5549540956106986,-0.16368563971989278,-0.11956534902613367,-0.008636719220881715,-0.05298579997257362,0.4373191118963417,0.19637887064738085,-0.3795752057767088,-0.22499963956464666,-0.3421261442388328,-0.6211177548420458,-0.6572695017732066,-0.2711848537962393,-0.40763921487511356,0.14794510011055467,-0.10966557197290432,-0.3839438569929615,0.08569995712921488,0.023955807759958352,0.7386888636547453,-0.6481606122782139,0.07241753834962604,-0.47240353172134125,0.7214858927452555,0.5133757184863413,-0.4962124362908427,0.655164237658199,-0.31645118609949563,0.7299217342946541,0.47047173213960936,0.4986232740125555,0.2990131997084685,0.28870568164453647,-0.5147062344882395,-0.4805742216953172,0.5341942515006165,0.5999480500384279,0.5162100549584205,-0.38618754116553394,-0.015014611440774922,-0.4190554217089759,-0.09161116016099916,0.5183798764988118,-0.46563618337060136,0.6235808198730861,-0.1497861277396831,-0.10838170906273234,0.10588931261002538,0.27742791446724185,-0.4884617723518015,-0.25612601848384875,0.5434975666123644,0.7107301107816043,-0.6400206985545102,0.14477531999994686,-0.1922875710665793,0.4945264245401578,-0.36782795422732745,-0.007167778812671007,0.5696094532634273,-0.31499434100611307,0.3954206717783455,0.41455527999122804,0.17460146608961608,0.714924287651615,-0.04506106673724512,0.5736050781654255,-0.09456939433400337,-0.1338422572431678,0.5249109149901776,0.6252596782974207,0.753378667973209,-0.0918318484531398,-0.22368701315874756,0.01178365737064847
OFCant_L,-0.2738079597614876,-0.11690500619547624,0.28102190636287344,-0.02871808474719789,0.201578572028853,1.0,-0.10234047911929797,0.5471443934667319,0.31992613854037555,0.3265501531399736,-0.0222853136721232,-0.2170326591441376,0.08629642707082529,0.09435435341981993,-0.16241955218641124,-0.22308306002885767,0.3090400715806231,0.572638542576771,-0.07259424507388355,0.34741388618833385,0.17281222508209568,0.17898993440130856,0.20815351406847996,-0.2449338337853553,0.20895446862425965,0.06762599526012475,0.6980423588427362,-0.042924543014545305,0.5819128734689095,0.23055925916847508,-0.2882914086004152,0.49967962867852406,-0.25014642878997584,-0.020663274343341774,0.013287973679597475,0.4203055683204344,0.28954406660468224,0.5773908195967481,0.40638934921686,0.5770202679100417,0.4523460902966147,0.33984387959802664,0.22716843534065978,0.4031133629427517,0.5217051118116656,0.2129167473338106,0.4181420865465557,0.29794944208508173,0.6838686262179196,0.24539831701358905,0.45063736809002874,0.16952576635674269,-0.023728890067725193,0.22840072429470265,-0.010755966985240882,-0.007226171381984871,-0.1653972001330651,0.10887908005413742,-0.0010616795250294312,0.45538858813189304,0.284709392247766,-0.13107828753533204,0.3296264074632129,0.10736551048075475,0.2138107539221577,-0.1506168519579552,0.5270230522459577,-0.04516486345296515,0.09895671306274634,-0.044833448158027187,-0.07507626217870694,0.20938505746272343,0.19094243797891314,0.38541713869781447,0.009531569331334441,0.11420604141874006,0.5216880794727148,0.45236066460485247,-0.16380963008360433,-0.14565851920438372,-0.0006803263745839704,0.6729787167344518,0.5679655973978077,-0.12470188067954117,0.578142083606423,-0.25508771270582387,0.058842445716373995,0.056125152600500085,-0.1200392338922754,0.3838191380417608,0.2591977829727303,0.4220889235764285,0.5843085927086572,0.0825040316305689,-0.021141354423366714,0.0018406032688381944,0.3346896669052565,0.1686963322173773,-0.09076576402737052,0.45863119110675116,-0.18310870064753154,0.4969092510516476,0.0389998450354082,0.062295544807031,0.14191870991285774,0.2489349193805892,-0.17896859206694418,0.3431921837385563,0.38160498844734725,0.4721967291679262,0.3035013654681211,0.27171647553740025,0.29664948171848443,-0.24551904770921398,0.6009434860136179,0.27662383478639463,0.4454627200196412,0.04100742691494797,0.16081943390458245,0.4711185735777419
Thal_VPL_L,0.6071452091935279,0.6314789941289422,-0.46548336546742075,0.6676441394663408,-0.5175508878576562,-0.10234047911929797,1.0,-0.11909162556150965,0.1952279987318295,0.08387861448945617,0.476445963670265,-0.19676348937683094,0.3970496039053972,0.43237051102845864,0.8397692582460394,0.7660708512341637,-0.3119605403654165,0.006725949141165987,0.4030095205752588,-0.015525284749535859,0.47514723285062654,0.4650791356585868,0.35702941739793675,0.8059802088148271,0.3055984735106864,0.7249150716570322,-0.20186472908727682,0.3864895761992081,-0.4232325399982843,0.26295717538562824,-0.17195985802922753,-0.5016620315716867,0.8207182145602958,0.5518487025918374,0.1761733040012438,-0.3252308919605575,-0.4705903516433327,-0.06157204516132442,-0.49480948452599594,-0.21191491470198845,-0.43495311531961955,-0.024333514127398037,0.2456875214618795,-0.029175557971398165,0.10233800317068362,0.008220477879214937,0.2099506752727549,0.025433710196582603,0.21009946819530168,0.03781806937308828,0.01894483692432463,0.09762971696832351,0.5752865430315909,0.34929013418322546,0.3489692622453431,0.7928813550862693,0.7483726621397384,0.29191177677732444,0.5262674890023157,0.17151114145710997,0.15126922817004212,0.37881580972442574,-0.10719599220391855,0.41385457058001196,-0.5591087324827358,0.8548763340936686,0.0761353832641213,0.3763546514358941,-0.47944037269277756,0.022744848095858076,0.5759868016737048,-0.5733819419489488,0.5331571800459046,-0.5911482721553041,-0.3168665573132893,-0.44778854609117746,-0.25748225046745865,-0.21067464822869353,0.441200443429583,0.6839889821919036,-0.5303289198658925,-0.49210920923656293,-0.34352119753491805,0.4572371637392583,0.15794881048611784,0.28428591343081705,0.5245240903008442,0.10336991966923612,0.38225015864917156,-0.23915651413194203,0.10866136503202778,0.29779734534780067,0.0452419931217863,-0.19279015019966664,0.5413514083307244,0.13859279699105717,-0.34668672634980796,-0.5418395733242165,0.7472158388507312,-0.10386367488553477,0.4092501354535413,-0.4172921963182973,0.5754517041124538,0.2281831965765337,-0.6515390621548335,0.560519557311124,-0.29633907845005325,-0.21528255502398164,-0.022362781173844385,-0.6014569566284078,0.19789987370324508,-0.3203966975669371,0.13361259605161094,0.5081323928103398,-0.26055763972554663,-0.43447457331800415,-0.47044151455880345,0.1818095046459631,0.21353795259961092,-0.024912024612303355
ACC_pre_L,-0.12447139883790292,0.14638819882538978,0.4036027560057542,-0.10972700648496726,0.5224922932192742,0.5471443934667319,-0.11909162556150965,1.0,0.6027936800802268,0.49144041145284284,0.043422282510392735,0.05290597573050422,0.16987616366761102,-0.14715167494310802,-0.1265840932024865,-0.17528213641448911,0.38160594287592636,0.7129663228045962,-0.03105149252983268,0.4815380878803227,0.13415188106036555,0.21370565818363998,-0.020598740373500332,-0.29370276052932276,0.18766208724752362,0.13160082472126883,0.6709044410660172,-0.07653452689726001,0.5729778071489541,0.40610793457190264,-0.2831938571239235,0.5774030838900845,-0.1715037313427993,-0.01817839287132913,0.274460630630902,0.5974965081532643,0.39364178904305636,0.598772829440637,0.49323987103742856,0.6853641728167725,0.5970432257475293,0.47290123053609795,0.3880492699484819,0.5054916759300732,0.5581660159022201,0.31479251577317413,0.2657028777679261,0.25081010259330583,0.38421186339689795,0.35997442122519707,0.5451951508064109,0.5165921596311388,-0.1637000204231935,0.16514702257115768,0.10802657820053119,-0.0287359555969218,-0.2035804715032357,0.21625949991900784,0.18095503301194915,0.5857442415136124,0.45164791874234794,-0.05516771513498692,0.15656881207148615,0.3575083547631028,0.21429246760033852,-0.2168616229749193,0.5693423477447977,0.032422513590062624,0.178584006701588,0.39327755126110947,0.003541072189911328,0.2723227435599459,0.31032816690200354,0.37041116087267945,0.08413843471936573,0.3608040962345535,0.4634424561324399,0.4576391428997394,-0.11698770278127806,-0.16522099509512628,-0.036881729820222905,0.6343001226963713,0.5961726319657287,0.058801102182640175,0.5524224406671912,-0.39596044221982285,-0.03382194546644725,0.18794471524525902,-0.08818800850360818,0.4975339655734694,0.34824004009098586,0.36593549137058917,0.6343452379388246,0.34726675822777514,-0.05412589964938959,0.19210858663672123,0.31793252782185477,0.32106467152132373,-0.08643958932060951,0.6418667507295558,-0.22324630897422632,0.4718054478004379,0.16793028714835032,-0.02137107716160317,0.1259772495801245,0.2096218066775618,-0.1380449865115701,0.32776228770916227,0.6554262207750541,0.5401995640192176,0.4397261154938072,0.4602166945176765,0.4219310737902684,0.03119876244780848,0.49648191618411003,0.404761390595584,0.4568273182368922,0.2087222005073774,0.25731971357414535,0.4322785543605517
Amygdala_R,0.1046088541401987,0.32983624655620214,0.1001451212929098,0.20498920435010537,0.18299672376173529,0.31992613854037555,0.1952279987318295,0.6027936800802268,1.0,0.47121067196694444,0.19697382048851253,0.039397632299722596,0.18377322302905372,-0.017462251295640163,0.2712335704166573,0.09651810633342996,0.14006985406161135,0.6030921995345273,0.086531095684281,0.5098285765418653,0.3167441290896862,0.5279410557313147,0.12027325699952365,-0.00400806395525143,0.3097078670252758,0.257459882098256,0.44966659394663416,0.13969977999811223,0.28902592911616865,0.6200456791722043,-0.34325683876467256,0.2808249983209562,0.15394034341413695,0.14350143671994614,0.31937495132323435,0.47425905044907374,0.045144305275748496,0.5994928862805254,0.28896661310867144,0.6071027524252844,0.393743189541608,0.5026960705485854,0.6101113429318838,0.48382643780089196,0.4438338280750262,0.13568178343941287,0.3866300055117513,0.36528185436379607,0.41766102534330235,0.44031386652508575,0.4741478776580311,0.7819420802068071,0.11420490493594637,0.2746764882161463,0.2428584088779815,0.2268839055975051,0.14122070992037267,0.3587108553148177,0.4632778131491096,0.591431198364021,0.46462503782117487,0.14729764997355735,0.05035942022175954,0.599301050161036,-0.042742807032638955,0.043593348002366264,0.5141712056831995,0.16564740823859186,-0.04438673960321604,0.4031144112669327,0.20230213542485256,0.09989820079790078,0.4660270023518028,0.024604661587103487,-0.0566646105935371,0.11974519971488809,0.3428260759760178,0.3971636170599383,0.05112665315999676,0.018311714470915126,-0.3499470427869504,0.3155736496009444,0.3745988606111618,0.30891537067953884,0.5403253828680659,-0.31870088091456933,0.16254728253943104,0.21040915803581095,-0.013560633419937173,0.43741950609085456,0.3266741431256767,0.4765975537267247,0.6091661603927915,0.22393342302770922,0.18631701415877946,0.25042218660732557,0.02541497342045272,0.08168401993730215,0.1734387671866457,0.5314935607334207,-0.04800847707801613,0.308151031352381,0.22277039441734994,0.08102430917788792,-0.23553503347213883,0.24868480604764112,-0.2672407083367124,0.24089070777306415,0.5020823359494665,0.2481528821355747,0.4533151939041814,0.214971371379702,0.40886237513344226,0.419885630712207,0.33046770315741464,0.32943428708955985,0.148654738037119,0.4530343640414066,0.28113691189438633,0.3858521634058528
Rolandic_Oper_L,0.0926594153814101,0.07391989009565371,0.17227814152839016,-0.06375984146458563,0.19246803404448173,0.3265501531399736,0.08387861448945617,0.49144041145284284,0.47121067196694444,1.0,-0.0498920625552845,0.10962546570278493,-0.023925776749624525,-0.04553033138878056,0.10500807024643546,-0.039449725395490264,0.2064126226696482,0.4930282233640024,-0.2666784262440994,0.5717537165318997,0.20939196723418887,0.3842737710140228,0.11503957374333514,-0.06554814868065807,0.15597549713713937,0.1418528092979162,0.5606307741584792,0.2404643855602878,0.27199271715803053,0.19907293037467208,0.02232889465216425,0.21937417137980933,-0.08148566269230441,0.036562838337997935,0.35101337884371697,0.24339777703490126,0.2829738960424166,0.4078911470829133,0.38490648768253843,0.6094069941670723,0.44318691554473927,0.5511040082097061,0.15805712917016143,0.4659743490624994,0.6418856312359578,0.29508951892502894,0.39995125244850804,0.2602088158739562,0.49916844071032235,0.33877236941644967,0.3676574764246105,0.4475031030749627,0.15869372008519483,0.20871505246943495,-0.03575458237749865,0.005907603011671738,-0.07251730070777454,0.13518547483845786,0.028316505163916327,0.5058688068746066,0.4280798342045445,-0.025034742940575193,-0.025537904688594557,0.3189742515943975,0.19384766645567647,-0.0324994688251337,0.70170720793163,-0.10997566093927852,0.22380164879023628,0.29784186253798606,-0.08955879307154761,0.061043139900630525,0.496271221863995,0.06714012567292248,0.1435957694156055,0.022395670352172707,0.5436437829565178,0.5454698562971854,-0.25439339416355516,0.019245918561146238,-0.1197314588671719,0.2891716643710874,0.40714310116805524,-0.05228775335874402,0.5988402972797282,-0.2439514719999517,0.330638907673244,0.26530084796354947,-0.28103063797711103,0.5353818109881975,0.34353577665239154,0.3382676019542273,0.6464776014422228,0.061996949215104506,-0.10829778816252489,0.24887059583226154,0.20142682171068538,0.10730950769361672,-0.0629500398449222,0.5630365604346428,0.35595745545777446,0.49309740267103097,0.06083781329905986,0.09259866725684096,-0.024633152892352808,0.14435696571179255,0.10661033669706062,0.6963528234112296,0.6245956563230727,0.3041432760571793,0.6526433291849247,0.16225492691701637,0.39614281435547016,0.22046241843316453,0.48364318171105775,0.2220329699042801,0.24899253390711976,0.2723666987457382,0.2744899776030044,0.17719732174941544
