,Thal_VA_L,Thal_VA_R,VTA_R,Parietal_Sup_L,Cerebellum_7b_L,Frontal_Sup_Medial_R,ACC_sup_R,Temporal_Inf_R,Parietal_Sup_R,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_MDm_L,Cerebellum_4_5_L,Cerebellum_6_R,Occipital_Mid_L,Heschl_R,Red_N_R,Cerebellum_Crus1_L,SN_pc_L,ACC_sub_L,OFClat_L,SupraMarginal_L,Frontal_Inf_Orb_2_L,OFCmed_R,Thal_MDm_R,Pallidum_L,SupraMarginal_R,Cerebellum_9_L,OFCant_R,Vermis_3,Temporal_Inf_L,Hippocampus_L,Vermis_9,Thal_PuL_L,Thal_PuM_R,Frontal_Sup_2_L,Paracentral_Lobule_R,Vermis_8,Vermis_10,Raphe_D,ACC_sub_R,Temporal_Sup_L,Lingual_L,Frontal_Inf_Orb_2_R,Frontal_Mid_2_R,Fusiform_L,Vermis_7,Thal_AV_R,Thal_PuI_L,Cingulate_Mid_L,Supp_Motor_Area_L,Occipital_Sup_R,N_Acc_L,Frontal_Inf_Oper_R,Cingulate_Post_L,Cuneus_R,LC_L,Temporal_Pole_Sup_L,Cingulate_Post_R,Amygdala_L,Frontal_Inf_Tri_R,Thal_VPL_R,Occipital_Inf_L,Precuneus_L,Hippocampus_R
Cerebellum_Crus1_R,-0.10217807702927789,0.0808232698190939,0.271287054104499,0.00422096271306924,-0.004259167229098604,0.15401729525842014,0.048491515956339486,0.671433902282406,-0.29946674168941034,-0.33925460296249316,1.0,0.31574553531046473,0.1588357034719359,0.647037204213371,-0.02056332153091286,0.48406078053942136,0.1322580086028256,-0.0044448500654499104,0.12240152221659815,0.01831646479174221,-0.4190155901559924,-0.07313926717343652,-0.20256172128524838,-0.19069005736524697,0.271479515175884,0.09904212658273982,-0.18354262090699747,0.5346792547131922,-0.10722513990065748,0.3492081902196215,-0.2552436577839765,-0.19251660083485542,0.6895841167970777,-0.09730480514528213,0.20172723832023703,0.26548973358821876,0.05637079365412409,0.2820967759755816,0.38385483051656205,0.06433140766089486,0.08569995712921488,-0.09954151304910451,0.3125427353112517,0.3506374955040089,-0.21039302925847103,0.04497478895255087,0.7001813259543531,-0.2526511668017096,0.2428341812501309,0.04937604758349396,0.07207118596606298,0.08064555538110817,-0.16000054220912652,0.04300302909072174,0.16950028608440187,0.411171306953131,0.3740582466093018,-0.3044626651144997,0.20014123349654897,0.3560644503247252,0.09845606640238638,-0.006942489115525393,-0.028191796878943874,0.03330414259898843,0.40513407134281615
Thal_MDm_L,0.09964752226541262,0.3093097184929442,-0.13410347580204793,0.029247326108661553,-0.062205026557275354,0.2402136543000327,0.08221379598575188,0.39177079666969106,-0.049339369727997934,0.0672667943593877,0.31574553531046473,1.0,0.1561470594195038,0.3887106144082799,-0.04838044874762763,0.17959487426594758,0.06746797557920929,0.19074211126188134,0.05303465034737508,0.13548999770164244,-0.16001033632626488,-0.15361217601777125,-0.09245782490922458,0.15407438326223183,0.4175274101107835,0.32203792615822324,0.19828547646925,0.46143424518762005,-0.00503763946495292,0.16993456902446477,0.04869009268759872,0.48375199334693725,0.2825818184384949,-0.13023017680999524,0.2742744751766097,0.12143346377591847,-0.011016296885813424,0.1702151745046375,0.36965981988425584,-0.0034100034571796526,0.27742791446724185,-0.042473059085039365,0.1706147777366418,0.21377091267091833,0.16450674504120713,0.27790981123900443,0.4123823862761805,-0.019117741597284695,0.3369007597844775,0.04664086341768879,0.09248204916176353,0.13180582166637952,-0.012767785265521282,0.17765078245570337,0.20195409727225377,0.2248021086394391,0.28953582770410835,-0.0005297415191862059,0.21515094235517604,0.2884351811501823,0.39488485025491327,0.01673121217480599,-0.013700748386310033,0.11918061846433946,0.47187309854282317
Cerebellum_4_5_L,0.5366431918961458,0.575699065280122,0.05746608218166241,-0.2567623243279451,-0.057773846110155236,0.39209894829425174,-0.28905048635227726,0.5593554168167443,-0.3366435632150996,-0.31847237736349493,0.1588357034719359,0.1561470594195038,1.0,0.6519880962424904,-0.34981920438700786,0.32872821039978833,-0.0927824965366759,0.17195668725882657,0.5105806841393636,0.5486775952950456,0.4151975285158776,-0.2342661096563121,0.6502299301451345,0.4672655719722408,-0.3164902617830743,0.4664119853201317,-0.28743628966786494,0.34582109903118685,0.5365459141653727,0.20420448335703298,0.30672411241498426,0.3177898457485762,-0.021363440051426746,-0.5486267737774824,0.56105759583438,0.5386538048736713,0.3838018894367095,0.4208726992166073,0.484747087762476,0.1528768978573783,0.4945264245401578,0.33830262660145655,-0.2708015587698587,0.5325587504399096,0.07342296905403838,0.44923294526599594,0.504752450310776,-0.38974371691232673,-0.08733308674531748,0.5631855730957768,0.44302477454946454,-0.23711746503820028,0.4991580905575012,0.4520833127093782,0.31790632545726943,0.3829861465519923,0.45009391739937943,0.5200889354466661,0.2622252278060471,0.005678746067861315,0.30767510167632395,-0.4782160608499083,-0.25437122233942366,0.0668348429680685,0.6636100645759059
Cerebellum_6_R,0.22501716829621232,0.36104164916806186,0.08827830652414217,-0.14772358867832208,0.04115507148543603,0.3632413342652167,-0.03877442937528302,0.6870998648207448,-0.31864220571039964,-0.2605242449426811,0.647037204213371,0.3887106144082799,0.6519880962424904,1.0,-0.24549382604613657,0.4470148704746651,0.15515103081706122,0.2746429337814088,0.4127602600080893,0.2856169347041911,-0.05868713206894866,-0.20874632915351865,0.2429509913506186,0.11090076884621015,0.09972261573577972,0.4594431087973212,-0.11888050872433989,0.5589587274866357,0.12332320018746198,0.4511457724439339,0.16224352123335575,0.20968117054568491,0.5158015603168956,-0.3111417801913992,0.48597590175651045,0.46262294121951697,0.31181268911128057,0.49419222869835133,0.5866094411179471,0.18101437190422132,0.35939525305244696,0.14644688176320078,0.09855146936900806,0.4365446800358144,0.08942736973313095,0.433301662499408,0.859220274729089,-0.32784542343879153,0.08672970355807248,0.33535878412977843,0.3582635924243747,0.020266055528270672,0.20391827323073564,0.23347148010327484,0.41804845427425713,0.5795584944750698,0.530309896655469,0.11630604679717721,0.44188371945854865,0.34788537134511743,0.30635842305430394,-0.21929887452858945,-0.11293629245442945,0.13866674764962267,0.5772441406940422
Occipital_Mid_L,-0.6292889443344095,-0.5729161075527149,-0.1090010433619265,0.7081098937044108,-0.1995106501148123,0.00044440199458069805,0.5367261925415383,-0.2217774162844388,0.54392338295383,0.5024385195466768,-0.02056332153091286,-0.04838044874762763,-0.34981920438700786,-0.24549382604613657,1.0,-0.34667050710475733,0.29599433193488456,-0.3537073153155721,-0.27331394706415485,-0.47464471878541276,-0.4063199385362407,0.769350587033802,-0.3725599781924426,-0.3610683532845401,0.4636505124593917,-0.5309840807258838,0.47504699507624937,-0.20302530639367541,-0.4150413198573216,0.018727499413841334,-0.3050403308406098,-0.26398728229362856,-0.16183937489511463,0.6279157048786745,-0.6176788719936729,0.1559577006476926,0.28012050960304236,-0.3237383080292194,-0.2822823449898046,0.18180033914287505,-0.46563618337060136,-0.08162545841516355,0.36354933400009415,-0.21195440382806163,0.16875888219185392,-0.24826950354905591,-0.24011286680208294,0.5635907693130405,0.22867350756737667,0.07156264522460741,0.19285240963910877,0.756729334712518,-0.5726204091623365,0.07998712671613918,-0.0136395729010464,0.2864413934487547,-0.3744098864707949,-0.48808817938149646,0.05414397355510772,0.04197690140253438,-0.07740358892393127,0.46327779078688186,0.4195344786425058,0.5856785843206447,-0.36617989253757505
Heschl_R,0.31151208878240316,0.3096175523813421,0.40712749784678237,-0.31066593045466323,0.33664031133509476,0.3830525859112102,-0.21105593853045576,0.4376032804232258,-0.35379343190568757,-0.3975515097538211,0.48406078053942136,0.17959487426594758,0.32872821039978833,0.4470148704746651,-0.34667050710475733,1.0,-0.050254535055552586,0.08650341536467594,0.4447263422729489,0.4030235745242197,0.06554664256304008,-0.3091074624559373,0.29646124880537666,0.11139821041205661,-0.09225899769402865,0.4673550636284443,-0.2372400607145434,0.5878587401438436,0.3179286078252518,0.2647063549742621,0.06189881491788646,0.14032209690412825,0.4617884391343249,-0.30192081575282526,0.5380163039896964,0.2540604670205012,0.0759004518961984,0.2617726833746659,0.549705196985468,-0.016029111307041814,0.3659074004243991,0.08146141646716992,0.11691108440348248,0.6165389270672915,-0.09970913770778737,0.26321338125412486,0.4776186090283863,-0.33776492196617436,0.20174372215217956,0.11124420909003961,0.02898223535681449,-0.293705329634656,0.31169753384385634,0.09612023180354162,0.24644476161377027,0.2031350549990269,0.4043648571645075,0.1441513738541623,0.2796327935985482,0.27936595830106875,0.2552460836936179,-0.09967579621000217,-0.1317935076592364,-0.16956087009460363,0.49461437693230303
Red_N_R,-0.5774046578457105,-0.4610112962088954,-0.2366040597218295,0.3463699876433127,0.233963608410604,0.3284046653514189,0.6266614340890906,-0.24864646921200823,0.26211038627322236,0.26401103581812063,0.1322580086028256,0.06746797557920929,-0.0927824965366759,0.15515103081706122,0.29599433193488456,-0.050254535055552586,1.0,-0.23749002565610589,0.11752837748435607,-0.40584829096665587,-0.5281712576800005,0.4057697439345881,-0.15261916332214193,-0.517710876110904,0.6005025936580891,-0.06982414958414686,0.487347474824758,0.14274318175097125,-0.5758819464811132,0.7328961955981803,-0.44962759759171533,-0.042335044922030905,0.25973783530698163,0.6320094626727447,-0.17456116590337978,0.3124687052679725,0.46926479289363454,-0.5319329325729801,0.1706373486889654,0.8183198466629386,-0.33979825350099924,0.23581973243353133,0.6091575563332682,0.12773995844771285,0.36663462441402983,-0.23629271613505679,0.12618247543905273,0.46093649119855845,0.35867980961159507,0.36674713308600937,0.3722370250754571,0.48556653307364134,-0.5159916308468966,0.313255295029012,0.48178506711346086,0.5040365654155291,-0.2730418806404082,-0.49428792642819297,0.5005215157481311,0.545594096407236,0.3074100446667584,0.5048545082267715,0.1771307739125794,0.40204089054956793,-0.31213395032865715
Cerebellum_Crus1_L,0.39217620088055793,0.2002360777680652,0.08117760713018736,-0.5265691819890599,0.22336359504994197,-0.2907259890181124,-0.33629380730680897,0.02153904155683334,-0.2809579247909235,-0.12598495455773362,-0.0044448500654499104,0.19074211126188134,0.17195668725882657,0.2746429337814088,-0.3537073153155721,0.08650341536467594,-0.23749002565610589,1.0,0.0761400655237574,0.23332867428695953,0.3984072631402497,-0.3238199285927488,0.21782397956623778,0.16319186618731563,-0.10184537927440408,0.2073436420985899,-0.14865798103522784,0.02945774205282302,0.28610854979344147,-0.12116788859475022,0.7732763381487355,0.31581749954907845,0.20208163223767286,-0.29247667035573394,0.16642488699751762,-0.417945041923836,-0.26202064341736153,0.46110636057669074,0.1852636725615363,-0.15870010062186643,0.20197074663539716,0.10352011429804953,-0.05916645260594114,-0.24363708284194016,0.0332325997610648,0.7129169433416211,0.3231086014145136,-0.05778549463535841,-0.14051298962428588,-0.18960489610869155,-0.25669988834543006,-0.29743918926590607,0.3908715672565876,-0.34339700678270074,-0.14858097636464088,-0.003968297125491797,0.3831359236545838,0.5178789060513248,-0.15556718559580418,-0.21469081387636968,-0.167290355440464,-0.03717478575131598,0.35286881152006666,-0.31892844475200455,0.060523832120450205
SN_pc_L,0.26340192407364943,0.24975295795906283,0.1899347689863456,-0.17888245641016426,0.40567508835269867,0.40954274221208115,-0.117118525592985,0.1777945483004765,-0.10269672028480022,-0.1138855756508578,0.12240152221659815,0.05303465034737508,0.5105806841393636,0.4127602600080893,-0.27331394706415485,0.4447263422729489,0.11752837748435607,0.0761400655237574,1.0,0.5150182005400343,0.216943767108058,-0.2595524283344478,0.5216602948602053,0.0644586126462848,-0.16060939481838213,0.4691273439003837,-0.06508677341486048,0.43912249523313707,0.2621199266719096,0.4244472400478047,0.13921112105105485,0.22600052622057543,0.30324462662422685,-0.2023970416369685,0.4262682994321334,0.2789673062972411,0.2434271666859297,0.0917406792423419,0.5027228204878873,0.16302842420657088,0.36137659695135516,0.1946596200047778,0.04325959546358194,0.5683997081598856,0.09440268731068624,0.3025292960624825,0.2338257327335781,-0.2783039494153926,0.1178776532404376,0.23123919775142276,0.18438033637968795,-0.14773642829466893,0.4323349028733029,0.16747540539890562,0.23675412336099144,0.1611212174507861,0.2654361095080708,0.2548279756987216,0.3212737154654175,0.34731656758044427,0.3229487759218085,-0.13187652363435934,-0.12856879786962605,0.03883619263530595,0.3236337125544826
ACC_sub_L,0.7657402654369656,0.7590133723719015,-0.017950493402639656,-0.4522887107885801,0.03155616782700121,0.18127419442840859,-0.6410681128737472,0.46952450041580485,-0.41826517962825915,-0.3785765759524912,0.01831646479174221,0.13548999770164244,0.5486775952950456,0.2856169347041911,-0.47464471878541276,0.4030235745242197,-0.40584829096665587,0.23332867428695953,0.5150182005400343,1.0,0.6155781643310999,-0.4844597055598284,0.642731863617595,0.6680105749347253,-0.5278549319490468,0.5808495134280389,-0.44386446219244907,0.36083128753907834,0.7482494529737803,-0.17636215609860809,0.49891914357856765,0.390892908325962,-0.002149611343870427,-0.6932175864196479,0.6197530785268197,0.12243052145708988,-0.013828066563974645,0.48151593149625993,0.42084479589608564,-0.1182729960483391,0.8228731823378532,0.051166539668833035,-0.5091819936280144,0.4660498919914947,-0.16946970126086666,0.43977012651978153,0.2484134110847208,-0.611571432806484,-0.28763839178719713,0.0972301594501862,-0.050837153817837946,-0.5200993287095322,0.8042219303614935,0.16417926136863015,-0.02031905611828139,-0.10894722007286498,0.4865122989518915,0.7329530933433135,-0.015715974578817404,-0.12547784096996273,0.1615949525904886,-0.6068079352957174,-0.25386812029201433,-0.3139852442592006,0.6301026145266841
