,Thal_PuI_L,Frontal_Sup_Medial_L,Paracentral_Lobule_L,OFCmed_L,ACC_sup_R,Thal_MGN_R,SupraMarginal_L,Insula_L,Precentral_R,Thal_LGN_R,Insula_R,Thal_MDm_R,Occipital_Inf_R,Cingulate_Mid_R,Thal_VA_L,Thal_AV_L,Supp_Motor_Area_R,Cerebellum_4_5_R,Red_N_L,Cerebellum_Crus1_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,ParaHippocampal_L,Heschl_L,Frontal_Med_Orb_L,Cerebellum_Crus2_L,Frontal_Sup_2_L,Precuneus_L,Cerebellum_6_L,Cerebellum_7b_L,Parietal_Sup_R,Vermis_1_2,Olfactory_L,Temporal_Sup_L,Vermis_10,Cuneus_R,Angular_R,Red_N_R,Vermis_8,Cerebellum_3_L,Paracentral_Lobule_R,Rectus_L,Thal_VPL_L,OFCmed_R,Caudate_L,Temporal_Inf_L,Thal_IL_R,SN_pc_L,Vermis_6,Fusiform_R,Cerebellum_9_L,Lingual_R,Frontal_Inf_Oper_L,Temporal_Mid_R,Cuneus_L,Cerebellum_Crus1_R,LC_L,SN_pr_L,N_Acc_R,Temporal_Pole_Mid_R,Calcarine_L,Putamen_R,Thal_LGN_L,SN_pc_R,Putamen_L,N_Acc_L,VTA_R,ParaHippocampal_R,Rolandic_Oper_R,Hippocampus_L,Vermis_9,SN_pr_R,Frontal_Sup_2_R,Frontal_Inf_Orb_2_R,Caudate_R,Cerebellum_4_5_L,Thal_PuA_R,ACC_sub_R,Thal_MDm_L,Occipital_Mid_L,ACC_sub_L,Thal_VA_R,Thal_PuL_R,Occipital_Sup_R,ACC_sup_L,Thal_VL_L,Thal_PuI_R,Cerebellum_8_L,Frontal_Med_Orb_R,Thal_AV_R,Thal_PuM_L,Cingulate_Mid_L,Temporal_Sup_R,OFClat_L,Parietal_Inf_R,OFCant_L,OFCpost_R,Thal_LP_R,Rectus_R,Vermis_7,Olfactory_R,Thal_PuA_L,Lingual_L,Thal_MGN_L,Precuneus_R,Thal_IL_L,Amygdala_R,Postcentral_R,Cerebellum_10_L,Thal_VL_R,OFCant_R,Angular_L,Rolandic_Oper_L,OFCpost_L,Pallidum_L,Cingulate_Post_R,Heschl_R,Occipital_Sup_L,Thal_VPL_R,ACC_pre_L,Frontal_Inf_Tri_L,Supp_Motor_Area_L,Amygdala_L,Cerebellum_6_R,Temporal_Inf_R,Occipital_Inf_L,Cerebellum_10_R,Occipital_Mid_R,Thal_LP_L,Temporal_Pole_Mid_L
Thal_PuI_L,1.0,0.300509829016305,0.02664076823830357,-0.16435534159531975,0.5331773247103736,-0.31588700870294406,0.2909563710556631,0.35223619379134863,0.033574922395764206,0.6836831397382843,0.2624181956067407,0.6206823809463918,0.5700263087385985,0.22128487223675175,-0.3391349402488436,0.5993114531139782,0.00111042828264795,0.039724511013746765,0.17745213972802232,-0.14051298962428588,0.0711599613936962,0.18377136398545343,-0.38829558442954587,0.47621794360350844,-0.2608766972291836,0.465752993867218,0.23228252718309672,0.23353002598286787,-0.06486461950469606,0.3364735391759741,0.10879401270927079,-0.10181621458337209,0.33980058998999524,0.24226682693699436,0.2437227888735101,0.21445801314695623,0.2578437386161966,0.35867980961159507,-0.39152077446482697,0.3399019599745616,-0.013829547624519274,-0.3384680940519922,0.560519557311124,-0.4321049092202829,0.015019340213639919,-0.2637021117015871,-0.049833329769127174,0.1178776532404376,0.08361828486613876,0.03629515381320807,0.3377001705639773,0.39905331924765114,0.15247616857630855,0.32811097901780156,0.3807299638508576,0.2428341812501309,-0.13551248087028447,0.4224175173996983,-0.08646517292674252,0.23671175484848794,0.45140090980765,-0.061279127322437205,0.491359485347701,0.6306805254332585,0.09166871891624989,-0.4482544082634397,0.2645241226123329,-0.18739912141259263,0.23794210273934935,0.13786031501801907,0.39240798739962707,0.17659464381366957,0.04770349555601661,0.17104644224756485,0.31431877566168664,-0.08733308674531748,-0.2939699375018454,-0.31499434100611307,0.3369007597844775,0.22867350756737667,-0.28763839178719713,-0.37699875875435496,0.5602963545307885,0.30316491374934224,0.506815783454676,-0.07066251477143301,0.586088881030057,0.3384536759374712,-0.2933678236931314,0.5329571039918971,0.6140532172001952,0.19004680161843343,0.26016806681351806,-0.3930778901164085,0.07661560376557514,0.2489349193805892,0.03378183737466103,-0.12110341577750669,-0.40762333468530865,0.06857200335724088,0.5577617019495029,0.5871500110615849,0.6400466393708921,0.08330194263240912,0.15188434684775692,0.024762894071076125,0.24868480604764112,0.0916066071937765,-0.11256399199942209,0.7579250526093183,-0.3005697081900907,0.3475515571142101,0.14435696571179255,0.4552519055464244,-0.04564918354670615,0.16316801365561773,0.20174372215217956,0.3208390652022782,0.6804505280606706,0.2096218066775618,0.04541154815768127,0.0895683491428317,0.42489433772568735,0.08672970355807248,-0.13088995075956927,0.20657737899062234,-0.19679872875492987,0.3030965225271368,0.4397887317406085,0.5430371575421208
Frontal_Sup_Medial_L,0.300509829016305,1.0,0.5435590393145332,0.27738983848839405,0.28016419652191665,-0.18777599867715544,0.31678474935201056,0.5496348379751087,0.3107003457893501,0.018388754594049282,0.4911820590538764,0.09112537039822315,0.11751519669400172,0.7094110603916937,0.008918237293853456,0.27469052604246497,0.6360988468620982,0.5151113955364064,0.3820218412862889,-0.22624814055413953,0.39082650175440276,0.4533623809850313,0.03797629630625267,0.4779260209014237,0.16802966464371857,-0.01943174610943347,0.8359830671042274,0.44370396252560146,0.10308943249292189,0.18005638137537616,0.16957261763513976,0.30557845725033267,0.30014071121770597,0.44375965996348987,0.5226101112516993,0.4303185827278789,0.3065670383324587,0.2902501220326889,0.03664836422162454,0.3863903769968398,0.6267825281404379,0.1249223191864598,0.17151114145710997,0.07180813933029244,0.24195816157999553,-0.17452680263154266,-0.048986021200905186,0.3297253594324004,0.32634516049052387,0.4890055416497053,0.5904505972806013,0.4417064283117712,0.530739245380383,0.41619610401011004,0.2808414299626717,0.15651951583996618,0.20745803421661457,0.382196640273892,0.3961640248140047,0.266669957260429,0.1512491256624501,0.4194075695455994,0.06563022291308873,0.3530820986022314,0.5325537715006964,0.06532160043003837,0.09295266461901004,0.33960470434300827,0.36870257694401964,0.24974868971798583,0.12496012576396058,0.49311232165810953,0.6716321833950166,0.5212147143338963,0.5013797109965402,0.43619237605708555,-0.0009899709514719537,0.14794510011055467,0.148114466808698,0.11265501785889773,0.12258828646596506,0.08449726813497074,0.0029465882941571084,0.20046522150759177,0.4951876654968817,0.20872193921465257,0.007737854925832748,0.1676855776519383,0.14858056879884823,0.11754060911249434,0.15241049856177447,0.6712576397519656,0.5592563273897821,0.047479182192766464,0.11349353338729935,0.45538858813189304,0.431693780061171,0.15899336018069976,0.005845620254832724,0.34284811213083805,0.28188341153695123,0.23211478024155965,0.10357679402105495,0.1371345721181717,0.6168231355733155,0.12371147111983354,0.591431198364021,0.2327130487489268,0.3684155016517044,0.3106708782584237,0.1186411754035715,0.35339683064612176,0.5058688068746066,0.5162189224731843,0.35654487248247624,0.5779519282520615,0.2995767948144969,0.13769196094105107,0.056136497519736046,0.5857442415136124,0.3767002439085801,0.6610733526334147,0.43940902896870726,0.3876002834910704,0.2625788561431519,-0.2574459391154553,0.20399949208076593,0.08310174166856542,0.1934694676303409,0.25458308270825847
Paracentral_Lobule_L,0.02664076823830357,0.5435590393145332,1.0,0.0909656961493431,0.3574210582644875,-0.3829402896831313,0.37009362262254675,0.4284580095991433,0.7361941347836208,-0.12554476749250054,0.27116677112635734,0.10655374219854787,0.09973010834849744,0.6612447824971079,-0.2787644909453733,0.21570363084189303,0.8517279813904085,0.3626110766246237,0.4011127447757246,-0.321952583354455,0.26314388349034334,0.6107755667608423,-0.1498033166316995,0.5380381290735992,-0.07552878133026035,-0.05770864105543946,0.7233577490522145,0.8146852525125274,-0.13915037456362828,-0.06422630883197357,0.61712363851062,0.05959804318835032,0.07724484706834549,0.23210802012321516,0.21739086011065697,0.44758574911412824,0.5747568279856569,0.34819287401011684,-0.062451140366039985,0.366193229460575,0.8620555799237042,-0.011448178247154083,0.03781806937308828,-0.06116105687098115,-0.21506568507794482,-0.28002262631411107,-0.2516045510333345,0.09831614470288837,0.09103964669505836,0.3095613531869971,0.19732146455779645,0.30925868308910487,0.5030595348178877,0.48523611404374906,0.47070021570962595,0.0940483589972683,0.003684946619031578,0.3618696386152501,0.1949963831528153,0.10811644665484507,0.25533645525830995,0.09874006870832328,-0.028680431510431165,0.2864914327588625,0.33669763782730266,-0.18493847067116112,-0.011635474177361696,0.15799222228953735,0.4116479482025113,-0.042401030837078836,-0.04050196265539838,0.41907551598814435,0.7632871996229404,0.33189928961481785,0.28649780409250125,0.25729697208678276,-0.20255814717845855,-0.05298579997257362,0.07532091412256967,0.35270337029346654,-0.13118213664175246,-0.09182470591346004,-0.023745361346917987,0.5533919665631968,0.2492368550799378,-0.20129633336957,0.06369240485846714,-0.08699284348639796,-0.04940607606505941,0.07909806998631048,0.22613343766147906,0.5786056944285664,0.4703140720342125,-0.12413990472117079,0.5983421044044298,0.24539831701358905,0.26009170901389456,-0.11083130114870282,-0.09376790369338367,0.1829822469118867,0.28888471322758175,0.29668457430969314,0.05341091412070422,-0.19552103256380798,0.769173772681832,-0.1799537444447262,0.44031386652508575,0.7068917001089084,0.12261524742585317,0.050306764458151285,-0.04364306026094797,0.45885036619119585,0.33877236941644967,0.31026790478363536,0.03555140320266374,0.4264894391591726,-0.02252399661064292,0.3432515990899774,-0.03402038099482958,0.35997442122519707,0.06819677713178915,0.889686269321908,0.3500672274051938,0.2536237561114872,0.19664503105768144,-0.19212957731367095,0.06379370437735,0.38055217918880885,0.38524205095121045,0.1579742797632171
OFCmed_L,-0.16435534159531975,0.27738983848839405,0.0909656961493431,1.0,-0.44355523585638795,0.3271717011095392,-0.27774185143390023,0.22026895384276376,-0.06250076115923937,-0.39196963009171715,0.3596134889372934,-0.4278784707716945,-0.43116534489952596,0.383438845763642,0.6396899123016525,-0.20260902515955057,0.22508117683335568,0.33218513964751684,-0.05420710552452013,-0.06120013925185623,0.47022581105671163,0.029599462780435255,0.6740699882221949,-0.16578447847590833,0.7701313287627789,-0.43698216175967414,0.3248322752449347,-0.07554627628482746,0.2496964827061197,-0.11309133167190626,-0.18932216085383075,0.48195027180482675,-0.2563649842637646,0.10388288782430175,0.4069671537284523,0.058510406460972955,-0.21893945321242536,-0.28152874190442634,0.4003642704824454,0.0037503753850122185,0.22331894557457976,0.773797070033129,-0.4232325399982843,0.7655431532394164,0.3810469119752073,0.2332345944062206,0.17051307560722487,0.23760506590628805,0.22137296307237522,0.47498410580214445,0.3558883029665955,0.0220452142383843,0.05728755106475356,0.10540605051299305,-0.3171351985815091,-0.04508425452285699,0.4074307770631578,-0.33939804579624155,0.5354868173561707,0.20857918013859733,-0.422890304034721,0.5788267785424782,-0.33834351012106806,-0.08911198410229937,0.599870710664486,0.55757829798418,0.02585739799676252,0.70619801438042,0.1684541473676874,0.43444086951633964,-0.2176761321293637,0.21656096977662642,0.334596016729778,0.5002111185529395,0.41376847036666353,0.5287381409581395,0.5312527975018645,0.6205174036297246,0.2219813960675248,-0.3185117406600759,0.6599898456830571,0.6650416479874821,-0.6071971588463935,-0.30176118531109974,-0.1123153132152631,0.5267259566842385,-0.5289922799468976,-0.08478255540409603,0.7799081092097002,-0.45509530466004644,-0.5332611214351589,0.3184092492368628,0.32545804433476955,0.5207985972401827,-0.197109356795506,0.5819128734689095,0.6101521175296074,0.5144645272623293,0.8252874993918405,0.19228414363475646,-0.34149171480700785,-0.45793112240611933,-0.482548459446952,0.5483107973186754,0.09602449898792081,0.5739932013338636,0.28902592911616865,-0.06725498038906091,0.6227121118314084,-0.18399282242642737,0.6853921351212753,-0.39028333233932144,0.27199271715803053,0.27463830065484185,0.5433086901431761,0.15366530226182565,0.3527304200287142,-0.3855511147259684,-0.5251736428097775,0.5729778071489541,0.2300190619345969,0.1702100154231099,-0.1242823752543721,0.1906860730814052,0.448455813801512,-0.38007065594856104,0.47461335222930356,-0.4049180665581952,-0.5054506044097008,-0.3001867745999376
ACC_sup_R,0.5331773247103736,0.28016419652191665,0.3574210582644875,-0.44355523585638795,1.0,-0.6614351104612294,0.5860265352364052,0.32472078816866595,0.46074693661340405,0.5372048310354134,0.10076403137752687,0.6856840975592472,0.5605763516304754,0.2912974928938021,-0.8050953991556922,0.6355423679773187,0.2599801622785872,-0.03486156075362903,0.37892789563557194,-0.33629380730680897,-0.1265980534351515,0.409923275370309,-0.6404230522832536,0.6515746344823343,-0.6201208782255415,0.3157433390104389,0.27321104439418914,0.5720761846036667,-0.3496380354682063,0.09215005668842806,0.5045296902057452,-0.4133590945899982,0.43661772594569315,0.17961399243463416,-0.08088353377448784,0.3168225812845635,0.6734040637818619,0.6266614340890906,-0.5671404282332014,0.2515798268666348,0.26682155693113535,-0.6469374581099081,0.6314789941289422,-0.6147502627623856,-0.38456884054051016,-0.5276896544230677,-0.3047893887801361,-0.117118525592985,-0.13076320397935576,-0.14927657625946694,0.006495583071438637,0.3381071923253055,0.3537582668265793,0.33368540842326305,0.7226762944664985,0.048491515956339486,-0.34038557667772523,0.6482873490837153,-0.157794900347938,-0.05495074056237692,0.6619153723621621,-0.36505693866772604,0.4875606815661714,0.5878906198653837,-0.06228956799866265,-0.7270980964887752,-0.12353095894526912,-0.4475259329120306,0.36841249790900094,-0.08228240872925008,0.10660133922219489,0.27112060935795534,0.13164365028526154,-0.056760524843007316,0.19636743033513473,-0.28905048635227726,-0.6368358684196648,-0.5613874562994522,0.08221379598575188,0.5367261925415383,-0.6410681128737472,-0.6732481579959816,0.6872963960689842,0.7040593539253639,0.6375484687542582,-0.4134326836101488,0.6967010922635287,0.049627182630730134,-0.6540547196933981,0.7114120505733843,0.8135737462895943,0.2557598323953562,0.2169413195302853,-0.6532804448843351,0.4727894742654366,-0.11690500619547624,-0.3239926796204225,-0.5076598233393216,-0.692823878798186,-0.10760738742954802,0.7822467493095442,0.8173864258040769,0.640268831585359,-0.4588828627248738,0.41743778474655874,-0.534005065769939,0.32983624655620214,0.4509111661800803,-0.26345518196398476,0.6305468291888516,-0.7242735017190228,0.7599526601946178,0.07391989009565371,0.14583701937412596,-0.32868681288989005,0.3708249762554297,-0.21105593853045576,0.6423878952995765,0.7036844934526839,0.14638819882538978,-0.18180198953608112,0.3305663409516451,0.485498006315449,-0.03877442937528302,-0.3255779326510916,0.14531548728285357,-0.31264742760964925,0.692455848718443,0.8563540247405236,0.44640128741205926
Thal_MGN_R,-0.31588700870294406,-0.18777599867715544,-0.3829402896831313,0.3271717011095392,-0.6614351104612294,1.0,-0.33823719205499414,-0.30624189337128477,-0.4502904073613298,-0.24149963974294733,-0.13771431169727635,-0.47663214206909427,-0.5638270541256133,-0.3012784049541664,0.7395022287524281,-0.30554362611212627,-0.3116076807422106,0.006708444729262577,-0.5116059195080493,0.47152778564509684,0.15831533994848052,-0.381460873460265,0.7545701009933938,-0.5402960532006684,0.4802376648526439,-0.5117681119751993,-0.26114208244709675,-0.4819178161628184,0.5272198560341023,-0.20972868336153103,-0.445017471043779,0.48144724816168766,-0.21036617338790486,-0.03873708684284962,0.03320468723424217,-0.2836207207877973,-0.615217980010639,-0.77062368594176,0.6889891964513575,-0.3619909437036815,-0.3626650639367449,0.5086308237066114,-0.5303289198658925,0.6392540889057564,0.39183759005811064,0.630264983311045,0.47909930789761423,-0.018278865836023797,0.2017713838782425,0.23997944183227682,0.04191856816116255,-0.35232600019334864,-0.30685191123663635,-0.359347954214264,-0.5568529462071897,-0.03050893457099015,0.45731381496122275,-0.7019783767364707,0.11904841379970028,0.09770490996375476,-0.5952136887885064,0.24942857876914917,-0.4360834247429036,-0.6377152648154212,-0.06159318845600862,0.6310356180825891,0.11531074770525349,0.5252481803066529,-0.42269706424707953,0.3393784072113646,-0.16864929974448226,-0.39059649620105363,-0.19197865626310764,-0.08204560328921137,-0.09108560950907667,0.26859500710883644,0.4879923938536781,0.5341942515006165,0.11927385626900168,-0.34401460350989077,0.4803562356503085,0.6264400599867335,-0.4910869313693219,-0.5622030989736179,-0.42135559956507695,0.4786549060127674,-0.6663634954587253,-0.02937727728612724,0.5105916167183042,-0.46330007914059274,-0.7029738093814307,-0.23974539826432048,-0.29157023058944986,0.5548554263807738,-0.4322986960048266,-0.0006803263745839704,0.34794870078553675,0.30661992342949107,0.6087264093318189,0.16642995581110676,-0.6891141283319738,-0.7313635715195753,-0.5813302887033756,0.4815008719605383,-0.447140220079019,0.5502623657120759,-0.3499470427869504,-0.4265162549670058,0.4569008282035845,-0.3143630973688962,0.595514034008981,-0.49540349585970733,-0.1197314588671719,-0.1895548545069854,0.28047046352384425,-0.32464377331451977,0.17162811770097064,-0.45335148187285085,-0.48713295719917316,-0.036881729820222905,0.11402909893552195,-0.3505983173035504,-0.3825987599549163,0.14091916236444202,0.37104956275807055,-0.12979576497245676,0.5022361195635874,-0.5350838798561002,-0.7418295362987539,-0.45783806525074655
SupraMarginal_L,0.2909563710556631,0.31678474935201056,0.37009362262254675,-0.27774185143390023,0.5860265352364052,-0.33823719205499414,1.0,0.3241550690119905,0.4073969253760746,0.4118103865517537,0.06447337262804136,0.43675732903386966,0.2945361239317055,0.28189774492739605,-0.5461123341793748,0.458201107469809,0.3493733405006174,-0.11762782584587189,0.22463972129192358,-0.3238199285927488,-0.20631013190728253,0.23644539882711765,-0.4022171747941574,0.5077078481999422,-0.4104602907618228,0.03025869308065437,0.29767954748071856,0.549383845560756,-0.3284381844683352,-0.041846708321201465,0.47489206878803014,-0.26317363294647317,0.28334295196131226,0.33314512273307123,-0.1629282953606988,0.35033920262167917,0.5571515311274701,0.4057697439345881,-0.3512544010658296,0.14952176421319546,0.39026111970741223,-0.3613107827537115,0.5518487025918374,-0.3216219991653754,-0.18789422041604936,-0.27197157249940823,-0.2113160218876383,-0.2595524283344478,-0.29048159247702915,-0.19399330858410155,-0.0519598689992127,0.13621642372661633,0.4443842058939453,0.22443105206975078,0.6901772445710153,-0.07313926717343652,-0.2672635500095954,0.3360912834922799,-0.38284439253109825,-0.17358251042936304,0.5060136812545151,-0.4717526941816471,0.37835844979687494,0.2242608854973282,-0.22823559116658607,-0.5448795729904039,-0.05754049591512821,-0.31441375632406027,0.37523270643763484,-0.12288967284631094,-0.1785219048917014,0.04415479835243752,0.0533093469202773,-0.16202990961894614,-0.12142066508639605,-0.2342661096563121,-0.6192286389411344,-0.4472534841569292,-0.15361217601777125,0.769350587033802,-0.4844597055598284,-0.5716548117481101,0.5005547763104705,0.6551827966788151,0.5081043603814763,-0.13745456111119975,0.4921887390470302,-0.14965364089312821,-0.5003186178420407,0.7102923170820873,0.5154115042725195,0.34940842820435114,0.07483013175871048,-0.28009804896481716,0.3729911343620294,-0.020663274343341774,-0.2160292766940631,-0.7076636301211215,-0.4048942058700519,-0.22056446643453745,0.35023996898414567,0.5484621862205229,0.3283150112585659,-0.4468912216033069,0.41670967086070193,-0.5901802686789143,0.14350143671994614,0.28615279288520934,-0.04910535050146576,0.5188150068800624,-0.35451497815606,0.8535139884855486,0.036562838337997935,0.15013396167832954,-0.43455401992812914,0.16550058165977538,-0.3091074624559373,0.7117941350865632,0.5725708116938003,-0.01817839287132913,0.14414495204668817,0.2982405016572493,0.130510421191701,-0.20874632915351865,-0.2758068638713931,0.2757712422491332,-0.08069602043986082,0.6827467371115478,0.5920804490167119,0.14124530783764738
Insula_L,0.35223619379134863,0.5496348379751087,0.4284580095991433,0.22026895384276376,0.32472078816866595,-0.30624189337128477,0.3241550690119905,1.0,0.2215377587885011,0.004603311677797872,0.7285129033623485,0.19226753206010153,0.38504748479592815,0.6851132598169131,-0.15831308122393548,0.1373061223904264,0.5395445677733184,0.4711824102224816,0.4826048852217316,-0.44729765085550416,0.42994644775124524,0.12089733888075452,-0.1931421744137882,0.736713235131409,0.16192758625527337,0.19540213030016845,0.7346366232235134,0.3422512810411742,-0.13768717313118595,0.07460890917428195,0.014617611486466021,0.08751825479526587,0.10700445614028195,0.4881333049294891,0.3512062450845418,0.483011425641337,0.09564368707229444,0.3473790363377994,-0.19293943223750692,0.6121686293090888,0.5151038276919464,0.09932221652419833,0.15794881048611784,-0.10048250424825902,-0.09402864434472803,-0.29919552625078955,-0.25602310339559925,0.286411199104554,0.19518177773170042,0.4615659480591614,0.35334727837309055,0.5181214065895333,0.634841097462521,0.5435168147098131,0.3043568708769278,0.2649319736770128,0.05204507978127956,0.4727291929366289,0.2641023752910045,0.3646259793490552,0.2760503795990181,0.24449547286103918,0.11694220009506251,0.5081503081090324,0.6655892427271011,-0.1696544426010419,0.11529608095241127,0.2425840817143225,0.6483300808814502,-0.014012875532114931,0.1059682559437921,0.4752926257010888,0.41242492252183216,0.6528564198187902,0.2037139458371449,0.4027547729396275,-0.004560790532079299,-0.015014611440774922,-0.0026111350737783945,0.1817173300750996,0.07164463014484222,-0.052113766516231806,0.014172102063007199,0.23734058395524749,0.6901175394591587,-0.044289047204616974,0.08850825142770996,-0.12949485683861559,0.1383790596666698,0.0990255866786109,0.216160149797908,0.6834526247449952,0.6454828020932303,-0.14315752585923186,-0.10676667673186273,0.578142083606423,0.31179730815638823,0.08733907581639166,-0.04641781785001582,0.18610201774805527,0.3098293615551437,0.2883603494341569,0.22682486504272587,0.0853875486671857,0.5230205694515824,-0.061123917055715196,0.5403253828680659,0.06071601802768108,0.023078152181931554,0.20376061224581296,0.0008467553262924367,0.28434189770798857,0.5988402972797282,0.6608024936605881,0.12324082632471513,0.27712503145796746,0.3373639002928544,0.1495062091779679,0.1056215821335871,0.5524224406671912,0.395303376076952,0.5644699266017498,0.33796566261323807,0.3244101409105726,0.24611153987736753,-0.12944271473922955,-0.16087104524210555,0.23533279231420207,0.2259385809848655,0.462326582292218
Precentral_R,0.033574922395764206,0.3107003457893501,0.7361941347836208,-0.06250076115923937,0.46074693661340405,-0.4502904073613298,0.4073969253760746,0.2215377587885011,1.0,0.01994156511369017,0.22141723826852316,0.09385146896231332,0.03337743553170407,0.4866754896089794,-0.39682939585899035,0.3591158317731027,0.6977163618427448,0.20427067427926593,0.23260458883340693,-0.18099352111170144,-0.17158121362480364,0.7452464269528476,-0.16888066078194777,0.34937393644321413,-0.2689402795992901,-0.06605311924908808,0.43198973786602607,0.7520832988322996,-0.19020314665099322,-0.0644447081879722,0.6917145846047154,-0.13427023415574227,0.009681347143004856,0.21521551077742476,-0.06124109144836672,0.2840412877714704,0.6396417536876701,0.3072874264955231,-0.2435788782210881,0.27280590832249546,0.6214335203260023,-0.15071298741320885,0.13859279699105717,-0.16531454246119956,-0.357078589111778,-0.11973127410654598,-0.3820553649980211,-0.09831697403797109,-0.22163836651166258,-0.03853401014765531,-0.16423589928801532,0.2425994004532559,0.490179553943474,0.17120392363524525,0.5338167172992686,-0.3465016778315622,-0.20634267862951278,0.2630619096534707,-0.19166177590843378,-0.31358083524954244,0.304285765887201,-0.24135076756542623,0.05609238446207257,0.17136891134859092,0.02699843622822152,-0.31499872935966866,-0.09332141099968567,-0.16497125987356823,0.5627951768426241,-0.06480825463548019,-0.333596833275462,0.24195145931953377,0.6546203368956875,0.009846828681833297,0.08094905213676445,0.07209173682652809,-0.511174113592372,-0.25612601848384875,-0.0299179889027204,0.430874658505334,-0.28684613800985137,-0.3239720377862579,0.07694928288661985,0.6350463687487815,0.23607901782348745,-0.2014871740964455,0.2275228991039849,-0.09399712243396248,-0.32893833880802453,0.3817672571293933,0.26187095660975784,0.46069273621448203,0.1332775398155952,-0.03618246405708522,0.7740627701019508,0.0018406032688381944,-0.071759482527136,-0.38823278724515337,-0.22698067519849438,-0.19566514058386866,0.22769394817970426,0.3272548021674241,0.0812779519804547,-0.3686787615366317,0.6115897033001163,-0.3710130327142602,0.25042218660732557,0.9070990511508431,0.013598314766701322,0.19835796538944803,-0.1616255445292664,0.42658768289000887,0.24887059583226154,0.09701516471215922,-0.21867467081477532,0.1535827150372665,-0.43733976508202677,0.4699704525040283,0.1444800888210593,0.19210858663672123,0.06865851376057523,0.7035127819168556,0.05291348174238033,-0.09257188541261469,-0.21821536100662214,0.05374742119556605,0.06943009065437045,0.44909787450532607,0.45783453571109123,0.00041843022631120205
Thal_LGN_R,0.6836831397382843,0.018388754594049282,-0.12554476749250054,-0.39196963009171715,0.5372048310354134,-0.24149963974294733,0.4118103865517537,0.004603311677797872,0.01994156511369017,1.0,0.004286867049690039,0.7167477992064554,0.4915784536942356,-0.019207895579214172,-0.4263123446361183,0.603615318390113,-0.15073472258168377,-0.24769902105880814,0.025326625325158343,0.16234248466920873,-0.24549130327402824,0.19629720209774162,-0.4123786555037535,0.2671096969187903,-0.49825323433811775,0.4610729726989565,-0.13918182339326401,0.13292147484161917,-0.02255777472909712,0.42093134045055397,0.22428745305307857,-0.21700252109541593,0.4746818410417925,0.2669777755354165,0.028043267907619986,0.09721921772082204,0.35606378563071767,0.3707979630844205,-0.4284881841065912,0.07021472581872641,-0.14253951320459315,-0.5508002478175494,0.6839889821919036,-0.5004582054209468,0.044148003758352546,-0.05629907017656206,0.15432822100349988,-0.09512803208169149,-0.16203197470784392,-0.3024051011394105,0.06250656515727794,0.21956830559675397,0.013497248850682396,0.02450009018975255,0.36109102626867606,-0.037117214201573996,-0.2141355229953639,0.29955121373058635,-0.39136740789835206,-0.04753396156554524,0.41378716074332494,-0.3132872720957517,0.6548882816696888,0.3907981133830261,-0.2379119221080669,-0.49944174089489257,0.13519790257710462,-0.4792376794025415,0.052648465867478574,0.16546261410093202,0.2808371395939638,-0.07477689517531551,-0.14401567115179675,-0.24970806053495873,0.03531661589786365,-0.36655758731517457,-0.5366839639515588,-0.4805742216953172,0.2534493169809288,0.2779656976873987,-0.46447277923633257,-0.5734708353681016,0.8012435394306314,0.3308877462975225,0.42402226824363104,-0.08509736300061391,0.7446094921720612,0.4544508367913424,-0.5911289154045969,0.7742755779402506,0.6206127089312493,-0.018332305337740086,-0.06205171251887703,-0.36040560324432624,0.21701082849909256,-0.14565851920438372,-0.203451830864932,-0.4103740620095135,-0.5408038077136016,-0.11852042948638246,0.5153113216973672,0.5560221074996089,0.630981887239578,-0.1806835526129172,-0.00950551623683893,-0.21546547326042992,0.018311714470915126,0.11967645760873624,-0.21342125108703006,0.8239943492808739,-0.4568377151692312,0.40765787363793987,0.019245918561146238,0.17589086868551312,-0.15912533333185533,0.09567728016769644,-0.021910099033829924,0.3677161646610033,0.8806203821552868,-0.16522099509512628,-0.03536306788649224,-0.10629617421771935,0.2793069294451072,-0.12319179067697655,-0.483957744649526,0.4707839616352394,-0.17698845793496057,0.3154206973168181,0.4609932727553378,0.3075718771004774
