,Lingual_R,Frontal_Mid_2_R,Cerebellum_6_R,Temporal_Pole_Mid_L,Frontal_Inf_Tri_R,Frontal_Mid_2_L,Vermis_9,Frontal_Med_Orb_R,Rectus_L,Frontal_Inf_Oper_R,Paracentral_Lobule_L,Temporal_Mid_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Olfactory_R,Thal_MDl_R,Precentral_L,Amygdala_L,Temporal_Mid_L,ACC_pre_L,Thal_PuI_R,OFClat_R,Frontal_Sup_Medial_R,LC_R,Caudate_L,Thal_MGN_R,Rolandic_Oper_L,Rolandic_Oper_R,Occipital_Sup_R,Thal_VA_R,Vermis_3,Occipital_Sup_L,Occipital_Mid_L,ACC_sup_R,Pallidum_R,Cerebellum_Crus1_R,Hippocampus_L,Thal_PuI_L,Fusiform_L,Raphe_M,Cerebellum_3_L,Cerebellum_8_L,Rectus_R,Supp_Motor_Area_R,Cerebellum_9_R,Hippocampus_R,Cerebellum_7b_L,Thal_AV_R,Cerebellum_9_L,Putamen_L,Cingulate_Post_L,ACC_sub_L,Frontal_Inf_Tri_L,Cingulate_Post_R,Frontal_Inf_Orb_2_L,Thal_LGN_R,Putamen_R,Cingulate_Mid_L,Thal_MDl_L,Angular_R,Red_N_L,N_Acc_L,OFCant_R,Occipital_Inf_R,Supp_Motor_Area_L,VTA_L,OFClat_L,Thal_VPL_L,Insula_R,Thal_MDm_L,Thal_VA_L,Temporal_Sup_R,Thal_MDm_R,Thal_PuM_R,OFCant_L,Olfactory_L,Caudate_R,Cerebellum_Crus2_L,Thal_AV_L,Postcentral_L,Vermis_6,Postcentral_R,Raphe_D,Thal_MGN_L,Thal_LGN_L
Lingual_R,1.0,0.22474748177132062,0.5473379771748996,0.4422981573584695,0.36883147789659454,0.34966629279812966,0.2933964216594686,-0.11521668986828525,-0.1476810085126499,0.46314984543539117,0.30925868308910487,0.4714802836842736,0.24512482289771062,0.4135965909625129,0.3834703246571995,0.25017494834833104,0.27851610556956086,0.3488108096300945,0.14414140331785838,0.2657028777679261,0.3026649618770943,0.07464909433125357,0.41668513888716174,0.03391713861576063,-0.059885312212371936,-0.35232600019334864,0.39995125244850804,0.4394515054962226,0.2762236917421276,-0.17686383835713465,0.741719184308416,0.1542834844610475,0.0196452334190432,0.3381071923253055,-0.006031304421234361,0.3085312869746638,0.018748761961044667,0.39905331924765114,0.20451520369421794,-0.25449404029444744,0.8458101190829298,0.23929712791828076,-0.2517210159581809,0.36725301256595755,0.34387782190140354,0.13254915978349863,0.26202094988852914,0.22485109079104323,0.2510572368674686,0.40296674534383253,0.5220319991064735,-0.09664326762489213,0.11363643958918178,0.46276609070675473,0.18096842780914693,0.21956830559675397,0.14422972543308468,0.5805032825042037,0.30606096559669843,0.17113319388911402,0.5046999473521225,-0.23057805322648156,-0.10890504223746855,0.4996291259040641,0.44729632357244337,0.10736410236842119,-0.21112480373519074,0.2099506752727549,0.482181741950461,0.17411200471244276,-0.19112264642743482,0.4442248489102672,0.3500442569995769,0.13698910178470627,0.4181420865465557,0.1840981613704401,0.21988511723171966,0.2924501229091499,0.3193670628791304,0.2294570442592577,0.5414074453230922,0.11912931819663829,0.38653716447319214,-0.004214973508185408,0.16456223820960525
Frontal_Mid_2_R,0.22474748177132062,1.0,0.08942736973313095,-0.00026938780230767104,0.5414899689402748,0.3841109825985391,-0.014461418240564863,-0.25949014209445953,-0.14011022537281861,0.3226359709695031,0.6107755667608423,0.2121133980218701,-0.040632405364634465,0.7376100630135769,0.32815175668638635,0.19212912323229375,0.37279463235448623,0.25887671821522507,0.21045317739516026,0.274460630630902,0.2593248034789119,0.009758141567277997,0.5620876379772096,0.18386217941441443,-0.04551261098353107,-0.381460873460265,0.35101337884371697,0.383307787123978,0.46684351828480114,-0.20871685459978867,0.25708732229604336,0.24133933939977312,0.16875888219185392,0.409923275370309,0.07888985690994554,-0.21039302925847103,0.14563136947077698,0.18377136398545343,0.056069068208184934,0.046124138183954604,0.14956199017318986,0.3148824286391572,-0.21776355165843178,0.6200742697806327,-0.03266062185910524,-0.15082791907967788,0.21520253464734868,0.32063347490211913,0.1746379266899089,0.20319371368195052,0.2348443700101866,-0.16946970126086666,0.051578116013349676,0.3541885652828402,0.14944215151086096,0.19629720209774162,0.0461955821654671,0.40380835905523305,0.4513331961511974,0.681342867329848,0.2722102017770711,-0.143934804072843,-0.13735905568322496,0.05562803228403189,0.6464477686056295,-0.020206004471699773,0.006465048570481494,0.1761733040012438,0.2967644772743473,0.16450674504120713,-0.22833268973333715,0.299050432149808,0.12307713851245795,-0.11103655166485137,0.013287973679597475,0.17229680707697256,0.39519768303441277,5.666612533676732e-05,0.4094900734278464,0.3679057033478463,-0.07072330293977451,0.7726779467599036,0.31453071250487064,-0.19295240657982687,0.06466433766936068
Cerebellum_6_R,0.5473379771748996,0.08942736973313095,1.0,0.2843442497601154,0.30635842305430394,0.33077989320246265,0.5158015603168956,0.29093998779464647,0.11902108407951614,0.23347148010327484,0.2536237561114872,0.4978957746839972,0.5815439014674971,0.36563160080057927,0.09656208880934739,0.11082938002930663,0.14841871647923371,0.34788537134511743,-0.10137738051776604,0.372485119659173,-0.2329710438316301,0.37219700735426486,0.3632413342652167,0.11721695528640347,0.17814315544696782,0.14091916236444202,0.3535233962252426,0.0718331258855845,0.020266055528270672,0.36104164916806186,0.4511457724439339,-0.1659701757845296,-0.24549382604613657,-0.03877442937528302,0.29815813527482704,0.647037204213371,0.20968117054568491,0.08672970355807248,0.433301662499408,0.06548865345415701,0.45966733384164576,0.17767945723503314,0.11033070751259329,0.2823697855144891,0.6903814121935806,0.5772441406940422,0.04115507148543603,-0.32784542343879153,0.5589587274866357,0.507884240118149,0.41804845427425713,0.2856169347041911,0.12422038909752484,0.44188371945854865,0.2429509913506186,-0.12319179067697655,0.44435441412393706,0.33535878412977843,0.002974421937698988,-0.09867267099942824,0.4322441000179827,0.20391827323073564,0.12332320018746198,0.26854687359952356,0.3582635924243747,-0.16165935653146032,-0.05868713206894866,-0.2937320130964203,0.25250169886533336,0.3887106144082799,0.22501716829621232,0.4652160287029974,0.09972261573577972,0.48597590175651045,0.2959385833414185,0.12453623574489173,0.3384396696958279,-0.06137405543232183,-0.048880782417807536,0.09236118304564953,0.839818719137392,-0.13151682528011585,0.18101437190422132,0.4045972950719575,-0.32739195274421357
Temporal_Pole_Mid_L,0.4422981573584695,-0.00026938780230767104,0.2843442497601154,1.0,0.3283161813994457,0.3285069946268171,0.6054639367700341,-0.22004079275362845,-0.3960130586815326,0.29620105539576574,0.1579742797632171,0.5584258177566772,0.33363474702819107,0.08818395444258856,0.575664655943295,0.2788481858623855,0.2114511031008431,0.4924429090916649,-0.04027558016552649,0.16514702257115768,0.4397013094509034,-0.13258720505993066,0.24166366739609052,0.08492683564551301,-0.23173936593192873,-0.45783806525074655,0.20871505246943495,0.24769058485617543,0.233234236052897,-0.3162219764719015,0.603774434739152,0.20771520658868664,0.0987527499887805,0.44640128741205926,-0.2453617167847023,0.5216899595745795,-0.19565455891141206,0.5430371575421208,-0.1676349119516772,-0.43112583694587703,0.5306661346682645,0.16167782817520726,-0.4809245607404789,0.12978443529891767,0.40838651192890624,-0.022454507569994002,0.23100167416300615,0.245865053714801,0.3438931509474915,0.20172215114988007,0.23707338260744062,-0.18997261756950423,0.00017113198344995088,0.2275031764439363,-0.17469101289374536,0.3075718771004774,0.006667992157803641,0.23312762082132166,0.47855220309980323,0.1432350870525562,0.33007539557912546,-0.4675870506634194,-0.36564054495886855,0.7857801958671363,0.22197082141380833,0.24606904312880395,-0.5873638431106757,0.34929013418322546,0.23482214705360666,0.161667074981542,-0.479636026975771,0.4675729448244595,0.5215188712668084,-0.05436936599596082,0.22840072429470265,0.31165757635381686,0.14614617885039413,0.6905186964642276,0.22491765133013855,0.17993130963965032,0.17998021864336197,-0.012565342392025067,0.14936472314194088,-0.0941770775436626,0.32170474880174615
Frontal_Inf_Tri_R,0.36883147789659454,0.5414899689402748,0.30635842305430394,0.3283161813994457,1.0,0.35035943103575257,0.13132844675740052,0.1864258940287427,0.11268384964958882,0.7551830844012861,0.4599489951675267,0.4839445166538951,0.5110922633551779,0.6771821634842695,0.3516443987191678,0.033124180602442904,0.3292814223460689,0.4345335924862472,-0.0634157393126519,0.6554262207750541,0.034829692491111584,0.39537009832825054,0.7631938195711662,0.23481833787102266,-0.1288803964261933,-0.29573745633489107,0.6245956563230727,0.5065249268569377,0.16231179687007438,0.10639620491056777,0.40783196211009937,-0.00862760712274078,-0.07740358892393127,0.2895697220413101,0.3418654280822037,0.09845606640238638,0.16264273056523498,0.2627999042816821,-0.0606807736856142,0.06567243220300377,0.3693267589169849,0.16171213362037384,0.006808939037461272,0.5512950066308168,0.2517105983306272,0.2291255537791554,0.16096044124811706,-0.05481289324827992,0.367631860846612,0.6497056253115335,0.245361327965553,0.1615949525904886,0.1776931511812576,0.26568396380754217,0.28339695363004014,0.015962761954422578,0.39567875169882727,0.5514213050532827,0.40863022810660815,0.2205844087956798,0.4048583690414977,-0.04923369803744112,-0.009222475277388602,0.23356767106628526,0.6282486161320466,-0.0885964719403013,-0.09134195797006026,-0.022362781173844385,0.6063336416216137,0.39488485025491327,-0.09342787059510883,0.6365240012275877,0.12151493909085231,0.20854544863279095,0.38160498844734725,0.04991549632346779,0.5475621480843929,0.192301417790722,0.205419658319095,0.22623468152993825,0.09621661623187146,0.42501957952317426,0.25378797802824815,0.09582314777529824,0.02436838144348585
Frontal_Mid_2_L,0.34966629279812966,0.3841109825985391,0.33077989320246265,0.3285069946268171,0.35035943103575257,1.0,0.04952889822077601,-0.12667039626399695,-0.08312900319912288,0.45258642542550076,0.6460002712577778,0.5185491011586814,0.3718213178102344,0.5022077238579074,0.3237072508007663,0.1439145724429895,0.8723729771387517,0.371253087501357,0.012568778839451995,0.4219310737902684,0.0857080176037598,0.27330217995013995,0.4731213149681222,0.1326690803879182,-0.17496776346567025,-0.2882022674048231,0.39614281435547016,0.31103513738294564,0.3881739477194537,-0.1193117272105755,0.28332790029257376,0.27345868743011387,0.35084026261812956,0.4472246529945976,0.02100370955676464,0.32598094143159295,-0.10515136715349364,0.23547147682710304,-0.21567242738574746,-0.006682759010719184,0.37407714372333606,-0.22876887681712194,-0.2019008046772723,0.7023562096705648,0.218249083621409,0.16469130205687452,-0.1460099578233756,0.1935592980928173,0.3430731769138233,0.26138163026261996,0.35497516217939445,-0.2212147159706541,0.28993474646297357,0.34828022665321545,0.054153780010637455,0.003539652176300117,0.08573389186413354,0.6663091360182408,0.27145445860547535,0.3256052379874055,0.4388164121581273,-0.31198167431503737,-0.18760630200567663,0.29531785478113276,0.7247247845606578,-0.16112451377505177,-0.24980963265684553,0.13361259605161094,0.2400881222644416,0.002077677987708712,-0.29023547472520633,0.484249156305225,0.21557045618215856,-0.16316596119863708,0.29664948171848443,0.16176860969110549,0.19299713211481279,-0.09188881337852005,0.32998709191870934,0.8364298217269759,0.15650147295237843,0.20113561529680274,0.3691037775008516,-0.20167973662013228,0.022424436522747202
Vermis_9,0.2933964216594686,-0.014461418240564863,0.5158015603168956,0.6054639367700341,0.13132844675740052,0.04952889822077601,1.0,-0.041555400180712215,-0.23630706367084214,-0.12347359806149819,-0.04050196265539838,0.3473847766476146,0.3010009264750396,-0.005444232785150661,0.3682875923655346,0.38162690720275355,-0.18961380506799372,0.5459952180204931,-0.062255073093396875,-0.02137107716160317,0.2505275156446776,-0.06153997914223554,0.10419013945714423,0.1700653747065891,0.2115325168143232,-0.16864929974448226,0.09259866725684096,-0.21685658334811425,0.009623381589552957,-0.0970616824571621,0.587851933573695,-0.017623364534538256,-0.16183937489511463,0.10660133922219489,-0.07228331157436484,0.6895841167970777,0.007679266999487011,0.39240798739962707,0.12834480171237464,-0.4166481600121037,0.21388551438432027,0.5479505035575377,-0.28927335507306307,-0.1541936474831097,0.6725406223258525,0.12391271524796844,0.500994507975091,-0.032836655510971646,0.55638297669961,0.16798206914944702,0.2079654418962433,-0.002149611343870427,-0.0766550618434685,0.25838667549789596,-0.11228798451350389,0.2808371395939638,0.2555149942086466,-0.11833142578514766,0.3360051391852969,0.048183337193707425,0.22059800403751573,-0.08981490047525136,-0.18564034343651067,0.5420902690132948,-0.056579690325287764,0.16622129763443425,-0.34027662844326534,0.2281831965765337,0.05620798184892621,0.2825818184384949,-0.14269505611559,0.28161105317692087,0.39846294310737806,0.1711502843975677,0.062295544807031,0.3532281323863936,0.2694800340201206,0.5997697047097329,-0.0005962981891271006,-0.1700418209796852,0.5010202702589984,-0.19351487333471287,0.016819348057282746,0.1687713683743839,0.1659519455328285
Frontal_Med_Orb_R,-0.11521668986828525,-0.25949014209445953,0.29093998779464647,-0.22004079275362845,0.1864258940287427,-0.12667039626399695,-0.041555400180712215,1.0,0.8569819573653926,0.19966680717448973,-0.04940607606505941,0.042988058750795914,0.5970383048560408,0.20536474436359517,-0.5366204346806362,-0.5200474833835765,-0.14986500979942255,-0.07102227514981237,-0.31756257324398374,0.4952771565040024,-0.7574898116080293,0.7911257010721876,0.2765565396717991,0.22793932132312159,0.4230417935325021,0.5105916167183042,0.227104288441304,-0.0833451668624987,-0.5354032215177957,0.832867023779978,-0.20781701653608414,-0.5582641383356192,-0.4852625352038677,-0.6540547196933981,0.7681218518672572,0.1358124703348729,0.3464253051598122,-0.2933678236931314,0.2378553432551619,0.4969634572079815,-0.022159409204247377,-0.08487893608594753,0.8605944780102549,0.03842243647895417,0.3685226377227536,0.7702987576324086,-0.10208263808526612,-0.7557562967877084,0.3850442926002713,0.5504926053521177,0.003594132865192005,0.8604205662307168,0.23948058766757865,0.013731444143319163,0.5387440962552034,-0.5911289154045969,0.6955852259055051,0.13540476356828166,-0.4425530376855441,-0.5056338349308067,-0.10146995443331615,0.7568376812951242,0.7764230536041398,-0.47033716184849356,0.008461689504604814,-0.29314451834075017,0.5570285316136415,-0.5490767409982235,0.27989163985248994,0.14312602775470226,0.7633160221239118,0.24295005891363364,-0.5935605949872348,0.6690606270047175,0.5018119682943196,-0.309986990918314,0.33238619304692146,-0.3475959727413904,-0.47256339604215114,-0.2318741804342657,0.31076268142138075,-0.3099573865574291,-0.1886974306790705,0.679085188638408,-0.4645515440206595
Rectus_L,-0.1476810085126499,-0.14011022537281861,0.11902108407951614,-0.3960130586815326,0.11268384964958882,-0.08312900319912288,-0.23630706367084214,0.8569819573653926,1.0,0.17742006093091495,-0.011448178247154083,-0.05019459509981845,0.41712713224014286,0.24964220240355073,-0.6346913000282625,-0.5601108057034404,-0.04345913006380078,-0.2656084730105303,-0.18183519007377352,0.41743668891148683,-0.7217832890144528,0.7442530030639983,0.22537120023947108,0.1689605620108894,0.35794288276477687,0.5086308237066114,0.19555949988626506,-0.05904829213344246,-0.4472934407025168,0.6962488734953844,-0.3989450708620338,-0.48394955819703633,-0.3925163972988197,-0.6469374581099081,0.7141550620195717,-0.01778296007215508,0.21028151928061578,-0.3384680940519922,0.24750905513371058,0.5301049266058723,-0.1101793349266566,-0.14345873971400241,0.8847922972375418,0.09376771831131459,0.2468600090338851,0.6240652046682496,-0.11149739794922435,-0.6234905657932077,0.2663985647153187,0.38558627074261054,-0.12000501084647909,0.7275685784011087,0.2872529788701786,-0.10406830625636991,0.5471862548433066,-0.5508002478175494,0.547886465094024,0.17687576303502198,-0.4534181328906566,-0.4406421383981597,-0.25387267534833047,0.6835852971982118,0.826507303873081,-0.5638265307994713,0.038795662727899936,-0.2304132875354387,0.7020246250926228,-0.5080359720094049,0.2770545973194551,-0.03538404614521062,0.729494407428544,0.12227690892672469,-0.7055471295387967,0.43755833460826005,0.557684677153712,-0.43539575505791134,0.18809419065492536,-0.4715899420186224,-0.38396753649079773,-0.11368321990788349,0.17774116807283397,-0.17935769120156603,-0.2201101607776554,0.5426229434351586,-0.5110325223660884
Frontal_Inf_Oper_R,0.46314984543539117,0.3226359709695031,0.23347148010327484,0.29620105539576574,0.7551830844012861,0.45258642542550076,-0.12347359806149819,0.19966680717448973,0.17742006093091495,1.0,0.472332609302695,0.5001251977701471,0.4074655030914011,0.5849378324055036,0.20067144957386682,-0.14886133719480582,0.5264306096223288,0.1775001722618647,-0.06635025003196471,0.6418667507295558,-0.0404278927258607,0.3511971152710848,0.6378800986870513,0.12614936227433482,-0.23210153176666434,-0.32282392183012204,0.5630365604346428,0.7541004513846102,0.20044007569373687,0.11281819507260332,0.30685343980859975,0.06810774583207074,0.07998712671613918,0.212282302038524,0.2511854468988032,0.04300302909072174,0.038589582571654235,0.11425630554946782,-0.0848365082301045,0.15113842696945884,0.5508365899742197,-0.205905238418766,0.07644636031367284,0.6399911021132089,0.06194991232390082,0.22407035535588563,-0.09000533342822785,-0.010454392071040756,0.19549496054467663,0.6178336905390422,0.2623972245384966,0.16417926136863015,0.3347152062621098,0.1997653160329399,0.3710117345615263,-0.19369908826483412,0.2323555678784745,0.7106087306136302,0.15701298188942903,0.11800185114530608,0.45906484973564665,-0.10385022805217226,0.06472338933178781,0.2195362213032131,0.6547250547978337,-0.10506096200367729,-0.023942333997220594,-0.10386367488553477,0.6408460868617019,0.17765078245570337,-0.08502635901545923,0.6147384439841731,0.04316834194073505,0.1411230808473362,0.45863119110675116,-0.09950185235158684,0.27191018657495114,0.06231053849999196,0.1329423319379934,0.39485771168725775,0.07523186508389143,0.3034058523918434,0.3837883412822144,0.04939444283804926,-0.028335798220287277
Paracentral_Lobule_L,0.30925868308910487,0.6107755667608423,0.2536237561114872,0.1579742797632171,0.4599489951675267,0.6460002712577778,-0.04050196265539838,-0.04940607606505941,-0.011448178247154083,0.472332609302695,1.0,0.48523611404374906,0.26314388349034334,0.7632871996229404,0.28888471322758175,0.002170900065366899,0.7703664506845401,0.3500672274051938,-0.0755966660748492,0.35997442122519707,0.06369240485846714,0.27938313540435805,0.6327863235730044,0.18862157670692253,-0.21506568507794482,-0.3829402896831313,0.33877236941644967,0.4116479482025113,0.5533919665631968,-0.09182470591346004,0.31625659820796814,0.3432515990899774,0.35270337029346654,0.3574210582644875,0.08796122557917382,0.0940483589972683,-0.042401030837078836,0.02664076823830357,-0.1554886398200871,0.07930050300674259,0.366193229460575,-0.08699284348639796,-0.09376790369338367,0.8517279813904085,0.023310490608519346,0.09564836094449891,-0.06422630883197357,0.07909806998631048,0.19732146455779645,0.33669763782730266,0.24845866013943463,-0.13118213664175246,0.06819677713178915,0.4264894391591726,0.11977284578345623,-0.12554476749250054,0.09874006870832328,0.5786056944285664,0.280504741611059,0.5747568279856569,0.4011127447757246,-0.18493847067116112,-0.04364306026094797,0.09973010834849744,0.889686269321908,-0.10243984807384453,-0.12413990472117079,0.03781806937308828,0.27116677112635734,0.07532091412256967,-0.2787644909453733,0.4703140720342125,0.10655374219854787,-0.04737390991925479,0.24539831701358905,0.07724484706834549,0.28649780409250125,-0.05770864105543946,0.21570363084189303,0.7543612334302154,0.09103964669505836,0.7068917001089084,0.39068373399622436,-0.19552103256380798,-0.028680431510431165
Temporal_Mid_R,0.4714802836842736,0.2121133980218701,0.4978957746839972,0.5584258177566772,0.4839445166538951,0.5185491011586814,0.3473847766476146,0.042988058750795914,-0.05019459509981845,0.5001251977701471,0.48523611404374906,1.0,0.6054799496864819,0.30660918598824244,0.5170111886240656,0.12379726276778909,0.43913860056845716,0.3852112826252388,-0.24706275972244413,0.4322785543605517,0.21690901671386925,0.3317078494950455,0.5382847602479306,0.1265341142405132,-0.2991743449769,-0.359347954214264,0.17719732174941544,0.4382553457683986,0.4724623070170196,-0.06962906985680294,0.4326539339956504,0.3140391212610104,0.2338638927226588,0.33368540842326305,0.0043392202416422535,0.6612813191019243,-0.1329895311508989,0.32811097901780156,-0.07551571018296638,-0.025685610476325154,0.4335082141366697,-0.10982459584489003,-0.10849177497529046,0.4042289170136644,0.45054927806378037,0.3197535012114036,-0.09083306110971023,0.008227769337783814,0.5392789397013688,0.4632934726777626,0.39252036056343736,-0.03754939064613872,-0.1032503629276283,0.46690918427336003,-0.11279509987930729,0.02450009018975255,0.09425088112433602,0.4098886338143141,0.4544630918928802,0.3258356169086161,0.4492409282901539,-0.35648635915802285,-0.1830477540619836,0.6118229324083898,0.46794301141530525,-0.029269661202008152,-0.47153816819750866,-0.024912024612303355,0.2974479228807735,0.4527020125957617,-0.33420587631780047,0.8344356291975515,0.4014311589366251,0.10385532503488862,0.4711185735777419,0.020324854350631437,0.4099862351783988,0.15688444000644627,0.25603283787720493,0.38355641451081446,0.37700558959495506,0.1555981251621824,0.35351995124042324,0.009871048436052576,-0.12021607029922676
Temporal_Pole_Sup_R,0.24512482289771062,-0.040632405364634465,0.5815439014674971,0.33363474702819107,0.5110922633551779,0.3718213178102344,0.3010009264750396,0.5970383048560408,0.41712713224014286,0.4074655030914011,0.26314388349034334,0.6054799496864819,1.0,0.37594023117893044,0.06449908076076721,-0.11133413085242265,0.2307873437624012,0.37236331043020804,-0.2285692047193412,0.5961726319657287,-0.34960292017725714,0.7474778987352284,0.5235611200255151,0.2644798587289306,0.08949259553819934,0.15831533994848052,0.40714310116805524,0.01675174673237647,-0.18055128517040794,0.5210817533419636,0.21461020214208582,-0.2890517836139728,-0.32227778476600977,-0.1265980534351515,0.5115995929424184,0.5835308839499465,0.24025390761023557,0.0711599613936962,0.04407542840937409,0.16955252256052986,0.24967999883171166,-0.009812234030491933,0.3905468852963453,0.31234146045254646,0.6577235372410895,0.7522864160290428,-0.061380729723795116,-0.47548465769835385,0.6614240701893769,0.6356282715240624,0.292895053285757,0.40316036810739225,0.08215331705003533,0.28916984251143185,0.21155633143261435,-0.24549130327402824,0.6261309334232384,0.4142652772354389,0.06988810494987124,-0.1812178448145162,0.22225553547529908,0.2259288247726537,0.2880311122828873,0.12171428135578648,0.3600807984288961,-0.29419745595523544,-0.0136401493175279,-0.34352119753491805,0.3048329161758809,0.42461042941099153,0.2757153821846036,0.7180721777305368,-0.076545563999513,0.4793282446789006,0.5679655973978077,-0.006350913731998036,0.49604282001101935,-0.0890980314929348,-0.04079191445570199,0.12850075404334657,0.44869851106472053,-0.1740389799311547,0.05303712177780886,0.3588627598454453,-0.2734165641088737
