,Frontal_Med_Orb_L,Cingulate_Post_R,ACC_sub_R,Cerebellum_4_5_R,Olfactory_R,Thal_LP_R,LC_L,Postcentral_L,Cerebellum_8_R,Cerebellum_Crus2_R,Thal_IL_R,Heschl_R,Temporal_Pole_Sup_R,Red_N_R,Thal_MGN_R,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Supp_Motor_Area_R,Thal_VPL_R,Cerebellum_9_L,Rectus_R,Lingual_R,Thal_PuM_R,OFClat_R,ACC_pre_L,Thal_MDl_R,Hippocampus_R,Calcarine_R,Frontal_Inf_Oper_L,Raphe_D,VTA_R,Caudate_L,Thal_LGN_R,OFCant_L,Vermis_9,Thal_VA_R,Frontal_Inf_Tri_L,ACC_sup_L,SN_pr_L,OFCant_R,Frontal_Inf_Oper_R,Thal_VPL_L,Thal_PuI_R,Parietal_Sup_L,Supp_Motor_Area_L,ParaHippocampal_L,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_R,Vermis_6,Cerebellum_6_L,SN_pc_L,Cerebellum_3_R,Cerebellum_7b_R,Frontal_Inf_Orb_2_L,OFCpost_R,Temporal_Pole_Mid_L,Thal_PuA_L,Caudate_R,Fusiform_R,Temporal_Pole_Sup_L,Amygdala_L,Rolandic_Oper_R,Temporal_Inf_R,Lingual_L,Thal_MGN_L,Cerebellum_9_R,VTA_L,Thal_AV_L,Cerebellum_4_5_L,Thal_LP_L,Frontal_Sup_2_R,Cerebellum_Crus1_L,Angular_R,SupraMarginal_L,Occipital_Sup_L,Thal_MDm_R,Precuneus_L,SupraMarginal_R,ACC_sub_L,Cuneus_R,Cerebellum_3_L,N_Acc_R,Parietal_Inf_L,Cerebellum_10_R,N_Acc_L,Thal_PuA_R,OFCmed_R,Amygdala_R,OFCpost_L,ACC_pre_R,Cerebellum_10_L,Cerebellum_6_R,Parietal_Inf_R,Thal_IL_L,Vermis_3,Fusiform_L,Cerebellum_7b_L,Cerebellum_Crus2_L,Frontal_Sup_2_L,Thal_VL_R,Thal_AV_R,Occipital_Sup_R,Temporal_Pole_Mid_R,Thal_VA_L,Paracentral_Lobule_L,Cingulate_Post_L,ParaHippocampal_R,Red_N_L,Cingulate_Mid_R,Thal_PuL_R
Frontal_Med_Orb_L,1.0,0.023078595297667568,0.753378667973209,0.34450978590760395,-0.5390087126706359,0.5803811680065418,0.45759800487331304,-0.24164335643678048,-0.007641114073591111,-0.06897746962223827,0.3162068564472636,0.36391481103835216,0.45353088055970914,-0.40435519293225425,0.4802376648526439,0.031877075957039876,0.13472225727712694,0.047142958027135036,-0.6289721004182812,0.3326906014203322,0.8292875621174374,-0.054532404791787274,0.6267320834969141,0.6228540710587215,0.4568273182368922,-0.41879096982553615,0.6883770449856899,-0.38330231854585894,-0.022532121835036674,-0.13180886476092712,-0.03952518568066692,0.45828249316491004,-0.49825323433811775,0.4454627200196412,-0.08178788491337532,0.7740482457445891,0.3448800261846089,-0.15957362696741131,-0.3440146539182746,0.7879362177102509,0.23314033587873365,-0.47044151455880345,-0.6826810398022708,-0.38206587115842044,-0.00790205460886114,0.7036489023957839,0.22424431586381444,0.47731044288232466,0.30035836392268944,0.37053527780445134,0.4057317995014691,-0.032198477703473394,-0.18852161004420942,0.6175285816070091,0.5643110798235832,-0.20324195968560457,-0.565710552557031,0.19641599238977814,0.5034205596889472,0.7026433345429927,-0.16650051140181812,0.0716159906884149,0.5004567935605897,-0.4936932286449413,0.7329629844227802,0.2912649116101464,-0.1582704179244859,-0.5099826911143184,0.5706576616101501,-0.6878703029744144,0.18986709965372364,0.10278279242070859,-0.4710168530854495,-0.4104602907618228,-0.4817849653906873,-0.48979824337726985,-0.2808041405306824,-0.450497576253107,0.8713132308178672,-0.05978668639735904,0.055608168340355126,0.4955661926800286,-0.3379209982621723,0.371880010422102,0.7302773631665188,0.6829400919882921,0.7487117061454833,0.148654738037119,0.15457467236785305,-0.27823470456947696,0.46913841062331624,0.26707040830636386,-0.4281985874494784,0.6959660552387448,-0.17198777438347854,0.34852219414800917,-0.09803648140406744,-0.3073198951910581,0.18317457414340893,-0.35161962838268024,-0.6160990212817028,-0.4738863699885759,0.2677969278127003,0.7476304028340153,-0.07552878133026035,0.022114650048156985,0.7217423071527853,-0.05375427868182831,0.1937158301618568,-0.6872966452795964
Cingulate_Post_R,0.023078595297667568,1.0,0.10537111247737252,0.41264517643071047,0.5159323778584627,0.1617727684332566,0.14791130966170138,0.21835105991380552,0.36564100534004784,0.3411524721947934,0.07856455484170129,0.2796327935985482,0.28916984251143185,0.5005215157481311,-0.32464377331451977,0.20014123349654897,0.26568396380754217,0.35458003313637537,0.15410401396769643,0.4790894238074409,-0.10698137998465954,0.46276609070675473,0.3162374141177415,0.2016080925317839,0.3880492699484819,0.21429732105605637,0.21265244564104593,0.408688902575669,0.16750329835534858,0.43054411903240536,-0.10927573768761928,0.1901044924271122,0.09567728016769644,0.22716843534065978,0.25838667549789596,-0.011965196029021154,-0.10172323981288621,0.2762440868929061,0.519480444215746,-0.189470749034595,0.1997653160329399,0.2456875214618795,0.22112027390956074,0.28687661117480423,0.3722556718055354,-0.08416469303844556,0.581948037748799,0.28271630937461206,0.34137172364587426,0.10855923508317589,0.3212737154654175,0.45568243385868035,0.18070779416264982,-0.015673402618676044,0.17737278951568275,0.2275031764439363,0.31160155757455216,0.56574337099127,0.3434002068708865,-0.18064059929622828,0.5666842948195364,0.19957215343498722,0.11438484141507672,0.32113468725995103,0.04365826709485658,0.19153438345855034,-0.06488944334317613,0.24418543404538753,0.2622252278060471,0.2867176682435791,0.3886933654502975,-0.15556718559580418,0.5095353887002548,0.16550058165977538,0.14707582831415594,0.2830975474537097,0.4239799632555123,0.4013373972318812,-0.015715974578817404,0.44475804075255226,0.31508118292768267,0.47750230667665017,0.31811700685729055,0.08040105165757633,-0.052465338061284436,0.06295737450013283,-0.0636011855290329,0.6101113429318838,0.23436021441417282,0.49756206571052675,0.24548298692297088,0.44188371945854865,0.1783871484989976,0.055682548152893786,0.5907731426121154,-0.015359663967643123,0.15638318260975528,0.05370836144946098,0.5162828154383204,0.27525863001620265,0.12779378671253752,0.3228592495907743,0.1598407942607093,-0.14351054347813585,0.4264894391591726,0.8785248249040615,0.1664083760469183,0.4970862467224056,0.5085034813670293,0.19327071020071795
ACC_sub_R,0.753378667973209,0.10537111247737252,1.0,0.28870568164453647,-0.40763921487511356,0.5807901610779255,0.5434975666123644,-0.22368701315874756,0.0800523608797194,-0.07979569210151406,0.4665115001896819,0.3659074004243991,0.5162100549584205,-0.33979825350099924,0.5341942515006165,0.08569995712921488,0.17460146608961608,0.05289102247184033,-0.6481606122782139,0.4373191118963417,0.7299217342946541,-0.16368563971989278,0.6252596782974207,0.5999480500384279,0.5224922932192742,-0.32747309585076634,0.7116402351099149,-0.44078320238944346,-0.04506106673724512,-0.0918318484531398,-0.1446748391567673,0.5183798764988118,-0.4805742216953172,0.201578572028853,-0.007167778812671007,0.8479665594415537,0.2344112026056644,-0.31645118609949563,-0.27464569010761514,0.5847674228474737,0.14477531999994686,-0.5175508878576562,-0.6572695017732066,-0.3421261442388328,0.002084960994095264,0.7412594662631389,0.23042063994039133,0.36900810244240184,0.32396112197245597,0.47047173213960936,0.36137659695135516,-0.10838170906273234,-0.3038472666006371,0.41455527999122804,0.5249109149901776,-0.22499963956464666,-0.6211177548420458,0.3684501239223414,0.5525595360032982,0.6444214532321041,0.023955807759958352,-0.10966557197290432,0.5393275703487406,-0.5230171757424648,0.6478553238932433,0.3631110611701718,-0.3527137891458766,-0.3549233705569451,0.4945264245401578,-0.6430636930610537,0.2072852284200011,0.20197074663539716,-0.38618754116553394,-0.4472534841569292,-0.5147062344882395,-0.5046189027350237,-0.2711848537962393,-0.3653376458158095,0.8228731823378532,-0.11956534902613367,-0.1105604365324561,0.5919580766203214,-0.30810819748516766,0.4960770828792859,0.7214858927452555,0.655164237658199,0.7107301107816043,0.18299672376173529,-0.008636719220881715,-0.13053977405736777,0.5736050781654255,0.35939525305244696,-0.333024985535299,0.7347130008458119,-0.19993190569098448,0.37495476468238675,-0.09161116016099916,-0.3795752057767088,0.1399945910410945,-0.34063835856456454,-0.6164896159388603,-0.47240353172134125,0.3151732686554332,0.7386888636547453,-0.05298579997257362,0.0967895655027195,0.714924287651615,0.04089167435426024,0.10588931261002538,-0.6330574850537897
Cerebellum_4_5_R,0.34450978590760395,0.41264517643071047,0.28870568164453647,1.0,-0.027583136726678184,0.43467256047679054,0.3743721697383142,0.20368369258474422,0.24433166154408162,0.12884059350894758,0.10288748315205858,0.26475818836689474,0.42221293205244564,0.1723493922763996,0.006708444729262577,0.2234902459304706,0.3871725993765207,0.47954450456929326,-0.26382967646962063,0.34820856701136477,0.18140471801101954,0.7742669553775009,0.4484180332923821,0.44684297648398164,0.4576391428997394,-0.09986774250489429,0.4819816509001911,0.3888942828885582,0.3849357971160764,0.2840510424460411,0.06966170237012448,0.17786273923132703,-0.24769902105880814,0.45236066460485247,0.1322820657607131,0.32952346642823255,0.313200297129978,0.28400127519378066,0.24080219689881593,0.29598228658527015,0.49603647509645726,-0.21067464822869353,-0.26165976164726873,-0.10588068366297226,0.5361352344134089,0.2619151955275916,0.4863876693530038,0.5175125977655708,0.6592487367198547,0.42859587570031626,0.5162722116460863,0.5794100168888988,0.07525608018016479,0.5369523182633216,0.47360950534964485,0.1534668716071623,-0.14244830056324545,0.2956378261358135,0.6822894487373101,0.2761923433837455,0.23002504976314725,0.33919284884887596,0.4334307462312214,0.02051272975928205,0.3090840840006711,0.4192664839441266,-0.17078106509807361,-0.029386002851538702,0.8931013895972628,-0.17802960050297884,0.6033953229561695,0.10652321757922449,-0.08421540411847436,-0.11762782584587189,-0.17017302261888168,-0.11841729643400536,0.25886350346770876,-0.08037385608775058,0.336578908360174,0.5229566707513396,0.7553587159266654,0.4282700676003195,0.04040077741219539,0.11347933695360908,0.2873262748817702,0.29440124176011945,0.20696993871514047,0.3971636170599383,0.3546632358455113,0.14900746223526132,0.2732817428058657,0.7030286331437192,-0.18122988144892385,0.28596305471399125,0.4903227047941969,0.3649822499534027,0.08410552785284607,-0.08295169795435266,0.6115462884726917,-0.04339341255264874,-0.23070716198359129,-0.018706411953672883,0.2759031823487807,0.2687194229309338,0.3626110766246237,0.437196755546142,0.5828188397436278,0.4513115482284242,0.655301979515455,-0.3191864813430249
Olfactory_R,-0.5390087126706359,0.5159323778584627,-0.40763921487511356,-0.027583136726678184,1.0,-0.22873379605911864,-0.30154057562687614,0.26334695016677506,0.4698360756852396,0.5546475346551609,-0.20242016398565307,0.023970825602587592,0.06449908076076721,0.7361935195909981,-0.6891141283319738,0.2538907941789173,0.3516443987191678,0.16623612468332707,0.6243718218621661,0.25251296404016793,-0.6544293170847922,0.3834703246571995,-0.20086530718978726,-0.24610466238338422,0.18095503301194915,0.4902994681278175,-0.262969527717573,0.6129174151615726,0.17074762245299702,0.3903411688308734,-0.12376492348860417,-0.2781662983684134,0.5153113216973672,-0.0010616795250294312,0.3682875923655346,-0.5461198782680511,-0.30077778377818526,0.4323463722217299,0.7211119457577829,-0.744121370784176,0.20067144957386682,0.5262674890023157,0.7472123737364973,0.4677644303561418,0.24446426859255382,-0.6819874941093305,0.3745208271345367,0.12382264482050329,-0.006092639079818428,-0.33671359989338107,0.037558587180358365,0.5645243155155457,0.5121896427679498,-0.4545535710983198,-0.2513016675322859,0.575664655943295,0.7479191599127676,0.39418338627834465,-0.05881922130796195,-0.7427018602899382,0.6399470023488693,0.2964887933197333,-0.2160556569287414,0.7239443302195657,-0.36920502767392804,0.021814672620997483,0.18174049901671196,0.5739124850121426,-0.28452181145045913,0.7794857085333048,0.06923939080563353,-0.34422526221659466,0.6349523037240636,0.35023996898414567,0.5118495188120131,0.7336933521058474,0.4307923173052569,0.5908949933042541,-0.5264283688113214,0.34099319216735924,0.2870602086932904,0.08651919210363004,0.44602854376446355,-0.36581197377631375,-0.6741889344083107,-0.4085005244368587,-0.6359932076375018,0.4632778131491096,0.2232866986497306,0.666120715952728,-0.2668052434583148,0.09656208880934739,0.3536034095183803,-0.3510861457955786,0.6630739810610852,-0.3376776942918731,0.22714993848290002,0.4817838045563048,0.2744350218219607,0.5240373244404156,0.5259255342910294,0.577065467364493,0.1561228102006172,-0.7193940031390961,0.28888471322758175,0.4902348389324681,-0.3996084999911191,0.509494899782181,0.2504951251538276,0.6498809394605575
Thal_LP_R,0.5803811680065418,0.1617727684332566,0.5807901610779255,0.43467256047679054,-0.22873379605911864,1.0,0.43165910205338054,-0.4262252272770836,0.29738442394760173,0.2088567001973924,0.24588678777336126,0.5634269207795323,0.5081936321825825,-0.20459769837797936,0.30661992342949107,0.2691477402259016,0.27498222860935134,-0.0210292932125644,-0.5508081504432135,0.41079066475444925,0.4831201922338977,0.1545598182195905,0.8431077754753609,0.5830641762772504,0.3409897232942074,-0.394577647732394,0.6122089131044184,-0.30959521041733984,-0.15628398966055657,-0.06638924134220073,0.04344171628969954,0.3399035051049029,-0.4103740620095135,0.34069491367058646,0.25497696632018796,0.6905824999905898,0.07300124102319058,-0.24423679644216406,-0.13562707352721046,0.44534523826541034,0.1645251044226504,-0.4872627830221789,-0.5157539518721771,-0.5239748930510097,0.012289367061062742,0.43869763185237526,0.3011745421340021,0.513128360863042,0.5146708143247908,0.37399457016865195,0.39795836033756005,0.13181648011351743,0.136238771343918,0.4152629977352903,0.4666631275320041,-0.019859809069171296,-0.4859985255148866,0.36301089534014214,0.5434834825378791,0.3709022170598035,0.06750496131945731,-0.13842688191299388,0.5270831617903838,-0.273928196266986,0.5614185719876932,0.49626688880402614,-0.2617072608767954,-0.34796199960362373,0.5177928272063088,-0.5639570589452259,0.2222166753578694,0.13437877597726403,-0.4530125941411918,-0.7076636301211215,-0.6702344518613376,-0.35382481785560105,-0.3490039862573721,-0.3992532506434047,0.6188434375935098,0.015812933177821665,0.1187009730403804,0.6639248641269597,-0.4875477476524126,0.11788585017803264,0.5736342691378025,0.7534721516537644,0.4359882556746189,0.19169539068643696,0.14521899564995977,-0.2898481857651808,0.2728957803570773,0.48190782081760875,-0.4531719841099701,0.7040210696821632,0.12462287532231292,0.23233513878374287,0.110337545726412,-0.0555041168224561,0.17426122781536682,-0.3449451699042982,-0.6928177380293958,-0.5599641171322711,0.40430475290935014,0.627572426850694,-0.11083130114870282,0.21076054587734988,0.5995780794729877,0.07598776265278072,0.15472992521581969,-0.5117047131429823
LC_L,0.45759800487331304,0.14791130966170138,0.5434975666123644,0.3743721697383142,-0.30154057562687614,0.43165910205338054,1.0,-0.09862886868851813,0.27951363619059033,-0.0005077709772084741,0.42224641208596775,0.4043648571645075,0.4619350514908749,-0.2730418806404082,0.45731381496122275,0.3740582466093018,0.05712892500259069,0.032202960422879345,-0.353961262579466,0.5359613661021606,0.5080960145247526,0.07572530316936303,0.4105746180441585,0.507979585758647,0.31793252782185477,-0.06154539165981382,0.6238867623520017,-0.1947886185085268,-0.09263572618126295,-0.1293420813694046,0.24323815952806618,0.45771640365128496,-0.2141355229953639,0.3346896669052565,0.22876377665015804,0.5398498156602786,0.06002546207405546,-0.13695067342957867,-0.2363491640008192,0.4928912971012285,-0.013200890424744502,-0.34668672634980796,-0.4628742593072717,-0.2596923719697346,0.020546500385429937,0.5640790258970149,0.18939497167617103,0.2733919535069171,0.5654440609309126,0.6263280074716112,0.2654361095080708,0.03784886278714643,-0.1169559620099166,0.3202672600448689,0.559752428464642,-0.11773318711228196,-0.34513195405138286,0.3299919106339395,0.5189782994258171,0.47380270337667024,0.05670642591972265,-0.17738260071963008,0.5857084210025985,-0.24018314913813166,0.5501800526461805,0.6183152796973234,-0.17816650565268272,-0.17777281037441,0.45009391739937943,-0.383514481515828,0.22283555051310674,0.3831359236545838,-0.25182055175234963,-0.2672635500095954,-0.32353534598477623,-0.2779016303387508,-0.10529907252960588,-0.21735600745246964,0.4865122989518915,0.13838322845542586,-0.01867791347931092,0.4232825214146292,-0.1733924285648123,0.3865482196166545,0.4895257406129274,0.4891039358321504,0.4545744771005868,0.02541497342045272,0.07951624439965223,-0.03096661722886027,0.5468980776235944,0.530309896655469,-0.2705193483483365,0.5746203601478354,-0.07823894997002596,0.49214297580206495,0.02721141999500313,-0.33644969827340854,0.14214769913846015,-0.15411579026791689,-0.4063755310074287,-0.24315841843402428,0.4408576063699733,0.5134163812591167,0.003684946619031578,0.09476350521705101,0.587851123073152,-0.051884416536016054,0.17143692488153997,-0.3330124123046903
Postcentral_L,-0.24164335643678048,0.21835105991380552,-0.22368701315874756,0.20368369258474422,0.26334695016677506,-0.4262252272770836,-0.09862886868851813,1.0,-0.05190142475718794,0.03835534434258439,-0.28104386936568704,-0.2843406622489905,0.12850075404334657,0.3516554504652926,-0.3474743492943596,0.09488337307930518,0.22623468152993825,0.6903831896624274,0.16132732547366938,0.06490729699954398,-0.21400050442397436,0.2294570442592577,-0.4123127694885651,0.09302111416665455,0.25731971357414535,0.15163506525094042,-0.040359346950727716,0.49517533385735724,0.6806137396891889,0.3453043593919376,-0.03413894508976982,-0.2935007693913657,0.0029971414439997337,0.16081943390458245,-0.1700418209796852,-0.26381011369105645,0.22475942795399345,0.4309152617035087,0.32328297265170064,-0.2109668600529288,0.39485771168725775,0.21353795259961092,0.14256619275982457,0.7897594801168589,0.6849426053070197,-0.2674899677312191,0.329546608903134,0.1159833719230369,-0.07730558746483225,-0.2974132802964841,-0.13698191270705307,0.2097840329287387,-0.05752688762009891,-0.040447079642898696,0.051680831113420186,0.17993130963965032,0.39177163732463166,0.019908373962815095,0.1855759342393246,-0.28077846261834366,0.22067667478888903,0.3819723788932725,0.12003512170548426,0.06743652040328457,-0.3385439326767541,-0.11687800656531674,-0.07303440860131345,0.3025538389767609,0.09257128309911324,0.4848788695765032,0.44605778296514675,-0.4638384840983211,0.4684956634623341,0.7315298600866337,0.5093285009680645,0.21732023531700076,0.7200797417038646,0.38333077462546117,-0.3039949977452172,0.39855981964734594,0.3147523400944015,-0.06695576347468876,0.9239020429506432,-0.06418263500785142,-0.39896070903464054,-0.4083146374026373,-0.15265599289228401,0.28113691189438633,0.23884237296131744,0.4574846340751119,0.04941577743968513,0.09236118304564953,0.41349918160800103,-0.4327363067747525,0.15702030517610965,-0.2631314588391711,-0.23094731129037452,-0.13457297020935785,0.659540421740891,0.1978437165277519,0.3279984072844072,0.6071796854293445,0.07680872360195878,-0.4137502453834423,0.7543612334302154,0.1646261380266877,0.025920904978754853,0.3619361021108236,0.5136328654552149,0.1329965805470506
Cerebellum_8_R,-0.007641114073591111,0.36564100534004784,0.0800523608797194,0.24433166154408162,0.4698360756852396,0.29738442394760173,0.27951363619059033,-0.05190142475718794,1.0,0.8536877052444721,0.1659870342855562,0.5895701936473973,0.514251107711404,0.30371934681397317,-0.1683474224691136,0.7057717857398745,0.32848624324828274,0.010449102911841915,0.27157880708872056,0.7389391762970725,-0.21889384813534515,0.4156069727336488,0.25650037377701984,0.15408031546603707,0.2693173832953631,0.3334471723282856,0.2964011682099205,0.26180314848098946,0.033329697947592406,0.07815657400571156,0.308118549463162,0.22977524186009793,0.29442844304566007,0.30060428879227147,0.8547185912502263,-0.008675925284778849,-0.027398590484968923,0.2852936662756744,0.38684576638230017,-0.1262812165122213,0.08874810661442797,0.2517197167483067,0.24954532088436118,-0.027704072634601618,0.1031121147758748,-0.2567145920966101,0.337452358274498,0.41267997624999175,0.5101087738947078,0.20761848366855432,0.3494237743093392,0.5721157264733099,0.7939883078343719,-0.040307719345056066,0.32415409385009486,0.6939333819187883,0.36998853392789055,0.47559606581247216,0.36785192037778786,-0.2389548600511681,0.6525031303254467,-0.04135718263333407,0.2985885749013398,0.5153248858125484,0.20850336394032973,0.7959547746088037,0.15506141365560644,0.16650841742976122,0.10950109305242968,0.24434381381172388,0.1445961748898878,0.07541829952222334,0.05807704723485652,-0.08839869126220853,-0.004704135299278418,0.3850077706764627,0.05998680046189179,0.04538688509918016,0.03292095885321779,0.2427096975639176,0.31664909603429126,0.353256926319811,0.034415416107846736,-0.2452505768737705,-0.10469422937927354,0.15206617250130186,-0.2927583037160913,0.30801246891482353,0.4388100683782174,0.2691132936966754,-0.09878205339725571,0.5386634024316134,-0.18340697874611767,0.26940972281216513,0.6158466121274201,0.1415317704866063,0.508011187903209,0.5631892550620194,0.2982750513679159,0.2934202571807567,-0.01154574631043446,0.02421551029189371,0.6917133326290656,-0.10689781109737262,0.07123943520448592,0.3314128545489319,0.09863064474255173,0.2844544409118107,0.21097416161418422,0.316374760284179
Cerebellum_Crus2_R,-0.06897746962223827,0.3411524721947934,-0.07979569210151406,0.12884059350894758,0.5546475346551609,0.2088567001973924,-0.0005077709772084741,0.03835534434258439,0.8536877052444721,1.0,-0.05659857216978912,0.43462777750197523,0.3377721270912072,0.423924158518173,-0.4113436645605158,0.6554535470038624,0.27548042347011753,0.003690532735135421,0.28128425702476156,0.5224833968652417,-0.3642341440120834,0.3730536046242073,0.16636329368742894,-0.012712273343621683,0.18766208724752362,0.22495574507133845,0.08078666761975864,0.3621254108638627,0.0711426556294735,0.1895716670775662,0.13146361176022553,0.0014321649863628103,0.20599390860370867,0.20895446862425965,0.7954806717559453,-0.15351305649003644,-0.028149085262451544,0.337999877092906,0.5008893590343522,-0.3265777993326337,0.16730776792913482,0.3055984735106864,0.32861049594890096,0.07761548759889376,0.09005892900014315,-0.5195214887175479,0.2705103508919426,0.36427125706039853,0.33755308865651235,-0.10696971815992784,0.26049073781875315,0.6241209183709059,0.8796716975654577,-0.15258082675110804,0.03384059940641675,0.78497349080545,0.48369748593466977,0.2835928830270995,0.2393912844592172,-0.46192185369702177,0.5657969602354216,0.07905787849194905,0.17900120327002123,0.5564755910165378,0.08345575573435818,0.5150374283375811,0.17051494420079305,0.04201755290460512,-0.03569637855468729,0.3540047229540641,0.020723200268629696,-0.19823830242113383,0.1004963716157672,-0.035882358398687385,0.08246148300407663,0.45510135633907306,0.09030820020581372,0.03548937906911349,-0.060018286250010926,0.19962762083115032,0.37364035752235303,0.24371610399049243,0.12838026687410395,-0.5637761854901255,-0.2787519261663455,0.08796732932117834,-0.46222205825374607,0.3097078670252758,0.35702034892861106,0.21588832159281304,-0.40840207106419757,0.3893010917057217,-0.1467614236284116,0.05982848369718037,0.6566499919171117,-0.1465382624377501,0.3829811939790259,0.6908863440361265,0.29078363145613034,0.1885365574496586,0.027742616078823147,0.128008537514862,0.5687118304531904,-0.3130746904093984,0.10430898647339124,0.29305814869661845,-0.11063264500670354,0.38377132255607577,0.13515748577514694,0.31097877918850153
