,SN_pr_L,Postcentral_L,Thal_PuA_L,Insula_L,Cerebellum_10_R,Vermis_7,ACC_sub_R,Cerebellum_4_5_L,Cerebellum_6_R,Thal_VA_R,Cingulate_Post_R,Paracentral_Lobule_L,Insula_R,Occipital_Inf_R,Vermis_1_2,Amygdala_R,OFClat_L,Parietal_Inf_R,Temporal_Pole_Mid_R,Cuneus_L,Fusiform_L,Occipital_Sup_L,Frontal_Inf_Oper_R,Thal_IL_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,ACC_pre_L,Pallidum_L,Thal_AV_R,Putamen_L,Thal_PuM_L,Thal_VL_L,Thal_PuM_R,Calcarine_L,Raphe_D,Thal_IL_R,Frontal_Med_Orb_R,OFCant_R,Frontal_Inf_Orb_2_L,Cerebellum_8_R,Thal_MDm_R,Putamen_R,Frontal_Sup_Medial_R,Thal_LP_R,Cerebellum_3_L
Cingulate_Post_R,0.519480444215746,0.21835105991380552,0.31160155757455216,0.27712503145796746,0.08040105165757633,0.37330608577520713,0.10537111247737252,0.2622252278060471,0.44188371945854865,-0.011965196029021154,1.0,0.4264894391591726,0.22765378000859698,0.21943838084567707,0.17221175816546214,0.6101113429318838,-0.23766003118694187,0.1783871484989976,0.1598407942607093,0.3386979827483553,-0.015359663967643123,0.14707582831415594,0.1997653160329399,0.055682548152893786,-0.10172323981288621,0.3886933654502975,0.3880492699484819,0.38475368936859067,0.12779378671253752,0.44003465893860644,0.27814434852735975,0.026368853040631305,0.3162374141177415,0.3175036525419227,0.43054411903240536,0.07856455484170129,0.013731444143319163,-0.189470749034595,-0.015673402618676044,0.36564100534004784,0.2830975474537097,0.3077572682311617,0.581948037748799,0.1617727684332566,0.31508118292768267
Paracentral_Lobule_L,0.3618696386152501,0.7543612334302154,0.29668457430969314,0.4284580095991433,0.06379370437735,0.1829822469118867,-0.05298579997257362,0.25729697208678276,0.2536237561114872,-0.09182470591346004,0.4264894391591726,1.0,0.27116677112635734,0.09973010834849744,0.05959804318835032,0.44031386652508575,-0.12413990472117079,0.5983421044044298,0.10811644665484507,0.47070021570962595,-0.1554886398200871,0.3432515990899774,0.472332609302695,-0.1799537444447262,0.06819677713178915,0.7632871996229404,0.35997442122519707,0.03555140320266374,0.07909806998631048,0.33669763782730266,0.22613343766147906,-0.20129633336957,-0.04737390991925479,0.25533645525830995,0.39068373399622436,-0.2516045510333345,-0.04940607606505941,-0.04364306026094797,0.11977284578345623,0.07123943520448592,0.10655374219854787,0.09874006870832328,0.6327863235730044,-0.11083130114870282,0.366193229460575
Insula_R,0.4132466853146839,0.13004624251659225,0.07065213467959378,0.7285129033623485,0.1017543569460626,0.11695152738300368,0.1910054053818835,0.50167091310978,0.25250169886533336,0.07991919577413788,0.22765378000859698,0.27116677112635734,1.0,0.13050135097728585,0.3641540887416829,0.4438338280750262,0.20887586972344374,-0.04063561106307811,0.1636238954873661,0.09756970300940354,0.24663447806832872,-0.02675023599450377,0.6408460868617019,0.17717467734864675,0.44262060998388714,0.5208615487179605,0.5581660159022201,0.3091970607691179,0.0231575828426056,0.7131728633391015,0.00234804125118509,0.26407332232412767,0.2326570946678261,0.10626865670034101,0.25194915658899353,-0.13750000948395674,0.27989163985248994,0.2539486969367749,0.6379137275670899,0.2513277776629657,-0.06637304068753287,0.40169189519846354,0.5796185861274853,0.22989893127392236,0.5024468390526803
Occipital_Inf_R,0.5405761901742008,0.19586820947853353,0.6751415456515378,0.38504748479592815,-0.7092579189619975,0.23399253340285098,-0.41942930768724224,-0.1651275008801796,0.26854687359952356,-0.5401571132440703,0.21943838084567707,0.09973010834849744,0.13050135097728585,1.0,-0.44753628902496295,0.1259266834722252,-0.720467869601248,0.005818556987350583,0.37771272208817785,0.4831531230184995,-0.14314180573319096,0.38587632942235,0.2195362213032131,-0.2693843837588562,-0.09195447465068371,-0.06741605040304627,0.01784544260895256,-0.28927403122440104,0.4129361800080254,0.03647676180987163,0.7101195594035529,-0.560823519474621,-0.2460441209155144,0.6128316034589365,0.28741917634823944,-0.1887383252169529,-0.47033716184849356,-0.5890001787288688,-0.3376488347766987,0.5834667789250431,0.6979315318332411,-0.27041193696220595,0.127902709608628,-0.16082299476961812,0.46637048004652726
Vermis_1_2,-0.11262664901304277,-0.11365179066420168,-0.47029730422755217,0.08751825479526587,0.6557978330437603,0.3814405967497049,0.6373065625940292,0.596047065835875,0.4432357579263195,0.618477993945727,0.17221175816546214,0.05959804318835032,0.3641540887416829,-0.44753628902496295,1.0,0.1777114089592063,0.5883047726626052,-0.1941208721307475,0.21912738980016505,-0.26176811049080473,0.5378235309741085,-0.3711132841733937,0.061451135103333485,0.6413049064341503,0.2960480867478252,0.36715890913495297,0.38775250978305,0.6307714703734165,-0.39143725814179703,0.4505592488111744,-0.5018891269052043,0.6337515272837785,0.4810689767543183,-0.2963618462185395,-0.04418920158276781,0.4722936459637022,0.5967246558739747,0.5978064686535642,0.5935759472028523,0.1748333470219971,-0.39445541444833637,0.6197570091260677,0.28044135118512187,0.432934286693918,0.08625991086636597
Amygdala_R,0.545197728949895,0.28113691189438633,0.2268839055975051,0.5403253828680659,0.11182625095191603,0.20273215782177448,0.18299672376173529,0.308151031352381,0.2696711653917663,0.13681221751504777,0.6101113429318838,0.44031386652508575,0.4438338280750262,0.1259266834722252,0.1777114089592063,1.0,-0.0787614543980493,0.10422114196067568,0.10976666898768858,0.19697382048851253,-0.03131769834308255,0.05112665315999676,0.5314935607334207,0.1001451212929098,0.23000814261130692,0.483121035490723,0.6027936800802268,0.4118656535541312,0.09651810633342996,0.6071027524252844,0.1734387671866457,0.13568178343941287,0.32943428708955985,0.18631701415877946,0.4530343640414066,0.039397632299722596,0.11488076378909828,-0.04482072976905552,0.24089070777306415,0.30801246891482353,0.23687951508424915,0.43741950609085456,0.6030921995345273,0.19169539068643696,0.3776770089859729
OFClat_L,-0.47931383206604306,-0.23443160177584668,-0.6486240442521891,-0.14315752585923186,0.6332362488110719,-0.06052144054982154,0.4882414438572746,0.4151975285158776,-0.05868713206894866,0.5583345172066945,-0.23766003118694187,-0.12413990472117079,0.20887586972344374,-0.720467869601248,0.5883047726626052,-0.0787614543980493,1.0,-0.15840318331102507,-0.26548831874594814,-0.47765015030548363,0.5102551579560363,-0.4678882725383784,-0.023942333997220594,0.4494105994728713,0.5258603165014449,0.23858291988477423,0.07170545018987193,0.39506679052308913,-0.3528528373434475,0.13324701556339685,-0.725571189331856,0.7438814635753931,0.3231394204543415,-0.5569507897718634,-0.1986041196564236,0.28017513067993044,0.5570285316136415,0.8460125399284989,0.7408025568954759,-0.33285445698565985,-0.6697206768222982,0.44348225119506574,-0.05517336085845792,0.2656363336400921,-0.1865371436258546
Parietal_Inf_R,0.2586932333225529,0.41349918160800103,0.44027062728902594,-0.10676667673186273,0.12098653081164562,-0.2743869779512097,-0.333024985535299,-0.31847237736349493,-0.2605242449426811,-0.4497955714705884,0.1783871484989976,0.5983421044044298,-0.04063561106307811,0.005818556987350583,-0.1941208721307475,0.10422114196067568,-0.15840318331102507,1.0,-0.38543654616087525,0.5609826131350093,-0.12855479474204884,0.5991683067177813,0.03673453333366727,-0.35556597716378646,-0.18890587453619412,0.3807135638192166,-0.05840925557419415,-0.20200708453566998,0.4324879834810108,-0.16750868799193458,0.4371145781932489,-0.25738784476497206,-0.4060827976408129,0.34217148629984695,0.15588948871622704,-0.2817929296780062,-0.44223465550621466,-0.30438867630160676,-0.19774867744841415,-0.18340697874611767,0.23643076448083694,-0.3362155160915294,0.24885436328707228,-0.4531719841099701,-0.0883374390311263
Temporal_Pole_Mid_R,0.04789406166101684,0.07680872360195878,0.062305050163359105,0.3646259793490552,-0.17834158238075093,0.5656872679745,0.3151732686554332,0.2895705934360182,0.5508050737759493,0.2958994682988182,0.1598407942607093,0.10811644665484507,0.1636238954873661,0.37771272208817785,0.21912738980016505,0.10976666898768858,-0.26548831874594814,-0.38543654616087525,1.0,-0.07493538418702168,-0.013588280182382334,-0.1854677508183294,0.22708253672460652,0.37144804534181153,-0.05455205361989881,0.14204723986651344,0.3998201264853746,0.2809257179979802,-0.3655567458344409,0.4304590387197207,0.0739769690471667,-0.13155567897117743,0.2722437233204952,-0.01007750203985437,-0.07958617915939355,0.1107511224722228,0.41151538622374234,0.08896335958288096,-0.024705950343816667,0.6917133326290656,0.09685530435630571,0.3915949131077093,0.3567068999813001,0.40430475290935014,0.2676511425324736
Cuneus_L,0.5200127701059782,0.5808318693396424,0.729469200210795,0.3043568708769278,-0.1577519282351473,0.034819127143300065,-0.46960102039580176,-0.14921668995686674,0.06715413873984992,-0.6173932452154419,0.3386979827483553,0.47070021570962595,0.09756970300940354,0.4831531230184995,-0.26176811049080473,0.19697382048851253,-0.47765015030548363,0.5609826131350093,-0.07493538418702168,1.0,-0.05348746463720291,0.8716138912249688,0.1903507892246115,-0.4931306570131369,-0.15387952423321075,0.1526472075454842,0.043422282510392735,-0.3432547420126668,0.6052483935443156,-0.07788310371604262,0.7213421303609607,-0.4416105793843131,-0.4539762316083385,0.8645449893191088,0.3308412628581038,-0.26690576074381855,-0.5156000996931143,-0.4708262348098353,-0.31090760867277295,0.11840426967163398,0.5874593167712813,-0.43850490296031985,0.221745205247659,-0.5386052645064004,0.3418003007419108
Fusiform_L,-0.22890164977878671,-0.2631314588391711,-0.32531803772614715,-0.05598532005612835,0.42272355311863996,0.3961650881203513,0.37495476468238675,0.44923294526599594,0.433301662499408,0.3555351614527367,-0.015359663967643123,-0.1554886398200871,0.24663447806832872,-0.14314180573319096,0.5378235309741085,-0.03131769834308255,0.5102551579560363,-0.12855479474204884,-0.013588280182382334,-0.05348746463720291,1.0,-0.15107247479875657,-0.0848365082301045,0.5622181016061336,0.32145701046750624,0.12205527509587503,0.06861364244736266,0.39540303985503866,-0.0798605441847967,0.14335794683823952,-0.3301987539453728,0.43026039511039665,0.29830232306995214,-0.0030336934047597,-0.14107134201036356,0.5503253925219292,0.2378553432551619,0.4661276679238284,0.4710298350701316,0.1415317704866063,-0.09700141622039793,0.278966604349252,-0.10498627569970591,0.23233513878374287,0.07734502875049609
Occipital_Sup_L,0.3656745188432802,0.5093285009680645,0.6860540963179058,0.1495062091779679,-0.14186315076783795,-0.15078346738417092,-0.5147062344882395,-0.36022108699957756,-0.1659701757845296,-0.652127622361048,0.14707582831415594,0.3432515990899774,-0.02675023599450377,0.38587632942235,-0.3711132841733937,0.05112665315999676,-0.4678882725383784,0.5991683067177813,-0.1854677508183294,0.8716138912249688,-0.15107247479875657,1.0,0.06810774583207074,-0.5292312721020009,-0.19330077850209804,-0.04521026049600149,-0.11698770278127806,-0.4586260790780905,0.6351947078872968,-0.255249078826241,0.6981943242326983,-0.47762910448438745,-0.5941834909977233,0.7498153657487949,0.18808533833314012,-0.280649352922391,-0.5582641383356192,-0.46765558655335726,-0.4173201634010916,-0.004704135299278418,0.5759933185394022,-0.5890864855101805,0.05421971195460518,-0.6702344518613376,0.1062321216892979
Frontal_Inf_Oper_R,0.3183643436512417,0.39485771168725775,0.12229854732860682,0.7099596878313826,-0.0852859986238637,0.11638959152625372,0.14477531999994686,0.4520833127093782,0.23347148010327484,0.11281819507260332,0.1997653160329399,0.472332609302695,0.6408460868617019,0.2195362213032131,0.061451135103333485,0.5314935607334207,-0.023942333997220594,0.03673453333366727,0.22708253672460652,0.1903507892246115,-0.0848365082301045,0.06810774583207074,1.0,0.033126257176054844,0.3347152062621098,0.5849378324055036,0.6418667507295558,0.10547778823681542,-0.010454392071040756,0.6178336905390422,0.056071942195329766,-0.08229876986783242,0.1411230808473362,0.1275702636089893,0.3837883412822144,-0.252654770685145,0.19966680717448973,0.06472338933178781,0.3710117345615263,0.08874810661442797,0.04316834194073505,0.2323555678784745,0.6378800986870513,0.1645251044226504,0.5508365899742197
Thal_IL_L,-0.32841696996362874,-0.4327363067747525,-0.53497022385135,-0.061123917055715196,0.4092255480371559,0.44282442835622426,0.7347130008458119,0.4898164493059514,0.45403107893450667,0.7961726416769888,0.055682548152893786,-0.1799537444447262,0.17717467734864675,-0.2693843837588562,0.6413049064341503,0.1001451212929098,0.4494105994728713,-0.35556597716378646,0.37144804534181153,-0.4931306570131369,0.5622181016061336,-0.5292312721020009,0.033126257176054844,1.0,0.19785001492008558,0.15333235281497837,0.4036027560057542,0.6731339943093695,-0.5611070420669183,0.4389857898987742,-0.533228041761745,0.5172278800851836,0.700297857441947,-0.4367504415500212,-0.17905971617132113,0.5785389648187884,0.7069848159497731,0.5824214386288196,0.4433017372144778,0.26940972281216513,-0.2943031361265687,0.6418239214484295,0.17321142126488798,0.7040210696821632,-0.05439943256626871
Frontal_Inf_Tri_L,0.028897568280924085,0.22475942795399345,-0.18639757807412138,0.395303376076952,0.15299690204359795,0.03028645276838779,0.2344112026056644,0.40518554159377274,0.12422038909752484,0.2430097636842908,-0.10172323981288621,0.06819677713178915,0.44262060998388714,-0.09195447465068371,0.2960480867478252,0.23000814261130692,0.5258603165014449,-0.18890587453619412,-0.05455205361989881,-0.15387952423321075,0.32145701046750624,-0.19330077850209804,0.3347152062621098,0.19785001492008558,1.0,0.29812388548048585,0.2383907280403527,0.27219302670199463,0.023588257364983274,0.27950556463701165,-0.2764077378813678,0.46294999402848946,0.0807056396531097,-0.23120868857125068,0.13286256463585855,0.20888085889297925,0.23948058766757865,0.38515362984003493,0.7204051062840718,-0.027398590484968923,-0.11880195947694891,0.3542313267694179,0.06335086031571296,0.07300124102319058,0.23843635970550164
Frontal_Sup_2_R,0.2593581074523006,0.44605778296514675,0.04934064859153101,0.41242492252183216,0.2582987704792897,0.26622773978426073,0.2072852284200011,0.5374016779588474,0.36563160080057927,0.1660456071730142,0.3886933654502975,0.7632871996229404,0.5208615487179605,-0.06741605040304627,0.36715890913495297,0.483121035490723,0.23858291988477423,0.3807135638192166,0.14204723986651344,0.1526472075454842,0.12205527509587503,-0.04521026049600149,0.5849378324055036,0.15333235281497837,0.29812388548048585,1.0,0.5230341788615231,0.3457061536530307,-0.06276102803015306,0.5530943816134689,-0.04053475213380142,0.1571406106340112,0.22115528654809555,-0.0206262909989958,0.2990864656762918,-0.09454479399523993,0.20536474436359517,0.2687115269184382,0.5091885704483611,0.1445961748898878,-0.1391825622755843,0.4475773425473415,0.771133194161813,0.2222166753578694,0.41726502146968664
ACC_pre_L,0.23962891346175955,0.25731971357414535,-0.0287359555969218,0.5524224406671912,0.2597908035731541,0.23860870466771605,0.5224922932192742,0.4718054478004379,0.372485119659173,0.4283260587526815,0.3880492699484819,0.35997442122519707,0.5581660159022201,0.01784544260895256,0.38775250978305,0.6027936800802268,0.07170545018987193,-0.05840925557419415,0.3998201264853746,0.043422282510392735,0.06861364244736266,-0.11698770278127806,0.6418667507295558,0.4036027560057542,0.2383907280403527,0.5230341788615231,1.0,0.4543228715154472,-0.17528213641448911,0.6853641728167725,-0.08643958932060951,0.31479251577317413,0.404761390595584,-0.05412589964938959,0.2087222005073774,0.05290597573050422,0.4952771565040024,0.21139015154996915,0.32776228770916227,0.2693173832953631,-0.08481082833949653,0.4975339655734694,0.7129663228045962,0.3409897232942074,0.28824916265282935
Pallidum_L,-0.014177802743870972,-0.23295631798303468,-0.3777699221933394,0.12324082632471513,0.43828003436182617,0.42811918711845154,0.624401744534389,0.4664119853201317,0.4594431087973212,0.6388793673136809,0.38475368936859067,0.03555140320266374,0.3091970607691179,-0.28927403122440104,0.6307714703734165,0.4118656535541312,0.39506679052308913,-0.20200708453566998,0.2809257179979802,-0.3432547420126668,0.39540303985503866,-0.4586260790780905,0.10547778823681542,0.6731339943093695,0.27219302670199463,0.3457061536530307,0.4543228715154472,1.0,-0.43213944145916894,0.6367915021972359,-0.38758847214884745,0.5026160185972012,0.6330025155643595,-0.33425478247221907,0.01746592429748833,0.508129647633936,0.5888791536211291,0.4359108168074723,0.510521259321838,0.29734966926056783,-0.215955807632876,0.813085545317151,0.371396796157333,0.60869823019076,0.023278027097999133
Thal_AV_R,0.3780644046351754,0.3279984072844072,0.6830513999112282,0.0990255866786109,-0.18042240959268513,-0.3323041313069957,-0.6164896159388603,-0.38974371691232673,-0.32784542343879153,-0.7509496125896893,0.12779378671253752,0.07909806998631048,0.0231575828426056,0.4129361800080254,-0.39143725814179703,0.09651810633342996,-0.3528528373434475,0.4324879834810108,-0.3655567458344409,0.6052483935443156,-0.0798605441847967,0.6351947078872968,-0.010454392071040756,-0.5611070420669183,0.023588257364983274,-0.06276102803015306,-0.17528213641448911,-0.43213944145916894,1.0,-0.35257547977581355,0.6797648480444065,-0.14030600155020062,-0.6537922519372353,0.5766934601662553,0.19447329955344536,-0.17551284206044493,-0.7557562967877084,-0.5307766808266406,-0.2970653854401556,-0.01154574631043446,0.6573719847709393,-0.5388308315428137,-0.09446713495639414,-0.6928177380293958,0.12847635630190046
Putamen_L,0.2753115537869272,0.037667249610220006,-0.11065709345893406,0.6655892427271011,0.15126145764858379,0.4028964294509146,0.43980511241981485,0.6092607549336307,0.507884240118149,0.4434213376945356,0.44003465893860644,0.33669763782730266,0.7131728633391015,0.03647676180987163,0.4505592488111744,0.6071027524252844,0.13324701556339685,-0.16750868799193458,0.4304590387197207,-0.07788310371604262,0.14335794683823952,-0.255249078826241,0.6178336905390422,0.4389857898987742,0.27950556463701165,0.5530943816134689,0.6853641728167725,0.6367915021972359,-0.35257547977581355,1.0,-0.1584803262299385,0.18781533424139527,0.6106835032335137,-0.06859861893582045,0.25501870658751535,0.08645509605930908,0.5504926053521177,0.30357919884578216,0.5624819131086229,0.34601023748813553,-0.07477045188277967,0.7075899527916475,0.7021322249215999,0.5757286313134138,0.4332587621552884
Thal_PuM_L,0.6316925783833568,0.3131786574848949,0.9625784151216344,0.216160149797908,-0.4563386876905382,-0.07877109693187967,-0.6400206985545102,-0.4965972819033609,-0.12332932262595833,-0.8097452239035705,0.27814434852735975,0.22613343766147906,0.00234804125118509,0.7101195594035529,-0.5018891269052043,0.1734387671866457,-0.725571189331856,0.4371145781932489,0.0739769690471667,0.7213421303609607,-0.3301987539453728,0.6981943242326983,0.056071942195329766,-0.533228041761745,-0.2764077378813678,-0.04053475213380142,-0.08643958932060951,-0.38758847214884745,0.6797648480444065,-0.1584803262299385,1.0,-0.5560356756721944,-0.4906738381224179,0.7925227701691205,0.19316001070175068,-0.3343485183671744,-0.6556402931763614,-0.7082350040848947,-0.5233927893668452,0.3923984076118835,0.788871994890532,-0.4012205787738705,0.14878139137104435,-0.4805169790683674,0.19886003992561177
